date,entrepreneurs_unscaled,entrepreneurs_monthly,isPartial,scale,entrepreneurs
2016-07-15,52,45.0,,0.45,23.400000000000002
2016-07-16,29,45.0,,0.45,13.05
2016-07-17,53,45.0,,0.45,23.85
2016-07-18,76,45.0,,0.45,34.2
2016-07-19,71,45.0,,0.45,31.95
2016-07-20,77,45.0,,0.45,34.65
2016-07-21,56,45.0,,0.45,25.2
2016-07-22,98,45.0,,0.45,44.1
2016-07-23,47,45.0,,0.45,21.150000000000002
2016-07-24,30,45.0,,0.45,13.5
2016-07-25,64,45.0,,0.45,28.8
2016-07-26,65,45.0,,0.45,29.25
2016-07-27,100,45.0,,0.45,45.0
2016-07-28,65,45.0,,0.45,29.25
2016-07-29,35,45.0,,0.45,15.75
2016-07-30,41,45.0,,0.45,18.45
2016-07-31,81,45.0,,0.45,36.45
2016-08-01,57,56.0,False,0.56,31.92
2016-08-02,54,56.0,,0.56,30.240000000000002
2016-08-03,41,56.0,,0.56,22.96
2016-08-04,41,56.0,,0.56,22.96
2016-08-05,36,56.0,,0.56,20.160000000000004
2016-08-06,21,56.0,,0.56,11.760000000000002
2016-08-07,33,56.0,,0.56,18.48
2016-08-08,55,56.0,,0.56,30.800000000000004
2016-08-09,41,56.0,,0.56,22.96
2016-08-10,25,56.0,,0.56,14.000000000000002
2016-08-11,65,56.0,,0.56,36.400000000000006
2016-08-12,47,56.0,,0.56,26.320000000000004
2016-08-13,20,56.0,,0.56,11.200000000000001
2016-08-14,20,56.0,,0.56,11.200000000000001
2016-08-15,43,56.0,,0.56,24.080000000000002
2016-08-16,71,56.0,,0.56,39.760000000000005
2016-08-17,43,56.0,,0.56,24.080000000000002
2016-08-18,73,56.0,,0.56,40.88
2016-08-19,56,56.0,,0.56,31.360000000000003
2016-08-20,29,56.0,,0.56,16.240000000000002
2016-08-21,21,56.0,,0.56,11.760000000000002
2016-08-22,78,56.0,,0.56,43.68000000000001
2016-08-23,85,56.0,,0.56,47.6
2016-08-24,79,56.0,,0.56,44.24
2016-08-25,72,56.0,,0.56,40.32000000000001
2016-08-26,85,56.0,,0.56,47.6
2016-08-27,43,56.0,,0.56,24.080000000000002
2016-08-28,38,56.0,,0.56,21.28
2016-08-29,100,56.0,,0.56,56.00000000000001
2016-08-30,65,56.0,,0.56,36.400000000000006
2016-08-31,71,56.0,,0.56,39.760000000000005
2016-09-01,79,83.0,False,0.83,65.57
2016-09-02,71,83.0,,0.83,58.93
2016-09-03,25,83.0,,0.83,20.75
2016-09-04,25,83.0,,0.83,20.75
2016-09-05,48,83.0,,0.83,39.839999999999996
2016-09-06,73,83.0,,0.83,60.589999999999996
2016-09-07,87,83.0,,0.83,72.21
2016-09-08,68,83.0,,0.83,56.44
2016-09-09,82,83.0,,0.83,68.06
2016-09-10,45,83.0,,0.83,37.35
2016-09-11,34,83.0,,0.83,28.22
2016-09-12,100,83.0,,0.83,83.0
2016-09-13,78,83.0,,0.83,64.74
2016-09-14,88,83.0,,0.83,73.03999999999999
2016-09-15,75,83.0,,0.83,62.25
2016-09-16,65,83.0,,0.83,53.949999999999996
2016-09-17,38,83.0,,0.83,31.54
2016-09-18,47,83.0,,0.83,39.01
2016-09-19,80,83.0,,0.83,66.39999999999999
2016-09-20,97,83.0,,0.83,80.50999999999999
2016-09-21,76,83.0,,0.83,63.08
2016-09-22,62,83.0,,0.83,51.46
2016-09-23,82,83.0,,0.83,68.06
2016-09-24,32,83.0,,0.83,26.56
2016-09-25,24,83.0,,0.83,19.919999999999998
2016-09-26,72,83.0,,0.83,59.76
2016-09-27,72,83.0,,0.83,59.76
2016-09-28,65,83.0,,0.83,53.949999999999996
2016-09-29,59,83.0,,0.83,48.97
2016-09-30,79,83.0,,0.83,65.57
2016-10-01,19,73.0,False,0.73,13.87
2016-10-02,35,73.0,,0.73,25.55
2016-10-03,57,73.0,,0.73,41.61
2016-10-04,56,73.0,,0.73,40.879999999999995
2016-10-05,100,73.0,,0.73,73.0
2016-10-06,51,73.0,,0.73,37.23
2016-10-07,50,73.0,,0.73,36.5
2016-10-08,16,73.0,,0.73,11.68
2016-10-09,35,73.0,,0.73,25.55
2016-10-10,61,73.0,,0.73,44.53
2016-10-11,73,73.0,,0.73,53.29
2016-10-12,63,73.0,,0.73,45.99
2016-10-13,87,73.0,,0.73,63.51
2016-10-14,59,73.0,,0.73,43.07
2016-10-15,36,73.0,,0.73,26.28
2016-10-16,32,73.0,,0.73,23.36
2016-10-17,48,73.0,,0.73,35.04
2016-10-18,97,73.0,,0.73,70.81
2016-10-19,49,73.0,,0.73,35.769999999999996
2016-10-20,83,73.0,,0.73,60.589999999999996
2016-10-21,47,73.0,,0.73,34.31
2016-10-22,34,73.0,,0.73,24.82
2016-10-23,36,73.0,,0.73,26.28
2016-10-24,79,73.0,,0.73,57.67
2016-10-25,61,73.0,,0.73,44.53
2016-10-26,77,73.0,,0.73,56.21
2016-10-27,75,73.0,,0.73,54.75
2016-10-28,37,73.0,,0.73,27.009999999999998
2016-10-29,10,73.0,,0.73,7.3
2016-10-30,22,73.0,,0.73,16.06
2016-10-31,69,73.0,,0.73,50.37
2016-11-01,65,64.0,False,0.64,41.6
2016-11-02,59,64.0,,0.64,37.76
2016-11-03,70,64.0,,0.64,44.800000000000004
2016-11-04,75,64.0,,0.64,48.0
2016-11-05,68,64.0,,0.64,43.52
2016-11-06,33,64.0,,0.64,21.12
2016-11-07,70,64.0,,0.64,44.800000000000004
2016-11-08,69,64.0,,0.64,44.160000000000004
2016-11-09,74,64.0,,0.64,47.36
2016-11-10,56,64.0,,0.64,35.84
2016-11-11,73,64.0,,0.64,46.72
2016-11-12,71,64.0,,0.64,45.44
2016-11-13,33,64.0,,0.64,21.12
2016-11-14,71,64.0,,0.64,45.44
2016-11-15,81,64.0,,0.64,51.84
2016-11-16,86,64.0,,0.64,55.04
2016-11-17,93,64.0,,0.64,59.52
2016-11-18,71,64.0,,0.64,45.44
2016-11-19,37,64.0,,0.64,23.68
2016-11-20,28,64.0,,0.64,17.92
2016-11-21,80,64.0,,0.64,51.2
2016-11-22,63,64.0,,0.64,40.32
2016-11-23,22,64.0,,0.64,14.08
2016-11-24,46,64.0,,0.64,29.44
2016-11-25,27,64.0,,0.64,17.28
2016-11-26,23,64.0,,0.64,14.72
2016-11-27,43,64.0,,0.64,27.52
2016-11-28,100,64.0,,0.64,64.0
2016-11-29,94,64.0,,0.64,60.160000000000004
2016-11-30,65,64.0,,0.64,41.6
2016-12-01,100,54.0,False,0.54,54.0
2016-12-02,53,54.0,,0.54,28.62
2016-12-03,35,54.0,,0.54,18.900000000000002
2016-12-04,26,54.0,,0.54,14.040000000000001
2016-12-05,74,54.0,,0.54,39.96
2016-12-06,69,54.0,,0.54,37.260000000000005
2016-12-07,63,54.0,,0.54,34.02
2016-12-08,55,54.0,,0.54,29.700000000000003
2016-12-09,45,54.0,,0.54,24.3
2016-12-10,32,54.0,,0.54,17.28
2016-12-11,37,54.0,,0.54,19.98
2016-12-12,67,54.0,,0.54,36.18
2016-12-13,63,54.0,,0.54,34.02
2016-12-14,67,54.0,,0.54,36.18
2016-12-15,45,54.0,,0.54,24.3
2016-12-16,62,54.0,,0.54,33.480000000000004
2016-12-17,32,54.0,,0.54,17.28
2016-12-18,21,54.0,,0.54,11.34
2016-12-19,34,54.0,,0.54,18.36
2016-12-20,53,54.0,,0.54,28.62
2016-12-21,49,54.0,,0.54,26.46
2016-12-22,43,54.0,,0.54,23.220000000000002
2016-12-23,17,54.0,,0.54,9.18
2016-12-24,15,54.0,,0.54,8.100000000000001
2016-12-25,36,54.0,,0.54,19.44
2016-12-26,21,54.0,,0.54,11.34
2016-12-27,45,54.0,,0.54,24.3
2016-12-28,29,54.0,,0.54,15.66
2016-12-29,32,54.0,,0.54,17.28
2016-12-30,43,54.0,,0.54,23.220000000000002
2016-12-31,51,54.0,,0.54,27.540000000000003
2017-01-01,26,69.0,False,0.69,17.939999999999998
2017-01-02,43,69.0,,0.69,29.669999999999998
2017-01-03,38,69.0,,0.69,26.22
2017-01-04,46,69.0,,0.69,31.74
2017-01-05,65,69.0,,0.69,44.849999999999994
2017-01-06,62,69.0,,0.69,42.779999999999994
2017-01-07,25,69.0,,0.69,17.25
2017-01-08,27,69.0,,0.69,18.63
2017-01-09,51,69.0,,0.69,35.19
2017-01-10,49,69.0,,0.69,33.809999999999995
2017-01-11,44,69.0,,0.69,30.36
2017-01-12,68,69.0,,0.69,46.919999999999995
2017-01-13,69,69.0,,0.69,47.61
2017-01-14,46,69.0,,0.69,31.74
2017-01-15,46,69.0,,0.69,31.74
2017-01-16,35,69.0,,0.69,24.15
2017-01-17,62,69.0,,0.69,42.779999999999994
2017-01-18,100,69.0,,0.69,69.0
2017-01-19,100,69.0,,0.69,69.0
2017-01-20,55,69.0,,0.69,37.949999999999996
2017-01-21,33,69.0,,0.69,22.77
2017-01-22,38,69.0,,0.69,26.22
2017-01-23,87,69.0,,0.69,60.029999999999994
2017-01-24,59,69.0,,0.69,40.709999999999994
2017-01-25,52,69.0,,0.69,35.879999999999995
2017-01-26,100,69.0,,0.69,69.0
2017-01-27,77,69.0,,0.69,53.129999999999995
2017-01-28,37,69.0,,0.69,25.529999999999998
2017-01-29,39,69.0,,0.69,26.909999999999997
2017-01-30,78,69.0,,0.69,53.81999999999999
2017-01-31,48,69.0,,0.69,33.12
2017-02-01,78,80.0,False,0.8,62.400000000000006
2017-02-02,89,80.0,,0.8,71.2
2017-02-03,82,80.0,,0.8,65.60000000000001
2017-02-04,30,80.0,,0.8,24.0
2017-02-05,41,80.0,,0.8,32.800000000000004
2017-02-06,52,80.0,,0.8,41.6
2017-02-07,98,80.0,,0.8,78.4
2017-02-08,72,80.0,,0.8,57.6
2017-02-09,40,80.0,,0.8,32.0
2017-02-10,59,80.0,,0.8,47.2
2017-02-11,51,80.0,,0.8,40.800000000000004
2017-02-12,42,80.0,,0.8,33.6
2017-02-13,73,80.0,,0.8,58.400000000000006
2017-02-14,85,80.0,,0.8,68.0
2017-02-15,100,80.0,,0.8,80.0
2017-02-16,69,80.0,,0.8,55.2
2017-02-17,85,80.0,,0.8,68.0
2017-02-18,35,80.0,,0.8,28.0
2017-02-19,49,80.0,,0.8,39.2
2017-02-20,85,80.0,,0.8,68.0
2017-02-21,81,80.0,,0.8,64.8
2017-02-22,78,80.0,,0.8,62.400000000000006
2017-02-23,87,80.0,,0.8,69.60000000000001
2017-02-24,38,80.0,,0.8,30.400000000000002
2017-02-25,35,80.0,,0.8,28.0
2017-02-26,29,80.0,,0.8,23.200000000000003
2017-02-27,55,80.0,,0.8,44.0
2017-02-28,61,80.0,,0.8,48.800000000000004
2017-03-01,95,75.0,False,0.75,71.25
2017-03-02,100,75.0,,0.75,75.0
2017-03-03,86,75.0,,0.75,64.5
2017-03-04,31,75.0,,0.75,23.25
2017-03-05,57,75.0,,0.75,42.75
2017-03-06,75,75.0,,0.75,56.25
2017-03-07,87,75.0,,0.75,65.25
2017-03-08,66,75.0,,0.75,49.5
2017-03-09,84,75.0,,0.75,63.0
2017-03-10,60,75.0,,0.75,45.0
2017-03-11,47,75.0,,0.75,35.25
2017-03-12,67,75.0,,0.75,50.25
2017-03-13,53,75.0,,0.75,39.75
2017-03-14,51,75.0,,0.75,38.25
2017-03-15,79,75.0,,0.75,59.25
2017-03-16,62,75.0,,0.75,46.5
2017-03-17,42,75.0,,0.75,31.5
2017-03-18,20,75.0,,0.75,15.0
2017-03-19,41,75.0,,0.75,30.75
2017-03-20,68,75.0,,0.75,51.0
2017-03-21,84,75.0,,0.75,63.0
2017-03-22,62,75.0,,0.75,46.5
2017-03-23,75,75.0,,0.75,56.25
2017-03-24,52,75.0,,0.75,39.0
2017-03-25,34,75.0,,0.75,25.5
2017-03-26,27,75.0,,0.75,20.25
2017-03-27,99,75.0,,0.75,74.25
2017-03-28,71,75.0,,0.75,53.25
2017-03-29,82,75.0,,0.75,61.5
2017-03-30,75,75.0,,0.75,56.25
2017-03-31,35,75.0,,0.75,26.25
2017-04-01,39,65.0,False,0.65,25.35
2017-04-02,21,65.0,,0.65,13.65
2017-04-03,76,65.0,,0.65,49.4
2017-04-04,100,65.0,,0.65,65.0
2017-04-05,71,65.0,,0.65,46.15
2017-04-06,69,65.0,,0.65,44.85
2017-04-07,51,65.0,,0.65,33.15
2017-04-08,32,65.0,,0.65,20.8
2017-04-09,62,65.0,,0.65,40.300000000000004
2017-04-10,64,65.0,,0.65,41.6
2017-04-11,82,65.0,,0.65,53.300000000000004
2017-04-12,62,65.0,,0.65,40.300000000000004
2017-04-13,42,65.0,,0.65,27.3
2017-04-14,26,65.0,,0.65,16.900000000000002
2017-04-15,43,65.0,,0.65,27.95
2017-04-16,38,65.0,,0.65,24.7
2017-04-17,67,65.0,,0.65,43.550000000000004
2017-04-18,68,65.0,,0.65,44.2
2017-04-19,81,65.0,,0.65,52.65
2017-04-20,44,65.0,,0.65,28.6
2017-04-21,72,65.0,,0.65,46.800000000000004
2017-04-22,35,65.0,,0.65,22.75
2017-04-23,75,65.0,,0.65,48.75
2017-04-24,87,65.0,,0.65,56.550000000000004
2017-04-25,77,65.0,,0.65,50.050000000000004
2017-04-26,54,65.0,,0.65,35.1
2017-04-27,75,65.0,,0.65,48.75
2017-04-28,60,65.0,,0.65,39.0
2017-04-29,45,65.0,,0.65,29.25
2017-04-30,35,65.0,,0.65,22.75
2017-05-01,94,61.0,False,0.61,57.339999999999996
2017-05-02,42,61.0,,0.61,25.62
2017-05-03,83,61.0,,0.61,50.629999999999995
2017-05-04,66,61.0,,0.61,40.26
2017-05-05,62,61.0,,0.61,37.82
2017-05-06,25,61.0,,0.61,15.25
2017-05-07,40,61.0,,0.61,24.4
2017-05-08,100,61.0,,0.61,61.0
2017-05-09,80,61.0,,0.61,48.8
2017-05-10,77,61.0,,0.61,46.97
2017-05-11,72,61.0,,0.61,43.92
2017-05-12,77,61.0,,0.61,46.97
2017-05-13,25,61.0,,0.61,15.25
2017-05-14,50,61.0,,0.61,30.5
2017-05-15,93,61.0,,0.61,56.73
2017-05-16,57,61.0,,0.61,34.769999999999996
2017-05-17,64,61.0,,0.61,39.04
2017-05-18,71,61.0,,0.61,43.31
2017-05-19,82,61.0,,0.61,50.019999999999996
2017-05-20,35,61.0,,0.61,21.349999999999998
2017-05-21,44,61.0,,0.61,26.84
2017-05-22,68,61.0,,0.61,41.48
2017-05-23,68,61.0,,0.61,41.48
2017-05-24,39,61.0,,0.61,23.79
2017-05-25,50,61.0,,0.61,30.5
2017-05-26,46,61.0,,0.61,28.06
2017-05-27,18,61.0,,0.61,10.98
2017-05-28,50,61.0,,0.61,30.5
2017-05-29,47,61.0,,0.61,28.669999999999998
2017-05-30,71,61.0,,0.61,43.31
2017-05-31,55,61.0,,0.61,33.55
2017-06-01,71,46.0,False,0.46,32.660000000000004
2017-06-02,78,46.0,,0.46,35.88
2017-06-03,51,46.0,,0.46,23.46
2017-06-04,20,46.0,,0.46,9.200000000000001
2017-06-05,67,46.0,,0.46,30.82
2017-06-06,73,46.0,,0.46,33.58
2017-06-07,100,46.0,,0.46,46.0
2017-06-08,62,46.0,,0.46,28.52
2017-06-09,60,46.0,,0.46,27.6
2017-06-10,57,46.0,,0.46,26.220000000000002
2017-06-11,51,46.0,,0.46,23.46
2017-06-12,65,46.0,,0.46,29.900000000000002
2017-06-13,98,46.0,,0.46,45.080000000000005
2017-06-14,45,46.0,,0.46,20.7
2017-06-15,59,46.0,,0.46,27.14
2017-06-16,74,46.0,,0.46,34.04
2017-06-17,56,46.0,,0.46,25.76
2017-06-18,36,46.0,,0.46,16.560000000000002
2017-06-19,50,46.0,,0.46,23.0
2017-06-20,72,46.0,,0.46,33.120000000000005
2017-06-21,52,46.0,,0.46,23.92
2017-06-22,49,46.0,,0.46,22.540000000000003
2017-06-23,24,46.0,,0.46,11.040000000000001
2017-06-24,69,46.0,,0.46,31.740000000000002
2017-06-25,66,46.0,,0.46,30.360000000000003
2017-06-26,59,46.0,,0.46,27.14
2017-06-27,94,46.0,,0.46,43.24
2017-06-28,93,46.0,,0.46,42.78
2017-06-29,71,46.0,,0.46,32.660000000000004
2017-06-30,73,46.0,,0.46,33.58
2017-07-01,62,47.0,False,0.47,29.139999999999997
2017-07-02,30,47.0,,0.47,14.1
2017-07-03,38,47.0,,0.47,17.86
2017-07-04,20,47.0,,0.47,9.399999999999999
2017-07-05,45,47.0,,0.47,21.15
2017-07-06,46,47.0,,0.47,21.619999999999997
2017-07-07,71,47.0,,0.47,33.37
2017-07-08,32,47.0,,0.47,15.04
2017-07-09,62,47.0,,0.47,29.139999999999997
2017-07-10,45,47.0,,0.47,21.15
2017-07-11,35,47.0,,0.47,16.45
2017-07-12,65,47.0,,0.47,30.549999999999997
2017-07-13,49,47.0,,0.47,23.029999999999998
2017-07-14,57,47.0,,0.47,26.79
2017-07-15,32,47.0,,0.47,15.04
2017-07-16,33,47.0,,0.47,15.51
2017-07-17,60,47.0,,0.47,28.2
2017-07-18,42,47.0,,0.47,19.74
2017-07-19,35,47.0,,0.47,16.45
2017-07-20,55,47.0,,0.47,25.849999999999998
2017-07-21,60,47.0,,0.47,28.2
2017-07-22,36,47.0,,0.47,16.919999999999998
2017-07-23,36,47.0,,0.47,16.919999999999998
2017-07-24,100,47.0,,0.47,47.0
2017-07-25,48,47.0,,0.47,22.56
2017-07-26,31,47.0,,0.47,14.569999999999999
2017-07-27,41,47.0,,0.47,19.27
2017-07-28,28,47.0,,0.47,13.16
2017-07-29,44,47.0,,0.47,20.68
2017-07-30,37,47.0,,0.47,17.39
2017-07-31,49,47.0,,0.47,23.029999999999998
2017-08-01,53,57.0,False,0.57,30.209999999999997
2017-08-02,45,57.0,,0.57,25.65
2017-08-03,42,57.0,,0.57,23.939999999999998
2017-08-04,28,57.0,,0.57,15.959999999999999
2017-08-05,35,57.0,,0.57,19.95
2017-08-06,36,57.0,,0.57,20.52
2017-08-07,23,57.0,,0.57,13.11
2017-08-08,57,57.0,,0.57,32.489999999999995
2017-08-09,64,57.0,,0.57,36.48
2017-08-10,34,57.0,,0.57,19.38
2017-08-11,34,57.0,,0.57,19.38
2017-08-12,38,57.0,,0.57,21.659999999999997
2017-08-13,25,57.0,,0.57,14.249999999999998
2017-08-14,42,57.0,,0.57,23.939999999999998
2017-08-15,66,57.0,,0.57,37.62
2017-08-16,66,57.0,,0.57,37.62
2017-08-17,60,57.0,,0.57,34.199999999999996
2017-08-18,39,57.0,,0.57,22.229999999999997
2017-08-19,28,57.0,,0.57,15.959999999999999
2017-08-20,34,57.0,,0.57,19.38
2017-08-21,20,57.0,,0.57,11.399999999999999
2017-08-22,71,57.0,,0.57,40.47
2017-08-23,77,57.0,,0.57,43.88999999999999
2017-08-24,38,57.0,,0.57,21.659999999999997
2017-08-25,67,57.0,,0.57,38.19
2017-08-26,34,57.0,,0.57,19.38
2017-08-27,30,57.0,,0.57,17.099999999999998
2017-08-28,65,57.0,,0.57,37.05
2017-08-29,70,57.0,,0.57,39.9
2017-08-30,87,57.0,,0.57,49.589999999999996
2017-08-31,100,57.0,,0.57,56.99999999999999
2017-09-01,49,72.0,False,0.72,35.28
2017-09-02,28,72.0,,0.72,20.16
2017-09-03,24,72.0,,0.72,17.28
2017-09-04,50,72.0,,0.72,36.0
2017-09-05,63,72.0,,0.72,45.36
2017-09-06,94,72.0,,0.72,67.67999999999999
2017-09-07,93,72.0,,0.72,66.96
2017-09-08,52,72.0,,0.72,37.44
2017-09-09,37,72.0,,0.72,26.64
2017-09-10,50,72.0,,0.72,36.0
2017-09-11,99,72.0,,0.72,71.28
2017-09-12,75,72.0,,0.72,54.0
2017-09-13,100,72.0,,0.72,72.0
2017-09-14,94,72.0,,0.72,67.67999999999999
2017-09-15,47,72.0,,0.72,33.839999999999996
2017-09-16,59,72.0,,0.72,42.48
2017-09-17,55,72.0,,0.72,39.6
2017-09-18,100,72.0,,0.72,72.0
2017-09-19,74,72.0,,0.72,53.28
2017-09-20,98,72.0,,0.72,70.56
2017-09-21,90,72.0,,0.72,64.8
2017-09-22,66,72.0,,0.72,47.519999999999996
2017-09-23,42,72.0,,0.72,30.24
2017-09-24,49,72.0,,0.72,35.28
2017-09-25,76,72.0,,0.72,54.72
2017-09-26,86,72.0,,0.72,61.919999999999995
2017-09-27,67,72.0,,0.72,48.239999999999995
2017-09-28,85,72.0,,0.72,61.199999999999996
2017-09-29,76,72.0,,0.72,54.72
2017-09-30,57,72.0,,0.72,41.04
2017-10-01,13,74.0,False,0.74,9.62
2017-10-02,86,74.0,,0.74,63.64
2017-10-03,65,74.0,,0.74,48.1
2017-10-04,69,74.0,,0.74,51.06
2017-10-05,51,74.0,,0.74,37.74
2017-10-06,49,74.0,,0.74,36.26
2017-10-07,42,74.0,,0.74,31.08
2017-10-08,34,74.0,,0.74,25.16
2017-10-09,48,74.0,,0.74,35.519999999999996
2017-10-10,47,74.0,,0.74,34.78
2017-10-11,55,74.0,,0.74,40.7
2017-10-12,48,74.0,,0.74,35.519999999999996
2017-10-13,46,74.0,,0.74,34.04
2017-10-14,40,74.0,,0.74,29.6
2017-10-15,50,74.0,,0.74,37.0
2017-10-16,69,74.0,,0.74,51.06
2017-10-17,100,74.0,,0.74,74.0
2017-10-18,62,74.0,,0.74,45.88
2017-10-19,60,74.0,,0.74,44.4
2017-10-20,57,74.0,,0.74,42.18
2017-10-21,24,74.0,,0.74,17.759999999999998
2017-10-22,52,74.0,,0.74,38.48
2017-10-23,57,74.0,,0.74,42.18
2017-10-24,70,74.0,,0.74,51.8
2017-10-25,73,74.0,,0.74,54.019999999999996
2017-10-26,75,74.0,,0.74,55.5
2017-10-27,45,74.0,,0.74,33.3
2017-10-28,24,74.0,,0.74,17.759999999999998
2017-10-29,34,74.0,,0.74,25.16
2017-10-30,77,74.0,,0.74,56.98
2017-10-31,55,74.0,,0.74,40.7
2017-11-01,84,68.0,False,0.68,57.120000000000005
2017-11-02,74,68.0,,0.68,50.32
2017-11-03,43,68.0,,0.68,29.240000000000002
2017-11-04,30,68.0,,0.68,20.400000000000002
2017-11-05,48,68.0,,0.68,32.64
2017-11-06,100,68.0,,0.68,68.0
2017-11-07,84,68.0,,0.68,57.120000000000005
2017-11-08,60,68.0,,0.68,40.800000000000004
2017-11-09,90,68.0,,0.68,61.2
2017-11-10,82,68.0,,0.68,55.760000000000005
2017-11-11,33,68.0,,0.68,22.44
2017-11-12,43,68.0,,0.68,29.240000000000002
2017-11-13,78,68.0,,0.68,53.040000000000006
2017-11-14,81,68.0,,0.68,55.080000000000005
2017-11-15,50,68.0,,0.68,34.0
2017-11-16,58,68.0,,0.68,39.440000000000005
2017-11-17,51,68.0,,0.68,34.68
2017-11-18,43,68.0,,0.68,29.240000000000002
2017-11-19,36,68.0,,0.68,24.48
2017-11-20,56,68.0,,0.68,38.080000000000005
2017-11-21,61,68.0,,0.68,41.480000000000004
2017-11-22,55,68.0,,0.68,37.400000000000006
2017-11-23,10,68.0,,0.68,6.800000000000001
2017-11-24,22,68.0,,0.68,14.96
2017-11-25,36,68.0,,0.68,24.48
2017-11-26,45,68.0,,0.68,30.6
2017-11-27,89,68.0,,0.68,60.52
2017-11-28,75,68.0,,0.68,51.00000000000001
2017-11-29,91,68.0,,0.68,61.88
2017-11-30,78,68.0,,0.68,53.040000000000006
2017-12-01,64,51.0,False,0.51,32.64
2017-12-02,61,51.0,,0.51,31.11
2017-12-03,35,51.0,,0.51,17.85
2017-12-04,73,51.0,,0.51,37.230000000000004
2017-12-05,72,51.0,,0.51,36.72
2017-12-06,71,51.0,,0.51,36.21
2017-12-07,100,51.0,,0.51,51.0
2017-12-08,66,51.0,,0.51,33.660000000000004
2017-12-09,25,51.0,,0.51,12.75
2017-12-10,54,51.0,,0.51,27.54
2017-12-11,53,51.0,,0.51,27.03
2017-12-12,73,51.0,,0.51,37.230000000000004
2017-12-13,66,51.0,,0.51,33.660000000000004
2017-12-14,64,51.0,,0.51,32.64
2017-12-15,35,51.0,,0.51,17.85
2017-12-16,48,51.0,,0.51,24.48
2017-12-17,18,51.0,,0.51,9.18
2017-12-18,55,51.0,,0.51,28.05
2017-12-19,43,51.0,,0.51,21.93
2017-12-20,64,51.0,,0.51,32.64
2017-12-21,60,51.0,,0.51,30.6
2017-12-22,28,51.0,,0.51,14.280000000000001
2017-12-23,27,51.0,,0.51,13.77
2017-12-24,16,51.0,,0.51,8.16
2017-12-25,12,51.0,,0.51,6.12
2017-12-26,18,51.0,,0.51,9.18
2017-12-27,33,51.0,,0.51,16.830000000000002
2017-12-28,50,51.0,,0.51,25.5
2017-12-29,20,51.0,,0.51,10.2
2017-12-30,29,51.0,,0.51,14.790000000000001
2017-12-31,33,51.0,,0.51,16.830000000000002
2018-01-01,35,64.0,False,0.64,22.400000000000002
2018-01-02,58,64.0,,0.64,37.12
2018-01-03,50,64.0,,0.64,32.0
2018-01-04,69,64.0,,0.64,44.160000000000004
2018-01-05,65,64.0,,0.64,41.6
2018-01-06,39,64.0,,0.64,24.96
2018-01-07,39,64.0,,0.64,24.96
2018-01-08,39,64.0,,0.64,24.96
2018-01-09,65,64.0,,0.64,41.6
2018-01-10,63,64.0,,0.64,40.32
2018-01-11,58,64.0,,0.64,37.12
2018-01-12,53,64.0,,0.64,33.92
2018-01-13,37,64.0,,0.64,23.68
2018-01-14,27,64.0,,0.64,17.28
2018-01-15,35,64.0,,0.64,22.400000000000002
2018-01-16,57,64.0,,0.64,36.480000000000004
2018-01-17,59,64.0,,0.64,37.76
2018-01-18,100,64.0,,0.64,64.0
2018-01-19,59,64.0,,0.64,37.76
2018-01-20,34,64.0,,0.64,21.76
2018-01-21,42,64.0,,0.64,26.88
2018-01-22,73,64.0,,0.64,46.72
2018-01-23,73,64.0,,0.64,46.72
2018-01-24,78,64.0,,0.64,49.92
2018-01-25,73,64.0,,0.64,46.72
2018-01-26,66,64.0,,0.64,42.24
2018-01-27,71,64.0,,0.64,45.44
2018-01-28,46,64.0,,0.64,29.44
2018-01-29,76,64.0,,0.64,48.64
2018-01-30,74,64.0,,0.64,47.36
2018-01-31,81,64.0,,0.64,51.84
2018-02-01,70,74.0,False,0.74,51.8
2018-02-02,53,74.0,,0.74,39.22
2018-02-03,45,74.0,,0.74,33.3
2018-02-04,46,74.0,,0.74,34.04
2018-02-05,100,74.0,,0.74,74.0
2018-02-06,63,74.0,,0.74,46.62
2018-02-07,88,74.0,,0.74,65.12
2018-02-08,86,74.0,,0.74,63.64
2018-02-09,67,74.0,,0.74,49.58
2018-02-10,31,74.0,,0.74,22.94
2018-02-11,62,74.0,,0.74,45.88
2018-02-12,76,74.0,,0.74,56.24
2018-02-13,58,74.0,,0.74,42.92
2018-02-14,55,74.0,,0.74,40.7
2018-02-15,49,74.0,,0.74,36.26
2018-02-16,29,74.0,,0.74,21.46
2018-02-17,34,74.0,,0.74,25.16
2018-02-18,31,74.0,,0.74,22.94
2018-02-19,57,74.0,,0.74,42.18
2018-02-20,65,74.0,,0.74,48.1
2018-02-21,70,74.0,,0.74,51.8
2018-02-22,54,74.0,,0.74,39.96
2018-02-23,53,74.0,,0.74,39.22
2018-02-24,31,74.0,,0.74,22.94
2018-02-25,36,74.0,,0.74,26.64
2018-02-26,92,74.0,,0.74,68.08
2018-02-27,64,74.0,,0.74,47.36
2018-02-28,73,74.0,,0.74,54.019999999999996
2018-03-01,77,66.0,False,0.66,50.82
2018-03-02,96,66.0,,0.66,63.36
2018-03-03,37,66.0,,0.66,24.42
2018-03-04,58,66.0,,0.66,38.28
2018-03-05,95,66.0,,0.66,62.7
2018-03-06,88,66.0,,0.66,58.080000000000005
2018-03-07,73,66.0,,0.66,48.18
2018-03-08,78,66.0,,0.66,51.480000000000004
