date,limited partnership_unscaled,limited partnership_monthly,isPartial,scale,limited partnership
2016-05-11,41,27.0,,0.27,11.07
2016-05-12,59,27.0,,0.27,15.930000000000001
2016-05-13,52,27.0,,0.27,14.040000000000001
2016-05-14,31,27.0,,0.27,8.370000000000001
2016-05-15,20,27.0,,0.27,5.4
2016-05-16,25,27.0,,0.27,6.75
2016-05-17,57,27.0,,0.27,15.39
2016-05-18,100,27.0,,0.27,27.0
2016-05-19,34,27.0,,0.27,9.18
2016-05-20,18,27.0,,0.27,4.86
2016-05-21,10,27.0,,0.27,2.7
2016-05-22,10,27.0,,0.27,2.7
2016-05-23,33,27.0,,0.27,8.91
2016-05-24,75,27.0,,0.27,20.25
2016-05-25,59,27.0,,0.27,15.930000000000001
2016-05-26,70,27.0,,0.27,18.900000000000002
2016-05-27,54,27.0,,0.27,14.580000000000002
2016-05-28,22,27.0,,0.27,5.94
2016-05-29,43,27.0,,0.27,11.610000000000001
2016-05-30,10,27.0,,0.27,2.7
2016-05-31,42,27.0,,0.27,11.34
2016-06-01,68,22.0,False,0.22,14.96
2016-06-02,42,22.0,,0.22,9.24
2016-06-03,52,22.0,,0.22,11.44
2016-06-04,0,22.0,,0.22,0.0
2016-06-05,10,22.0,,0.22,2.2
2016-06-06,42,22.0,,0.22,9.24
2016-06-07,100,22.0,,0.22,22.0
2016-06-08,84,22.0,,0.22,18.48
2016-06-09,52,22.0,,0.22,11.44
2016-06-10,45,22.0,,0.22,9.9
2016-06-11,20,22.0,,0.22,4.4
2016-06-12,0,22.0,,0.22,0.0
2016-06-13,34,22.0,,0.22,7.48
2016-06-14,42,22.0,,0.22,9.24
2016-06-15,51,22.0,,0.22,11.22
2016-06-16,35,22.0,,0.22,7.7
2016-06-17,18,22.0,,0.22,3.96
2016-06-18,10,22.0,,0.22,2.2
2016-06-19,0,22.0,,0.22,0.0
2016-06-20,60,22.0,,0.22,13.2
2016-06-21,77,22.0,,0.22,16.94
2016-06-22,52,22.0,,0.22,11.44
2016-06-23,35,22.0,,0.22,7.7
2016-06-24,44,22.0,,0.22,9.68
2016-06-25,21,22.0,,0.22,4.62
2016-06-26,21,22.0,,0.22,4.62
2016-06-27,77,22.0,,0.22,16.94
2016-06-28,67,22.0,,0.22,14.74
2016-06-29,69,22.0,,0.22,15.18
2016-06-30,35,22.0,,0.22,7.7
2016-07-01,58,20.0,False,0.2,11.600000000000001
2016-07-02,37,20.0,,0.2,7.4
2016-07-03,23,20.0,,0.2,4.6000000000000005
2016-07-04,45,20.0,,0.2,9.0
2016-07-05,53,20.0,,0.2,10.600000000000001
2016-07-06,50,20.0,,0.2,10.0
2016-07-07,64,20.0,,0.2,12.8
2016-07-08,84,20.0,,0.2,16.8
2016-07-09,29,20.0,,0.2,5.800000000000001
2016-07-10,44,20.0,,0.2,8.8
2016-07-11,83,20.0,,0.2,16.6
2016-07-12,25,20.0,,0.2,5.0
2016-07-13,77,20.0,,0.2,15.4
2016-07-14,92,20.0,,0.2,18.400000000000002
2016-07-15,78,20.0,,0.2,15.600000000000001
2016-07-16,30,20.0,,0.2,6.0
2016-07-17,30,20.0,,0.2,6.0
2016-07-18,82,20.0,,0.2,16.400000000000002
2016-07-19,63,20.0,,0.2,12.600000000000001
2016-07-20,71,20.0,,0.2,14.200000000000001
2016-07-21,90,20.0,,0.2,18.0
2016-07-22,71,20.0,,0.2,14.200000000000001
2016-07-23,37,20.0,,0.2,7.4
2016-07-24,0,20.0,,0.2,0.0
2016-07-25,56,20.0,,0.2,11.200000000000001
2016-07-26,62,20.0,,0.2,12.4
2016-07-27,81,20.0,,0.2,16.2
2016-07-28,100,20.0,,0.2,20.0
2016-07-29,64,20.0,,0.2,12.8
2016-07-30,22,20.0,,0.2,4.4
2016-07-31,51,20.0,,0.2,10.200000000000001
2016-08-01,58,22.0,False,0.22,12.76
2016-08-02,74,22.0,,0.22,16.28
2016-08-03,42,22.0,,0.22,9.24
2016-08-04,49,22.0,,0.22,10.78
2016-08-05,45,22.0,,0.22,9.9
2016-08-06,19,22.0,,0.22,4.18
2016-08-07,26,22.0,,0.22,5.72
2016-08-08,76,22.0,,0.22,16.72
2016-08-09,44,22.0,,0.22,9.68
2016-08-10,50,22.0,,0.22,11.0
2016-08-11,40,22.0,,0.22,8.8
2016-08-12,34,22.0,,0.22,7.48
2016-08-13,13,22.0,,0.22,2.86
2016-08-14,32,22.0,,0.22,7.04
2016-08-15,22,22.0,,0.22,4.84
2016-08-16,62,22.0,,0.22,13.64
2016-08-17,68,22.0,,0.22,14.96
2016-08-18,45,22.0,,0.22,9.9
2016-08-19,41,22.0,,0.22,9.02
2016-08-20,27,22.0,,0.22,5.94
2016-08-21,39,22.0,,0.22,8.58
2016-08-22,100,22.0,,0.22,22.0
2016-08-23,78,22.0,,0.22,17.16
2016-08-24,70,22.0,,0.22,15.4
2016-08-25,51,22.0,,0.22,11.22
2016-08-26,64,22.0,,0.22,14.08
2016-08-27,37,22.0,,0.22,8.14
2016-08-28,18,22.0,,0.22,3.96
2016-08-29,97,22.0,,0.22,21.34
2016-08-30,56,22.0,,0.22,12.32
2016-08-31,76,22.0,,0.22,16.72
2016-09-01,47,26.0,False,0.26,12.22
2016-09-02,29,26.0,,0.26,7.54
2016-09-03,17,26.0,,0.26,4.42
2016-09-04,11,26.0,,0.26,2.8600000000000003
2016-09-05,21,26.0,,0.26,5.46
2016-09-06,50,26.0,,0.26,13.0
2016-09-07,73,26.0,,0.26,18.98
2016-09-08,83,26.0,,0.26,21.580000000000002
2016-09-09,47,26.0,,0.26,12.22
2016-09-10,44,26.0,,0.26,11.440000000000001
2016-09-11,31,26.0,,0.26,8.06
2016-09-12,55,26.0,,0.26,14.3
2016-09-13,68,26.0,,0.26,17.68
2016-09-14,55,26.0,,0.26,14.3
2016-09-15,60,26.0,,0.26,15.600000000000001
2016-09-16,90,26.0,,0.26,23.400000000000002
2016-09-17,44,26.0,,0.26,11.440000000000001
2016-09-18,26,26.0,,0.26,6.76
2016-09-19,58,26.0,,0.26,15.08
2016-09-20,77,26.0,,0.26,20.02
2016-09-21,100,26.0,,0.26,26.0
2016-09-22,60,26.0,,0.26,15.600000000000001
2016-09-23,43,26.0,,0.26,11.18
2016-09-24,11,26.0,,0.26,2.8600000000000003
2016-09-25,43,26.0,,0.26,11.18
2016-09-26,95,26.0,,0.26,24.7
2016-09-27,77,26.0,,0.26,20.02
2016-09-28,78,26.0,,0.26,20.28
2016-09-29,32,26.0,,0.26,8.32
2016-09-30,66,26.0,,0.26,17.16
2016-10-01,0,26.0,False,0.26,0.0
2016-10-02,9,26.0,,0.26,2.34
2016-10-03,53,26.0,,0.26,13.780000000000001
2016-10-04,45,26.0,,0.26,11.700000000000001
2016-10-05,69,26.0,,0.26,17.94
2016-10-06,23,26.0,,0.26,5.98
2016-10-07,71,26.0,,0.26,18.46
2016-10-08,18,26.0,,0.26,4.68
2016-10-09,27,26.0,,0.26,7.0200000000000005
2016-10-10,47,26.0,,0.26,12.22
2016-10-11,62,26.0,,0.26,16.12
2016-10-12,63,26.0,,0.26,16.38
2016-10-13,39,26.0,,0.26,10.14
2016-10-14,24,26.0,,0.26,6.24
2016-10-15,29,26.0,,0.26,7.54
2016-10-16,28,26.0,,0.26,7.28
2016-10-17,31,26.0,,0.26,8.06
2016-10-18,62,26.0,,0.26,16.12
2016-10-19,70,26.0,,0.26,18.2
2016-10-20,92,26.0,,0.26,23.92
2016-10-21,71,26.0,,0.26,18.46
2016-10-22,10,26.0,,0.26,2.6
2016-10-23,9,26.0,,0.26,2.34
2016-10-24,15,26.0,,0.26,3.9000000000000004
2016-10-25,46,26.0,,0.26,11.96
2016-10-26,46,26.0,,0.26,11.96
2016-10-27,100,26.0,,0.26,26.0
2016-10-28,48,26.0,,0.26,12.48
2016-10-29,9,26.0,,0.26,2.34
2016-10-30,9,26.0,,0.26,2.34
2016-10-31,53,26.0,,0.26,13.780000000000001
2016-11-01,100,21.0,False,0.21,21.0
2016-11-02,56,21.0,,0.21,11.76
2016-11-03,47,21.0,,0.21,9.87
2016-11-04,33,21.0,,0.21,6.93
2016-11-05,20,21.0,,0.21,4.2
2016-11-06,19,21.0,,0.21,3.9899999999999998
2016-11-07,87,21.0,,0.21,18.27
2016-11-08,38,21.0,,0.21,7.9799999999999995
2016-11-09,26,21.0,,0.21,5.46
2016-11-10,49,21.0,,0.21,10.29
2016-11-11,34,21.0,,0.21,7.14
2016-11-12,19,21.0,,0.21,3.9899999999999998
2016-11-13,19,21.0,,0.21,3.9899999999999998
2016-11-14,55,21.0,,0.21,11.549999999999999
2016-11-15,47,21.0,,0.21,9.87
2016-11-16,32,21.0,,0.21,6.72
2016-11-17,65,21.0,,0.21,13.65
2016-11-18,82,21.0,,0.21,17.22
2016-11-19,29,21.0,,0.21,6.09
2016-11-20,9,21.0,,0.21,1.89
2016-11-21,48,21.0,,0.21,10.08
2016-11-22,41,21.0,,0.21,8.61
2016-11-23,35,21.0,,0.21,7.35
2016-11-24,10,21.0,,0.21,2.1
2016-11-25,0,21.0,,0.21,0.0
2016-11-26,0,21.0,,0.21,0.0
2016-11-27,18,21.0,,0.21,3.78
2016-11-28,37,21.0,,0.21,7.77
2016-11-29,52,21.0,,0.21,10.92
2016-11-30,60,21.0,,0.21,12.6
2016-12-01,23,23.0,False,0.23,5.29
2016-12-02,34,23.0,,0.23,7.82
2016-12-03,27,23.0,,0.23,6.21
2016-12-04,77,23.0,,0.23,17.71
2016-12-05,91,23.0,,0.23,20.93
2016-12-06,53,23.0,,0.23,12.190000000000001
2016-12-07,45,23.0,,0.23,10.35
2016-12-08,56,23.0,,0.23,12.88
2016-12-09,94,23.0,,0.23,21.62
2016-12-10,41,23.0,,0.23,9.43
2016-12-11,0,23.0,,0.23,0.0
2016-12-12,66,23.0,,0.23,15.180000000000001
2016-12-13,100,23.0,,0.23,23.0
2016-12-14,90,23.0,,0.23,20.7
2016-12-15,69,23.0,,0.23,15.870000000000001
2016-12-16,72,23.0,,0.23,16.560000000000002
2016-12-17,42,23.0,,0.23,9.66
2016-12-18,0,23.0,,0.23,0.0
2016-12-19,72,23.0,,0.23,16.560000000000002
2016-12-20,36,23.0,,0.23,8.280000000000001
2016-12-21,50,23.0,,0.23,11.5
2016-12-22,26,23.0,,0.23,5.98
2016-12-23,39,23.0,,0.23,8.97
2016-12-24,15,23.0,,0.23,3.45
2016-12-25,0,23.0,,0.23,0.0
2016-12-26,0,23.0,,0.23,0.0
2016-12-27,62,23.0,,0.23,14.26
2016-12-28,13,23.0,,0.23,2.99
2016-12-29,50,23.0,,0.23,11.5
2016-12-30,13,23.0,,0.23,2.99
2016-12-31,13,23.0,,0.23,2.99
2017-01-01,0,24.0,False,0.24,0.0
2017-01-02,33,24.0,,0.24,7.92
2017-01-03,42,24.0,,0.24,10.08
2017-01-04,10,24.0,,0.24,2.4
2017-01-05,31,24.0,,0.24,7.4399999999999995
2017-01-06,73,24.0,,0.24,17.52
2017-01-07,36,24.0,,0.24,8.64
2017-01-08,12,24.0,,0.24,2.88
2017-01-09,40,24.0,,0.24,9.6
2017-01-10,79,24.0,,0.24,18.96
2017-01-11,80,24.0,,0.24,19.2
2017-01-12,81,24.0,,0.24,19.439999999999998
2017-01-13,51,24.0,,0.24,12.24
2017-01-14,36,24.0,,0.24,8.64
2017-01-15,35,24.0,,0.24,8.4
2017-01-16,52,24.0,,0.24,12.48
2017-01-17,99,24.0,,0.24,23.759999999999998
2017-01-18,49,24.0,,0.24,11.76
2017-01-19,69,24.0,,0.24,16.56
2017-01-20,60,24.0,,0.24,14.399999999999999
2017-01-21,12,24.0,,0.24,2.88
2017-01-22,34,24.0,,0.24,8.16
2017-01-23,68,24.0,,0.24,16.32
2017-01-24,39,24.0,,0.24,9.36
2017-01-25,100,24.0,,0.24,24.0
2017-01-26,59,24.0,,0.24,14.16
2017-01-27,81,24.0,,0.24,19.439999999999998
2017-01-28,48,24.0,,0.24,11.52
2017-01-29,12,24.0,,0.24,2.88
2017-01-30,97,24.0,,0.24,23.279999999999998
2017-01-31,87,24.0,,0.24,20.88
2017-02-01,63,25.0,False,0.25,15.75
2017-02-02,72,25.0,,0.25,18.0
2017-02-03,59,25.0,,0.25,14.75
2017-02-04,49,25.0,,0.25,12.25
2017-02-05,38,25.0,,0.25,9.5
2017-02-06,55,25.0,,0.25,13.75
2017-02-07,89,25.0,,0.25,22.25
2017-02-08,81,25.0,,0.25,20.25
2017-02-09,74,25.0,,0.25,18.5
2017-02-10,42,25.0,,0.25,10.5
2017-02-11,30,25.0,,0.25,7.5
2017-02-12,39,25.0,,0.25,9.75
2017-02-13,79,25.0,,0.25,19.75
2017-02-14,65,25.0,,0.25,16.25
2017-02-15,67,25.0,,0.25,16.75
2017-02-16,16,25.0,,0.25,4.0
2017-02-17,72,25.0,,0.25,18.0
2017-02-18,0,25.0,,0.25,0.0
2017-02-19,0,25.0,,0.25,0.0
2017-02-20,59,25.0,,0.25,14.75
2017-02-21,64,25.0,,0.25,16.0
2017-02-22,32,25.0,,0.25,8.0
2017-02-23,57,25.0,,0.25,14.25
2017-02-24,67,25.0,,0.25,16.75
2017-02-25,29,25.0,,0.25,7.25
2017-02-26,9,25.0,,0.25,2.25
2017-02-27,30,25.0,,0.25,7.5
2017-02-28,100,25.0,,0.25,25.0
2017-03-01,29,29.0,False,0.29,8.41
2017-03-02,44,29.0,,0.29,12.76
2017-03-03,78,29.0,,0.29,22.619999999999997
2017-03-04,18,29.0,,0.29,5.22
2017-03-05,36,29.0,,0.29,10.44
2017-03-06,78,29.0,,0.29,22.619999999999997
2017-03-07,71,29.0,,0.29,20.59
2017-03-08,60,29.0,,0.29,17.4
2017-03-09,68,29.0,,0.29,19.72
2017-03-10,78,29.0,,0.29,22.619999999999997
2017-03-11,27,29.0,,0.29,7.829999999999999
2017-03-12,8,29.0,,0.29,2.32
2017-03-13,71,29.0,,0.29,20.59
2017-03-14,53,29.0,,0.29,15.37
2017-03-15,76,29.0,,0.29,22.04
2017-03-16,30,29.0,,0.29,8.7
2017-03-17,40,29.0,,0.29,11.6
2017-03-18,28,29.0,,0.29,8.12
2017-03-19,27,29.0,,0.29,7.829999999999999
2017-03-20,53,29.0,,0.29,15.37
2017-03-21,53,29.0,,0.29,15.37
2017-03-22,68,29.0,,0.29,19.72
2017-03-23,77,29.0,,0.29,22.33
2017-03-24,46,29.0,,0.29,13.34
2017-03-25,18,29.0,,0.29,5.22
2017-03-26,36,29.0,,0.29,10.44
2017-03-27,45,29.0,,0.29,13.049999999999999
2017-03-28,100,29.0,,0.29,28.999999999999996
2017-03-29,62,29.0,,0.29,17.98
2017-03-30,92,29.0,,0.29,26.68
2017-03-31,63,29.0,,0.29,18.27
2017-04-01,38,27.0,False,0.27,10.260000000000002
2017-04-02,23,27.0,,0.27,6.210000000000001
2017-04-03,74,27.0,,0.27,19.98
2017-04-04,25,27.0,,0.27,6.75
2017-04-05,38,27.0,,0.27,10.260000000000002
2017-04-06,100,27.0,,0.27,27.0
2017-04-07,39,27.0,,0.27,10.530000000000001
2017-04-08,31,27.0,,0.27,8.370000000000001
2017-04-09,48,27.0,,0.27,12.96
2017-04-10,64,27.0,,0.27,17.28
2017-04-11,76,27.0,,0.27,20.520000000000003
2017-04-12,32,27.0,,0.27,8.64
2017-04-13,45,27.0,,0.27,12.15
2017-04-14,35,27.0,,0.27,9.450000000000001
2017-04-15,40,27.0,,0.27,10.8
2017-04-16,16,27.0,,0.27,4.32
2017-04-17,58,27.0,,0.27,15.66
2017-04-18,31,27.0,,0.27,8.370000000000001
2017-04-19,81,27.0,,0.27,21.87
2017-04-20,39,27.0,,0.27,10.530000000000001
2017-04-21,33,27.0,,0.27,8.91
2017-04-22,8,27.0,,0.27,2.16
2017-04-23,15,27.0,,0.27,4.050000000000001
2017-04-24,56,27.0,,0.27,15.120000000000001
2017-04-25,50,27.0,,0.27,13.5
2017-04-26,31,27.0,,0.27,8.370000000000001
2017-04-27,25,27.0,,0.27,6.75
2017-04-28,45,27.0,,0.27,12.15
2017-04-29,23,27.0,,0.27,6.210000000000001
2017-04-30,23,27.0,,0.27,6.210000000000001
2017-05-01,62,26.0,False,0.26,16.12
2017-05-02,100,26.0,,0.26,26.0
2017-05-03,75,26.0,,0.26,19.5
2017-05-04,43,26.0,,0.26,11.18
2017-05-05,28,26.0,,0.26,7.28
2017-05-06,19,26.0,,0.26,4.94
2017-05-07,44,26.0,,0.26,11.440000000000001
2017-05-08,95,26.0,,0.26,24.7
2017-05-09,83,26.0,,0.26,21.580000000000002
2017-05-10,84,26.0,,0.26,21.84
2017-05-11,72,26.0,,0.26,18.72
2017-05-12,46,26.0,,0.26,11.96
2017-05-13,30,26.0,,0.26,7.800000000000001
2017-05-14,0,26.0,,0.26,0.0
2017-05-15,38,26.0,,0.26,9.88
2017-05-16,55,26.0,,0.26,14.3
2017-05-17,59,26.0,,0.26,15.34
2017-05-18,38,26.0,,0.26,9.88
2017-05-19,31,26.0,,0.26,8.06
2017-05-20,26,26.0,,0.26,6.76
2017-05-21,10,26.0,,0.26,2.6
2017-05-22,75,26.0,,0.26,19.5
2017-05-23,61,26.0,,0.26,15.860000000000001
2017-05-24,43,26.0,,0.26,11.18
2017-05-25,38,26.0,,0.26,9.88
2017-05-26,77,26.0,,0.26,20.02
2017-05-27,21,26.0,,0.26,5.46
2017-05-28,33,26.0,,0.26,8.58
2017-05-29,10,26.0,,0.26,2.6
2017-05-30,25,26.0,,0.26,6.5
2017-05-31,45,26.0,,0.26,11.700000000000001
2017-06-01,31,25.0,False,0.25,7.75
2017-06-02,64,25.0,,0.25,16.0
2017-06-03,38,25.0,,0.25,9.5
2017-06-04,36,25.0,,0.25,9.0
2017-06-05,70,25.0,,0.25,17.5
2017-06-06,69,25.0,,0.25,17.25
2017-06-07,50,25.0,,0.25,12.5
2017-06-08,50,25.0,,0.25,12.5
2017-06-09,11,25.0,,0.25,2.75
2017-06-10,0,25.0,,0.25,0.0
2017-06-11,12,25.0,,0.25,3.0
2017-06-12,30,25.0,,0.25,7.5
2017-06-13,50,25.0,,0.25,12.5
2017-06-14,100,25.0,,0.25,25.0
2017-06-15,92,25.0,,0.25,23.0
2017-06-16,85,25.0,,0.25,21.25
2017-06-17,12,25.0,,0.25,3.0
2017-06-18,25,25.0,,0.25,6.25
2017-06-19,61,25.0,,0.25,15.25
2017-06-20,78,25.0,,0.25,19.5
2017-06-21,39,25.0,,0.25,9.75
2017-06-22,88,25.0,,0.25,22.0
2017-06-23,79,25.0,,0.25,19.75
2017-06-24,12,25.0,,0.25,3.0
2017-06-25,37,25.0,,0.25,9.25
2017-06-26,52,25.0,,0.25,13.0
2017-06-27,42,25.0,,0.25,10.5
2017-06-28,43,25.0,,0.25,10.75
2017-06-29,43,25.0,,0.25,10.75
2017-06-30,66,25.0,,0.25,16.5
2017-07-01,23,19.0,False,0.19,4.37
2017-07-02,32,19.0,,0.19,6.08
2017-07-03,36,19.0,,0.19,6.84
2017-07-04,23,19.0,,0.19,4.37
2017-07-05,56,19.0,,0.19,10.64
2017-07-06,100,19.0,,0.19,19.0
2017-07-07,27,19.0,,0.19,5.13
2017-07-08,30,19.0,,0.19,5.7
2017-07-09,31,19.0,,0.19,5.89
2017-07-10,92,19.0,,0.19,17.48
2017-07-11,59,19.0,,0.19,11.21
2017-07-12,98,19.0,,0.19,18.62
2017-07-13,66,19.0,,0.19,12.540000000000001
2017-07-14,60,19.0,,0.19,11.4
2017-07-15,39,19.0,,0.19,7.41
2017-07-16,47,19.0,,0.19,8.93
2017-07-17,86,19.0,,0.19,16.34
2017-07-18,85,19.0,,0.19,16.15
2017-07-19,91,19.0,,0.19,17.29
2017-07-20,98,19.0,,0.19,18.62
2017-07-21,47,19.0,,0.19,8.93
2017-07-22,30,19.0,,0.19,5.7
2017-07-23,46,19.0,,0.19,8.74
2017-07-24,65,19.0,,0.19,12.35
2017-07-25,52,19.0,,0.19,9.88
2017-07-26,72,19.0,,0.19,13.68
2017-07-27,91,19.0,,0.19,17.29
2017-07-28,53,19.0,,0.19,10.07
2017-07-29,46,19.0,,0.19,8.74
2017-07-30,23,19.0,,0.19,4.37
2017-07-31,66,19.0,,0.19,12.540000000000001
2017-08-01,82,20.0,False,0.2,16.400000000000002
2017-08-02,57,20.0,,0.2,11.4
2017-08-03,71,20.0,,0.2,14.200000000000001
2017-08-04,56,20.0,,0.2,11.200000000000001
2017-08-05,50,20.0,,0.2,10.0
2017-08-06,14,20.0,,0.2,2.8000000000000003
2017-08-07,98,20.0,,0.2,19.6
2017-08-08,97,20.0,,0.2,19.400000000000002
2017-08-09,100,20.0,,0.2,20.0
2017-08-10,98,20.0,,0.2,19.6
2017-08-11,25,20.0,,0.2,5.0
2017-08-12,14,20.0,,0.2,2.8000000000000003
2017-08-13,28,20.0,,0.2,5.6000000000000005
2017-08-14,55,20.0,,0.2,11.0
2017-08-15,54,20.0,,0.2,10.8
2017-08-16,18,20.0,,0.2,3.6
2017-08-17,72,20.0,,0.2,14.4
2017-08-18,43,20.0,,0.2,8.6
2017-08-19,28,20.0,,0.2,5.6000000000000005
2017-08-20,21,20.0,,0.2,4.2
2017-08-21,51,20.0,,0.2,10.200000000000001
2017-08-22,65,20.0,,0.2,13.0
2017-08-23,30,20.0,,0.2,6.0
2017-08-24,53,20.0,,0.2,10.600000000000001
2017-08-25,49,20.0,,0.2,9.8
2017-08-26,34,20.0,,0.2,6.800000000000001
2017-08-27,13,20.0,,0.2,2.6
2017-08-28,100,20.0,,0.2,20.0
2017-08-29,58,20.0,,0.2,11.600000000000001
2017-08-30,64,20.0,,0.2,12.8
2017-08-31,41,20.0,,0.2,8.200000000000001
2017-09-01,49,25.0,False,0.25,12.25
2017-09-02,11,25.0,,0.25,2.75
2017-09-03,17,25.0,,0.25,4.25
2017-09-04,16,25.0,,0.25,4.0
2017-09-05,32,25.0,,0.25,8.0
2017-09-06,54,25.0,,0.25,13.5
2017-09-07,65,25.0,,0.25,16.25
2017-09-08,47,25.0,,0.25,11.75
2017-09-09,28,25.0,,0.25,7.0
2017-09-10,27,25.0,,0.25,6.75
2017-09-11,37,25.0,,0.25,9.25
2017-09-12,80,25.0,,0.25,20.0
2017-09-13,89,25.0,,0.25,22.25
2017-09-14,62,25.0,,0.25,15.5
2017-09-15,87,25.0,,0.25,21.75
2017-09-16,0,25.0,,0.25,0.0
2017-09-17,28,25.0,,0.25,7.0
2017-09-18,84,25.0,,0.25,21.0
2017-09-19,46,25.0,,0.25,11.5
2017-09-20,80,25.0,,0.25,20.0
2017-09-21,56,25.0,,0.25,14.0
2017-09-22,58,25.0,,0.25,14.5
2017-09-23,58,25.0,,0.25,14.5
2017-09-24,28,25.0,,0.25,7.0
2017-09-25,75,25.0,,0.25,18.75
2017-09-26,61,25.0,,0.25,15.25
2017-09-27,100,25.0,,0.25,25.0
2017-09-28,71,25.0,,0.25,17.75
2017-09-29,68,25.0,,0.25,17.0
2017-09-30,29,25.0,,0.25,7.25
2017-10-01,11,27.0,False,0.27,2.97
2017-10-02,85,27.0,,0.27,22.950000000000003
2017-10-03,100,27.0,,0.27,27.0
2017-10-04,60,27.0,,0.27,16.200000000000003
2017-10-05,69,27.0,,0.27,18.630000000000003
2017-10-06,42,27.0,,0.27,11.34
2017-10-07,33,27.0,,0.27,8.91
2017-10-08,21,27.0,,0.27,5.67
2017-10-09,82,27.0,,0.27,22.14
2017-10-10,58,27.0,,0.27,15.66
2017-10-11,69,27.0,,0.27,18.630000000000003
2017-10-12,64,27.0,,0.27,17.28
2017-10-13,57,27.0,,0.27,15.39
2017-10-14,45,27.0,,0.27,12.15
2017-10-15,33,27.0,,0.27,8.91
2017-10-16,92,27.0,,0.27,24.840000000000003
2017-10-17,51,27.0,,0.27,13.770000000000001
2017-10-18,87,27.0,,0.27,23.490000000000002
2017-10-19,56,27.0,,0.27,15.120000000000001
2017-10-20,48,27.0,,0.27,12.96
2017-10-21,34,27.0,,0.27,9.18
2017-10-22,33,27.0,,0.27,8.91
2017-10-23,73,27.0,,0.27,19.71
2017-10-24,73,27.0,,0.27,19.71
2017-10-25,92,27.0,,0.27,24.840000000000003
2017-10-26,97,27.0,,0.27,26.19
2017-10-27,72,27.0,,0.27,19.44
2017-10-28,28,27.0,,0.27,7.5600000000000005
2017-10-29,61,27.0,,0.27,16.470000000000002
2017-10-30,85,27.0,,0.27,22.950000000000003
2017-10-31,38,27.0,,0.27,10.260000000000002
2017-11-01,53,26.0,False,0.26,13.780000000000001
2017-11-02,58,26.0,,0.26,15.08
2017-11-03,61,26.0,,0.26,15.860000000000001
2017-11-04,20,26.0,,0.26,5.2
2017-11-05,0,26.0,,0.26,0.0
2017-11-06,65,26.0,,0.26,16.900000000000002
2017-11-07,33,26.0,,0.26,8.58
2017-11-08,50,26.0,,0.26,13.0
2017-11-09,75,26.0,,0.26,19.5
2017-11-10,62,26.0,,0.26,16.12
2017-11-11,30,26.0,,0.26,7.800000000000001
2017-11-12,10,26.0,,0.26,2.6
2017-11-13,58,26.0,,0.26,15.08
2017-11-14,100,26.0,,0.26,26.0
2017-11-15,57,26.0,,0.26,14.82
2017-11-16,100,26.0,,0.26,26.0
2017-11-17,51,26.0,,0.26,13.26
2017-11-18,20,26.0,,0.26,5.2
2017-11-19,40,26.0,,0.26,10.4
2017-11-20,76,26.0,,0.26,19.76
2017-11-21,71,26.0,,0.26,18.46
2017-11-22,65,26.0,,0.26,16.900000000000002
2017-11-23,21,26.0,,0.26,5.46
2017-11-24,19,26.0,,0.26,4.94
2017-11-25,0,26.0,,0.26,0.0
2017-11-26,0,26.0,,0.26,0.0
2017-11-27,55,26.0,,0.26,14.3
2017-11-28,48,26.0,,0.26,12.48
2017-11-29,66,26.0,,0.26,17.16
2017-11-30,50,26.0,,0.26,13.0
2017-12-01,98,24.0,False,0.24,23.52
2017-12-02,12,24.0,,0.24,2.88
2017-12-03,28,24.0,,0.24,6.72
2017-12-04,95,24.0,,0.24,22.8
2017-12-05,75,24.0,,0.24,18.0
2017-12-06,29,24.0,,0.24,6.96
2017-12-07,72,24.0,,0.24,17.28
2017-12-08,64,24.0,,0.24,15.36
2017-12-09,41,24.0,,0.24,9.84
2017-12-10,46,24.0,,0.24,11.04
2017-12-11,77,24.0,,0.24,18.48
2017-12-12,100,24.0,,0.24,24.0
2017-12-13,68,24.0,,0.24,16.32
2017-12-14,94,24.0,,0.24,22.56
2017-12-15,56,24.0,,0.24,13.44
2017-12-16,42,24.0,,0.24,10.08
2017-12-17,12,24.0,,0.24,2.88
2017-12-18,60,24.0,,0.24,14.399999999999999
2017-12-19,40,24.0,,0.24,9.6
2017-12-20,72,24.0,,0.24,17.28
2017-12-21,59,24.0,,0.24,14.16
2017-12-22,28,24.0,,0.24,6.72
2017-12-23,31,24.0,,0.24,7.4399999999999995
2017-12-24,26,24.0,,0.24,6.24
2017-12-25,27,24.0,,0.24,6.4799999999999995
2017-12-26,35,24.0,,0.24,8.4
2017-12-27,65,24.0,,0.24,15.6
2017-12-28,65,24.0,,0.24,15.6
2017-12-29,38,24.0,,0.24,9.12
2017-12-30,65,24.0,,0.24,15.6
2017-12-31,12,24.0,,0.24,2.88
2018-01-01,20,27.0,False,0.27,5.4
2018-01-02,50,27.0,,0.27,13.5
2018-01-03,64,27.0,,0.27,17.28
2018-01-04,56,27.0,,0.27,15.120000000000001
2018-01-05,74,27.0,,0.27,19.98
2018-01-06,9,27.0,,0.27,2.43
2018-01-07,9,27.0,,0.27,2.43
2018-01-08,24,27.0,,0.27,6.48
2018-01-09,31,27.0,,0.27,8.370000000000001
2018-01-10,71,27.0,,0.27,19.17
2018-01-11,64,27.0,,0.27,17.28
2018-01-12,40,27.0,,0.27,10.8
