date,early intervention_unscaled,early intervention_monthly,isPartial,scale,early intervention
2008-11-22,30,67.0,,0.67,20.1
2008-11-23,15,67.0,,0.67,10.05
2008-11-24,30,67.0,,0.67,20.1
2008-11-25,15,67.0,,0.67,10.05
2008-11-26,33,67.0,,0.67,22.110000000000003
2008-11-27,16,67.0,,0.67,10.72
2008-11-28,29,67.0,,0.67,19.43
2008-11-29,31,67.0,,0.67,20.77
2008-11-30,44,67.0,,0.67,29.48
2008-12-01,66,54.0,False,0.54,35.64
2008-12-02,65,54.0,,0.54,35.1
2008-12-03,66,54.0,,0.54,35.64
2008-12-04,100,54.0,,0.54,54.0
2008-12-05,41,54.0,,0.54,22.14
2008-12-06,16,54.0,,0.54,8.64
2008-12-07,42,54.0,,0.54,22.68
2008-12-08,45,54.0,,0.54,24.3
2008-12-09,49,54.0,,0.54,26.46
2008-12-10,43,54.0,,0.54,23.220000000000002
2008-12-11,39,54.0,,0.54,21.060000000000002
2008-12-12,48,54.0,,0.54,25.92
2008-12-13,33,54.0,,0.54,17.82
2008-12-14,18,54.0,,0.54,9.72
2008-12-15,45,54.0,,0.54,24.3
2008-12-16,33,54.0,,0.54,17.82
2008-12-17,58,54.0,,0.54,31.32
2008-12-18,41,54.0,,0.54,22.14
2008-12-19,25,54.0,,0.54,13.5
2008-12-20,53,54.0,,0.54,28.62
2008-12-21,36,54.0,,0.54,19.44
2008-12-22,46,54.0,,0.54,24.840000000000003
2008-12-23,34,54.0,,0.54,18.36
2008-12-24,17,54.0,,0.54,9.18
2008-12-25,0,54.0,,0.54,0.0
2008-12-26,18,54.0,,0.54,9.72
2008-12-27,20,54.0,,0.54,10.8
2008-12-28,0,54.0,,0.54,0.0
2008-12-29,34,54.0,,0.54,18.36
2008-12-30,34,54.0,,0.54,18.36
2008-12-31,58,54.0,,0.54,31.32
2009-01-01,27,72.0,False,0.72,19.439999999999998
2009-01-02,35,72.0,,0.72,25.2
2009-01-03,20,72.0,,0.72,14.399999999999999
2009-01-04,55,72.0,,0.72,39.6
2009-01-05,66,72.0,,0.72,47.519999999999996
2009-01-06,86,72.0,,0.72,61.919999999999995
2009-01-07,49,72.0,,0.72,35.28
2009-01-08,64,72.0,,0.72,46.08
2009-01-09,52,72.0,,0.72,37.44
2009-01-10,42,72.0,,0.72,30.24
2009-01-11,41,72.0,,0.72,29.52
2009-01-12,62,72.0,,0.72,44.64
2009-01-13,13,72.0,,0.72,9.36
2009-01-14,98,72.0,,0.72,70.56
2009-01-15,36,72.0,,0.72,25.919999999999998
2009-01-16,51,72.0,,0.72,36.72
2009-01-17,65,72.0,,0.72,46.8
2009-01-18,33,72.0,,0.72,23.759999999999998
2009-01-19,31,72.0,,0.72,22.32
2009-01-20,56,72.0,,0.72,40.32
2009-01-21,82,72.0,,0.72,59.04
2009-01-22,90,72.0,,0.72,64.8
2009-01-23,94,72.0,,0.72,67.67999999999999
2009-01-24,68,72.0,,0.72,48.96
2009-01-25,50,72.0,,0.72,36.0
2009-01-26,81,72.0,,0.72,58.32
2009-01-27,27,72.0,,0.72,19.439999999999998
2009-01-28,60,72.0,,0.72,43.199999999999996
2009-01-29,91,72.0,,0.72,65.52
2009-01-30,100,72.0,,0.72,72.0
2009-01-31,62,72.0,,0.72,44.64
2009-02-01,33,77.0,False,0.77,25.41
2009-02-02,68,77.0,,0.77,52.36
2009-02-03,63,77.0,,0.77,48.51
2009-02-04,97,77.0,,0.77,74.69
2009-02-05,44,77.0,,0.77,33.88
2009-02-06,34,77.0,,0.77,26.18
2009-02-07,16,77.0,,0.77,12.32
2009-02-08,16,77.0,,0.77,12.32
2009-02-09,64,77.0,,0.77,49.28
2009-02-10,11,77.0,,0.77,8.47
2009-02-11,65,77.0,,0.77,50.050000000000004
2009-02-12,78,77.0,,0.77,60.06
2009-02-13,71,77.0,,0.77,54.67
2009-02-14,33,77.0,,0.77,25.41
2009-02-15,70,77.0,,0.77,53.9
2009-02-16,36,77.0,,0.77,27.72
2009-02-17,77,77.0,,0.77,59.29
2009-02-18,86,77.0,,0.77,66.22
2009-02-19,66,77.0,,0.77,50.82
2009-02-20,69,77.0,,0.77,53.13
2009-02-21,65,77.0,,0.77,50.050000000000004
2009-02-22,32,77.0,,0.77,24.64
2009-02-23,100,77.0,,0.77,77.0
2009-02-24,65,77.0,,0.77,50.050000000000004
2009-02-25,66,77.0,,0.77,50.82
2009-02-26,65,77.0,,0.77,50.050000000000004
2009-02-27,23,77.0,,0.77,17.71
2009-02-28,32,77.0,,0.77,24.64
2009-03-01,36,81.0,False,0.81,29.160000000000004
2009-03-02,74,81.0,,0.81,59.940000000000005
2009-03-03,98,81.0,,0.81,79.38000000000001
2009-03-04,74,81.0,,0.81,59.940000000000005
2009-03-05,51,81.0,,0.81,41.31
2009-03-06,27,81.0,,0.81,21.87
2009-03-07,56,81.0,,0.81,45.36
2009-03-08,57,81.0,,0.81,46.17
2009-03-09,87,81.0,,0.81,70.47
2009-03-10,62,81.0,,0.81,50.220000000000006
2009-03-11,100,81.0,,0.81,81.0
2009-03-12,63,81.0,,0.81,51.03
2009-03-13,67,81.0,,0.81,54.27
2009-03-14,56,81.0,,0.81,45.36
2009-03-15,19,81.0,,0.81,15.39
2009-03-16,63,81.0,,0.81,51.03
2009-03-17,63,81.0,,0.81,51.03
2009-03-18,26,81.0,,0.81,21.060000000000002
2009-03-19,50,81.0,,0.81,40.5
2009-03-20,40,81.0,,0.81,32.400000000000006
2009-03-21,57,81.0,,0.81,46.17
2009-03-22,0,81.0,,0.81,0.0
2009-03-23,50,81.0,,0.81,40.5
2009-03-24,73,81.0,,0.81,59.13
2009-03-25,49,81.0,,0.81,39.690000000000005
2009-03-26,61,81.0,,0.81,49.410000000000004
2009-03-27,26,81.0,,0.81,21.060000000000002
2009-03-28,36,81.0,,0.81,29.160000000000004
2009-03-29,18,81.0,,0.81,14.580000000000002
2009-03-30,61,81.0,,0.81,49.410000000000004
2009-03-31,61,81.0,,0.81,49.410000000000004
2009-04-01,44,72.0,False,0.72,31.68
2009-04-02,45,72.0,,0.72,32.4
2009-04-03,32,72.0,,0.72,23.04
2009-04-04,30,72.0,,0.72,21.599999999999998
2009-04-05,53,72.0,,0.72,38.16
2009-04-06,53,72.0,,0.72,38.16
2009-04-07,72,72.0,,0.72,51.839999999999996
2009-04-08,39,72.0,,0.72,28.08
2009-04-09,47,72.0,,0.72,33.839999999999996
2009-04-10,53,72.0,,0.72,38.16
2009-04-11,30,72.0,,0.72,21.599999999999998
2009-04-12,49,72.0,,0.72,35.28
2009-04-13,65,72.0,,0.72,46.8
2009-04-14,43,72.0,,0.72,30.959999999999997
2009-04-15,100,72.0,,0.72,72.0
2009-04-16,55,72.0,,0.72,39.6
2009-04-17,27,72.0,,0.72,19.439999999999998
2009-04-18,39,72.0,,0.72,28.08
2009-04-19,45,72.0,,0.72,32.4
2009-04-20,58,72.0,,0.72,41.76
2009-04-21,43,72.0,,0.72,30.959999999999997
2009-04-22,76,72.0,,0.72,54.72
2009-04-23,24,72.0,,0.72,17.28
2009-04-24,59,72.0,,0.72,42.48
2009-04-25,0,72.0,,0.72,0.0
2009-04-26,31,72.0,,0.72,22.32
2009-04-27,53,72.0,,0.72,38.16
2009-04-28,52,72.0,,0.72,37.44
2009-04-29,48,72.0,,0.72,34.56
2009-04-30,43,72.0,,0.72,30.959999999999997
2009-05-01,32,67.0,False,0.67,21.44
2009-05-02,15,67.0,,0.67,10.05
2009-05-03,30,67.0,,0.67,20.1
2009-05-04,10,67.0,,0.67,6.7
2009-05-05,29,67.0,,0.67,19.43
2009-05-06,49,67.0,,0.67,32.830000000000005
2009-05-07,69,67.0,,0.67,46.230000000000004
2009-05-08,33,67.0,,0.67,22.110000000000003
2009-05-09,32,67.0,,0.67,21.44
2009-05-10,33,67.0,,0.67,22.110000000000003
2009-05-11,81,67.0,,0.67,54.27
2009-05-12,48,67.0,,0.67,32.160000000000004
2009-05-13,58,67.0,,0.67,38.86
2009-05-14,20,67.0,,0.67,13.4
2009-05-15,74,67.0,,0.67,49.580000000000005
2009-05-16,15,67.0,,0.67,10.05
2009-05-17,31,67.0,,0.67,20.77
2009-05-18,30,67.0,,0.67,20.1
2009-05-19,19,67.0,,0.67,12.73
2009-05-20,50,67.0,,0.67,33.5
2009-05-21,51,67.0,,0.67,34.17
2009-05-22,67,67.0,,0.67,44.89
2009-05-23,33,67.0,,0.67,22.110000000000003
2009-05-24,52,67.0,,0.67,34.84
2009-05-25,29,67.0,,0.67,19.43
2009-05-26,59,67.0,,0.67,39.53
2009-05-27,59,67.0,,0.67,39.53
2009-05-28,100,67.0,,0.67,67.0
2009-05-29,32,67.0,,0.67,21.44
2009-05-30,0,67.0,,0.67,0.0
2009-05-31,32,67.0,,0.67,21.44
2009-06-01,70,76.0,False,0.76,53.2
2009-06-02,57,76.0,,0.76,43.32
2009-06-03,69,76.0,,0.76,52.44
2009-06-04,41,76.0,,0.76,31.16
2009-06-05,88,76.0,,0.76,66.88
2009-06-06,37,76.0,,0.76,28.12
2009-06-07,19,76.0,,0.76,14.44
2009-06-08,35,76.0,,0.76,26.6
2009-06-09,68,76.0,,0.76,51.68
2009-06-10,82,76.0,,0.76,62.32
2009-06-11,53,76.0,,0.76,40.28
2009-06-12,44,76.0,,0.76,33.44
2009-06-13,55,76.0,,0.76,41.8
2009-06-14,38,76.0,,0.76,28.88
2009-06-15,64,76.0,,0.76,48.64
2009-06-16,64,76.0,,0.76,48.64
2009-06-17,100,76.0,,0.76,76.0
2009-06-18,53,76.0,,0.76,40.28
2009-06-19,51,76.0,,0.76,38.76
2009-06-20,18,76.0,,0.76,13.68
2009-06-21,38,76.0,,0.76,28.88
2009-06-22,65,76.0,,0.76,49.4
2009-06-23,64,76.0,,0.76,48.64
2009-06-24,48,76.0,,0.76,36.480000000000004
2009-06-25,48,76.0,,0.76,36.480000000000004
2009-06-26,38,76.0,,0.76,28.88
2009-06-27,55,76.0,,0.76,41.8
2009-06-28,37,76.0,,0.76,28.12
2009-06-29,65,76.0,,0.76,49.4
2009-06-30,58,76.0,,0.76,44.08
2009-07-01,39,70.0,False,0.7,27.299999999999997
2009-07-02,53,70.0,,0.7,37.099999999999994
2009-07-03,32,70.0,,0.7,22.4
2009-07-04,39,70.0,,0.7,27.299999999999997
2009-07-05,40,70.0,,0.7,28.0
2009-07-06,50,70.0,,0.7,35.0
2009-07-07,71,70.0,,0.7,49.699999999999996
2009-07-08,45,70.0,,0.7,31.499999999999996
2009-07-09,80,70.0,,0.7,56.0
2009-07-10,48,70.0,,0.7,33.599999999999994
2009-07-11,25,70.0,,0.7,17.5
2009-07-12,35,70.0,,0.7,24.5
2009-07-13,49,70.0,,0.7,34.3
2009-07-14,72,70.0,,0.7,50.4
2009-07-15,34,70.0,,0.7,23.799999999999997
2009-07-16,34,70.0,,0.7,23.799999999999997
2009-07-17,36,70.0,,0.7,25.2
2009-07-18,34,70.0,,0.7,23.799999999999997
2009-07-19,18,70.0,,0.7,12.6
2009-07-20,39,70.0,,0.7,27.299999999999997
2009-07-21,80,70.0,,0.7,56.0
2009-07-22,43,70.0,,0.7,30.099999999999998
2009-07-23,62,70.0,,0.7,43.4
2009-07-24,67,70.0,,0.7,46.9
2009-07-25,25,70.0,,0.7,17.5
2009-07-26,44,70.0,,0.7,30.799999999999997
2009-07-27,94,70.0,,0.7,65.8
2009-07-28,59,70.0,,0.7,41.3
2009-07-29,60,70.0,,0.7,42.0
2009-07-30,78,70.0,,0.7,54.599999999999994
2009-07-31,100,70.0,,0.7,70.0
2009-08-01,36,76.0,False,0.76,27.36
2009-08-02,19,76.0,,0.76,14.44
2009-08-03,30,76.0,,0.76,22.8
2009-08-04,79,76.0,,0.76,60.04
2009-08-05,48,76.0,,0.76,36.480000000000004
2009-08-06,49,76.0,,0.76,37.24
2009-08-07,46,76.0,,0.76,34.96
2009-08-08,28,76.0,,0.76,21.28
2009-08-09,0,76.0,,0.76,0.0
2009-08-10,37,76.0,,0.76,28.12
2009-08-11,53,76.0,,0.76,40.28
2009-08-12,66,76.0,,0.76,50.160000000000004
2009-08-13,48,76.0,,0.76,36.480000000000004
2009-08-14,79,76.0,,0.76,60.04
2009-08-15,47,76.0,,0.76,35.72
2009-08-16,28,76.0,,0.76,21.28
2009-08-17,49,76.0,,0.76,37.24
2009-08-18,100,76.0,,0.76,76.0
2009-08-19,60,76.0,,0.76,45.6
2009-08-20,43,76.0,,0.76,32.68
2009-08-21,65,76.0,,0.76,49.4
2009-08-22,18,76.0,,0.76,13.68
2009-08-23,18,76.0,,0.76,13.68
2009-08-24,72,76.0,,0.76,54.72
2009-08-25,94,76.0,,0.76,71.44
2009-08-26,70,76.0,,0.76,53.2
2009-08-27,48,76.0,,0.76,36.480000000000004
2009-08-28,50,76.0,,0.76,38.0
2009-08-29,25,76.0,,0.76,19.0
2009-08-30,26,76.0,,0.76,19.76
2009-08-31,52,76.0,,0.76,39.52
2009-09-01,46,77.0,False,0.77,35.42
2009-09-02,53,77.0,,0.77,40.81
2009-09-03,30,77.0,,0.77,23.1
2009-09-04,53,77.0,,0.77,40.81
2009-09-05,19,77.0,,0.77,14.63
2009-09-06,47,77.0,,0.77,36.19
2009-09-07,16,77.0,,0.77,12.32
2009-09-08,52,77.0,,0.77,40.04
2009-09-09,57,77.0,,0.77,43.89
2009-09-10,57,77.0,,0.77,43.89
2009-09-11,54,77.0,,0.77,41.58
2009-09-12,25,77.0,,0.77,19.25
2009-09-13,26,77.0,,0.77,20.02
2009-09-14,51,77.0,,0.77,39.27
2009-09-15,65,77.0,,0.77,50.050000000000004
2009-09-16,45,77.0,,0.77,34.65
2009-09-17,45,77.0,,0.77,34.65
2009-09-18,44,77.0,,0.77,33.88
2009-09-19,34,77.0,,0.77,26.18
2009-09-20,51,77.0,,0.77,39.27
2009-09-21,51,77.0,,0.77,39.27
2009-09-22,33,77.0,,0.77,25.41
2009-09-23,100,77.0,,0.77,77.0
2009-09-24,80,77.0,,0.77,61.6
2009-09-25,43,77.0,,0.77,33.11
2009-09-26,50,77.0,,0.77,38.5
2009-09-27,65,77.0,,0.77,50.050000000000004
2009-09-28,68,77.0,,0.77,52.36
2009-09-29,80,77.0,,0.77,61.6
2009-09-30,50,77.0,,0.77,38.5
2009-10-01,81,77.0,False,0.77,62.370000000000005
2009-10-02,57,77.0,,0.77,43.89
2009-10-03,33,77.0,,0.77,25.41
2009-10-04,32,77.0,,0.77,24.64
2009-10-05,100,77.0,,0.77,77.0
2009-10-06,69,77.0,,0.77,53.13
2009-10-07,43,77.0,,0.77,33.11
2009-10-08,49,77.0,,0.77,37.730000000000004
2009-10-09,69,77.0,,0.77,53.13
2009-10-10,67,77.0,,0.77,51.59
2009-10-11,25,77.0,,0.77,19.25
2009-10-12,50,77.0,,0.77,38.5
2009-10-13,57,77.0,,0.77,43.89
2009-10-14,73,77.0,,0.77,56.21
2009-10-15,37,77.0,,0.77,28.490000000000002
2009-10-16,53,77.0,,0.77,40.81
2009-10-17,32,77.0,,0.77,24.64
2009-10-18,24,77.0,,0.77,18.48
2009-10-19,54,77.0,,0.77,41.58
2009-10-20,52,77.0,,0.77,40.04
2009-10-21,62,77.0,,0.77,47.74
2009-10-22,52,77.0,,0.77,40.04
2009-10-23,55,77.0,,0.77,42.35
2009-10-24,47,77.0,,0.77,36.19
2009-10-25,47,77.0,,0.77,36.19
2009-10-26,67,77.0,,0.77,51.59
2009-10-27,71,77.0,,0.77,54.67
2009-10-28,52,77.0,,0.77,40.04
2009-10-29,48,77.0,,0.77,36.96
2009-10-30,45,77.0,,0.77,34.65
2009-10-31,16,77.0,,0.77,12.32
2009-11-01,23,73.0,False,0.73,16.79
2009-11-02,97,73.0,,0.73,70.81
2009-11-03,61,73.0,,0.73,44.53
2009-11-04,51,73.0,,0.73,37.23
2009-11-05,44,73.0,,0.73,32.12
2009-11-06,61,73.0,,0.73,44.53
2009-11-07,36,73.0,,0.73,26.28
2009-11-08,65,73.0,,0.73,47.449999999999996
2009-11-09,66,73.0,,0.73,48.18
2009-11-10,42,73.0,,0.73,30.66
2009-11-11,74,73.0,,0.73,54.019999999999996
2009-11-12,67,73.0,,0.73,48.91
2009-11-13,35,73.0,,0.73,25.55
2009-11-14,28,73.0,,0.73,20.439999999999998
2009-11-15,35,73.0,,0.73,25.55
2009-11-16,75,73.0,,0.73,54.75
2009-11-17,60,73.0,,0.73,43.8
2009-11-18,74,73.0,,0.73,54.019999999999996
2009-11-19,61,73.0,,0.73,44.53
2009-11-20,15,73.0,,0.73,10.95
2009-11-21,100,73.0,,0.73,73.0
2009-11-22,35,73.0,,0.73,25.55
2009-11-23,52,73.0,,0.73,37.96
2009-11-24,58,73.0,,0.73,42.339999999999996
2009-11-25,26,73.0,,0.73,18.98
2009-11-26,15,73.0,,0.73,10.95
2009-11-27,27,73.0,,0.73,19.71
2009-11-28,29,73.0,,0.73,21.169999999999998
2009-11-29,28,73.0,,0.73,20.439999999999998
2009-11-30,73,73.0,,0.73,53.29
2009-12-01,47,59.0,False,0.59,27.729999999999997
2009-12-02,42,59.0,,0.59,24.779999999999998
2009-12-03,54,59.0,,0.59,31.86
2009-12-04,62,59.0,,0.59,36.58
2009-12-05,15,59.0,,0.59,8.85
2009-12-06,31,59.0,,0.59,18.29
2009-12-07,58,59.0,,0.59,34.22
2009-12-08,84,59.0,,0.59,49.559999999999995
2009-12-09,58,59.0,,0.59,34.22
2009-12-10,60,59.0,,0.59,35.4
2009-12-11,40,59.0,,0.59,23.599999999999998
2009-12-12,16,59.0,,0.59,9.44
2009-12-13,64,59.0,,0.59,37.76
2009-12-14,65,59.0,,0.59,38.35
2009-12-15,48,59.0,,0.59,28.32
2009-12-16,100,59.0,,0.59,59.0
2009-12-17,51,59.0,,0.59,30.09
2009-12-18,37,59.0,,0.59,21.83
2009-12-19,25,59.0,,0.59,14.75
2009-12-20,34,59.0,,0.59,20.06
2009-12-21,30,59.0,,0.59,17.7
2009-12-22,37,59.0,,0.59,21.83
2009-12-23,20,59.0,,0.59,11.799999999999999
2009-12-24,0,59.0,,0.59,0.0
2009-12-25,23,59.0,,0.59,13.569999999999999
2009-12-26,48,59.0,,0.59,28.32
2009-12-27,28,59.0,,0.59,16.52
2009-12-28,33,59.0,,0.59,19.47
2009-12-29,32,59.0,,0.59,18.88
2009-12-30,52,59.0,,0.59,30.68
2009-12-31,29,59.0,,0.59,17.11
2010-01-01,43,66.0,False,0.66,28.380000000000003
2010-01-02,36,66.0,,0.66,23.76
2010-01-03,35,66.0,,0.66,23.1
2010-01-04,65,66.0,,0.66,42.9
2010-01-05,30,66.0,,0.66,19.8
2010-01-06,37,66.0,,0.66,24.42
2010-01-07,56,66.0,,0.66,36.96
2010-01-08,32,66.0,,0.66,21.12
2010-01-09,43,66.0,,0.66,28.380000000000003
2010-01-10,53,66.0,,0.66,34.980000000000004
2010-01-11,73,66.0,,0.66,48.18
2010-01-12,67,66.0,,0.66,44.22
2010-01-13,42,66.0,,0.66,27.720000000000002
2010-01-14,61,66.0,,0.66,40.260000000000005
2010-01-15,38,66.0,,0.66,25.080000000000002
2010-01-16,44,66.0,,0.66,29.040000000000003
2010-01-17,55,66.0,,0.66,36.300000000000004
2010-01-18,53,66.0,,0.66,34.980000000000004
2010-01-19,53,66.0,,0.66,34.980000000000004
2010-01-20,53,66.0,,0.66,34.980000000000004
2010-01-21,58,66.0,,0.66,38.28
2010-01-22,38,66.0,,0.66,25.080000000000002
2010-01-23,51,66.0,,0.66,33.660000000000004
2010-01-24,43,66.0,,0.66,28.380000000000003
2010-01-25,76,66.0,,0.66,50.160000000000004
2010-01-26,35,66.0,,0.66,23.1
2010-01-27,100,66.0,,0.66,66.0
2010-01-28,82,66.0,,0.66,54.120000000000005
2010-01-29,62,66.0,,0.66,40.92
2010-01-30,41,66.0,,0.66,27.060000000000002
2010-01-31,43,66.0,,0.66,28.380000000000003
2010-02-01,75,74.0,False,0.74,55.5
2010-02-02,85,74.0,,0.74,62.9
2010-02-03,68,74.0,,0.74,50.32
2010-02-04,83,74.0,,0.74,61.42
2010-02-05,91,74.0,,0.74,67.34
2010-02-06,35,74.0,,0.74,25.9
2010-02-07,46,74.0,,0.74,34.04
2010-02-08,45,74.0,,0.74,33.3
2010-02-09,92,74.0,,0.74,68.08
2010-02-10,94,74.0,,0.74,69.56
2010-02-11,64,74.0,,0.74,47.36
2010-02-12,62,74.0,,0.74,45.88
2010-02-13,38,74.0,,0.74,28.12
2010-02-14,70,74.0,,0.74,51.8
2010-02-15,71,74.0,,0.74,52.54
2010-02-16,96,74.0,,0.74,71.03999999999999
2010-02-17,64,74.0,,0.74,47.36
2010-02-18,89,74.0,,0.74,65.86
2010-02-19,92,74.0,,0.74,68.08
2010-02-20,56,74.0,,0.74,41.44
2010-02-21,38,74.0,,0.74,28.12
2010-02-22,44,74.0,,0.74,32.56
2010-02-23,60,74.0,,0.74,44.4
2010-02-24,60,74.0,,0.74,44.4
2010-02-25,100,74.0,,0.74,74.0
2010-02-26,79,74.0,,0.74,58.46
2010-02-27,44,74.0,,0.74,32.56
2010-02-28,47,74.0,,0.74,34.78
2010-03-01,84,84.0,False,0.84,70.56
2010-03-02,64,84.0,,0.84,53.76
2010-03-03,66,84.0,,0.84,55.44
2010-03-04,85,84.0,,0.84,71.39999999999999
2010-03-05,71,84.0,,0.84,59.64
2010-03-06,23,84.0,,0.84,19.32
2010-03-07,62,84.0,,0.84,52.08
2010-03-08,63,84.0,,0.84,52.919999999999995
2010-03-09,60,84.0,,0.84,50.4
2010-03-10,77,84.0,,0.84,64.67999999999999
2010-03-11,62,84.0,,0.84,52.08
2010-03-12,61,84.0,,0.84,51.239999999999995
2010-03-13,45,84.0,,0.84,37.8
2010-03-14,45,84.0,,0.84,37.8
2010-03-15,42,84.0,,0.84,35.28
2010-03-16,57,84.0,,0.84,47.879999999999995
2010-03-17,38,84.0,,0.84,31.919999999999998
2010-03-18,100,84.0,,0.84,84.0
2010-03-19,86,84.0,,0.84,72.24
2010-03-20,40,84.0,,0.84,33.6
2010-03-21,46,84.0,,0.84,38.64
2010-03-22,72,84.0,,0.84,60.48
2010-03-23,77,84.0,,0.84,64.67999999999999
2010-03-24,51,84.0,,0.84,42.839999999999996
2010-03-25,68,84.0,,0.84,57.12
2010-03-26,90,84.0,,0.84,75.6
2010-03-27,31,84.0,,0.84,26.04
2010-03-28,30,84.0,,0.84,25.2
2010-03-29,52,84.0,,0.84,43.68
2010-03-30,78,84.0,,0.84,65.52
2010-03-31,79,84.0,,0.84,66.36
2010-04-01,33,77.0,False,0.77,25.41
2010-04-02,47,77.0,,0.77,36.19
2010-04-03,0,77.0,,0.77,0.0
2010-04-04,0,77.0,,0.77,0.0
2010-04-05,47,77.0,,0.77,36.19
2010-04-06,53,77.0,,0.77,40.81
2010-04-07,8,77.0,,0.77,6.16
2010-04-08,54,77.0,,0.77,41.58
2010-04-09,24,77.0,,0.77,18.48
2010-04-10,46,77.0,,0.77,35.42
2010-04-11,46,77.0,,0.77,35.42
2010-04-12,52,77.0,,0.77,40.04
2010-04-13,44,77.0,,0.77,33.88
2010-04-14,52,77.0,,0.77,40.04
2010-04-15,45,77.0,,0.77,34.65
2010-04-16,16,77.0,,0.77,12.32
2010-04-17,23,77.0,,0.77,17.71
2010-04-18,11,77.0,,0.77,8.47
2010-04-19,22,77.0,,0.77,16.94
2010-04-20,58,77.0,,0.77,44.660000000000004
2010-04-21,52,77.0,,0.77,40.04
2010-04-22,45,77.0,,0.77,34.65
2010-04-23,40,77.0,,0.77,30.8
2010-04-24,22,77.0,,0.77,16.94
2010-04-25,100,77.0,,0.77,77.0
2010-04-26,36,77.0,,0.77,27.72
2010-04-27,51,77.0,,0.77,39.27
2010-04-28,90,77.0,,0.77,69.3
2010-04-29,23,77.0,,0.77,17.71
2010-04-30,25,77.0,,0.77,19.25
2010-05-01,38,63.0,False,0.63,23.94
2010-05-02,55,63.0,,0.63,34.65
2010-05-03,49,63.0,,0.63,30.87
2010-05-04,84,63.0,,0.63,52.92
2010-05-05,85,63.0,,0.63,53.55
2010-05-06,75,63.0,,0.63,47.25
2010-05-07,53,63.0,,0.63,33.39
2010-05-08,0,63.0,,0.63,0.0
2010-05-09,78,63.0,,0.63,49.14
2010-05-10,49,63.0,,0.63,30.87
2010-05-11,97,63.0,,0.63,61.11
2010-05-12,37,63.0,,0.63,23.31
2010-05-13,62,63.0,,0.63,39.06
2010-05-14,27,63.0,,0.63,17.01
2010-05-15,59,63.0,,0.63,37.17
2010-05-16,20,63.0,,0.63,12.6
2010-05-17,61,63.0,,0.63,38.43
2010-05-18,60,63.0,,0.63,37.8
2010-05-19,85,63.0,,0.63,53.55
2010-05-20,64,63.0,,0.63,40.32
2010-05-21,81,63.0,,0.63,51.03
2010-05-22,0,63.0,,0.63,0.0
2010-05-23,0,63.0,,0.63,0.0
2010-05-24,100,63.0,,0.63,63.0
2010-05-25,25,63.0,,0.63,15.75
2010-05-26,38,63.0,,0.63,23.94
2010-05-27,52,63.0,,0.63,32.76
2010-05-28,85,63.0,,0.63,53.55
2010-05-29,0,63.0,,0.63,0.0
2010-05-30,43,63.0,,0.63,27.09
2010-05-31,91,63.0,,0.63,57.33
2010-06-01,63,73.0,False,0.73,45.99
2010-06-02,62,73.0,,0.73,45.26
2010-06-03,62,73.0,,0.73,45.26
2010-06-04,36,73.0,,0.73,26.28
2010-06-05,29,73.0,,0.73,21.169999999999998
2010-06-06,14,73.0,,0.73,10.219999999999999
2010-06-07,100,73.0,,0.73,73.0
2010-06-08,65,73.0,,0.73,47.449999999999996
2010-06-09,69,73.0,,0.73,50.37
2010-06-10,44,73.0,,0.73,32.12
2010-06-11,21,73.0,,0.73,15.33
2010-06-12,15,73.0,,0.73,10.95
2010-06-13,62,73.0,,0.73,45.26
2010-06-14,64,73.0,,0.73,46.72
2010-06-15,78,73.0,,0.73,56.94
2010-06-16,74,73.0,,0.73,54.019999999999996
2010-06-17,47,73.0,,0.73,34.31
2010-06-18,33,73.0,,0.73,24.09
2010-06-19,15,73.0,,0.73,10.95
2010-06-20,17,73.0,,0.73,12.41
2010-06-21,30,73.0,,0.73,21.9
2010-06-22,57,73.0,,0.73,41.61
2010-06-23,53,73.0,,0.73,38.69
2010-06-24,50,73.0,,0.73,36.5
2010-06-25,31,73.0,,0.73,22.63
2010-06-26,29,73.0,,0.73,21.169999999999998
2010-06-27,44,73.0,,0.73,32.12
2010-06-28,38,73.0,,0.73,27.74
2010-06-29,80,73.0,,0.73,58.4
2010-06-30,49,73.0,,0.73,35.769999999999996
2010-07-01,60,64.0,False,0.64,38.4
2010-07-02,30,64.0,,0.64,19.2
2010-07-03,13,64.0,,0.64,8.32
2010-07-04,0,64.0,,0.64,0.0
2010-07-05,11,64.0,,0.64,7.04
2010-07-06,34,64.0,,0.64,21.76
2010-07-07,17,64.0,,0.64,10.88
2010-07-08,67,64.0,,0.64,42.88
2010-07-09,71,64.0,,0.64,45.44
2010-07-10,35,64.0,,0.64,22.400000000000002
2010-07-11,24,64.0,,0.64,15.36
2010-07-12,25,64.0,,0.64,16.0
2010-07-13,81,64.0,,0.64,51.84
2010-07-14,33,64.0,,0.64,21.12
2010-07-15,25,64.0,,0.64,16.0
2010-07-16,44,64.0,,0.64,28.16
2010-07-17,12,64.0,,0.64,7.68
2010-07-18,24,64.0,,0.64,15.36
2010-07-19,75,64.0,,0.64,48.0
2010-07-20,41,64.0,,0.64,26.240000000000002
2010-07-21,25,64.0,,0.64,16.0
2010-07-22,50,64.0,,0.64,32.0
2010-07-23,35,64.0,,0.64,22.400000000000002
2010-07-24,35,64.0,,0.64,22.400000000000002
2010-07-25,0,64.0,,0.64,0.0
