date,early intervention_unscaled,early intervention_monthly,isPartial,scale,early intervention
2006-09-05,19,95.0,,0.95,18.05
2006-09-06,57,95.0,,0.95,54.15
2006-09-07,96,95.0,,0.95,91.19999999999999
2006-09-08,100,95.0,,0.95,95.0
2006-09-09,29,95.0,,0.95,27.549999999999997
2006-09-10,0,95.0,,0.95,0.0
2006-09-11,19,95.0,,0.95,18.05
2006-09-12,0,95.0,,0.95,0.0
2006-09-13,37,95.0,,0.95,35.15
2006-09-14,76,95.0,,0.95,72.2
2006-09-15,100,95.0,,0.95,95.0
2006-09-16,60,95.0,,0.95,57.0
2006-09-17,29,95.0,,0.95,27.549999999999997
2006-09-18,56,95.0,,0.95,53.199999999999996
2006-09-19,37,95.0,,0.95,35.15
2006-09-20,56,95.0,,0.95,53.199999999999996
2006-09-21,0,95.0,,0.95,0.0
2006-09-22,59,95.0,,0.95,56.05
2006-09-23,0,95.0,,0.95,0.0
2006-09-24,57,95.0,,0.95,54.15
2006-09-25,55,95.0,,0.95,52.25
2006-09-26,0,95.0,,0.95,0.0
2006-09-27,56,95.0,,0.95,53.199999999999996
2006-09-28,19,95.0,,0.95,18.05
2006-09-29,20,95.0,,0.95,19.0
2006-09-30,59,95.0,,0.95,56.05
2006-10-01,29,84.0,False,0.84,24.36
2006-10-02,48,84.0,,0.84,40.32
2006-10-03,37,84.0,,0.84,31.08
2006-10-04,28,84.0,,0.84,23.52
2006-10-05,38,84.0,,0.84,31.919999999999998
2006-10-06,42,84.0,,0.84,35.28
2006-10-07,0,84.0,,0.84,0.0
2006-10-08,62,84.0,,0.84,52.08
2006-10-09,49,84.0,,0.84,41.16
2006-10-10,46,84.0,,0.84,38.64
2006-10-11,37,84.0,,0.84,31.08
2006-10-12,47,84.0,,0.84,39.48
2006-10-13,41,84.0,,0.84,34.44
2006-10-14,0,84.0,,0.84,0.0
2006-10-15,29,84.0,,0.84,24.36
2006-10-16,66,84.0,,0.84,55.44
2006-10-17,18,84.0,,0.84,15.12
2006-10-18,37,84.0,,0.84,31.08
2006-10-19,56,84.0,,0.84,47.04
2006-10-20,100,84.0,,0.84,84.0
2006-10-21,30,84.0,,0.84,25.2
2006-10-22,0,84.0,,0.84,0.0
2006-10-23,37,84.0,,0.84,31.08
2006-10-24,99,84.0,,0.84,83.16
2006-10-25,73,84.0,,0.84,61.32
2006-10-26,46,84.0,,0.84,38.64
2006-10-27,30,84.0,,0.84,25.2
2006-10-28,29,84.0,,0.84,24.36
2006-10-29,73,84.0,,0.84,61.32
2006-10-30,64,84.0,,0.84,53.76
2006-10-31,74,84.0,,0.84,62.16
2006-11-01,42,76.0,False,0.76,31.92
2006-11-02,40,76.0,,0.76,30.4
2006-11-03,32,76.0,,0.76,24.32
2006-11-04,93,76.0,,0.76,70.68
2006-11-05,0,76.0,,0.76,0.0
2006-11-06,80,76.0,,0.76,60.8
2006-11-07,76,76.0,,0.76,57.76
2006-11-08,85,76.0,,0.76,64.6
2006-11-09,30,76.0,,0.76,22.8
2006-11-10,65,76.0,,0.76,49.4
2006-11-11,61,76.0,,0.76,46.36
2006-11-12,31,76.0,,0.76,23.56
2006-11-13,79,76.0,,0.76,60.04
2006-11-14,28,76.0,,0.76,21.28
2006-11-15,49,76.0,,0.76,37.24
2006-11-16,69,76.0,,0.76,52.44
2006-11-17,63,76.0,,0.76,47.88
2006-11-18,0,76.0,,0.76,0.0
2006-11-19,62,76.0,,0.76,47.12
2006-11-20,69,76.0,,0.76,52.44
2006-11-21,39,76.0,,0.76,29.64
2006-11-22,45,76.0,,0.76,34.2
2006-11-23,100,76.0,,0.76,76.0
2006-11-24,31,76.0,,0.76,23.56
2006-11-25,32,76.0,,0.76,24.32
2006-11-26,30,76.0,,0.76,22.8
2006-11-27,66,76.0,,0.76,50.160000000000004
2006-11-28,91,76.0,,0.76,69.16
2006-11-29,93,76.0,,0.76,70.68
2006-11-30,74,76.0,,0.76,56.24
2006-12-01,79,59.0,False,0.59,46.61
2006-12-02,0,59.0,,0.59,0.0
2006-12-03,42,59.0,,0.59,24.779999999999998
2006-12-04,65,59.0,,0.59,38.35
2006-12-05,73,59.0,,0.59,43.07
2006-12-06,65,59.0,,0.59,38.35
2006-12-07,28,59.0,,0.59,16.52
2006-12-08,60,59.0,,0.59,35.4
2006-12-09,70,59.0,,0.59,41.3
2006-12-10,29,59.0,,0.59,17.11
2006-12-11,47,59.0,,0.59,27.729999999999997
2006-12-12,100,59.0,,0.59,59.0
2006-12-13,28,59.0,,0.59,16.52
2006-12-14,39,59.0,,0.59,23.009999999999998
2006-12-15,83,59.0,,0.59,48.97
2006-12-16,59,59.0,,0.59,34.809999999999995
2006-12-17,31,59.0,,0.59,18.29
2006-12-18,20,59.0,,0.59,11.799999999999999
2006-12-19,30,59.0,,0.59,17.7
2006-12-20,20,59.0,,0.59,11.799999999999999
2006-12-21,42,59.0,,0.59,24.779999999999998
2006-12-22,24,59.0,,0.59,14.16
2006-12-23,34,59.0,,0.59,20.06
2006-12-24,36,59.0,,0.59,21.24
2006-12-25,81,59.0,,0.59,47.79
2006-12-26,54,59.0,,0.59,31.86
2006-12-27,0,59.0,,0.59,0.0
2006-12-28,45,59.0,,0.59,26.549999999999997
2006-12-29,24,59.0,,0.59,14.16
2006-12-30,0,59.0,,0.59,0.0
2006-12-31,0,59.0,,0.59,0.0
2007-01-01,53,68.0,False,0.68,36.04
2007-01-02,42,68.0,,0.68,28.560000000000002
2007-01-03,50,68.0,,0.68,34.0
2007-01-04,40,68.0,,0.68,27.200000000000003
2007-01-05,21,68.0,,0.68,14.280000000000001
2007-01-06,88,68.0,,0.68,59.84
2007-01-07,44,68.0,,0.68,29.92
2007-01-08,79,68.0,,0.68,53.720000000000006
2007-01-09,57,68.0,,0.68,38.760000000000005
2007-01-10,58,68.0,,0.68,39.440000000000005
2007-01-11,59,68.0,,0.68,40.120000000000005
2007-01-12,30,68.0,,0.68,20.400000000000002
2007-01-13,29,68.0,,0.68,19.720000000000002
2007-01-14,59,68.0,,0.68,40.120000000000005
2007-01-15,32,68.0,,0.68,21.76
2007-01-16,29,68.0,,0.68,19.720000000000002
2007-01-17,95,68.0,,0.68,64.60000000000001
2007-01-18,58,68.0,,0.68,39.440000000000005
2007-01-19,100,68.0,,0.68,68.0
2007-01-20,56,68.0,,0.68,38.080000000000005
2007-01-21,28,68.0,,0.68,19.040000000000003
2007-01-22,66,68.0,,0.68,44.88
2007-01-23,64,68.0,,0.68,43.52
2007-01-24,47,68.0,,0.68,31.96
2007-01-25,76,68.0,,0.68,51.68000000000001
2007-01-26,59,68.0,,0.68,40.120000000000005
2007-01-27,42,68.0,,0.68,28.560000000000002
2007-01-28,28,68.0,,0.68,19.040000000000003
2007-01-29,56,68.0,,0.68,38.080000000000005
2007-01-30,36,68.0,,0.68,24.48
2007-01-31,74,68.0,,0.68,50.32
2007-02-01,27,82.0,False,0.82,22.139999999999997
2007-02-02,22,82.0,,0.82,18.04
2007-02-03,0,82.0,,0.82,0.0
2007-02-04,33,82.0,,0.82,27.06
2007-02-05,22,82.0,,0.82,18.04
2007-02-06,48,82.0,,0.82,39.36
2007-02-07,16,82.0,,0.82,13.12
2007-02-08,21,82.0,,0.82,17.22
2007-02-09,100,82.0,,0.82,82.0
2007-02-10,16,82.0,,0.82,13.12
2007-02-11,48,82.0,,0.82,39.36
2007-02-12,42,82.0,,0.82,34.44
2007-02-13,36,82.0,,0.82,29.52
2007-02-14,32,82.0,,0.82,26.24
2007-02-15,44,82.0,,0.82,36.08
2007-02-16,40,82.0,,0.82,32.8
2007-02-17,32,82.0,,0.82,26.24
2007-02-18,17,82.0,,0.82,13.94
2007-02-19,23,82.0,,0.82,18.86
2007-02-20,38,82.0,,0.82,31.159999999999997
2007-02-21,59,82.0,,0.82,48.379999999999995
2007-02-22,22,82.0,,0.82,18.04
2007-02-23,22,82.0,,0.82,18.04
2007-02-24,0,82.0,,0.82,0.0
2007-02-25,48,82.0,,0.82,39.36
2007-02-26,32,82.0,,0.82,26.24
2007-02-27,20,82.0,,0.82,16.4
2007-02-28,47,82.0,,0.82,38.54
2007-03-01,16,87.0,False,0.87,13.92
2007-03-02,85,87.0,,0.87,73.95
2007-03-03,0,87.0,,0.87,0.0
2007-03-04,25,87.0,,0.87,21.75
2007-03-05,50,87.0,,0.87,43.5
2007-03-06,63,87.0,,0.87,54.81
2007-03-07,97,87.0,,0.87,84.39
2007-03-08,66,87.0,,0.87,57.42
2007-03-09,52,87.0,,0.87,45.24
2007-03-10,25,87.0,,0.87,21.75
2007-03-11,25,87.0,,0.87,21.75
2007-03-12,66,87.0,,0.87,57.42
2007-03-13,100,87.0,,0.87,87.0
2007-03-14,100,87.0,,0.87,87.0
2007-03-15,17,87.0,,0.87,14.79
2007-03-16,18,87.0,,0.87,15.66
2007-03-17,25,87.0,,0.87,21.75
2007-03-18,0,87.0,,0.87,0.0
2007-03-19,66,87.0,,0.87,57.42
2007-03-20,34,87.0,,0.87,29.58
2007-03-21,98,87.0,,0.87,85.26
2007-03-22,33,87.0,,0.87,28.71
2007-03-23,18,87.0,,0.87,15.66
2007-03-24,25,87.0,,0.87,21.75
2007-03-25,25,87.0,,0.87,21.75
2007-03-26,16,87.0,,0.87,13.92
2007-03-27,48,87.0,,0.87,41.76
2007-03-28,66,87.0,,0.87,57.42
2007-03-29,82,87.0,,0.87,71.34
2007-03-30,53,87.0,,0.87,46.11
2007-03-31,51,87.0,,0.87,44.37
2007-04-01,35,77.0,False,0.77,26.95
2007-04-02,47,77.0,,0.77,36.19
2007-04-03,63,77.0,,0.77,48.51
2007-04-04,47,77.0,,0.77,36.19
2007-04-05,24,77.0,,0.77,18.48
2007-04-06,40,77.0,,0.77,30.8
2007-04-07,17,77.0,,0.77,13.09
2007-04-08,19,77.0,,0.77,14.63
2007-04-09,34,77.0,,0.77,26.18
2007-04-10,39,77.0,,0.77,30.03
2007-04-11,49,77.0,,0.77,37.730000000000004
2007-04-12,39,77.0,,0.77,30.03
2007-04-13,71,77.0,,0.77,54.67
2007-04-14,100,77.0,,0.77,77.0
2007-04-15,16,77.0,,0.77,12.32
2007-04-16,32,77.0,,0.77,24.64
2007-04-17,70,77.0,,0.77,53.9
2007-04-18,22,77.0,,0.77,16.94
2007-04-19,51,77.0,,0.77,39.27
2007-04-20,24,77.0,,0.77,18.48
2007-04-21,0,77.0,,0.77,0.0
2007-04-22,36,77.0,,0.77,27.72
2007-04-23,60,77.0,,0.77,46.2
2007-04-24,55,77.0,,0.77,42.35
2007-04-25,33,77.0,,0.77,25.41
2007-04-26,72,77.0,,0.77,55.44
2007-04-27,54,77.0,,0.77,41.58
2007-04-28,0,77.0,,0.77,0.0
2007-04-29,18,77.0,,0.77,13.86
2007-04-30,56,77.0,,0.77,43.120000000000005
2007-05-01,35,82.0,False,0.82,28.7
2007-05-02,41,82.0,,0.82,33.62
2007-05-03,36,82.0,,0.82,29.52
2007-05-04,30,82.0,,0.82,24.599999999999998
2007-05-05,22,82.0,,0.82,18.04
2007-05-06,21,82.0,,0.82,17.22
2007-05-07,41,82.0,,0.82,33.62
2007-05-08,59,82.0,,0.82,48.379999999999995
2007-05-09,47,82.0,,0.82,38.54
2007-05-10,56,82.0,,0.82,45.919999999999995
2007-05-11,22,82.0,,0.82,18.04
2007-05-12,23,82.0,,0.82,18.86
2007-05-13,34,82.0,,0.82,27.88
2007-05-14,33,82.0,,0.82,27.06
2007-05-15,100,82.0,,0.82,82.0
2007-05-16,80,82.0,,0.82,65.6
2007-05-17,61,82.0,,0.82,50.019999999999996
2007-05-18,37,82.0,,0.82,30.34
2007-05-19,22,82.0,,0.82,18.04
2007-05-20,64,82.0,,0.82,52.48
2007-05-21,34,82.0,,0.82,27.88
2007-05-22,52,82.0,,0.82,42.64
2007-05-23,47,82.0,,0.82,38.54
2007-05-24,28,82.0,,0.82,22.959999999999997
2007-05-25,69,82.0,,0.82,56.58
2007-05-26,23,82.0,,0.82,18.86
2007-05-27,36,82.0,,0.82,29.52
2007-05-28,21,82.0,,0.82,17.22
2007-05-29,47,82.0,,0.82,38.54
2007-05-30,54,82.0,,0.82,44.279999999999994
2007-05-31,48,82.0,,0.82,39.36
2007-06-01,45,82.0,False,0.82,36.9
2007-06-02,22,82.0,,0.82,18.04
2007-06-03,22,82.0,,0.82,18.04
2007-06-04,55,82.0,,0.82,45.099999999999994
2007-06-05,41,82.0,,0.82,33.62
2007-06-06,64,82.0,,0.82,52.48
2007-06-07,43,82.0,,0.82,35.26
2007-06-08,55,82.0,,0.82,45.099999999999994
2007-06-09,46,82.0,,0.82,37.72
2007-06-10,22,82.0,,0.82,18.04
2007-06-11,50,82.0,,0.82,41.0
2007-06-12,42,82.0,,0.82,34.44
2007-06-13,64,82.0,,0.82,52.48
2007-06-14,67,82.0,,0.82,54.94
2007-06-15,16,82.0,,0.82,13.12
2007-06-16,26,82.0,,0.82,21.32
2007-06-17,92,82.0,,0.82,75.44
2007-06-18,46,82.0,,0.82,37.72
2007-06-19,38,82.0,,0.82,31.159999999999997
2007-06-20,48,82.0,,0.82,39.36
2007-06-21,56,82.0,,0.82,45.919999999999995
2007-06-22,31,82.0,,0.82,25.419999999999998
2007-06-23,23,82.0,,0.82,18.86
2007-06-24,70,82.0,,0.82,57.4
2007-06-25,100,82.0,,0.82,82.0
2007-06-26,35,82.0,,0.82,28.7
2007-06-27,36,82.0,,0.82,29.52
2007-06-28,73,82.0,,0.82,59.86
2007-06-29,15,82.0,,0.82,12.299999999999999
2007-06-30,45,82.0,,0.82,36.9
2007-07-01,0,77.0,False,0.77,0.0
2007-07-02,100,77.0,,0.77,77.0
2007-07-03,50,77.0,,0.77,38.5
2007-07-04,24,77.0,,0.77,18.48
2007-07-05,53,77.0,,0.77,40.81
2007-07-06,35,77.0,,0.77,26.95
2007-07-07,0,77.0,,0.77,0.0
2007-07-08,75,77.0,,0.77,57.75
2007-07-09,95,77.0,,0.77,73.15
2007-07-10,31,77.0,,0.77,23.87
2007-07-11,80,77.0,,0.77,61.6
2007-07-12,0,77.0,,0.77,0.0
2007-07-13,86,77.0,,0.77,66.22
2007-07-14,0,77.0,,0.77,0.0
2007-07-15,0,77.0,,0.77,0.0
2007-07-16,16,77.0,,0.77,12.32
2007-07-17,62,77.0,,0.77,47.74
2007-07-18,47,77.0,,0.77,36.19
2007-07-19,80,77.0,,0.77,61.6
2007-07-20,52,77.0,,0.77,40.04
2007-07-21,51,77.0,,0.77,39.27
2007-07-22,26,77.0,,0.77,20.02
2007-07-23,31,77.0,,0.77,23.87
2007-07-24,63,77.0,,0.77,48.51
2007-07-25,48,77.0,,0.77,36.96
2007-07-26,49,77.0,,0.77,37.730000000000004
2007-07-27,34,77.0,,0.77,26.18
2007-07-28,49,77.0,,0.77,37.730000000000004
2007-07-29,25,77.0,,0.77,19.25
2007-07-30,16,77.0,,0.77,12.32
2007-07-31,92,77.0,,0.77,70.84
2007-08-01,39,80.0,False,0.8,31.200000000000003
2007-08-02,34,80.0,,0.8,27.200000000000003
2007-08-03,18,80.0,,0.8,14.4
2007-08-04,17,80.0,,0.8,13.600000000000001
2007-08-05,36,80.0,,0.8,28.8
2007-08-06,50,80.0,,0.8,40.0
2007-08-07,60,80.0,,0.8,48.0
2007-08-08,17,80.0,,0.8,13.600000000000001
2007-08-09,45,80.0,,0.8,36.0
2007-08-10,36,80.0,,0.8,28.8
2007-08-11,35,80.0,,0.8,28.0
2007-08-12,17,80.0,,0.8,13.600000000000001
2007-08-13,27,80.0,,0.8,21.6
2007-08-14,38,80.0,,0.8,30.400000000000002
2007-08-15,55,80.0,,0.8,44.0
2007-08-16,11,80.0,,0.8,8.8
2007-08-17,30,80.0,,0.8,24.0
2007-08-18,34,80.0,,0.8,27.200000000000003
2007-08-19,16,80.0,,0.8,12.8
2007-08-20,59,80.0,,0.8,47.2
2007-08-21,48,80.0,,0.8,38.400000000000006
2007-08-22,27,80.0,,0.8,21.6
2007-08-23,28,80.0,,0.8,22.400000000000002
2007-08-24,34,80.0,,0.8,27.200000000000003
2007-08-25,100,80.0,,0.8,80.0
2007-08-26,16,80.0,,0.8,12.8
2007-08-27,27,80.0,,0.8,21.6
2007-08-28,27,80.0,,0.8,21.6
2007-08-29,21,80.0,,0.8,16.8
2007-08-30,33,80.0,,0.8,26.400000000000002
2007-08-31,36,80.0,,0.8,28.8
2007-09-01,22,78.0,False,0.78,17.16
2007-09-02,47,78.0,,0.78,36.660000000000004
2007-09-03,39,78.0,,0.78,30.42
2007-09-04,70,78.0,,0.78,54.6
2007-09-05,55,78.0,,0.78,42.9
2007-09-06,41,78.0,,0.78,31.98
2007-09-07,58,78.0,,0.78,45.24
2007-09-08,40,78.0,,0.78,31.200000000000003
2007-09-09,80,78.0,,0.78,62.400000000000006
2007-09-10,54,78.0,,0.78,42.120000000000005
2007-09-11,80,78.0,,0.78,62.400000000000006
2007-09-12,67,78.0,,0.78,52.260000000000005
2007-09-13,55,78.0,,0.78,42.9
2007-09-14,29,78.0,,0.78,22.62
2007-09-15,0,78.0,,0.78,0.0
2007-09-16,20,78.0,,0.78,15.600000000000001
2007-09-17,27,78.0,,0.78,21.060000000000002
2007-09-18,66,78.0,,0.78,51.480000000000004
2007-09-19,67,78.0,,0.78,52.260000000000005
2007-09-20,82,78.0,,0.78,63.96
2007-09-21,43,78.0,,0.78,33.54
2007-09-22,20,78.0,,0.78,15.600000000000001
2007-09-23,100,78.0,,0.78,78.0
2007-09-24,79,78.0,,0.78,61.620000000000005
2007-09-25,77,78.0,,0.78,60.06
2007-09-26,40,78.0,,0.78,31.200000000000003
2007-09-27,40,78.0,,0.78,31.200000000000003
2007-09-28,29,78.0,,0.78,22.62
2007-09-29,0,78.0,,0.78,0.0
2007-09-30,0,78.0,,0.78,0.0
2007-10-01,45,88.0,False,0.88,39.6
2007-10-02,84,88.0,,0.88,73.92
2007-10-03,45,88.0,,0.88,39.6
2007-10-04,40,88.0,,0.88,35.2
2007-10-05,29,88.0,,0.88,25.52
2007-10-06,72,88.0,,0.88,63.36
2007-10-07,70,88.0,,0.88,61.6
2007-10-08,26,88.0,,0.88,22.88
2007-10-09,45,88.0,,0.88,39.6
2007-10-10,88,88.0,,0.88,77.44
2007-10-11,39,88.0,,0.88,34.32
2007-10-12,63,88.0,,0.88,55.44
2007-10-13,86,88.0,,0.88,75.68
2007-10-14,20,88.0,,0.88,17.6
2007-10-15,39,88.0,,0.88,34.32
2007-10-16,63,88.0,,0.88,55.44
2007-10-17,71,88.0,,0.88,62.48
2007-10-18,39,88.0,,0.88,34.32
2007-10-19,75,88.0,,0.88,66.0
2007-10-20,40,88.0,,0.88,35.2
2007-10-21,39,88.0,,0.88,34.32
2007-10-22,32,88.0,,0.88,28.16
2007-10-23,56,88.0,,0.88,49.28
2007-10-24,100,88.0,,0.88,88.0
2007-10-25,91,88.0,,0.88,80.08
2007-10-26,48,88.0,,0.88,42.24
2007-10-27,58,88.0,,0.88,51.04
2007-10-28,49,88.0,,0.88,43.12
2007-10-29,83,88.0,,0.88,73.04
2007-10-30,77,88.0,,0.88,67.76
2007-10-31,53,88.0,,0.88,46.64
2007-11-01,63,88.0,False,0.88,55.44
2007-11-02,57,88.0,,0.88,50.160000000000004
2007-11-03,50,88.0,,0.88,44.0
2007-11-04,69,88.0,,0.88,60.72
2007-11-05,52,88.0,,0.88,45.76
2007-11-06,70,88.0,,0.88,61.6
2007-11-07,51,88.0,,0.88,44.88
2007-11-08,52,88.0,,0.88,45.76
2007-11-09,69,88.0,,0.88,60.72
2007-11-10,39,88.0,,0.88,34.32
2007-11-11,50,88.0,,0.88,44.0
2007-11-12,27,88.0,,0.88,23.76
2007-11-13,82,88.0,,0.88,72.16
2007-11-14,66,88.0,,0.88,58.08
2007-11-15,65,88.0,,0.88,57.2
2007-11-16,41,88.0,,0.88,36.08
2007-11-17,58,88.0,,0.88,51.04
2007-11-18,20,88.0,,0.88,17.6
2007-11-19,64,88.0,,0.88,56.32
2007-11-20,32,88.0,,0.88,28.16
2007-11-21,72,88.0,,0.88,63.36
2007-11-22,21,88.0,,0.88,18.48
2007-11-23,38,88.0,,0.88,33.44
2007-11-24,20,88.0,,0.88,17.6
2007-11-25,19,88.0,,0.88,16.72
2007-11-26,50,88.0,,0.88,44.0
2007-11-27,66,88.0,,0.88,58.08
2007-11-28,49,88.0,,0.88,43.12
2007-11-29,100,88.0,,0.88,88.0
2007-11-30,33,88.0,,0.88,29.04
2007-12-01,40,64.0,False,0.64,25.6
2007-12-02,54,64.0,,0.64,34.56
2007-12-03,100,64.0,,0.64,64.0
2007-12-04,81,64.0,,0.64,51.84
2007-12-05,55,64.0,,0.64,35.2
2007-12-06,73,64.0,,0.64,46.72
2007-12-07,87,64.0,,0.64,55.68
2007-12-08,54,64.0,,0.64,34.56
2007-12-09,27,64.0,,0.64,17.28
2007-12-10,73,64.0,,0.64,46.72
2007-12-11,97,64.0,,0.64,62.08
2007-12-12,74,64.0,,0.64,47.36
2007-12-13,56,64.0,,0.64,35.84
2007-12-14,79,64.0,,0.64,50.56
2007-12-15,27,64.0,,0.64,17.28
2007-12-16,56,64.0,,0.64,35.84
2007-12-17,96,64.0,,0.64,61.44
2007-12-18,48,64.0,,0.64,30.72
2007-12-19,20,64.0,,0.64,12.8
2007-12-20,51,64.0,,0.64,32.64
2007-12-21,79,64.0,,0.64,50.56
2007-12-22,31,64.0,,0.64,19.84
2007-12-23,34,64.0,,0.64,21.76
2007-12-24,0,64.0,,0.64,0.0
2007-12-25,0,64.0,,0.64,0.0
2007-12-26,50,64.0,,0.64,32.0
2007-12-27,56,64.0,,0.64,35.84
2007-12-28,45,64.0,,0.64,28.8
2007-12-29,44,64.0,,0.64,28.16
2007-12-30,62,64.0,,0.64,39.68
2007-12-31,36,64.0,,0.64,23.04
2008-01-01,100,76.0,False,0.76,76.0
2008-01-02,69,76.0,,0.76,52.44
2008-01-03,41,76.0,,0.76,31.16
2008-01-04,55,76.0,,0.76,41.8
2008-01-05,47,76.0,,0.76,35.72
2008-01-06,57,76.0,,0.76,43.32
2008-01-07,53,76.0,,0.76,40.28
2008-01-08,38,76.0,,0.76,28.88
2008-01-09,52,76.0,,0.76,39.52
2008-01-10,38,76.0,,0.76,28.88
2008-01-11,66,76.0,,0.76,50.160000000000004
2008-01-12,19,76.0,,0.76,14.44
2008-01-13,91,76.0,,0.76,69.16
2008-01-14,76,76.0,,0.76,57.76
2008-01-15,43,76.0,,0.76,32.68
2008-01-16,25,76.0,,0.76,19.0
2008-01-17,50,76.0,,0.76,38.0
2008-01-18,59,76.0,,0.76,44.84
2008-01-19,45,76.0,,0.76,34.2
2008-01-20,47,76.0,,0.76,35.72
2008-01-21,27,76.0,,0.76,20.52
2008-01-22,54,76.0,,0.76,41.04
2008-01-23,67,76.0,,0.76,50.92
2008-01-24,81,76.0,,0.76,61.56
2008-01-25,45,76.0,,0.76,34.2
2008-01-26,36,76.0,,0.76,27.36
2008-01-27,37,76.0,,0.76,28.12
2008-01-28,18,76.0,,0.76,13.68
2008-01-29,66,76.0,,0.76,50.160000000000004
2008-01-30,54,76.0,,0.76,41.04
2008-01-31,62,76.0,,0.76,47.12
2008-02-01,82,80.0,False,0.8,65.60000000000001
2008-02-02,53,80.0,,0.8,42.400000000000006
2008-02-03,54,80.0,,0.8,43.2
2008-02-04,88,80.0,,0.8,70.4
2008-02-05,63,80.0,,0.8,50.400000000000006
2008-02-06,100,80.0,,0.8,80.0
2008-02-07,65,80.0,,0.8,52.0
2008-02-08,30,80.0,,0.8,24.0
2008-02-09,21,80.0,,0.8,16.8
2008-02-10,41,80.0,,0.8,32.800000000000004
2008-02-11,77,80.0,,0.8,61.6
2008-02-12,27,80.0,,0.8,21.6
2008-02-13,70,80.0,,0.8,56.0
2008-02-14,66,80.0,,0.8,52.800000000000004
2008-02-15,39,80.0,,0.8,31.200000000000003
2008-02-16,42,80.0,,0.8,33.6
2008-02-17,54,80.0,,0.8,43.2
2008-02-18,54,80.0,,0.8,43.2
2008-02-19,48,80.0,,0.8,38.400000000000006
2008-02-20,84,80.0,,0.8,67.2
2008-02-21,49,80.0,,0.8,39.2
2008-02-22,58,80.0,,0.8,46.400000000000006
2008-02-23,0,80.0,,0.8,0.0
2008-02-24,41,80.0,,0.8,32.800000000000004
2008-02-25,71,80.0,,0.8,56.800000000000004
2008-02-26,48,80.0,,0.8,38.400000000000006
2008-02-27,77,80.0,,0.8,61.6
2008-02-28,57,80.0,,0.8,45.6
2008-02-29,52,80.0,,0.8,41.6
2008-03-01,0,81.0,False,0.81,0.0
2008-03-02,17,81.0,,0.81,13.770000000000001
2008-03-03,11,81.0,,0.81,8.91
2008-03-04,22,81.0,,0.81,17.82
2008-03-05,43,81.0,,0.81,34.830000000000005
2008-03-06,88,81.0,,0.81,71.28
2008-03-07,58,81.0,,0.81,46.980000000000004
2008-03-08,0,81.0,,0.81,0.0
2008-03-09,49,81.0,,0.81,39.690000000000005
2008-03-10,55,81.0,,0.81,44.550000000000004
2008-03-11,44,81.0,,0.81,35.64
2008-03-12,56,81.0,,0.81,45.36
2008-03-13,45,81.0,,0.81,36.45
2008-03-14,72,81.0,,0.81,58.32000000000001
2008-03-15,17,81.0,,0.81,13.770000000000001
2008-03-16,51,81.0,,0.81,41.31
2008-03-17,45,81.0,,0.81,36.45
2008-03-18,45,81.0,,0.81,36.45
2008-03-19,71,81.0,,0.81,57.510000000000005
2008-03-20,49,81.0,,0.81,39.690000000000005
2008-03-21,70,81.0,,0.81,56.7
2008-03-22,19,81.0,,0.81,15.39
2008-03-23,81,81.0,,0.81,65.61
2008-03-24,24,81.0,,0.81,19.44
2008-03-25,22,81.0,,0.81,17.82
2008-03-26,44,81.0,,0.81,35.64
2008-03-27,100,81.0,,0.81,81.0
2008-03-28,57,81.0,,0.81,46.17
2008-03-29,0,81.0,,0.81,0.0
2008-03-30,0,81.0,,0.81,0.0
2008-03-31,32,81.0,,0.81,25.92
2008-04-01,53,84.0,False,0.84,44.519999999999996
2008-04-02,100,84.0,,0.84,84.0
2008-04-03,36,84.0,,0.84,30.24
2008-04-04,9,84.0,,0.84,7.56
2008-04-05,27,84.0,,0.84,22.68
2008-04-06,41,84.0,,0.84,34.44
2008-04-07,44,84.0,,0.84,36.96
2008-04-08,62,84.0,,0.84,52.08
2008-04-09,9,84.0,,0.84,7.56
2008-04-10,46,84.0,,0.84,38.64
2008-04-11,39,84.0,,0.84,32.76
2008-04-12,14,84.0,,0.84,11.76
2008-04-13,0,84.0,,0.84,0.0
2008-04-14,54,84.0,,0.84,45.36
2008-04-15,44,84.0,,0.84,36.96
2008-04-16,46,84.0,,0.84,38.64
2008-04-17,19,84.0,,0.84,15.959999999999999
2008-04-18,50,84.0,,0.84,42.0
2008-04-19,0,84.0,,0.84,0.0
2008-04-20,43,84.0,,0.84,36.12
2008-04-21,27,84.0,,0.84,22.68
2008-04-22,44,84.0,,0.84,36.96
2008-04-23,36,84.0,,0.84,30.24
2008-04-24,37,84.0,,0.84,31.08
2008-04-25,40,84.0,,0.84,33.6
2008-04-26,43,84.0,,0.84,36.12
2008-04-27,14,84.0,,0.84,11.76
2008-04-28,70,84.0,,0.84,58.8
2008-04-29,26,84.0,,0.84,21.84
2008-04-30,27,84.0,,0.84,22.68
2008-05-01,57,71.0,False,0.71,40.47
2008-05-02,37,71.0,,0.71,26.27
2008-05-03,18,71.0,,0.71,12.78
2008-05-04,52,71.0,,0.71,36.92
2008-05-05,70,71.0,,0.71,49.699999999999996
2008-05-06,76,71.0,,0.71,53.959999999999994
2008-05-07,70,71.0,,0.71,49.699999999999996
2008-05-08,61,71.0,,0.71,43.309999999999995
2008-05-09,31,71.0,,0.71,22.009999999999998
