date,deficit fiscal_unscaled,deficit fiscal_monthly,isPartial,scale,deficit fiscal
2018-04-07,0,61.0,,0.61,0.0
2018-04-08,38,61.0,,0.61,23.18
2018-04-09,64,61.0,,0.61,39.04
2018-04-10,0,61.0,,0.61,0.0
2018-04-11,98,61.0,,0.61,59.78
2018-04-12,65,61.0,,0.61,39.65
2018-04-13,100,61.0,,0.61,61.0
2018-04-14,0,61.0,,0.61,0.0
2018-04-15,38,61.0,,0.61,23.18
2018-04-16,31,61.0,,0.61,18.91
2018-04-17,32,61.0,,0.61,19.52
2018-04-18,96,61.0,,0.61,58.56
2018-04-19,65,61.0,,0.61,39.65
2018-04-20,0,61.0,,0.61,0.0
2018-04-21,0,61.0,,0.61,0.0
2018-04-22,0,61.0,,0.61,0.0
2018-04-23,95,61.0,,0.61,57.949999999999996
2018-04-24,32,61.0,,0.61,19.52
2018-04-25,63,61.0,,0.61,38.43
2018-04-26,97,61.0,,0.61,59.17
2018-04-27,33,61.0,,0.61,20.13
2018-04-28,40,61.0,,0.61,24.4
2018-04-29,39,61.0,,0.61,23.79
2018-04-30,32,61.0,,0.61,19.52
2018-05-01,39,46.0,False,0.46,17.94
2018-05-02,19,46.0,,0.46,8.74
2018-05-03,39,46.0,,0.46,17.94
2018-05-04,20,46.0,,0.46,9.200000000000001
2018-05-05,0,46.0,,0.46,0.0
2018-05-06,0,46.0,,0.46,0.0
2018-05-07,39,46.0,,0.46,17.94
2018-05-08,78,46.0,,0.46,35.88
2018-05-09,20,46.0,,0.46,9.200000000000001
2018-05-10,59,46.0,,0.46,27.14
2018-05-11,81,46.0,,0.46,37.260000000000005
2018-05-12,48,46.0,,0.46,22.080000000000002
2018-05-13,0,46.0,,0.46,0.0
2018-05-14,40,46.0,,0.46,18.400000000000002
2018-05-15,0,46.0,,0.46,0.0
2018-05-16,20,46.0,,0.46,9.200000000000001
2018-05-17,20,46.0,,0.46,9.200000000000001
2018-05-18,0,46.0,,0.46,0.0
2018-05-19,0,46.0,,0.46,0.0
2018-05-20,0,46.0,,0.46,0.0
2018-05-21,100,46.0,,0.46,46.0
2018-05-22,40,46.0,,0.46,18.400000000000002
2018-05-23,20,46.0,,0.46,9.200000000000001
2018-05-24,62,46.0,,0.46,28.52
2018-05-25,0,46.0,,0.46,0.0
2018-05-26,0,46.0,,0.46,0.0
2018-05-27,25,46.0,,0.46,11.5
2018-05-28,0,46.0,,0.46,0.0
2018-05-29,40,46.0,,0.46,18.400000000000002
2018-05-30,0,46.0,,0.46,0.0
2018-05-31,0,46.0,,0.46,0.0
2018-06-01,86,18.0,False,0.18,15.479999999999999
2018-06-02,0,18.0,,0.18,0.0
2018-06-03,34,18.0,,0.18,6.12
2018-06-04,28,18.0,,0.18,5.04
2018-06-05,0,18.0,,0.18,0.0
2018-06-06,28,18.0,,0.18,5.04
2018-06-07,56,18.0,,0.18,10.08
2018-06-08,0,18.0,,0.18,0.0
2018-06-09,100,18.0,,0.18,18.0
2018-06-10,68,18.0,,0.18,12.24
2018-06-11,41,18.0,,0.18,7.38
2018-06-12,53,18.0,,0.18,9.54
2018-06-13,26,18.0,,0.18,4.68
2018-06-14,84,18.0,,0.18,15.12
2018-06-15,30,18.0,,0.18,5.3999999999999995
2018-06-16,0,18.0,,0.18,0.0
2018-06-17,0,18.0,,0.18,0.0
2018-06-18,28,18.0,,0.18,5.04
2018-06-19,28,18.0,,0.18,5.04
2018-06-20,29,18.0,,0.18,5.22
2018-06-21,28,18.0,,0.18,5.04
2018-06-22,44,18.0,,0.18,7.92
2018-06-23,0,18.0,,0.18,0.0
2018-06-24,34,18.0,,0.18,6.12
2018-06-25,28,18.0,,0.18,5.04
2018-06-26,0,18.0,,0.18,0.0
2018-06-27,0,18.0,,0.18,0.0
2018-06-28,29,18.0,,0.18,5.22
2018-06-29,0,18.0,,0.18,0.0
2018-06-30,34,18.0,,0.18,6.12
2018-07-01,0,19.0,False,0.19,0.0
2018-07-02,0,19.0,,0.19,0.0
2018-07-03,53,19.0,,0.19,10.07
2018-07-04,0,19.0,,0.19,0.0
2018-07-05,0,19.0,,0.19,0.0
2018-07-06,70,19.0,,0.19,13.3
2018-07-07,80,19.0,,0.19,15.2
2018-07-08,0,19.0,,0.19,0.0
2018-07-09,34,19.0,,0.19,6.46
2018-07-10,100,19.0,,0.19,19.0
2018-07-11,33,19.0,,0.19,6.2700000000000005
2018-07-12,54,19.0,,0.19,10.26
2018-07-13,36,19.0,,0.19,6.84
2018-07-14,0,19.0,,0.19,0.0
2018-07-15,80,19.0,,0.19,15.2
2018-07-16,0,19.0,,0.19,0.0
2018-07-17,35,19.0,,0.19,6.65
2018-07-18,53,19.0,,0.19,10.07
2018-07-19,36,19.0,,0.19,6.84
2018-07-20,0,19.0,,0.19,0.0
2018-07-21,0,19.0,,0.19,0.0
2018-07-22,41,19.0,,0.19,7.79
2018-07-23,0,19.0,,0.19,0.0
2018-07-24,69,19.0,,0.19,13.11
2018-07-25,68,19.0,,0.19,12.92
2018-07-26,0,19.0,,0.19,0.0
2018-07-27,36,19.0,,0.19,6.84
2018-07-28,0,19.0,,0.19,0.0
2018-07-29,42,19.0,,0.19,7.98
2018-07-30,35,19.0,,0.19,6.65
2018-07-31,0,19.0,,0.19,0.0
2018-08-01,50,16.0,False,0.16,8.0
2018-08-02,49,16.0,,0.16,7.84
2018-08-03,51,16.0,,0.16,8.16
2018-08-04,58,16.0,,0.16,9.28
2018-08-05,58,16.0,,0.16,9.28
2018-08-06,0,16.0,,0.16,0.0
2018-08-07,74,16.0,,0.16,11.84
2018-08-08,50,16.0,,0.16,8.0
2018-08-09,0,16.0,,0.16,0.0
2018-08-10,0,16.0,,0.16,0.0
2018-08-11,0,16.0,,0.16,0.0
2018-08-12,0,16.0,,0.16,0.0
2018-08-13,50,16.0,,0.16,8.0
2018-08-14,0,16.0,,0.16,0.0
2018-08-15,51,16.0,,0.16,8.16
2018-08-16,0,16.0,,0.16,0.0
2018-08-17,0,16.0,,0.16,0.0
2018-08-18,0,16.0,,0.16,0.0
2018-08-19,59,16.0,,0.16,9.44
2018-08-20,51,16.0,,0.16,8.16
2018-08-21,50,16.0,,0.16,8.0
2018-08-22,0,16.0,,0.16,0.0
2018-08-23,0,16.0,,0.16,0.0
2018-08-24,0,16.0,,0.16,0.0
2018-08-25,0,16.0,,0.16,0.0
2018-08-26,0,16.0,,0.16,0.0
2018-08-27,74,16.0,,0.16,11.84
2018-08-28,0,16.0,,0.16,0.0
2018-08-29,0,16.0,,0.16,0.0
2018-08-30,49,16.0,,0.16,7.84
2018-08-31,100,16.0,,0.16,16.0
2018-09-01,0,21.0,False,0.21,0.0
2018-09-02,0,21.0,,0.21,0.0
2018-09-03,0,21.0,,0.21,0.0
2018-09-04,68,21.0,,0.21,14.28
2018-09-05,0,21.0,,0.21,0.0
2018-09-06,66,21.0,,0.21,13.86
2018-09-07,67,21.0,,0.21,14.07
2018-09-08,0,21.0,,0.21,0.0
2018-09-09,0,21.0,,0.21,0.0
2018-09-10,66,21.0,,0.21,13.86
2018-09-11,99,21.0,,0.21,20.79
2018-09-12,0,21.0,,0.21,0.0
2018-09-13,67,21.0,,0.21,14.07
2018-09-14,0,21.0,,0.21,0.0
2018-09-15,0,21.0,,0.21,0.0
2018-09-16,0,21.0,,0.21,0.0
2018-09-17,67,21.0,,0.21,14.07
2018-09-18,0,21.0,,0.21,0.0
2018-09-19,67,21.0,,0.21,14.07
2018-09-20,68,21.0,,0.21,14.28
2018-09-21,0,21.0,,0.21,0.0
2018-09-22,0,21.0,,0.21,0.0
2018-09-23,79,21.0,,0.21,16.59
2018-09-24,68,21.0,,0.21,14.28
2018-09-25,67,21.0,,0.21,14.07
2018-09-26,100,21.0,,0.21,21.0
2018-09-27,0,21.0,,0.21,0.0
2018-09-28,0,21.0,,0.21,0.0
2018-09-29,82,21.0,,0.21,17.22
2018-09-30,0,21.0,,0.21,0.0
2018-10-01,23,33.0,False,0.33,7.590000000000001
2018-10-02,46,33.0,,0.33,15.180000000000001
2018-10-03,23,33.0,,0.33,7.590000000000001
2018-10-04,24,33.0,,0.33,7.92
2018-10-05,0,33.0,,0.33,0.0
2018-10-06,0,33.0,,0.33,0.0
2018-10-07,0,33.0,,0.33,0.0
2018-10-08,24,33.0,,0.33,7.92
2018-10-09,35,33.0,,0.33,11.55
2018-10-10,36,33.0,,0.33,11.88
2018-10-11,0,33.0,,0.33,0.0
2018-10-12,25,33.0,,0.33,8.25
2018-10-13,29,33.0,,0.33,9.57
2018-10-14,58,33.0,,0.33,19.14
2018-10-15,24,33.0,,0.33,7.92
2018-10-16,24,33.0,,0.33,7.92
2018-10-17,60,33.0,,0.33,19.8
2018-10-18,49,33.0,,0.33,16.17
2018-10-19,25,33.0,,0.33,8.25
2018-10-20,71,33.0,,0.33,23.43
2018-10-21,29,33.0,,0.33,9.57
2018-10-22,60,33.0,,0.33,19.8
2018-10-23,36,33.0,,0.33,11.88
2018-10-24,23,33.0,,0.33,7.590000000000001
2018-10-25,24,33.0,,0.33,7.92
2018-10-26,100,33.0,,0.33,33.0
2018-10-27,57,33.0,,0.33,18.810000000000002
2018-10-28,57,33.0,,0.33,18.810000000000002
2018-10-29,0,33.0,,0.33,0.0
2018-10-30,60,33.0,,0.33,19.8
2018-10-31,0,33.0,,0.33,0.0
2018-11-01,22,60.0,False,0.6,13.2
2018-11-02,0,60.0,,0.6,0.0
2018-11-03,25,60.0,,0.6,15.0
2018-11-04,72,60.0,,0.6,43.199999999999996
2018-11-05,68,60.0,,0.6,40.8
2018-11-06,31,60.0,,0.6,18.599999999999998
2018-11-07,37,60.0,,0.6,22.2
2018-11-08,20,60.0,,0.6,12.0
2018-11-09,21,60.0,,0.6,12.6
2018-11-10,62,60.0,,0.6,37.199999999999996
2018-11-11,37,60.0,,0.6,22.2
2018-11-12,52,60.0,,0.6,31.2
2018-11-13,72,60.0,,0.6,43.199999999999996
2018-11-14,42,60.0,,0.6,25.2
2018-11-15,21,60.0,,0.6,12.6
2018-11-16,43,60.0,,0.6,25.8
2018-11-17,100,60.0,,0.6,60.0
2018-11-18,50,60.0,,0.6,30.0
2018-11-19,43,60.0,,0.6,25.8
2018-11-20,43,60.0,,0.6,25.8
2018-11-21,46,60.0,,0.6,27.599999999999998
2018-11-22,0,60.0,,0.6,0.0
2018-11-23,23,60.0,,0.6,13.799999999999999
2018-11-24,0,60.0,,0.6,0.0
2018-11-25,48,60.0,,0.6,28.799999999999997
2018-11-26,19,60.0,,0.6,11.4
2018-11-27,40,60.0,,0.6,24.0
2018-11-28,51,60.0,,0.6,30.599999999999998
2018-11-29,41,60.0,,0.6,24.599999999999998
2018-11-30,40,60.0,,0.6,24.0
2018-12-01,58,41.0,False,0.41,23.779999999999998
2018-12-02,19,41.0,,0.41,7.789999999999999
2018-12-03,0,41.0,,0.41,0.0
2018-12-04,32,41.0,,0.41,13.12
2018-12-05,0,41.0,,0.41,0.0
2018-12-06,33,41.0,,0.41,13.53
2018-12-07,34,41.0,,0.41,13.94
2018-12-08,0,41.0,,0.41,0.0
2018-12-09,19,41.0,,0.41,7.789999999999999
2018-12-10,100,41.0,,0.41,41.0
2018-12-11,33,41.0,,0.41,13.53
2018-12-12,17,41.0,,0.41,6.97
2018-12-13,67,41.0,,0.41,27.47
2018-12-14,16,41.0,,0.41,6.56
2018-12-15,20,41.0,,0.41,8.2
2018-12-16,0,41.0,,0.41,0.0
2018-12-17,46,41.0,,0.41,18.86
2018-12-18,16,41.0,,0.41,6.56
2018-12-19,17,41.0,,0.41,6.97
2018-12-20,18,41.0,,0.41,7.38
2018-12-21,0,41.0,,0.41,0.0
2018-12-22,0,41.0,,0.41,0.0
2018-12-23,0,41.0,,0.41,0.0
2018-12-24,0,41.0,,0.41,0.0
2018-12-25,0,41.0,,0.41,0.0
2018-12-26,0,41.0,,0.41,0.0
2018-12-27,0,41.0,,0.41,0.0
2018-12-28,36,41.0,,0.41,14.76
2018-12-29,0,41.0,,0.41,0.0
2018-12-30,0,41.0,,0.41,0.0
2018-12-31,0,41.0,,0.41,0.0
2019-01-01,0,21.0,False,0.21,0.0
2019-01-02,49,21.0,,0.21,10.29
2019-01-03,0,21.0,,0.21,0.0
2019-01-04,0,21.0,,0.21,0.0
2019-01-05,0,21.0,,0.21,0.0
2019-01-06,53,21.0,,0.21,11.129999999999999
2019-01-07,0,21.0,,0.21,0.0
2019-01-08,46,21.0,,0.21,9.66
2019-01-09,46,21.0,,0.21,9.66
2019-01-10,45,21.0,,0.21,9.45
2019-01-11,47,21.0,,0.21,9.87
2019-01-12,54,21.0,,0.21,11.34
2019-01-13,0,21.0,,0.21,0.0
2019-01-14,0,21.0,,0.21,0.0
2019-01-15,45,21.0,,0.21,9.45
2019-01-16,90,21.0,,0.21,18.9
2019-01-17,89,21.0,,0.21,18.689999999999998
2019-01-18,46,21.0,,0.21,9.66
2019-01-19,53,21.0,,0.21,11.129999999999999
2019-01-20,100,21.0,,0.21,21.0
2019-01-21,47,21.0,,0.21,9.87
2019-01-22,44,21.0,,0.21,9.24
2019-01-23,89,21.0,,0.21,18.689999999999998
2019-01-24,44,21.0,,0.21,9.24
2019-01-25,0,21.0,,0.21,0.0
2019-01-26,0,21.0,,0.21,0.0
2019-01-27,54,21.0,,0.21,11.34
2019-01-28,0,21.0,,0.21,0.0
2019-01-29,44,21.0,,0.21,9.24
2019-01-30,0,21.0,,0.21,0.0
2019-01-31,90,21.0,,0.21,18.9
2019-02-01,68,23.0,False,0.23,15.64
2019-02-02,40,23.0,,0.23,9.200000000000001
2019-02-03,39,23.0,,0.23,8.97
2019-02-04,0,23.0,,0.23,0.0
2019-02-05,83,23.0,,0.23,19.09
2019-02-06,0,23.0,,0.23,0.0
2019-02-07,65,23.0,,0.23,14.950000000000001
2019-02-08,68,23.0,,0.23,15.64
2019-02-09,0,23.0,,0.23,0.0
2019-02-10,0,23.0,,0.23,0.0
2019-02-11,32,23.0,,0.23,7.36
2019-02-12,0,23.0,,0.23,0.0
2019-02-13,100,23.0,,0.23,23.0
2019-02-14,0,23.0,,0.23,0.0
2019-02-15,53,23.0,,0.23,12.190000000000001
2019-02-16,0,23.0,,0.23,0.0
2019-02-17,0,23.0,,0.23,0.0
2019-02-18,0,23.0,,0.23,0.0
2019-02-19,33,23.0,,0.23,7.590000000000001
2019-02-20,34,23.0,,0.23,7.82
2019-02-21,68,23.0,,0.23,15.64
2019-02-22,34,23.0,,0.23,7.82
2019-02-23,0,23.0,,0.23,0.0
2019-02-24,0,23.0,,0.23,0.0
2019-02-25,32,23.0,,0.23,7.36
2019-02-26,34,23.0,,0.23,7.82
2019-02-27,33,23.0,,0.23,7.590000000000001
2019-02-28,67,23.0,,0.23,15.41
2019-03-01,0,29.0,False,0.29,0.0
2019-03-02,41,29.0,,0.29,11.889999999999999
2019-03-03,41,29.0,,0.29,11.889999999999999
2019-03-04,0,29.0,,0.29,0.0
2019-03-05,70,29.0,,0.29,20.299999999999997
2019-03-06,68,29.0,,0.29,19.72
2019-03-07,88,29.0,,0.29,25.52
2019-03-08,73,29.0,,0.29,21.169999999999998
2019-03-09,0,29.0,,0.29,0.0
2019-03-10,43,29.0,,0.29,12.469999999999999
2019-03-11,72,29.0,,0.29,20.88
2019-03-12,36,29.0,,0.29,10.44
2019-03-13,36,29.0,,0.29,10.44
2019-03-14,36,29.0,,0.29,10.44
2019-03-15,36,29.0,,0.29,10.44
2019-03-16,85,29.0,,0.29,24.65
2019-03-17,0,29.0,,0.29,0.0
2019-03-18,0,29.0,,0.29,0.0
2019-03-19,72,29.0,,0.29,20.88
2019-03-20,74,29.0,,0.29,21.459999999999997
2019-03-21,36,29.0,,0.29,10.44
2019-03-22,37,29.0,,0.29,10.729999999999999
2019-03-23,0,29.0,,0.29,0.0
2019-03-24,100,29.0,,0.29,28.999999999999996
2019-03-25,54,29.0,,0.29,15.659999999999998
2019-03-26,92,29.0,,0.29,26.68
2019-03-27,56,29.0,,0.29,16.24
2019-03-28,36,29.0,,0.29,10.44
2019-03-29,74,29.0,,0.29,21.459999999999997
2019-03-30,65,29.0,,0.29,18.849999999999998
2019-03-31,85,29.0,,0.29,24.65
2019-04-01,23,41.0,False,0.41,9.43
2019-04-02,60,41.0,,0.41,24.599999999999998
2019-04-03,0,41.0,,0.41,0.0
2019-04-04,36,41.0,,0.41,14.76
2019-04-05,0,41.0,,0.41,0.0
2019-04-06,0,41.0,,0.41,0.0
2019-04-07,59,41.0,,0.41,24.189999999999998
2019-04-08,24,41.0,,0.41,9.84
2019-04-09,24,41.0,,0.41,9.84
2019-04-10,72,41.0,,0.41,29.52
2019-04-11,24,41.0,,0.41,9.84
2019-04-12,62,41.0,,0.41,25.419999999999998
2019-04-13,59,41.0,,0.41,24.189999999999998
2019-04-14,43,41.0,,0.41,17.63
2019-04-15,36,41.0,,0.41,14.76
2019-04-16,73,41.0,,0.41,29.93
2019-04-17,37,41.0,,0.41,15.17
2019-04-18,100,41.0,,0.41,41.0
2019-04-19,26,41.0,,0.41,10.66
2019-04-20,30,41.0,,0.41,12.299999999999999
2019-04-21,32,41.0,,0.41,13.12
2019-04-22,64,41.0,,0.41,26.24
2019-04-23,49,41.0,,0.41,20.09
2019-04-24,24,41.0,,0.41,9.84
2019-04-25,48,41.0,,0.41,19.68
2019-04-26,49,41.0,,0.41,20.09
2019-04-27,0,41.0,,0.41,0.0
2019-04-28,59,41.0,,0.41,24.189999999999998
2019-04-29,60,41.0,,0.41,24.599999999999998
2019-04-30,94,41.0,,0.41,38.54
2019-05-01,32,40.0,False,0.4,12.8
2019-05-02,47,40.0,,0.4,18.8
2019-05-03,100,40.0,,0.4,40.0
2019-05-04,39,40.0,,0.4,15.600000000000001
2019-05-05,39,40.0,,0.4,15.600000000000001
2019-05-06,64,40.0,,0.4,25.6
2019-05-07,64,40.0,,0.4,25.6
2019-05-08,65,40.0,,0.4,26.0
2019-05-09,32,40.0,,0.4,12.8
2019-05-10,34,40.0,,0.4,13.600000000000001
2019-05-11,0,40.0,,0.4,0.0
2019-05-12,40,40.0,,0.4,16.0
2019-05-13,0,40.0,,0.4,0.0
2019-05-14,50,40.0,,0.4,20.0
2019-05-15,33,40.0,,0.4,13.200000000000001
2019-05-16,33,40.0,,0.4,13.200000000000001
2019-05-17,34,40.0,,0.4,13.600000000000001
2019-05-18,0,40.0,,0.4,0.0
2019-05-19,40,40.0,,0.4,16.0
2019-05-20,83,40.0,,0.4,33.2
2019-05-21,66,40.0,,0.4,26.400000000000002
2019-05-22,33,40.0,,0.4,13.200000000000001
2019-05-23,51,40.0,,0.4,20.400000000000002
2019-05-24,52,40.0,,0.4,20.8
2019-05-25,0,40.0,,0.4,0.0
2019-05-26,0,40.0,,0.4,0.0
2019-05-27,0,40.0,,0.4,0.0
2019-05-28,33,40.0,,0.4,13.200000000000001
2019-05-29,0,40.0,,0.4,0.0
2019-05-30,33,40.0,,0.4,13.200000000000001
2019-05-31,51,40.0,,0.4,20.400000000000002
2019-06-01,0,24.0,False,0.24,0.0
2019-06-02,58,24.0,,0.24,13.92
2019-06-03,50,24.0,,0.24,12.0
2019-06-04,51,24.0,,0.24,12.24
2019-06-05,50,24.0,,0.24,12.0
2019-06-06,100,24.0,,0.24,24.0
2019-06-07,52,24.0,,0.24,12.48
2019-06-08,61,24.0,,0.24,14.639999999999999
2019-06-09,61,24.0,,0.24,14.639999999999999
2019-06-10,50,24.0,,0.24,12.0
2019-06-11,50,24.0,,0.24,12.0
2019-06-12,52,24.0,,0.24,12.48
2019-06-13,51,24.0,,0.24,12.24
2019-06-14,51,24.0,,0.24,12.24
2019-06-15,60,24.0,,0.24,14.399999999999999
2019-06-16,60,24.0,,0.24,14.399999999999999
2019-06-17,51,24.0,,0.24,12.24
2019-06-18,51,24.0,,0.24,12.24
2019-06-19,0,24.0,,0.24,0.0
2019-06-20,51,24.0,,0.24,12.24
2019-06-21,0,24.0,,0.24,0.0
2019-06-22,0,24.0,,0.24,0.0
2019-06-23,0,24.0,,0.24,0.0
2019-06-24,78,24.0,,0.24,18.72
2019-06-25,52,24.0,,0.24,12.48
2019-06-26,52,24.0,,0.24,12.48
2019-06-27,51,24.0,,0.24,12.24
2019-06-28,54,24.0,,0.24,12.959999999999999
2019-06-29,0,24.0,,0.24,0.0
2019-06-30,61,24.0,,0.24,14.639999999999999
2019-07-01,0,15.0,False,0.15,0.0
2019-07-02,0,15.0,,0.15,0.0
2019-07-03,86,15.0,,0.15,12.9
2019-07-04,0,15.0,,0.15,0.0
2019-07-05,0,15.0,,0.15,0.0
2019-07-06,48,15.0,,0.15,7.199999999999999
2019-07-07,47,15.0,,0.15,7.05
2019-07-08,0,15.0,,0.15,0.0
2019-07-09,0,15.0,,0.15,0.0
2019-07-10,0,15.0,,0.15,0.0
2019-07-11,42,15.0,,0.15,6.3
2019-07-12,44,15.0,,0.15,6.6
2019-07-13,100,15.0,,0.15,15.0
2019-07-14,0,15.0,,0.15,0.0
2019-07-15,41,15.0,,0.15,6.1499999999999995
2019-07-16,42,15.0,,0.15,6.3
2019-07-17,83,15.0,,0.15,12.45
2019-07-18,64,15.0,,0.15,9.6
2019-07-19,44,15.0,,0.15,6.6
2019-07-20,49,15.0,,0.15,7.35
2019-07-21,50,15.0,,0.15,7.5
2019-07-22,85,15.0,,0.15,12.75
2019-07-23,0,15.0,,0.15,0.0
2019-07-24,45,15.0,,0.15,6.75
2019-07-25,44,15.0,,0.15,6.6
2019-07-26,0,15.0,,0.15,0.0
2019-07-27,0,15.0,,0.15,0.0
2019-07-28,0,15.0,,0.15,0.0
2019-07-29,43,15.0,,0.15,6.45
2019-07-30,0,15.0,,0.15,0.0
2019-07-31,43,15.0,,0.15,6.45
2019-08-01,33,15.0,False,0.15,4.95
2019-08-02,0,15.0,,0.15,0.0
2019-08-03,38,15.0,,0.15,5.7
2019-08-04,75,15.0,,0.15,11.25
2019-08-05,100,15.0,,0.15,15.0
2019-08-06,0,15.0,,0.15,0.0
2019-08-07,0,15.0,,0.15,0.0
2019-08-08,34,15.0,,0.15,5.1
2019-08-09,0,15.0,,0.15,0.0
2019-08-10,0,15.0,,0.15,0.0
2019-08-11,38,15.0,,0.15,5.7
2019-08-12,0,15.0,,0.15,0.0
2019-08-13,32,15.0,,0.15,4.8
2019-08-14,0,15.0,,0.15,0.0
2019-08-15,32,15.0,,0.15,4.8
2019-08-16,65,15.0,,0.15,9.75
2019-08-17,37,15.0,,0.15,5.55
2019-08-18,0,15.0,,0.15,0.0
2019-08-19,0,15.0,,0.15,0.0
2019-08-20,31,15.0,,0.15,4.6499999999999995
2019-08-21,32,15.0,,0.15,4.8
2019-08-22,0,15.0,,0.15,0.0
2019-08-23,64,15.0,,0.15,9.6
2019-08-24,0,15.0,,0.15,0.0
2019-08-25,0,15.0,,0.15,0.0
2019-08-26,31,15.0,,0.15,4.6499999999999995
2019-08-27,0,15.0,,0.15,0.0
2019-08-28,0,15.0,,0.15,0.0
2019-08-29,31,15.0,,0.15,4.6499999999999995
2019-08-30,30,15.0,,0.15,4.5
2019-08-31,0,15.0,,0.15,0.0
2019-09-01,0,14.0,False,0.14,0.0
2019-09-02,47,14.0,,0.14,6.580000000000001
2019-09-03,41,14.0,,0.14,5.74
2019-09-04,0,14.0,,0.14,0.0
2019-09-05,0,14.0,,0.14,0.0
2019-09-06,42,14.0,,0.14,5.880000000000001
2019-09-07,49,14.0,,0.14,6.86
2019-09-08,0,14.0,,0.14,0.0
2019-09-09,42,14.0,,0.14,5.880000000000001
2019-09-10,42,14.0,,0.14,5.880000000000001
2019-09-11,41,14.0,,0.14,5.74
2019-09-12,42,14.0,,0.14,5.880000000000001
2019-09-13,42,14.0,,0.14,5.880000000000001
2019-09-14,0,14.0,,0.14,0.0
2019-09-15,48,14.0,,0.14,6.720000000000001
2019-09-16,0,14.0,,0.14,0.0
2019-09-17,0,14.0,,0.14,0.0
2019-09-18,0,14.0,,0.14,0.0
2019-09-19,63,14.0,,0.14,8.82
2019-09-20,0,14.0,,0.14,0.0
2019-09-21,0,14.0,,0.14,0.0
2019-09-22,48,14.0,,0.14,6.720000000000001
2019-09-23,0,14.0,,0.14,0.0
2019-09-24,42,14.0,,0.14,5.880000000000001
2019-09-25,42,14.0,,0.14,5.880000000000001
2019-09-26,84,14.0,,0.14,11.760000000000002
2019-09-27,43,14.0,,0.14,6.0200000000000005
2019-09-28,0,14.0,,0.14,0.0
2019-09-29,100,14.0,,0.14,14.000000000000002
2019-09-30,42,14.0,,0.14,5.880000000000001
2019-10-01,25,31.0,False,0.31,7.75
2019-10-02,100,31.0,,0.31,31.0
2019-10-03,25,31.0,,0.31,7.75
2019-10-04,0,31.0,,0.31,0.0
2019-10-05,30,31.0,,0.31,9.3
2019-10-06,60,31.0,,0.31,18.6
2019-10-07,25,31.0,,0.31,7.75
2019-10-08,51,31.0,,0.31,15.81
2019-10-09,52,31.0,,0.31,16.12
2019-10-10,0,31.0,,0.31,0.0
2019-10-11,0,31.0,,0.31,0.0
2019-10-12,31,31.0,,0.31,9.61
2019-10-13,30,31.0,,0.31,9.3
2019-10-14,0,31.0,,0.31,0.0
2019-10-15,25,31.0,,0.31,7.75
2019-10-16,77,31.0,,0.31,23.87
2019-10-17,26,31.0,,0.31,8.06
2019-10-18,26,31.0,,0.31,8.06
2019-10-19,0,31.0,,0.31,0.0
2019-10-20,29,31.0,,0.31,8.99
2019-10-21,24,31.0,,0.31,7.4399999999999995
2019-10-22,24,31.0,,0.31,7.4399999999999995
2019-10-23,62,31.0,,0.31,19.22
2019-10-24,50,31.0,,0.31,15.5
2019-10-25,26,31.0,,0.31,8.06
2019-10-26,0,31.0,,0.31,0.0
2019-10-27,0,31.0,,0.31,0.0
2019-10-28,49,31.0,,0.31,15.19
2019-10-29,63,31.0,,0.31,19.53
2019-10-30,25,31.0,,0.31,7.75
2019-10-31,26,31.0,,0.31,8.06
2019-11-01,52,47.0,False,0.47,24.439999999999998
2019-11-02,40,47.0,,0.47,18.799999999999997
2019-11-03,39,47.0,,0.47,18.33
2019-11-04,66,47.0,,0.47,31.02
2019-11-05,83,47.0,,0.47,39.01
2019-11-06,32,47.0,,0.47,15.04
2019-11-07,82,47.0,,0.47,38.54
2019-11-08,98,47.0,,0.47,46.059999999999995
2019-11-09,77,47.0,,0.47,36.19
2019-11-10,76,47.0,,0.47,35.72
2019-11-11,0,47.0,,0.47,0.0
2019-11-12,48,47.0,,0.47,22.56
2019-11-13,97,47.0,,0.47,45.589999999999996
2019-11-14,80,47.0,,0.47,37.599999999999994
2019-11-15,65,47.0,,0.47,30.549999999999997
2019-11-16,76,47.0,,0.47,35.72
2019-11-17,38,47.0,,0.47,17.86
2019-11-18,81,47.0,,0.47,38.07
2019-11-19,65,47.0,,0.47,30.549999999999997
2019-11-20,33,47.0,,0.47,15.51
2019-11-21,66,47.0,,0.47,31.02
2019-11-22,100,47.0,,0.47,47.0
2019-11-23,38,47.0,,0.47,17.86
2019-11-24,38,47.0,,0.47,17.86
2019-11-25,100,47.0,,0.47,47.0
2019-11-26,34,47.0,,0.47,15.979999999999999
2019-11-27,35,47.0,,0.47,16.45
2019-11-28,38,47.0,,0.47,17.86
2019-11-29,36,47.0,,0.47,16.919999999999998
2019-11-30,37,47.0,,0.47,17.39
2019-12-01,0,29.0,False,0.29,0.0
2019-12-02,59,29.0,,0.29,17.11
2019-12-03,48,29.0,,0.29,13.919999999999998
2019-12-04,37,29.0,,0.29,10.729999999999999
2019-12-05,74,29.0,,0.29,21.459999999999997
2019-12-06,100,29.0,,0.29,28.999999999999996
2019-12-07,59,29.0,,0.29,17.11
2019-12-08,58,29.0,,0.29,16.82
2019-12-09,100,29.0,,0.29,28.999999999999996
