date,cost center_unscaled,cost center_monthly,isPartial,scale,cost center
2006-09-11,83,32.0,,0.32,26.560000000000002
2006-09-12,81,32.0,,0.32,25.92
2006-09-13,20,32.0,,0.32,6.4
2006-09-14,41,32.0,,0.32,13.120000000000001
2006-09-15,0,32.0,,0.32,0.0
2006-09-16,33,32.0,,0.32,10.56
2006-09-17,32,32.0,,0.32,10.24
2006-09-18,0,32.0,,0.32,0.0
2006-09-19,20,32.0,,0.32,6.4
2006-09-20,61,32.0,,0.32,19.52
2006-09-21,21,32.0,,0.32,6.72
2006-09-22,43,32.0,,0.32,13.76
2006-09-23,0,32.0,,0.32,0.0
2006-09-24,0,32.0,,0.32,0.0
2006-09-25,20,32.0,,0.32,6.4
2006-09-26,40,32.0,,0.32,12.8
2006-09-27,0,32.0,,0.32,0.0
2006-09-28,41,32.0,,0.32,13.120000000000001
2006-09-29,22,32.0,,0.32,7.04
2006-09-30,0,32.0,,0.32,0.0
2006-10-01,0,37.0,False,0.37,0.0
2006-10-02,80,37.0,,0.37,29.6
2006-10-03,26,37.0,,0.37,9.62
2006-10-04,0,37.0,,0.37,0.0
2006-10-05,0,37.0,,0.37,0.0
2006-10-06,0,37.0,,0.37,0.0
2006-10-07,0,37.0,,0.37,0.0
2006-10-08,86,37.0,,0.37,31.82
2006-10-09,28,37.0,,0.37,10.36
2006-10-10,52,37.0,,0.37,19.24
2006-10-11,52,37.0,,0.37,19.24
2006-10-12,0,37.0,,0.37,0.0
2006-10-13,85,37.0,,0.37,31.45
2006-10-14,42,37.0,,0.37,15.54
2006-10-15,41,37.0,,0.37,15.17
2006-10-16,52,37.0,,0.37,19.24
2006-10-17,100,37.0,,0.37,37.0
2006-10-18,0,37.0,,0.37,0.0
2006-10-19,53,37.0,,0.37,19.61
2006-10-20,28,37.0,,0.37,10.36
2006-10-21,42,37.0,,0.37,15.54
2006-10-22,0,37.0,,0.37,0.0
2006-10-23,77,37.0,,0.37,28.49
2006-10-24,0,37.0,,0.37,0.0
2006-10-25,77,37.0,,0.37,28.49
2006-10-26,0,37.0,,0.37,0.0
2006-10-27,28,37.0,,0.37,10.36
2006-10-28,0,37.0,,0.37,0.0
2006-10-29,83,37.0,,0.37,30.71
2006-10-30,26,37.0,,0.37,9.62
2006-10-31,26,37.0,,0.37,9.62
2006-11-01,22,38.0,False,0.38,8.36
2006-11-02,41,38.0,,0.38,15.58
2006-11-03,22,38.0,,0.38,8.36
2006-11-04,62,38.0,,0.38,23.56
2006-11-05,0,38.0,,0.38,0.0
2006-11-06,40,38.0,,0.38,15.2
2006-11-07,0,38.0,,0.38,0.0
2006-11-08,19,38.0,,0.38,7.22
2006-11-09,62,38.0,,0.38,23.56
2006-11-10,45,38.0,,0.38,17.1
2006-11-11,93,38.0,,0.38,35.34
2006-11-12,0,38.0,,0.38,0.0
2006-11-13,100,38.0,,0.38,38.0
2006-11-14,58,38.0,,0.38,22.04
2006-11-15,39,38.0,,0.38,14.82
2006-11-16,40,38.0,,0.38,15.2
2006-11-17,42,38.0,,0.38,15.96
2006-11-18,62,38.0,,0.38,23.56
2006-11-19,0,38.0,,0.38,0.0
2006-11-20,59,38.0,,0.38,22.42
2006-11-21,20,38.0,,0.38,7.6
2006-11-22,44,38.0,,0.38,16.72
2006-11-23,0,38.0,,0.38,0.0
2006-11-24,31,38.0,,0.38,11.78
2006-11-25,0,38.0,,0.38,0.0
2006-11-26,31,38.0,,0.38,11.78
2006-11-27,58,38.0,,0.38,22.04
2006-11-28,0,38.0,,0.38,0.0
2006-11-29,76,38.0,,0.38,28.88
2006-11-30,76,38.0,,0.38,28.88
2006-12-01,100,35.0,False,0.35,35.0
2006-12-02,29,35.0,,0.35,10.149999999999999
2006-12-03,57,35.0,,0.35,19.95
2006-12-04,37,35.0,,0.35,12.95
2006-12-05,0,35.0,,0.35,0.0
2006-12-06,0,35.0,,0.35,0.0
2006-12-07,39,35.0,,0.35,13.649999999999999
2006-12-08,40,35.0,,0.35,14.0
2006-12-09,57,35.0,,0.35,19.95
2006-12-10,29,35.0,,0.35,10.149999999999999
2006-12-11,94,35.0,,0.35,32.9
2006-12-12,18,35.0,,0.35,6.3
2006-12-13,38,35.0,,0.35,13.299999999999999
2006-12-14,0,35.0,,0.35,0.0
2006-12-15,42,35.0,,0.35,14.7
2006-12-16,30,35.0,,0.35,10.5
2006-12-17,0,35.0,,0.35,0.0
2006-12-18,20,35.0,,0.35,7.0
2006-12-19,81,35.0,,0.35,28.349999999999998
2006-12-20,62,35.0,,0.35,21.7
2006-12-21,22,35.0,,0.35,7.699999999999999
2006-12-22,0,35.0,,0.35,0.0
2006-12-23,0,35.0,,0.35,0.0
2006-12-24,0,35.0,,0.35,0.0
2006-12-25,42,35.0,,0.35,14.7
2006-12-26,55,35.0,,0.35,19.25
2006-12-27,0,35.0,,0.35,0.0
2006-12-28,68,35.0,,0.35,23.799999999999997
2006-12-29,24,35.0,,0.35,8.399999999999999
2006-12-30,0,35.0,,0.35,0.0
2006-12-31,0,35.0,,0.35,0.0
2007-01-01,32,48.0,False,0.48,15.36
2007-01-02,19,48.0,,0.48,9.12
2007-01-03,0,48.0,,0.48,0.0
2007-01-04,54,48.0,,0.48,25.919999999999998
2007-01-05,36,48.0,,0.48,17.28
2007-01-06,53,48.0,,0.48,25.439999999999998
2007-01-07,27,48.0,,0.48,12.959999999999999
2007-01-08,53,48.0,,0.48,25.439999999999998
2007-01-09,51,48.0,,0.48,24.48
2007-01-10,52,48.0,,0.48,24.96
2007-01-11,0,48.0,,0.48,0.0
2007-01-12,0,48.0,,0.48,0.0
2007-01-13,26,48.0,,0.48,12.48
2007-01-14,27,48.0,,0.48,12.959999999999999
2007-01-15,19,48.0,,0.48,9.12
2007-01-16,17,48.0,,0.48,8.16
2007-01-17,69,48.0,,0.48,33.12
2007-01-18,17,48.0,,0.48,8.16
2007-01-19,18,48.0,,0.48,8.64
2007-01-20,25,48.0,,0.48,12.0
2007-01-21,51,48.0,,0.48,24.48
2007-01-22,34,48.0,,0.48,16.32
2007-01-23,67,48.0,,0.48,32.16
2007-01-24,17,48.0,,0.48,8.16
2007-01-25,17,48.0,,0.48,8.16
2007-01-26,35,48.0,,0.48,16.8
2007-01-27,76,48.0,,0.48,36.48
2007-01-28,0,48.0,,0.48,0.0
2007-01-29,51,48.0,,0.48,24.48
2007-01-30,49,48.0,,0.48,23.52
2007-01-31,100,48.0,,0.48,48.0
2007-02-01,24,42.0,False,0.42,10.08
2007-02-02,96,42.0,,0.42,40.32
2007-02-03,0,42.0,,0.42,0.0
2007-02-04,0,42.0,,0.42,0.0
2007-02-05,24,42.0,,0.42,10.08
2007-02-06,46,42.0,,0.42,19.32
2007-02-07,0,42.0,,0.42,0.0
2007-02-08,46,42.0,,0.42,19.32
2007-02-09,0,42.0,,0.42,0.0
2007-02-10,35,42.0,,0.42,14.7
2007-02-11,0,42.0,,0.42,0.0
2007-02-12,23,42.0,,0.42,9.66
2007-02-13,22,42.0,,0.42,9.24
2007-02-14,70,42.0,,0.42,29.4
2007-02-15,48,42.0,,0.42,20.16
2007-02-16,99,42.0,,0.42,41.58
2007-02-17,0,42.0,,0.42,0.0
2007-02-18,36,42.0,,0.42,15.12
2007-02-19,50,42.0,,0.42,21.0
2007-02-20,23,42.0,,0.42,9.66
2007-02-21,0,42.0,,0.42,0.0
2007-02-22,24,42.0,,0.42,10.08
2007-02-23,49,42.0,,0.42,20.58
2007-02-24,0,42.0,,0.42,0.0
2007-02-25,100,42.0,,0.42,42.0
2007-02-26,0,42.0,,0.42,0.0
2007-02-27,45,42.0,,0.42,18.9
2007-02-28,67,42.0,,0.42,28.14
2007-03-01,21,46.0,False,0.46,9.66
2007-03-02,11,46.0,,0.46,5.0600000000000005
2007-03-03,47,46.0,,0.46,21.62
2007-03-04,0,46.0,,0.46,0.0
2007-03-05,22,46.0,,0.46,10.120000000000001
2007-03-06,31,46.0,,0.46,14.26
2007-03-07,10,46.0,,0.46,4.6000000000000005
2007-03-08,21,46.0,,0.46,9.66
2007-03-09,56,46.0,,0.46,25.76
2007-03-10,16,46.0,,0.46,7.36
2007-03-11,0,46.0,,0.46,0.0
2007-03-12,22,46.0,,0.46,10.120000000000001
2007-03-13,11,46.0,,0.46,5.0600000000000005
2007-03-14,22,46.0,,0.46,10.120000000000001
2007-03-15,33,46.0,,0.46,15.180000000000001
2007-03-16,11,46.0,,0.46,5.0600000000000005
2007-03-17,33,46.0,,0.46,15.180000000000001
2007-03-18,0,46.0,,0.46,0.0
2007-03-19,0,46.0,,0.46,0.0
2007-03-20,11,46.0,,0.46,5.0600000000000005
2007-03-21,32,46.0,,0.46,14.72
2007-03-22,66,46.0,,0.46,30.360000000000003
2007-03-23,23,46.0,,0.46,10.58
2007-03-24,33,46.0,,0.46,15.180000000000001
2007-03-25,100,46.0,,0.46,46.0
2007-03-26,53,46.0,,0.46,24.380000000000003
2007-03-27,21,46.0,,0.46,9.66
2007-03-28,10,46.0,,0.46,4.6000000000000005
2007-03-29,0,46.0,,0.46,0.0
2007-03-30,11,46.0,,0.46,5.0600000000000005
2007-03-31,17,46.0,,0.46,7.82
2007-04-01,0,48.0,False,0.48,0.0
2007-04-02,0,48.0,,0.48,0.0
2007-04-03,16,48.0,,0.48,7.68
2007-04-04,49,48.0,,0.48,23.52
2007-04-05,17,48.0,,0.48,8.16
2007-04-06,37,48.0,,0.48,17.759999999999998
2007-04-07,25,48.0,,0.48,12.0
2007-04-08,27,48.0,,0.48,12.959999999999999
2007-04-09,48,48.0,,0.48,23.04
2007-04-10,79,48.0,,0.48,37.92
2007-04-11,0,48.0,,0.48,0.0
2007-04-12,16,48.0,,0.48,7.68
2007-04-13,17,48.0,,0.48,8.16
2007-04-14,48,48.0,,0.48,23.04
2007-04-15,0,48.0,,0.48,0.0
2007-04-16,15,48.0,,0.48,7.199999999999999
2007-04-17,15,48.0,,0.48,7.199999999999999
2007-04-18,62,48.0,,0.48,29.759999999999998
2007-04-19,48,48.0,,0.48,23.04
2007-04-20,17,48.0,,0.48,8.16
2007-04-21,26,48.0,,0.48,12.48
2007-04-22,51,48.0,,0.48,24.48
2007-04-23,63,48.0,,0.48,30.24
2007-04-24,15,48.0,,0.48,7.199999999999999
2007-04-25,15,48.0,,0.48,7.199999999999999
2007-04-26,63,48.0,,0.48,30.24
2007-04-27,100,48.0,,0.48,48.0
2007-04-28,25,48.0,,0.48,12.0
2007-04-29,25,48.0,,0.48,12.0
2007-04-30,16,48.0,,0.48,7.68
2007-05-01,45,49.0,False,0.49,22.05
2007-05-02,90,49.0,,0.49,44.1
2007-05-03,47,49.0,,0.49,23.03
2007-05-04,16,49.0,,0.49,7.84
2007-05-05,69,49.0,,0.49,33.81
2007-05-06,23,49.0,,0.49,11.27
2007-05-07,14,49.0,,0.49,6.859999999999999
2007-05-08,43,49.0,,0.49,21.07
2007-05-09,43,49.0,,0.49,21.07
2007-05-10,45,49.0,,0.49,22.05
2007-05-11,16,49.0,,0.49,7.84
2007-05-12,0,49.0,,0.49,0.0
2007-05-13,25,49.0,,0.49,12.25
2007-05-14,73,49.0,,0.49,35.769999999999996
2007-05-15,0,49.0,,0.49,0.0
2007-05-16,29,49.0,,0.49,14.209999999999999
2007-05-17,44,49.0,,0.49,21.56
2007-05-18,16,49.0,,0.49,7.84
2007-05-19,47,49.0,,0.49,23.03
2007-05-20,0,49.0,,0.49,0.0
2007-05-21,58,49.0,,0.49,28.419999999999998
2007-05-22,14,49.0,,0.49,6.859999999999999
2007-05-23,15,49.0,,0.49,7.35
2007-05-24,15,49.0,,0.49,7.35
2007-05-25,100,49.0,,0.49,49.0
2007-05-26,25,49.0,,0.49,12.25
2007-05-27,52,49.0,,0.49,25.48
2007-05-28,66,49.0,,0.49,32.339999999999996
2007-05-29,57,49.0,,0.49,27.93
2007-05-30,58,49.0,,0.49,28.419999999999998
2007-05-31,0,49.0,,0.49,0.0
2007-06-01,21,44.0,False,0.44,9.24
2007-06-02,62,44.0,,0.44,27.28
2007-06-03,61,44.0,,0.44,26.84
2007-06-04,57,44.0,,0.44,25.080000000000002
2007-06-05,57,44.0,,0.44,25.080000000000002
2007-06-06,100,44.0,,0.44,44.0
2007-06-07,0,44.0,,0.44,0.0
2007-06-08,22,44.0,,0.44,9.68
2007-06-09,31,44.0,,0.44,13.64
2007-06-10,0,44.0,,0.44,0.0
2007-06-11,40,44.0,,0.44,17.6
2007-06-12,78,44.0,,0.44,34.32
2007-06-13,20,44.0,,0.44,8.8
2007-06-14,20,44.0,,0.44,8.8
2007-06-15,90,44.0,,0.44,39.6
2007-06-16,0,44.0,,0.44,0.0
2007-06-17,37,44.0,,0.44,16.28
2007-06-18,21,44.0,,0.44,9.24
2007-06-19,64,44.0,,0.44,28.16
2007-06-20,22,44.0,,0.44,9.68
2007-06-21,45,44.0,,0.44,19.8
2007-06-22,22,44.0,,0.44,9.68
2007-06-23,32,44.0,,0.44,14.08
2007-06-24,97,44.0,,0.44,42.68
2007-06-25,60,44.0,,0.44,26.4
2007-06-26,59,44.0,,0.44,25.96
2007-06-27,59,44.0,,0.44,25.96
2007-06-28,0,44.0,,0.44,0.0
2007-06-29,0,44.0,,0.44,0.0
2007-06-30,0,44.0,,0.44,0.0
2007-07-01,37,47.0,False,0.47,17.39
2007-07-02,62,47.0,,0.47,29.139999999999997
2007-07-03,23,47.0,,0.47,10.809999999999999
2007-07-04,100,47.0,,0.47,47.0
2007-07-05,33,47.0,,0.47,15.51
2007-07-06,16,47.0,,0.47,7.52
2007-07-07,0,47.0,,0.47,0.0
2007-07-08,35,47.0,,0.47,16.45
2007-07-09,29,47.0,,0.47,13.629999999999999
2007-07-10,29,47.0,,0.47,13.629999999999999
2007-07-11,73,47.0,,0.47,34.309999999999995
2007-07-12,23,47.0,,0.47,10.809999999999999
2007-07-13,24,47.0,,0.47,11.28
2007-07-14,23,47.0,,0.47,10.809999999999999
2007-07-15,23,47.0,,0.47,10.809999999999999
2007-07-16,15,47.0,,0.47,7.05
2007-07-17,43,47.0,,0.47,20.209999999999997
2007-07-18,15,47.0,,0.47,7.05
2007-07-19,45,47.0,,0.47,21.15
2007-07-20,32,47.0,,0.47,15.04
2007-07-21,48,47.0,,0.47,22.56
2007-07-22,24,47.0,,0.47,11.28
2007-07-23,29,47.0,,0.47,13.629999999999999
2007-07-24,44,47.0,,0.47,20.68
2007-07-25,45,47.0,,0.47,21.15
2007-07-26,15,47.0,,0.47,7.05
2007-07-27,31,47.0,,0.47,14.569999999999999
2007-07-28,23,47.0,,0.47,10.809999999999999
2007-07-29,46,47.0,,0.47,21.619999999999997
2007-07-30,43,47.0,,0.47,20.209999999999997
2007-07-31,72,47.0,,0.47,33.839999999999996
2007-08-01,33,49.0,False,0.49,16.169999999999998
2007-08-02,0,49.0,,0.49,0.0
2007-08-03,90,49.0,,0.49,44.1
2007-08-04,26,49.0,,0.49,12.74
2007-08-05,53,49.0,,0.49,25.97
2007-08-06,0,49.0,,0.49,0.0
2007-08-07,97,49.0,,0.49,47.53
2007-08-08,83,49.0,,0.49,40.67
2007-08-09,0,49.0,,0.49,0.0
2007-08-10,0,49.0,,0.49,0.0
2007-08-11,0,49.0,,0.49,0.0
2007-08-12,0,49.0,,0.49,0.0
2007-08-13,16,49.0,,0.49,7.84
2007-08-14,81,49.0,,0.49,39.69
2007-08-15,16,49.0,,0.49,7.84
2007-08-16,100,49.0,,0.49,49.0
2007-08-17,36,49.0,,0.49,17.64
2007-08-18,50,49.0,,0.49,24.5
2007-08-19,25,49.0,,0.49,12.25
2007-08-20,32,49.0,,0.49,15.68
2007-08-21,32,49.0,,0.49,15.68
2007-08-22,32,49.0,,0.49,15.68
2007-08-23,0,49.0,,0.49,0.0
2007-08-24,17,49.0,,0.49,8.33
2007-08-25,25,49.0,,0.49,12.25
2007-08-26,25,49.0,,0.49,12.25
2007-08-27,16,49.0,,0.49,7.84
2007-08-28,47,49.0,,0.49,23.03
2007-08-29,64,49.0,,0.49,31.36
2007-08-30,49,49.0,,0.49,24.009999999999998
2007-08-31,71,49.0,,0.49,34.79
2007-09-01,22,45.0,False,0.45,9.9
2007-09-02,35,45.0,,0.45,15.75
2007-09-03,49,45.0,,0.45,22.05
2007-09-04,55,45.0,,0.45,24.75
2007-09-05,47,45.0,,0.45,21.150000000000002
2007-09-06,54,45.0,,0.45,24.3
2007-09-07,28,45.0,,0.45,12.6
2007-09-08,20,45.0,,0.45,9.0
2007-09-09,30,45.0,,0.45,13.5
2007-09-10,39,45.0,,0.45,17.55
2007-09-11,39,45.0,,0.45,17.55
2007-09-12,40,45.0,,0.45,18.0
2007-09-13,34,45.0,,0.45,15.3
2007-09-14,57,45.0,,0.45,25.650000000000002
2007-09-15,30,45.0,,0.45,13.5
2007-09-16,80,45.0,,0.45,36.0
2007-09-17,33,45.0,,0.45,14.85
2007-09-18,65,45.0,,0.45,29.25
2007-09-19,53,45.0,,0.45,23.85
2007-09-20,27,45.0,,0.45,12.15
2007-09-21,43,45.0,,0.45,19.35
2007-09-22,20,45.0,,0.45,9.0
2007-09-23,69,45.0,,0.45,31.05
2007-09-24,39,45.0,,0.45,17.55
2007-09-25,38,45.0,,0.45,17.1
2007-09-26,46,45.0,,0.45,20.7
2007-09-27,33,45.0,,0.45,14.85
2007-09-28,42,45.0,,0.45,18.900000000000002
2007-09-29,21,45.0,,0.45,9.450000000000001
2007-09-30,100,45.0,,0.45,45.0
2007-10-01,55,49.0,False,0.49,26.95
2007-10-02,73,49.0,,0.49,35.769999999999996
2007-10-03,18,49.0,,0.49,8.82
2007-10-04,38,49.0,,0.49,18.62
2007-10-05,50,49.0,,0.49,24.5
2007-10-06,88,49.0,,0.49,43.12
2007-10-07,28,49.0,,0.49,13.719999999999999
2007-10-08,28,49.0,,0.49,13.719999999999999
2007-10-09,37,49.0,,0.49,18.13
2007-10-10,100,49.0,,0.49,49.0
2007-10-11,83,49.0,,0.49,40.67
2007-10-12,20,49.0,,0.49,9.8
2007-10-13,89,49.0,,0.49,43.61
2007-10-14,56,49.0,,0.49,27.439999999999998
2007-10-15,36,49.0,,0.49,17.64
2007-10-16,72,49.0,,0.49,35.28
2007-10-17,36,49.0,,0.49,17.64
2007-10-18,37,49.0,,0.49,18.13
2007-10-19,59,49.0,,0.49,28.91
2007-10-20,42,49.0,,0.49,20.58
2007-10-21,42,49.0,,0.49,20.58
2007-10-22,98,49.0,,0.49,48.019999999999996
2007-10-23,61,49.0,,0.49,29.89
2007-10-24,62,49.0,,0.49,30.38
2007-10-25,82,49.0,,0.49,40.18
2007-10-26,29,49.0,,0.49,14.209999999999999
2007-10-27,28,49.0,,0.49,13.719999999999999
2007-10-28,55,49.0,,0.49,26.95
2007-10-29,63,49.0,,0.49,30.87
2007-10-30,27,49.0,,0.49,13.23
2007-10-31,56,49.0,,0.49,27.439999999999998
2007-11-01,53,45.0,False,0.45,23.85
2007-11-02,27,45.0,,0.45,12.15
2007-11-03,19,45.0,,0.45,8.55
2007-11-04,19,45.0,,0.45,8.55
2007-11-05,37,45.0,,0.45,16.650000000000002
2007-11-06,85,45.0,,0.45,38.25
2007-11-07,36,45.0,,0.45,16.2
2007-11-08,38,45.0,,0.45,17.1
2007-11-09,66,45.0,,0.45,29.7
2007-11-10,19,45.0,,0.45,8.55
2007-11-11,56,45.0,,0.45,25.2
2007-11-12,25,45.0,,0.45,11.25
2007-11-13,60,45.0,,0.45,27.0
2007-11-14,55,45.0,,0.45,24.75
2007-11-15,62,45.0,,0.45,27.900000000000002
2007-11-16,40,45.0,,0.45,18.0
2007-11-17,19,45.0,,0.45,8.55
2007-11-18,94,45.0,,0.45,42.300000000000004
2007-11-19,12,45.0,,0.45,5.4
2007-11-20,100,45.0,,0.45,45.0
2007-11-21,55,45.0,,0.45,24.75
2007-11-22,20,45.0,,0.45,9.0
2007-11-23,0,45.0,,0.45,0.0
2007-11-24,0,45.0,,0.45,0.0
2007-11-25,18,45.0,,0.45,8.1
2007-11-26,83,45.0,,0.45,37.35
2007-11-27,57,45.0,,0.45,25.650000000000002
2007-11-28,47,45.0,,0.45,21.150000000000002
2007-11-29,36,45.0,,0.45,16.2
2007-11-30,25,45.0,,0.45,11.25
2007-12-01,60,45.0,False,0.45,27.0
2007-12-02,49,45.0,,0.45,22.05
2007-12-03,41,45.0,,0.45,18.45
2007-12-04,49,45.0,,0.45,22.05
2007-12-05,41,45.0,,0.45,18.45
2007-12-06,34,45.0,,0.45,15.3
2007-12-07,35,45.0,,0.45,15.75
2007-12-08,86,45.0,,0.45,38.7
2007-12-09,25,45.0,,0.45,11.25
2007-12-10,100,45.0,,0.45,45.0
2007-12-11,81,45.0,,0.45,36.45
2007-12-12,42,45.0,,0.45,18.900000000000002
2007-12-13,42,45.0,,0.45,18.900000000000002
2007-12-14,81,45.0,,0.45,36.45
2007-12-15,25,45.0,,0.45,11.25
2007-12-16,100,45.0,,0.45,45.0
2007-12-17,26,45.0,,0.45,11.700000000000001
2007-12-18,35,45.0,,0.45,15.75
2007-12-19,53,45.0,,0.45,23.85
2007-12-20,37,45.0,,0.45,16.650000000000002
2007-12-21,41,45.0,,0.45,18.45
2007-12-22,0,45.0,,0.45,0.0
2007-12-23,76,45.0,,0.45,34.2
2007-12-24,27,45.0,,0.45,12.15
2007-12-25,53,45.0,,0.45,23.85
2007-12-26,23,45.0,,0.45,10.35
2007-12-27,92,45.0,,0.45,41.4
2007-12-28,21,45.0,,0.45,9.450000000000001
2007-12-29,40,45.0,,0.45,18.0
2007-12-30,28,45.0,,0.45,12.6
2007-12-31,55,45.0,,0.45,24.75
2008-01-01,28,55.0,False,0.55,15.400000000000002
2008-01-02,35,55.0,,0.55,19.25
2008-01-03,67,55.0,,0.55,36.85
2008-01-04,52,55.0,,0.55,28.6
2008-01-05,83,55.0,,0.55,45.650000000000006
2008-01-06,48,55.0,,0.55,26.400000000000002
2008-01-07,58,55.0,,0.55,31.900000000000002
2008-01-08,32,55.0,,0.55,17.6
2008-01-09,40,55.0,,0.55,22.0
2008-01-10,49,55.0,,0.55,26.950000000000003
2008-01-11,34,55.0,,0.55,18.700000000000003
2008-01-12,24,55.0,,0.55,13.200000000000001
2008-01-13,35,55.0,,0.55,19.25
2008-01-14,40,55.0,,0.55,22.0
2008-01-15,62,55.0,,0.55,34.1
2008-01-16,64,55.0,,0.55,35.2
2008-01-17,48,55.0,,0.55,26.400000000000002
2008-01-18,58,55.0,,0.55,31.900000000000002
2008-01-19,34,55.0,,0.55,18.700000000000003
2008-01-20,35,55.0,,0.55,19.25
2008-01-21,87,55.0,,0.55,47.85
2008-01-22,100,55.0,,0.55,55.00000000000001
2008-01-23,31,55.0,,0.55,17.05
2008-01-24,55,55.0,,0.55,30.250000000000004
2008-01-25,65,55.0,,0.55,35.75
2008-01-26,79,55.0,,0.55,43.45
2008-01-27,80,55.0,,0.55,44.0
2008-01-28,46,55.0,,0.55,25.3
2008-01-29,76,55.0,,0.55,41.800000000000004
2008-01-30,77,55.0,,0.55,42.35
2008-01-31,55,55.0,,0.55,30.250000000000004
2008-02-01,20,51.0,False,0.51,10.2
2008-02-02,58,51.0,,0.51,29.580000000000002
2008-02-03,44,51.0,,0.51,22.44
2008-02-04,51,51.0,,0.51,26.01
2008-02-05,10,51.0,,0.51,5.1
2008-02-06,58,51.0,,0.51,29.580000000000002
2008-02-07,50,51.0,,0.51,25.5
2008-02-08,10,51.0,,0.51,5.1
2008-02-09,100,51.0,,0.51,51.0
2008-02-10,29,51.0,,0.51,14.790000000000001
2008-02-11,39,51.0,,0.51,19.89
2008-02-12,9,51.0,,0.51,4.59
2008-02-13,19,51.0,,0.51,9.69
2008-02-14,30,51.0,,0.51,15.3
2008-02-15,11,51.0,,0.51,5.61
2008-02-16,14,51.0,,0.51,7.140000000000001
2008-02-17,30,51.0,,0.51,15.3
2008-02-18,32,51.0,,0.51,16.32
2008-02-19,29,51.0,,0.51,14.790000000000001
2008-02-20,28,51.0,,0.51,14.280000000000001
2008-02-21,10,51.0,,0.51,5.1
2008-02-22,50,51.0,,0.51,25.5
2008-02-23,28,51.0,,0.51,14.280000000000001
2008-02-24,71,51.0,,0.51,36.21
2008-02-25,39,51.0,,0.51,19.89
2008-02-26,19,51.0,,0.51,9.69
2008-02-27,29,51.0,,0.51,14.790000000000001
2008-02-28,68,51.0,,0.51,34.68
2008-02-29,41,51.0,,0.51,20.91
2008-03-01,52,49.0,False,0.49,25.48
2008-03-02,40,49.0,,0.49,19.6
2008-03-03,36,49.0,,0.49,17.64
2008-03-04,78,49.0,,0.49,38.22
2008-03-05,78,49.0,,0.49,38.22
2008-03-06,44,49.0,,0.49,21.56
2008-03-07,65,49.0,,0.49,31.849999999999998
2008-03-08,25,49.0,,0.49,12.25
2008-03-09,79,49.0,,0.49,38.71
2008-03-10,44,49.0,,0.49,21.56
2008-03-11,26,49.0,,0.49,12.74
2008-03-12,54,49.0,,0.49,26.46
2008-03-13,100,49.0,,0.49,49.0
2008-03-14,58,49.0,,0.49,28.419999999999998
2008-03-15,54,49.0,,0.49,26.46
2008-03-16,81,49.0,,0.49,39.69
2008-03-17,27,49.0,,0.49,13.23
2008-03-18,81,49.0,,0.49,39.69
2008-03-19,74,49.0,,0.49,36.26
2008-03-20,39,49.0,,0.49,19.11
2008-03-21,45,49.0,,0.49,22.05
2008-03-22,90,49.0,,0.49,44.1
2008-03-23,64,49.0,,0.49,31.36
2008-03-24,68,49.0,,0.49,33.32
2008-03-25,44,49.0,,0.49,21.56
2008-03-26,62,49.0,,0.49,30.38
2008-03-27,45,49.0,,0.49,22.05
2008-03-28,65,49.0,,0.49,31.849999999999998
2008-03-29,52,49.0,,0.49,25.48
2008-03-30,26,49.0,,0.49,12.74
2008-03-31,60,49.0,,0.49,29.4
2008-04-01,100,57.0,False,0.57,56.99999999999999
2008-04-02,41,57.0,,0.57,23.369999999999997
2008-04-03,31,57.0,,0.57,17.669999999999998
2008-04-04,22,57.0,,0.57,12.54
2008-04-05,15,57.0,,0.57,8.549999999999999
2008-04-06,46,57.0,,0.57,26.22
2008-04-07,30,57.0,,0.57,17.099999999999998
2008-04-08,40,57.0,,0.57,22.799999999999997
2008-04-09,40,57.0,,0.57,22.799999999999997
2008-04-10,51,57.0,,0.57,29.069999999999997
2008-04-11,75,57.0,,0.57,42.74999999999999
2008-04-12,16,57.0,,0.57,9.12
2008-04-13,31,57.0,,0.57,17.669999999999998
2008-04-14,40,57.0,,0.57,22.799999999999997
2008-04-15,69,57.0,,0.57,39.33
2008-04-16,62,57.0,,0.57,35.339999999999996
2008-04-17,21,57.0,,0.57,11.969999999999999
2008-04-18,33,57.0,,0.57,18.81
2008-04-19,49,57.0,,0.57,27.929999999999996
2008-04-20,16,57.0,,0.57,9.12
2008-04-21,41,57.0,,0.57,23.369999999999997
2008-04-22,20,57.0,,0.57,11.399999999999999
2008-04-23,62,57.0,,0.57,35.339999999999996
2008-04-24,31,57.0,,0.57,17.669999999999998
2008-04-25,77,57.0,,0.57,43.88999999999999
2008-04-26,65,57.0,,0.57,37.05
2008-04-27,31,57.0,,0.57,17.669999999999998
2008-04-28,29,57.0,,0.57,16.529999999999998
2008-04-29,20,57.0,,0.57,11.399999999999999
2008-04-30,60,57.0,,0.57,34.199999999999996
2008-05-01,58,54.0,False,0.54,31.32
2008-05-02,74,54.0,,0.54,39.96
2008-05-03,39,54.0,,0.54,21.060000000000002
2008-05-04,100,54.0,,0.54,54.0
2008-05-05,57,54.0,,0.54,30.78
2008-05-06,50,54.0,,0.54,27.0
2008-05-07,56,54.0,,0.54,30.240000000000002
2008-05-08,25,54.0,,0.54,13.5
2008-05-09,20,54.0,,0.54,10.8
2008-05-10,50,54.0,,0.54,27.0
2008-05-11,41,54.0,,0.54,22.14
