date,cost center_unscaled,cost center_monthly,isPartial,scale,cost center
2012-07-31,78,83.0,,0.83,64.74
2012-08-01,64,85.0,False,0.85,54.4
2012-08-02,99,85.0,,0.85,84.14999999999999
2012-08-03,83,85.0,,0.85,70.55
2012-08-04,49,85.0,,0.85,41.65
2012-08-05,76,85.0,,0.85,64.6
2012-08-06,65,85.0,,0.85,55.25
2012-08-07,62,85.0,,0.85,52.699999999999996
2012-08-08,85,85.0,,0.85,72.25
2012-08-09,81,85.0,,0.85,68.85
2012-08-10,53,85.0,,0.85,45.05
2012-08-11,52,85.0,,0.85,44.199999999999996
2012-08-12,90,85.0,,0.85,76.5
2012-08-13,74,85.0,,0.85,62.9
2012-08-14,83,85.0,,0.85,70.55
2012-08-15,84,85.0,,0.85,71.39999999999999
2012-08-16,64,85.0,,0.85,54.4
2012-08-17,100,85.0,,0.85,85.0
2012-08-18,49,85.0,,0.85,41.65
2012-08-19,66,85.0,,0.85,56.1
2012-08-20,77,85.0,,0.85,65.45
2012-08-21,81,85.0,,0.85,68.85
2012-08-22,69,85.0,,0.85,58.65
2012-08-23,62,85.0,,0.85,52.699999999999996
2012-08-24,48,85.0,,0.85,40.8
2012-08-25,80,85.0,,0.85,68.0
2012-08-26,68,85.0,,0.85,57.8
2012-08-27,84,85.0,,0.85,71.39999999999999
2012-08-28,71,85.0,,0.85,60.35
2012-08-29,83,85.0,,0.85,70.55
2012-08-30,81,85.0,,0.85,68.85
2012-08-31,72,85.0,,0.85,61.199999999999996
2012-09-01,66,79.0,False,0.79,52.14
2012-09-02,58,79.0,,0.79,45.82
2012-09-03,55,79.0,,0.79,43.45
2012-09-04,75,79.0,,0.79,59.25
2012-09-05,76,79.0,,0.79,60.040000000000006
2012-09-06,77,79.0,,0.79,60.830000000000005
2012-09-07,78,79.0,,0.79,61.620000000000005
2012-09-08,57,79.0,,0.79,45.03
2012-09-09,51,79.0,,0.79,40.29
2012-09-10,83,79.0,,0.79,65.57000000000001
2012-09-11,100,79.0,,0.79,79.0
2012-09-12,86,79.0,,0.79,67.94
2012-09-13,59,79.0,,0.79,46.61
2012-09-14,59,79.0,,0.79,46.61
2012-09-15,65,79.0,,0.79,51.35
2012-09-16,55,79.0,,0.79,43.45
2012-09-17,79,79.0,,0.79,62.410000000000004
2012-09-18,61,79.0,,0.79,48.190000000000005
2012-09-19,61,79.0,,0.79,48.190000000000005
2012-09-20,76,79.0,,0.79,60.040000000000006
2012-09-21,83,79.0,,0.79,65.57000000000001
2012-09-22,61,79.0,,0.79,48.190000000000005
2012-09-23,60,79.0,,0.79,47.400000000000006
2012-09-24,77,79.0,,0.79,60.830000000000005
2012-09-25,65,79.0,,0.79,51.35
2012-09-26,83,79.0,,0.79,65.57000000000001
2012-09-27,78,79.0,,0.79,61.620000000000005
2012-09-28,78,79.0,,0.79,61.620000000000005
2012-09-29,58,79.0,,0.79,45.82
2012-09-30,49,79.0,,0.79,38.71
2012-10-01,50,81.0,False,0.81,40.5
2012-10-02,82,81.0,,0.81,66.42
2012-10-03,90,81.0,,0.81,72.9
2012-10-04,95,81.0,,0.81,76.95
2012-10-05,74,81.0,,0.81,59.940000000000005
2012-10-06,66,81.0,,0.81,53.46
2012-10-07,50,81.0,,0.81,40.5
2012-10-08,76,81.0,,0.81,61.56
2012-10-09,72,81.0,,0.81,58.32000000000001
2012-10-10,93,81.0,,0.81,75.33
2012-10-11,83,81.0,,0.81,67.23
2012-10-12,73,81.0,,0.81,59.13
2012-10-13,53,81.0,,0.81,42.93
2012-10-14,76,81.0,,0.81,61.56
2012-10-15,91,81.0,,0.81,73.71000000000001
2012-10-16,78,81.0,,0.81,63.18000000000001
2012-10-17,100,81.0,,0.81,81.0
2012-10-18,61,81.0,,0.81,49.410000000000004
2012-10-19,99,81.0,,0.81,80.19000000000001
2012-10-20,56,81.0,,0.81,45.36
2012-10-21,58,81.0,,0.81,46.980000000000004
2012-10-22,97,81.0,,0.81,78.57000000000001
2012-10-23,67,81.0,,0.81,54.27
2012-10-24,87,81.0,,0.81,70.47
2012-10-25,70,81.0,,0.81,56.7
2012-10-26,53,81.0,,0.81,42.93
2012-10-27,67,81.0,,0.81,54.27
2012-10-28,50,81.0,,0.81,40.5
2012-10-29,88,81.0,,0.81,71.28
2012-10-30,77,81.0,,0.81,62.370000000000005
2012-10-31,64,81.0,,0.81,51.84
2012-11-01,71,74.0,False,0.74,52.54
2012-11-02,72,74.0,,0.74,53.28
2012-11-03,100,74.0,,0.74,74.0
2012-11-04,83,74.0,,0.74,61.42
2012-11-05,88,74.0,,0.74,65.12
2012-11-06,50,74.0,,0.74,37.0
2012-11-07,77,74.0,,0.74,56.98
2012-11-08,74,74.0,,0.74,54.76
2012-11-09,72,74.0,,0.74,53.28
2012-11-10,71,74.0,,0.74,52.54
2012-11-11,40,74.0,,0.74,29.6
2012-11-12,88,74.0,,0.74,65.12
2012-11-13,78,74.0,,0.74,57.72
2012-11-14,84,74.0,,0.74,62.16
2012-11-15,94,74.0,,0.74,69.56
2012-11-16,58,74.0,,0.74,42.92
2012-11-17,51,74.0,,0.74,37.74
2012-11-18,66,74.0,,0.74,48.839999999999996
2012-11-19,92,74.0,,0.74,68.08
2012-11-20,57,74.0,,0.74,42.18
2012-11-21,45,74.0,,0.74,33.3
2012-11-22,56,74.0,,0.74,41.44
2012-11-23,61,74.0,,0.74,45.14
2012-11-24,60,74.0,,0.74,44.4
2012-11-25,74,74.0,,0.74,54.76
2012-11-26,74,74.0,,0.74,54.76
2012-11-27,74,74.0,,0.74,54.76
2012-11-28,87,74.0,,0.74,64.38
2012-11-29,83,74.0,,0.74,61.42
2012-11-30,89,74.0,,0.74,65.86
2012-12-01,75,73.0,False,0.73,54.75
2012-12-02,81,73.0,,0.73,59.129999999999995
2012-12-03,79,73.0,,0.73,57.67
2012-12-04,86,73.0,,0.73,62.78
2012-12-05,64,73.0,,0.73,46.72
2012-12-06,90,73.0,,0.73,65.7
2012-12-07,83,73.0,,0.73,60.589999999999996
2012-12-08,68,73.0,,0.73,49.64
2012-12-09,69,73.0,,0.73,50.37
2012-12-10,70,73.0,,0.73,51.1
2012-12-11,73,73.0,,0.73,53.29
2012-12-12,78,73.0,,0.73,56.94
2012-12-13,72,73.0,,0.73,52.56
2012-12-14,49,73.0,,0.73,35.769999999999996
2012-12-15,65,73.0,,0.73,47.449999999999996
2012-12-16,63,73.0,,0.73,45.99
2012-12-17,55,73.0,,0.73,40.15
2012-12-18,80,73.0,,0.73,58.4
2012-12-19,95,73.0,,0.73,69.35
2012-12-20,100,73.0,,0.73,73.0
2012-12-21,50,73.0,,0.73,36.5
2012-12-22,91,73.0,,0.73,66.42999999999999
2012-12-23,65,73.0,,0.73,47.449999999999996
2012-12-24,41,73.0,,0.73,29.93
2012-12-25,47,73.0,,0.73,34.31
2012-12-26,59,73.0,,0.73,43.07
2012-12-27,79,73.0,,0.73,57.67
2012-12-28,79,73.0,,0.73,57.67
2012-12-29,89,73.0,,0.73,64.97
2012-12-30,98,73.0,,0.73,71.53999999999999
2012-12-31,67,73.0,,0.73,48.91
2013-01-01,36,90.0,False,0.9,32.4
2013-01-02,76,90.0,,0.9,68.4
2013-01-03,56,90.0,,0.9,50.4
2013-01-04,76,90.0,,0.9,68.4
2013-01-05,67,90.0,,0.9,60.300000000000004
2013-01-06,73,90.0,,0.9,65.7
2013-01-07,87,90.0,,0.9,78.3
2013-01-08,72,90.0,,0.9,64.8
2013-01-09,78,90.0,,0.9,70.2
2013-01-10,82,90.0,,0.9,73.8
2013-01-11,60,90.0,,0.9,54.0
2013-01-12,44,90.0,,0.9,39.6
2013-01-13,82,90.0,,0.9,73.8
2013-01-14,100,90.0,,0.9,90.0
2013-01-15,80,90.0,,0.9,72.0
2013-01-16,68,90.0,,0.9,61.2
2013-01-17,65,90.0,,0.9,58.5
2013-01-18,65,90.0,,0.9,58.5
2013-01-19,73,90.0,,0.9,65.7
2013-01-20,46,90.0,,0.9,41.4
2013-01-21,81,90.0,,0.9,72.9
2013-01-22,76,90.0,,0.9,68.4
2013-01-23,82,90.0,,0.9,73.8
2013-01-24,50,90.0,,0.9,45.0
2013-01-25,68,90.0,,0.9,61.2
2013-01-26,64,90.0,,0.9,57.6
2013-01-27,69,90.0,,0.9,62.1
2013-01-28,70,90.0,,0.9,63.0
2013-01-29,67,90.0,,0.9,60.300000000000004
2013-01-30,75,90.0,,0.9,67.5
2013-01-31,65,90.0,,0.9,58.5
2013-02-01,81,87.0,False,0.87,70.47
2013-02-02,53,87.0,,0.87,46.11
2013-02-03,45,87.0,,0.87,39.15
2013-02-04,64,87.0,,0.87,55.68
2013-02-05,60,87.0,,0.87,52.2
2013-02-06,88,87.0,,0.87,76.56
2013-02-07,92,87.0,,0.87,80.04
2013-02-08,88,87.0,,0.87,76.56
2013-02-09,60,87.0,,0.87,52.2
2013-02-10,92,87.0,,0.87,80.04
2013-02-11,100,87.0,,0.87,87.0
2013-02-12,61,87.0,,0.87,53.07
2013-02-13,54,87.0,,0.87,46.98
2013-02-14,80,87.0,,0.87,69.6
2013-02-15,72,87.0,,0.87,62.64
2013-02-16,76,87.0,,0.87,66.12
2013-02-17,62,87.0,,0.87,53.94
2013-02-18,70,87.0,,0.87,60.9
2013-02-19,74,87.0,,0.87,64.38
2013-02-20,69,87.0,,0.87,60.03
2013-02-21,62,87.0,,0.87,53.94
2013-02-22,89,87.0,,0.87,77.42999999999999
2013-02-23,75,87.0,,0.87,65.25
2013-02-24,70,87.0,,0.87,60.9
2013-02-25,60,87.0,,0.87,52.2
2013-02-26,60,87.0,,0.87,52.2
2013-02-27,67,87.0,,0.87,58.29
2013-02-28,49,87.0,,0.87,42.63
2013-03-01,55,87.0,False,0.87,47.85
2013-03-02,99,87.0,,0.87,86.13
2013-03-03,48,87.0,,0.87,41.76
2013-03-04,74,87.0,,0.87,64.38
2013-03-05,77,87.0,,0.87,66.99
2013-03-06,68,87.0,,0.87,59.16
2013-03-07,71,87.0,,0.87,61.77
2013-03-08,82,87.0,,0.87,71.34
2013-03-09,67,87.0,,0.87,58.29
2013-03-10,69,87.0,,0.87,60.03
2013-03-11,65,87.0,,0.87,56.55
2013-03-12,100,87.0,,0.87,87.0
2013-03-13,53,87.0,,0.87,46.11
2013-03-14,43,87.0,,0.87,37.41
2013-03-15,67,87.0,,0.87,58.29
2013-03-16,54,87.0,,0.87,46.98
2013-03-17,39,87.0,,0.87,33.93
2013-03-18,54,87.0,,0.87,46.98
2013-03-19,72,87.0,,0.87,62.64
2013-03-20,73,87.0,,0.87,63.51
2013-03-21,62,87.0,,0.87,53.94
2013-03-22,78,87.0,,0.87,67.86
2013-03-23,58,87.0,,0.87,50.46
2013-03-24,60,87.0,,0.87,52.2
2013-03-25,86,87.0,,0.87,74.82
2013-03-26,79,87.0,,0.87,68.73
2013-03-27,75,87.0,,0.87,65.25
2013-03-28,67,87.0,,0.87,58.29
2013-03-29,64,87.0,,0.87,55.68
2013-03-30,62,87.0,,0.87,53.94
2013-03-31,54,87.0,,0.87,46.98
2013-04-01,86,89.0,False,0.89,76.54
2013-04-02,61,89.0,,0.89,54.29
2013-04-03,75,89.0,,0.89,66.75
2013-04-04,75,89.0,,0.89,66.75
2013-04-05,67,89.0,,0.89,59.63
2013-04-06,74,89.0,,0.89,65.86
2013-04-07,72,89.0,,0.89,64.08
2013-04-08,65,89.0,,0.89,57.85
2013-04-09,68,89.0,,0.89,60.52
2013-04-10,94,89.0,,0.89,83.66
2013-04-11,76,89.0,,0.89,67.64
2013-04-12,65,89.0,,0.89,57.85
2013-04-13,60,89.0,,0.89,53.4
2013-04-14,74,89.0,,0.89,65.86
2013-04-15,54,89.0,,0.89,48.06
2013-04-16,73,89.0,,0.89,64.97
2013-04-17,70,89.0,,0.89,62.300000000000004
2013-04-18,100,89.0,,0.89,89.0
2013-04-19,51,89.0,,0.89,45.39
2013-04-20,54,89.0,,0.89,48.06
2013-04-21,53,89.0,,0.89,47.17
2013-04-22,63,89.0,,0.89,56.07
2013-04-23,89,89.0,,0.89,79.21000000000001
2013-04-24,92,89.0,,0.89,81.88
2013-04-25,70,89.0,,0.89,62.300000000000004
2013-04-26,75,89.0,,0.89,66.75
2013-04-27,55,89.0,,0.89,48.95
2013-04-28,80,89.0,,0.89,71.2
2013-04-29,81,89.0,,0.89,72.09
2013-04-30,68,89.0,,0.89,60.52
2013-05-01,82,84.0,False,0.84,68.88
2013-05-02,70,84.0,,0.84,58.8
2013-05-03,67,84.0,,0.84,56.28
2013-05-04,62,84.0,,0.84,52.08
2013-05-05,73,84.0,,0.84,61.32
2013-05-06,86,84.0,,0.84,72.24
2013-05-07,89,84.0,,0.84,74.75999999999999
2013-05-08,69,84.0,,0.84,57.96
2013-05-09,97,84.0,,0.84,81.48
2013-05-10,67,84.0,,0.84,56.28
2013-05-11,60,84.0,,0.84,50.4
2013-05-12,62,84.0,,0.84,52.08
2013-05-13,81,84.0,,0.84,68.03999999999999
2013-05-14,86,84.0,,0.84,72.24
2013-05-15,60,84.0,,0.84,50.4
2013-05-16,100,84.0,,0.84,84.0
2013-05-17,74,84.0,,0.84,62.16
2013-05-18,61,84.0,,0.84,51.239999999999995
2013-05-19,56,84.0,,0.84,47.04
2013-05-20,73,84.0,,0.84,61.32
2013-05-21,81,84.0,,0.84,68.03999999999999
2013-05-22,70,84.0,,0.84,58.8
2013-05-23,84,84.0,,0.84,70.56
2013-05-24,79,84.0,,0.84,66.36
2013-05-25,32,84.0,,0.84,26.88
2013-05-26,51,84.0,,0.84,42.839999999999996
2013-05-27,51,84.0,,0.84,42.839999999999996
2013-05-28,84,84.0,,0.84,70.56
2013-05-29,80,84.0,,0.84,67.2
2013-05-30,56,84.0,,0.84,47.04
2013-05-31,75,84.0,,0.84,63.0
2013-06-01,40,86.0,False,0.86,34.4
2013-06-02,72,86.0,,0.86,61.92
2013-06-03,100,86.0,,0.86,86.0
2013-06-04,80,86.0,,0.86,68.8
2013-06-05,79,86.0,,0.86,67.94
2013-06-06,75,86.0,,0.86,64.5
2013-06-07,61,86.0,,0.86,52.46
2013-06-08,75,86.0,,0.86,64.5
2013-06-09,81,86.0,,0.86,69.66
2013-06-10,77,86.0,,0.86,66.22
2013-06-11,73,86.0,,0.86,62.78
2013-06-12,75,86.0,,0.86,64.5
2013-06-13,85,86.0,,0.86,73.1
2013-06-14,75,86.0,,0.86,64.5
2013-06-15,83,86.0,,0.86,71.38
2013-06-16,72,86.0,,0.86,61.92
2013-06-17,89,86.0,,0.86,76.53999999999999
2013-06-18,85,86.0,,0.86,73.1
2013-06-19,81,86.0,,0.86,69.66
2013-06-20,98,86.0,,0.86,84.28
2013-06-21,58,86.0,,0.86,49.88
2013-06-22,47,86.0,,0.86,40.42
2013-06-23,72,86.0,,0.86,61.92
2013-06-24,92,86.0,,0.86,79.12
2013-06-25,47,86.0,,0.86,40.42
2013-06-26,83,86.0,,0.86,71.38
2013-06-27,74,86.0,,0.86,63.64
2013-06-28,78,86.0,,0.86,67.08
2013-06-29,59,86.0,,0.86,50.74
2013-06-30,65,86.0,,0.86,55.9
2013-07-01,62,88.0,False,0.88,54.56
2013-07-02,83,88.0,,0.88,73.04
2013-07-03,71,88.0,,0.88,62.48
2013-07-04,58,88.0,,0.88,51.04
2013-07-05,39,88.0,,0.88,34.32
2013-07-06,64,88.0,,0.88,56.32
2013-07-07,67,88.0,,0.88,58.96
2013-07-08,83,88.0,,0.88,73.04
2013-07-09,64,88.0,,0.88,56.32
2013-07-10,51,88.0,,0.88,44.88
2013-07-11,62,88.0,,0.88,54.56
2013-07-12,60,88.0,,0.88,52.8
2013-07-13,53,88.0,,0.88,46.64
2013-07-14,53,88.0,,0.88,46.64
2013-07-15,68,88.0,,0.88,59.84
2013-07-16,59,88.0,,0.88,51.92
2013-07-17,64,88.0,,0.88,56.32
2013-07-18,69,88.0,,0.88,60.72
2013-07-19,82,88.0,,0.88,72.16
2013-07-20,9,88.0,,0.88,7.92
2013-07-21,41,88.0,,0.88,36.08
2013-07-22,53,88.0,,0.88,46.64
2013-07-23,49,88.0,,0.88,43.12
2013-07-24,85,88.0,,0.88,74.8
2013-07-25,95,88.0,,0.88,83.6
2013-07-26,30,88.0,,0.88,26.4
2013-07-27,58,88.0,,0.88,51.04
2013-07-28,72,88.0,,0.88,63.36
2013-07-29,100,88.0,,0.88,88.0
2013-07-30,85,88.0,,0.88,74.8
2013-07-31,97,88.0,,0.88,85.36
2013-08-01,62,84.0,False,0.84,52.08
2013-08-02,74,84.0,,0.84,62.16
2013-08-03,65,84.0,,0.84,54.6
2013-08-04,83,84.0,,0.84,69.72
2013-08-05,75,84.0,,0.84,63.0
2013-08-06,87,84.0,,0.84,73.08
2013-08-07,53,84.0,,0.84,44.519999999999996
2013-08-08,71,84.0,,0.84,59.64
2013-08-09,59,84.0,,0.84,49.559999999999995
2013-08-10,71,84.0,,0.84,59.64
2013-08-11,55,84.0,,0.84,46.199999999999996
2013-08-12,88,84.0,,0.84,73.92
2013-08-13,56,84.0,,0.84,47.04
2013-08-14,93,84.0,,0.84,78.11999999999999
2013-08-15,81,84.0,,0.84,68.03999999999999
2013-08-16,79,84.0,,0.84,66.36
2013-08-17,49,84.0,,0.84,41.16
2013-08-18,81,84.0,,0.84,68.03999999999999
2013-08-19,100,84.0,,0.84,84.0
2013-08-20,78,84.0,,0.84,65.52
2013-08-21,66,84.0,,0.84,55.44
2013-08-22,53,84.0,,0.84,44.519999999999996
2013-08-23,97,84.0,,0.84,81.48
2013-08-24,38,84.0,,0.84,31.919999999999998
2013-08-25,49,84.0,,0.84,41.16
2013-08-26,71,84.0,,0.84,59.64
2013-08-27,67,84.0,,0.84,56.28
2013-08-28,38,84.0,,0.84,31.919999999999998
2013-08-29,70,84.0,,0.84,58.8
2013-08-30,95,84.0,,0.84,79.8
2013-08-31,90,84.0,,0.84,75.6
2013-09-01,44,82.0,False,0.82,36.08
2013-09-02,43,82.0,,0.82,35.26
2013-09-03,51,82.0,,0.82,41.82
2013-09-04,68,82.0,,0.82,55.76
2013-09-05,86,82.0,,0.82,70.52
2013-09-06,53,82.0,,0.82,43.46
2013-09-07,50,82.0,,0.82,41.0
2013-09-08,49,82.0,,0.82,40.18
2013-09-09,64,82.0,,0.82,52.48
2013-09-10,63,82.0,,0.82,51.66
2013-09-11,88,82.0,,0.82,72.16
2013-09-12,47,82.0,,0.82,38.54
2013-09-13,70,82.0,,0.82,57.4
2013-09-14,29,82.0,,0.82,23.779999999999998
2013-09-15,52,82.0,,0.82,42.64
2013-09-16,43,82.0,,0.82,35.26
2013-09-17,43,82.0,,0.82,35.26
2013-09-18,71,82.0,,0.82,58.22
2013-09-19,47,82.0,,0.82,38.54
2013-09-20,56,82.0,,0.82,45.919999999999995
2013-09-21,59,82.0,,0.82,48.379999999999995
2013-09-22,42,82.0,,0.82,34.44
2013-09-23,100,82.0,,0.82,82.0
2013-09-24,61,82.0,,0.82,50.019999999999996
2013-09-25,58,82.0,,0.82,47.559999999999995
2013-09-26,77,82.0,,0.82,63.13999999999999
2013-09-27,44,82.0,,0.82,36.08
2013-09-28,65,82.0,,0.82,53.3
2013-09-29,71,82.0,,0.82,58.22
2013-09-30,95,82.0,,0.82,77.89999999999999
2013-10-01,89,82.0,False,0.82,72.97999999999999
2013-10-02,91,82.0,,0.82,74.61999999999999
2013-10-03,100,82.0,,0.82,82.0
2013-10-04,61,82.0,,0.82,50.019999999999996
2013-10-05,95,82.0,,0.82,77.89999999999999
2013-10-06,86,82.0,,0.82,70.52
2013-10-07,86,82.0,,0.82,70.52
2013-10-08,67,82.0,,0.82,54.94
2013-10-09,64,82.0,,0.82,52.48
2013-10-10,85,82.0,,0.82,69.7
2013-10-11,84,82.0,,0.82,68.88
2013-10-12,31,82.0,,0.82,25.419999999999998
2013-10-13,88,82.0,,0.82,72.16
2013-10-14,92,82.0,,0.82,75.44
2013-10-15,70,82.0,,0.82,57.4
2013-10-16,67,82.0,,0.82,54.94
2013-10-17,84,82.0,,0.82,68.88
2013-10-18,69,82.0,,0.82,56.58
2013-10-19,42,82.0,,0.82,34.44
2013-10-20,72,82.0,,0.82,59.04
2013-10-21,87,82.0,,0.82,71.33999999999999
2013-10-22,69,82.0,,0.82,56.58
2013-10-23,74,82.0,,0.82,60.68
2013-10-24,83,82.0,,0.82,68.06
2013-10-25,66,82.0,,0.82,54.12
2013-10-26,69,82.0,,0.82,56.58
2013-10-27,46,82.0,,0.82,37.72
2013-10-28,94,82.0,,0.82,77.08
2013-10-29,73,82.0,,0.82,59.86
2013-10-30,98,82.0,,0.82,80.36
2013-10-31,63,82.0,,0.82,51.66
2013-11-01,100,83.0,False,0.83,83.0
2013-11-02,45,83.0,,0.83,37.35
2013-11-03,59,83.0,,0.83,48.97
2013-11-04,95,83.0,,0.83,78.85
2013-11-05,98,83.0,,0.83,81.33999999999999
2013-11-06,75,83.0,,0.83,62.25
2013-11-07,47,83.0,,0.83,39.01
2013-11-08,41,83.0,,0.83,34.03
2013-11-09,54,83.0,,0.83,44.82
2013-11-10,64,83.0,,0.83,53.12
2013-11-11,76,83.0,,0.83,63.08
2013-11-12,90,83.0,,0.83,74.7
2013-11-13,74,83.0,,0.83,61.419999999999995
2013-11-14,79,83.0,,0.83,65.57
2013-11-15,48,83.0,,0.83,39.839999999999996
2013-11-16,72,83.0,,0.83,59.76
2013-11-17,72,83.0,,0.83,59.76
2013-11-18,96,83.0,,0.83,79.67999999999999
2013-11-19,70,83.0,,0.83,58.099999999999994
2013-11-20,89,83.0,,0.83,73.86999999999999
2013-11-21,71,83.0,,0.83,58.93
2013-11-22,77,83.0,,0.83,63.91
2013-11-23,43,83.0,,0.83,35.69
2013-11-24,53,83.0,,0.83,43.989999999999995
2013-11-25,75,83.0,,0.83,62.25
2013-11-26,47,83.0,,0.83,39.01
2013-11-27,84,83.0,,0.83,69.72
2013-11-28,56,83.0,,0.83,46.48
2013-11-29,47,83.0,,0.83,39.01
2013-11-30,77,83.0,,0.83,63.91
2013-12-01,53,79.0,False,0.79,41.870000000000005
2013-12-02,76,79.0,,0.79,60.040000000000006
2013-12-03,78,79.0,,0.79,61.620000000000005
2013-12-04,100,79.0,,0.79,79.0
2013-12-05,81,79.0,,0.79,63.99
2013-12-06,66,79.0,,0.79,52.14
2013-12-07,71,79.0,,0.79,56.09
2013-12-08,42,79.0,,0.79,33.18
2013-12-09,69,79.0,,0.79,54.510000000000005
2013-12-10,61,79.0,,0.79,48.190000000000005
2013-12-11,85,79.0,,0.79,67.15
2013-12-12,52,79.0,,0.79,41.08
2013-12-13,78,79.0,,0.79,61.620000000000005
2013-12-14,83,79.0,,0.79,65.57000000000001
2013-12-15,88,79.0,,0.79,69.52000000000001
2013-12-16,72,79.0,,0.79,56.88
2013-12-17,96,79.0,,0.79,75.84
2013-12-18,40,79.0,,0.79,31.6
2013-12-19,58,79.0,,0.79,45.82
2013-12-20,57,79.0,,0.79,45.03
2013-12-21,30,79.0,,0.79,23.700000000000003
2013-12-22,31,79.0,,0.79,24.490000000000002
2013-12-23,80,79.0,,0.79,63.2
2013-12-24,35,79.0,,0.79,27.650000000000002
2013-12-25,47,79.0,,0.79,37.13
2013-12-26,71,79.0,,0.79,56.09
2013-12-27,76,79.0,,0.79,60.040000000000006
2013-12-28,40,79.0,,0.79,31.6
2013-12-29,69,79.0,,0.79,54.510000000000005
2013-12-30,80,79.0,,0.79,63.2
2013-12-31,57,79.0,,0.79,45.03
2014-01-01,30,91.0,False,0.91,27.3
2014-01-02,50,91.0,,0.91,45.5
2014-01-03,47,91.0,,0.91,42.77
2014-01-04,27,91.0,,0.91,24.57
2014-01-05,60,91.0,,0.91,54.6
2014-01-06,70,91.0,,0.91,63.7
2014-01-07,58,91.0,,0.91,52.78
2014-01-08,66,91.0,,0.91,60.06
2014-01-09,66,91.0,,0.91,60.06
2014-01-10,40,91.0,,0.91,36.4
2014-01-11,47,91.0,,0.91,42.77
2014-01-12,41,91.0,,0.91,37.31
2014-01-13,36,91.0,,0.91,32.76
2014-01-14,61,91.0,,0.91,55.510000000000005
2014-01-15,79,91.0,,0.91,71.89
2014-01-16,48,91.0,,0.91,43.68
2014-01-17,61,91.0,,0.91,55.510000000000005
2014-01-18,66,91.0,,0.91,60.06
2014-01-19,72,91.0,,0.91,65.52
2014-01-20,50,91.0,,0.91,45.5
2014-01-21,55,91.0,,0.91,50.050000000000004
2014-01-22,71,91.0,,0.91,64.61
2014-01-23,61,91.0,,0.91,55.510000000000005
2014-01-24,65,91.0,,0.91,59.15
2014-01-25,44,91.0,,0.91,40.04
2014-01-26,58,91.0,,0.91,52.78
2014-01-27,54,91.0,,0.91,49.14
2014-01-28,52,91.0,,0.91,47.32
2014-01-29,63,91.0,,0.91,57.330000000000005
2014-01-30,44,91.0,,0.91,40.04
2014-01-31,100,91.0,,0.91,91.0
2014-02-01,87,91.0,False,0.91,79.17
2014-02-02,55,91.0,,0.91,50.050000000000004
2014-02-03,68,91.0,,0.91,61.88
2014-02-04,99,91.0,,0.91,90.09
2014-02-05,74,91.0,,0.91,67.34
2014-02-06,69,91.0,,0.91,62.79
2014-02-07,64,91.0,,0.91,58.24
2014-02-08,53,91.0,,0.91,48.230000000000004
2014-02-09,40,91.0,,0.91,36.4
2014-02-10,59,91.0,,0.91,53.690000000000005
2014-02-11,61,91.0,,0.91,55.510000000000005
2014-02-12,75,91.0,,0.91,68.25
2014-02-13,23,91.0,,0.91,20.93
2014-02-14,52,91.0,,0.91,47.32
2014-02-15,50,91.0,,0.91,45.5
2014-02-16,33,91.0,,0.91,30.03
2014-02-17,77,91.0,,0.91,70.07000000000001
2014-02-18,82,91.0,,0.91,74.62
2014-02-19,100,91.0,,0.91,91.0
2014-02-20,64,91.0,,0.91,58.24
2014-02-21,89,91.0,,0.91,80.99000000000001
2014-02-22,46,91.0,,0.91,41.86
2014-02-23,58,91.0,,0.91,52.78
2014-02-24,65,91.0,,0.91,59.15
2014-02-25,95,91.0,,0.91,86.45
2014-02-26,58,91.0,,0.91,52.78
2014-02-27,86,91.0,,0.91,78.26
2014-02-28,55,91.0,,0.91,50.050000000000004
2014-03-01,64,90.0,False,0.9,57.6
2014-03-02,65,90.0,,0.9,58.5
2014-03-03,47,90.0,,0.9,42.300000000000004
2014-03-04,100,90.0,,0.9,90.0
2014-03-05,69,90.0,,0.9,62.1
2014-03-06,75,90.0,,0.9,67.5
2014-03-07,65,90.0,,0.9,58.5
2014-03-08,74,90.0,,0.9,66.60000000000001
2014-03-09,63,90.0,,0.9,56.7
2014-03-10,64,90.0,,0.9,57.6
2014-03-11,65,90.0,,0.9,58.5
2014-03-12,82,90.0,,0.9,73.8
2014-03-13,70,90.0,,0.9,63.0
2014-03-14,71,90.0,,0.9,63.9
2014-03-15,63,90.0,,0.9,56.7
2014-03-16,62,90.0,,0.9,55.800000000000004
2014-03-17,49,90.0,,0.9,44.1
2014-03-18,91,90.0,,0.9,81.9
2014-03-19,71,90.0,,0.9,63.9
2014-03-20,60,90.0,,0.9,54.0
2014-03-21,75,90.0,,0.9,67.5
2014-03-22,50,90.0,,0.9,45.0
2014-03-23,55,90.0,,0.9,49.5
2014-03-24,62,90.0,,0.9,55.800000000000004
2014-03-25,67,90.0,,0.9,60.300000000000004
2014-03-26,71,90.0,,0.9,63.9
2014-03-27,76,90.0,,0.9,68.4
2014-03-28,62,90.0,,0.9,55.800000000000004
2014-03-29,54,90.0,,0.9,48.6
2014-03-30,58,90.0,,0.9,52.2
2014-03-31,64,90.0,,0.9,57.6
2014-04-01,80,91.0,False,0.91,72.8
2014-04-02,72,91.0,,0.91,65.52
2014-04-03,88,91.0,,0.91,80.08
2014-04-04,88,91.0,,0.91,80.08
