date,prosperity bank_unscaled,prosperity bank_monthly,isPartial,scale,prosperity bank
2012-09-17,99,70.0,,0.7,69.3
2012-09-18,100,70.0,,0.7,70.0
2012-09-19,86,70.0,,0.7,60.199999999999996
2012-09-20,66,70.0,,0.7,46.199999999999996
2012-09-21,90,70.0,,0.7,62.99999999999999
2012-09-22,65,70.0,,0.7,45.5
2012-09-23,38,70.0,,0.7,26.599999999999998
2012-09-24,69,70.0,,0.7,48.3
2012-09-25,75,70.0,,0.7,52.5
2012-09-26,82,70.0,,0.7,57.4
2012-09-27,55,70.0,,0.7,38.5
2012-09-28,90,70.0,,0.7,62.99999999999999
2012-09-29,56,70.0,,0.7,39.199999999999996
2012-09-30,43,70.0,,0.7,30.099999999999998
2012-10-01,89,73.0,False,0.73,64.97
2012-10-02,98,73.0,,0.73,71.53999999999999
2012-10-03,66,73.0,,0.73,48.18
2012-10-04,89,73.0,,0.73,64.97
2012-10-05,69,73.0,,0.73,50.37
2012-10-06,41,73.0,,0.73,29.93
2012-10-07,40,73.0,,0.73,29.2
2012-10-08,92,73.0,,0.73,67.16
2012-10-09,61,73.0,,0.73,44.53
2012-10-10,79,73.0,,0.73,57.67
2012-10-11,48,73.0,,0.73,35.04
2012-10-12,64,73.0,,0.73,46.72
2012-10-13,73,73.0,,0.73,53.29
2012-10-14,39,73.0,,0.73,28.47
2012-10-15,84,73.0,,0.73,61.32
2012-10-16,67,73.0,,0.73,48.91
2012-10-17,100,73.0,,0.73,73.0
2012-10-18,73,73.0,,0.73,53.29
2012-10-19,82,73.0,,0.73,59.86
2012-10-20,46,73.0,,0.73,33.58
2012-10-21,54,73.0,,0.73,39.42
2012-10-22,100,73.0,,0.73,73.0
2012-10-23,73,73.0,,0.73,53.29
2012-10-24,99,73.0,,0.73,72.27
2012-10-25,61,73.0,,0.73,44.53
2012-10-26,97,73.0,,0.73,70.81
2012-10-27,54,73.0,,0.73,39.42
2012-10-28,39,73.0,,0.73,28.47
2012-10-29,62,73.0,,0.73,45.26
2012-10-30,84,73.0,,0.73,61.32
2012-10-31,92,73.0,,0.73,67.16
2012-11-01,87,73.0,False,0.73,63.51
2012-11-02,91,73.0,,0.73,66.42999999999999
2012-11-03,32,73.0,,0.73,23.36
2012-11-04,20,73.0,,0.73,14.6
2012-11-05,54,73.0,,0.73,39.42
2012-11-06,71,73.0,,0.73,51.83
2012-11-07,42,73.0,,0.73,30.66
2012-11-08,49,73.0,,0.73,35.769999999999996
2012-11-09,84,73.0,,0.73,61.32
2012-11-10,45,73.0,,0.73,32.85
2012-11-11,40,73.0,,0.73,29.2
2012-11-12,69,73.0,,0.73,50.37
2012-11-13,83,73.0,,0.73,60.589999999999996
2012-11-14,100,73.0,,0.73,73.0
2012-11-15,92,73.0,,0.73,67.16
2012-11-16,74,73.0,,0.73,54.019999999999996
2012-11-17,56,73.0,,0.73,40.879999999999995
2012-11-18,35,73.0,,0.73,25.55
2012-11-19,64,73.0,,0.73,46.72
2012-11-20,100,73.0,,0.73,73.0
2012-11-21,65,73.0,,0.73,47.449999999999996
2012-11-22,37,73.0,,0.73,27.009999999999998
2012-11-23,69,73.0,,0.73,50.37
2012-11-24,71,73.0,,0.73,51.83
2012-11-25,54,73.0,,0.73,39.42
2012-11-26,76,73.0,,0.73,55.48
2012-11-27,67,73.0,,0.73,48.91
2012-11-28,62,73.0,,0.73,45.26
2012-11-29,82,73.0,,0.73,59.86
2012-11-30,99,73.0,,0.73,72.27
2012-12-01,35,77.0,False,0.77,26.95
2012-12-02,35,77.0,,0.77,26.95
2012-12-03,83,77.0,,0.77,63.910000000000004
2012-12-04,69,77.0,,0.77,53.13
2012-12-05,80,77.0,,0.77,61.6
2012-12-06,55,77.0,,0.77,42.35
2012-12-07,63,77.0,,0.77,48.51
2012-12-08,36,77.0,,0.77,27.72
2012-12-09,25,77.0,,0.77,19.25
2012-12-10,62,77.0,,0.77,47.74
2012-12-11,49,77.0,,0.77,37.730000000000004
2012-12-12,40,77.0,,0.77,30.8
2012-12-13,74,77.0,,0.77,56.980000000000004
2012-12-14,84,77.0,,0.77,64.68
2012-12-15,52,77.0,,0.77,40.04
2012-12-16,23,77.0,,0.77,17.71
2012-12-17,61,77.0,,0.77,46.97
2012-12-18,64,77.0,,0.77,49.28
2012-12-19,85,77.0,,0.77,65.45
2012-12-20,72,77.0,,0.77,55.44
2012-12-21,78,77.0,,0.77,60.06
2012-12-22,28,77.0,,0.77,21.560000000000002
2012-12-23,47,77.0,,0.77,36.19
2012-12-24,74,77.0,,0.77,56.980000000000004
2012-12-25,8,77.0,,0.77,6.16
2012-12-26,71,77.0,,0.77,54.67
2012-12-27,55,77.0,,0.77,42.35
2012-12-28,100,77.0,,0.77,77.0
2012-12-29,55,77.0,,0.77,42.35
2012-12-30,33,77.0,,0.77,25.41
2012-12-31,70,77.0,,0.77,53.9
2013-01-01,58,73.0,False,0.73,42.339999999999996
2013-01-02,82,73.0,,0.73,59.86
2013-01-03,75,73.0,,0.73,54.75
2013-01-04,87,73.0,,0.73,63.51
2013-01-05,47,73.0,,0.73,34.31
2013-01-06,38,73.0,,0.73,27.74
2013-01-07,71,73.0,,0.73,51.83
2013-01-08,70,73.0,,0.73,51.1
2013-01-09,84,73.0,,0.73,61.32
2013-01-10,63,73.0,,0.73,45.99
2013-01-11,59,73.0,,0.73,43.07
2013-01-12,59,73.0,,0.73,43.07
2013-01-13,59,73.0,,0.73,43.07
2013-01-14,64,73.0,,0.73,46.72
2013-01-15,72,73.0,,0.73,52.56
2013-01-16,81,73.0,,0.73,59.129999999999995
2013-01-17,54,73.0,,0.73,39.42
2013-01-18,61,73.0,,0.73,44.53
2013-01-19,41,73.0,,0.73,29.93
2013-01-20,38,73.0,,0.73,27.74
2013-01-21,43,73.0,,0.73,31.39
2013-01-22,61,73.0,,0.73,44.53
2013-01-23,46,73.0,,0.73,33.58
2013-01-24,100,73.0,,0.73,73.0
2013-01-25,95,73.0,,0.73,69.35
2013-01-26,43,73.0,,0.73,31.39
2013-01-27,25,73.0,,0.73,18.25
2013-01-28,84,73.0,,0.73,61.32
2013-01-29,58,73.0,,0.73,42.339999999999996
2013-01-30,75,73.0,,0.73,54.75
2013-01-31,66,73.0,,0.73,48.18
2013-02-01,72,77.0,False,0.77,55.44
2013-02-02,85,77.0,,0.77,65.45
2013-02-03,37,77.0,,0.77,28.490000000000002
2013-02-04,61,77.0,,0.77,46.97
2013-02-05,69,77.0,,0.77,53.13
2013-02-06,83,77.0,,0.77,63.910000000000004
2013-02-07,81,77.0,,0.77,62.370000000000005
2013-02-08,80,77.0,,0.77,61.6
2013-02-09,64,77.0,,0.77,49.28
2013-02-10,34,77.0,,0.77,26.18
2013-02-11,70,77.0,,0.77,53.9
2013-02-12,74,77.0,,0.77,56.980000000000004
2013-02-13,58,77.0,,0.77,44.660000000000004
2013-02-14,60,77.0,,0.77,46.2
2013-02-15,80,77.0,,0.77,61.6
2013-02-16,44,77.0,,0.77,33.88
2013-02-17,41,77.0,,0.77,31.57
2013-02-18,43,77.0,,0.77,33.11
2013-02-19,89,77.0,,0.77,68.53
2013-02-20,69,77.0,,0.77,53.13
2013-02-21,80,77.0,,0.77,61.6
2013-02-22,83,77.0,,0.77,63.910000000000004
2013-02-23,61,77.0,,0.77,46.97
2013-02-24,23,77.0,,0.77,17.71
2013-02-25,68,77.0,,0.77,52.36
2013-02-26,100,77.0,,0.77,77.0
2013-02-27,77,77.0,,0.77,59.29
2013-02-28,75,77.0,,0.77,57.75
2013-03-01,100,74.0,False,0.74,74.0
2013-03-02,50,74.0,,0.74,37.0
2013-03-03,37,74.0,,0.74,27.38
2013-03-04,85,74.0,,0.74,62.9
2013-03-05,76,74.0,,0.74,56.24
2013-03-06,55,74.0,,0.74,40.7
2013-03-07,77,74.0,,0.74,56.98
2013-03-08,79,74.0,,0.74,58.46
2013-03-09,28,74.0,,0.74,20.72
2013-03-10,28,74.0,,0.74,20.72
2013-03-11,81,74.0,,0.74,59.94
2013-03-12,50,74.0,,0.74,37.0
2013-03-13,48,74.0,,0.74,35.519999999999996
2013-03-14,73,74.0,,0.74,54.019999999999996
2013-03-15,75,74.0,,0.74,55.5
2013-03-16,66,74.0,,0.74,48.839999999999996
2013-03-17,37,74.0,,0.74,27.38
2013-03-18,61,74.0,,0.74,45.14
2013-03-19,68,74.0,,0.74,50.32
2013-03-20,46,74.0,,0.74,34.04
2013-03-21,59,74.0,,0.74,43.66
2013-03-22,42,74.0,,0.74,31.08
2013-03-23,44,74.0,,0.74,32.56
2013-03-24,28,74.0,,0.74,20.72
2013-03-25,58,74.0,,0.74,42.92
2013-03-26,46,74.0,,0.74,34.04
2013-03-27,78,74.0,,0.74,57.72
2013-03-28,51,74.0,,0.74,37.74
2013-03-29,63,74.0,,0.74,46.62
2013-03-30,49,74.0,,0.74,36.26
2013-03-31,44,74.0,,0.74,32.56
2013-04-01,76,77.0,False,0.77,58.52
2013-04-02,84,77.0,,0.77,64.68
2013-04-03,61,77.0,,0.77,46.97
2013-04-04,100,77.0,,0.77,77.0
2013-04-05,71,77.0,,0.77,54.67
2013-04-06,41,77.0,,0.77,31.57
2013-04-07,33,77.0,,0.77,25.41
2013-04-08,67,77.0,,0.77,51.59
2013-04-09,92,77.0,,0.77,70.84
2013-04-10,81,77.0,,0.77,62.370000000000005
2013-04-11,61,77.0,,0.77,46.97
2013-04-12,72,77.0,,0.77,55.44
2013-04-13,69,77.0,,0.77,53.13
2013-04-14,69,77.0,,0.77,53.13
2013-04-15,76,77.0,,0.77,58.52
2013-04-16,88,77.0,,0.77,67.76
2013-04-17,55,77.0,,0.77,42.35
2013-04-18,69,77.0,,0.77,53.13
2013-04-19,89,77.0,,0.77,68.53
2013-04-20,74,77.0,,0.77,56.980000000000004
2013-04-21,37,77.0,,0.77,28.490000000000002
2013-04-22,61,77.0,,0.77,46.97
2013-04-23,87,77.0,,0.77,66.99
2013-04-24,73,77.0,,0.77,56.21
2013-04-25,89,77.0,,0.77,68.53
2013-04-26,77,77.0,,0.77,59.29
2013-04-27,45,77.0,,0.77,34.65
2013-04-28,37,77.0,,0.77,28.490000000000002
2013-04-29,66,77.0,,0.77,50.82
2013-04-30,90,77.0,,0.77,69.3
2013-05-01,80,87.0,False,0.87,69.6
2013-05-02,63,87.0,,0.87,54.81
2013-05-03,100,87.0,,0.87,87.0
2013-05-04,53,87.0,,0.87,46.11
2013-05-05,45,87.0,,0.87,39.15
2013-05-06,73,87.0,,0.87,63.51
2013-05-07,86,87.0,,0.87,74.82
2013-05-08,44,87.0,,0.87,38.28
2013-05-09,61,87.0,,0.87,53.07
2013-05-10,62,87.0,,0.87,53.94
2013-05-11,59,87.0,,0.87,51.33
2013-05-12,28,87.0,,0.87,24.36
2013-05-13,72,87.0,,0.87,62.64
2013-05-14,75,87.0,,0.87,65.25
2013-05-15,69,87.0,,0.87,60.03
2013-05-16,41,87.0,,0.87,35.67
2013-05-17,77,87.0,,0.87,66.99
2013-05-18,49,87.0,,0.87,42.63
2013-05-19,50,87.0,,0.87,43.5
2013-05-20,68,87.0,,0.87,59.16
2013-05-21,76,87.0,,0.87,66.12
2013-05-22,94,87.0,,0.87,81.78
2013-05-23,72,87.0,,0.87,62.64
2013-05-24,68,87.0,,0.87,59.16
2013-05-25,61,87.0,,0.87,53.07
2013-05-26,26,87.0,,0.87,22.62
2013-05-27,41,87.0,,0.87,35.67
2013-05-28,73,87.0,,0.87,63.51
2013-05-29,70,87.0,,0.87,60.9
2013-05-30,52,87.0,,0.87,45.24
2013-05-31,77,87.0,,0.87,66.99
2013-06-01,65,88.0,False,0.88,57.2
2013-06-02,26,88.0,,0.88,22.88
2013-06-03,51,88.0,,0.88,44.88
2013-06-04,53,88.0,,0.88,46.64
2013-06-05,38,88.0,,0.88,33.44
2013-06-06,32,88.0,,0.88,28.16
2013-06-07,45,88.0,,0.88,39.6
2013-06-08,29,88.0,,0.88,25.52
2013-06-09,22,88.0,,0.88,19.36
2013-06-10,49,88.0,,0.88,43.12
2013-06-11,71,88.0,,0.88,62.48
2013-06-12,62,88.0,,0.88,54.56
2013-06-13,61,88.0,,0.88,53.68
2013-06-14,64,88.0,,0.88,56.32
2013-06-15,64,88.0,,0.88,56.32
2013-06-16,27,88.0,,0.88,23.76
2013-06-17,58,88.0,,0.88,51.04
2013-06-18,62,88.0,,0.88,54.56
2013-06-19,53,88.0,,0.88,46.64
2013-06-20,43,88.0,,0.88,37.84
2013-06-21,100,88.0,,0.88,88.0
2013-06-22,49,88.0,,0.88,43.12
2013-06-23,24,88.0,,0.88,21.12
2013-06-24,48,88.0,,0.88,42.24
2013-06-25,48,88.0,,0.88,42.24
2013-06-26,65,88.0,,0.88,57.2
2013-06-27,54,88.0,,0.88,47.52
2013-06-28,54,88.0,,0.88,47.52
2013-06-29,29,88.0,,0.88,25.52
2013-06-30,31,88.0,,0.88,27.28
2013-07-01,96,87.0,False,0.87,83.52
2013-07-02,85,87.0,,0.87,73.95
2013-07-03,91,87.0,,0.87,79.17
2013-07-04,69,87.0,,0.87,60.03
2013-07-05,89,87.0,,0.87,77.42999999999999
2013-07-06,45,87.0,,0.87,39.15
2013-07-07,51,87.0,,0.87,44.37
2013-07-08,87,87.0,,0.87,75.69
2013-07-09,49,87.0,,0.87,42.63
2013-07-10,79,87.0,,0.87,68.73
2013-07-11,100,87.0,,0.87,87.0
2013-07-12,86,87.0,,0.87,74.82
2013-07-13,51,87.0,,0.87,44.37
2013-07-14,27,87.0,,0.87,23.49
2013-07-15,85,87.0,,0.87,73.95
2013-07-16,46,87.0,,0.87,40.02
2013-07-17,52,87.0,,0.87,45.24
2013-07-18,75,87.0,,0.87,65.25
2013-07-19,77,87.0,,0.87,66.99
2013-07-20,81,87.0,,0.87,70.47
2013-07-21,62,87.0,,0.87,53.94
2013-07-22,59,87.0,,0.87,51.33
2013-07-23,64,87.0,,0.87,55.68
2013-07-24,91,87.0,,0.87,79.17
2013-07-25,78,87.0,,0.87,67.86
2013-07-26,89,87.0,,0.87,77.42999999999999
2013-07-27,58,87.0,,0.87,50.46
2013-07-28,65,87.0,,0.87,56.55
2013-07-29,90,87.0,,0.87,78.3
2013-07-30,56,87.0,,0.87,48.72
2013-07-31,85,87.0,,0.87,73.95
2013-08-01,88,91.0,False,0.91,80.08
2013-08-02,81,91.0,,0.91,73.71000000000001
2013-08-03,51,91.0,,0.91,46.410000000000004
2013-08-04,42,91.0,,0.91,38.22
2013-08-05,72,91.0,,0.91,65.52
2013-08-06,64,91.0,,0.91,58.24
2013-08-07,69,91.0,,0.91,62.79
2013-08-08,64,91.0,,0.91,58.24
2013-08-09,56,91.0,,0.91,50.96
2013-08-10,38,91.0,,0.91,34.58
2013-08-11,39,91.0,,0.91,35.49
2013-08-12,74,91.0,,0.91,67.34
2013-08-13,98,91.0,,0.91,89.18
2013-08-14,72,91.0,,0.91,65.52
2013-08-15,91,91.0,,0.91,82.81
2013-08-16,59,91.0,,0.91,53.690000000000005
2013-08-17,48,91.0,,0.91,43.68
2013-08-18,22,91.0,,0.91,20.02
2013-08-19,82,91.0,,0.91,74.62
2013-08-20,64,91.0,,0.91,58.24
2013-08-21,83,91.0,,0.91,75.53
2013-08-22,98,91.0,,0.91,89.18
2013-08-23,88,91.0,,0.91,80.08
2013-08-24,63,91.0,,0.91,57.330000000000005
2013-08-25,28,91.0,,0.91,25.48
2013-08-26,64,91.0,,0.91,58.24
2013-08-27,67,91.0,,0.91,60.97
2013-08-28,89,91.0,,0.91,80.99000000000001
2013-08-29,84,91.0,,0.91,76.44
2013-08-30,100,91.0,,0.91,91.0
2013-08-31,56,91.0,,0.91,50.96
2013-09-01,33,80.0,False,0.8,26.400000000000002
2013-09-02,24,80.0,,0.8,19.200000000000003
2013-09-03,92,80.0,,0.8,73.60000000000001
2013-09-04,71,80.0,,0.8,56.800000000000004
2013-09-05,95,80.0,,0.8,76.0
2013-09-06,87,80.0,,0.8,69.60000000000001
2013-09-07,65,80.0,,0.8,52.0
2013-09-08,38,80.0,,0.8,30.400000000000002
2013-09-09,68,80.0,,0.8,54.400000000000006
2013-09-10,56,80.0,,0.8,44.800000000000004
2013-09-11,61,80.0,,0.8,48.800000000000004
2013-09-12,60,80.0,,0.8,48.0
2013-09-13,94,80.0,,0.8,75.2
2013-09-14,32,80.0,,0.8,25.6
2013-09-15,46,80.0,,0.8,36.800000000000004
2013-09-16,82,80.0,,0.8,65.60000000000001
2013-09-17,75,80.0,,0.8,60.0
2013-09-18,60,80.0,,0.8,48.0
2013-09-19,68,80.0,,0.8,54.400000000000006
2013-09-20,60,80.0,,0.8,48.0
2013-09-21,49,80.0,,0.8,39.2
2013-09-22,38,80.0,,0.8,30.400000000000002
2013-09-23,100,80.0,,0.8,80.0
2013-09-24,44,80.0,,0.8,35.2
2013-09-25,48,80.0,,0.8,38.400000000000006
2013-09-26,49,80.0,,0.8,39.2
2013-09-27,76,80.0,,0.8,60.800000000000004
2013-09-28,37,80.0,,0.8,29.6
2013-09-29,33,80.0,,0.8,26.400000000000002
2013-09-30,55,80.0,,0.8,44.0
2013-10-01,65,76.0,False,0.76,49.4
2013-10-02,66,76.0,,0.76,50.160000000000004
2013-10-03,77,76.0,,0.76,58.52
2013-10-04,72,76.0,,0.76,54.72
2013-10-05,53,76.0,,0.76,40.28
2013-10-06,23,76.0,,0.76,17.48
2013-10-07,84,76.0,,0.76,63.84
2013-10-08,74,76.0,,0.76,56.24
2013-10-09,78,76.0,,0.76,59.28
2013-10-10,63,76.0,,0.76,47.88
2013-10-11,71,76.0,,0.76,53.96
2013-10-12,57,76.0,,0.76,43.32
2013-10-13,47,76.0,,0.76,35.72
2013-10-14,83,76.0,,0.76,63.08
2013-10-15,100,76.0,,0.76,76.0
2013-10-16,85,76.0,,0.76,64.6
2013-10-17,40,76.0,,0.76,30.4
2013-10-18,78,76.0,,0.76,59.28
2013-10-19,17,76.0,,0.76,12.92
2013-10-20,49,76.0,,0.76,37.24
2013-10-21,58,76.0,,0.76,44.08
2013-10-22,54,76.0,,0.76,41.04
2013-10-23,66,76.0,,0.76,50.160000000000004
2013-10-24,75,76.0,,0.76,57.0
2013-10-25,56,76.0,,0.76,42.56
2013-10-26,47,76.0,,0.76,35.72
2013-10-27,36,76.0,,0.76,27.36
2013-10-28,68,76.0,,0.76,51.68
2013-10-29,54,76.0,,0.76,41.04
2013-10-30,73,76.0,,0.76,55.480000000000004
2013-10-31,51,76.0,,0.76,38.76
2013-11-01,76,68.0,False,0.68,51.68000000000001
2013-11-02,68,68.0,,0.68,46.24
2013-11-03,53,68.0,,0.68,36.04
2013-11-04,100,68.0,,0.68,68.0
2013-11-05,56,68.0,,0.68,38.080000000000005
2013-11-06,82,68.0,,0.68,55.760000000000005
2013-11-07,74,68.0,,0.68,50.32
2013-11-08,80,68.0,,0.68,54.400000000000006
2013-11-09,58,68.0,,0.68,39.440000000000005
2013-11-10,42,68.0,,0.68,28.560000000000002
2013-11-11,43,68.0,,0.68,29.240000000000002
2013-11-12,39,68.0,,0.68,26.520000000000003
2013-11-13,71,68.0,,0.68,48.28
2013-11-14,63,68.0,,0.68,42.84
2013-11-15,80,68.0,,0.68,54.400000000000006
2013-11-16,57,68.0,,0.68,38.760000000000005
2013-11-17,27,68.0,,0.68,18.360000000000003
2013-11-18,61,68.0,,0.68,41.480000000000004
2013-11-19,81,68.0,,0.68,55.080000000000005
2013-11-20,70,68.0,,0.68,47.6
2013-11-21,68,68.0,,0.68,46.24
2013-11-22,56,68.0,,0.68,38.080000000000005
2013-11-23,56,68.0,,0.68,38.080000000000005
2013-11-24,48,68.0,,0.68,32.64
2013-11-25,62,68.0,,0.68,42.160000000000004
2013-11-26,63,68.0,,0.68,42.84
2013-11-27,97,68.0,,0.68,65.96000000000001
2013-11-28,41,68.0,,0.68,27.880000000000003
2013-11-29,85,68.0,,0.68,57.800000000000004
2013-11-30,39,68.0,,0.68,26.520000000000003
2013-12-01,22,89.0,False,0.89,19.580000000000002
2013-12-02,72,89.0,,0.89,64.08
2013-12-03,49,89.0,,0.89,43.61
2013-12-04,45,89.0,,0.89,40.05
2013-12-05,35,89.0,,0.89,31.150000000000002
2013-12-06,62,89.0,,0.89,55.18
2013-12-07,49,89.0,,0.89,43.61
2013-12-08,23,89.0,,0.89,20.47
2013-12-09,60,89.0,,0.89,53.4
2013-12-10,56,89.0,,0.89,49.84
2013-12-11,49,89.0,,0.89,43.61
2013-12-12,67,89.0,,0.89,59.63
2013-12-13,92,89.0,,0.89,81.88
2013-12-14,72,89.0,,0.89,64.08
2013-12-15,26,89.0,,0.89,23.14
2013-12-16,78,89.0,,0.89,69.42
2013-12-17,49,89.0,,0.89,43.61
2013-12-18,100,89.0,,0.89,89.0
2013-12-19,68,89.0,,0.89,60.52
2013-12-20,71,89.0,,0.89,63.19
2013-12-21,56,89.0,,0.89,49.84
2013-12-22,25,89.0,,0.89,22.25
2013-12-23,71,89.0,,0.89,63.19
2013-12-24,81,89.0,,0.89,72.09
2013-12-25,22,89.0,,0.89,19.580000000000002
2013-12-26,62,89.0,,0.89,55.18
2013-12-27,84,89.0,,0.89,74.76
2013-12-28,35,89.0,,0.89,31.150000000000002
2013-12-29,48,89.0,,0.89,42.72
2013-12-30,89,89.0,,0.89,79.21000000000001
2013-12-31,96,89.0,,0.89,85.44
2014-01-01,58,89.0,False,0.89,51.62
2014-01-02,73,89.0,,0.89,64.97
2014-01-03,84,89.0,,0.89,74.76
2014-01-04,35,89.0,,0.89,31.150000000000002
2014-01-05,40,89.0,,0.89,35.6
2014-01-06,66,89.0,,0.89,58.74
2014-01-07,83,89.0,,0.89,73.87
2014-01-08,33,89.0,,0.89,29.37
2014-01-09,59,89.0,,0.89,52.51
2014-01-10,69,89.0,,0.89,61.410000000000004
2014-01-11,49,89.0,,0.89,43.61
2014-01-12,26,89.0,,0.89,23.14
2014-01-13,29,89.0,,0.89,25.81
2014-01-14,54,89.0,,0.89,48.06
2014-01-15,62,89.0,,0.89,55.18
2014-01-16,51,89.0,,0.89,45.39
2014-01-17,60,89.0,,0.89,53.4
2014-01-18,50,89.0,,0.89,44.5
2014-01-19,41,89.0,,0.89,36.49
2014-01-20,34,89.0,,0.89,30.26
2014-01-21,60,89.0,,0.89,53.4
2014-01-22,83,89.0,,0.89,73.87
2014-01-23,36,89.0,,0.89,32.04
2014-01-24,67,89.0,,0.89,59.63
2014-01-25,44,89.0,,0.89,39.160000000000004
2014-01-26,27,89.0,,0.89,24.03
2014-01-27,65,89.0,,0.89,57.85
2014-01-28,84,89.0,,0.89,74.76
2014-01-29,53,89.0,,0.89,47.17
2014-01-30,36,89.0,,0.89,32.04
2014-01-31,100,89.0,,0.89,89.0
2014-02-01,47,85.0,False,0.85,39.949999999999996
2014-02-02,39,85.0,,0.85,33.15
2014-02-03,74,85.0,,0.85,62.9
2014-02-04,56,85.0,,0.85,47.6
2014-02-05,61,85.0,,0.85,51.85
2014-02-06,66,85.0,,0.85,56.1
2014-02-07,100,85.0,,0.85,85.0
2014-02-08,61,85.0,,0.85,51.85
2014-02-09,46,85.0,,0.85,39.1
2014-02-10,89,85.0,,0.85,75.64999999999999
2014-02-11,83,85.0,,0.85,70.55
2014-02-12,50,85.0,,0.85,42.5
2014-02-13,56,85.0,,0.85,47.6
2014-02-14,44,85.0,,0.85,37.4
2014-02-15,46,85.0,,0.85,39.1
2014-02-16,30,85.0,,0.85,25.5
2014-02-17,42,85.0,,0.85,35.699999999999996
2014-02-18,74,85.0,,0.85,62.9
2014-02-19,46,85.0,,0.85,39.1
2014-02-20,66,85.0,,0.85,56.1
2014-02-21,44,85.0,,0.85,37.4
2014-02-22,41,85.0,,0.85,34.85
2014-02-23,22,85.0,,0.85,18.7
2014-02-24,64,85.0,,0.85,54.4
2014-02-25,56,85.0,,0.85,47.6
2014-02-26,74,85.0,,0.85,62.9
2014-02-27,75,85.0,,0.85,63.75
2014-02-28,66,85.0,,0.85,56.1
2014-03-01,53,74.0,False,0.74,39.22
2014-03-02,34,74.0,,0.74,25.16
2014-03-03,81,74.0,,0.74,59.94
2014-03-04,69,74.0,,0.74,51.06
2014-03-05,57,74.0,,0.74,42.18
2014-03-06,62,74.0,,0.74,45.88
2014-03-07,92,74.0,,0.74,68.08
2014-03-08,55,74.0,,0.74,40.7
2014-03-09,45,74.0,,0.74,33.3
2014-03-10,71,74.0,,0.74,52.54
2014-03-11,73,74.0,,0.74,54.019999999999996
2014-03-12,72,74.0,,0.74,53.28
2014-03-13,74,74.0,,0.74,54.76
2014-03-14,69,74.0,,0.74,51.06
2014-03-15,46,74.0,,0.74,34.04
2014-03-16,51,74.0,,0.74,37.74
2014-03-17,67,74.0,,0.74,49.58
2014-03-18,80,74.0,,0.74,59.2
2014-03-19,65,74.0,,0.74,48.1
2014-03-20,42,74.0,,0.74,31.08
2014-03-21,88,74.0,,0.74,65.12
2014-03-22,52,74.0,,0.74,38.48
2014-03-23,64,74.0,,0.74,47.36
2014-03-24,96,74.0,,0.74,71.03999999999999
2014-03-25,100,74.0,,0.74,74.0
2014-03-26,68,74.0,,0.74,50.32
2014-03-27,89,74.0,,0.74,65.86
2014-03-28,97,74.0,,0.74,71.78
2014-03-29,79,74.0,,0.74,58.46
2014-03-30,19,74.0,,0.74,14.06
2014-03-31,83,74.0,,0.74,61.42
2014-04-01,82,85.0,False,0.85,69.7
2014-04-02,100,85.0,,0.85,85.0
2014-04-03,81,85.0,,0.85,68.85
2014-04-04,83,85.0,,0.85,70.55
2014-04-05,54,85.0,,0.85,45.9
2014-04-06,42,85.0,,0.85,35.699999999999996
2014-04-07,67,85.0,,0.85,56.949999999999996
2014-04-08,59,85.0,,0.85,50.15
2014-04-09,67,85.0,,0.85,56.949999999999996
2014-04-10,66,85.0,,0.85,56.1
2014-04-11,74,85.0,,0.85,62.9
2014-04-12,67,85.0,,0.85,56.949999999999996
2014-04-13,20,85.0,,0.85,17.0
2014-04-14,64,85.0,,0.85,54.4
2014-04-15,72,85.0,,0.85,61.199999999999996
2014-04-16,54,85.0,,0.85,45.9
2014-04-17,89,85.0,,0.85,75.64999999999999
2014-04-18,59,85.0,,0.85,50.15
2014-04-19,41,85.0,,0.85,34.85
2014-04-20,28,85.0,,0.85,23.8
2014-04-21,56,85.0,,0.85,47.6
2014-04-22,65,85.0,,0.85,55.25
2014-04-23,60,85.0,,0.85,51.0
2014-04-24,66,85.0,,0.85,56.1
2014-04-25,68,85.0,,0.85,57.8
2014-04-26,52,85.0,,0.85,44.199999999999996
2014-04-27,34,85.0,,0.85,28.9
2014-04-28,81,85.0,,0.85,68.85
2014-04-29,56,85.0,,0.85,47.6
2014-04-30,61,85.0,,0.85,51.85
2014-05-01,90,79.0,False,0.79,71.10000000000001
2014-05-02,79,79.0,,0.79,62.410000000000004
2014-05-03,75,79.0,,0.79,59.25
2014-05-04,20,79.0,,0.79,15.8
2014-05-05,53,79.0,,0.79,41.870000000000005
2014-05-06,48,79.0,,0.79,37.92
2014-05-07,59,79.0,,0.79,46.61
2014-05-08,60,79.0,,0.79,47.400000000000006
2014-05-09,85,79.0,,0.79,67.15
2014-05-10,34,79.0,,0.79,26.86
2014-05-11,21,79.0,,0.79,16.59
2014-05-12,38,79.0,,0.79,30.020000000000003
2014-05-13,79,79.0,,0.79,62.410000000000004
2014-05-14,65,79.0,,0.79,51.35
2014-05-15,33,79.0,,0.79,26.07
2014-05-16,100,79.0,,0.79,79.0
2014-05-17,62,79.0,,0.79,48.980000000000004
2014-05-18,28,79.0,,0.79,22.12
2014-05-19,76,79.0,,0.79,60.040000000000006
2014-05-20,100,79.0,,0.79,79.0
2014-05-21,66,79.0,,0.79,52.14
2014-05-22,93,79.0,,0.79,73.47
