date,GOLD PRICE_unscaled,GOLD PRICE_monthly,isPartial,scale,GOLD PRICE
2016-06-16,27,42.0,,0.42,11.34
2016-06-17,25,42.0,,0.42,10.5
2016-06-18,20,42.0,,0.42,8.4
2016-06-19,16,42.0,,0.42,6.72
2016-06-20,25,42.0,,0.42,10.5
2016-06-21,24,42.0,,0.42,10.08
2016-06-22,19,42.0,,0.42,7.9799999999999995
2016-06-23,22,42.0,,0.42,9.24
2016-06-24,100,42.0,,0.42,42.0
2016-06-25,44,42.0,,0.42,18.48
2016-06-26,33,42.0,,0.42,13.86
2016-06-27,47,42.0,,0.42,19.74
2016-06-28,38,42.0,,0.42,15.959999999999999
2016-06-29,30,42.0,,0.42,12.6
2016-06-30,30,42.0,,0.42,12.6
2016-07-01,73,38.0,False,0.38,27.740000000000002
2016-07-02,72,38.0,,0.38,27.36
2016-07-03,47,38.0,,0.38,17.86
2016-07-04,64,38.0,,0.38,24.32
2016-07-05,93,38.0,,0.38,35.34
2016-07-06,100,38.0,,0.38,38.0
2016-07-07,71,38.0,,0.38,26.98
2016-07-08,76,38.0,,0.38,28.88
2016-07-09,70,38.0,,0.38,26.6
2016-07-10,57,38.0,,0.38,21.66
2016-07-11,69,38.0,,0.38,26.22
2016-07-12,87,38.0,,0.38,33.06
2016-07-13,83,38.0,,0.38,31.54
2016-07-14,57,38.0,,0.38,21.66
2016-07-15,62,38.0,,0.38,23.56
2016-07-16,58,38.0,,0.38,22.04
2016-07-17,39,38.0,,0.38,14.82
2016-07-18,62,38.0,,0.38,23.56
2016-07-19,56,38.0,,0.38,21.28
2016-07-20,68,38.0,,0.38,25.84
2016-07-21,66,38.0,,0.38,25.080000000000002
2016-07-22,57,38.0,,0.38,21.66
2016-07-23,48,38.0,,0.38,18.240000000000002
2016-07-24,48,38.0,,0.38,18.240000000000002
2016-07-25,66,38.0,,0.38,25.080000000000002
2016-07-26,58,38.0,,0.38,22.04
2016-07-27,69,38.0,,0.38,26.22
2016-07-28,55,38.0,,0.38,20.9
2016-07-29,59,38.0,,0.38,22.42
2016-07-30,49,38.0,,0.38,18.62
2016-07-31,53,38.0,,0.38,20.14
2016-08-01,75,35.0,False,0.35,26.25
2016-08-02,94,35.0,,0.35,32.9
2016-08-03,95,35.0,,0.35,33.25
2016-08-04,76,35.0,,0.35,26.599999999999998
2016-08-05,72,35.0,,0.35,25.2
2016-08-06,66,35.0,,0.35,23.099999999999998
2016-08-07,63,35.0,,0.35,22.049999999999997
2016-08-08,79,35.0,,0.35,27.65
2016-08-09,75,35.0,,0.35,26.25
2016-08-10,86,35.0,,0.35,30.099999999999998
2016-08-11,81,35.0,,0.35,28.349999999999998
2016-08-12,89,35.0,,0.35,31.15
2016-08-13,62,35.0,,0.35,21.7
2016-08-14,54,35.0,,0.35,18.9
2016-08-15,100,35.0,,0.35,35.0
2016-08-16,86,35.0,,0.35,30.099999999999998
2016-08-17,82,35.0,,0.35,28.7
2016-08-18,84,35.0,,0.35,29.4
2016-08-19,73,35.0,,0.35,25.549999999999997
2016-08-20,61,35.0,,0.35,21.349999999999998
2016-08-21,71,35.0,,0.35,24.849999999999998
2016-08-22,87,35.0,,0.35,30.45
2016-08-23,85,35.0,,0.35,29.749999999999996
2016-08-24,77,35.0,,0.35,26.95
2016-08-25,96,35.0,,0.35,33.599999999999994
2016-08-26,81,35.0,,0.35,28.349999999999998
2016-08-27,67,35.0,,0.35,23.45
2016-08-28,61,35.0,,0.35,21.349999999999998
2016-08-29,64,35.0,,0.35,22.4
2016-08-30,83,35.0,,0.35,29.049999999999997
2016-08-31,79,35.0,,0.35,27.65
2016-09-01,77,31.0,False,0.31,23.87
2016-09-02,82,31.0,,0.31,25.419999999999998
2016-09-03,48,31.0,,0.31,14.879999999999999
2016-09-04,51,31.0,,0.31,15.81
2016-09-05,68,31.0,,0.31,21.08
2016-09-06,76,31.0,,0.31,23.56
2016-09-07,100,31.0,,0.31,31.0
2016-09-08,69,31.0,,0.31,21.39
2016-09-09,75,31.0,,0.31,23.25
2016-09-10,75,31.0,,0.31,23.25
2016-09-11,47,31.0,,0.31,14.57
2016-09-12,68,31.0,,0.31,21.08
2016-09-13,80,31.0,,0.31,24.8
2016-09-14,70,31.0,,0.31,21.7
2016-09-15,76,31.0,,0.31,23.56
2016-09-16,80,31.0,,0.31,24.8
2016-09-17,61,31.0,,0.31,18.91
2016-09-18,43,31.0,,0.31,13.33
2016-09-19,76,31.0,,0.31,23.56
2016-09-20,76,31.0,,0.31,23.56
2016-09-21,95,31.0,,0.31,29.45
2016-09-22,80,31.0,,0.31,24.8
2016-09-23,85,31.0,,0.31,26.35
2016-09-24,88,31.0,,0.31,27.28
2016-09-25,73,31.0,,0.31,22.63
2016-09-26,70,31.0,,0.31,21.7
2016-09-27,82,31.0,,0.31,25.419999999999998
2016-09-28,68,31.0,,0.31,21.08
2016-09-29,70,31.0,,0.31,21.7
2016-09-30,65,31.0,,0.31,20.15
2016-10-01,47,34.0,False,0.34,15.98
2016-10-02,54,34.0,,0.34,18.360000000000003
2016-10-03,66,34.0,,0.34,22.44
2016-10-04,95,34.0,,0.34,32.300000000000004
2016-10-05,100,34.0,,0.34,34.0
2016-10-06,85,34.0,,0.34,28.900000000000002
2016-10-07,93,34.0,,0.34,31.62
2016-10-08,69,34.0,,0.34,23.46
2016-10-09,58,34.0,,0.34,19.720000000000002
2016-10-10,69,34.0,,0.34,23.46
2016-10-11,74,34.0,,0.34,25.16
2016-10-12,84,34.0,,0.34,28.560000000000002
2016-10-13,79,34.0,,0.34,26.860000000000003
2016-10-14,79,34.0,,0.34,26.860000000000003
2016-10-15,77,34.0,,0.34,26.180000000000003
2016-10-16,66,34.0,,0.34,22.44
2016-10-17,59,34.0,,0.34,20.060000000000002
2016-10-18,73,34.0,,0.34,24.82
2016-10-19,70,34.0,,0.34,23.8
2016-10-20,70,34.0,,0.34,23.8
2016-10-21,61,34.0,,0.34,20.740000000000002
2016-10-22,68,34.0,,0.34,23.12
2016-10-23,60,34.0,,0.34,20.400000000000002
2016-10-24,69,34.0,,0.34,23.46
2016-10-25,68,34.0,,0.34,23.12
2016-10-26,62,34.0,,0.34,21.080000000000002
2016-10-27,63,34.0,,0.34,21.42
2016-10-28,86,34.0,,0.34,29.240000000000002
2016-10-29,69,34.0,,0.34,23.46
2016-10-30,47,34.0,,0.34,15.98
2016-10-31,69,34.0,,0.34,23.46
2016-11-01,33,44.0,False,0.44,14.52
2016-11-02,37,44.0,,0.44,16.28
2016-11-03,32,44.0,,0.44,14.08
2016-11-04,31,44.0,,0.44,13.64
2016-11-05,25,44.0,,0.44,11.0
2016-11-06,19,44.0,,0.44,8.36
2016-11-07,28,44.0,,0.44,12.32
2016-11-08,31,44.0,,0.44,13.64
2016-11-09,100,44.0,,0.44,44.0
2016-11-10,55,44.0,,0.44,24.2
2016-11-11,51,44.0,,0.44,22.44
2016-11-12,38,44.0,,0.44,16.72
2016-11-13,29,44.0,,0.44,12.76
2016-11-14,45,44.0,,0.44,19.8
2016-11-15,42,44.0,,0.44,18.48
2016-11-16,41,44.0,,0.44,18.04
2016-11-17,37,44.0,,0.44,16.28
2016-11-18,35,44.0,,0.44,15.4
2016-11-19,26,44.0,,0.44,11.44
2016-11-20,27,44.0,,0.44,11.88
2016-11-21,32,44.0,,0.44,14.08
2016-11-22,37,44.0,,0.44,16.28
2016-11-23,37,44.0,,0.44,16.28
2016-11-24,33,44.0,,0.44,14.52
2016-11-25,43,44.0,,0.44,18.92
2016-11-26,32,44.0,,0.44,14.08
2016-11-27,28,44.0,,0.44,12.32
2016-11-28,38,44.0,,0.44,16.72
2016-11-29,33,44.0,,0.44,14.52
2016-11-30,41,44.0,,0.44,18.04
2016-12-01,100,42.0,False,0.42,42.0
2016-12-02,89,42.0,,0.42,37.379999999999995
2016-12-03,68,42.0,,0.42,28.56
2016-12-04,63,42.0,,0.42,26.459999999999997
2016-12-05,73,42.0,,0.42,30.66
2016-12-06,69,42.0,,0.42,28.98
2016-12-07,81,42.0,,0.42,34.019999999999996
2016-12-08,68,42.0,,0.42,28.56
2016-12-09,74,42.0,,0.42,31.08
2016-12-10,71,42.0,,0.42,29.82
2016-12-11,50,42.0,,0.42,21.0
2016-12-12,75,42.0,,0.42,31.5
2016-12-13,78,42.0,,0.42,32.76
2016-12-14,83,42.0,,0.42,34.86
2016-12-15,97,42.0,,0.42,40.74
2016-12-16,72,42.0,,0.42,30.24
2016-12-17,65,42.0,,0.42,27.3
2016-12-18,57,42.0,,0.42,23.939999999999998
2016-12-19,76,42.0,,0.42,31.919999999999998
2016-12-20,77,42.0,,0.42,32.339999999999996
2016-12-21,74,42.0,,0.42,31.08
2016-12-22,90,42.0,,0.42,37.8
2016-12-23,72,42.0,,0.42,30.24
2016-12-24,58,42.0,,0.42,24.36
2016-12-25,81,42.0,,0.42,34.019999999999996
2016-12-26,67,42.0,,0.42,28.14
2016-12-27,73,42.0,,0.42,30.66
2016-12-28,70,42.0,,0.42,29.4
2016-12-29,83,42.0,,0.42,34.86
2016-12-30,82,42.0,,0.42,34.44
2016-12-31,63,42.0,,0.42,26.459999999999997
2017-01-01,54,37.0,False,0.37,19.98
2017-01-02,92,37.0,,0.37,34.04
2017-01-03,87,37.0,,0.37,32.19
2017-01-04,88,37.0,,0.37,32.56
2017-01-05,98,37.0,,0.37,36.26
2017-01-06,93,37.0,,0.37,34.41
2017-01-07,68,37.0,,0.37,25.16
2017-01-08,62,37.0,,0.37,22.94
2017-01-09,75,37.0,,0.37,27.75
2017-01-10,82,37.0,,0.37,30.34
2017-01-11,78,37.0,,0.37,28.86
2017-01-12,100,37.0,,0.37,37.0
2017-01-13,88,37.0,,0.37,32.56
2017-01-14,67,37.0,,0.37,24.79
2017-01-15,59,37.0,,0.37,21.83
2017-01-16,79,37.0,,0.37,29.23
2017-01-17,98,37.0,,0.37,36.26
2017-01-18,95,37.0,,0.37,35.15
2017-01-19,82,37.0,,0.37,30.34
2017-01-20,84,37.0,,0.37,31.08
2017-01-21,73,37.0,,0.37,27.009999999999998
2017-01-22,72,37.0,,0.37,26.64
2017-01-23,83,37.0,,0.37,30.71
2017-01-24,86,37.0,,0.37,31.82
2017-01-25,91,37.0,,0.37,33.67
2017-01-26,95,37.0,,0.37,35.15
2017-01-27,85,37.0,,0.37,31.45
2017-01-28,76,37.0,,0.37,28.12
2017-01-29,59,37.0,,0.37,21.83
2017-01-30,98,37.0,,0.37,36.26
2017-01-31,88,37.0,,0.37,32.56
2017-02-01,93,35.0,False,0.35,32.55
2017-02-02,81,35.0,,0.35,28.349999999999998
2017-02-03,84,35.0,,0.35,29.4
2017-02-04,64,35.0,,0.35,22.4
2017-02-05,57,35.0,,0.35,19.95
2017-02-06,81,35.0,,0.35,28.349999999999998
2017-02-07,100,35.0,,0.35,35.0
2017-02-08,89,35.0,,0.35,31.15
2017-02-09,80,35.0,,0.35,28.0
2017-02-10,82,35.0,,0.35,28.7
2017-02-11,73,35.0,,0.35,25.549999999999997
2017-02-12,65,35.0,,0.35,22.75
2017-02-13,80,35.0,,0.35,28.0
2017-02-14,75,35.0,,0.35,26.25
2017-02-15,86,35.0,,0.35,30.099999999999998
2017-02-16,82,35.0,,0.35,28.7
2017-02-17,74,35.0,,0.35,25.9
2017-02-18,66,35.0,,0.35,23.099999999999998
2017-02-19,64,35.0,,0.35,22.4
2017-02-20,70,35.0,,0.35,24.5
2017-02-21,77,35.0,,0.35,26.95
2017-02-22,73,35.0,,0.35,25.549999999999997
2017-02-23,83,35.0,,0.35,29.049999999999997
2017-02-24,88,35.0,,0.35,30.799999999999997
2017-02-25,63,35.0,,0.35,22.049999999999997
2017-02-26,55,35.0,,0.35,19.25
2017-02-27,77,35.0,,0.35,26.95
2017-02-28,77,35.0,,0.35,26.95
2017-03-01,77,33.0,False,0.33,25.41
2017-03-02,100,33.0,,0.33,33.0
2017-03-03,95,33.0,,0.33,31.35
2017-03-04,69,33.0,,0.33,22.77
2017-03-05,61,33.0,,0.33,20.130000000000003
2017-03-06,71,33.0,,0.33,23.43
2017-03-07,82,33.0,,0.33,27.060000000000002
2017-03-08,85,33.0,,0.33,28.05
2017-03-09,71,33.0,,0.33,23.43
2017-03-10,82,33.0,,0.33,27.060000000000002
2017-03-11,74,33.0,,0.33,24.42
2017-03-12,66,33.0,,0.33,21.78
2017-03-13,76,33.0,,0.33,25.080000000000002
2017-03-14,77,33.0,,0.33,25.41
2017-03-15,86,33.0,,0.33,28.380000000000003
2017-03-16,95,33.0,,0.33,31.35
2017-03-17,70,33.0,,0.33,23.1
2017-03-18,65,33.0,,0.33,21.45
2017-03-19,58,33.0,,0.33,19.14
2017-03-20,66,33.0,,0.33,21.78
2017-03-21,72,33.0,,0.33,23.76
2017-03-22,85,33.0,,0.33,28.05
2017-03-23,72,33.0,,0.33,23.76
2017-03-24,78,33.0,,0.33,25.740000000000002
2017-03-25,66,33.0,,0.33,21.78
2017-03-26,49,33.0,,0.33,16.17
2017-03-27,81,33.0,,0.33,26.73
2017-03-28,81,33.0,,0.33,26.73
2017-03-29,74,33.0,,0.33,24.42
2017-03-30,71,33.0,,0.33,23.43
2017-03-31,63,33.0,,0.33,20.790000000000003
2017-04-01,67,31.0,False,0.31,20.77
2017-04-02,56,31.0,,0.31,17.36
2017-04-03,73,31.0,,0.31,22.63
2017-04-04,74,31.0,,0.31,22.94
2017-04-05,67,31.0,,0.31,20.77
2017-04-06,69,31.0,,0.31,21.39
2017-04-07,89,31.0,,0.31,27.59
2017-04-08,81,31.0,,0.31,25.11
2017-04-09,61,31.0,,0.31,18.91
2017-04-10,79,31.0,,0.31,24.49
2017-04-11,100,31.0,,0.31,31.0
2017-04-12,77,31.0,,0.31,23.87
2017-04-13,100,31.0,,0.31,31.0
2017-04-14,79,31.0,,0.31,24.49
2017-04-15,74,31.0,,0.31,22.94
2017-04-16,60,31.0,,0.31,18.6
2017-04-17,86,31.0,,0.31,26.66
2017-04-18,78,31.0,,0.31,24.18
2017-04-19,75,31.0,,0.31,23.25
2017-04-20,75,31.0,,0.31,23.25
2017-04-21,79,31.0,,0.31,24.49
2017-04-22,66,31.0,,0.31,20.46
2017-04-23,62,31.0,,0.31,19.22
2017-04-24,84,31.0,,0.31,26.04
2017-04-25,75,31.0,,0.31,23.25
2017-04-26,75,31.0,,0.31,23.25
2017-04-27,79,31.0,,0.31,24.49
2017-04-28,78,31.0,,0.31,24.18
2017-04-29,67,31.0,,0.31,20.77
2017-04-30,53,31.0,,0.31,16.43
2017-05-01,94,30.0,False,0.3,28.2
2017-05-02,88,30.0,,0.3,26.4
2017-05-03,87,30.0,,0.3,26.099999999999998
2017-05-04,93,30.0,,0.3,27.9
2017-05-05,91,30.0,,0.3,27.3
2017-05-06,86,30.0,,0.3,25.8
2017-05-07,90,30.0,,0.3,27.0
2017-05-08,98,30.0,,0.3,29.4
2017-05-09,99,30.0,,0.3,29.7
2017-05-10,95,30.0,,0.3,28.5
2017-05-11,100,30.0,,0.3,30.0
2017-05-12,85,30.0,,0.3,25.5
2017-05-13,76,30.0,,0.3,22.8
2017-05-14,96,30.0,,0.3,28.799999999999997
2017-05-15,90,30.0,,0.3,27.0
2017-05-16,92,30.0,,0.3,27.599999999999998
2017-05-17,93,30.0,,0.3,27.9
2017-05-18,100,30.0,,0.3,30.0
2017-05-19,83,30.0,,0.3,24.9
2017-05-20,92,30.0,,0.3,27.599999999999998
2017-05-21,66,30.0,,0.3,19.8
2017-05-22,77,30.0,,0.3,23.099999999999998
2017-05-23,93,30.0,,0.3,27.9
2017-05-24,97,30.0,,0.3,29.099999999999998
2017-05-25,87,30.0,,0.3,26.099999999999998
2017-05-26,90,30.0,,0.3,27.0
2017-05-27,75,30.0,,0.3,22.5
2017-05-28,55,30.0,,0.3,16.5
2017-05-29,87,30.0,,0.3,26.099999999999998
2017-05-30,87,30.0,,0.3,26.099999999999998
2017-05-31,82,30.0,,0.3,24.599999999999998
2017-06-01,88,30.0,False,0.3,26.4
2017-06-02,80,30.0,,0.3,24.0
2017-06-03,77,30.0,,0.3,23.099999999999998
2017-06-04,55,30.0,,0.3,16.5
2017-06-05,84,30.0,,0.3,25.2
2017-06-06,100,30.0,,0.3,30.0
2017-06-07,99,30.0,,0.3,29.7
2017-06-08,88,30.0,,0.3,26.4
2017-06-09,92,30.0,,0.3,27.599999999999998
2017-06-10,67,30.0,,0.3,20.099999999999998
2017-06-11,61,30.0,,0.3,18.3
2017-06-12,73,30.0,,0.3,21.9
2017-06-13,80,30.0,,0.3,24.0
2017-06-14,78,30.0,,0.3,23.4
2017-06-15,86,30.0,,0.3,25.8
2017-06-16,75,30.0,,0.3,22.5
2017-06-17,61,30.0,,0.3,18.3
2017-06-18,68,30.0,,0.3,20.4
2017-06-19,74,30.0,,0.3,22.2
2017-06-20,81,30.0,,0.3,24.3
2017-06-21,82,30.0,,0.3,24.599999999999998
2017-06-22,77,30.0,,0.3,23.099999999999998
2017-06-23,71,30.0,,0.3,21.3
2017-06-24,59,30.0,,0.3,17.7
2017-06-25,50,30.0,,0.3,15.0
2017-06-26,81,30.0,,0.3,24.3
2017-06-27,85,30.0,,0.3,25.5
2017-06-28,80,30.0,,0.3,24.0
2017-06-29,74,30.0,,0.3,22.2
2017-06-30,78,30.0,,0.3,23.4
2017-07-01,74,29.0,False,0.29,21.459999999999997
2017-07-02,75,29.0,,0.29,21.75
2017-07-03,84,29.0,,0.29,24.36
2017-07-04,66,29.0,,0.29,19.139999999999997
2017-07-05,85,29.0,,0.29,24.65
2017-07-06,100,29.0,,0.29,28.999999999999996
2017-07-07,99,29.0,,0.29,28.709999999999997
2017-07-08,75,29.0,,0.29,21.75
2017-07-09,72,29.0,,0.29,20.88
2017-07-10,93,29.0,,0.29,26.97
2017-07-11,89,29.0,,0.29,25.81
2017-07-12,81,29.0,,0.29,23.49
2017-07-13,92,29.0,,0.29,26.68
2017-07-14,84,29.0,,0.29,24.36
2017-07-15,71,29.0,,0.29,20.59
2017-07-16,73,29.0,,0.29,21.169999999999998
2017-07-17,78,29.0,,0.29,22.619999999999997
2017-07-18,82,29.0,,0.29,23.779999999999998
2017-07-19,100,29.0,,0.29,28.999999999999996
2017-07-20,86,29.0,,0.29,24.939999999999998
2017-07-21,88,29.0,,0.29,25.52
2017-07-22,70,29.0,,0.29,20.299999999999997
2017-07-23,59,29.0,,0.29,17.11
2017-07-24,92,29.0,,0.29,26.68
2017-07-25,89,29.0,,0.29,25.81
2017-07-26,88,29.0,,0.29,25.52
2017-07-27,95,29.0,,0.29,27.549999999999997
2017-07-28,88,29.0,,0.29,25.52
2017-07-29,75,29.0,,0.29,21.75
2017-07-30,57,29.0,,0.29,16.529999999999998
2017-07-31,89,29.0,,0.29,25.81
2017-08-01,59,32.0,False,0.32,18.88
2017-08-02,80,32.0,,0.32,25.6
2017-08-03,78,32.0,,0.32,24.96
2017-08-04,63,32.0,,0.32,20.16
2017-08-05,69,32.0,,0.32,22.080000000000002
2017-08-06,59,32.0,,0.32,18.88
2017-08-07,68,32.0,,0.32,21.76
2017-08-08,62,32.0,,0.32,19.84
2017-08-09,78,32.0,,0.32,24.96
2017-08-10,87,32.0,,0.32,27.84
2017-08-11,100,32.0,,0.32,32.0
2017-08-12,76,32.0,,0.32,24.32
2017-08-13,60,32.0,,0.32,19.2
2017-08-14,78,32.0,,0.32,24.96
2017-08-15,78,32.0,,0.32,24.96
2017-08-16,75,32.0,,0.32,24.0
2017-08-17,69,32.0,,0.32,22.080000000000002
2017-08-18,79,32.0,,0.32,25.28
2017-08-19,64,32.0,,0.32,20.48
2017-08-20,54,32.0,,0.32,17.28
2017-08-21,65,32.0,,0.32,20.8
2017-08-22,73,32.0,,0.32,23.36
2017-08-23,71,32.0,,0.32,22.72
2017-08-24,65,32.0,,0.32,20.8
2017-08-25,62,32.0,,0.32,19.84
2017-08-26,66,32.0,,0.32,21.12
2017-08-27,49,32.0,,0.32,15.68
2017-08-28,81,32.0,,0.32,25.92
2017-08-29,97,32.0,,0.32,31.04
2017-08-30,86,32.0,,0.32,27.52
2017-08-31,95,32.0,,0.32,30.400000000000002
2017-09-01,92,30.0,False,0.3,27.599999999999998
2017-09-02,78,30.0,,0.3,23.4
2017-09-03,59,30.0,,0.3,17.7
2017-09-04,88,30.0,,0.3,26.4
2017-09-05,100,30.0,,0.3,30.0
2017-09-06,89,30.0,,0.3,26.7
2017-09-07,86,30.0,,0.3,25.8
2017-09-08,92,30.0,,0.3,27.599999999999998
2017-09-09,75,30.0,,0.3,22.5
2017-09-10,51,30.0,,0.3,15.299999999999999
2017-09-11,78,30.0,,0.3,23.4
2017-09-12,77,30.0,,0.3,23.099999999999998
2017-09-13,76,30.0,,0.3,22.8
2017-09-14,73,30.0,,0.3,21.9
2017-09-15,90,30.0,,0.3,27.0
2017-09-16,63,30.0,,0.3,18.9
2017-09-17,52,30.0,,0.3,15.6
2017-09-18,76,30.0,,0.3,22.8
2017-09-19,69,30.0,,0.3,20.7
2017-09-20,74,30.0,,0.3,22.2
2017-09-21,76,30.0,,0.3,22.8
2017-09-22,72,30.0,,0.3,21.599999999999998
2017-09-23,57,30.0,,0.3,17.099999999999998
2017-09-24,56,30.0,,0.3,16.8
2017-09-25,73,30.0,,0.3,21.9
2017-09-26,80,30.0,,0.3,24.0
2017-09-27,62,30.0,,0.3,18.599999999999998
2017-09-28,83,30.0,,0.3,24.9
2017-09-29,69,30.0,,0.3,20.7
2017-09-30,62,30.0,,0.3,18.599999999999998
2017-10-01,53,30.0,False,0.3,15.899999999999999
2017-10-02,84,30.0,,0.3,25.2
2017-10-03,62,30.0,,0.3,18.599999999999998
2017-10-04,67,30.0,,0.3,20.099999999999998
2017-10-05,60,30.0,,0.3,18.0
2017-10-06,81,30.0,,0.3,24.3
2017-10-07,77,30.0,,0.3,23.099999999999998
2017-10-08,66,30.0,,0.3,19.8
2017-10-09,75,30.0,,0.3,22.5
2017-10-10,75,30.0,,0.3,22.5
2017-10-11,82,30.0,,0.3,24.599999999999998
2017-10-12,88,30.0,,0.3,26.4
2017-10-13,84,30.0,,0.3,25.2
2017-10-14,62,30.0,,0.3,18.599999999999998
2017-10-15,62,30.0,,0.3,18.599999999999998
2017-10-16,81,30.0,,0.3,24.3
2017-10-17,81,30.0,,0.3,24.3
2017-10-18,88,30.0,,0.3,26.4
2017-10-19,95,30.0,,0.3,28.5
2017-10-20,64,30.0,,0.3,19.2
2017-10-21,71,30.0,,0.3,21.3
2017-10-22,68,30.0,,0.3,20.4
2017-10-23,84,30.0,,0.3,25.2
2017-10-24,91,30.0,,0.3,27.3
2017-10-25,100,30.0,,0.3,30.0
2017-10-26,94,30.0,,0.3,28.2
2017-10-27,81,30.0,,0.3,24.3
2017-10-28,66,30.0,,0.3,19.8
2017-10-29,59,30.0,,0.3,17.7
2017-10-30,71,30.0,,0.3,21.3
2017-10-31,68,30.0,,0.3,20.4
2017-11-01,66,32.0,False,0.32,21.12
2017-11-02,66,32.0,,0.32,21.12
2017-11-03,66,32.0,,0.32,21.12
2017-11-04,58,32.0,,0.32,18.56
2017-11-05,56,32.0,,0.32,17.92
2017-11-06,65,32.0,,0.32,20.8
2017-11-07,66,32.0,,0.32,21.12
2017-11-08,67,32.0,,0.32,21.44
2017-11-09,52,32.0,,0.32,16.64
2017-11-10,61,32.0,,0.32,19.52
2017-11-11,70,32.0,,0.32,22.400000000000002
2017-11-12,71,32.0,,0.32,22.72
2017-11-13,100,32.0,,0.32,32.0
2017-11-14,63,32.0,,0.32,20.16
2017-11-15,61,32.0,,0.32,19.52
2017-11-16,73,32.0,,0.32,23.36
2017-11-17,79,32.0,,0.32,25.28
2017-11-18,65,32.0,,0.32,20.8
2017-11-19,51,32.0,,0.32,16.32
2017-11-20,74,32.0,,0.32,23.68
2017-11-21,62,32.0,,0.32,19.84
2017-11-22,65,32.0,,0.32,20.8
2017-11-23,73,32.0,,0.32,23.36
2017-11-24,75,32.0,,0.32,24.0
2017-11-25,76,32.0,,0.32,24.32
2017-11-26,71,32.0,,0.32,22.72
2017-11-27,65,32.0,,0.32,20.8
2017-11-28,73,32.0,,0.32,23.36
2017-11-29,73,32.0,,0.32,23.36
2017-11-30,87,32.0,,0.32,27.84
2017-12-01,59,37.0,False,0.37,21.83
2017-12-02,71,37.0,,0.37,26.27
2017-12-03,61,37.0,,0.37,22.57
2017-12-04,60,37.0,,0.37,22.2
2017-12-05,72,37.0,,0.37,26.64
2017-12-06,59,37.0,,0.37,21.83
2017-12-07,94,37.0,,0.37,34.78
2017-12-08,82,37.0,,0.37,30.34
2017-12-09,85,37.0,,0.37,31.45
2017-12-10,59,37.0,,0.37,21.83
2017-12-11,75,37.0,,0.37,27.75
2017-12-12,85,37.0,,0.37,31.45
2017-12-13,74,37.0,,0.37,27.38
2017-12-14,86,37.0,,0.37,31.82
2017-12-15,77,37.0,,0.37,28.49
2017-12-16,59,37.0,,0.37,21.83
2017-12-17,73,37.0,,0.37,27.009999999999998
2017-12-18,73,37.0,,0.37,27.009999999999998
2017-12-19,64,37.0,,0.37,23.68
2017-12-20,78,37.0,,0.37,28.86
2017-12-21,76,37.0,,0.37,28.12
2017-12-22,100,37.0,,0.37,37.0
2017-12-23,71,37.0,,0.37,26.27
2017-12-24,63,37.0,,0.37,23.31
2017-12-25,85,37.0,,0.37,31.45
2017-12-26,78,37.0,,0.37,28.86
2017-12-27,77,37.0,,0.37,28.49
2017-12-28,93,37.0,,0.37,34.41
2017-12-29,85,37.0,,0.37,31.45
2017-12-30,68,37.0,,0.37,25.16
2017-12-31,59,37.0,,0.37,21.83
2018-01-01,68,36.0,False,0.36,24.48
2018-01-02,96,36.0,,0.36,34.56
2018-01-03,84,36.0,,0.36,30.24
2018-01-04,89,36.0,,0.36,32.04
2018-01-05,100,36.0,,0.36,36.0
2018-01-06,94,36.0,,0.36,33.839999999999996
2018-01-07,73,36.0,,0.36,26.279999999999998
2018-01-08,97,36.0,,0.36,34.92
2018-01-09,66,36.0,,0.36,23.759999999999998
2018-01-10,71,36.0,,0.36,25.56
2018-01-11,72,36.0,,0.36,25.919999999999998
2018-01-12,82,36.0,,0.36,29.52
2018-01-13,75,36.0,,0.36,27.0
2018-01-14,66,36.0,,0.36,23.759999999999998
2018-01-15,87,36.0,,0.36,31.32
2018-01-16,94,36.0,,0.36,33.839999999999996
2018-01-17,90,36.0,,0.36,32.4
2018-01-18,78,36.0,,0.36,28.08
2018-01-19,83,36.0,,0.36,29.88
2018-01-20,75,36.0,,0.36,27.0
2018-01-21,59,36.0,,0.36,21.24
2018-01-22,74,36.0,,0.36,26.64
2018-01-23,71,36.0,,0.36,25.56
2018-01-24,89,36.0,,0.36,32.04
2018-01-25,97,36.0,,0.36,34.92
2018-01-26,81,36.0,,0.36,29.16
2018-01-27,74,36.0,,0.36,26.64
2018-01-28,73,36.0,,0.36,26.279999999999998
2018-01-29,77,36.0,,0.36,27.72
2018-01-30,82,36.0,,0.36,29.52
2018-01-31,78,36.0,,0.36,28.08
2018-02-01,61,35.0,False,0.35,21.349999999999998
2018-02-02,81,35.0,,0.35,28.349999999999998
2018-02-03,68,35.0,,0.35,23.799999999999997
2018-02-04,59,35.0,,0.35,20.65
2018-02-05,87,35.0,,0.35,30.45
2018-02-06,100,35.0,,0.35,35.0
2018-02-07,64,35.0,,0.35,22.4
2018-02-08,89,35.0,,0.35,31.15
2018-02-09,83,35.0,,0.35,29.049999999999997
2018-02-10,67,35.0,,0.35,23.45
2018-02-11,66,35.0,,0.35,23.099999999999998
2018-02-12,61,35.0,,0.35,21.349999999999998
2018-02-13,56,35.0,,0.35,19.599999999999998
2018-02-14,71,35.0,,0.35,24.849999999999998
2018-02-15,58,35.0,,0.35,20.299999999999997
