date,SOCIAL SECURITY OFFICE_unscaled,SOCIAL SECURITY OFFICE_monthly,isPartial,scale,SOCIAL SECURITY OFFICE
2006-08-29,50,43.0,,0.43,21.5
2006-08-30,61,43.0,,0.43,26.23
2006-08-31,68,43.0,,0.43,29.24
2006-09-01,81,39.0,False,0.39,31.59
2006-09-02,16,39.0,,0.39,6.24
2006-09-03,16,39.0,,0.39,6.24
2006-09-04,0,39.0,,0.39,0.0
2006-09-05,100,39.0,,0.39,39.0
2006-09-06,68,39.0,,0.39,26.52
2006-09-07,68,39.0,,0.39,26.52
2006-09-08,25,39.0,,0.39,9.75
2006-09-09,22,39.0,,0.39,8.58
2006-09-10,15,39.0,,0.39,5.8500000000000005
2006-09-11,43,39.0,,0.39,16.77
2006-09-12,51,39.0,,0.39,19.89
2006-09-13,52,39.0,,0.39,20.28
2006-09-14,57,39.0,,0.39,22.23
2006-09-15,61,39.0,,0.39,23.79
2006-09-16,8,39.0,,0.39,3.12
2006-09-17,15,39.0,,0.39,5.8500000000000005
2006-09-18,57,39.0,,0.39,22.23
2006-09-19,65,39.0,,0.39,25.35
2006-09-20,81,39.0,,0.39,31.59
2006-09-21,48,39.0,,0.39,18.72
2006-09-22,51,39.0,,0.39,19.89
2006-09-23,15,39.0,,0.39,5.8500000000000005
2006-09-24,7,39.0,,0.39,2.73
2006-09-25,46,39.0,,0.39,17.94
2006-09-26,78,39.0,,0.39,30.42
2006-09-27,38,39.0,,0.39,14.82
2006-09-28,43,39.0,,0.39,16.77
2006-09-29,45,39.0,,0.39,17.55
2006-09-30,15,39.0,,0.39,5.8500000000000005
2006-10-01,24,40.0,False,0.4,9.600000000000001
2006-10-02,86,40.0,,0.4,34.4
2006-10-03,40,40.0,,0.4,16.0
2006-10-04,65,40.0,,0.4,26.0
2006-10-05,26,40.0,,0.4,10.4
2006-10-06,43,40.0,,0.4,17.2
2006-10-07,25,40.0,,0.4,10.0
2006-10-08,16,40.0,,0.4,6.4
2006-10-09,58,40.0,,0.4,23.200000000000003
2006-10-10,74,40.0,,0.4,29.6
2006-10-11,65,40.0,,0.4,26.0
2006-10-12,51,40.0,,0.4,20.400000000000002
2006-10-13,38,40.0,,0.4,15.200000000000001
2006-10-14,32,40.0,,0.4,12.8
2006-10-15,8,40.0,,0.4,3.2
2006-10-16,50,40.0,,0.4,20.0
2006-10-17,53,40.0,,0.4,21.200000000000003
2006-10-18,64,40.0,,0.4,25.6
2006-10-19,45,40.0,,0.4,18.0
2006-10-20,27,40.0,,0.4,10.8
2006-10-21,8,40.0,,0.4,3.2
2006-10-22,15,40.0,,0.4,6.0
2006-10-23,68,40.0,,0.4,27.200000000000003
2006-10-24,48,40.0,,0.4,19.200000000000003
2006-10-25,54,40.0,,0.4,21.6
2006-10-26,54,40.0,,0.4,21.6
2006-10-27,37,40.0,,0.4,14.8
2006-10-28,8,40.0,,0.4,3.2
2006-10-29,15,40.0,,0.4,6.0
2006-10-30,100,40.0,,0.4,40.0
2006-10-31,83,40.0,,0.4,33.2
2006-11-01,76,35.0,False,0.35,26.599999999999998
2006-11-02,55,35.0,,0.35,19.25
2006-11-03,64,35.0,,0.35,22.4
2006-11-04,34,35.0,,0.35,11.899999999999999
2006-11-05,17,35.0,,0.35,5.949999999999999
2006-11-06,82,35.0,,0.35,28.7
2006-11-07,63,35.0,,0.35,22.049999999999997
2006-11-08,47,35.0,,0.35,16.45
2006-11-09,42,35.0,,0.35,14.7
2006-11-10,54,35.0,,0.35,18.9
2006-11-11,13,35.0,,0.35,4.55
2006-11-12,8,35.0,,0.35,2.8
2006-11-13,100,35.0,,0.35,35.0
2006-11-14,32,35.0,,0.35,11.2
2006-11-15,56,35.0,,0.35,19.599999999999998
2006-11-16,62,35.0,,0.35,21.7
2006-11-17,55,35.0,,0.35,19.25
2006-11-18,17,35.0,,0.35,5.949999999999999
2006-11-19,21,35.0,,0.35,7.35
2006-11-20,62,35.0,,0.35,21.7
2006-11-21,46,35.0,,0.35,16.099999999999998
2006-11-22,70,35.0,,0.35,24.5
2006-11-23,0,35.0,,0.35,0.0
2006-11-24,34,35.0,,0.35,11.899999999999999
2006-11-25,18,35.0,,0.35,6.3
2006-11-26,25,35.0,,0.35,8.75
2006-11-27,73,35.0,,0.35,25.549999999999997
2006-11-28,35,35.0,,0.35,12.25
2006-11-29,72,35.0,,0.35,25.2
2006-11-30,52,35.0,,0.35,18.2
2006-12-01,77,33.0,False,0.33,25.41
2006-12-02,6,33.0,,0.33,1.98
2006-12-03,6,33.0,,0.33,1.98
2006-12-04,31,33.0,,0.33,10.23
2006-12-05,68,33.0,,0.33,22.44
2006-12-06,31,33.0,,0.33,10.23
2006-12-07,47,33.0,,0.33,15.510000000000002
2006-12-08,62,33.0,,0.33,20.46
2006-12-09,18,33.0,,0.33,5.94
2006-12-10,12,33.0,,0.33,3.96
2006-12-11,39,33.0,,0.33,12.870000000000001
2006-12-12,22,33.0,,0.33,7.260000000000001
2006-12-13,50,33.0,,0.33,16.5
2006-12-14,24,33.0,,0.33,7.92
2006-12-15,47,33.0,,0.33,15.510000000000002
2006-12-16,6,33.0,,0.33,1.98
2006-12-17,19,33.0,,0.33,6.2700000000000005
2006-12-18,54,33.0,,0.33,17.82
2006-12-19,29,33.0,,0.33,9.57
2006-12-20,47,33.0,,0.33,15.510000000000002
2006-12-21,31,33.0,,0.33,10.23
2006-12-22,40,33.0,,0.33,13.200000000000001
2006-12-23,7,33.0,,0.33,2.31
2006-12-24,15,33.0,,0.33,4.95
2006-12-25,8,33.0,,0.33,2.64
2006-12-26,100,33.0,,0.33,33.0
2006-12-27,66,33.0,,0.33,21.78
2006-12-28,62,33.0,,0.33,20.46
2006-12-29,64,33.0,,0.33,21.12
2006-12-30,25,33.0,,0.33,8.25
2006-12-31,0,33.0,,0.33,0.0
2007-01-01,15,41.0,False,0.41,6.1499999999999995
2007-01-02,67,41.0,,0.41,27.47
2007-01-03,85,41.0,,0.41,34.85
2007-01-04,42,41.0,,0.41,17.22
2007-01-05,39,41.0,,0.41,15.989999999999998
2007-01-06,12,41.0,,0.41,4.92
2007-01-07,6,41.0,,0.41,2.46
2007-01-08,62,41.0,,0.41,25.419999999999998
2007-01-09,90,41.0,,0.41,36.9
2007-01-10,49,41.0,,0.41,20.09
2007-01-11,62,41.0,,0.41,25.419999999999998
2007-01-12,26,41.0,,0.41,10.66
2007-01-13,24,41.0,,0.41,9.84
2007-01-14,6,41.0,,0.41,2.46
2007-01-15,18,41.0,,0.41,7.38
2007-01-16,60,41.0,,0.41,24.599999999999998
2007-01-17,53,41.0,,0.41,21.73
2007-01-18,90,41.0,,0.41,36.9
2007-01-19,54,41.0,,0.41,22.139999999999997
2007-01-20,29,41.0,,0.41,11.889999999999999
2007-01-21,6,41.0,,0.41,2.46
2007-01-22,92,41.0,,0.41,37.72
2007-01-23,39,41.0,,0.41,15.989999999999998
2007-01-24,64,41.0,,0.41,26.24
2007-01-25,40,41.0,,0.41,16.4
2007-01-26,37,41.0,,0.41,15.17
2007-01-27,24,41.0,,0.41,9.84
2007-01-28,18,41.0,,0.41,7.38
2007-01-29,100,41.0,,0.41,41.0
2007-01-30,50,41.0,,0.41,20.5
2007-01-31,39,41.0,,0.41,15.989999999999998
2007-02-01,98,41.0,False,0.41,40.18
2007-02-02,70,41.0,,0.41,28.7
2007-02-03,14,41.0,,0.41,5.739999999999999
2007-02-04,7,41.0,,0.41,2.8699999999999997
2007-02-05,100,41.0,,0.41,41.0
2007-02-06,90,41.0,,0.41,36.9
2007-02-07,91,41.0,,0.41,37.309999999999995
2007-02-08,48,41.0,,0.41,19.68
2007-02-09,65,41.0,,0.41,26.65
2007-02-10,14,41.0,,0.41,5.739999999999999
2007-02-11,21,41.0,,0.41,8.61
2007-02-12,57,41.0,,0.41,23.369999999999997
2007-02-13,50,41.0,,0.41,20.5
2007-02-14,67,41.0,,0.41,27.47
2007-02-15,74,41.0,,0.41,30.34
2007-02-16,67,41.0,,0.41,27.47
2007-02-17,7,41.0,,0.41,2.8699999999999997
2007-02-18,30,41.0,,0.41,12.299999999999999
2007-02-19,48,41.0,,0.41,19.68
2007-02-20,67,41.0,,0.41,27.47
2007-02-21,52,41.0,,0.41,21.32
2007-02-22,69,41.0,,0.41,28.29
2007-02-23,50,41.0,,0.41,20.5
2007-02-24,21,41.0,,0.41,8.61
2007-02-25,7,41.0,,0.41,2.8699999999999997
2007-02-26,57,41.0,,0.41,23.369999999999997
2007-02-27,65,41.0,,0.41,26.65
2007-02-28,70,41.0,,0.41,28.7
2007-03-01,62,37.0,False,0.37,22.94
2007-03-02,82,37.0,,0.37,30.34
2007-03-03,29,37.0,,0.37,10.73
2007-03-04,22,37.0,,0.37,8.14
2007-03-05,84,37.0,,0.37,31.08
2007-03-06,57,37.0,,0.37,21.09
2007-03-07,100,37.0,,0.37,37.0
2007-03-08,44,37.0,,0.37,16.28
2007-03-09,67,37.0,,0.37,24.79
2007-03-10,15,37.0,,0.37,5.55
2007-03-11,15,37.0,,0.37,5.55
2007-03-12,94,37.0,,0.37,34.78
2007-03-13,35,37.0,,0.37,12.95
2007-03-14,75,37.0,,0.37,27.75
2007-03-15,60,37.0,,0.37,22.2
2007-03-16,67,37.0,,0.37,24.79
2007-03-17,0,37.0,,0.37,0.0
2007-03-18,38,37.0,,0.37,14.06
2007-03-19,89,37.0,,0.37,32.93
2007-03-20,57,37.0,,0.37,21.09
2007-03-21,39,37.0,,0.37,14.43
2007-03-22,45,37.0,,0.37,16.65
2007-03-23,73,37.0,,0.37,27.009999999999998
2007-03-24,0,37.0,,0.37,0.0
2007-03-25,8,37.0,,0.37,2.96
2007-03-26,69,37.0,,0.37,25.53
2007-03-27,67,37.0,,0.37,24.79
2007-03-28,58,37.0,,0.37,21.46
2007-03-29,69,37.0,,0.37,25.53
2007-03-30,94,37.0,,0.37,34.78
2007-03-31,15,37.0,,0.37,5.55
2007-04-01,14,42.0,False,0.42,5.88
2007-04-02,100,42.0,,0.42,42.0
2007-04-03,75,42.0,,0.42,31.5
2007-04-04,79,42.0,,0.42,33.18
2007-04-05,93,42.0,,0.42,39.059999999999995
2007-04-06,54,42.0,,0.42,22.68
2007-04-07,14,42.0,,0.42,5.88
2007-04-08,31,42.0,,0.42,13.02
2007-04-09,70,42.0,,0.42,29.4
2007-04-10,81,42.0,,0.42,34.019999999999996
2007-04-11,36,42.0,,0.42,15.12
2007-04-12,54,42.0,,0.42,22.68
2007-04-13,84,42.0,,0.42,35.28
2007-04-14,34,42.0,,0.42,14.28
2007-04-15,20,42.0,,0.42,8.4
2007-04-16,71,42.0,,0.42,29.82
2007-04-17,79,42.0,,0.42,33.18
2007-04-18,76,42.0,,0.42,31.919999999999998
2007-04-19,60,42.0,,0.42,25.2
2007-04-20,64,42.0,,0.42,26.88
2007-04-21,15,42.0,,0.42,6.3
2007-04-22,0,42.0,,0.42,0.0
2007-04-23,71,42.0,,0.42,29.82
2007-04-24,53,42.0,,0.42,22.259999999999998
2007-04-25,40,42.0,,0.42,16.8
2007-04-26,72,42.0,,0.42,30.24
2007-04-27,24,42.0,,0.42,10.08
2007-04-28,0,42.0,,0.42,0.0
2007-04-29,7,42.0,,0.42,2.94
2007-04-30,72,42.0,,0.42,30.24
2007-05-01,75,38.0,False,0.38,28.5
2007-05-02,71,38.0,,0.38,26.98
2007-05-03,56,38.0,,0.38,21.28
2007-05-04,79,38.0,,0.38,30.02
2007-05-05,10,38.0,,0.38,3.8
2007-05-06,21,38.0,,0.38,7.98
2007-05-07,100,38.0,,0.38,38.0
2007-05-08,57,38.0,,0.38,21.66
2007-05-09,53,38.0,,0.38,20.14
2007-05-10,47,38.0,,0.38,17.86
2007-05-11,58,38.0,,0.38,22.04
2007-05-12,22,38.0,,0.38,8.36
2007-05-13,19,38.0,,0.38,7.22
2007-05-14,87,38.0,,0.38,33.06
2007-05-15,82,38.0,,0.38,31.16
2007-05-16,65,38.0,,0.38,24.7
2007-05-17,60,38.0,,0.38,22.8
2007-05-18,76,38.0,,0.38,28.88
2007-05-19,56,38.0,,0.38,21.28
2007-05-20,21,38.0,,0.38,7.98
2007-05-21,83,38.0,,0.38,31.54
2007-05-22,84,38.0,,0.38,31.92
2007-05-23,53,38.0,,0.38,20.14
2007-05-24,77,38.0,,0.38,29.26
2007-05-25,50,38.0,,0.38,19.0
2007-05-26,22,38.0,,0.38,8.36
2007-05-27,28,38.0,,0.38,10.64
2007-05-28,23,38.0,,0.38,8.74
2007-05-29,79,38.0,,0.38,30.02
2007-05-30,90,38.0,,0.38,34.2
2007-05-31,62,38.0,,0.38,23.56
2007-06-01,39,43.0,False,0.43,16.77
2007-06-02,11,43.0,,0.43,4.7299999999999995
2007-06-03,33,43.0,,0.43,14.19
2007-06-04,66,43.0,,0.43,28.38
2007-06-05,69,43.0,,0.43,29.669999999999998
2007-06-06,47,43.0,,0.43,20.21
2007-06-07,55,43.0,,0.43,23.65
2007-06-08,86,43.0,,0.43,36.98
2007-06-09,28,43.0,,0.43,12.04
2007-06-10,17,43.0,,0.43,7.31
2007-06-11,65,43.0,,0.43,27.95
2007-06-12,61,43.0,,0.43,26.23
2007-06-13,61,43.0,,0.43,26.23
2007-06-14,75,43.0,,0.43,32.25
2007-06-15,61,43.0,,0.43,26.23
2007-06-16,26,43.0,,0.43,11.18
2007-06-17,13,43.0,,0.43,5.59
2007-06-18,77,43.0,,0.43,33.11
2007-06-19,50,43.0,,0.43,21.5
2007-06-20,55,43.0,,0.43,23.65
2007-06-21,72,43.0,,0.43,30.96
2007-06-22,51,43.0,,0.43,21.93
2007-06-23,40,43.0,,0.43,17.2
2007-06-24,6,43.0,,0.43,2.58
2007-06-25,100,43.0,,0.43,43.0
2007-06-26,56,43.0,,0.43,24.08
2007-06-27,61,43.0,,0.43,26.23
2007-06-28,52,43.0,,0.43,22.36
2007-06-29,74,43.0,,0.43,31.82
2007-06-30,29,43.0,,0.43,12.47
2007-07-01,6,47.0,False,0.47,2.82
2007-07-02,100,47.0,,0.47,47.0
2007-07-03,64,47.0,,0.47,30.08
2007-07-04,11,47.0,,0.47,5.17
2007-07-05,88,47.0,,0.47,41.36
2007-07-06,42,47.0,,0.47,19.74
2007-07-07,28,47.0,,0.47,13.16
2007-07-08,17,47.0,,0.47,7.989999999999999
2007-07-09,92,47.0,,0.47,43.239999999999995
2007-07-10,92,47.0,,0.47,43.239999999999995
2007-07-11,64,47.0,,0.47,30.08
2007-07-12,62,47.0,,0.47,29.139999999999997
2007-07-13,77,47.0,,0.47,36.19
2007-07-14,39,47.0,,0.47,18.33
2007-07-15,11,47.0,,0.47,5.17
2007-07-16,70,47.0,,0.47,32.9
2007-07-17,73,47.0,,0.47,34.309999999999995
2007-07-18,91,47.0,,0.47,42.769999999999996
2007-07-19,46,47.0,,0.47,21.619999999999997
2007-07-20,61,47.0,,0.47,28.669999999999998
2007-07-21,6,47.0,,0.47,2.82
2007-07-22,35,47.0,,0.47,16.45
2007-07-23,71,47.0,,0.47,33.37
2007-07-24,63,47.0,,0.47,29.61
2007-07-25,61,47.0,,0.47,28.669999999999998
2007-07-26,58,47.0,,0.47,27.259999999999998
2007-07-27,42,47.0,,0.47,19.74
2007-07-28,5,47.0,,0.47,2.3499999999999996
2007-07-29,11,47.0,,0.47,5.17
2007-07-30,67,47.0,,0.47,31.49
2007-07-31,72,47.0,,0.47,33.839999999999996
2007-08-01,80,48.0,False,0.48,38.4
2007-08-02,46,48.0,,0.48,22.08
2007-08-03,41,48.0,,0.48,19.68
2007-08-04,10,48.0,,0.48,4.8
2007-08-05,15,48.0,,0.48,7.199999999999999
2007-08-06,60,48.0,,0.48,28.799999999999997
2007-08-07,78,48.0,,0.48,37.44
2007-08-08,70,48.0,,0.48,33.6
2007-08-09,26,48.0,,0.48,12.48
2007-08-10,54,48.0,,0.48,25.919999999999998
2007-08-11,15,48.0,,0.48,7.199999999999999
2007-08-12,25,48.0,,0.48,12.0
2007-08-13,100,48.0,,0.48,48.0
2007-08-14,62,48.0,,0.48,29.759999999999998
2007-08-15,44,48.0,,0.48,21.119999999999997
2007-08-16,55,48.0,,0.48,26.4
2007-08-17,34,48.0,,0.48,16.32
2007-08-18,19,48.0,,0.48,9.12
2007-08-19,5,48.0,,0.48,2.4
2007-08-20,64,48.0,,0.48,30.72
2007-08-21,67,48.0,,0.48,32.16
2007-08-22,46,48.0,,0.48,22.08
2007-08-23,44,48.0,,0.48,21.119999999999997
2007-08-24,73,48.0,,0.48,35.04
2007-08-25,9,48.0,,0.48,4.32
2007-08-26,19,48.0,,0.48,9.12
2007-08-27,70,48.0,,0.48,33.6
2007-08-28,99,48.0,,0.48,47.519999999999996
2007-08-29,67,48.0,,0.48,32.16
2007-08-30,53,48.0,,0.48,25.439999999999998
2007-08-31,55,48.0,,0.48,26.4
2007-09-01,10,41.0,False,0.41,4.1
2007-09-02,14,41.0,,0.41,5.739999999999999
2007-09-03,23,41.0,,0.41,9.43
2007-09-04,94,41.0,,0.41,38.54
2007-09-05,97,41.0,,0.41,39.769999999999996
2007-09-06,85,41.0,,0.41,34.85
2007-09-07,67,41.0,,0.41,27.47
2007-09-08,24,41.0,,0.41,9.84
2007-09-09,26,41.0,,0.41,10.66
2007-09-10,81,41.0,,0.41,33.21
2007-09-11,85,41.0,,0.41,34.85
2007-09-12,77,41.0,,0.41,31.569999999999997
2007-09-13,80,41.0,,0.41,32.8
2007-09-14,91,41.0,,0.41,37.309999999999995
2007-09-15,15,41.0,,0.41,6.1499999999999995
2007-09-16,21,41.0,,0.41,8.61
2007-09-17,100,41.0,,0.41,41.0
2007-09-18,73,41.0,,0.41,29.93
2007-09-19,71,41.0,,0.41,29.11
2007-09-20,73,41.0,,0.41,29.93
2007-09-21,75,41.0,,0.41,30.749999999999996
2007-09-22,15,41.0,,0.41,6.1499999999999995
2007-09-23,24,41.0,,0.41,9.84
2007-09-24,94,41.0,,0.41,38.54
2007-09-25,59,41.0,,0.41,24.189999999999998
2007-09-26,76,41.0,,0.41,31.159999999999997
2007-09-27,48,41.0,,0.41,19.68
2007-09-28,88,41.0,,0.41,36.08
2007-09-29,13,41.0,,0.41,5.33
2007-09-30,18,41.0,,0.41,7.38
2007-10-01,66,45.0,False,0.45,29.7
2007-10-02,61,45.0,,0.45,27.45
2007-10-03,84,45.0,,0.45,37.800000000000004
2007-10-04,47,45.0,,0.45,21.150000000000002
2007-10-05,41,45.0,,0.45,18.45
2007-10-06,24,45.0,,0.45,10.8
2007-10-07,10,45.0,,0.45,4.5
2007-10-08,54,45.0,,0.45,24.3
2007-10-09,67,45.0,,0.45,30.150000000000002
2007-10-10,55,45.0,,0.45,24.75
2007-10-11,44,45.0,,0.45,19.8
2007-10-12,44,45.0,,0.45,19.8
2007-10-13,15,45.0,,0.45,6.75
2007-10-14,14,45.0,,0.45,6.3
2007-10-15,68,45.0,,0.45,30.6
2007-10-16,63,45.0,,0.45,28.35
2007-10-17,63,45.0,,0.45,28.35
2007-10-18,37,45.0,,0.45,16.650000000000002
2007-10-19,68,45.0,,0.45,30.6
2007-10-20,28,45.0,,0.45,12.6
2007-10-21,14,45.0,,0.45,6.3
2007-10-22,62,45.0,,0.45,27.900000000000002
2007-10-23,47,45.0,,0.45,21.150000000000002
2007-10-24,51,45.0,,0.45,22.95
2007-10-25,44,45.0,,0.45,19.8
2007-10-26,56,45.0,,0.45,25.2
2007-10-27,9,45.0,,0.45,4.05
2007-10-28,14,45.0,,0.45,6.3
2007-10-29,48,45.0,,0.45,21.6
2007-10-30,70,45.0,,0.45,31.5
2007-10-31,100,45.0,,0.45,45.0
2007-11-01,93,39.0,False,0.39,36.27
2007-11-02,64,39.0,,0.39,24.96
2007-11-03,25,39.0,,0.39,9.75
2007-11-04,12,39.0,,0.39,4.68
2007-11-05,85,39.0,,0.39,33.15
2007-11-06,75,39.0,,0.39,29.25
2007-11-07,73,39.0,,0.39,28.470000000000002
2007-11-08,71,39.0,,0.39,27.69
2007-11-09,64,39.0,,0.39,24.96
2007-11-10,15,39.0,,0.39,5.8500000000000005
2007-11-11,28,39.0,,0.39,10.92
2007-11-12,64,39.0,,0.39,24.96
2007-11-13,89,39.0,,0.39,34.71
2007-11-14,77,39.0,,0.39,30.03
2007-11-15,93,39.0,,0.39,36.27
2007-11-16,81,39.0,,0.39,31.59
2007-11-17,21,39.0,,0.39,8.19
2007-11-18,12,39.0,,0.39,4.68
2007-11-19,97,39.0,,0.39,37.83
2007-11-20,62,39.0,,0.39,24.18
2007-11-21,58,39.0,,0.39,22.62
2007-11-22,32,39.0,,0.39,12.48
2007-11-23,64,39.0,,0.39,24.96
2007-11-24,25,39.0,,0.39,9.75
2007-11-25,24,39.0,,0.39,9.36
2007-11-26,80,39.0,,0.39,31.200000000000003
2007-11-27,100,39.0,,0.39,39.0
2007-11-28,61,39.0,,0.39,23.79
2007-11-29,67,39.0,,0.39,26.130000000000003
2007-11-30,65,39.0,,0.39,25.35
2007-12-01,22,37.0,False,0.37,8.14
2007-12-02,22,37.0,,0.37,8.14
2007-12-03,70,37.0,,0.37,25.9
2007-12-04,72,37.0,,0.37,26.64
2007-12-05,51,37.0,,0.37,18.87
2007-12-06,76,37.0,,0.37,28.12
2007-12-07,73,37.0,,0.37,27.009999999999998
2007-12-08,23,37.0,,0.37,8.51
2007-12-09,9,37.0,,0.37,3.33
2007-12-10,73,37.0,,0.37,27.009999999999998
2007-12-11,64,37.0,,0.37,23.68
2007-12-12,52,37.0,,0.37,19.24
2007-12-13,61,37.0,,0.37,22.57
2007-12-14,50,37.0,,0.37,18.5
2007-12-15,26,37.0,,0.37,9.62
2007-12-16,12,37.0,,0.37,4.4399999999999995
2007-12-17,82,37.0,,0.37,30.34
2007-12-18,82,37.0,,0.37,30.34
2007-12-19,59,37.0,,0.37,21.83
2007-12-20,55,37.0,,0.37,20.35
2007-12-21,47,37.0,,0.37,17.39
2007-12-22,13,37.0,,0.37,4.81
2007-12-23,10,37.0,,0.37,3.7
2007-12-24,41,37.0,,0.37,15.17
2007-12-25,20,37.0,,0.37,7.4
2007-12-26,100,37.0,,0.37,37.0
2007-12-27,85,37.0,,0.37,31.45
2007-12-28,91,37.0,,0.37,33.67
2007-12-29,25,37.0,,0.37,9.25
2007-12-30,29,37.0,,0.37,10.73
2007-12-31,93,37.0,,0.37,34.41
2008-01-01,38,46.0,False,0.46,17.48
2008-01-02,100,46.0,,0.46,46.0
2008-01-03,93,46.0,,0.46,42.78
2008-01-04,53,46.0,,0.46,24.380000000000003
2008-01-05,22,46.0,,0.46,10.120000000000001
2008-01-06,19,46.0,,0.46,8.74
2008-01-07,95,46.0,,0.46,43.7
2008-01-08,71,46.0,,0.46,32.660000000000004
2008-01-09,58,46.0,,0.46,26.68
2008-01-10,78,46.0,,0.46,35.88
2008-01-11,81,46.0,,0.46,37.260000000000005
2008-01-12,32,46.0,,0.46,14.72
2008-01-13,14,46.0,,0.46,6.44
2008-01-14,83,46.0,,0.46,38.18
2008-01-15,60,46.0,,0.46,27.6
2008-01-16,73,46.0,,0.46,33.58
2008-01-17,67,46.0,,0.46,30.82
2008-01-18,61,46.0,,0.46,28.060000000000002
2008-01-19,22,46.0,,0.46,10.120000000000001
2008-01-20,22,46.0,,0.46,10.120000000000001
2008-01-21,36,46.0,,0.46,16.560000000000002
2008-01-22,78,46.0,,0.46,35.88
2008-01-23,79,46.0,,0.46,36.34
2008-01-24,55,46.0,,0.46,25.3
2008-01-25,68,46.0,,0.46,31.28
2008-01-26,13,46.0,,0.46,5.98
2008-01-27,17,46.0,,0.46,7.82
2008-01-28,56,46.0,,0.46,25.76
2008-01-29,70,46.0,,0.46,32.2
2008-01-30,56,46.0,,0.46,25.76
2008-01-31,54,46.0,,0.46,24.84
2008-02-01,40,44.0,False,0.44,17.6
2008-02-02,28,44.0,,0.44,12.32
2008-02-03,20,44.0,,0.44,8.8
2008-02-04,59,44.0,,0.44,25.96
2008-02-05,71,44.0,,0.44,31.24
2008-02-06,45,44.0,,0.44,19.8
2008-02-07,58,44.0,,0.44,25.52
2008-02-08,55,44.0,,0.44,24.2
2008-02-09,4,44.0,,0.44,1.76
2008-02-10,12,44.0,,0.44,5.28
2008-02-11,91,44.0,,0.44,40.04
2008-02-12,57,44.0,,0.44,25.080000000000002
2008-02-13,45,44.0,,0.44,19.8
2008-02-14,62,44.0,,0.44,27.28
2008-02-15,54,44.0,,0.44,23.76
2008-02-16,16,44.0,,0.44,7.04
2008-02-17,20,44.0,,0.44,8.8
2008-02-18,38,44.0,,0.44,16.72
2008-02-19,67,44.0,,0.44,29.48
2008-02-20,75,44.0,,0.44,33.0
2008-02-21,45,44.0,,0.44,19.8
2008-02-22,50,44.0,,0.44,22.0
2008-02-23,35,44.0,,0.44,15.4
2008-02-24,12,44.0,,0.44,5.28
2008-02-25,73,44.0,,0.44,32.12
2008-02-26,52,44.0,,0.44,22.88
2008-02-27,53,44.0,,0.44,23.32
2008-02-28,35,44.0,,0.44,15.4
2008-02-29,100,44.0,,0.44,44.0
2008-03-01,10,41.0,False,0.41,4.1
2008-03-02,15,41.0,,0.41,6.1499999999999995
2008-03-03,76,41.0,,0.41,31.159999999999997
2008-03-04,77,41.0,,0.41,31.569999999999997
2008-03-05,79,41.0,,0.41,32.39
2008-03-06,77,41.0,,0.41,31.569999999999997
2008-03-07,77,41.0,,0.41,31.569999999999997
2008-03-08,22,41.0,,0.41,9.02
2008-03-09,15,41.0,,0.41,6.1499999999999995
2008-03-10,89,41.0,,0.41,36.489999999999995
2008-03-11,88,41.0,,0.41,36.08
2008-03-12,71,41.0,,0.41,29.11
2008-03-13,70,41.0,,0.41,28.7
2008-03-14,73,41.0,,0.41,29.93
2008-03-15,18,41.0,,0.41,7.38
2008-03-16,25,41.0,,0.41,10.25
2008-03-17,92,41.0,,0.41,37.72
2008-03-18,90,41.0,,0.41,36.9
2008-03-19,44,41.0,,0.41,18.04
2008-03-20,93,41.0,,0.41,38.129999999999995
2008-03-21,75,41.0,,0.41,30.749999999999996
2008-03-22,17,41.0,,0.41,6.97
2008-03-23,9,41.0,,0.41,3.69
2008-03-24,100,41.0,,0.41,41.0
2008-03-25,78,41.0,,0.41,31.979999999999997
2008-03-26,72,41.0,,0.41,29.52
2008-03-27,83,41.0,,0.41,34.03
2008-03-28,64,41.0,,0.41,26.24
2008-03-29,30,41.0,,0.41,12.299999999999999
2008-03-30,24,41.0,,0.41,9.84
2008-03-31,70,41.0,,0.41,28.7
2008-04-01,64,38.0,False,0.38,24.32
2008-04-02,74,38.0,,0.38,28.12
2008-04-03,59,38.0,,0.38,22.42
2008-04-04,72,38.0,,0.38,27.36
2008-04-05,31,38.0,,0.38,11.78
2008-04-06,13,38.0,,0.38,4.94
2008-04-07,56,38.0,,0.38,21.28
2008-04-08,100,38.0,,0.38,38.0
2008-04-09,56,38.0,,0.38,21.28
2008-04-10,53,38.0,,0.38,20.14
2008-04-11,51,38.0,,0.38,19.38
2008-04-12,27,38.0,,0.38,10.26
2008-04-13,22,38.0,,0.38,8.36
2008-04-14,68,38.0,,0.38,25.84
2008-04-15,67,38.0,,0.38,25.46
2008-04-16,43,38.0,,0.38,16.34
2008-04-17,65,38.0,,0.38,24.7
2008-04-18,39,38.0,,0.38,14.82
2008-04-19,24,38.0,,0.38,9.120000000000001
2008-04-20,0,38.0,,0.38,0.0
2008-04-21,47,38.0,,0.38,17.86
2008-04-22,58,38.0,,0.38,22.04
2008-04-23,69,38.0,,0.38,26.22
2008-04-24,48,38.0,,0.38,18.240000000000002
2008-04-25,46,38.0,,0.38,17.48
2008-04-26,23,38.0,,0.38,8.74
2008-04-27,14,38.0,,0.38,5.32
2008-04-28,66,38.0,,0.38,25.080000000000002
2008-04-29,49,38.0,,0.38,18.62
