date,THE DEPRESSION_unscaled,THE DEPRESSION_monthly,isPartial,scale,THE DEPRESSION
2016-05-01,65,59.0,False,0.59,38.35
2016-05-02,78,59.0,,0.59,46.019999999999996
2016-05-03,89,59.0,,0.59,52.51
2016-05-04,100,59.0,,0.59,59.0
2016-05-05,87,59.0,,0.59,51.33
2016-05-06,82,59.0,,0.59,48.379999999999995
2016-05-07,39,59.0,,0.59,23.009999999999998
2016-05-08,39,59.0,,0.59,23.009999999999998
2016-05-09,85,59.0,,0.59,50.15
2016-05-10,70,59.0,,0.59,41.3
2016-05-11,64,59.0,,0.59,37.76
2016-05-12,79,59.0,,0.59,46.61
2016-05-13,53,59.0,,0.59,31.27
2016-05-14,27,59.0,,0.59,15.93
2016-05-15,34,59.0,,0.59,20.06
2016-05-16,84,59.0,,0.59,49.559999999999995
2016-05-17,77,59.0,,0.59,45.43
2016-05-18,90,59.0,,0.59,53.099999999999994
2016-05-19,67,59.0,,0.59,39.53
2016-05-20,58,59.0,,0.59,34.22
2016-05-21,35,59.0,,0.59,20.65
2016-05-22,31,59.0,,0.59,18.29
2016-05-23,72,59.0,,0.59,42.48
2016-05-24,70,59.0,,0.59,41.3
2016-05-25,66,59.0,,0.59,38.94
2016-05-26,44,59.0,,0.59,25.959999999999997
2016-05-27,45,59.0,,0.59,26.549999999999997
2016-05-28,22,59.0,,0.59,12.979999999999999
2016-05-29,42,59.0,,0.59,24.779999999999998
2016-05-30,31,59.0,,0.59,18.29
2016-05-31,51,59.0,,0.59,30.09
2016-06-01,100,32.0,False,0.32,32.0
2016-06-02,89,32.0,,0.32,28.48
2016-06-03,82,32.0,,0.32,26.240000000000002
2016-06-04,54,32.0,,0.32,17.28
2016-06-05,74,32.0,,0.32,23.68
2016-06-06,100,32.0,,0.32,32.0
2016-06-07,76,32.0,,0.32,24.32
2016-06-08,85,32.0,,0.32,27.2
2016-06-09,78,32.0,,0.32,24.96
2016-06-10,82,32.0,,0.32,26.240000000000002
2016-06-11,51,32.0,,0.32,16.32
2016-06-12,44,32.0,,0.32,14.08
2016-06-13,88,32.0,,0.32,28.16
2016-06-14,78,32.0,,0.32,24.96
2016-06-15,55,32.0,,0.32,17.6
2016-06-16,66,32.0,,0.32,21.12
2016-06-17,46,32.0,,0.32,14.72
2016-06-18,49,32.0,,0.32,15.68
2016-06-19,51,32.0,,0.32,16.32
2016-06-20,55,32.0,,0.32,17.6
2016-06-21,60,32.0,,0.32,19.2
2016-06-22,52,32.0,,0.32,16.64
2016-06-23,68,32.0,,0.32,21.76
2016-06-24,46,32.0,,0.32,14.72
2016-06-25,40,32.0,,0.32,12.8
2016-06-26,61,32.0,,0.32,19.52
2016-06-27,64,32.0,,0.32,20.48
2016-06-28,72,32.0,,0.32,23.04
2016-06-29,80,32.0,,0.32,25.6
2016-06-30,62,32.0,,0.32,19.84
2016-07-01,69,26.0,False,0.26,17.94
2016-07-02,73,26.0,,0.26,18.98
2016-07-03,78,26.0,,0.26,20.28
2016-07-04,83,26.0,,0.26,21.580000000000002
2016-07-05,75,26.0,,0.26,19.5
2016-07-06,86,26.0,,0.26,22.36
2016-07-07,77,26.0,,0.26,20.02
2016-07-08,76,26.0,,0.26,19.76
2016-07-09,55,26.0,,0.26,14.3
2016-07-10,91,26.0,,0.26,23.66
2016-07-11,77,26.0,,0.26,20.02
2016-07-12,68,26.0,,0.26,17.68
2016-07-13,67,26.0,,0.26,17.42
2016-07-14,79,26.0,,0.26,20.54
2016-07-15,70,26.0,,0.26,18.2
2016-07-16,82,26.0,,0.26,21.32
2016-07-17,88,26.0,,0.26,22.880000000000003
2016-07-18,75,26.0,,0.26,19.5
2016-07-19,100,26.0,,0.26,26.0
2016-07-20,60,26.0,,0.26,15.600000000000001
2016-07-21,67,26.0,,0.26,17.42
2016-07-22,59,26.0,,0.26,15.34
2016-07-23,50,26.0,,0.26,13.0
2016-07-24,68,26.0,,0.26,17.68
2016-07-25,63,26.0,,0.26,16.38
2016-07-26,82,26.0,,0.26,21.32
2016-07-27,79,26.0,,0.26,20.54
2016-07-28,67,26.0,,0.26,17.42
2016-07-29,74,26.0,,0.26,19.240000000000002
2016-07-30,65,26.0,,0.26,16.900000000000002
2016-07-31,67,26.0,,0.26,17.42
2016-08-01,47,26.0,False,0.26,12.22
2016-08-02,42,26.0,,0.26,10.92
2016-08-03,36,26.0,,0.26,9.36
2016-08-04,39,26.0,,0.26,10.14
2016-08-05,49,26.0,,0.26,12.74
2016-08-06,28,26.0,,0.26,7.28
2016-08-07,40,26.0,,0.26,10.4
2016-08-08,48,26.0,,0.26,12.48
2016-08-09,39,26.0,,0.26,10.14
2016-08-10,44,26.0,,0.26,11.440000000000001
2016-08-11,44,26.0,,0.26,11.440000000000001
2016-08-12,34,26.0,,0.26,8.84
2016-08-13,36,26.0,,0.26,9.36
2016-08-14,35,26.0,,0.26,9.1
2016-08-15,41,26.0,,0.26,10.66
2016-08-16,47,26.0,,0.26,12.22
2016-08-17,31,26.0,,0.26,8.06
2016-08-18,52,26.0,,0.26,13.52
2016-08-19,47,26.0,,0.26,12.22
2016-08-20,34,26.0,,0.26,8.84
2016-08-21,29,26.0,,0.26,7.54
2016-08-22,49,26.0,,0.26,12.74
2016-08-23,52,26.0,,0.26,13.52
2016-08-24,51,26.0,,0.26,13.26
2016-08-25,45,26.0,,0.26,11.700000000000001
2016-08-26,47,26.0,,0.26,12.22
2016-08-27,41,26.0,,0.26,10.66
2016-08-28,54,26.0,,0.26,14.040000000000001
2016-08-29,64,26.0,,0.26,16.64
2016-08-30,92,26.0,,0.26,23.92
2016-08-31,100,26.0,,0.26,26.0
2016-09-01,78,41.0,False,0.41,31.979999999999997
2016-09-02,67,41.0,,0.41,27.47
2016-09-03,34,41.0,,0.41,13.94
2016-09-04,55,41.0,,0.41,22.549999999999997
2016-09-05,55,41.0,,0.41,22.549999999999997
2016-09-06,78,41.0,,0.41,31.979999999999997
2016-09-07,78,41.0,,0.41,31.979999999999997
2016-09-08,79,41.0,,0.41,32.39
2016-09-09,61,41.0,,0.41,25.009999999999998
2016-09-10,48,41.0,,0.41,19.68
2016-09-11,55,41.0,,0.41,22.549999999999997
2016-09-12,68,41.0,,0.41,27.88
2016-09-13,90,41.0,,0.41,36.9
2016-09-14,72,41.0,,0.41,29.52
2016-09-15,89,41.0,,0.41,36.489999999999995
2016-09-16,72,41.0,,0.41,29.52
2016-09-17,43,41.0,,0.41,17.63
2016-09-18,66,41.0,,0.41,27.06
2016-09-19,85,41.0,,0.41,34.85
2016-09-20,81,41.0,,0.41,33.21
2016-09-21,81,41.0,,0.41,33.21
2016-09-22,97,41.0,,0.41,39.769999999999996
2016-09-23,71,41.0,,0.41,29.11
2016-09-24,39,41.0,,0.41,15.989999999999998
2016-09-25,71,41.0,,0.41,29.11
2016-09-26,100,41.0,,0.41,41.0
2016-09-27,96,41.0,,0.41,39.36
2016-09-28,98,41.0,,0.41,40.18
2016-09-29,79,41.0,,0.41,32.39
2016-09-30,91,41.0,,0.41,37.309999999999995
2016-10-01,39,51.0,False,0.51,19.89
2016-10-02,47,51.0,,0.51,23.97
2016-10-03,75,51.0,,0.51,38.25
2016-10-04,87,51.0,,0.51,44.37
2016-10-05,79,51.0,,0.51,40.29
2016-10-06,90,51.0,,0.51,45.9
2016-10-07,54,51.0,,0.51,27.54
2016-10-08,40,51.0,,0.51,20.4
2016-10-09,51,51.0,,0.51,26.01
2016-10-10,74,51.0,,0.51,37.74
2016-10-11,77,51.0,,0.51,39.27
2016-10-12,70,51.0,,0.51,35.7
2016-10-13,86,51.0,,0.51,43.86
2016-10-14,66,51.0,,0.51,33.660000000000004
2016-10-15,39,51.0,,0.51,19.89
2016-10-16,54,51.0,,0.51,27.54
2016-10-17,79,51.0,,0.51,40.29
2016-10-18,65,51.0,,0.51,33.15
2016-10-19,73,51.0,,0.51,37.230000000000004
2016-10-20,82,51.0,,0.51,41.82
2016-10-21,71,51.0,,0.51,36.21
2016-10-22,41,51.0,,0.51,20.91
2016-10-23,58,51.0,,0.51,29.580000000000002
2016-10-24,94,51.0,,0.51,47.94
2016-10-25,89,51.0,,0.51,45.39
2016-10-26,89,51.0,,0.51,45.39
2016-10-27,100,51.0,,0.51,51.0
2016-10-28,85,51.0,,0.51,43.35
2016-10-29,41,51.0,,0.51,20.91
2016-10-30,54,51.0,,0.51,27.54
2016-10-31,99,51.0,,0.51,50.49
2016-11-01,61,60.0,False,0.6,36.6
2016-11-02,68,60.0,,0.6,40.8
2016-11-03,58,60.0,,0.6,34.8
2016-11-04,49,60.0,,0.6,29.4
2016-11-05,28,60.0,,0.6,16.8
2016-11-06,45,60.0,,0.6,27.0
2016-11-07,82,60.0,,0.6,49.199999999999996
2016-11-08,59,60.0,,0.6,35.4
2016-11-09,73,60.0,,0.6,43.8
2016-11-10,100,60.0,,0.6,60.0
2016-11-11,80,60.0,,0.6,48.0
2016-11-12,50,60.0,,0.6,30.0
2016-11-13,53,60.0,,0.6,31.799999999999997
2016-11-14,87,60.0,,0.6,52.199999999999996
2016-11-15,91,60.0,,0.6,54.6
2016-11-16,82,60.0,,0.6,49.199999999999996
2016-11-17,79,60.0,,0.6,47.4
2016-11-18,71,60.0,,0.6,42.6
2016-11-19,22,60.0,,0.6,13.2
2016-11-20,34,60.0,,0.6,20.4
2016-11-21,61,60.0,,0.6,36.6
2016-11-22,58,60.0,,0.6,34.8
2016-11-23,37,60.0,,0.6,22.2
2016-11-24,19,60.0,,0.6,11.4
2016-11-25,24,60.0,,0.6,14.399999999999999
2016-11-26,33,60.0,,0.6,19.8
2016-11-27,42,60.0,,0.6,25.2
2016-11-28,70,60.0,,0.6,42.0
2016-11-29,84,60.0,,0.6,50.4
2016-11-30,97,60.0,,0.6,58.199999999999996
2016-12-01,100,57.0,False,0.57,56.99999999999999
2016-12-02,96,57.0,,0.57,54.72
2016-12-03,50,57.0,,0.57,28.499999999999996
2016-12-04,62,57.0,,0.57,35.339999999999996
2016-12-05,100,57.0,,0.57,56.99999999999999
2016-12-06,74,57.0,,0.57,42.18
2016-12-07,96,57.0,,0.57,54.72
2016-12-08,84,57.0,,0.57,47.879999999999995
2016-12-09,68,57.0,,0.57,38.76
2016-12-10,44,57.0,,0.57,25.08
2016-12-11,42,57.0,,0.57,23.939999999999998
2016-12-12,89,57.0,,0.57,50.73
2016-12-13,86,57.0,,0.57,49.019999999999996
2016-12-14,79,57.0,,0.57,45.029999999999994
2016-12-15,90,57.0,,0.57,51.3
2016-12-16,58,57.0,,0.57,33.059999999999995
2016-12-17,28,57.0,,0.57,15.959999999999999
2016-12-18,43,57.0,,0.57,24.509999999999998
2016-12-19,62,57.0,,0.57,35.339999999999996
2016-12-20,60,57.0,,0.57,34.199999999999996
2016-12-21,40,57.0,,0.57,22.799999999999997
2016-12-22,40,57.0,,0.57,22.799999999999997
2016-12-23,22,57.0,,0.57,12.54
2016-12-24,24,57.0,,0.57,13.68
2016-12-25,19,57.0,,0.57,10.829999999999998
2016-12-26,22,57.0,,0.57,12.54
2016-12-27,23,57.0,,0.57,13.11
2016-12-28,27,57.0,,0.57,15.389999999999999
2016-12-29,18,57.0,,0.57,10.26
2016-12-30,19,57.0,,0.57,10.829999999999998
2016-12-31,21,57.0,,0.57,11.969999999999999
2017-01-01,19,64.0,False,0.64,12.16
2017-01-02,29,64.0,,0.64,18.56
2017-01-03,47,64.0,,0.64,30.080000000000002
2017-01-04,61,64.0,,0.64,39.04
2017-01-05,75,64.0,,0.64,48.0
2017-01-06,61,64.0,,0.64,39.04
2017-01-07,28,64.0,,0.64,17.92
2017-01-08,39,64.0,,0.64,24.96
2017-01-09,66,64.0,,0.64,42.24
2017-01-10,86,64.0,,0.64,55.04
2017-01-11,76,64.0,,0.64,48.64
2017-01-12,75,64.0,,0.64,48.0
2017-01-13,69,64.0,,0.64,44.160000000000004
2017-01-14,34,64.0,,0.64,21.76
2017-01-15,21,64.0,,0.64,13.44
2017-01-16,43,64.0,,0.64,27.52
2017-01-17,72,64.0,,0.64,46.08
2017-01-18,99,64.0,,0.64,63.36
2017-01-19,83,64.0,,0.64,53.120000000000005
2017-01-20,60,64.0,,0.64,38.4
2017-01-21,37,64.0,,0.64,23.68
2017-01-22,49,64.0,,0.64,31.36
2017-01-23,85,64.0,,0.64,54.4
2017-01-24,100,64.0,,0.64,64.0
2017-01-25,83,64.0,,0.64,53.120000000000005
2017-01-26,93,64.0,,0.64,59.52
2017-01-27,79,64.0,,0.64,50.56
2017-01-28,39,64.0,,0.64,24.96
2017-01-29,47,64.0,,0.64,30.080000000000002
2017-01-30,84,64.0,,0.64,53.76
2017-01-31,100,64.0,,0.64,64.0
2017-02-01,78,75.0,False,0.75,58.5
2017-02-02,93,75.0,,0.75,69.75
2017-02-03,70,75.0,,0.75,52.5
2017-02-04,38,75.0,,0.75,28.5
2017-02-05,33,75.0,,0.75,24.75
2017-02-06,79,75.0,,0.75,59.25
2017-02-07,76,75.0,,0.75,57.0
2017-02-08,90,75.0,,0.75,67.5
2017-02-09,86,75.0,,0.75,64.5
2017-02-10,89,75.0,,0.75,66.75
2017-02-11,45,75.0,,0.75,33.75
2017-02-12,47,75.0,,0.75,35.25
2017-02-13,80,75.0,,0.75,60.0
2017-02-14,84,75.0,,0.75,63.0
2017-02-15,89,75.0,,0.75,66.75
2017-02-16,91,75.0,,0.75,68.25
2017-02-17,92,75.0,,0.75,69.0
2017-02-18,24,75.0,,0.75,18.0
2017-02-19,40,75.0,,0.75,30.0
2017-02-20,60,75.0,,0.75,45.0
2017-02-21,98,75.0,,0.75,73.5
2017-02-22,81,75.0,,0.75,60.75
2017-02-23,95,75.0,,0.75,71.25
2017-02-24,81,75.0,,0.75,60.75
2017-02-25,40,75.0,,0.75,30.0
2017-02-26,46,75.0,,0.75,34.5
2017-02-27,100,75.0,,0.75,75.0
2017-02-28,80,75.0,,0.75,60.0
2017-03-01,84,82.0,False,0.82,68.88
2017-03-02,91,82.0,,0.82,74.61999999999999
2017-03-03,82,82.0,,0.82,67.24
2017-03-04,36,82.0,,0.82,29.52
2017-03-05,42,82.0,,0.82,34.44
2017-03-06,85,82.0,,0.82,69.7
2017-03-07,100,82.0,,0.82,82.0
2017-03-08,88,82.0,,0.82,72.16
2017-03-09,92,82.0,,0.82,75.44
2017-03-10,84,82.0,,0.82,68.88
2017-03-11,33,82.0,,0.82,27.06
2017-03-12,52,82.0,,0.82,42.64
2017-03-13,90,82.0,,0.82,73.8
2017-03-14,75,82.0,,0.82,61.49999999999999
2017-03-15,85,82.0,,0.82,69.7
2017-03-16,81,82.0,,0.82,66.42
2017-03-17,64,82.0,,0.82,52.48
2017-03-18,40,82.0,,0.82,32.8
2017-03-19,50,82.0,,0.82,41.0
2017-03-20,85,82.0,,0.82,69.7
2017-03-21,77,82.0,,0.82,63.13999999999999
2017-03-22,86,82.0,,0.82,70.52
2017-03-23,86,82.0,,0.82,70.52
2017-03-24,85,82.0,,0.82,69.7
2017-03-25,28,82.0,,0.82,22.959999999999997
2017-03-26,49,82.0,,0.82,40.18
2017-03-27,74,82.0,,0.82,60.68
2017-03-28,95,82.0,,0.82,77.89999999999999
2017-03-29,81,82.0,,0.82,66.42
2017-03-30,84,82.0,,0.82,68.88
2017-03-31,69,82.0,,0.82,56.58
2017-04-01,39,71.0,False,0.71,27.689999999999998
2017-04-02,49,71.0,,0.71,34.79
2017-04-03,90,71.0,,0.71,63.9
2017-04-04,93,71.0,,0.71,66.03
2017-04-05,92,71.0,,0.71,65.32
2017-04-06,85,71.0,,0.71,60.349999999999994
2017-04-07,79,71.0,,0.71,56.089999999999996
2017-04-08,31,71.0,,0.71,22.009999999999998
2017-04-09,42,71.0,,0.71,29.82
2017-04-10,78,71.0,,0.71,55.379999999999995
2017-04-11,79,71.0,,0.71,56.089999999999996
2017-04-12,74,71.0,,0.71,52.54
2017-04-13,74,71.0,,0.71,52.54
2017-04-14,50,71.0,,0.71,35.5
2017-04-15,31,71.0,,0.71,22.009999999999998
2017-04-16,33,71.0,,0.71,23.43
2017-04-17,76,71.0,,0.71,53.959999999999994
2017-04-18,83,71.0,,0.71,58.93
2017-04-19,88,71.0,,0.71,62.48
2017-04-20,80,71.0,,0.71,56.8
2017-04-21,85,71.0,,0.71,60.349999999999994
2017-04-22,37,71.0,,0.71,26.27
2017-04-23,51,71.0,,0.71,36.21
2017-04-24,78,71.0,,0.71,55.379999999999995
2017-04-25,100,71.0,,0.71,71.0
2017-04-26,93,71.0,,0.71,66.03
2017-04-27,95,71.0,,0.71,67.45
2017-04-28,73,71.0,,0.71,51.83
2017-04-29,29,71.0,,0.71,20.59
2017-04-30,55,71.0,,0.71,39.05
2017-05-01,84,63.0,False,0.63,52.92
2017-05-02,97,63.0,,0.63,61.11
2017-05-03,87,63.0,,0.63,54.81
2017-05-04,95,63.0,,0.63,59.85
2017-05-05,82,63.0,,0.63,51.660000000000004
2017-05-06,39,63.0,,0.63,24.57
2017-05-07,52,63.0,,0.63,32.76
2017-05-08,81,63.0,,0.63,51.03
2017-05-09,100,63.0,,0.63,63.0
2017-05-10,78,63.0,,0.63,49.14
2017-05-11,98,63.0,,0.63,61.74
2017-05-12,87,63.0,,0.63,54.81
2017-05-13,40,63.0,,0.63,25.2
2017-05-14,37,63.0,,0.63,23.31
2017-05-15,90,63.0,,0.63,56.7
2017-05-16,88,63.0,,0.63,55.44
2017-05-17,93,63.0,,0.63,58.59
2017-05-18,67,63.0,,0.63,42.21
2017-05-19,64,63.0,,0.63,40.32
2017-05-20,23,63.0,,0.63,14.49
2017-05-21,52,63.0,,0.63,32.76
2017-05-22,66,63.0,,0.63,41.58
2017-05-23,67,63.0,,0.63,42.21
2017-05-24,55,63.0,,0.63,34.65
2017-05-25,74,63.0,,0.63,46.62
2017-05-26,45,63.0,,0.63,28.35
2017-05-27,25,63.0,,0.63,15.75
2017-05-28,34,63.0,,0.63,21.42
2017-05-29,45,63.0,,0.63,28.35
2017-05-30,46,63.0,,0.63,28.98
2017-05-31,47,63.0,,0.63,29.61
2017-06-01,100,31.0,False,0.31,31.0
2017-06-02,91,31.0,,0.31,28.21
2017-06-03,43,31.0,,0.31,13.33
2017-06-04,63,31.0,,0.31,19.53
2017-06-05,76,31.0,,0.31,23.56
2017-06-06,78,31.0,,0.31,24.18
2017-06-07,66,31.0,,0.31,20.46
2017-06-08,80,31.0,,0.31,24.8
2017-06-09,65,31.0,,0.31,20.15
2017-06-10,36,31.0,,0.31,11.16
2017-06-11,62,31.0,,0.31,19.22
2017-06-12,65,31.0,,0.31,20.15
2017-06-13,54,31.0,,0.31,16.74
2017-06-14,41,31.0,,0.31,12.709999999999999
2017-06-15,55,31.0,,0.31,17.05
2017-06-16,58,31.0,,0.31,17.98
2017-06-17,48,31.0,,0.31,14.879999999999999
2017-06-18,46,31.0,,0.31,14.26
2017-06-19,66,31.0,,0.31,20.46
2017-06-20,47,31.0,,0.31,14.57
2017-06-21,57,31.0,,0.31,17.669999999999998
2017-06-22,51,31.0,,0.31,15.81
2017-06-23,39,31.0,,0.31,12.09
2017-06-24,36,31.0,,0.31,11.16
2017-06-25,67,31.0,,0.31,20.77
2017-06-26,49,31.0,,0.31,15.19
2017-06-27,46,31.0,,0.31,14.26
2017-06-28,45,31.0,,0.31,13.95
2017-06-29,49,31.0,,0.31,15.19
2017-06-30,48,31.0,,0.31,14.879999999999999
2017-07-01,48,26.0,False,0.26,12.48
2017-07-02,84,26.0,,0.26,21.84
2017-07-03,84,26.0,,0.26,21.84
2017-07-04,59,26.0,,0.26,15.34
2017-07-05,50,26.0,,0.26,13.0
2017-07-06,71,26.0,,0.26,18.46
2017-07-07,90,26.0,,0.26,23.400000000000002
2017-07-08,81,26.0,,0.26,21.060000000000002
2017-07-09,89,26.0,,0.26,23.14
2017-07-10,100,26.0,,0.26,26.0
2017-07-11,79,26.0,,0.26,20.54
2017-07-12,97,26.0,,0.26,25.220000000000002
2017-07-13,82,26.0,,0.26,21.32
2017-07-14,41,26.0,,0.26,10.66
2017-07-15,78,26.0,,0.26,20.28
2017-07-16,78,26.0,,0.26,20.28
2017-07-17,76,26.0,,0.26,19.76
2017-07-18,86,26.0,,0.26,22.36
2017-07-19,82,26.0,,0.26,21.32
2017-07-20,61,26.0,,0.26,15.860000000000001
2017-07-21,81,26.0,,0.26,21.060000000000002
2017-07-22,60,26.0,,0.26,15.600000000000001
2017-07-23,84,26.0,,0.26,21.84
2017-07-24,80,26.0,,0.26,20.8
2017-07-25,78,26.0,,0.26,20.28
2017-07-26,93,26.0,,0.26,24.18
2017-07-27,88,26.0,,0.26,22.880000000000003
2017-07-28,60,26.0,,0.26,15.600000000000001
2017-07-29,57,26.0,,0.26,14.82
2017-07-30,81,26.0,,0.26,21.060000000000002
2017-07-31,86,26.0,,0.26,22.36
2017-08-01,52,29.0,False,0.29,15.079999999999998
2017-08-02,60,29.0,,0.29,17.4
2017-08-03,46,29.0,,0.29,13.34
2017-08-04,43,29.0,,0.29,12.469999999999999
2017-08-05,72,29.0,,0.29,20.88
2017-08-06,47,29.0,,0.29,13.629999999999999
2017-08-07,61,29.0,,0.29,17.689999999999998
2017-08-08,64,29.0,,0.29,18.56
2017-08-09,55,29.0,,0.29,15.95
2017-08-10,63,29.0,,0.29,18.27
2017-08-11,50,29.0,,0.29,14.499999999999998
2017-08-12,47,29.0,,0.29,13.629999999999999
2017-08-13,82,29.0,,0.29,23.779999999999998
2017-08-14,73,29.0,,0.29,21.169999999999998
2017-08-15,100,29.0,,0.29,28.999999999999996
2017-08-16,56,29.0,,0.29,16.24
2017-08-17,67,29.0,,0.29,19.43
2017-08-18,39,29.0,,0.29,11.309999999999999
2017-08-19,37,29.0,,0.29,10.729999999999999
2017-08-20,68,29.0,,0.29,19.72
2017-08-21,51,29.0,,0.29,14.79
2017-08-22,59,29.0,,0.29,17.11
2017-08-23,74,29.0,,0.29,21.459999999999997
2017-08-24,76,29.0,,0.29,22.04
2017-08-25,98,29.0,,0.29,28.419999999999998
2017-08-26,77,29.0,,0.29,22.33
2017-08-27,45,29.0,,0.29,13.049999999999999
2017-08-28,89,29.0,,0.29,25.81
2017-08-29,84,29.0,,0.29,24.36
2017-08-30,84,29.0,,0.29,24.36
2017-08-31,78,29.0,,0.29,22.619999999999997
2017-09-01,56,39.0,False,0.39,21.84
2017-09-02,35,39.0,,0.39,13.65
2017-09-03,42,39.0,,0.39,16.38
2017-09-04,52,39.0,,0.39,20.28
2017-09-05,77,39.0,,0.39,30.03
2017-09-06,71,39.0,,0.39,27.69
2017-09-07,73,39.0,,0.39,28.470000000000002
2017-09-08,68,39.0,,0.39,26.52
2017-09-09,42,39.0,,0.39,16.38
2017-09-10,51,39.0,,0.39,19.89
2017-09-11,68,39.0,,0.39,26.52
2017-09-12,77,39.0,,0.39,30.03
2017-09-13,93,39.0,,0.39,36.27
2017-09-14,88,39.0,,0.39,34.32
2017-09-15,84,39.0,,0.39,32.76
2017-09-16,47,39.0,,0.39,18.330000000000002
2017-09-17,51,39.0,,0.39,19.89
2017-09-18,87,39.0,,0.39,33.93
2017-09-19,97,39.0,,0.39,37.83
2017-09-20,99,39.0,,0.39,38.61
2017-09-21,77,39.0,,0.39,30.03
2017-09-22,72,39.0,,0.39,28.080000000000002
2017-09-23,52,39.0,,0.39,20.28
2017-09-24,58,39.0,,0.39,22.62
2017-09-25,89,39.0,,0.39,34.71
2017-09-26,100,39.0,,0.39,39.0
2017-09-27,91,39.0,,0.39,35.49
2017-09-28,92,39.0,,0.39,35.88
2017-09-29,82,39.0,,0.39,31.98
2017-09-30,54,39.0,,0.39,21.060000000000002
2017-10-01,52,52.0,False,0.52,27.04
2017-10-02,68,52.0,,0.52,35.36
2017-10-03,71,52.0,,0.52,36.92
2017-10-04,98,52.0,,0.52,50.96
2017-10-05,96,52.0,,0.52,49.92
2017-10-06,68,52.0,,0.52,35.36
2017-10-07,44,52.0,,0.52,22.880000000000003
2017-10-08,51,52.0,,0.52,26.52
2017-10-09,73,52.0,,0.52,37.96
2017-10-10,78,52.0,,0.52,40.56
2017-10-11,58,52.0,,0.52,30.16
2017-10-12,77,52.0,,0.52,40.04
2017-10-13,71,52.0,,0.52,36.92
2017-10-14,39,52.0,,0.52,20.28
2017-10-15,59,52.0,,0.52,30.68
2017-10-16,96,52.0,,0.52,49.92
2017-10-17,83,52.0,,0.52,43.160000000000004
2017-10-18,91,52.0,,0.52,47.32
2017-10-19,95,52.0,,0.52,49.4
2017-10-20,75,52.0,,0.52,39.0
2017-10-21,45,52.0,,0.52,23.400000000000002
2017-10-22,58,52.0,,0.52,30.16
2017-10-23,93,52.0,,0.52,48.36
2017-10-24,96,52.0,,0.52,49.92
2017-10-25,100,52.0,,0.52,52.0
2017-10-26,88,52.0,,0.52,45.760000000000005
2017-10-27,66,52.0,,0.52,34.32
2017-10-28,45,52.0,,0.52,23.400000000000002
2017-10-29,57,52.0,,0.52,29.64
2017-10-30,87,52.0,,0.52,45.24
2017-10-31,81,52.0,,0.52,42.120000000000005
2017-11-01,60,62.0,False,0.62,37.2
2017-11-02,72,62.0,,0.62,44.64
2017-11-03,63,62.0,,0.62,39.06
2017-11-04,33,62.0,,0.62,20.46
2017-11-05,33,62.0,,0.62,20.46
2017-11-06,73,62.0,,0.62,45.26
2017-11-07,78,62.0,,0.62,48.36
2017-11-08,72,62.0,,0.62,44.64
2017-11-09,71,62.0,,0.62,44.02
2017-11-10,65,62.0,,0.62,40.3
2017-11-11,25,62.0,,0.62,15.5
2017-11-12,53,62.0,,0.62,32.86
2017-11-13,75,62.0,,0.62,46.5
2017-11-14,65,62.0,,0.62,40.3
2017-11-15,79,62.0,,0.62,48.98
2017-11-16,83,62.0,,0.62,51.46
2017-11-17,87,62.0,,0.62,53.94
2017-11-18,30,62.0,,0.62,18.6
2017-11-19,49,62.0,,0.62,30.38
2017-11-20,56,62.0,,0.62,34.72
2017-11-21,57,62.0,,0.62,35.339999999999996
2017-11-22,37,62.0,,0.62,22.94
2017-11-23,27,62.0,,0.62,16.74
2017-11-24,23,62.0,,0.62,14.26
2017-11-25,38,62.0,,0.62,23.56
2017-11-26,43,62.0,,0.62,26.66
2017-11-27,72,62.0,,0.62,44.64
2017-11-28,82,62.0,,0.62,50.839999999999996
2017-11-29,96,62.0,,0.62,59.519999999999996
2017-11-30,100,62.0,,0.62,62.0
2017-12-01,86,56.0,False,0.56,48.160000000000004
2017-12-02,33,56.0,,0.56,18.48
2017-12-03,45,56.0,,0.56,25.200000000000003
2017-12-04,100,56.0,,0.56,56.00000000000001
2017-12-05,99,56.0,,0.56,55.440000000000005
2017-12-06,90,56.0,,0.56,50.400000000000006
2017-12-07,94,56.0,,0.56,52.64000000000001
2017-12-08,85,56.0,,0.56,47.6
2017-12-09,41,56.0,,0.56,22.96
2017-12-10,43,56.0,,0.56,24.080000000000002
2017-12-11,90,56.0,,0.56,50.400000000000006
2017-12-12,93,56.0,,0.56,52.080000000000005
2017-12-13,86,56.0,,0.56,48.160000000000004
2017-12-14,82,56.0,,0.56,45.92
2017-12-15,74,56.0,,0.56,41.440000000000005
2017-12-16,30,56.0,,0.56,16.8
2017-12-17,44,56.0,,0.56,24.64
2017-12-18,67,56.0,,0.56,37.52
2017-12-19,66,56.0,,0.56,36.96
2017-12-20,54,56.0,,0.56,30.240000000000002
2017-12-21,44,56.0,,0.56,24.64
2017-12-22,22,56.0,,0.56,12.32
2017-12-23,17,56.0,,0.56,9.520000000000001
2017-12-24,26,56.0,,0.56,14.560000000000002
2017-12-25,19,56.0,,0.56,10.64
2017-12-26,17,56.0,,0.56,9.520000000000001
2017-12-27,22,56.0,,0.56,12.32
2017-12-28,27,56.0,,0.56,15.120000000000001
