date,SAVINGS_unscaled,SAVINGS_monthly,isPartial,scale,SAVINGS
2012-07-11,79,29.0,,0.29,22.91
2012-07-12,82,29.0,,0.29,23.779999999999998
2012-07-13,81,29.0,,0.29,23.49
2012-07-14,65,29.0,,0.29,18.849999999999998
2012-07-15,60,29.0,,0.29,17.4
2012-07-16,86,29.0,,0.29,24.939999999999998
2012-07-17,80,29.0,,0.29,23.2
2012-07-18,87,29.0,,0.29,25.229999999999997
2012-07-19,82,29.0,,0.29,23.779999999999998
2012-07-20,78,29.0,,0.29,22.619999999999997
2012-07-21,58,29.0,,0.29,16.82
2012-07-22,55,29.0,,0.29,15.95
2012-07-23,83,29.0,,0.29,24.069999999999997
2012-07-24,83,29.0,,0.29,24.069999999999997
2012-07-25,87,29.0,,0.29,25.229999999999997
2012-07-26,83,29.0,,0.29,24.069999999999997
2012-07-27,84,29.0,,0.29,24.36
2012-07-28,71,29.0,,0.29,20.59
2012-07-29,59,29.0,,0.29,17.11
2012-07-30,87,29.0,,0.29,25.229999999999997
2012-07-31,87,29.0,,0.29,25.229999999999997
2012-08-01,94,32.0,False,0.32,30.080000000000002
2012-08-02,88,32.0,,0.32,28.16
2012-08-03,95,32.0,,0.32,30.400000000000002
2012-08-04,76,32.0,,0.32,24.32
2012-08-05,59,32.0,,0.32,18.88
2012-08-06,88,32.0,,0.32,28.16
2012-08-07,90,32.0,,0.32,28.8
2012-08-08,86,32.0,,0.32,27.52
2012-08-09,87,32.0,,0.32,27.84
2012-08-10,91,32.0,,0.32,29.12
2012-08-11,78,32.0,,0.32,24.96
2012-08-12,58,32.0,,0.32,18.56
2012-08-13,85,32.0,,0.32,27.2
2012-08-14,80,32.0,,0.32,25.6
2012-08-15,95,32.0,,0.32,30.400000000000002
2012-08-16,95,32.0,,0.32,30.400000000000002
2012-08-17,99,32.0,,0.32,31.68
2012-08-18,76,32.0,,0.32,24.32
2012-08-19,65,32.0,,0.32,20.8
2012-08-20,98,32.0,,0.32,31.36
2012-08-21,89,32.0,,0.32,28.48
2012-08-22,100,32.0,,0.32,32.0
2012-08-23,94,32.0,,0.32,30.080000000000002
2012-08-24,91,32.0,,0.32,29.12
2012-08-25,72,32.0,,0.32,23.04
2012-08-26,60,32.0,,0.32,19.2
2012-08-27,88,32.0,,0.32,28.16
2012-08-28,91,32.0,,0.32,29.12
2012-08-29,82,32.0,,0.32,26.240000000000002
2012-08-30,90,32.0,,0.32,28.8
2012-08-31,100,32.0,,0.32,32.0
2012-09-01,56,38.0,False,0.38,21.28
2012-09-02,49,38.0,,0.38,18.62
2012-09-03,48,38.0,,0.38,18.240000000000002
2012-09-04,71,38.0,,0.38,26.98
2012-09-05,66,38.0,,0.38,25.080000000000002
2012-09-06,63,38.0,,0.38,23.94
2012-09-07,68,38.0,,0.38,25.84
2012-09-08,55,38.0,,0.38,20.9
2012-09-09,48,38.0,,0.38,18.240000000000002
2012-09-10,73,38.0,,0.38,27.740000000000002
2012-09-11,65,38.0,,0.38,24.7
2012-09-12,67,38.0,,0.38,25.46
2012-09-13,58,38.0,,0.38,22.04
2012-09-14,72,38.0,,0.38,27.36
2012-09-15,63,38.0,,0.38,23.94
2012-09-16,51,38.0,,0.38,19.38
2012-09-17,81,38.0,,0.38,30.78
2012-09-18,73,38.0,,0.38,27.740000000000002
2012-09-19,74,38.0,,0.38,28.12
2012-09-20,75,38.0,,0.38,28.5
2012-09-21,84,38.0,,0.38,31.92
2012-09-22,72,38.0,,0.38,27.36
2012-09-23,78,38.0,,0.38,29.64
2012-09-24,100,38.0,,0.38,38.0
2012-09-25,82,38.0,,0.38,31.16
2012-09-26,87,38.0,,0.38,33.06
2012-09-27,82,38.0,,0.38,31.16
2012-09-28,81,38.0,,0.38,30.78
2012-09-29,70,38.0,,0.38,26.6
2012-09-30,79,38.0,,0.38,30.02
2012-10-01,33,68.0,False,0.68,22.44
2012-10-02,26,68.0,,0.68,17.68
2012-10-03,26,68.0,,0.68,17.68
2012-10-04,26,68.0,,0.68,17.68
2012-10-05,26,68.0,,0.68,17.68
2012-10-06,24,68.0,,0.68,16.32
2012-10-07,34,68.0,,0.68,23.12
2012-10-08,33,68.0,,0.68,22.44
2012-10-09,33,68.0,,0.68,22.44
2012-10-10,27,68.0,,0.68,18.360000000000003
2012-10-11,27,68.0,,0.68,18.360000000000003
2012-10-12,27,68.0,,0.68,18.360000000000003
2012-10-13,27,68.0,,0.68,18.360000000000003
2012-10-14,32,68.0,,0.68,21.76
2012-10-15,36,68.0,,0.68,24.48
2012-10-16,30,68.0,,0.68,20.400000000000002
2012-10-17,27,68.0,,0.68,18.360000000000003
2012-10-18,26,68.0,,0.68,17.68
2012-10-19,30,68.0,,0.68,20.400000000000002
2012-10-20,28,68.0,,0.68,19.040000000000003
2012-10-21,38,68.0,,0.68,25.840000000000003
2012-10-22,42,68.0,,0.68,28.560000000000002
2012-10-23,36,68.0,,0.68,24.48
2012-10-24,34,68.0,,0.68,23.12
2012-10-25,37,68.0,,0.68,25.16
2012-10-26,37,68.0,,0.68,25.16
2012-10-27,49,68.0,,0.68,33.32
2012-10-28,100,68.0,,0.68,68.0
2012-10-29,61,68.0,,0.68,41.480000000000004
2012-10-30,41,68.0,,0.68,27.880000000000003
2012-10-31,46,68.0,,0.68,31.28
2012-11-01,25,52.0,False,0.52,13.0
2012-11-02,25,52.0,,0.52,13.0
2012-11-03,44,52.0,,0.52,22.880000000000003
2012-11-04,100,52.0,,0.52,52.0
2012-11-05,18,52.0,,0.52,9.36
2012-11-06,10,52.0,,0.52,5.2
2012-11-07,7,52.0,,0.52,3.64
2012-11-08,9,52.0,,0.52,4.68
2012-11-09,8,52.0,,0.52,4.16
2012-11-10,7,52.0,,0.52,3.64
2012-11-11,6,52.0,,0.52,3.12
2012-11-12,7,52.0,,0.52,3.64
2012-11-13,8,52.0,,0.52,4.16
2012-11-14,8,52.0,,0.52,4.16
2012-11-15,8,52.0,,0.52,4.16
2012-11-16,8,52.0,,0.52,4.16
2012-11-17,7,52.0,,0.52,3.64
2012-11-18,5,52.0,,0.52,2.6
2012-11-19,8,52.0,,0.52,4.16
2012-11-20,7,52.0,,0.52,3.64
2012-11-21,8,52.0,,0.52,4.16
2012-11-22,4,52.0,,0.52,2.08
2012-11-23,7,52.0,,0.52,3.64
2012-11-24,6,52.0,,0.52,3.12
2012-11-25,5,52.0,,0.52,2.6
2012-11-26,7,52.0,,0.52,3.64
2012-11-27,8,52.0,,0.52,4.16
2012-11-28,8,52.0,,0.52,4.16
2012-11-29,8,52.0,,0.52,4.16
2012-11-30,9,52.0,,0.52,4.68
2012-12-01,74,29.0,False,0.29,21.459999999999997
2012-12-02,59,29.0,,0.29,17.11
2012-12-03,92,29.0,,0.29,26.68
2012-12-04,90,29.0,,0.29,26.099999999999998
2012-12-05,95,29.0,,0.29,27.549999999999997
2012-12-06,88,29.0,,0.29,25.52
2012-12-07,92,29.0,,0.29,26.68
2012-12-08,72,29.0,,0.29,20.88
2012-12-09,61,29.0,,0.29,17.689999999999998
2012-12-10,82,29.0,,0.29,23.779999999999998
2012-12-11,92,29.0,,0.29,26.68
2012-12-12,77,29.0,,0.29,22.33
2012-12-13,80,29.0,,0.29,23.2
2012-12-14,87,29.0,,0.29,25.229999999999997
2012-12-15,71,29.0,,0.29,20.59
2012-12-16,54,29.0,,0.29,15.659999999999998
2012-12-17,79,29.0,,0.29,22.91
2012-12-18,88,29.0,,0.29,25.52
2012-12-19,97,29.0,,0.29,28.13
2012-12-20,84,29.0,,0.29,24.36
2012-12-21,93,29.0,,0.29,26.97
2012-12-22,74,29.0,,0.29,21.459999999999997
2012-12-23,59,29.0,,0.29,17.11
2012-12-24,74,29.0,,0.29,21.459999999999997
2012-12-25,49,29.0,,0.29,14.209999999999999
2012-12-26,96,29.0,,0.29,27.839999999999996
2012-12-27,90,29.0,,0.29,26.099999999999998
2012-12-28,100,29.0,,0.29,28.999999999999996
2012-12-29,79,29.0,,0.29,22.91
2012-12-30,57,29.0,,0.29,16.529999999999998
2012-12-31,100,29.0,,0.29,28.999999999999996
2013-01-01,67,33.0,False,0.33,22.11
2013-01-02,99,33.0,,0.33,32.67
2013-01-03,100,33.0,,0.33,33.0
2013-01-04,91,33.0,,0.33,30.03
2013-01-05,69,33.0,,0.33,22.77
2013-01-06,66,33.0,,0.33,21.78
2013-01-07,79,33.0,,0.33,26.07
2013-01-08,85,33.0,,0.33,28.05
2013-01-09,83,33.0,,0.33,27.39
2013-01-10,88,33.0,,0.33,29.040000000000003
2013-01-11,81,33.0,,0.33,26.73
2013-01-12,68,33.0,,0.33,22.44
2013-01-13,57,33.0,,0.33,18.810000000000002
2013-01-14,88,33.0,,0.33,29.040000000000003
2013-01-15,91,33.0,,0.33,30.03
2013-01-16,80,33.0,,0.33,26.400000000000002
2013-01-17,71,33.0,,0.33,23.43
2013-01-18,95,33.0,,0.33,31.35
2013-01-19,70,33.0,,0.33,23.1
2013-01-20,62,33.0,,0.33,20.46
2013-01-21,75,33.0,,0.33,24.75
2013-01-22,89,33.0,,0.33,29.37
2013-01-23,77,33.0,,0.33,25.41
2013-01-24,84,33.0,,0.33,27.720000000000002
2013-01-25,88,33.0,,0.33,29.040000000000003
2013-01-26,78,33.0,,0.33,25.740000000000002
2013-01-27,69,33.0,,0.33,22.77
2013-01-28,85,33.0,,0.33,28.05
2013-01-29,80,33.0,,0.33,26.400000000000002
2013-01-30,81,33.0,,0.33,26.73
2013-01-31,84,33.0,,0.33,27.720000000000002
2013-02-01,62,41.0,False,0.41,25.419999999999998
2013-02-02,63,41.0,,0.41,25.83
2013-02-03,44,41.0,,0.41,18.04
2013-02-04,63,41.0,,0.41,25.83
2013-02-05,67,41.0,,0.41,27.47
2013-02-06,65,41.0,,0.41,26.65
2013-02-07,66,41.0,,0.41,27.06
2013-02-08,58,41.0,,0.41,23.779999999999998
2013-02-09,53,41.0,,0.41,21.73
2013-02-10,53,41.0,,0.41,21.73
2013-02-11,70,41.0,,0.41,28.7
2013-02-12,70,41.0,,0.41,28.7
2013-02-13,67,41.0,,0.41,27.47
2013-02-14,71,41.0,,0.41,29.11
2013-02-15,67,41.0,,0.41,27.47
2013-02-16,59,41.0,,0.41,24.189999999999998
2013-02-17,67,41.0,,0.41,27.47
2013-02-18,70,41.0,,0.41,28.7
2013-02-19,72,41.0,,0.41,29.52
2013-02-20,74,41.0,,0.41,30.34
2013-02-21,76,41.0,,0.41,31.159999999999997
2013-02-22,74,41.0,,0.41,30.34
2013-02-23,73,41.0,,0.41,29.93
2013-02-24,79,41.0,,0.41,32.39
2013-02-25,89,41.0,,0.41,36.489999999999995
2013-02-26,91,41.0,,0.41,37.309999999999995
2013-02-27,100,41.0,,0.41,41.0
2013-02-28,100,41.0,,0.41,41.0
2013-03-01,18,65.0,False,0.65,11.700000000000001
2013-03-02,18,65.0,,0.65,11.700000000000001
2013-03-03,23,65.0,,0.65,14.950000000000001
2013-03-04,25,65.0,,0.65,16.25
2013-03-05,22,65.0,,0.65,14.3
2013-03-06,22,65.0,,0.65,14.3
2013-03-07,21,65.0,,0.65,13.65
2013-03-08,27,65.0,,0.65,17.55
2013-03-09,43,65.0,,0.65,27.95
2013-03-10,100,65.0,,0.65,65.0
2013-03-11,23,65.0,,0.65,14.950000000000001
2013-03-12,13,65.0,,0.65,8.450000000000001
2013-03-13,11,65.0,,0.65,7.15
2013-03-14,10,65.0,,0.65,6.5
2013-03-15,9,65.0,,0.65,5.8500000000000005
2013-03-16,7,65.0,,0.65,4.55
2013-03-17,7,65.0,,0.65,4.55
2013-03-18,9,65.0,,0.65,5.8500000000000005
2013-03-19,9,65.0,,0.65,5.8500000000000005
2013-03-20,8,65.0,,0.65,5.2
2013-03-21,8,65.0,,0.65,5.2
2013-03-22,8,65.0,,0.65,5.2
2013-03-23,7,65.0,,0.65,4.55
2013-03-24,6,65.0,,0.65,3.9000000000000004
2013-03-25,9,65.0,,0.65,5.8500000000000005
2013-03-26,9,65.0,,0.65,5.8500000000000005
2013-03-27,8,65.0,,0.65,5.2
2013-03-28,8,65.0,,0.65,5.2
2013-03-29,8,65.0,,0.65,5.2
2013-03-30,7,65.0,,0.65,4.55
2013-03-31,5,65.0,,0.65,3.25
2013-04-01,91,30.0,False,0.3,27.3
2013-04-02,98,30.0,,0.3,29.4
2013-04-03,95,30.0,,0.3,28.5
2013-04-04,85,30.0,,0.3,25.5
2013-04-05,94,30.0,,0.3,28.2
2013-04-06,78,30.0,,0.3,23.4
2013-04-07,73,30.0,,0.3,21.9
2013-04-08,100,30.0,,0.3,30.0
2013-04-09,85,30.0,,0.3,25.5
2013-04-10,96,30.0,,0.3,28.799999999999997
2013-04-11,87,30.0,,0.3,26.099999999999998
2013-04-12,90,30.0,,0.3,27.0
2013-04-13,79,30.0,,0.3,23.7
2013-04-14,69,30.0,,0.3,20.7
2013-04-15,91,30.0,,0.3,27.3
2013-04-16,97,30.0,,0.3,29.099999999999998
2013-04-17,82,30.0,,0.3,24.599999999999998
2013-04-18,81,30.0,,0.3,24.3
2013-04-19,87,30.0,,0.3,26.099999999999998
2013-04-20,66,30.0,,0.3,19.8
2013-04-21,54,30.0,,0.3,16.2
2013-04-22,77,30.0,,0.3,23.099999999999998
2013-04-23,85,30.0,,0.3,25.5
2013-04-24,85,30.0,,0.3,25.5
2013-04-25,77,30.0,,0.3,23.099999999999998
2013-04-26,92,30.0,,0.3,27.599999999999998
2013-04-27,64,30.0,,0.3,19.2
2013-04-28,63,30.0,,0.3,18.9
2013-04-29,89,30.0,,0.3,26.7
2013-04-30,92,30.0,,0.3,27.599999999999998
2013-05-01,87,28.0,False,0.28,24.360000000000003
2013-05-02,73,28.0,,0.28,20.44
2013-05-03,93,28.0,,0.28,26.040000000000003
2013-05-04,71,28.0,,0.28,19.880000000000003
2013-05-05,56,28.0,,0.28,15.680000000000001
2013-05-06,82,28.0,,0.28,22.96
2013-05-07,83,28.0,,0.28,23.240000000000002
2013-05-08,89,28.0,,0.28,24.92
2013-05-09,79,28.0,,0.28,22.12
2013-05-10,90,28.0,,0.28,25.200000000000003
2013-05-11,60,28.0,,0.28,16.8
2013-05-12,52,28.0,,0.28,14.560000000000002
2013-05-13,84,28.0,,0.28,23.520000000000003
2013-05-14,78,28.0,,0.28,21.840000000000003
2013-05-15,83,28.0,,0.28,23.240000000000002
2013-05-16,80,28.0,,0.28,22.400000000000002
2013-05-17,80,28.0,,0.28,22.400000000000002
2013-05-18,64,28.0,,0.28,17.92
2013-05-19,52,28.0,,0.28,14.560000000000002
2013-05-20,82,28.0,,0.28,22.96
2013-05-21,76,28.0,,0.28,21.28
2013-05-22,74,28.0,,0.28,20.720000000000002
2013-05-23,91,28.0,,0.28,25.480000000000004
2013-05-24,94,28.0,,0.28,26.320000000000004
2013-05-25,77,28.0,,0.28,21.560000000000002
2013-05-26,59,28.0,,0.28,16.520000000000003
2013-05-27,69,28.0,,0.28,19.32
2013-05-28,86,28.0,,0.28,24.080000000000002
2013-05-29,86,28.0,,0.28,24.080000000000002
2013-05-30,100,28.0,,0.28,28.000000000000004
2013-05-31,91,28.0,,0.28,25.480000000000004
2013-06-01,83,28.0,False,0.28,23.240000000000002
2013-06-02,71,28.0,,0.28,19.880000000000003
2013-06-03,91,28.0,,0.28,25.480000000000004
2013-06-04,91,28.0,,0.28,25.480000000000004
2013-06-05,88,28.0,,0.28,24.64
2013-06-06,90,28.0,,0.28,25.200000000000003
2013-06-07,94,28.0,,0.28,26.320000000000004
2013-06-08,76,28.0,,0.28,21.28
2013-06-09,59,28.0,,0.28,16.520000000000003
2013-06-10,93,28.0,,0.28,26.040000000000003
2013-06-11,93,28.0,,0.28,26.040000000000003
2013-06-12,85,28.0,,0.28,23.8
2013-06-13,96,28.0,,0.28,26.880000000000003
2013-06-14,90,28.0,,0.28,25.200000000000003
2013-06-15,74,28.0,,0.28,20.720000000000002
2013-06-16,59,28.0,,0.28,16.520000000000003
2013-06-17,95,28.0,,0.28,26.6
2013-06-18,91,28.0,,0.28,25.480000000000004
2013-06-19,92,28.0,,0.28,25.76
2013-06-20,90,28.0,,0.28,25.200000000000003
2013-06-21,90,28.0,,0.28,25.200000000000003
2013-06-22,68,28.0,,0.28,19.040000000000003
2013-06-23,61,28.0,,0.28,17.080000000000002
2013-06-24,88,28.0,,0.28,24.64
2013-06-25,98,28.0,,0.28,27.44
2013-06-26,88,28.0,,0.28,24.64
2013-06-27,91,28.0,,0.28,25.480000000000004
2013-06-28,100,28.0,,0.28,28.000000000000004
2013-06-29,81,28.0,,0.28,22.680000000000003
2013-06-30,57,28.0,,0.28,15.96
2013-07-01,98,29.0,False,0.29,28.419999999999998
2013-07-02,93,29.0,,0.29,26.97
2013-07-03,90,29.0,,0.29,26.099999999999998
2013-07-04,67,29.0,,0.29,19.43
2013-07-05,92,29.0,,0.29,26.68
2013-07-06,69,29.0,,0.29,20.009999999999998
2013-07-07,68,29.0,,0.29,19.72
2013-07-08,94,29.0,,0.29,27.259999999999998
2013-07-09,90,29.0,,0.29,26.099999999999998
2013-07-10,98,29.0,,0.29,28.419999999999998
2013-07-11,88,29.0,,0.29,25.52
2013-07-12,89,29.0,,0.29,25.81
2013-07-13,74,29.0,,0.29,21.459999999999997
2013-07-14,59,29.0,,0.29,17.11
2013-07-15,94,29.0,,0.29,27.259999999999998
2013-07-16,87,29.0,,0.29,25.229999999999997
2013-07-17,98,29.0,,0.29,28.419999999999998
2013-07-18,95,29.0,,0.29,27.549999999999997
2013-07-19,98,29.0,,0.29,28.419999999999998
2013-07-20,74,29.0,,0.29,21.459999999999997
2013-07-21,60,29.0,,0.29,17.4
2013-07-22,93,29.0,,0.29,26.97
2013-07-23,95,29.0,,0.29,27.549999999999997
2013-07-24,94,29.0,,0.29,27.259999999999998
2013-07-25,84,29.0,,0.29,24.36
2013-07-26,88,29.0,,0.29,25.52
2013-07-27,80,29.0,,0.29,23.2
2013-07-28,69,29.0,,0.29,20.009999999999998
2013-07-29,95,29.0,,0.29,27.549999999999997
2013-07-30,95,29.0,,0.29,27.549999999999997
2013-07-31,100,29.0,,0.29,28.999999999999996
2013-08-01,92,28.0,False,0.28,25.76
2013-08-02,98,28.0,,0.28,27.44
2013-08-03,65,28.0,,0.28,18.200000000000003
2013-08-04,65,28.0,,0.28,18.200000000000003
2013-08-05,93,28.0,,0.28,26.040000000000003
2013-08-06,99,28.0,,0.28,27.720000000000002
2013-08-07,80,28.0,,0.28,22.400000000000002
2013-08-08,87,28.0,,0.28,24.360000000000003
2013-08-09,97,28.0,,0.28,27.160000000000004
2013-08-10,77,28.0,,0.28,21.560000000000002
2013-08-11,65,28.0,,0.28,18.200000000000003
2013-08-12,82,28.0,,0.28,22.96
2013-08-13,89,28.0,,0.28,24.92
2013-08-14,95,28.0,,0.28,26.6
2013-08-15,92,28.0,,0.28,25.76
2013-08-16,100,28.0,,0.28,28.000000000000004
2013-08-17,76,28.0,,0.28,21.28
2013-08-18,71,28.0,,0.28,19.880000000000003
2013-08-19,95,28.0,,0.28,26.6
2013-08-20,95,28.0,,0.28,26.6
2013-08-21,96,28.0,,0.28,26.880000000000003
2013-08-22,92,28.0,,0.28,25.76
2013-08-23,88,28.0,,0.28,24.64
2013-08-24,70,28.0,,0.28,19.6
2013-08-25,55,28.0,,0.28,15.400000000000002
2013-08-26,99,28.0,,0.28,27.720000000000002
2013-08-27,95,28.0,,0.28,26.6
2013-08-28,99,28.0,,0.28,27.720000000000002
2013-08-29,99,28.0,,0.28,27.720000000000002
2013-08-30,97,28.0,,0.28,27.160000000000004
2013-08-31,70,28.0,,0.28,19.6
2013-09-01,36,38.0,False,0.38,13.68
2013-09-02,41,38.0,,0.38,15.58
2013-09-03,60,38.0,,0.38,22.8
2013-09-04,57,38.0,,0.38,21.66
2013-09-05,61,38.0,,0.38,23.18
2013-09-06,58,38.0,,0.38,22.04
2013-09-07,47,38.0,,0.38,17.86
2013-09-08,45,38.0,,0.38,17.1
2013-09-09,64,38.0,,0.38,24.32
2013-09-10,63,38.0,,0.38,23.94
2013-09-11,54,38.0,,0.38,20.52
2013-09-12,58,38.0,,0.38,22.04
2013-09-13,62,38.0,,0.38,23.56
2013-09-14,50,38.0,,0.38,19.0
2013-09-15,51,38.0,,0.38,19.38
2013-09-16,69,38.0,,0.38,26.22
2013-09-17,68,38.0,,0.38,25.84
2013-09-18,71,38.0,,0.38,26.98
2013-09-19,64,38.0,,0.38,24.32
2013-09-20,64,38.0,,0.38,24.32
2013-09-21,66,38.0,,0.38,25.080000000000002
2013-09-22,81,38.0,,0.38,30.78
2013-09-23,91,38.0,,0.38,34.58
2013-09-24,75,38.0,,0.38,28.5
2013-09-25,67,38.0,,0.38,25.46
2013-09-26,73,38.0,,0.38,27.740000000000002
2013-09-27,72,38.0,,0.38,27.36
2013-09-28,64,38.0,,0.38,24.32
2013-09-29,73,38.0,,0.38,27.740000000000002
2013-09-30,100,38.0,,0.38,38.0
2013-10-01,20,71.0,False,0.71,14.2
2013-10-02,21,71.0,,0.71,14.91
2013-10-03,19,71.0,,0.71,13.489999999999998
2013-10-04,17,71.0,,0.71,12.07
2013-10-05,18,71.0,,0.71,12.78
2013-10-06,21,71.0,,0.71,14.91
2013-10-07,27,71.0,,0.71,19.169999999999998
2013-10-08,21,71.0,,0.71,14.91
2013-10-09,19,71.0,,0.71,13.489999999999998
2013-10-10,18,71.0,,0.71,12.78
2013-10-11,19,71.0,,0.71,13.489999999999998
2013-10-12,15,71.0,,0.71,10.649999999999999
2013-10-13,21,71.0,,0.71,14.91
2013-10-14,24,71.0,,0.71,17.04
2013-10-15,23,71.0,,0.71,16.33
2013-10-16,22,71.0,,0.71,15.62
2013-10-17,23,71.0,,0.71,16.33
2013-10-18,23,71.0,,0.71,16.33
2013-10-19,22,71.0,,0.71,15.62
2013-10-20,29,71.0,,0.71,20.59
2013-10-21,31,71.0,,0.71,22.009999999999998
2013-10-22,25,71.0,,0.71,17.75
2013-10-23,25,71.0,,0.71,17.75
2013-10-24,27,71.0,,0.71,19.169999999999998
2013-10-25,28,71.0,,0.71,19.88
2013-10-26,52,71.0,,0.71,36.92
2013-10-27,100,71.0,,0.71,71.0
2013-10-28,56,71.0,,0.71,39.76
2013-10-29,37,71.0,,0.71,26.27
2013-10-30,31,71.0,,0.71,22.009999999999998
2013-10-31,30,71.0,,0.71,21.299999999999997
2013-11-01,27,48.0,False,0.48,12.959999999999999
2013-11-02,42,48.0,,0.48,20.16
2013-11-03,100,48.0,,0.48,48.0
2013-11-04,20,48.0,,0.48,9.6
2013-11-05,12,48.0,,0.48,5.76
2013-11-06,9,48.0,,0.48,4.32
2013-11-07,8,48.0,,0.48,3.84
2013-11-08,8,48.0,,0.48,3.84
2013-11-09,7,48.0,,0.48,3.36
2013-11-10,5,48.0,,0.48,2.4
2013-11-11,7,48.0,,0.48,3.36
2013-11-12,8,48.0,,0.48,3.84
2013-11-13,8,48.0,,0.48,3.84
2013-11-14,8,48.0,,0.48,3.84
2013-11-15,7,48.0,,0.48,3.36
2013-11-16,6,48.0,,0.48,2.88
2013-11-17,5,48.0,,0.48,2.4
2013-11-18,7,48.0,,0.48,3.36
2013-11-19,7,48.0,,0.48,3.36
2013-11-20,7,48.0,,0.48,3.36
2013-11-21,7,48.0,,0.48,3.36
2013-11-22,7,48.0,,0.48,3.36
2013-11-23,6,48.0,,0.48,2.88
2013-11-24,5,48.0,,0.48,2.4
2013-11-25,7,48.0,,0.48,3.36
2013-11-26,7,48.0,,0.48,3.36
2013-11-27,7,48.0,,0.48,3.36
2013-11-28,5,48.0,,0.48,2.4
2013-11-29,7,48.0,,0.48,3.36
2013-11-30,7,48.0,,0.48,3.36
2013-12-01,55,29.0,False,0.29,15.95
2013-12-02,83,29.0,,0.29,24.069999999999997
2013-12-03,76,29.0,,0.29,22.04
2013-12-04,82,29.0,,0.29,23.779999999999998
2013-12-05,75,29.0,,0.29,21.75
2013-12-06,71,29.0,,0.29,20.59
2013-12-07,67,29.0,,0.29,19.43
2013-12-08,51,29.0,,0.29,14.79
2013-12-09,75,29.0,,0.29,21.75
2013-12-10,76,29.0,,0.29,22.04
2013-12-11,68,29.0,,0.29,19.72
2013-12-12,78,29.0,,0.29,22.619999999999997
2013-12-13,79,29.0,,0.29,22.91
2013-12-14,60,29.0,,0.29,17.4
2013-12-15,54,29.0,,0.29,15.659999999999998
2013-12-16,91,29.0,,0.29,26.389999999999997
2013-12-17,82,29.0,,0.29,23.779999999999998
2013-12-18,76,29.0,,0.29,22.04
2013-12-19,88,29.0,,0.29,25.52
2013-12-20,88,29.0,,0.29,25.52
2013-12-21,77,29.0,,0.29,22.33
2013-12-22,55,29.0,,0.29,15.95
2013-12-23,81,29.0,,0.29,23.49
2013-12-24,70,29.0,,0.29,20.299999999999997
2013-12-25,50,29.0,,0.29,14.499999999999998
2013-12-26,93,29.0,,0.29,26.97
2013-12-27,97,29.0,,0.29,28.13
2013-12-28,68,29.0,,0.29,19.72
2013-12-29,65,29.0,,0.29,18.849999999999998
2013-12-30,100,29.0,,0.29,28.999999999999996
2013-12-31,88,29.0,,0.29,25.52
2014-01-01,72,32.0,False,0.32,23.04
2014-01-02,93,32.0,,0.32,29.76
2014-01-03,100,32.0,,0.32,32.0
2014-01-04,72,32.0,,0.32,23.04
2014-01-05,65,32.0,,0.32,20.8
2014-01-06,94,32.0,,0.32,30.080000000000002
2014-01-07,85,32.0,,0.32,27.2
2014-01-08,90,32.0,,0.32,28.8
2014-01-09,99,32.0,,0.32,31.68
2014-01-10,89,32.0,,0.32,28.48
2014-01-11,77,32.0,,0.32,24.64
2014-01-12,58,32.0,,0.32,18.56
2014-01-13,86,32.0,,0.32,27.52
2014-01-14,84,32.0,,0.32,26.88
2014-01-15,85,32.0,,0.32,27.2
2014-01-16,83,32.0,,0.32,26.560000000000002
2014-01-17,87,32.0,,0.32,27.84
2014-01-18,79,32.0,,0.32,25.28
2014-01-19,60,32.0,,0.32,19.2
2014-01-20,72,32.0,,0.32,23.04
2014-01-21,80,32.0,,0.32,25.6
2014-01-22,78,32.0,,0.32,24.96
2014-01-23,80,32.0,,0.32,25.6
2014-01-24,82,32.0,,0.32,26.240000000000002
2014-01-25,65,32.0,,0.32,20.8
2014-01-26,71,32.0,,0.32,22.72
2014-01-27,78,32.0,,0.32,24.96
2014-01-28,76,32.0,,0.32,24.32
2014-01-29,89,32.0,,0.32,28.48
2014-01-30,79,32.0,,0.32,25.28
2014-01-31,89,32.0,,0.32,28.48
2014-02-01,48,41.0,False,0.41,19.68
2014-02-02,41,41.0,,0.41,16.81
2014-02-03,56,41.0,,0.41,22.959999999999997
2014-02-04,55,41.0,,0.41,22.549999999999997
2014-02-05,52,41.0,,0.41,21.32
2014-02-06,54,41.0,,0.41,22.139999999999997
2014-02-07,52,41.0,,0.41,21.32
2014-02-08,48,41.0,,0.41,19.68
2014-02-09,53,41.0,,0.41,21.73
2014-02-10,62,41.0,,0.41,25.419999999999998
2014-02-11,61,41.0,,0.41,25.009999999999998
2014-02-12,56,41.0,,0.41,22.959999999999997
2014-02-13,54,41.0,,0.41,22.139999999999997
2014-02-14,58,41.0,,0.41,23.779999999999998
2014-02-15,51,41.0,,0.41,20.91
2014-02-16,57,41.0,,0.41,23.369999999999997
2014-02-17,64,41.0,,0.41,26.24
2014-02-18,73,41.0,,0.41,29.93
2014-02-19,68,41.0,,0.41,27.88
2014-02-20,66,41.0,,0.41,27.06
2014-02-21,67,41.0,,0.41,27.47
2014-02-22,64,41.0,,0.41,26.24
2014-02-23,74,41.0,,0.41,30.34
2014-02-24,90,41.0,,0.41,36.9
2014-02-25,84,41.0,,0.41,34.44
2014-02-26,89,41.0,,0.41,36.489999999999995
