date,PRICE OF GOLD_unscaled,PRICE OF GOLD_monthly,isPartial,scale,PRICE OF GOLD
2006-09-01,100,15.0,False,0.15,15.0
2006-09-02,72,15.0,,0.15,10.799999999999999
2006-09-03,38,15.0,,0.15,5.7
2006-09-04,32,15.0,,0.15,4.8
2006-09-05,55,15.0,,0.15,8.25
2006-09-06,55,15.0,,0.15,8.25
2006-09-07,45,15.0,,0.15,6.75
2006-09-08,24,15.0,,0.15,3.5999999999999996
2006-09-09,68,15.0,,0.15,10.2
2006-09-10,33,15.0,,0.15,4.95
2006-09-11,33,15.0,,0.15,4.95
2006-09-12,43,15.0,,0.15,6.45
2006-09-13,76,15.0,,0.15,11.4
2006-09-14,88,15.0,,0.15,13.2
2006-09-15,58,15.0,,0.15,8.7
2006-09-16,68,15.0,,0.15,10.2
2006-09-17,51,15.0,,0.15,7.6499999999999995
2006-09-18,88,15.0,,0.15,13.2
2006-09-19,32,15.0,,0.15,4.8
2006-09-20,32,15.0,,0.15,4.8
2006-09-21,66,15.0,,0.15,9.9
2006-09-22,23,15.0,,0.15,3.4499999999999997
2006-09-23,33,15.0,,0.15,4.95
2006-09-24,33,15.0,,0.15,4.95
2006-09-25,43,15.0,,0.15,6.45
2006-09-26,64,15.0,,0.15,9.6
2006-09-27,43,15.0,,0.15,6.45
2006-09-28,77,15.0,,0.15,11.549999999999999
2006-09-29,81,15.0,,0.15,12.15
2006-09-30,69,15.0,,0.15,10.35
2006-10-01,0,14.0,False,0.14,0.0
2006-10-02,17,14.0,,0.14,2.3800000000000003
2006-10-03,76,14.0,,0.14,10.64
2006-10-04,26,14.0,,0.14,3.6400000000000006
2006-10-05,35,14.0,,0.14,4.9
2006-10-06,46,14.0,,0.14,6.44
2006-10-07,84,14.0,,0.14,11.760000000000002
2006-10-08,0,14.0,,0.14,0.0
2006-10-09,36,14.0,,0.14,5.040000000000001
2006-10-10,42,14.0,,0.14,5.880000000000001
2006-10-11,16,14.0,,0.14,2.24
2006-10-12,26,14.0,,0.14,3.6400000000000006
2006-10-13,28,14.0,,0.14,3.9200000000000004
2006-10-14,28,14.0,,0.14,3.9200000000000004
2006-10-15,66,14.0,,0.14,9.24
2006-10-16,25,14.0,,0.14,3.5000000000000004
2006-10-17,33,14.0,,0.14,4.62
2006-10-18,42,14.0,,0.14,5.880000000000001
2006-10-19,26,14.0,,0.14,3.6400000000000006
2006-10-20,72,14.0,,0.14,10.080000000000002
2006-10-21,28,14.0,,0.14,3.9200000000000004
2006-10-22,39,14.0,,0.14,5.460000000000001
2006-10-23,33,14.0,,0.14,4.62
2006-10-24,49,14.0,,0.14,6.86
2006-10-25,42,14.0,,0.14,5.880000000000001
2006-10-26,33,14.0,,0.14,4.62
2006-10-27,36,14.0,,0.14,5.040000000000001
2006-10-28,26,14.0,,0.14,3.6400000000000006
2006-10-29,26,14.0,,0.14,3.6400000000000006
2006-10-30,100,14.0,,0.14,14.000000000000002
2006-10-31,17,14.0,,0.14,2.3800000000000003
2006-11-01,42,14.0,False,0.14,5.880000000000001
2006-11-02,0,14.0,,0.14,0.0
2006-11-03,21,14.0,,0.14,2.9400000000000004
2006-11-04,0,14.0,,0.14,0.0
2006-11-05,31,14.0,,0.14,4.340000000000001
2006-11-06,40,14.0,,0.14,5.6000000000000005
2006-11-07,19,14.0,,0.14,2.66
2006-11-08,19,14.0,,0.14,2.66
2006-11-09,100,14.0,,0.14,14.000000000000002
2006-11-10,65,14.0,,0.14,9.100000000000001
2006-11-11,0,14.0,,0.14,0.0
2006-11-12,30,14.0,,0.14,4.2
2006-11-13,39,14.0,,0.14,5.460000000000001
2006-11-14,76,14.0,,0.14,10.64
2006-11-15,57,14.0,,0.14,7.98
2006-11-16,58,14.0,,0.14,8.120000000000001
2006-11-17,21,14.0,,0.14,2.9400000000000004
2006-11-18,31,14.0,,0.14,4.340000000000001
2006-11-19,60,14.0,,0.14,8.4
2006-11-20,19,14.0,,0.14,2.66
2006-11-21,39,14.0,,0.14,5.460000000000001
2006-11-22,66,14.0,,0.14,9.24
2006-11-23,66,14.0,,0.14,9.24
2006-11-24,30,14.0,,0.14,4.2
2006-11-25,63,14.0,,0.14,8.82
2006-11-26,0,14.0,,0.14,0.0
2006-11-27,37,14.0,,0.14,5.180000000000001
2006-11-28,55,14.0,,0.14,7.700000000000001
2006-11-29,19,14.0,,0.14,2.66
2006-11-30,19,14.0,,0.14,2.66
2006-12-01,60,14.0,False,0.14,8.4
2006-12-02,86,14.0,,0.14,12.040000000000001
2006-12-03,37,14.0,,0.14,5.180000000000001
2006-12-04,41,14.0,,0.14,5.74
2006-12-05,24,14.0,,0.14,3.3600000000000003
2006-12-06,24,14.0,,0.14,3.3600000000000003
2006-12-07,33,14.0,,0.14,4.62
2006-12-08,26,14.0,,0.14,3.6400000000000006
2006-12-09,24,14.0,,0.14,3.3600000000000003
2006-12-10,51,14.0,,0.14,7.140000000000001
2006-12-11,40,14.0,,0.14,5.6000000000000005
2006-12-12,40,14.0,,0.14,5.6000000000000005
2006-12-13,0,14.0,,0.14,0.0
2006-12-14,17,14.0,,0.14,2.3800000000000003
2006-12-15,18,14.0,,0.14,2.5200000000000005
2006-12-16,66,14.0,,0.14,9.24
2006-12-17,40,14.0,,0.14,5.6000000000000005
2006-12-18,26,14.0,,0.14,3.6400000000000006
2006-12-19,78,14.0,,0.14,10.920000000000002
2006-12-20,53,14.0,,0.14,7.420000000000001
2006-12-21,47,14.0,,0.14,6.580000000000001
2006-12-22,52,14.0,,0.14,7.280000000000001
2006-12-23,43,14.0,,0.14,6.0200000000000005
2006-12-24,32,14.0,,0.14,4.48
2006-12-25,35,14.0,,0.14,4.9
2006-12-26,0,14.0,,0.14,0.0
2006-12-27,100,14.0,,0.14,14.000000000000002
2006-12-28,20,14.0,,0.14,2.8000000000000003
2006-12-29,52,14.0,,0.14,7.280000000000001
2006-12-30,52,14.0,,0.14,7.280000000000001
2006-12-31,53,14.0,,0.14,7.420000000000001
2007-01-01,36,13.0,False,0.13,4.68
2007-01-02,43,13.0,,0.13,5.59
2007-01-03,62,13.0,,0.13,8.06
2007-01-04,20,13.0,,0.13,2.6
2007-01-05,21,13.0,,0.13,2.73
2007-01-06,0,13.0,,0.13,0.0
2007-01-07,60,13.0,,0.13,7.800000000000001
2007-01-08,100,13.0,,0.13,13.0
2007-01-09,59,13.0,,0.13,7.67
2007-01-10,39,13.0,,0.13,5.07
2007-01-11,100,13.0,,0.13,13.0
2007-01-12,0,13.0,,0.13,0.0
2007-01-13,59,13.0,,0.13,7.67
2007-01-14,30,13.0,,0.13,3.9000000000000004
2007-01-15,65,13.0,,0.13,8.450000000000001
2007-01-16,39,13.0,,0.13,5.07
2007-01-17,39,13.0,,0.13,5.07
2007-01-18,39,13.0,,0.13,5.07
2007-01-19,41,13.0,,0.13,5.33
2007-01-20,57,13.0,,0.13,7.41
2007-01-21,86,13.0,,0.13,11.18
2007-01-22,39,13.0,,0.13,5.07
2007-01-23,94,13.0,,0.13,12.22
2007-01-24,38,13.0,,0.13,4.94
2007-01-25,38,13.0,,0.13,4.94
2007-01-26,0,13.0,,0.13,0.0
2007-01-27,28,13.0,,0.13,3.64
2007-01-28,29,13.0,,0.13,3.77
2007-01-29,76,13.0,,0.13,9.88
2007-01-30,18,13.0,,0.13,2.34
2007-01-31,19,13.0,,0.13,2.47
2007-02-01,23,14.0,False,0.14,3.22
2007-02-02,48,14.0,,0.14,6.720000000000001
2007-02-03,45,14.0,,0.14,6.300000000000001
2007-02-04,34,14.0,,0.14,4.760000000000001
2007-02-05,32,14.0,,0.14,4.48
2007-02-06,90,14.0,,0.14,12.600000000000001
2007-02-07,15,14.0,,0.14,2.1
2007-02-08,15,14.0,,0.14,2.1
2007-02-09,32,14.0,,0.14,4.48
2007-02-10,23,14.0,,0.14,3.22
2007-02-11,90,14.0,,0.14,12.600000000000001
2007-02-12,60,14.0,,0.14,8.4
2007-02-13,37,14.0,,0.14,5.180000000000001
2007-02-14,30,14.0,,0.14,4.2
2007-02-15,47,14.0,,0.14,6.580000000000001
2007-02-16,32,14.0,,0.14,4.48
2007-02-17,0,14.0,,0.14,0.0
2007-02-18,24,14.0,,0.14,3.3600000000000003
2007-02-19,42,14.0,,0.14,5.880000000000001
2007-02-20,100,14.0,,0.14,14.000000000000002
2007-02-21,23,14.0,,0.14,3.22
2007-02-22,47,14.0,,0.14,6.580000000000001
2007-02-23,40,14.0,,0.14,5.6000000000000005
2007-02-24,0,14.0,,0.14,0.0
2007-02-25,45,14.0,,0.14,6.300000000000001
2007-02-26,15,14.0,,0.14,2.1
2007-02-27,59,14.0,,0.14,8.260000000000002
2007-02-28,52,14.0,,0.14,7.280000000000001
2007-03-01,63,12.0,False,0.12,7.56
2007-03-02,28,12.0,,0.12,3.36
2007-03-03,40,12.0,,0.12,4.8
2007-03-04,41,12.0,,0.12,4.92
2007-03-05,55,12.0,,0.12,6.6
2007-03-06,97,12.0,,0.12,11.639999999999999
2007-03-07,53,12.0,,0.12,6.359999999999999
2007-03-08,100,12.0,,0.12,12.0
2007-03-09,48,12.0,,0.12,5.76
2007-03-10,83,12.0,,0.12,9.959999999999999
2007-03-11,55,12.0,,0.12,6.6
2007-03-12,27,12.0,,0.12,3.2399999999999998
2007-03-13,46,12.0,,0.12,5.52
2007-03-14,46,12.0,,0.12,5.52
2007-03-15,74,12.0,,0.12,8.879999999999999
2007-03-16,77,12.0,,0.12,9.24
2007-03-17,0,12.0,,0.12,0.0
2007-03-18,56,12.0,,0.12,6.72
2007-03-19,28,12.0,,0.12,3.36
2007-03-20,38,12.0,,0.12,4.56
2007-03-21,36,12.0,,0.12,4.32
2007-03-22,46,12.0,,0.12,5.52
2007-03-23,19,12.0,,0.12,2.28
2007-03-24,55,12.0,,0.12,6.6
2007-03-25,28,12.0,,0.12,3.36
2007-03-26,36,12.0,,0.12,4.32
2007-03-27,71,12.0,,0.12,8.52
2007-03-28,54,12.0,,0.12,6.4799999999999995
2007-03-29,91,12.0,,0.12,10.92
2007-03-30,20,12.0,,0.12,2.4
2007-03-31,56,12.0,,0.12,6.72
2007-04-01,31,14.0,False,0.14,4.340000000000001
2007-04-02,40,14.0,,0.14,5.6000000000000005
2007-04-03,40,14.0,,0.14,5.6000000000000005
2007-04-04,41,14.0,,0.14,5.74
2007-04-05,21,14.0,,0.14,2.9400000000000004
2007-04-06,59,14.0,,0.14,8.260000000000002
2007-04-07,62,14.0,,0.14,8.680000000000001
2007-04-08,100,14.0,,0.14,14.000000000000002
2007-04-09,50,14.0,,0.14,7.000000000000001
2007-04-10,49,14.0,,0.14,6.86
2007-04-11,39,14.0,,0.14,5.460000000000001
2007-04-12,38,14.0,,0.14,5.32
2007-04-13,31,14.0,,0.14,4.340000000000001
2007-04-14,30,14.0,,0.14,4.2
2007-04-15,85,14.0,,0.14,11.9
2007-04-16,29,14.0,,0.14,4.0600000000000005
2007-04-17,67,14.0,,0.14,9.38
2007-04-18,48,14.0,,0.14,6.720000000000001
2007-04-19,60,14.0,,0.14,8.4
2007-04-20,64,14.0,,0.14,8.96
2007-04-21,64,14.0,,0.14,8.96
2007-04-22,47,14.0,,0.14,6.580000000000001
2007-04-23,58,14.0,,0.14,8.120000000000001
2007-04-24,38,14.0,,0.14,5.32
2007-04-25,57,14.0,,0.14,7.98
2007-04-26,88,14.0,,0.14,12.32
2007-04-27,52,14.0,,0.14,7.280000000000001
2007-04-28,62,14.0,,0.14,8.680000000000001
2007-04-29,0,14.0,,0.14,0.0
2007-04-30,49,14.0,,0.14,6.86
2007-05-01,40,16.0,False,0.16,6.4
2007-05-02,61,16.0,,0.16,9.76
2007-05-03,21,16.0,,0.16,3.36
2007-05-04,42,16.0,,0.16,6.72
2007-05-05,62,16.0,,0.16,9.92
2007-05-06,31,16.0,,0.16,4.96
2007-05-07,49,16.0,,0.16,7.84
2007-05-08,76,16.0,,0.16,12.16
2007-05-09,20,16.0,,0.16,3.2
2007-05-10,50,16.0,,0.16,8.0
2007-05-11,32,16.0,,0.16,5.12
2007-05-12,32,16.0,,0.16,5.12
2007-05-13,50,16.0,,0.16,8.0
2007-05-14,20,16.0,,0.16,3.2
2007-05-15,0,16.0,,0.16,0.0
2007-05-16,38,16.0,,0.16,6.08
2007-05-17,88,16.0,,0.16,14.08
2007-05-18,64,16.0,,0.16,10.24
2007-05-19,47,16.0,,0.16,7.5200000000000005
2007-05-20,47,16.0,,0.16,7.5200000000000005
2007-05-21,39,16.0,,0.16,6.24
2007-05-22,19,16.0,,0.16,3.04
2007-05-23,58,16.0,,0.16,9.28
2007-05-24,69,16.0,,0.16,11.040000000000001
2007-05-25,33,16.0,,0.16,5.28
2007-05-26,100,16.0,,0.16,16.0
2007-05-27,70,16.0,,0.16,11.200000000000001
2007-05-28,59,16.0,,0.16,9.44
2007-05-29,29,16.0,,0.16,4.64
2007-05-30,48,16.0,,0.16,7.68
2007-05-31,49,16.0,,0.16,7.84
2007-06-01,58,12.0,False,0.12,6.96
2007-06-02,42,12.0,,0.12,5.04
2007-06-03,83,12.0,,0.12,9.959999999999999
2007-06-04,39,12.0,,0.12,4.68
2007-06-05,39,12.0,,0.12,4.68
2007-06-06,54,12.0,,0.12,6.4799999999999995
2007-06-07,97,12.0,,0.12,11.639999999999999
2007-06-08,59,12.0,,0.12,7.08
2007-06-09,86,12.0,,0.12,10.32
2007-06-10,66,12.0,,0.12,7.92
2007-06-11,41,12.0,,0.12,4.92
2007-06-12,66,12.0,,0.12,7.92
2007-06-13,54,12.0,,0.12,6.4799999999999995
2007-06-14,28,12.0,,0.12,3.36
2007-06-15,46,12.0,,0.12,5.52
2007-06-16,96,12.0,,0.12,11.52
2007-06-17,100,12.0,,0.12,12.0
2007-06-18,58,12.0,,0.12,6.96
2007-06-19,73,12.0,,0.12,8.76
2007-06-20,89,12.0,,0.12,10.68
2007-06-21,30,12.0,,0.12,3.5999999999999996
2007-06-22,44,12.0,,0.12,5.279999999999999
2007-06-23,86,12.0,,0.12,10.32
2007-06-24,87,12.0,,0.12,10.44
2007-06-25,40,12.0,,0.12,4.8
2007-06-26,93,12.0,,0.12,11.16
2007-06-27,54,12.0,,0.12,6.4799999999999995
2007-06-28,55,12.0,,0.12,6.6
2007-06-29,74,12.0,,0.12,8.879999999999999
2007-06-30,85,12.0,,0.12,10.2
2007-07-01,34,11.0,False,0.11,3.74
2007-07-02,43,11.0,,0.11,4.73
2007-07-03,0,11.0,,0.11,0.0
2007-07-04,0,11.0,,0.11,0.0
2007-07-05,23,11.0,,0.11,2.53
2007-07-06,0,11.0,,0.11,0.0
2007-07-07,0,11.0,,0.11,0.0
2007-07-08,64,11.0,,0.11,7.04
2007-07-09,61,11.0,,0.11,6.71
2007-07-10,81,11.0,,0.11,8.91
2007-07-11,20,11.0,,0.11,2.2
2007-07-12,42,11.0,,0.11,4.62
2007-07-13,67,11.0,,0.11,7.37
2007-07-14,96,11.0,,0.11,10.56
2007-07-15,32,11.0,,0.11,3.52
2007-07-16,20,11.0,,0.11,2.2
2007-07-17,40,11.0,,0.11,4.4
2007-07-18,80,11.0,,0.11,8.8
2007-07-19,41,11.0,,0.11,4.51
2007-07-20,44,11.0,,0.11,4.84
2007-07-21,0,11.0,,0.11,0.0
2007-07-22,67,11.0,,0.11,7.37
2007-07-23,20,11.0,,0.11,2.2
2007-07-24,100,11.0,,0.11,11.0
2007-07-25,61,11.0,,0.11,6.71
2007-07-26,63,11.0,,0.11,6.93
2007-07-27,0,11.0,,0.11,0.0
2007-07-28,0,11.0,,0.11,0.0
2007-07-29,32,11.0,,0.11,3.52
2007-07-30,20,11.0,,0.11,2.2
2007-07-31,40,11.0,,0.11,4.4
2007-08-01,40,11.0,False,0.11,4.4
2007-08-02,25,11.0,,0.11,2.75
2007-08-03,52,11.0,,0.11,5.72
2007-08-04,25,11.0,,0.11,2.75
2007-08-05,0,11.0,,0.11,0.0
2007-08-06,16,11.0,,0.11,1.76
2007-08-07,47,11.0,,0.11,5.17
2007-08-08,40,11.0,,0.11,4.4
2007-08-09,32,11.0,,0.11,3.52
2007-08-10,60,11.0,,0.11,6.6
2007-08-11,100,11.0,,0.11,11.0
2007-08-12,76,11.0,,0.11,8.36
2007-08-13,63,11.0,,0.11,6.93
2007-08-14,62,11.0,,0.11,6.82
2007-08-15,24,11.0,,0.11,2.64
2007-08-16,97,11.0,,0.11,10.67
2007-08-17,68,11.0,,0.11,7.48
2007-08-18,60,11.0,,0.11,6.6
2007-08-19,49,11.0,,0.11,5.39
2007-08-20,31,11.0,,0.11,3.41
2007-08-21,38,11.0,,0.11,4.18
2007-08-22,31,11.0,,0.11,3.41
2007-08-23,32,11.0,,0.11,3.52
2007-08-24,33,11.0,,0.11,3.63
2007-08-25,59,11.0,,0.11,6.49
2007-08-26,71,11.0,,0.11,7.81
2007-08-27,46,11.0,,0.11,5.06
2007-08-28,30,11.0,,0.11,3.3
2007-08-29,15,11.0,,0.11,1.65
2007-08-30,63,11.0,,0.11,6.93
2007-08-31,34,11.0,,0.11,3.74
2007-09-01,24,19.0,False,0.19,4.5600000000000005
2007-09-02,51,19.0,,0.19,9.69
2007-09-03,43,19.0,,0.19,8.17
2007-09-04,38,19.0,,0.19,7.22
2007-09-05,52,19.0,,0.19,9.88
2007-09-06,30,19.0,,0.19,5.7
2007-09-07,47,19.0,,0.19,8.93
2007-09-08,44,19.0,,0.19,8.36
2007-09-09,54,19.0,,0.19,10.26
2007-09-10,65,19.0,,0.19,12.35
2007-09-11,92,19.0,,0.19,17.48
2007-09-12,51,19.0,,0.19,9.69
2007-09-13,44,19.0,,0.19,8.36
2007-09-14,47,19.0,,0.19,8.93
2007-09-15,22,19.0,,0.19,4.18
2007-09-16,44,19.0,,0.19,8.36
2007-09-17,44,19.0,,0.19,8.36
2007-09-18,100,19.0,,0.19,19.0
2007-09-19,43,19.0,,0.19,8.17
2007-09-20,81,19.0,,0.19,15.39
2007-09-21,69,19.0,,0.19,13.11
2007-09-22,55,19.0,,0.19,10.45
2007-09-23,43,19.0,,0.19,8.17
2007-09-24,57,19.0,,0.19,10.83
2007-09-25,56,19.0,,0.19,10.64
2007-09-26,58,19.0,,0.19,11.02
2007-09-27,43,19.0,,0.19,8.17
2007-09-28,39,19.0,,0.19,7.41
2007-09-29,46,19.0,,0.19,8.74
2007-09-30,22,19.0,,0.19,4.18
2007-10-01,75,18.0,False,0.18,13.5
2007-10-02,41,18.0,,0.18,7.38
2007-10-03,42,18.0,,0.18,7.56
2007-10-04,68,18.0,,0.18,12.24
2007-10-05,72,18.0,,0.18,12.959999999999999
2007-10-06,52,18.0,,0.18,9.36
2007-10-07,52,18.0,,0.18,9.36
2007-10-08,25,18.0,,0.18,4.5
2007-10-09,49,18.0,,0.18,8.82
2007-10-10,83,18.0,,0.18,14.94
2007-10-11,59,18.0,,0.18,10.62
2007-10-12,54,18.0,,0.18,9.719999999999999
2007-10-13,79,18.0,,0.18,14.219999999999999
2007-10-14,51,18.0,,0.18,9.18
2007-10-15,90,18.0,,0.18,16.2
2007-10-16,57,18.0,,0.18,10.26
2007-10-17,49,18.0,,0.18,8.82
2007-10-18,33,18.0,,0.18,5.9399999999999995
2007-10-19,70,18.0,,0.18,12.6
2007-10-20,77,18.0,,0.18,13.86
2007-10-21,38,18.0,,0.18,6.84
2007-10-22,40,18.0,,0.18,7.199999999999999
2007-10-23,24,18.0,,0.18,4.32
2007-10-24,48,18.0,,0.18,8.64
2007-10-25,84,18.0,,0.18,15.12
2007-10-26,79,18.0,,0.18,14.219999999999999
2007-10-27,50,18.0,,0.18,9.0
2007-10-28,100,18.0,,0.18,18.0
2007-10-29,73,18.0,,0.18,13.139999999999999
2007-10-30,57,18.0,,0.18,10.26
2007-10-31,84,18.0,,0.18,15.12
2007-11-01,45,24.0,False,0.24,10.799999999999999
2007-11-02,91,24.0,,0.24,21.84
2007-11-03,81,24.0,,0.24,19.439999999999998
2007-11-04,81,24.0,,0.24,19.439999999999998
2007-11-05,62,24.0,,0.24,14.879999999999999
2007-11-06,72,24.0,,0.24,17.28
2007-11-07,82,24.0,,0.24,19.68
2007-11-08,53,24.0,,0.24,12.719999999999999
2007-11-09,67,24.0,,0.24,16.08
2007-11-10,32,24.0,,0.24,7.68
2007-11-11,48,24.0,,0.24,11.52
2007-11-12,43,24.0,,0.24,10.32
2007-11-13,72,24.0,,0.24,17.28
2007-11-14,46,24.0,,0.24,11.04
2007-11-15,94,24.0,,0.24,22.56
2007-11-16,67,24.0,,0.24,16.08
2007-11-17,16,24.0,,0.24,3.84
2007-11-18,93,24.0,,0.24,22.32
2007-11-19,10,24.0,,0.24,2.4
2007-11-20,42,24.0,,0.24,10.08
2007-11-21,35,24.0,,0.24,8.4
2007-11-22,100,24.0,,0.24,24.0
2007-11-23,46,24.0,,0.24,11.04
2007-11-24,64,24.0,,0.24,15.36
2007-11-25,15,24.0,,0.24,3.5999999999999996
2007-11-26,79,24.0,,0.24,18.96
2007-11-27,48,24.0,,0.24,11.52
2007-11-28,59,24.0,,0.24,14.16
2007-11-29,51,24.0,,0.24,12.24
2007-11-30,43,24.0,,0.24,10.32
2007-12-01,44,17.0,False,0.17,7.48
2007-12-02,53,17.0,,0.17,9.01
2007-12-03,42,17.0,,0.17,7.140000000000001
2007-12-04,64,17.0,,0.17,10.88
2007-12-05,77,17.0,,0.17,13.090000000000002
2007-12-06,24,17.0,,0.17,4.08
2007-12-07,76,17.0,,0.17,12.920000000000002
2007-12-08,44,17.0,,0.17,7.48
2007-12-09,62,17.0,,0.17,10.540000000000001
2007-12-10,42,17.0,,0.17,7.140000000000001
2007-12-11,47,17.0,,0.17,7.99
2007-12-12,54,17.0,,0.17,9.180000000000001
2007-12-13,61,17.0,,0.17,10.370000000000001
2007-12-14,58,17.0,,0.17,9.860000000000001
2007-12-15,100,17.0,,0.17,17.0
2007-12-16,45,17.0,,0.17,7.65
2007-12-17,50,17.0,,0.17,8.5
2007-12-18,37,17.0,,0.17,6.29
2007-12-19,13,17.0,,0.17,2.21
2007-12-20,53,17.0,,0.17,9.01
2007-12-21,22,17.0,,0.17,3.74
2007-12-22,61,17.0,,0.17,10.370000000000001
2007-12-23,22,17.0,,0.17,3.74
2007-12-24,20,17.0,,0.17,3.4000000000000004
2007-12-25,0,17.0,,0.17,0.0
2007-12-26,58,17.0,,0.17,9.860000000000001
2007-12-27,37,17.0,,0.17,6.29
2007-12-28,37,17.0,,0.17,6.29
2007-12-29,39,17.0,,0.17,6.630000000000001
2007-12-30,30,17.0,,0.17,5.1000000000000005
2007-12-31,31,17.0,,0.17,5.2700000000000005
2008-01-01,37,33.0,False,0.33,12.21
2008-01-02,64,33.0,,0.33,21.12
2008-01-03,63,33.0,,0.33,20.790000000000003
2008-01-04,32,33.0,,0.33,10.56
2008-01-05,50,33.0,,0.33,16.5
2008-01-06,84,33.0,,0.33,27.720000000000002
2008-01-07,57,33.0,,0.33,18.810000000000002
2008-01-08,69,33.0,,0.33,22.77
2008-01-09,47,33.0,,0.33,15.510000000000002
2008-01-10,100,33.0,,0.33,33.0
2008-01-11,72,33.0,,0.33,23.76
2008-01-12,76,33.0,,0.33,25.080000000000002
2008-01-13,57,33.0,,0.33,18.810000000000002
2008-01-14,64,33.0,,0.33,21.12
2008-01-15,70,33.0,,0.33,23.1
2008-01-16,42,33.0,,0.33,13.860000000000001
2008-01-17,72,33.0,,0.33,23.76
2008-01-18,93,33.0,,0.33,30.69
2008-01-19,73,33.0,,0.33,24.09
2008-01-20,38,33.0,,0.33,12.540000000000001
2008-01-21,60,33.0,,0.33,19.8
2008-01-22,85,33.0,,0.33,28.05
2008-01-23,41,33.0,,0.33,13.530000000000001
2008-01-24,63,33.0,,0.33,20.790000000000003
2008-01-25,82,33.0,,0.33,27.060000000000002
2008-01-26,42,33.0,,0.33,13.860000000000001
2008-01-27,48,33.0,,0.33,15.84
2008-01-28,70,33.0,,0.33,23.1
2008-01-29,56,33.0,,0.33,18.48
2008-01-30,33,33.0,,0.33,10.89
2008-01-31,67,33.0,,0.33,22.11
2008-02-01,67,30.0,False,0.3,20.099999999999998
2008-02-02,67,30.0,,0.3,20.099999999999998
2008-02-03,27,30.0,,0.3,8.1
2008-02-04,57,30.0,,0.3,17.099999999999998
2008-02-05,45,30.0,,0.3,13.5
2008-02-06,77,30.0,,0.3,23.099999999999998
2008-02-07,78,30.0,,0.3,23.4
2008-02-08,77,30.0,,0.3,23.099999999999998
2008-02-09,47,30.0,,0.3,14.1
2008-02-10,53,30.0,,0.3,15.899999999999999
2008-02-11,68,30.0,,0.3,20.4
2008-02-12,44,30.0,,0.3,13.2
2008-02-13,49,30.0,,0.3,14.7
2008-02-14,56,30.0,,0.3,16.8
2008-02-15,30,30.0,,0.3,9.0
2008-02-16,41,30.0,,0.3,12.299999999999999
2008-02-17,34,30.0,,0.3,10.2
2008-02-18,49,30.0,,0.3,14.7
2008-02-19,72,30.0,,0.3,21.599999999999998
2008-02-20,98,30.0,,0.3,29.4
2008-02-21,85,30.0,,0.3,25.5
2008-02-22,47,30.0,,0.3,14.1
2008-02-23,51,30.0,,0.3,15.299999999999999
2008-02-24,46,30.0,,0.3,13.799999999999999
2008-02-25,49,30.0,,0.3,14.7
2008-02-26,100,30.0,,0.3,30.0
2008-02-27,71,30.0,,0.3,21.3
2008-02-28,63,30.0,,0.3,18.9
2008-02-29,81,30.0,,0.3,24.3
2008-03-01,25,50.0,False,0.5,12.5
2008-03-02,53,50.0,,0.5,26.5
2008-03-03,38,50.0,,0.5,19.0
2008-03-04,47,50.0,,0.5,23.5
2008-03-05,45,50.0,,0.5,22.5
2008-03-06,31,50.0,,0.5,15.5
2008-03-07,40,50.0,,0.5,20.0
2008-03-08,13,50.0,,0.5,6.5
2008-03-09,28,50.0,,0.5,14.0
2008-03-10,38,50.0,,0.5,19.0
2008-03-11,47,50.0,,0.5,23.5
2008-03-12,48,50.0,,0.5,24.0
2008-03-13,80,50.0,,0.5,40.0
2008-03-14,100,50.0,,0.5,50.0
2008-03-15,50,50.0,,0.5,25.0
2008-03-16,58,50.0,,0.5,29.0
2008-03-17,92,50.0,,0.5,46.0
2008-03-18,80,50.0,,0.5,40.0
2008-03-19,86,50.0,,0.5,43.0
2008-03-20,66,50.0,,0.5,33.0
2008-03-21,58,50.0,,0.5,29.0
2008-03-22,41,50.0,,0.5,20.5
2008-03-23,78,50.0,,0.5,39.0
2008-03-24,52,50.0,,0.5,26.0
2008-03-25,71,50.0,,0.5,35.5
2008-03-26,40,50.0,,0.5,20.0
2008-03-27,60,50.0,,0.5,30.0
2008-03-28,38,50.0,,0.5,19.0
2008-03-29,59,50.0,,0.5,29.5
2008-03-30,28,50.0,,0.5,14.0
2008-03-31,53,50.0,,0.5,26.5
2008-04-01,79,38.0,False,0.38,30.02
2008-04-02,86,38.0,,0.38,32.68
2008-04-03,80,38.0,,0.38,30.4
2008-04-04,57,38.0,,0.38,21.66
2008-04-05,41,38.0,,0.38,15.58
2008-04-06,18,38.0,,0.38,6.84
2008-04-07,47,38.0,,0.38,17.86
2008-04-08,59,38.0,,0.38,22.42
2008-04-09,44,38.0,,0.38,16.72
2008-04-10,54,38.0,,0.38,20.52
2008-04-11,50,38.0,,0.38,19.0
2008-04-12,27,38.0,,0.38,10.26
2008-04-13,31,38.0,,0.38,11.78
2008-04-14,35,38.0,,0.38,13.3
2008-04-15,55,38.0,,0.38,20.9
2008-04-16,51,38.0,,0.38,19.38
2008-04-17,52,38.0,,0.38,19.76
2008-04-18,46,38.0,,0.38,17.48
2008-04-19,67,38.0,,0.38,25.46
2008-04-20,14,38.0,,0.38,5.32
2008-04-21,39,38.0,,0.38,14.82
2008-04-22,50,38.0,,0.38,19.0
2008-04-23,39,38.0,,0.38,14.82
