date,PRICE OF GOLD_unscaled,PRICE OF GOLD_monthly,isPartial,scale,PRICE OF GOLD
2008-11-06,54,35.0,,0.35,18.9
2008-11-07,66,35.0,,0.35,23.099999999999998
2008-11-08,44,35.0,,0.35,15.399999999999999
2008-11-09,63,35.0,,0.35,22.049999999999997
2008-11-10,74,35.0,,0.35,25.9
2008-11-11,45,35.0,,0.35,15.749999999999998
2008-11-12,76,35.0,,0.35,26.599999999999998
2008-11-13,71,35.0,,0.35,24.849999999999998
2008-11-14,69,35.0,,0.35,24.15
2008-11-15,53,35.0,,0.35,18.549999999999997
2008-11-16,40,35.0,,0.35,14.0
2008-11-17,59,35.0,,0.35,20.65
2008-11-18,45,35.0,,0.35,15.749999999999998
2008-11-19,58,35.0,,0.35,20.299999999999997
2008-11-20,62,35.0,,0.35,21.7
2008-11-21,100,35.0,,0.35,35.0
2008-11-22,57,35.0,,0.35,19.95
2008-11-23,58,35.0,,0.35,20.299999999999997
2008-11-24,53,35.0,,0.35,18.549999999999997
2008-11-25,65,35.0,,0.35,22.75
2008-11-26,20,35.0,,0.35,7.0
2008-11-27,66,35.0,,0.35,23.099999999999998
2008-11-28,56,35.0,,0.35,19.599999999999998
2008-11-29,55,35.0,,0.35,19.25
2008-11-30,52,35.0,,0.35,18.2
2008-12-01,36,33.0,False,0.33,11.88
2008-12-02,93,33.0,,0.33,30.69
2008-12-03,83,33.0,,0.33,27.39
2008-12-04,36,33.0,,0.33,11.88
2008-12-05,77,33.0,,0.33,25.41
2008-12-06,45,33.0,,0.33,14.850000000000001
2008-12-07,54,33.0,,0.33,17.82
2008-12-08,59,33.0,,0.33,19.470000000000002
2008-12-09,81,33.0,,0.33,26.73
2008-12-10,63,33.0,,0.33,20.790000000000003
2008-12-11,100,33.0,,0.33,33.0
2008-12-12,75,33.0,,0.33,24.75
2008-12-13,35,33.0,,0.33,11.55
2008-12-14,50,33.0,,0.33,16.5
2008-12-15,64,33.0,,0.33,21.12
2008-12-16,43,33.0,,0.33,14.190000000000001
2008-12-17,48,33.0,,0.33,15.84
2008-12-18,50,33.0,,0.33,16.5
2008-12-19,69,33.0,,0.33,22.77
2008-12-20,38,33.0,,0.33,12.540000000000001
2008-12-21,44,33.0,,0.33,14.520000000000001
2008-12-22,67,33.0,,0.33,22.11
2008-12-23,57,33.0,,0.33,18.810000000000002
2008-12-24,65,33.0,,0.33,21.45
2008-12-25,71,33.0,,0.33,23.43
2008-12-26,48,33.0,,0.33,15.84
2008-12-27,34,33.0,,0.33,11.22
2008-12-28,18,33.0,,0.33,5.94
2008-12-29,65,33.0,,0.33,21.45
2008-12-30,44,33.0,,0.33,14.520000000000001
2008-12-31,56,33.0,,0.33,18.48
2009-01-01,12,28.0,False,0.28,3.3600000000000003
2009-01-02,35,28.0,,0.28,9.8
2009-01-03,30,28.0,,0.28,8.4
2009-01-04,21,28.0,,0.28,5.880000000000001
2009-01-05,49,28.0,,0.28,13.72
2009-01-06,47,28.0,,0.28,13.160000000000002
2009-01-07,27,28.0,,0.28,7.5600000000000005
2009-01-08,62,28.0,,0.28,17.360000000000003
2009-01-09,29,28.0,,0.28,8.120000000000001
2009-01-10,29,28.0,,0.28,8.120000000000001
2009-01-11,30,28.0,,0.28,8.4
2009-01-12,40,28.0,,0.28,11.200000000000001
2009-01-13,33,28.0,,0.28,9.24
2009-01-14,60,28.0,,0.28,16.8
2009-01-15,40,28.0,,0.28,11.200000000000001
2009-01-16,56,28.0,,0.28,15.680000000000001
2009-01-17,100,28.0,,0.28,28.000000000000004
2009-01-18,52,28.0,,0.28,14.560000000000002
2009-01-19,22,28.0,,0.28,6.16
2009-01-20,33,28.0,,0.28,9.24
2009-01-21,73,28.0,,0.28,20.44
2009-01-22,46,28.0,,0.28,12.88
2009-01-23,76,28.0,,0.28,21.28
2009-01-24,57,28.0,,0.28,15.96
2009-01-25,86,28.0,,0.28,24.080000000000002
2009-01-26,66,28.0,,0.28,18.48
2009-01-27,64,28.0,,0.28,17.92
2009-01-28,77,28.0,,0.28,21.560000000000002
2009-01-29,73,28.0,,0.28,20.44
2009-01-30,96,28.0,,0.28,26.880000000000003
2009-01-31,0,28.0,,0.28,0.0
2009-02-01,30,42.0,False,0.42,12.6
2009-02-02,47,42.0,,0.42,19.74
2009-02-03,79,42.0,,0.42,33.18
2009-02-04,24,42.0,,0.42,10.08
2009-02-05,50,42.0,,0.42,21.0
2009-02-06,36,42.0,,0.42,15.12
2009-02-07,59,42.0,,0.42,24.779999999999998
2009-02-08,30,42.0,,0.42,12.6
2009-02-09,49,42.0,,0.42,20.58
2009-02-10,44,42.0,,0.42,18.48
2009-02-11,54,42.0,,0.42,22.68
2009-02-12,75,42.0,,0.42,31.5
2009-02-13,37,42.0,,0.42,15.54
2009-02-14,37,42.0,,0.42,15.54
2009-02-15,31,42.0,,0.42,13.02
2009-02-16,38,42.0,,0.42,15.959999999999999
2009-02-17,40,42.0,,0.42,16.8
2009-02-18,43,42.0,,0.42,18.06
2009-02-19,69,42.0,,0.42,28.98
2009-02-20,58,42.0,,0.42,24.36
2009-02-21,66,42.0,,0.42,27.72
2009-02-22,60,42.0,,0.42,25.2
2009-02-23,100,42.0,,0.42,42.0
2009-02-24,34,42.0,,0.42,14.28
2009-02-25,89,42.0,,0.42,37.379999999999995
2009-02-26,59,42.0,,0.42,24.779999999999998
2009-02-27,57,42.0,,0.42,23.939999999999998
2009-02-28,50,42.0,,0.42,21.0
2009-03-01,38,40.0,False,0.4,15.200000000000001
2009-03-02,65,40.0,,0.4,26.0
2009-03-03,100,40.0,,0.4,40.0
2009-03-04,65,40.0,,0.4,26.0
2009-03-05,69,40.0,,0.4,27.6
2009-03-06,50,40.0,,0.4,20.0
2009-03-07,24,40.0,,0.4,9.600000000000001
2009-03-08,28,40.0,,0.4,11.200000000000001
2009-03-09,63,40.0,,0.4,25.200000000000003
2009-03-10,71,40.0,,0.4,28.400000000000002
2009-03-11,73,40.0,,0.4,29.200000000000003
2009-03-12,59,40.0,,0.4,23.6
2009-03-13,57,40.0,,0.4,22.8
2009-03-14,51,40.0,,0.4,20.400000000000002
2009-03-15,16,40.0,,0.4,6.4
2009-03-16,50,40.0,,0.4,20.0
2009-03-17,64,40.0,,0.4,25.6
2009-03-18,35,40.0,,0.4,14.0
2009-03-19,58,40.0,,0.4,23.200000000000003
2009-03-20,77,40.0,,0.4,30.8
2009-03-21,57,40.0,,0.4,22.8
2009-03-22,44,40.0,,0.4,17.6
2009-03-23,70,40.0,,0.4,28.0
2009-03-24,57,40.0,,0.4,22.8
2009-03-25,54,40.0,,0.4,21.6
2009-03-26,60,40.0,,0.4,24.0
2009-03-27,48,40.0,,0.4,19.200000000000003
2009-03-28,23,40.0,,0.4,9.200000000000001
2009-03-29,15,40.0,,0.4,6.0
2009-03-30,54,40.0,,0.4,21.6
2009-03-31,43,40.0,,0.4,17.2
2009-04-01,78,28.0,False,0.28,21.840000000000003
2009-04-02,64,28.0,,0.28,17.92
2009-04-03,100,28.0,,0.28,28.000000000000004
2009-04-04,36,28.0,,0.28,10.080000000000002
2009-04-05,49,28.0,,0.28,13.72
2009-04-06,39,28.0,,0.28,10.920000000000002
2009-04-07,62,28.0,,0.28,17.360000000000003
2009-04-08,31,28.0,,0.28,8.680000000000001
2009-04-09,66,28.0,,0.28,18.48
2009-04-10,56,28.0,,0.28,15.680000000000001
2009-04-11,37,28.0,,0.28,10.360000000000001
2009-04-12,40,28.0,,0.28,11.200000000000001
2009-04-13,79,28.0,,0.28,22.12
2009-04-14,68,28.0,,0.28,19.040000000000003
2009-04-15,68,28.0,,0.28,19.040000000000003
2009-04-16,24,28.0,,0.28,6.720000000000001
2009-04-17,86,28.0,,0.28,24.080000000000002
2009-04-18,61,28.0,,0.28,17.080000000000002
2009-04-19,36,28.0,,0.28,10.080000000000002
2009-04-20,23,28.0,,0.28,6.44
2009-04-21,75,28.0,,0.28,21.000000000000004
2009-04-22,38,28.0,,0.28,10.64
2009-04-23,79,28.0,,0.28,22.12
2009-04-24,34,28.0,,0.28,9.520000000000001
2009-04-25,25,28.0,,0.28,7.000000000000001
2009-04-26,73,28.0,,0.28,20.44
2009-04-27,61,28.0,,0.28,17.080000000000002
2009-04-28,100,28.0,,0.28,28.000000000000004
2009-04-29,23,28.0,,0.28,6.44
2009-04-30,85,28.0,,0.28,23.8
2009-05-01,39,23.0,False,0.23,8.97
2009-05-02,44,23.0,,0.23,10.120000000000001
2009-05-03,33,23.0,,0.23,7.590000000000001
2009-05-04,57,23.0,,0.23,13.110000000000001
2009-05-05,62,23.0,,0.23,14.26
2009-05-06,64,23.0,,0.23,14.72
2009-05-07,86,23.0,,0.23,19.78
2009-05-08,93,23.0,,0.23,21.39
2009-05-09,46,23.0,,0.23,10.58
2009-05-10,12,23.0,,0.23,2.7600000000000002
2009-05-11,51,23.0,,0.23,11.73
2009-05-12,35,23.0,,0.23,8.05
2009-05-13,28,23.0,,0.23,6.44
2009-05-14,50,23.0,,0.23,11.5
2009-05-15,100,23.0,,0.23,23.0
2009-05-16,11,23.0,,0.23,2.5300000000000002
2009-05-17,11,23.0,,0.23,2.5300000000000002
2009-05-18,50,23.0,,0.23,11.5
2009-05-19,56,23.0,,0.23,12.88
2009-05-20,22,23.0,,0.23,5.0600000000000005
2009-05-21,68,23.0,,0.23,15.64
2009-05-22,41,23.0,,0.23,9.43
2009-05-23,60,23.0,,0.23,13.8
2009-05-24,13,23.0,,0.23,2.99
2009-05-25,32,23.0,,0.23,7.36
2009-05-26,43,23.0,,0.23,9.89
2009-05-27,56,23.0,,0.23,12.88
2009-05-28,36,23.0,,0.23,8.280000000000001
2009-05-29,63,23.0,,0.23,14.49
2009-05-30,82,23.0,,0.23,18.86
2009-05-31,46,23.0,,0.23,10.58
2009-06-01,67,26.0,False,0.26,17.42
2009-06-02,64,26.0,,0.26,16.64
2009-06-03,57,26.0,,0.26,14.82
2009-06-04,34,26.0,,0.26,8.84
2009-06-05,81,26.0,,0.26,21.060000000000002
2009-06-06,26,26.0,,0.26,6.76
2009-06-07,26,26.0,,0.26,6.76
2009-06-08,50,26.0,,0.26,13.0
2009-06-09,73,26.0,,0.26,18.98
2009-06-10,91,26.0,,0.26,23.66
2009-06-11,59,26.0,,0.26,15.34
2009-06-12,91,26.0,,0.26,23.66
2009-06-13,78,26.0,,0.26,20.28
2009-06-14,40,26.0,,0.26,10.4
2009-06-15,59,26.0,,0.26,15.34
2009-06-16,100,26.0,,0.26,26.0
2009-06-17,59,26.0,,0.26,15.34
2009-06-18,69,26.0,,0.26,17.94
2009-06-19,36,26.0,,0.26,9.36
2009-06-20,65,26.0,,0.26,16.900000000000002
2009-06-21,27,26.0,,0.26,7.0200000000000005
2009-06-22,59,26.0,,0.26,15.34
2009-06-23,84,26.0,,0.26,21.84
2009-06-24,42,26.0,,0.26,10.92
2009-06-25,51,26.0,,0.26,13.26
2009-06-26,36,26.0,,0.26,9.36
2009-06-27,39,26.0,,0.26,10.14
2009-06-28,13,26.0,,0.26,3.38
2009-06-29,42,26.0,,0.26,10.92
2009-06-30,41,26.0,,0.26,10.66
2009-07-01,54,22.0,False,0.22,11.88
2009-07-02,76,22.0,,0.22,16.72
2009-07-03,37,22.0,,0.22,8.14
2009-07-04,31,22.0,,0.22,6.82
2009-07-05,47,22.0,,0.22,10.34
2009-07-06,81,22.0,,0.22,17.82
2009-07-07,44,22.0,,0.22,9.68
2009-07-08,89,22.0,,0.22,19.580000000000002
2009-07-09,46,22.0,,0.22,10.12
2009-07-10,68,22.0,,0.22,14.96
2009-07-11,27,22.0,,0.22,5.94
2009-07-12,14,22.0,,0.22,3.08
2009-07-13,89,22.0,,0.22,19.580000000000002
2009-07-14,45,22.0,,0.22,9.9
2009-07-15,82,22.0,,0.22,18.04
2009-07-16,46,22.0,,0.22,10.12
2009-07-17,19,22.0,,0.22,4.18
2009-07-18,27,22.0,,0.22,5.94
2009-07-19,100,22.0,,0.22,22.0
2009-07-20,72,22.0,,0.22,15.84
2009-07-21,69,22.0,,0.22,15.18
2009-07-22,70,22.0,,0.22,15.4
2009-07-23,99,22.0,,0.22,21.78
2009-07-24,10,22.0,,0.22,2.2
2009-07-25,96,22.0,,0.22,21.12
2009-07-26,28,22.0,,0.22,6.16
2009-07-27,53,22.0,,0.22,11.66
2009-07-28,43,22.0,,0.22,9.46
2009-07-29,53,22.0,,0.22,11.66
2009-07-30,72,22.0,,0.22,15.84
2009-07-31,95,22.0,,0.22,20.9
2009-08-01,27,22.0,False,0.22,5.94
2009-08-02,27,22.0,,0.22,5.94
2009-08-03,41,22.0,,0.22,9.02
2009-08-04,40,22.0,,0.22,8.8
2009-08-05,40,22.0,,0.22,8.8
2009-08-06,35,22.0,,0.22,7.7
2009-08-07,38,22.0,,0.22,8.36
2009-08-08,36,22.0,,0.22,7.92
2009-08-09,36,22.0,,0.22,7.92
2009-08-10,29,22.0,,0.22,6.38
2009-08-11,34,22.0,,0.22,7.48
2009-08-12,69,22.0,,0.22,15.18
2009-08-13,35,22.0,,0.22,7.7
2009-08-14,31,22.0,,0.22,6.82
2009-08-15,18,22.0,,0.22,3.96
2009-08-16,45,22.0,,0.22,9.9
2009-08-17,29,22.0,,0.22,6.38
2009-08-18,28,22.0,,0.22,6.16
2009-08-19,75,22.0,,0.22,16.5
2009-08-20,18,22.0,,0.22,3.96
2009-08-21,24,22.0,,0.22,5.28
2009-08-22,17,22.0,,0.22,3.74
2009-08-23,17,22.0,,0.22,3.74
2009-08-24,11,22.0,,0.22,2.42
2009-08-25,100,22.0,,0.22,22.0
2009-08-26,51,22.0,,0.22,11.22
2009-08-27,34,22.0,,0.22,7.48
2009-08-28,48,22.0,,0.22,10.56
2009-08-29,8,22.0,,0.22,1.76
2009-08-30,33,22.0,,0.22,7.26
2009-08-31,11,22.0,,0.22,2.42
2009-09-01,51,32.0,False,0.32,16.32
2009-09-02,70,32.0,,0.32,22.400000000000002
2009-09-03,68,32.0,,0.32,21.76
2009-09-04,77,32.0,,0.32,24.64
2009-09-05,52,32.0,,0.32,16.64
2009-09-06,59,32.0,,0.32,18.88
2009-09-07,45,32.0,,0.32,14.4
2009-09-08,76,32.0,,0.32,24.32
2009-09-09,100,32.0,,0.32,32.0
2009-09-10,72,32.0,,0.32,23.04
2009-09-11,53,32.0,,0.32,16.96
2009-09-12,75,32.0,,0.32,24.0
2009-09-13,54,32.0,,0.32,17.28
2009-09-14,57,32.0,,0.32,18.240000000000002
2009-09-15,87,32.0,,0.32,27.84
2009-09-16,67,32.0,,0.32,21.44
2009-09-17,68,32.0,,0.32,21.76
2009-09-18,96,32.0,,0.32,30.72
2009-09-19,65,32.0,,0.32,20.8
2009-09-20,38,32.0,,0.32,12.16
2009-09-21,60,32.0,,0.32,19.2
2009-09-22,77,32.0,,0.32,24.64
2009-09-23,57,32.0,,0.32,18.240000000000002
2009-09-24,94,32.0,,0.32,30.080000000000002
2009-09-25,85,32.0,,0.32,27.2
2009-09-26,43,32.0,,0.32,13.76
2009-09-27,53,32.0,,0.32,16.96
2009-09-28,39,32.0,,0.32,12.48
2009-09-29,73,32.0,,0.32,23.36
2009-09-30,67,32.0,,0.32,21.44
2009-10-01,49,33.0,False,0.33,16.17
2009-10-02,33,33.0,,0.33,10.89
2009-10-03,39,33.0,,0.33,12.870000000000001
2009-10-04,11,33.0,,0.33,3.6300000000000003
2009-10-05,25,33.0,,0.33,8.25
2009-10-06,100,33.0,,0.33,33.0
2009-10-07,46,33.0,,0.33,15.180000000000001
2009-10-08,72,33.0,,0.33,23.76
2009-10-09,63,33.0,,0.33,20.790000000000003
2009-10-10,35,33.0,,0.33,11.55
2009-10-11,32,33.0,,0.33,10.56
2009-10-12,54,33.0,,0.33,17.82
2009-10-13,59,33.0,,0.33,19.470000000000002
2009-10-14,43,33.0,,0.33,14.190000000000001
2009-10-15,60,33.0,,0.33,19.8
2009-10-16,67,33.0,,0.33,22.11
2009-10-17,53,33.0,,0.33,17.490000000000002
2009-10-18,31,33.0,,0.33,10.23
2009-10-19,34,33.0,,0.33,11.22
2009-10-20,52,33.0,,0.33,17.16
2009-10-21,39,33.0,,0.33,12.870000000000001
2009-10-22,55,33.0,,0.33,18.150000000000002
2009-10-23,19,33.0,,0.33,6.2700000000000005
2009-10-24,20,33.0,,0.33,6.6000000000000005
2009-10-25,38,33.0,,0.33,12.540000000000001
2009-10-26,33,33.0,,0.33,10.89
2009-10-27,44,33.0,,0.33,14.520000000000001
2009-10-28,27,33.0,,0.33,8.91
2009-10-29,39,33.0,,0.33,12.870000000000001
2009-10-30,34,33.0,,0.33,11.22
2009-10-31,35,33.0,,0.33,11.55
2009-11-01,22,43.0,False,0.43,9.459999999999999
2009-11-02,65,43.0,,0.43,27.95
2009-11-03,57,43.0,,0.43,24.509999999999998
2009-11-04,79,43.0,,0.43,33.97
2009-11-05,52,43.0,,0.43,22.36
2009-11-06,82,43.0,,0.43,35.26
2009-11-07,38,43.0,,0.43,16.34
2009-11-08,63,43.0,,0.43,27.09
2009-11-09,74,43.0,,0.43,31.82
2009-11-10,74,43.0,,0.43,31.82
2009-11-11,70,43.0,,0.43,30.099999999999998
2009-11-12,87,43.0,,0.43,37.41
2009-11-13,49,43.0,,0.43,21.07
2009-11-14,49,43.0,,0.43,21.07
2009-11-15,32,43.0,,0.43,13.76
2009-11-16,75,43.0,,0.43,32.25
2009-11-17,61,43.0,,0.43,26.23
2009-11-18,82,43.0,,0.43,35.26
2009-11-19,81,43.0,,0.43,34.83
2009-11-20,91,43.0,,0.43,39.13
2009-11-21,57,43.0,,0.43,24.509999999999998
2009-11-22,73,43.0,,0.43,31.39
2009-11-23,71,43.0,,0.43,30.53
2009-11-24,54,43.0,,0.43,23.22
2009-11-25,78,43.0,,0.43,33.54
2009-11-26,42,43.0,,0.43,18.06
2009-11-27,67,43.0,,0.43,28.81
2009-11-28,54,43.0,,0.43,23.22
2009-11-29,81,43.0,,0.43,34.83
2009-11-30,100,43.0,,0.43,43.0
2009-12-01,100,38.0,False,0.38,38.0
2009-12-02,89,38.0,,0.38,33.82
2009-12-03,83,38.0,,0.38,31.54
2009-12-04,90,38.0,,0.38,34.2
2009-12-05,68,38.0,,0.38,25.84
2009-12-06,32,38.0,,0.38,12.16
2009-12-07,44,38.0,,0.38,16.72
2009-12-08,90,38.0,,0.38,34.2
2009-12-09,57,38.0,,0.38,21.66
2009-12-10,64,38.0,,0.38,24.32
2009-12-11,57,38.0,,0.38,21.66
2009-12-12,90,38.0,,0.38,34.2
2009-12-13,43,38.0,,0.38,16.34
2009-12-14,61,38.0,,0.38,23.18
2009-12-15,41,38.0,,0.38,15.58
2009-12-16,43,38.0,,0.38,16.34
2009-12-17,39,38.0,,0.38,14.82
2009-12-18,63,38.0,,0.38,23.94
2009-12-19,45,38.0,,0.38,17.1
2009-12-20,27,38.0,,0.38,10.26
2009-12-21,50,38.0,,0.38,19.0
2009-12-22,84,38.0,,0.38,31.92
2009-12-23,45,38.0,,0.38,17.1
2009-12-24,53,38.0,,0.38,20.14
2009-12-25,60,38.0,,0.38,22.8
2009-12-26,52,38.0,,0.38,19.76
2009-12-27,50,38.0,,0.38,19.0
2009-12-28,39,38.0,,0.38,14.82
2009-12-29,63,38.0,,0.38,23.94
2009-12-30,59,38.0,,0.38,22.42
2009-12-31,55,38.0,,0.38,20.9
2010-01-01,37,32.0,False,0.32,11.84
2010-01-02,41,32.0,,0.32,13.120000000000001
2010-01-03,20,32.0,,0.32,6.4
2010-01-04,70,32.0,,0.32,22.400000000000002
2010-01-05,96,32.0,,0.32,30.72
2010-01-06,27,32.0,,0.32,8.64
2010-01-07,67,32.0,,0.32,21.44
2010-01-08,91,32.0,,0.32,29.12
2010-01-09,68,32.0,,0.32,21.76
2010-01-10,81,32.0,,0.32,25.92
2010-01-11,41,32.0,,0.32,13.120000000000001
2010-01-12,100,32.0,,0.32,32.0
2010-01-13,86,32.0,,0.32,27.52
2010-01-14,88,32.0,,0.32,28.16
2010-01-15,70,32.0,,0.32,22.400000000000002
2010-01-16,29,32.0,,0.32,9.28
2010-01-17,59,32.0,,0.32,18.88
2010-01-18,59,32.0,,0.32,18.88
2010-01-19,59,32.0,,0.32,18.88
2010-01-20,52,32.0,,0.32,16.64
2010-01-21,59,32.0,,0.32,18.88
2010-01-22,61,32.0,,0.32,19.52
2010-01-23,94,32.0,,0.32,30.080000000000002
2010-01-24,77,32.0,,0.32,24.64
2010-01-25,65,32.0,,0.32,20.8
2010-01-26,38,32.0,,0.32,12.16
2010-01-27,65,32.0,,0.32,20.8
2010-01-28,52,32.0,,0.32,16.64
2010-01-29,55,32.0,,0.32,17.6
2010-01-30,9,32.0,,0.32,2.88
2010-01-31,75,32.0,,0.32,24.0
2010-02-01,45,27.0,False,0.27,12.15
2010-02-02,66,27.0,,0.27,17.82
2010-02-03,54,27.0,,0.27,14.580000000000002
2010-02-04,94,27.0,,0.27,25.380000000000003
2010-02-05,89,27.0,,0.27,24.03
2010-02-06,37,27.0,,0.27,9.99
2010-02-07,24,27.0,,0.27,6.48
2010-02-08,64,27.0,,0.27,17.28
2010-02-09,47,27.0,,0.27,12.690000000000001
2010-02-10,100,27.0,,0.27,27.0
2010-02-11,86,27.0,,0.27,23.220000000000002
2010-02-12,60,27.0,,0.27,16.200000000000003
2010-02-13,33,27.0,,0.27,8.91
2010-02-14,30,27.0,,0.27,8.100000000000001
2010-02-15,70,27.0,,0.27,18.900000000000002
2010-02-16,75,27.0,,0.27,20.25
2010-02-17,56,27.0,,0.27,15.120000000000001
2010-02-18,59,27.0,,0.27,15.930000000000001
2010-02-19,34,27.0,,0.27,9.18
2010-02-20,33,27.0,,0.27,8.91
2010-02-21,48,27.0,,0.27,12.96
2010-02-22,58,27.0,,0.27,15.66
2010-02-23,82,27.0,,0.27,22.14
2010-02-24,79,27.0,,0.27,21.330000000000002
2010-02-25,51,27.0,,0.27,13.770000000000001
2010-02-26,81,27.0,,0.27,21.87
2010-02-27,73,27.0,,0.27,19.71
2010-02-28,43,27.0,,0.27,11.610000000000001
2010-03-01,62,28.0,False,0.28,17.360000000000003
2010-03-02,17,28.0,,0.28,4.760000000000001
2010-03-03,50,28.0,,0.28,14.000000000000002
2010-03-04,57,28.0,,0.28,15.96
2010-03-05,30,28.0,,0.28,8.4
2010-03-06,34,28.0,,0.28,9.520000000000001
2010-03-07,52,28.0,,0.28,14.560000000000002
2010-03-08,57,28.0,,0.28,15.96
2010-03-09,34,28.0,,0.28,9.520000000000001
2010-03-10,51,28.0,,0.28,14.280000000000001
2010-03-11,51,28.0,,0.28,14.280000000000001
2010-03-12,36,28.0,,0.28,10.080000000000002
2010-03-13,41,28.0,,0.28,11.48
2010-03-14,33,28.0,,0.28,9.24
2010-03-15,51,28.0,,0.28,14.280000000000001
2010-03-16,41,28.0,,0.28,11.48
2010-03-17,35,28.0,,0.28,9.8
2010-03-18,66,28.0,,0.28,18.48
2010-03-19,100,28.0,,0.28,28.000000000000004
2010-03-20,79,28.0,,0.28,22.12
2010-03-21,8,28.0,,0.28,2.24
2010-03-22,22,28.0,,0.28,6.16
2010-03-23,39,28.0,,0.28,10.920000000000002
2010-03-24,40,28.0,,0.28,11.200000000000001
2010-03-25,34,28.0,,0.28,9.520000000000001
2010-03-26,60,28.0,,0.28,16.8
2010-03-27,52,28.0,,0.28,14.560000000000002
2010-03-28,34,28.0,,0.28,9.520000000000001
2010-03-29,40,28.0,,0.28,11.200000000000001
2010-03-30,45,28.0,,0.28,12.600000000000001
2010-03-31,64,28.0,,0.28,17.92
2010-04-01,66,25.0,False,0.25,16.5
2010-04-02,70,25.0,,0.25,17.5
2010-04-03,58,25.0,,0.25,14.5
2010-04-04,48,25.0,,0.25,12.0
2010-04-05,38,25.0,,0.25,9.5
2010-04-06,57,25.0,,0.25,14.25
2010-04-07,36,25.0,,0.25,9.0
2010-04-08,82,25.0,,0.25,20.5
2010-04-09,100,25.0,,0.25,25.0
2010-04-10,37,25.0,,0.25,9.25
2010-04-11,30,25.0,,0.25,7.5
2010-04-12,75,25.0,,0.25,18.75
2010-04-13,87,25.0,,0.25,21.75
2010-04-14,60,25.0,,0.25,15.0
2010-04-15,68,25.0,,0.25,17.0
2010-04-16,55,25.0,,0.25,13.75
2010-04-17,85,25.0,,0.25,21.25
2010-04-18,54,25.0,,0.25,13.5
2010-04-19,71,25.0,,0.25,17.75
2010-04-20,59,25.0,,0.25,14.75
2010-04-21,87,25.0,,0.25,21.75
2010-04-22,28,25.0,,0.25,7.0
2010-04-23,72,25.0,,0.25,18.0
2010-04-24,65,25.0,,0.25,16.25
2010-04-25,41,25.0,,0.25,10.25
2010-04-26,70,25.0,,0.25,17.5
2010-04-27,54,25.0,,0.25,13.5
2010-04-28,76,25.0,,0.25,19.0
2010-04-29,25,25.0,,0.25,6.25
2010-04-30,57,25.0,,0.25,14.25
2010-05-01,71,35.0,False,0.35,24.849999999999998
2010-05-02,26,35.0,,0.35,9.1
2010-05-03,46,35.0,,0.35,16.099999999999998
2010-05-04,45,35.0,,0.35,15.749999999999998
2010-05-05,52,35.0,,0.35,18.2
2010-05-06,29,35.0,,0.35,10.149999999999999
2010-05-07,63,35.0,,0.35,22.049999999999997
2010-05-08,27,35.0,,0.35,9.45
2010-05-09,28,35.0,,0.35,9.799999999999999
2010-05-10,88,35.0,,0.35,30.799999999999997
2010-05-11,69,35.0,,0.35,24.15
2010-05-12,87,35.0,,0.35,30.45
2010-05-13,95,35.0,,0.35,33.25
2010-05-14,70,35.0,,0.35,24.5
2010-05-15,83,35.0,,0.35,29.049999999999997
2010-05-16,37,35.0,,0.35,12.95
2010-05-17,59,35.0,,0.35,20.65
2010-05-18,68,35.0,,0.35,23.799999999999997
2010-05-19,41,35.0,,0.35,14.35
2010-05-20,72,35.0,,0.35,25.2
2010-05-21,65,35.0,,0.35,22.75
2010-05-22,27,35.0,,0.35,9.45
2010-05-23,19,35.0,,0.35,6.6499999999999995
2010-05-24,66,35.0,,0.35,23.099999999999998
2010-05-25,100,35.0,,0.35,35.0
2010-05-26,97,35.0,,0.35,33.949999999999996
2010-05-27,49,35.0,,0.35,17.15
2010-05-28,34,35.0,,0.35,11.899999999999999
2010-05-29,19,35.0,,0.35,6.6499999999999995
2010-05-30,41,35.0,,0.35,14.35
2010-05-31,43,35.0,,0.35,15.049999999999999
2010-06-01,68,27.0,False,0.27,18.36
2010-06-02,75,27.0,,0.27,20.25
2010-06-03,62,27.0,,0.27,16.740000000000002
2010-06-04,93,27.0,,0.27,25.110000000000003
2010-06-05,57,27.0,,0.27,15.39
2010-06-06,28,27.0,,0.27,7.5600000000000005
2010-06-07,56,27.0,,0.27,15.120000000000001
2010-06-08,45,27.0,,0.27,12.15
2010-06-09,57,27.0,,0.27,15.39
2010-06-10,70,27.0,,0.27,18.900000000000002
2010-06-11,59,27.0,,0.27,15.930000000000001
2010-06-12,23,27.0,,0.27,6.210000000000001
2010-06-13,88,27.0,,0.27,23.76
2010-06-14,39,27.0,,0.27,10.530000000000001
2010-06-15,50,27.0,,0.27,13.5
2010-06-16,74,27.0,,0.27,19.98
2010-06-17,60,27.0,,0.27,16.200000000000003
2010-06-18,85,27.0,,0.27,22.950000000000003
2010-06-19,73,27.0,,0.27,19.71
2010-06-20,76,27.0,,0.27,20.520000000000003
2010-06-21,82,27.0,,0.27,22.14
2010-06-22,76,27.0,,0.27,20.520000000000003
2010-06-23,80,27.0,,0.27,21.6
2010-06-24,66,27.0,,0.27,17.82
2010-06-25,46,27.0,,0.27,12.420000000000002
2010-06-26,100,27.0,,0.27,27.0
2010-06-27,36,27.0,,0.27,9.72
2010-06-28,72,27.0,,0.27,19.44
2010-06-29,57,27.0,,0.27,15.39
