date,INFLATION RATE_unscaled,INFLATION RATE_monthly,isPartial,scale,INFLATION RATE
2016-06-04,27,38.0,,0.38,10.26
2016-06-05,33,38.0,,0.38,12.540000000000001
2016-06-06,49,38.0,,0.38,18.62
2016-06-07,39,38.0,,0.38,14.82
2016-06-08,84,38.0,,0.38,31.92
2016-06-09,64,38.0,,0.38,24.32
2016-06-10,66,38.0,,0.38,25.080000000000002
2016-06-11,47,38.0,,0.38,17.86
2016-06-12,100,38.0,,0.38,38.0
2016-06-13,39,38.0,,0.38,14.82
2016-06-14,95,38.0,,0.38,36.1
2016-06-15,57,38.0,,0.38,21.66
2016-06-16,34,38.0,,0.38,12.92
2016-06-17,70,38.0,,0.38,26.6
2016-06-18,21,38.0,,0.38,7.98
2016-06-19,21,38.0,,0.38,7.98
2016-06-20,28,38.0,,0.38,10.64
2016-06-21,46,38.0,,0.38,17.48
2016-06-22,68,38.0,,0.38,25.84
2016-06-23,81,38.0,,0.38,30.78
2016-06-24,29,38.0,,0.38,11.02
2016-06-25,14,38.0,,0.38,5.32
2016-06-26,7,38.0,,0.38,2.66
2016-06-27,46,38.0,,0.38,17.48
2016-06-28,62,38.0,,0.38,23.56
2016-06-29,23,38.0,,0.38,8.74
2016-06-30,59,38.0,,0.38,22.42
2016-07-01,47,30.0,False,0.3,14.1
2016-07-02,45,30.0,,0.3,13.5
2016-07-03,56,30.0,,0.3,16.8
2016-07-04,53,30.0,,0.3,15.899999999999999
2016-07-05,51,30.0,,0.3,15.299999999999999
2016-07-06,80,30.0,,0.3,24.0
2016-07-07,95,30.0,,0.3,28.5
2016-07-08,58,30.0,,0.3,17.4
2016-07-09,35,30.0,,0.3,10.5
2016-07-10,58,30.0,,0.3,17.4
2016-07-11,73,30.0,,0.3,21.9
2016-07-12,76,30.0,,0.3,22.8
2016-07-13,81,30.0,,0.3,24.3
2016-07-14,77,30.0,,0.3,23.099999999999998
2016-07-15,55,30.0,,0.3,16.5
2016-07-16,68,30.0,,0.3,20.4
2016-07-17,63,30.0,,0.3,18.9
2016-07-18,80,30.0,,0.3,24.0
2016-07-19,68,30.0,,0.3,20.4
2016-07-20,54,30.0,,0.3,16.2
2016-07-21,69,30.0,,0.3,20.7
2016-07-22,39,30.0,,0.3,11.7
2016-07-23,53,30.0,,0.3,15.899999999999999
2016-07-24,67,30.0,,0.3,20.099999999999998
2016-07-25,71,30.0,,0.3,21.3
2016-07-26,60,30.0,,0.3,18.0
2016-07-27,75,30.0,,0.3,22.5
2016-07-28,76,30.0,,0.3,22.8
2016-07-29,100,30.0,,0.3,30.0
2016-07-30,44,30.0,,0.3,13.2
2016-07-31,57,30.0,,0.3,17.099999999999998
2016-08-01,55,31.0,False,0.31,17.05
2016-08-02,46,31.0,,0.31,14.26
2016-08-03,51,31.0,,0.31,15.81
2016-08-04,61,31.0,,0.31,18.91
2016-08-05,69,31.0,,0.31,21.39
2016-08-06,57,31.0,,0.31,17.669999999999998
2016-08-07,34,31.0,,0.31,10.54
2016-08-08,81,31.0,,0.31,25.11
2016-08-09,71,31.0,,0.31,22.01
2016-08-10,67,31.0,,0.31,20.77
2016-08-11,99,31.0,,0.31,30.69
2016-08-12,50,31.0,,0.31,15.5
2016-08-13,39,31.0,,0.31,12.09
2016-08-14,57,31.0,,0.31,17.669999999999998
2016-08-15,83,31.0,,0.31,25.73
2016-08-16,88,31.0,,0.31,27.28
2016-08-17,39,31.0,,0.31,12.09
2016-08-18,76,31.0,,0.31,23.56
2016-08-19,31,31.0,,0.31,9.61
2016-08-20,35,31.0,,0.31,10.85
2016-08-21,35,31.0,,0.31,10.85
2016-08-22,82,31.0,,0.31,25.419999999999998
2016-08-23,63,31.0,,0.31,19.53
2016-08-24,100,31.0,,0.31,31.0
2016-08-25,91,31.0,,0.31,28.21
2016-08-26,78,31.0,,0.31,24.18
2016-08-27,81,31.0,,0.31,25.11
2016-08-28,59,31.0,,0.31,18.29
2016-08-29,98,31.0,,0.31,30.38
2016-08-30,67,31.0,,0.31,20.77
2016-08-31,89,31.0,,0.31,27.59
2016-09-01,56,49.0,False,0.49,27.439999999999998
2016-09-02,27,49.0,,0.49,13.23
2016-09-03,20,49.0,,0.49,9.8
2016-09-04,52,49.0,,0.49,25.48
2016-09-05,39,49.0,,0.49,19.11
2016-09-06,38,49.0,,0.49,18.62
2016-09-07,46,49.0,,0.49,22.54
2016-09-08,59,49.0,,0.49,28.91
2016-09-09,48,49.0,,0.49,23.52
2016-09-10,20,49.0,,0.49,9.8
2016-09-11,29,49.0,,0.49,14.209999999999999
2016-09-12,46,49.0,,0.49,22.54
2016-09-13,75,49.0,,0.49,36.75
2016-09-14,63,49.0,,0.49,30.87
2016-09-15,72,49.0,,0.49,35.28
2016-09-16,74,49.0,,0.49,36.26
2016-09-17,10,49.0,,0.49,4.9
2016-09-18,77,49.0,,0.49,37.73
2016-09-19,82,49.0,,0.49,40.18
2016-09-20,86,49.0,,0.49,42.14
2016-09-21,71,49.0,,0.49,34.79
2016-09-22,38,49.0,,0.49,18.62
2016-09-23,74,49.0,,0.49,36.26
2016-09-24,41,49.0,,0.49,20.09
2016-09-25,15,49.0,,0.49,7.35
2016-09-26,88,49.0,,0.49,43.12
2016-09-27,100,49.0,,0.49,49.0
2016-09-28,88,49.0,,0.49,43.12
2016-09-29,81,49.0,,0.49,39.69
2016-09-30,69,49.0,,0.49,33.81
2016-10-01,36,58.0,False,0.58,20.88
2016-10-02,35,58.0,,0.58,20.299999999999997
2016-10-03,83,58.0,,0.58,48.13999999999999
2016-10-04,100,58.0,,0.58,57.99999999999999
2016-10-05,85,58.0,,0.58,49.3
2016-10-06,81,58.0,,0.58,46.98
2016-10-07,74,58.0,,0.58,42.919999999999995
2016-10-08,36,58.0,,0.58,20.88
2016-10-09,38,58.0,,0.58,22.04
2016-10-10,71,58.0,,0.58,41.18
2016-10-11,74,58.0,,0.58,42.919999999999995
2016-10-12,90,58.0,,0.58,52.199999999999996
2016-10-13,98,58.0,,0.58,56.839999999999996
2016-10-14,70,58.0,,0.58,40.599999999999994
2016-10-15,28,58.0,,0.58,16.24
2016-10-16,55,58.0,,0.58,31.9
2016-10-17,85,58.0,,0.58,49.3
2016-10-18,94,58.0,,0.58,54.519999999999996
2016-10-19,74,58.0,,0.58,42.919999999999995
2016-10-20,100,58.0,,0.58,57.99999999999999
2016-10-21,70,58.0,,0.58,40.599999999999994
2016-10-22,43,58.0,,0.58,24.939999999999998
2016-10-23,50,58.0,,0.58,28.999999999999996
2016-10-24,92,58.0,,0.58,53.36
2016-10-25,80,58.0,,0.58,46.4
2016-10-26,93,58.0,,0.58,53.94
2016-10-27,89,58.0,,0.58,51.62
2016-10-28,55,58.0,,0.58,31.9
2016-10-29,36,58.0,,0.58,20.88
2016-10-30,57,58.0,,0.58,33.059999999999995
2016-10-31,66,58.0,,0.58,38.279999999999994
2016-11-01,83,58.0,False,0.58,48.13999999999999
2016-11-02,79,58.0,,0.58,45.82
2016-11-03,77,58.0,,0.58,44.66
2016-11-04,65,58.0,,0.58,37.699999999999996
2016-11-05,45,58.0,,0.58,26.099999999999998
2016-11-06,65,58.0,,0.58,37.699999999999996
2016-11-07,42,58.0,,0.58,24.36
2016-11-08,45,58.0,,0.58,26.099999999999998
2016-11-09,55,58.0,,0.58,31.9
2016-11-10,77,58.0,,0.58,44.66
2016-11-11,38,58.0,,0.58,22.04
2016-11-12,43,58.0,,0.58,24.939999999999998
2016-11-13,30,58.0,,0.58,17.4
2016-11-14,65,58.0,,0.58,37.699999999999996
2016-11-15,75,58.0,,0.58,43.5
2016-11-16,90,58.0,,0.58,52.199999999999996
2016-11-17,74,58.0,,0.58,42.919999999999995
2016-11-18,56,58.0,,0.58,32.48
2016-11-19,31,58.0,,0.58,17.98
2016-11-20,30,58.0,,0.58,17.4
2016-11-21,70,58.0,,0.58,40.599999999999994
2016-11-22,41,58.0,,0.58,23.779999999999998
2016-11-23,39,58.0,,0.58,22.619999999999997
2016-11-24,22,58.0,,0.58,12.76
2016-11-25,33,58.0,,0.58,19.139999999999997
2016-11-26,45,58.0,,0.58,26.099999999999998
2016-11-27,50,58.0,,0.58,28.999999999999996
2016-11-28,59,58.0,,0.58,34.22
2016-11-29,83,58.0,,0.58,48.13999999999999
2016-11-30,100,58.0,,0.58,57.99999999999999
2016-12-01,56,56.0,False,0.56,31.360000000000003
2016-12-02,60,56.0,,0.56,33.6
2016-12-03,33,56.0,,0.56,18.48
2016-12-04,54,56.0,,0.56,30.240000000000002
2016-12-05,100,56.0,,0.56,56.00000000000001
2016-12-06,71,56.0,,0.56,39.760000000000005
2016-12-07,67,56.0,,0.56,37.52
2016-12-08,81,56.0,,0.56,45.36000000000001
2016-12-09,72,56.0,,0.56,40.32000000000001
2016-12-10,28,56.0,,0.56,15.680000000000001
2016-12-11,39,56.0,,0.56,21.840000000000003
2016-12-12,64,56.0,,0.56,35.84
2016-12-13,59,56.0,,0.56,33.040000000000006
2016-12-14,68,56.0,,0.56,38.080000000000005
2016-12-15,73,56.0,,0.56,40.88
2016-12-16,34,56.0,,0.56,19.040000000000003
2016-12-17,23,56.0,,0.56,12.88
2016-12-18,29,56.0,,0.56,16.240000000000002
2016-12-19,37,56.0,,0.56,20.720000000000002
2016-12-20,41,56.0,,0.56,22.96
2016-12-21,31,56.0,,0.56,17.360000000000003
2016-12-22,20,56.0,,0.56,11.200000000000001
2016-12-23,23,56.0,,0.56,12.88
2016-12-24,14,56.0,,0.56,7.840000000000001
2016-12-25,16,56.0,,0.56,8.96
2016-12-26,15,56.0,,0.56,8.4
2016-12-27,16,56.0,,0.56,8.96
2016-12-28,19,56.0,,0.56,10.64
2016-12-29,23,56.0,,0.56,12.88
2016-12-30,12,56.0,,0.56,6.720000000000001
2016-12-31,14,56.0,,0.56,7.840000000000001
2017-01-01,23,48.0,False,0.48,11.04
2017-01-02,28,48.0,,0.48,13.44
2017-01-03,42,48.0,,0.48,20.16
2017-01-04,54,48.0,,0.48,25.919999999999998
2017-01-05,66,48.0,,0.48,31.68
2017-01-06,53,48.0,,0.48,25.439999999999998
2017-01-07,16,48.0,,0.48,7.68
2017-01-08,62,48.0,,0.48,29.759999999999998
2017-01-09,70,48.0,,0.48,33.6
2017-01-10,58,48.0,,0.48,27.84
2017-01-11,64,48.0,,0.48,30.72
2017-01-12,46,48.0,,0.48,22.08
2017-01-13,67,48.0,,0.48,32.16
2017-01-14,27,48.0,,0.48,12.959999999999999
2017-01-15,42,48.0,,0.48,20.16
2017-01-16,38,48.0,,0.48,18.24
2017-01-17,72,48.0,,0.48,34.56
2017-01-18,100,48.0,,0.48,48.0
2017-01-19,88,48.0,,0.48,42.239999999999995
2017-01-20,75,48.0,,0.48,36.0
2017-01-21,56,48.0,,0.48,26.88
2017-01-22,59,48.0,,0.48,28.32
2017-01-23,91,48.0,,0.48,43.68
2017-01-24,69,48.0,,0.48,33.12
2017-01-25,72,48.0,,0.48,34.56
2017-01-26,93,48.0,,0.48,44.64
2017-01-27,83,48.0,,0.48,39.839999999999996
2017-01-28,46,48.0,,0.48,22.08
2017-01-29,62,48.0,,0.48,29.759999999999998
2017-01-30,96,48.0,,0.48,46.08
2017-01-31,99,48.0,,0.48,47.519999999999996
2017-02-01,78,68.0,False,0.68,53.040000000000006
2017-02-02,71,68.0,,0.68,48.28
2017-02-03,63,68.0,,0.68,42.84
2017-02-04,29,68.0,,0.68,19.720000000000002
2017-02-05,36,68.0,,0.68,24.48
2017-02-06,49,68.0,,0.68,33.32
2017-02-07,83,68.0,,0.68,56.440000000000005
2017-02-08,71,68.0,,0.68,48.28
2017-02-09,94,68.0,,0.68,63.92
2017-02-10,63,68.0,,0.68,42.84
2017-02-11,29,68.0,,0.68,19.720000000000002
2017-02-12,37,68.0,,0.68,25.16
2017-02-13,95,68.0,,0.68,64.60000000000001
2017-02-14,94,68.0,,0.68,63.92
2017-02-15,89,68.0,,0.68,60.52
2017-02-16,68,68.0,,0.68,46.24
2017-02-17,96,68.0,,0.68,65.28
2017-02-18,41,68.0,,0.68,27.880000000000003
2017-02-19,25,68.0,,0.68,17.0
2017-02-20,67,68.0,,0.68,45.56
2017-02-21,99,68.0,,0.68,67.32000000000001
2017-02-22,100,68.0,,0.68,68.0
2017-02-23,88,68.0,,0.68,59.84
2017-02-24,48,68.0,,0.68,32.64
2017-02-25,48,68.0,,0.68,32.64
2017-02-26,51,68.0,,0.68,34.68
2017-02-27,88,68.0,,0.68,59.84
2017-02-28,96,68.0,,0.68,65.28
2017-03-01,99,68.0,False,0.68,67.32000000000001
2017-03-02,92,68.0,,0.68,62.56
2017-03-03,58,68.0,,0.68,39.440000000000005
2017-03-04,50,68.0,,0.68,34.0
2017-03-05,61,68.0,,0.68,41.480000000000004
2017-03-06,97,68.0,,0.68,65.96000000000001
2017-03-07,78,68.0,,0.68,53.040000000000006
2017-03-08,94,68.0,,0.68,63.92
2017-03-09,53,68.0,,0.68,36.04
2017-03-10,71,68.0,,0.68,48.28
2017-03-11,25,68.0,,0.68,17.0
2017-03-12,37,68.0,,0.68,25.16
2017-03-13,78,68.0,,0.68,53.040000000000006
2017-03-14,73,68.0,,0.68,49.64
2017-03-15,96,68.0,,0.68,65.28
2017-03-16,79,68.0,,0.68,53.720000000000006
2017-03-17,48,68.0,,0.68,32.64
2017-03-18,53,68.0,,0.68,36.04
2017-03-19,71,68.0,,0.68,48.28
2017-03-20,66,68.0,,0.68,44.88
2017-03-21,72,68.0,,0.68,48.96
2017-03-22,75,68.0,,0.68,51.00000000000001
2017-03-23,82,68.0,,0.68,55.760000000000005
2017-03-24,59,68.0,,0.68,40.120000000000005
2017-03-25,55,68.0,,0.68,37.400000000000006
2017-03-26,61,68.0,,0.68,41.480000000000004
2017-03-27,94,68.0,,0.68,63.92
2017-03-28,88,68.0,,0.68,59.84
2017-03-29,71,68.0,,0.68,48.28
2017-03-30,100,68.0,,0.68,68.0
2017-03-31,85,68.0,,0.68,57.800000000000004
2017-04-01,38,71.0,False,0.71,26.979999999999997
2017-04-02,59,71.0,,0.71,41.89
2017-04-03,71,71.0,,0.71,50.41
2017-04-04,57,71.0,,0.71,40.47
2017-04-05,63,71.0,,0.71,44.73
2017-04-06,75,71.0,,0.71,53.25
2017-04-07,50,71.0,,0.71,35.5
2017-04-08,46,71.0,,0.71,32.66
2017-04-09,51,71.0,,0.71,36.21
2017-04-10,59,71.0,,0.71,41.89
2017-04-11,59,71.0,,0.71,41.89
2017-04-12,100,71.0,,0.71,71.0
2017-04-13,46,71.0,,0.71,32.66
2017-04-14,59,71.0,,0.71,41.89
2017-04-15,41,71.0,,0.71,29.11
2017-04-16,37,71.0,,0.71,26.27
2017-04-17,72,71.0,,0.71,51.12
2017-04-18,68,71.0,,0.71,48.28
2017-04-19,86,71.0,,0.71,61.059999999999995
2017-04-20,78,71.0,,0.71,55.379999999999995
2017-04-21,51,71.0,,0.71,36.21
2017-04-22,36,71.0,,0.71,25.56
2017-04-23,51,71.0,,0.71,36.21
2017-04-24,90,71.0,,0.71,63.9
2017-04-25,98,71.0,,0.71,69.58
2017-04-26,86,71.0,,0.71,61.059999999999995
2017-04-27,95,71.0,,0.71,67.45
2017-04-28,56,71.0,,0.71,39.76
2017-04-29,30,71.0,,0.71,21.299999999999997
2017-04-30,53,71.0,,0.71,37.629999999999995
2017-05-01,70,54.0,False,0.54,37.800000000000004
2017-05-02,52,54.0,,0.54,28.080000000000002
2017-05-03,81,54.0,,0.54,43.74
2017-05-04,69,54.0,,0.54,37.260000000000005
2017-05-05,46,54.0,,0.54,24.840000000000003
2017-05-06,23,54.0,,0.54,12.420000000000002
2017-05-07,32,54.0,,0.54,17.28
2017-05-08,53,54.0,,0.54,28.62
2017-05-09,60,54.0,,0.54,32.400000000000006
2017-05-10,100,54.0,,0.54,54.0
2017-05-11,51,54.0,,0.54,27.540000000000003
2017-05-12,39,54.0,,0.54,21.060000000000002
2017-05-13,34,54.0,,0.54,18.36
2017-05-14,17,54.0,,0.54,9.18
2017-05-15,54,54.0,,0.54,29.160000000000004
2017-05-16,51,54.0,,0.54,27.540000000000003
2017-05-17,40,54.0,,0.54,21.6
2017-05-18,40,54.0,,0.54,21.6
2017-05-19,35,54.0,,0.54,18.900000000000002
2017-05-20,28,54.0,,0.54,15.120000000000001
2017-05-21,21,54.0,,0.54,11.34
2017-05-22,20,54.0,,0.54,10.8
2017-05-23,39,54.0,,0.54,21.060000000000002
2017-05-24,43,54.0,,0.54,23.220000000000002
2017-05-25,40,54.0,,0.54,21.6
2017-05-26,46,54.0,,0.54,24.840000000000003
2017-05-27,29,54.0,,0.54,15.66
2017-05-28,11,54.0,,0.54,5.94
2017-05-29,23,54.0,,0.54,12.420000000000002
2017-05-30,34,54.0,,0.54,18.36
2017-05-31,19,54.0,,0.54,10.260000000000002
2017-06-01,96,40.0,False,0.4,38.400000000000006
2017-06-02,88,40.0,,0.4,35.2
2017-06-03,36,40.0,,0.4,14.4
2017-06-04,75,40.0,,0.4,30.0
2017-06-05,74,40.0,,0.4,29.6
2017-06-06,83,40.0,,0.4,33.2
2017-06-07,84,40.0,,0.4,33.6
2017-06-08,78,40.0,,0.4,31.200000000000003
2017-06-09,58,40.0,,0.4,23.200000000000003
2017-06-10,24,40.0,,0.4,9.600000000000001
2017-06-11,60,40.0,,0.4,24.0
2017-06-12,52,40.0,,0.4,20.8
2017-06-13,54,40.0,,0.4,21.6
2017-06-14,100,40.0,,0.4,40.0
2017-06-15,87,40.0,,0.4,34.800000000000004
2017-06-16,54,40.0,,0.4,21.6
2017-06-17,40,40.0,,0.4,16.0
2017-06-18,64,40.0,,0.4,25.6
2017-06-19,75,40.0,,0.4,30.0
2017-06-20,75,40.0,,0.4,30.0
2017-06-21,78,40.0,,0.4,31.200000000000003
2017-06-22,70,40.0,,0.4,28.0
2017-06-23,70,40.0,,0.4,28.0
2017-06-24,50,40.0,,0.4,20.0
2017-06-25,56,40.0,,0.4,22.400000000000002
2017-06-26,63,40.0,,0.4,25.200000000000003
2017-06-27,88,40.0,,0.4,35.2
2017-06-28,48,40.0,,0.4,19.200000000000003
2017-06-29,84,40.0,,0.4,33.6
2017-06-30,68,40.0,,0.4,27.200000000000003
2017-07-01,40,31.0,False,0.31,12.4
2017-07-02,57,31.0,,0.31,17.669999999999998
2017-07-03,66,31.0,,0.31,20.46
2017-07-04,24,31.0,,0.31,7.4399999999999995
2017-07-05,58,31.0,,0.31,17.98
2017-07-06,82,31.0,,0.31,25.419999999999998
2017-07-07,82,31.0,,0.31,25.419999999999998
2017-07-08,39,31.0,,0.31,12.09
2017-07-09,48,31.0,,0.31,14.879999999999999
2017-07-10,88,31.0,,0.31,27.28
2017-07-11,60,31.0,,0.31,18.6
2017-07-12,66,31.0,,0.31,20.46
2017-07-13,54,31.0,,0.31,16.74
2017-07-14,41,31.0,,0.31,12.709999999999999
2017-07-15,23,31.0,,0.31,7.13
2017-07-16,32,31.0,,0.31,9.92
2017-07-17,20,31.0,,0.31,6.2
2017-07-18,34,31.0,,0.31,10.54
2017-07-19,73,31.0,,0.31,22.63
2017-07-20,80,31.0,,0.31,24.8
2017-07-21,82,31.0,,0.31,25.419999999999998
2017-07-22,16,31.0,,0.31,4.96
2017-07-23,39,31.0,,0.31,12.09
2017-07-24,79,31.0,,0.31,24.49
2017-07-25,100,31.0,,0.31,31.0
2017-07-26,67,31.0,,0.31,20.77
2017-07-27,60,31.0,,0.31,18.6
2017-07-28,60,31.0,,0.31,18.6
2017-07-29,31,31.0,,0.31,9.61
2017-07-30,40,31.0,,0.31,12.4
2017-07-31,67,31.0,,0.31,20.77
2017-08-01,52,32.0,False,0.32,16.64
2017-08-02,55,32.0,,0.32,17.6
2017-08-03,74,32.0,,0.32,23.68
2017-08-04,45,32.0,,0.32,14.4
2017-08-05,33,32.0,,0.32,10.56
2017-08-06,40,32.0,,0.32,12.8
2017-08-07,47,32.0,,0.32,15.040000000000001
2017-08-08,21,32.0,,0.32,6.72
2017-08-09,35,32.0,,0.32,11.200000000000001
2017-08-10,23,32.0,,0.32,7.36
2017-08-11,52,32.0,,0.32,16.64
2017-08-12,23,32.0,,0.32,7.36
2017-08-13,66,32.0,,0.32,21.12
2017-08-14,50,32.0,,0.32,16.0
2017-08-15,55,32.0,,0.32,17.6
2017-08-16,33,32.0,,0.32,10.56
2017-08-17,44,32.0,,0.32,14.08
2017-08-18,39,32.0,,0.32,12.48
2017-08-19,32,32.0,,0.32,10.24
2017-08-20,48,32.0,,0.32,15.36
2017-08-21,44,32.0,,0.32,14.08
2017-08-22,52,32.0,,0.32,16.64
2017-08-23,36,32.0,,0.32,11.52
2017-08-24,73,32.0,,0.32,23.36
2017-08-25,37,32.0,,0.32,11.84
2017-08-26,38,32.0,,0.32,12.16
2017-08-27,18,32.0,,0.32,5.76
2017-08-28,54,32.0,,0.32,17.28
2017-08-29,53,32.0,,0.32,16.96
2017-08-30,100,32.0,,0.32,32.0
2017-08-31,68,32.0,,0.32,21.76
2017-09-01,53,49.0,False,0.49,25.97
2017-09-02,28,49.0,,0.49,13.719999999999999
2017-09-03,23,49.0,,0.49,11.27
2017-09-04,34,49.0,,0.49,16.66
2017-09-05,33,49.0,,0.49,16.169999999999998
2017-09-06,61,49.0,,0.49,29.89
2017-09-07,59,49.0,,0.49,28.91
2017-09-08,61,49.0,,0.49,29.89
2017-09-09,30,49.0,,0.49,14.7
2017-09-10,48,49.0,,0.49,23.52
2017-09-11,44,49.0,,0.49,21.56
2017-09-12,71,49.0,,0.49,34.79
2017-09-13,69,49.0,,0.49,33.81
2017-09-14,83,49.0,,0.49,40.67
2017-09-15,47,49.0,,0.49,23.03
2017-09-16,38,49.0,,0.49,18.62
2017-09-17,30,49.0,,0.49,14.7
2017-09-18,69,49.0,,0.49,33.81
2017-09-19,100,49.0,,0.49,49.0
2017-09-20,76,49.0,,0.49,37.24
2017-09-21,79,49.0,,0.49,38.71
2017-09-22,83,49.0,,0.49,40.67
2017-09-23,64,49.0,,0.49,31.36
2017-09-24,53,49.0,,0.49,25.97
2017-09-25,99,49.0,,0.49,48.51
2017-09-26,72,49.0,,0.49,35.28
2017-09-27,94,49.0,,0.49,46.06
2017-09-28,68,49.0,,0.49,33.32
2017-09-29,64,49.0,,0.49,31.36
2017-09-30,41,49.0,,0.49,20.09
2017-10-01,54,65.0,False,0.65,35.1
2017-10-02,74,65.0,,0.65,48.1
2017-10-03,60,65.0,,0.65,39.0
2017-10-04,68,65.0,,0.65,44.2
2017-10-05,68,65.0,,0.65,44.2
2017-10-06,65,65.0,,0.65,42.25
2017-10-07,40,65.0,,0.65,26.0
2017-10-08,45,65.0,,0.65,29.25
2017-10-09,75,65.0,,0.65,48.75
2017-10-10,100,65.0,,0.65,65.0
2017-10-11,67,65.0,,0.65,43.550000000000004
2017-10-12,60,65.0,,0.65,39.0
2017-10-13,71,65.0,,0.65,46.15
2017-10-14,27,65.0,,0.65,17.55
2017-10-15,49,65.0,,0.65,31.85
2017-10-16,60,65.0,,0.65,39.0
2017-10-17,59,65.0,,0.65,38.35
2017-10-18,95,65.0,,0.65,61.75
2017-10-19,85,65.0,,0.65,55.25
2017-10-20,60,65.0,,0.65,39.0
2017-10-21,36,65.0,,0.65,23.400000000000002
2017-10-22,42,65.0,,0.65,27.3
2017-10-23,78,65.0,,0.65,50.7
2017-10-24,76,65.0,,0.65,49.4
2017-10-25,97,65.0,,0.65,63.050000000000004
2017-10-26,82,65.0,,0.65,53.300000000000004
2017-10-27,61,65.0,,0.65,39.65
2017-10-28,35,65.0,,0.65,22.75
2017-10-29,38,65.0,,0.65,24.7
2017-10-30,62,65.0,,0.65,40.300000000000004
2017-10-31,87,65.0,,0.65,56.550000000000004
2017-11-01,71,62.0,False,0.62,44.02
2017-11-02,90,62.0,,0.62,55.8
2017-11-03,61,62.0,,0.62,37.82
2017-11-04,26,62.0,,0.62,16.12
2017-11-05,56,62.0,,0.62,34.72
2017-11-06,100,62.0,,0.62,62.0
2017-11-07,78,62.0,,0.62,48.36
2017-11-08,86,62.0,,0.62,53.32
2017-11-09,80,62.0,,0.62,49.6
2017-11-10,68,62.0,,0.62,42.16
2017-11-11,51,62.0,,0.62,31.62
2017-11-12,46,62.0,,0.62,28.52
2017-11-13,80,62.0,,0.62,49.6
2017-11-14,96,62.0,,0.62,59.519999999999996
2017-11-15,71,62.0,,0.62,44.02
2017-11-16,96,62.0,,0.62,59.519999999999996
2017-11-17,61,62.0,,0.62,37.82
2017-11-18,36,62.0,,0.62,22.32
2017-11-19,71,62.0,,0.62,44.02
2017-11-20,67,62.0,,0.62,41.54
2017-11-21,61,62.0,,0.62,37.82
2017-11-22,49,62.0,,0.62,30.38
2017-11-23,24,62.0,,0.62,14.879999999999999
2017-11-24,21,62.0,,0.62,13.02
2017-11-25,15,62.0,,0.62,9.3
2017-11-26,44,62.0,,0.62,27.28
2017-11-27,79,62.0,,0.62,48.98
2017-11-28,96,62.0,,0.62,59.519999999999996
2017-11-29,84,62.0,,0.62,52.08
2017-11-30,69,62.0,,0.62,42.78
2017-12-01,62,51.0,False,0.51,31.62
2017-12-02,35,51.0,,0.51,17.85
2017-12-03,37,51.0,,0.51,18.87
2017-12-04,85,51.0,,0.51,43.35
2017-12-05,64,51.0,,0.51,32.64
2017-12-06,65,51.0,,0.51,33.15
2017-12-07,100,51.0,,0.51,51.0
2017-12-08,47,51.0,,0.51,23.97
2017-12-09,31,51.0,,0.51,15.81
2017-12-10,31,51.0,,0.51,15.81
2017-12-11,67,51.0,,0.51,34.17
2017-12-12,85,51.0,,0.51,43.35
2017-12-13,66,51.0,,0.51,33.660000000000004
2017-12-14,44,51.0,,0.51,22.44
2017-12-15,67,51.0,,0.51,34.17
2017-12-16,14,51.0,,0.51,7.140000000000001
2017-12-17,21,51.0,,0.51,10.71
2017-12-18,41,51.0,,0.51,20.91
2017-12-19,45,51.0,,0.51,22.95
2017-12-20,64,51.0,,0.51,32.64
2017-12-21,26,51.0,,0.51,13.26
2017-12-22,40,51.0,,0.51,20.4
2017-12-23,11,51.0,,0.51,5.61
2017-12-24,15,51.0,,0.51,7.65
2017-12-25,4,51.0,,0.51,2.04
2017-12-26,17,51.0,,0.51,8.67
2017-12-27,22,51.0,,0.51,11.22
2017-12-28,35,51.0,,0.51,17.85
2017-12-29,26,51.0,,0.51,13.26
2017-12-30,14,51.0,,0.51,7.140000000000001
2017-12-31,21,51.0,,0.51,10.71
2018-01-01,35,47.0,False,0.47,16.45
2018-01-02,43,47.0,,0.47,20.209999999999997
2018-01-03,38,47.0,,0.47,17.86
2018-01-04,60,47.0,,0.47,28.2
2018-01-05,26,47.0,,0.47,12.219999999999999
2018-01-06,29,47.0,,0.47,13.629999999999999
2018-01-07,24,47.0,,0.47,11.28
2018-01-08,61,47.0,,0.47,28.669999999999998
2018-01-09,57,47.0,,0.47,26.79
2018-01-10,58,47.0,,0.47,27.259999999999998
2018-01-11,58,47.0,,0.47,27.259999999999998
2018-01-12,50,47.0,,0.47,23.5
2018-01-13,34,47.0,,0.47,15.979999999999999
2018-01-14,34,47.0,,0.47,15.979999999999999
2018-01-15,35,47.0,,0.47,16.45
2018-01-16,49,47.0,,0.47,23.029999999999998
2018-01-17,56,47.0,,0.47,26.32
2018-01-18,83,47.0,,0.47,39.01
2018-01-19,58,47.0,,0.47,27.259999999999998
2018-01-20,54,47.0,,0.47,25.38
2018-01-21,47,47.0,,0.47,22.09
2018-01-22,59,47.0,,0.47,27.729999999999997
2018-01-23,81,47.0,,0.47,38.07
2018-01-24,78,47.0,,0.47,36.66
2018-01-25,65,47.0,,0.47,30.549999999999997
2018-01-26,58,47.0,,0.47,27.259999999999998
2018-01-27,34,47.0,,0.47,15.979999999999999
