date,CHARITY_unscaled,CHARITY_monthly,isPartial,scale,CHARITY
2008-11-03,91,70.0,,0.7,63.699999999999996
2008-11-04,79,70.0,,0.7,55.3
2008-11-05,76,70.0,,0.7,53.199999999999996
2008-11-06,68,70.0,,0.7,47.599999999999994
2008-11-07,71,70.0,,0.7,49.699999999999996
2008-11-08,59,70.0,,0.7,41.3
2008-11-09,86,70.0,,0.7,60.199999999999996
2008-11-10,83,70.0,,0.7,58.099999999999994
2008-11-11,100,70.0,,0.7,70.0
2008-11-12,78,70.0,,0.7,54.599999999999994
2008-11-13,87,70.0,,0.7,60.9
2008-11-14,94,70.0,,0.7,65.8
2008-11-15,66,70.0,,0.7,46.199999999999996
2008-11-16,79,70.0,,0.7,55.3
2008-11-17,92,70.0,,0.7,64.39999999999999
2008-11-18,99,70.0,,0.7,69.3
2008-11-19,69,70.0,,0.7,48.3
2008-11-20,84,70.0,,0.7,58.8
2008-11-21,87,70.0,,0.7,60.9
2008-11-22,70,70.0,,0.7,49.0
2008-11-23,76,70.0,,0.7,53.199999999999996
2008-11-24,91,70.0,,0.7,63.699999999999996
2008-11-25,92,70.0,,0.7,64.39999999999999
2008-11-26,84,70.0,,0.7,58.8
2008-11-27,59,70.0,,0.7,41.3
2008-11-28,59,70.0,,0.7,41.3
2008-11-29,65,70.0,,0.7,45.5
2008-11-30,70,70.0,,0.7,49.0
2008-12-01,84,82.0,False,0.82,68.88
2008-12-02,85,82.0,,0.82,69.7
2008-12-03,100,82.0,,0.82,82.0
2008-12-04,87,82.0,,0.82,71.33999999999999
2008-12-05,93,82.0,,0.82,76.25999999999999
2008-12-06,70,82.0,,0.82,57.4
2008-12-07,66,82.0,,0.82,54.12
2008-12-08,93,82.0,,0.82,76.25999999999999
2008-12-09,86,82.0,,0.82,70.52
2008-12-10,79,82.0,,0.82,64.78
2008-12-11,71,82.0,,0.82,58.22
2008-12-12,78,82.0,,0.82,63.959999999999994
2008-12-13,74,82.0,,0.82,60.68
2008-12-14,82,82.0,,0.82,67.24
2008-12-15,82,82.0,,0.82,67.24
2008-12-16,81,82.0,,0.82,66.42
2008-12-17,87,82.0,,0.82,71.33999999999999
2008-12-18,80,82.0,,0.82,65.6
2008-12-19,78,82.0,,0.82,63.959999999999994
2008-12-20,56,82.0,,0.82,45.919999999999995
2008-12-21,70,82.0,,0.82,57.4
2008-12-22,74,82.0,,0.82,60.68
2008-12-23,95,82.0,,0.82,77.89999999999999
2008-12-24,70,82.0,,0.82,57.4
2008-12-25,78,82.0,,0.82,63.959999999999994
2008-12-26,54,82.0,,0.82,44.279999999999994
2008-12-27,61,82.0,,0.82,50.019999999999996
2008-12-28,61,82.0,,0.82,50.019999999999996
2008-12-29,62,82.0,,0.82,50.839999999999996
2008-12-30,59,82.0,,0.82,48.379999999999995
2008-12-31,64,82.0,,0.82,52.48
2009-01-01,78,59.0,False,0.59,46.019999999999996
2009-01-02,100,59.0,,0.59,59.0
2009-01-03,59,59.0,,0.59,34.809999999999995
2009-01-04,56,59.0,,0.59,33.04
2009-01-05,78,59.0,,0.59,46.019999999999996
2009-01-06,72,59.0,,0.59,42.48
2009-01-07,70,59.0,,0.59,41.3
2009-01-08,79,59.0,,0.59,46.61
2009-01-09,65,59.0,,0.59,38.35
2009-01-10,39,59.0,,0.59,23.009999999999998
2009-01-11,60,59.0,,0.59,35.4
2009-01-12,99,59.0,,0.59,58.41
2009-01-13,83,59.0,,0.59,48.97
2009-01-14,75,59.0,,0.59,44.25
2009-01-15,75,59.0,,0.59,44.25
2009-01-16,72,59.0,,0.59,42.48
2009-01-17,47,59.0,,0.59,27.729999999999997
2009-01-18,46,59.0,,0.59,27.139999999999997
2009-01-19,90,59.0,,0.59,53.099999999999994
2009-01-20,75,59.0,,0.59,44.25
2009-01-21,93,59.0,,0.59,54.87
2009-01-22,85,59.0,,0.59,50.15
2009-01-23,67,59.0,,0.59,39.53
2009-01-24,58,59.0,,0.59,34.22
2009-01-25,81,59.0,,0.59,47.79
2009-01-26,92,59.0,,0.59,54.279999999999994
2009-01-27,72,59.0,,0.59,42.48
2009-01-28,83,59.0,,0.59,48.97
2009-01-29,79,59.0,,0.59,46.61
2009-01-30,65,59.0,,0.59,38.35
2009-01-31,69,59.0,,0.59,40.71
2009-02-01,65,64.0,False,0.64,41.6
2009-02-02,76,64.0,,0.64,48.64
2009-02-03,89,64.0,,0.64,56.96
2009-02-04,81,64.0,,0.64,51.84
2009-02-05,86,64.0,,0.64,55.04
2009-02-06,79,64.0,,0.64,50.56
2009-02-07,62,64.0,,0.64,39.68
2009-02-08,82,64.0,,0.64,52.480000000000004
2009-02-09,93,64.0,,0.64,59.52
2009-02-10,100,64.0,,0.64,64.0
2009-02-11,75,64.0,,0.64,48.0
2009-02-12,90,64.0,,0.64,57.6
2009-02-13,70,64.0,,0.64,44.800000000000004
2009-02-14,71,64.0,,0.64,45.44
2009-02-15,72,64.0,,0.64,46.08
2009-02-16,81,64.0,,0.64,51.84
2009-02-17,91,64.0,,0.64,58.24
2009-02-18,77,64.0,,0.64,49.28
2009-02-19,83,64.0,,0.64,53.120000000000005
2009-02-20,66,64.0,,0.64,42.24
2009-02-21,80,64.0,,0.64,51.2
2009-02-22,81,64.0,,0.64,51.84
2009-02-23,91,64.0,,0.64,58.24
2009-02-24,78,64.0,,0.64,49.92
2009-02-25,83,64.0,,0.64,53.120000000000005
2009-02-26,78,64.0,,0.64,49.92
2009-02-27,73,64.0,,0.64,46.72
2009-02-28,78,64.0,,0.64,49.92
2009-03-01,53,62.0,False,0.62,32.86
2009-03-02,91,62.0,,0.62,56.42
2009-03-03,67,62.0,,0.62,41.54
2009-03-04,94,62.0,,0.62,58.28
2009-03-05,78,62.0,,0.62,48.36
2009-03-06,69,62.0,,0.62,42.78
2009-03-07,53,62.0,,0.62,32.86
2009-03-08,88,62.0,,0.62,54.56
2009-03-09,56,62.0,,0.62,34.72
2009-03-10,80,62.0,,0.62,49.6
2009-03-11,89,62.0,,0.62,55.18
2009-03-12,76,62.0,,0.62,47.12
2009-03-13,70,62.0,,0.62,43.4
2009-03-14,60,62.0,,0.62,37.2
2009-03-15,64,62.0,,0.62,39.68
2009-03-16,76,62.0,,0.62,47.12
2009-03-17,62,62.0,,0.62,38.44
2009-03-18,65,62.0,,0.62,40.3
2009-03-19,61,62.0,,0.62,37.82
2009-03-20,59,62.0,,0.62,36.58
2009-03-21,57,62.0,,0.62,35.339999999999996
2009-03-22,56,62.0,,0.62,34.72
2009-03-23,100,62.0,,0.62,62.0
2009-03-24,77,62.0,,0.62,47.74
2009-03-25,62,62.0,,0.62,38.44
2009-03-26,80,62.0,,0.62,49.6
2009-03-27,51,62.0,,0.62,31.62
2009-03-28,52,62.0,,0.62,32.24
2009-03-29,72,62.0,,0.62,44.64
2009-03-30,62,62.0,,0.62,38.44
2009-03-31,68,62.0,,0.62,42.16
2009-04-01,64,64.0,False,0.64,40.96
2009-04-02,60,64.0,,0.64,38.4
2009-04-03,72,64.0,,0.64,46.08
2009-04-04,47,64.0,,0.64,30.080000000000002
2009-04-05,69,64.0,,0.64,44.160000000000004
2009-04-06,76,64.0,,0.64,48.64
2009-04-07,73,64.0,,0.64,46.72
2009-04-08,83,64.0,,0.64,53.120000000000005
2009-04-09,47,64.0,,0.64,30.080000000000002
2009-04-10,57,64.0,,0.64,36.480000000000004
2009-04-11,56,64.0,,0.64,35.84
2009-04-12,100,64.0,,0.64,64.0
2009-04-13,77,64.0,,0.64,49.28
2009-04-14,91,64.0,,0.64,58.24
2009-04-15,88,64.0,,0.64,56.32
2009-04-16,80,64.0,,0.64,51.2
2009-04-17,55,64.0,,0.64,35.2
2009-04-18,71,64.0,,0.64,45.44
2009-04-19,49,64.0,,0.64,31.36
2009-04-20,81,64.0,,0.64,51.84
2009-04-21,81,64.0,,0.64,51.84
2009-04-22,81,64.0,,0.64,51.84
2009-04-23,74,64.0,,0.64,47.36
2009-04-24,66,64.0,,0.64,42.24
2009-04-25,55,64.0,,0.64,35.2
2009-04-26,35,64.0,,0.64,22.400000000000002
2009-04-27,70,64.0,,0.64,44.800000000000004
2009-04-28,71,64.0,,0.64,45.44
2009-04-29,86,64.0,,0.64,55.04
2009-04-30,58,64.0,,0.64,37.12
2009-05-01,72,62.0,False,0.62,44.64
2009-05-02,81,62.0,,0.62,50.22
2009-05-03,53,62.0,,0.62,32.86
2009-05-04,85,62.0,,0.62,52.7
2009-05-05,75,62.0,,0.62,46.5
2009-05-06,92,62.0,,0.62,57.04
2009-05-07,82,62.0,,0.62,50.839999999999996
2009-05-08,70,62.0,,0.62,43.4
2009-05-09,67,62.0,,0.62,41.54
2009-05-10,64,62.0,,0.62,39.68
2009-05-11,96,62.0,,0.62,59.519999999999996
2009-05-12,88,62.0,,0.62,54.56
2009-05-13,92,62.0,,0.62,57.04
2009-05-14,93,62.0,,0.62,57.66
2009-05-15,77,62.0,,0.62,47.74
2009-05-16,81,62.0,,0.62,50.22
2009-05-17,73,62.0,,0.62,45.26
2009-05-18,100,62.0,,0.62,62.0
2009-05-19,84,62.0,,0.62,52.08
2009-05-20,84,62.0,,0.62,52.08
2009-05-21,66,62.0,,0.62,40.92
2009-05-22,85,62.0,,0.62,52.7
2009-05-23,55,62.0,,0.62,34.1
2009-05-24,71,62.0,,0.62,44.02
2009-05-25,72,62.0,,0.62,44.64
2009-05-26,82,62.0,,0.62,50.839999999999996
2009-05-27,83,62.0,,0.62,51.46
2009-05-28,61,62.0,,0.62,37.82
2009-05-29,87,62.0,,0.62,53.94
2009-05-30,55,62.0,,0.62,34.1
2009-05-31,45,62.0,,0.62,27.9
2009-06-01,85,59.0,False,0.59,50.15
2009-06-02,64,59.0,,0.59,37.76
2009-06-03,93,59.0,,0.59,54.87
2009-06-04,74,59.0,,0.59,43.66
2009-06-05,61,59.0,,0.59,35.989999999999995
2009-06-06,47,59.0,,0.59,27.729999999999997
2009-06-07,66,59.0,,0.59,38.94
2009-06-08,78,59.0,,0.59,46.019999999999996
2009-06-09,86,59.0,,0.59,50.739999999999995
2009-06-10,73,59.0,,0.59,43.07
2009-06-11,46,59.0,,0.59,27.139999999999997
2009-06-12,68,59.0,,0.59,40.12
2009-06-13,47,59.0,,0.59,27.729999999999997
2009-06-14,51,59.0,,0.59,30.09
2009-06-15,90,59.0,,0.59,53.099999999999994
2009-06-16,100,59.0,,0.59,59.0
2009-06-17,93,59.0,,0.59,54.87
2009-06-18,62,59.0,,0.59,36.58
2009-06-19,82,59.0,,0.59,48.379999999999995
2009-06-20,67,59.0,,0.59,39.53
2009-06-21,79,59.0,,0.59,46.61
2009-06-22,78,59.0,,0.59,46.019999999999996
2009-06-23,72,59.0,,0.59,42.48
2009-06-24,65,59.0,,0.59,38.35
2009-06-25,62,59.0,,0.59,36.58
2009-06-26,74,59.0,,0.59,43.66
2009-06-27,47,59.0,,0.59,27.729999999999997
2009-06-28,70,59.0,,0.59,41.3
2009-06-29,75,59.0,,0.59,44.25
2009-06-30,51,59.0,,0.59,30.09
2009-07-01,74,60.0,False,0.6,44.4
2009-07-02,72,60.0,,0.6,43.199999999999996
2009-07-03,47,60.0,,0.6,28.2
2009-07-04,66,60.0,,0.6,39.6
2009-07-05,53,60.0,,0.6,31.799999999999997
2009-07-06,67,60.0,,0.6,40.199999999999996
2009-07-07,100,60.0,,0.6,60.0
2009-07-08,85,60.0,,0.6,51.0
2009-07-09,91,60.0,,0.6,54.6
2009-07-10,81,60.0,,0.6,48.6
2009-07-11,66,60.0,,0.6,39.6
2009-07-12,64,60.0,,0.6,38.4
2009-07-13,74,60.0,,0.6,44.4
2009-07-14,77,60.0,,0.6,46.199999999999996
2009-07-15,86,60.0,,0.6,51.6
2009-07-16,72,60.0,,0.6,43.199999999999996
2009-07-17,71,60.0,,0.6,42.6
2009-07-18,39,60.0,,0.6,23.4
2009-07-19,70,60.0,,0.6,42.0
2009-07-20,90,60.0,,0.6,54.0
2009-07-21,76,60.0,,0.6,45.6
2009-07-22,75,60.0,,0.6,45.0
2009-07-23,74,60.0,,0.6,44.4
2009-07-24,72,60.0,,0.6,43.199999999999996
2009-07-25,84,60.0,,0.6,50.4
2009-07-26,64,60.0,,0.6,38.4
2009-07-27,84,60.0,,0.6,50.4
2009-07-28,74,60.0,,0.6,44.4
2009-07-29,68,60.0,,0.6,40.8
2009-07-30,66,60.0,,0.6,39.6
2009-07-31,72,60.0,,0.6,43.199999999999996
2009-08-01,75,58.0,False,0.58,43.5
2009-08-02,59,58.0,,0.58,34.22
2009-08-03,80,58.0,,0.58,46.4
2009-08-04,84,58.0,,0.58,48.72
2009-08-05,100,58.0,,0.58,57.99999999999999
2009-08-06,76,58.0,,0.58,44.08
2009-08-07,87,58.0,,0.58,50.459999999999994
2009-08-08,68,58.0,,0.58,39.44
2009-08-09,90,58.0,,0.58,52.199999999999996
2009-08-10,93,58.0,,0.58,53.94
2009-08-11,77,58.0,,0.58,44.66
2009-08-12,83,58.0,,0.58,48.13999999999999
2009-08-13,86,58.0,,0.58,49.879999999999995
2009-08-14,87,58.0,,0.58,50.459999999999994
2009-08-15,66,58.0,,0.58,38.279999999999994
2009-08-16,89,58.0,,0.58,51.62
2009-08-17,84,58.0,,0.58,48.72
2009-08-18,93,58.0,,0.58,53.94
2009-08-19,93,58.0,,0.58,53.94
2009-08-20,98,58.0,,0.58,56.839999999999996
2009-08-21,83,58.0,,0.58,48.13999999999999
2009-08-22,65,58.0,,0.58,37.699999999999996
2009-08-23,75,58.0,,0.58,43.5
2009-08-24,68,58.0,,0.58,39.44
2009-08-25,90,58.0,,0.58,52.199999999999996
2009-08-26,93,58.0,,0.58,53.94
2009-08-27,90,58.0,,0.58,52.199999999999996
2009-08-28,78,58.0,,0.58,45.239999999999995
2009-08-29,70,58.0,,0.58,40.599999999999994
2009-08-30,50,58.0,,0.58,28.999999999999996
2009-08-31,96,58.0,,0.58,55.67999999999999
2009-09-01,85,64.0,False,0.64,54.4
2009-09-02,84,64.0,,0.64,53.76
2009-09-03,88,64.0,,0.64,56.32
2009-09-04,75,64.0,,0.64,48.0
2009-09-05,62,64.0,,0.64,39.68
2009-09-06,43,64.0,,0.64,27.52
2009-09-07,82,64.0,,0.64,52.480000000000004
2009-09-08,82,64.0,,0.64,52.480000000000004
2009-09-09,81,64.0,,0.64,51.84
2009-09-10,67,64.0,,0.64,42.88
2009-09-11,71,64.0,,0.64,45.44
2009-09-12,63,64.0,,0.64,40.32
2009-09-13,47,64.0,,0.64,30.080000000000002
2009-09-14,66,64.0,,0.64,42.24
2009-09-15,95,64.0,,0.64,60.800000000000004
2009-09-16,79,64.0,,0.64,50.56
2009-09-17,89,64.0,,0.64,56.96
2009-09-18,69,64.0,,0.64,44.160000000000004
2009-09-19,59,64.0,,0.64,37.76
2009-09-20,68,64.0,,0.64,43.52
2009-09-21,89,64.0,,0.64,56.96
2009-09-22,89,64.0,,0.64,56.96
2009-09-23,84,64.0,,0.64,53.76
2009-09-24,100,64.0,,0.64,64.0
2009-09-25,84,64.0,,0.64,53.76
2009-09-26,53,64.0,,0.64,33.92
2009-09-27,70,64.0,,0.64,44.800000000000004
2009-09-28,100,64.0,,0.64,64.0
2009-09-29,81,64.0,,0.64,51.84
2009-09-30,86,64.0,,0.64,55.04
2009-10-01,79,68.0,False,0.68,53.720000000000006
2009-10-02,90,68.0,,0.68,61.2
2009-10-03,41,68.0,,0.68,27.880000000000003
2009-10-04,75,68.0,,0.68,51.00000000000001
2009-10-05,85,68.0,,0.68,57.800000000000004
2009-10-06,92,68.0,,0.68,62.56
2009-10-07,92,68.0,,0.68,62.56
2009-10-08,79,68.0,,0.68,53.720000000000006
2009-10-09,63,68.0,,0.68,42.84
2009-10-10,59,68.0,,0.68,40.120000000000005
2009-10-11,56,68.0,,0.68,38.080000000000005
2009-10-12,100,68.0,,0.68,68.0
2009-10-13,87,68.0,,0.68,59.160000000000004
2009-10-14,83,68.0,,0.68,56.440000000000005
2009-10-15,93,68.0,,0.68,63.24
2009-10-16,74,68.0,,0.68,50.32
2009-10-17,57,68.0,,0.68,38.760000000000005
2009-10-18,62,68.0,,0.68,42.160000000000004
2009-10-19,74,68.0,,0.68,50.32
2009-10-20,88,68.0,,0.68,59.84
2009-10-21,86,68.0,,0.68,58.480000000000004
2009-10-22,100,68.0,,0.68,68.0
2009-10-23,77,68.0,,0.68,52.36000000000001
2009-10-24,60,68.0,,0.68,40.800000000000004
2009-10-25,62,68.0,,0.68,42.160000000000004
2009-10-26,88,68.0,,0.68,59.84
2009-10-27,84,68.0,,0.68,57.120000000000005
2009-10-28,78,68.0,,0.68,53.040000000000006
2009-10-29,69,68.0,,0.68,46.92
2009-10-30,65,68.0,,0.68,44.2
2009-10-31,57,68.0,,0.68,38.760000000000005
2009-11-01,78,71.0,False,0.71,55.379999999999995
2009-11-02,81,71.0,,0.71,57.51
2009-11-03,78,71.0,,0.71,55.379999999999995
2009-11-04,100,71.0,,0.71,71.0
2009-11-05,86,71.0,,0.71,61.059999999999995
2009-11-06,86,71.0,,0.71,61.059999999999995
2009-11-07,55,71.0,,0.71,39.05
2009-11-08,67,71.0,,0.71,47.57
2009-11-09,88,71.0,,0.71,62.48
2009-11-10,90,71.0,,0.71,63.9
2009-11-11,93,71.0,,0.71,66.03
2009-11-12,85,71.0,,0.71,60.349999999999994
2009-11-13,75,71.0,,0.71,53.25
2009-11-14,61,71.0,,0.71,43.309999999999995
2009-11-15,70,71.0,,0.71,49.699999999999996
2009-11-16,89,71.0,,0.71,63.19
2009-11-17,88,71.0,,0.71,62.48
2009-11-18,98,71.0,,0.71,69.58
2009-11-19,83,71.0,,0.71,58.93
2009-11-20,79,71.0,,0.71,56.089999999999996
2009-11-21,58,71.0,,0.71,41.18
2009-11-22,70,71.0,,0.71,49.699999999999996
2009-11-23,83,71.0,,0.71,58.93
2009-11-24,68,71.0,,0.71,48.28
2009-11-25,64,71.0,,0.71,45.44
2009-11-26,66,71.0,,0.71,46.86
2009-11-27,62,71.0,,0.71,44.019999999999996
2009-11-28,53,71.0,,0.71,37.629999999999995
2009-11-29,69,71.0,,0.71,48.989999999999995
2009-11-30,87,71.0,,0.71,61.769999999999996
2009-12-01,78,74.0,False,0.74,57.72
2009-12-02,70,74.0,,0.74,51.8
2009-12-03,91,74.0,,0.74,67.34
2009-12-04,87,74.0,,0.74,64.38
2009-12-05,82,74.0,,0.74,60.68
2009-12-06,59,74.0,,0.74,43.66
2009-12-07,92,74.0,,0.74,68.08
2009-12-08,100,74.0,,0.74,74.0
2009-12-09,79,74.0,,0.74,58.46
2009-12-10,68,74.0,,0.74,50.32
2009-12-11,54,74.0,,0.74,39.96
2009-12-12,67,74.0,,0.74,49.58
2009-12-13,59,74.0,,0.74,43.66
2009-12-14,79,74.0,,0.74,58.46
2009-12-15,60,74.0,,0.74,44.4
2009-12-16,73,74.0,,0.74,54.019999999999996
2009-12-17,85,74.0,,0.74,62.9
2009-12-18,73,74.0,,0.74,54.019999999999996
2009-12-19,70,74.0,,0.74,51.8
2009-12-20,57,74.0,,0.74,42.18
2009-12-21,58,74.0,,0.74,42.92
2009-12-22,58,74.0,,0.74,42.92
2009-12-23,50,74.0,,0.74,37.0
2009-12-24,54,74.0,,0.74,39.96
2009-12-25,19,74.0,,0.74,14.06
2009-12-26,52,74.0,,0.74,38.48
2009-12-27,51,74.0,,0.74,37.74
2009-12-28,64,74.0,,0.74,47.36
2009-12-29,53,74.0,,0.74,39.22
2009-12-30,74,74.0,,0.74,54.76
2009-12-31,69,74.0,,0.74,51.06
2010-01-01,37,78.0,False,0.78,28.86
2010-01-02,34,78.0,,0.78,26.52
2010-01-03,37,78.0,,0.78,28.86
2010-01-04,45,78.0,,0.78,35.1
2010-01-05,44,78.0,,0.78,34.32
2010-01-06,37,78.0,,0.78,28.86
2010-01-07,32,78.0,,0.78,24.96
2010-01-08,45,78.0,,0.78,35.1
2010-01-09,30,78.0,,0.78,23.400000000000002
2010-01-10,33,78.0,,0.78,25.740000000000002
2010-01-11,45,78.0,,0.78,35.1
2010-01-12,49,78.0,,0.78,38.22
2010-01-13,63,78.0,,0.78,49.14
2010-01-14,91,78.0,,0.78,70.98
2010-01-15,100,78.0,,0.78,78.0
2010-01-16,87,78.0,,0.78,67.86
2010-01-17,70,78.0,,0.78,54.6
2010-01-18,73,78.0,,0.78,56.940000000000005
2010-01-19,77,78.0,,0.78,60.06
2010-01-20,77,78.0,,0.78,60.06
2010-01-21,65,78.0,,0.78,50.7
2010-01-22,72,78.0,,0.78,56.160000000000004
2010-01-23,64,78.0,,0.78,49.92
2010-01-24,51,78.0,,0.78,39.78
2010-01-25,58,78.0,,0.78,45.24
2010-01-26,62,78.0,,0.78,48.36
2010-01-27,56,78.0,,0.78,43.68
2010-01-28,65,78.0,,0.78,50.7
2010-01-29,58,78.0,,0.78,45.24
2010-01-30,44,78.0,,0.78,34.32
2010-01-31,55,78.0,,0.78,42.9
2010-02-01,85,66.0,False,0.66,56.1
2010-02-02,74,66.0,,0.66,48.84
2010-02-03,86,66.0,,0.66,56.760000000000005
2010-02-04,81,66.0,,0.66,53.46
2010-02-05,76,66.0,,0.66,50.160000000000004
2010-02-06,58,66.0,,0.66,38.28
2010-02-07,78,66.0,,0.66,51.480000000000004
2010-02-08,78,66.0,,0.66,51.480000000000004
2010-02-09,77,66.0,,0.66,50.82
2010-02-10,77,66.0,,0.66,50.82
2010-02-11,75,66.0,,0.66,49.5
2010-02-12,55,66.0,,0.66,36.300000000000004
2010-02-13,44,66.0,,0.66,29.040000000000003
2010-02-14,55,66.0,,0.66,36.300000000000004
2010-02-15,66,66.0,,0.66,43.56
2010-02-16,75,66.0,,0.66,49.5
2010-02-17,73,66.0,,0.66,48.18
2010-02-18,73,66.0,,0.66,48.18
2010-02-19,64,66.0,,0.66,42.24
2010-02-20,65,66.0,,0.66,42.9
2010-02-21,57,66.0,,0.66,37.620000000000005
2010-02-22,65,66.0,,0.66,42.9
2010-02-23,100,66.0,,0.66,66.0
2010-02-24,75,66.0,,0.66,49.5
2010-02-25,77,66.0,,0.66,50.82
2010-02-26,57,66.0,,0.66,37.620000000000005
2010-02-27,52,66.0,,0.66,34.32
2010-02-28,64,66.0,,0.66,42.24
2010-03-01,74,65.0,False,0.65,48.1
2010-03-02,86,65.0,,0.65,55.9
2010-03-03,89,65.0,,0.65,57.85
2010-03-04,91,65.0,,0.65,59.15
2010-03-05,73,65.0,,0.65,47.45
2010-03-06,58,65.0,,0.65,37.7
2010-03-07,54,65.0,,0.65,35.1
2010-03-08,75,65.0,,0.65,48.75
2010-03-09,91,65.0,,0.65,59.15
2010-03-10,69,65.0,,0.65,44.85
2010-03-11,77,65.0,,0.65,50.050000000000004
2010-03-12,81,65.0,,0.65,52.65
2010-03-13,63,65.0,,0.65,40.95
2010-03-14,60,65.0,,0.65,39.0
2010-03-15,95,65.0,,0.65,61.75
2010-03-16,72,65.0,,0.65,46.800000000000004
2010-03-17,80,65.0,,0.65,52.0
2010-03-18,80,65.0,,0.65,52.0
2010-03-19,86,65.0,,0.65,55.9
2010-03-20,71,65.0,,0.65,46.15
2010-03-21,90,65.0,,0.65,58.5
2010-03-22,85,65.0,,0.65,55.25
2010-03-23,77,65.0,,0.65,50.050000000000004
2010-03-24,95,65.0,,0.65,61.75
2010-03-25,67,65.0,,0.65,43.550000000000004
2010-03-26,76,65.0,,0.65,49.4
2010-03-27,63,65.0,,0.65,40.95
2010-03-28,74,65.0,,0.65,48.1
2010-03-29,82,65.0,,0.65,53.300000000000004
2010-03-30,100,65.0,,0.65,65.0
2010-03-31,82,65.0,,0.65,53.300000000000004
2010-04-01,59,68.0,False,0.68,40.120000000000005
2010-04-02,71,68.0,,0.68,48.28
2010-04-03,64,68.0,,0.68,43.52
2010-04-04,66,68.0,,0.68,44.88
2010-04-05,56,68.0,,0.68,38.080000000000005
2010-04-06,69,68.0,,0.68,46.92
2010-04-07,79,68.0,,0.68,53.720000000000006
2010-04-08,70,68.0,,0.68,47.6
2010-04-09,71,68.0,,0.68,48.28
2010-04-10,51,68.0,,0.68,34.68
2010-04-11,55,68.0,,0.68,37.400000000000006
2010-04-12,85,68.0,,0.68,57.800000000000004
2010-04-13,66,68.0,,0.68,44.88
2010-04-14,84,68.0,,0.68,57.120000000000005
2010-04-15,75,68.0,,0.68,51.00000000000001
2010-04-16,100,68.0,,0.68,68.0
2010-04-17,57,68.0,,0.68,38.760000000000005
2010-04-18,66,68.0,,0.68,44.88
2010-04-19,73,68.0,,0.68,49.64
2010-04-20,92,68.0,,0.68,62.56
2010-04-21,71,68.0,,0.68,48.28
2010-04-22,73,68.0,,0.68,49.64
2010-04-23,62,68.0,,0.68,42.160000000000004
2010-04-24,51,68.0,,0.68,34.68
2010-04-25,36,68.0,,0.68,24.48
2010-04-26,96,68.0,,0.68,65.28
2010-04-27,62,68.0,,0.68,42.160000000000004
2010-04-28,62,68.0,,0.68,42.160000000000004
2010-04-29,69,68.0,,0.68,46.92
2010-04-30,76,68.0,,0.68,51.68000000000001
2010-05-01,58,64.0,False,0.64,37.12
2010-05-02,61,64.0,,0.64,39.04
2010-05-03,84,64.0,,0.64,53.76
2010-05-04,70,64.0,,0.64,44.800000000000004
2010-05-05,63,64.0,,0.64,40.32
2010-05-06,76,64.0,,0.64,48.64
2010-05-07,70,64.0,,0.64,44.800000000000004
2010-05-08,75,64.0,,0.64,48.0
2010-05-09,77,64.0,,0.64,49.28
2010-05-10,80,64.0,,0.64,51.2
2010-05-11,89,64.0,,0.64,56.96
2010-05-12,84,64.0,,0.64,53.76
2010-05-13,94,64.0,,0.64,60.160000000000004
2010-05-14,71,64.0,,0.64,45.44
2010-05-15,71,64.0,,0.64,45.44
2010-05-16,50,64.0,,0.64,32.0
2010-05-17,100,64.0,,0.64,64.0
2010-05-18,65,64.0,,0.64,41.6
2010-05-19,82,64.0,,0.64,52.480000000000004
2010-05-20,67,64.0,,0.64,42.88
2010-05-21,80,64.0,,0.64,51.2
2010-05-22,52,64.0,,0.64,33.28
2010-05-23,56,64.0,,0.64,35.84
2010-05-24,60,64.0,,0.64,38.4
2010-05-25,73,64.0,,0.64,46.72
2010-05-26,42,64.0,,0.64,26.88
2010-05-27,89,64.0,,0.64,56.96
2010-05-28,78,64.0,,0.64,49.92
2010-05-29,51,64.0,,0.64,32.64
2010-05-30,47,64.0,,0.64,30.080000000000002
2010-05-31,43,64.0,,0.64,27.52
2010-06-01,72,57.0,False,0.57,41.04
2010-06-02,100,57.0,,0.57,56.99999999999999
2010-06-03,82,57.0,,0.57,46.739999999999995
2010-06-04,74,57.0,,0.57,42.18
2010-06-05,54,57.0,,0.57,30.779999999999998
2010-06-06,63,57.0,,0.57,35.91
2010-06-07,85,57.0,,0.57,48.449999999999996
2010-06-08,70,57.0,,0.57,39.9
2010-06-09,84,57.0,,0.57,47.879999999999995
2010-06-10,84,57.0,,0.57,47.879999999999995
2010-06-11,78,57.0,,0.57,44.459999999999994
2010-06-12,60,57.0,,0.57,34.199999999999996
2010-06-13,82,57.0,,0.57,46.739999999999995
2010-06-14,78,57.0,,0.57,44.459999999999994
2010-06-15,68,57.0,,0.57,38.76
2010-06-16,91,57.0,,0.57,51.87
2010-06-17,77,57.0,,0.57,43.88999999999999
2010-06-18,81,57.0,,0.57,46.169999999999995
2010-06-19,81,57.0,,0.57,46.169999999999995
2010-06-20,79,57.0,,0.57,45.029999999999994
2010-06-21,77,57.0,,0.57,43.88999999999999
2010-06-22,78,57.0,,0.57,44.459999999999994
2010-06-23,86,57.0,,0.57,49.019999999999996
2010-06-24,57,57.0,,0.57,32.489999999999995
2010-06-25,74,57.0,,0.57,42.18
2010-06-26,49,57.0,,0.57,27.929999999999996
