date,most profitable_unscaled,most profitable_monthly,isPartial,scale,most profitable
2016-06-04,59,59.0,,0.59,34.809999999999995
2016-06-05,51,59.0,,0.59,30.09
2016-06-06,43,59.0,,0.59,25.369999999999997
2016-06-07,33,59.0,,0.59,19.47
2016-06-08,44,59.0,,0.59,25.959999999999997
2016-06-09,84,59.0,,0.59,49.559999999999995
2016-06-10,35,59.0,,0.59,20.65
2016-06-11,59,59.0,,0.59,34.809999999999995
2016-06-12,78,59.0,,0.59,46.019999999999996
2016-06-13,82,59.0,,0.59,48.379999999999995
2016-06-14,38,59.0,,0.59,22.419999999999998
2016-06-15,83,59.0,,0.59,48.97
2016-06-16,39,59.0,,0.59,23.009999999999998
2016-06-17,51,59.0,,0.59,30.09
2016-06-18,81,59.0,,0.59,47.79
2016-06-19,75,59.0,,0.59,44.25
2016-06-20,100,59.0,,0.59,59.0
2016-06-21,72,59.0,,0.59,42.48
2016-06-22,50,59.0,,0.59,29.5
2016-06-23,56,59.0,,0.59,33.04
2016-06-24,34,59.0,,0.59,20.06
2016-06-25,74,59.0,,0.59,43.66
2016-06-26,67,59.0,,0.59,39.53
2016-06-27,83,59.0,,0.59,48.97
2016-06-28,33,59.0,,0.59,19.47
2016-06-29,56,59.0,,0.59,33.04
2016-06-30,46,59.0,,0.59,27.139999999999997
2016-07-01,54,58.0,False,0.58,31.319999999999997
2016-07-02,78,58.0,,0.58,45.239999999999995
2016-07-03,48,58.0,,0.58,27.839999999999996
2016-07-04,100,58.0,,0.58,57.99999999999999
2016-07-05,54,58.0,,0.58,31.319999999999997
2016-07-06,52,58.0,,0.58,30.159999999999997
2016-07-07,52,58.0,,0.58,30.159999999999997
2016-07-08,67,58.0,,0.58,38.86
2016-07-09,38,58.0,,0.58,22.04
2016-07-10,92,58.0,,0.58,53.36
2016-07-11,66,58.0,,0.58,38.279999999999994
2016-07-12,53,58.0,,0.58,30.74
2016-07-13,74,58.0,,0.58,42.919999999999995
2016-07-14,76,58.0,,0.58,44.08
2016-07-15,41,58.0,,0.58,23.779999999999998
2016-07-16,62,58.0,,0.58,35.96
2016-07-17,62,58.0,,0.58,35.96
2016-07-18,52,58.0,,0.58,30.159999999999997
2016-07-19,97,58.0,,0.58,56.26
2016-07-20,60,58.0,,0.58,34.8
2016-07-21,73,58.0,,0.58,42.339999999999996
2016-07-22,74,58.0,,0.58,42.919999999999995
2016-07-23,46,58.0,,0.58,26.68
2016-07-24,62,58.0,,0.58,35.96
2016-07-25,45,58.0,,0.58,26.099999999999998
2016-07-26,65,58.0,,0.58,37.699999999999996
2016-07-27,52,58.0,,0.58,30.159999999999997
2016-07-28,65,58.0,,0.58,37.699999999999996
2016-07-29,79,58.0,,0.58,45.82
2016-07-30,91,58.0,,0.58,52.779999999999994
2016-07-31,75,58.0,,0.58,43.5
2016-08-01,70,55.0,False,0.55,38.5
2016-08-02,58,55.0,,0.55,31.900000000000002
2016-08-03,46,55.0,,0.55,25.3
2016-08-04,86,55.0,,0.55,47.300000000000004
2016-08-05,55,55.0,,0.55,30.250000000000004
2016-08-06,40,55.0,,0.55,22.0
2016-08-07,40,55.0,,0.55,22.0
2016-08-08,73,55.0,,0.55,40.150000000000006
2016-08-09,66,55.0,,0.55,36.300000000000004
2016-08-10,47,55.0,,0.55,25.85
2016-08-11,35,55.0,,0.55,19.25
2016-08-12,63,55.0,,0.55,34.650000000000006
2016-08-13,71,55.0,,0.55,39.050000000000004
2016-08-14,72,55.0,,0.55,39.6
2016-08-15,54,55.0,,0.55,29.700000000000003
2016-08-16,82,55.0,,0.55,45.1
2016-08-17,76,55.0,,0.55,41.800000000000004
2016-08-18,50,55.0,,0.55,27.500000000000004
2016-08-19,57,55.0,,0.55,31.35
2016-08-20,41,55.0,,0.55,22.55
2016-08-21,40,55.0,,0.55,22.0
2016-08-22,75,55.0,,0.55,41.25
2016-08-23,75,55.0,,0.55,41.25
2016-08-24,66,55.0,,0.55,36.300000000000004
2016-08-25,70,55.0,,0.55,38.5
2016-08-26,19,55.0,,0.55,10.450000000000001
2016-08-27,83,55.0,,0.55,45.650000000000006
2016-08-28,90,55.0,,0.55,49.50000000000001
2016-08-29,50,55.0,,0.55,27.500000000000004
2016-08-30,100,55.0,,0.55,55.00000000000001
2016-08-31,68,55.0,,0.55,37.400000000000006
2016-09-01,71,61.0,False,0.61,43.31
2016-09-02,73,61.0,,0.61,44.53
2016-09-03,46,61.0,,0.61,28.06
2016-09-04,63,61.0,,0.61,38.43
2016-09-05,58,61.0,,0.61,35.38
2016-09-06,69,61.0,,0.61,42.089999999999996
2016-09-07,94,61.0,,0.61,57.339999999999996
2016-09-08,89,61.0,,0.61,54.29
2016-09-09,52,61.0,,0.61,31.72
2016-09-10,45,61.0,,0.61,27.45
2016-09-11,65,61.0,,0.61,39.65
2016-09-12,75,61.0,,0.61,45.75
2016-09-13,99,61.0,,0.61,60.39
2016-09-14,88,61.0,,0.61,53.68
2016-09-15,57,61.0,,0.61,34.769999999999996
2016-09-16,58,61.0,,0.61,35.38
2016-09-17,52,61.0,,0.61,31.72
2016-09-18,78,61.0,,0.61,47.58
2016-09-19,37,61.0,,0.61,22.57
2016-09-20,37,61.0,,0.61,22.57
2016-09-21,75,61.0,,0.61,45.75
2016-09-22,45,61.0,,0.61,27.45
2016-09-23,52,61.0,,0.61,31.72
2016-09-24,77,61.0,,0.61,46.97
2016-09-25,73,61.0,,0.61,44.53
2016-09-26,74,61.0,,0.61,45.14
2016-09-27,100,61.0,,0.61,61.0
2016-09-28,50,61.0,,0.61,30.5
2016-09-29,69,61.0,,0.61,42.089999999999996
2016-09-30,39,61.0,,0.61,23.79
2016-10-01,59,68.0,False,0.68,40.120000000000005
2016-10-02,57,68.0,,0.68,38.760000000000005
2016-10-03,43,68.0,,0.68,29.240000000000002
2016-10-04,64,68.0,,0.68,43.52
2016-10-05,43,68.0,,0.68,29.240000000000002
2016-10-06,82,68.0,,0.68,55.760000000000005
2016-10-07,89,68.0,,0.68,60.52
2016-10-08,39,68.0,,0.68,26.520000000000003
2016-10-09,64,68.0,,0.68,43.52
2016-10-10,67,68.0,,0.68,45.56
2016-10-11,77,68.0,,0.68,52.36000000000001
2016-10-12,55,68.0,,0.68,37.400000000000006
2016-10-13,100,68.0,,0.68,68.0
2016-10-14,63,68.0,,0.68,42.84
2016-10-15,54,68.0,,0.68,36.720000000000006
2016-10-16,65,68.0,,0.68,44.2
2016-10-17,71,68.0,,0.68,48.28
2016-10-18,65,68.0,,0.68,44.2
2016-10-19,72,68.0,,0.68,48.96
2016-10-20,38,68.0,,0.68,25.840000000000003
2016-10-21,51,68.0,,0.68,34.68
2016-10-22,68,68.0,,0.68,46.24
2016-10-23,46,68.0,,0.68,31.28
2016-10-24,70,68.0,,0.68,47.6
2016-10-25,80,68.0,,0.68,54.400000000000006
2016-10-26,59,68.0,,0.68,40.120000000000005
2016-10-27,65,68.0,,0.68,44.2
2016-10-28,62,68.0,,0.68,42.160000000000004
2016-10-29,92,68.0,,0.68,62.56
2016-10-30,77,68.0,,0.68,52.36000000000001
2016-10-31,87,68.0,,0.68,59.160000000000004
2016-11-01,59,61.0,False,0.61,35.99
2016-11-02,100,61.0,,0.61,61.0
2016-11-03,30,61.0,,0.61,18.3
2016-11-04,72,61.0,,0.61,43.92
2016-11-05,69,61.0,,0.61,42.089999999999996
2016-11-06,67,61.0,,0.61,40.87
2016-11-07,74,61.0,,0.61,45.14
2016-11-08,48,61.0,,0.61,29.28
2016-11-09,39,61.0,,0.61,23.79
2016-11-10,69,61.0,,0.61,42.089999999999996
2016-11-11,85,61.0,,0.61,51.85
2016-11-12,76,61.0,,0.61,46.36
2016-11-13,74,61.0,,0.61,45.14
2016-11-14,80,61.0,,0.61,48.8
2016-11-15,56,61.0,,0.61,34.16
2016-11-16,74,61.0,,0.61,45.14
2016-11-17,82,61.0,,0.61,50.019999999999996
2016-11-18,97,61.0,,0.61,59.17
2016-11-19,53,61.0,,0.61,32.33
2016-11-20,37,61.0,,0.61,22.57
2016-11-21,69,61.0,,0.61,42.089999999999996
2016-11-22,58,61.0,,0.61,35.38
2016-11-23,82,61.0,,0.61,50.019999999999996
2016-11-24,60,61.0,,0.61,36.6
2016-11-25,70,61.0,,0.61,42.699999999999996
2016-11-26,57,61.0,,0.61,34.769999999999996
2016-11-27,64,61.0,,0.61,39.04
2016-11-28,85,61.0,,0.61,51.85
2016-11-29,63,61.0,,0.61,38.43
2016-11-30,88,61.0,,0.61,53.68
2016-12-01,67,68.0,False,0.68,45.56
2016-12-02,100,68.0,,0.68,68.0
2016-12-03,99,68.0,,0.68,67.32000000000001
2016-12-04,57,68.0,,0.68,38.760000000000005
2016-12-05,70,68.0,,0.68,47.6
2016-12-06,73,68.0,,0.68,49.64
2016-12-07,87,68.0,,0.68,59.160000000000004
2016-12-08,51,68.0,,0.68,34.68
2016-12-09,75,68.0,,0.68,51.00000000000001
2016-12-10,31,68.0,,0.68,21.080000000000002
2016-12-11,54,68.0,,0.68,36.720000000000006
2016-12-12,55,68.0,,0.68,37.400000000000006
2016-12-13,66,68.0,,0.68,44.88
2016-12-14,67,68.0,,0.68,45.56
2016-12-15,63,68.0,,0.68,42.84
2016-12-16,55,68.0,,0.68,37.400000000000006
2016-12-17,63,68.0,,0.68,42.84
2016-12-18,63,68.0,,0.68,42.84
2016-12-19,48,68.0,,0.68,32.64
2016-12-20,44,68.0,,0.68,29.92
2016-12-21,68,68.0,,0.68,46.24
2016-12-22,59,68.0,,0.68,40.120000000000005
2016-12-23,54,68.0,,0.68,36.720000000000006
2016-12-24,73,68.0,,0.68,49.64
2016-12-25,71,68.0,,0.68,48.28
2016-12-26,69,68.0,,0.68,46.92
2016-12-27,68,68.0,,0.68,46.24
2016-12-28,57,68.0,,0.68,38.760000000000005
2016-12-29,51,68.0,,0.68,34.68
2016-12-30,64,68.0,,0.68,43.52
2016-12-31,91,68.0,,0.68,61.88
2017-01-01,67,75.0,False,0.75,50.25
2017-01-02,45,75.0,,0.75,33.75
2017-01-03,76,75.0,,0.75,57.0
2017-01-04,38,75.0,,0.75,28.5
2017-01-05,47,75.0,,0.75,35.25
2017-01-06,47,75.0,,0.75,35.25
2017-01-07,39,75.0,,0.75,29.25
2017-01-08,53,75.0,,0.75,39.75
2017-01-09,69,75.0,,0.75,51.75
2017-01-10,53,75.0,,0.75,39.75
2017-01-11,61,75.0,,0.75,45.75
2017-01-12,46,75.0,,0.75,34.5
2017-01-13,76,75.0,,0.75,57.0
2017-01-14,44,75.0,,0.75,33.0
2017-01-15,100,75.0,,0.75,75.0
2017-01-16,47,75.0,,0.75,35.25
2017-01-17,61,75.0,,0.75,45.75
2017-01-18,41,75.0,,0.75,30.75
2017-01-19,57,75.0,,0.75,42.75
2017-01-20,53,75.0,,0.75,39.75
2017-01-21,43,75.0,,0.75,32.25
2017-01-22,69,75.0,,0.75,51.75
2017-01-23,35,75.0,,0.75,26.25
2017-01-24,40,75.0,,0.75,30.0
2017-01-25,61,75.0,,0.75,45.75
2017-01-26,56,75.0,,0.75,42.0
2017-01-27,59,75.0,,0.75,44.25
2017-01-28,54,75.0,,0.75,40.5
2017-01-29,58,75.0,,0.75,43.5
2017-01-30,24,75.0,,0.75,18.0
2017-01-31,51,75.0,,0.75,38.25
2017-02-01,46,73.0,False,0.73,33.58
2017-02-02,55,73.0,,0.73,40.15
2017-02-03,41,73.0,,0.73,29.93
2017-02-04,89,73.0,,0.73,64.97
2017-02-05,100,73.0,,0.73,73.0
2017-02-06,46,73.0,,0.73,33.58
2017-02-07,36,73.0,,0.73,26.28
2017-02-08,37,73.0,,0.73,27.009999999999998
2017-02-09,52,73.0,,0.73,37.96
2017-02-10,45,73.0,,0.73,32.85
2017-02-11,31,73.0,,0.73,22.63
2017-02-12,58,73.0,,0.73,42.339999999999996
2017-02-13,74,73.0,,0.73,54.019999999999996
2017-02-14,55,73.0,,0.73,40.15
2017-02-15,53,73.0,,0.73,38.69
2017-02-16,58,73.0,,0.73,42.339999999999996
2017-02-17,48,73.0,,0.73,35.04
2017-02-18,44,73.0,,0.73,32.12
2017-02-19,32,73.0,,0.73,23.36
2017-02-20,61,73.0,,0.73,44.53
2017-02-21,51,73.0,,0.73,37.23
2017-02-22,36,73.0,,0.73,26.28
2017-02-23,51,73.0,,0.73,37.23
2017-02-24,53,73.0,,0.73,38.69
2017-02-25,48,73.0,,0.73,35.04
2017-02-26,51,73.0,,0.73,37.23
2017-02-27,54,73.0,,0.73,39.42
2017-02-28,76,73.0,,0.73,55.48
2017-03-01,44,71.0,False,0.71,31.24
2017-03-02,84,71.0,,0.71,59.64
2017-03-03,63,71.0,,0.71,44.73
2017-03-04,50,71.0,,0.71,35.5
2017-03-05,56,71.0,,0.71,39.76
2017-03-06,64,71.0,,0.71,45.44
2017-03-07,68,71.0,,0.71,48.28
2017-03-08,77,71.0,,0.71,54.669999999999995
2017-03-09,86,71.0,,0.71,61.059999999999995
2017-03-10,32,71.0,,0.71,22.72
2017-03-11,55,71.0,,0.71,39.05
2017-03-12,93,71.0,,0.71,66.03
2017-03-13,92,71.0,,0.71,65.32
2017-03-14,26,71.0,,0.71,18.46
2017-03-15,36,71.0,,0.71,25.56
2017-03-16,58,71.0,,0.71,41.18
2017-03-17,44,71.0,,0.71,31.24
2017-03-18,38,71.0,,0.71,26.979999999999997
2017-03-19,100,71.0,,0.71,71.0
2017-03-20,89,71.0,,0.71,63.19
2017-03-21,78,71.0,,0.71,55.379999999999995
2017-03-22,88,71.0,,0.71,62.48
2017-03-23,64,71.0,,0.71,45.44
2017-03-24,80,71.0,,0.71,56.8
2017-03-25,63,71.0,,0.71,44.73
2017-03-26,56,71.0,,0.71,39.76
2017-03-27,78,71.0,,0.71,55.379999999999995
2017-03-28,74,71.0,,0.71,52.54
2017-03-29,63,71.0,,0.71,44.73
2017-03-30,63,71.0,,0.71,44.73
2017-03-31,70,71.0,,0.71,49.699999999999996
2017-04-01,35,73.0,False,0.73,25.55
2017-04-02,76,73.0,,0.73,55.48
2017-04-03,94,73.0,,0.73,68.62
2017-04-04,76,73.0,,0.73,55.48
2017-04-05,72,73.0,,0.73,52.56
2017-04-06,91,73.0,,0.73,66.42999999999999
2017-04-07,30,73.0,,0.73,21.9
2017-04-08,36,73.0,,0.73,26.28
2017-04-09,60,73.0,,0.73,43.8
2017-04-10,88,73.0,,0.73,64.24
2017-04-11,98,73.0,,0.73,71.53999999999999
2017-04-12,84,73.0,,0.73,61.32
2017-04-13,95,73.0,,0.73,69.35
2017-04-14,65,73.0,,0.73,47.449999999999996
2017-04-15,60,73.0,,0.73,43.8
2017-04-16,50,73.0,,0.73,36.5
2017-04-17,78,73.0,,0.73,56.94
2017-04-18,57,73.0,,0.73,41.61
2017-04-19,67,73.0,,0.73,48.91
2017-04-20,44,73.0,,0.73,32.12
2017-04-21,55,73.0,,0.73,40.15
2017-04-22,89,73.0,,0.73,64.97
2017-04-23,89,73.0,,0.73,64.97
2017-04-24,91,73.0,,0.73,66.42999999999999
2017-04-25,100,73.0,,0.73,73.0
2017-04-26,81,73.0,,0.73,59.129999999999995
2017-04-27,68,73.0,,0.73,49.64
2017-04-28,89,73.0,,0.73,64.97
2017-04-29,70,73.0,,0.73,51.1
2017-04-30,99,73.0,,0.73,72.27
2017-05-01,50,73.0,False,0.73,36.5
2017-05-02,100,73.0,,0.73,73.0
2017-05-03,63,73.0,,0.73,45.99
2017-05-04,78,73.0,,0.73,56.94
2017-05-05,47,73.0,,0.73,34.31
2017-05-06,45,73.0,,0.73,32.85
2017-05-07,74,73.0,,0.73,54.019999999999996
2017-05-08,93,73.0,,0.73,67.89
2017-05-09,60,73.0,,0.73,43.8
2017-05-10,83,73.0,,0.73,60.589999999999996
2017-05-11,61,73.0,,0.73,44.53
2017-05-12,54,73.0,,0.73,39.42
2017-05-13,35,73.0,,0.73,25.55
2017-05-14,65,73.0,,0.73,47.449999999999996
2017-05-15,89,73.0,,0.73,64.97
2017-05-16,25,73.0,,0.73,18.25
2017-05-17,74,73.0,,0.73,54.019999999999996
2017-05-18,89,73.0,,0.73,64.97
2017-05-19,41,73.0,,0.73,29.93
2017-05-20,54,73.0,,0.73,39.42
2017-05-21,60,73.0,,0.73,43.8
2017-05-22,59,73.0,,0.73,43.07
2017-05-23,52,73.0,,0.73,37.96
2017-05-24,50,73.0,,0.73,36.5
2017-05-25,75,73.0,,0.73,54.75
2017-05-26,37,73.0,,0.73,27.009999999999998
2017-05-27,57,73.0,,0.73,41.61
2017-05-28,63,73.0,,0.73,45.99
2017-05-29,70,73.0,,0.73,51.1
2017-05-30,74,73.0,,0.73,54.019999999999996
2017-05-31,76,73.0,,0.73,55.48
2017-06-01,46,65.0,False,0.65,29.900000000000002
2017-06-02,56,65.0,,0.65,36.4
2017-06-03,33,65.0,,0.65,21.45
2017-06-04,49,65.0,,0.65,31.85
2017-06-05,45,65.0,,0.65,29.25
2017-06-06,57,65.0,,0.65,37.050000000000004
2017-06-07,45,65.0,,0.65,29.25
2017-06-08,64,65.0,,0.65,41.6
2017-06-09,33,65.0,,0.65,21.45
2017-06-10,44,65.0,,0.65,28.6
2017-06-11,62,65.0,,0.65,40.300000000000004
2017-06-12,45,65.0,,0.65,29.25
2017-06-13,40,65.0,,0.65,26.0
2017-06-14,45,65.0,,0.65,29.25
2017-06-15,47,65.0,,0.65,30.55
2017-06-16,61,65.0,,0.65,39.65
2017-06-17,22,65.0,,0.65,14.3
2017-06-18,56,65.0,,0.65,36.4
2017-06-19,58,65.0,,0.65,37.7
2017-06-20,74,65.0,,0.65,48.1
2017-06-21,61,65.0,,0.65,39.65
2017-06-22,84,65.0,,0.65,54.6
2017-06-23,58,65.0,,0.65,37.7
2017-06-24,85,65.0,,0.65,55.25
2017-06-25,100,65.0,,0.65,65.0
2017-06-26,51,65.0,,0.65,33.15
2017-06-27,61,65.0,,0.65,39.65
2017-06-28,48,65.0,,0.65,31.200000000000003
2017-06-29,92,65.0,,0.65,59.800000000000004
2017-06-30,54,65.0,,0.65,35.1
2017-07-01,46,73.0,False,0.73,33.58
2017-07-02,79,73.0,,0.73,57.67
2017-07-03,66,73.0,,0.73,48.18
2017-07-04,21,73.0,,0.73,15.33
2017-07-05,42,73.0,,0.73,30.66
2017-07-06,61,73.0,,0.73,44.53
2017-07-07,75,73.0,,0.73,54.75
2017-07-08,51,73.0,,0.73,37.23
2017-07-09,72,73.0,,0.73,52.56
2017-07-10,100,73.0,,0.73,73.0
2017-07-11,52,73.0,,0.73,37.96
2017-07-12,48,73.0,,0.73,35.04
2017-07-13,35,73.0,,0.73,25.55
2017-07-14,35,73.0,,0.73,25.55
2017-07-15,41,73.0,,0.73,29.93
2017-07-16,67,73.0,,0.73,48.91
2017-07-17,48,73.0,,0.73,35.04
2017-07-18,57,73.0,,0.73,41.61
2017-07-19,78,73.0,,0.73,56.94
2017-07-20,65,73.0,,0.73,47.449999999999996
2017-07-21,66,73.0,,0.73,48.18
2017-07-22,60,73.0,,0.73,43.8
2017-07-23,50,73.0,,0.73,36.5
2017-07-24,43,73.0,,0.73,31.39
2017-07-25,61,73.0,,0.73,44.53
2017-07-26,52,73.0,,0.73,37.96
2017-07-27,52,73.0,,0.73,37.96
2017-07-28,70,73.0,,0.73,51.1
2017-07-29,30,73.0,,0.73,21.9
2017-07-30,72,73.0,,0.73,52.56
2017-07-31,56,73.0,,0.73,40.879999999999995
2017-08-01,43,78.0,False,0.78,33.54
2017-08-02,41,78.0,,0.78,31.98
2017-08-03,59,78.0,,0.78,46.02
2017-08-04,40,78.0,,0.78,31.200000000000003
2017-08-05,42,78.0,,0.78,32.76
2017-08-06,100,78.0,,0.78,78.0
2017-08-07,64,78.0,,0.78,49.92
2017-08-08,60,78.0,,0.78,46.800000000000004
2017-08-09,63,78.0,,0.78,49.14
2017-08-10,40,78.0,,0.78,31.200000000000003
2017-08-11,49,78.0,,0.78,38.22
2017-08-12,32,78.0,,0.78,24.96
2017-08-13,79,78.0,,0.78,61.620000000000005
2017-08-14,40,78.0,,0.78,31.200000000000003
2017-08-15,59,78.0,,0.78,46.02
2017-08-16,24,78.0,,0.78,18.72
2017-08-17,55,78.0,,0.78,42.9
2017-08-18,44,78.0,,0.78,34.32
2017-08-19,65,78.0,,0.78,50.7
2017-08-20,96,78.0,,0.78,74.88
2017-08-21,33,78.0,,0.78,25.740000000000002
2017-08-22,63,78.0,,0.78,49.14
2017-08-23,51,78.0,,0.78,39.78
2017-08-24,46,78.0,,0.78,35.88
2017-08-25,60,78.0,,0.78,46.800000000000004
2017-08-26,49,78.0,,0.78,38.22
2017-08-27,17,78.0,,0.78,13.26
2017-08-28,23,78.0,,0.78,17.94
2017-08-29,46,78.0,,0.78,35.88
2017-08-30,46,78.0,,0.78,35.88
2017-08-31,54,78.0,,0.78,42.120000000000005
2017-09-01,47,68.0,False,0.68,31.96
2017-09-02,80,68.0,,0.68,54.400000000000006
2017-09-03,54,68.0,,0.68,36.720000000000006
2017-09-04,51,68.0,,0.68,34.68
2017-09-05,99,68.0,,0.68,67.32000000000001
2017-09-06,64,68.0,,0.68,43.52
2017-09-07,95,68.0,,0.68,64.60000000000001
2017-09-08,62,68.0,,0.68,42.160000000000004
2017-09-09,59,68.0,,0.68,40.120000000000005
2017-09-10,71,68.0,,0.68,48.28
2017-09-11,44,68.0,,0.68,29.92
2017-09-12,28,68.0,,0.68,19.040000000000003
2017-09-13,95,68.0,,0.68,64.60000000000001
2017-09-14,62,68.0,,0.68,42.160000000000004
2017-09-15,81,68.0,,0.68,55.080000000000005
2017-09-16,47,68.0,,0.68,31.96
2017-09-17,66,68.0,,0.68,44.88
2017-09-18,95,68.0,,0.68,64.60000000000001
2017-09-19,66,68.0,,0.68,44.88
2017-09-20,95,68.0,,0.68,64.60000000000001
2017-09-21,79,68.0,,0.68,53.720000000000006
2017-09-22,40,68.0,,0.68,27.200000000000003
2017-09-23,34,68.0,,0.68,23.12
2017-09-24,100,68.0,,0.68,68.0
2017-09-25,85,68.0,,0.68,57.800000000000004
2017-09-26,89,68.0,,0.68,60.52
2017-09-27,84,68.0,,0.68,57.120000000000005
2017-09-28,85,68.0,,0.68,57.800000000000004
2017-09-29,99,68.0,,0.68,67.32000000000001
2017-09-30,90,68.0,,0.68,61.2
2017-10-01,55,77.0,False,0.77,42.35
2017-10-02,65,77.0,,0.77,50.050000000000004
2017-10-03,50,77.0,,0.77,38.5
2017-10-04,42,77.0,,0.77,32.34
2017-10-05,59,77.0,,0.77,45.43
2017-10-06,77,77.0,,0.77,59.29
2017-10-07,100,77.0,,0.77,77.0
2017-10-08,59,77.0,,0.77,45.43
2017-10-09,82,77.0,,0.77,63.14
2017-10-10,87,77.0,,0.77,66.99
2017-10-11,96,77.0,,0.77,73.92
2017-10-12,59,77.0,,0.77,45.43
2017-10-13,43,77.0,,0.77,33.11
2017-10-14,36,77.0,,0.77,27.72
2017-10-15,45,77.0,,0.77,34.65
2017-10-16,83,77.0,,0.77,63.910000000000004
2017-10-17,72,77.0,,0.77,55.44
2017-10-18,63,77.0,,0.77,48.51
2017-10-19,90,77.0,,0.77,69.3
2017-10-20,58,77.0,,0.77,44.660000000000004
2017-10-21,52,77.0,,0.77,40.04
2017-10-22,79,77.0,,0.77,60.83
2017-10-23,75,77.0,,0.77,57.75
2017-10-24,58,77.0,,0.77,44.660000000000004
2017-10-25,42,77.0,,0.77,32.34
2017-10-26,59,77.0,,0.77,45.43
2017-10-27,75,77.0,,0.77,57.75
2017-10-28,41,77.0,,0.77,31.57
2017-10-29,75,77.0,,0.77,57.75
2017-10-30,77,77.0,,0.77,59.29
2017-10-31,86,77.0,,0.77,66.22
2017-11-01,57,79.0,False,0.79,45.03
2017-11-02,76,79.0,,0.79,60.040000000000006
2017-11-03,66,79.0,,0.79,52.14
2017-11-04,35,79.0,,0.79,27.650000000000002
2017-11-05,64,79.0,,0.79,50.56
2017-11-06,79,79.0,,0.79,62.410000000000004
2017-11-07,100,79.0,,0.79,79.0
2017-11-08,72,79.0,,0.79,56.88
2017-11-09,64,79.0,,0.79,50.56
2017-11-10,63,79.0,,0.79,49.77
2017-11-11,61,79.0,,0.79,48.190000000000005
2017-11-12,25,79.0,,0.79,19.75
2017-11-13,84,79.0,,0.79,66.36
2017-11-14,71,79.0,,0.79,56.09
2017-11-15,59,79.0,,0.79,46.61
2017-11-16,51,79.0,,0.79,40.29
2017-11-17,84,79.0,,0.79,66.36
2017-11-18,56,79.0,,0.79,44.24
2017-11-19,61,79.0,,0.79,48.190000000000005
2017-11-20,65,79.0,,0.79,51.35
2017-11-21,44,79.0,,0.79,34.760000000000005
2017-11-22,61,79.0,,0.79,48.190000000000005
2017-11-23,52,79.0,,0.79,41.08
2017-11-24,63,79.0,,0.79,49.77
2017-11-25,55,79.0,,0.79,43.45
2017-11-26,95,79.0,,0.79,75.05
2017-11-27,64,79.0,,0.79,50.56
2017-11-28,98,79.0,,0.79,77.42
2017-11-29,59,79.0,,0.79,46.61
2017-11-30,72,79.0,,0.79,56.88
2017-12-01,65,84.0,False,0.84,54.6
2017-12-02,100,84.0,,0.84,84.0
2017-12-03,26,84.0,,0.84,21.84
2017-12-04,59,84.0,,0.84,49.559999999999995
2017-12-05,53,84.0,,0.84,44.519999999999996
2017-12-06,51,84.0,,0.84,42.839999999999996
2017-12-07,66,84.0,,0.84,55.44
2017-12-08,49,84.0,,0.84,41.16
2017-12-09,58,84.0,,0.84,48.72
2017-12-10,65,84.0,,0.84,54.6
2017-12-11,35,84.0,,0.84,29.4
2017-12-12,57,84.0,,0.84,47.879999999999995
2017-12-13,61,84.0,,0.84,51.239999999999995
2017-12-14,62,84.0,,0.84,52.08
2017-12-15,57,84.0,,0.84,47.879999999999995
2017-12-16,59,84.0,,0.84,49.559999999999995
2017-12-17,35,84.0,,0.84,29.4
2017-12-18,42,84.0,,0.84,35.28
2017-12-19,53,84.0,,0.84,44.519999999999996
2017-12-20,54,84.0,,0.84,45.36
2017-12-21,63,84.0,,0.84,52.919999999999995
2017-12-22,52,84.0,,0.84,43.68
2017-12-23,49,84.0,,0.84,41.16
2017-12-24,30,84.0,,0.84,25.2
2017-12-25,67,84.0,,0.84,56.28
2017-12-26,73,84.0,,0.84,61.32
2017-12-27,50,84.0,,0.84,42.0
2017-12-28,97,84.0,,0.84,81.48
2017-12-29,69,84.0,,0.84,57.96
2017-12-30,55,84.0,,0.84,46.199999999999996
2017-12-31,50,84.0,,0.84,42.0
2018-01-01,83,100.0,False,1.0,83.0
2018-01-02,56,100.0,,1.0,56.0
2018-01-03,62,100.0,,1.0,62.0
2018-01-04,57,100.0,,1.0,57.0
2018-01-05,48,100.0,,1.0,48.0
2018-01-06,46,100.0,,1.0,46.0
2018-01-07,58,100.0,,1.0,58.0
2018-01-08,49,100.0,,1.0,49.0
2018-01-09,53,100.0,,1.0,53.0
2018-01-10,72,100.0,,1.0,72.0
2018-01-11,64,100.0,,1.0,64.0
2018-01-12,69,100.0,,1.0,69.0
2018-01-13,63,100.0,,1.0,63.0
2018-01-14,83,100.0,,1.0,83.0
2018-01-15,93,100.0,,1.0,93.0
2018-01-16,32,100.0,,1.0,32.0
2018-01-17,45,100.0,,1.0,45.0
2018-01-18,64,100.0,,1.0,64.0
2018-01-19,62,100.0,,1.0,62.0
2018-01-20,63,100.0,,1.0,63.0
2018-01-21,86,100.0,,1.0,86.0
2018-01-22,100,100.0,,1.0,100.0
2018-01-23,62,100.0,,1.0,62.0
2018-01-24,57,100.0,,1.0,57.0
2018-01-25,53,100.0,,1.0,53.0
2018-01-26,54,100.0,,1.0,54.0
2018-01-27,25,100.0,,1.0,25.0
2018-01-28,67,100.0,,1.0,67.0
2018-01-29,69,100.0,,1.0,69.0
