date,poverty level_unscaled,poverty level_monthly,isPartial,scale,poverty level
2016-04-10,85,52.0,,0.52,44.2
2016-04-11,80,52.0,,0.52,41.6
2016-04-12,89,52.0,,0.52,46.28
2016-04-13,76,52.0,,0.52,39.52
2016-04-14,91,52.0,,0.52,47.32
2016-04-15,75,52.0,,0.52,39.0
2016-04-16,51,52.0,,0.52,26.52
2016-04-17,67,52.0,,0.52,34.84
2016-04-18,72,52.0,,0.52,37.44
2016-04-19,58,52.0,,0.52,30.16
2016-04-20,80,52.0,,0.52,41.6
2016-04-21,53,52.0,,0.52,27.560000000000002
2016-04-22,68,52.0,,0.52,35.36
2016-04-23,28,52.0,,0.52,14.56
2016-04-24,56,52.0,,0.52,29.12
2016-04-25,53,52.0,,0.52,27.560000000000002
2016-04-26,100,52.0,,0.52,52.0
2016-04-27,75,52.0,,0.52,39.0
2016-04-28,67,52.0,,0.52,34.84
2016-04-29,82,52.0,,0.52,42.64
2016-04-30,76,52.0,,0.52,39.52
2016-05-01,33,36.0,False,0.36,11.879999999999999
2016-05-02,73,36.0,,0.36,26.279999999999998
2016-05-03,73,36.0,,0.36,26.279999999999998
2016-05-04,69,36.0,,0.36,24.84
2016-05-05,71,36.0,,0.36,25.56
2016-05-06,39,36.0,,0.36,14.04
2016-05-07,35,36.0,,0.36,12.6
2016-05-08,40,36.0,,0.36,14.399999999999999
2016-05-09,100,36.0,,0.36,36.0
2016-05-10,75,36.0,,0.36,27.0
2016-05-11,70,36.0,,0.36,25.2
2016-05-12,63,36.0,,0.36,22.68
2016-05-13,64,36.0,,0.36,23.04
2016-05-14,46,36.0,,0.36,16.56
2016-05-15,29,36.0,,0.36,10.44
2016-05-16,86,36.0,,0.36,30.959999999999997
2016-05-17,74,36.0,,0.36,26.64
2016-05-18,71,36.0,,0.36,25.56
2016-05-19,58,36.0,,0.36,20.88
2016-05-20,71,36.0,,0.36,25.56
2016-05-21,17,36.0,,0.36,6.12
2016-05-22,52,36.0,,0.36,18.72
2016-05-23,51,36.0,,0.36,18.36
2016-05-24,76,36.0,,0.36,27.36
2016-05-25,72,36.0,,0.36,25.919999999999998
2016-05-26,84,36.0,,0.36,30.24
2016-05-27,30,36.0,,0.36,10.799999999999999
2016-05-28,36,36.0,,0.36,12.959999999999999
2016-05-29,18,36.0,,0.36,6.4799999999999995
2016-05-30,34,36.0,,0.36,12.24
2016-05-31,81,36.0,,0.36,29.16
2016-06-01,79,30.0,False,0.3,23.7
2016-06-02,63,30.0,,0.3,18.9
2016-06-03,54,30.0,,0.3,16.2
2016-06-04,31,30.0,,0.3,9.299999999999999
2016-06-05,56,30.0,,0.3,16.8
2016-06-06,62,30.0,,0.3,18.599999999999998
2016-06-07,36,30.0,,0.3,10.799999999999999
2016-06-08,79,30.0,,0.3,23.7
2016-06-09,76,30.0,,0.3,22.8
2016-06-10,50,30.0,,0.3,15.0
2016-06-11,57,30.0,,0.3,17.099999999999998
2016-06-12,63,30.0,,0.3,18.9
2016-06-13,53,30.0,,0.3,15.899999999999999
2016-06-14,84,30.0,,0.3,25.2
2016-06-15,64,30.0,,0.3,19.2
2016-06-16,65,30.0,,0.3,19.5
2016-06-17,55,30.0,,0.3,16.5
2016-06-18,39,30.0,,0.3,11.7
2016-06-19,26,30.0,,0.3,7.8
2016-06-20,75,30.0,,0.3,22.5
2016-06-21,59,30.0,,0.3,17.7
2016-06-22,49,30.0,,0.3,14.7
2016-06-23,93,30.0,,0.3,27.9
2016-06-24,33,30.0,,0.3,9.9
2016-06-25,32,30.0,,0.3,9.6
2016-06-26,19,30.0,,0.3,5.7
2016-06-27,69,30.0,,0.3,20.7
2016-06-28,100,30.0,,0.3,30.0
2016-06-29,54,30.0,,0.3,16.2
2016-06-30,61,30.0,,0.3,18.3
2016-07-01,46,35.0,False,0.35,16.099999999999998
2016-07-02,42,35.0,,0.35,14.7
2016-07-03,37,35.0,,0.35,12.95
2016-07-04,53,35.0,,0.35,18.549999999999997
2016-07-05,47,35.0,,0.35,16.45
2016-07-06,40,35.0,,0.35,14.0
2016-07-07,56,35.0,,0.35,19.599999999999998
2016-07-08,56,35.0,,0.35,19.599999999999998
2016-07-09,47,35.0,,0.35,16.45
2016-07-10,29,35.0,,0.35,10.149999999999999
2016-07-11,35,35.0,,0.35,12.25
2016-07-12,69,35.0,,0.35,24.15
2016-07-13,72,35.0,,0.35,25.2
2016-07-14,49,35.0,,0.35,17.15
2016-07-15,83,35.0,,0.35,29.049999999999997
2016-07-16,47,35.0,,0.35,16.45
2016-07-17,53,35.0,,0.35,18.549999999999997
2016-07-18,71,35.0,,0.35,24.849999999999998
2016-07-19,79,35.0,,0.35,27.65
2016-07-20,87,35.0,,0.35,30.45
2016-07-21,31,35.0,,0.35,10.85
2016-07-22,83,35.0,,0.35,29.049999999999997
2016-07-23,35,35.0,,0.35,12.25
2016-07-24,65,35.0,,0.35,22.75
2016-07-25,49,35.0,,0.35,17.15
2016-07-26,100,35.0,,0.35,35.0
2016-07-27,50,35.0,,0.35,17.5
2016-07-28,35,35.0,,0.35,12.25
2016-07-29,72,35.0,,0.35,25.2
2016-07-30,23,35.0,,0.35,8.049999999999999
2016-07-31,58,35.0,,0.35,20.299999999999997
2016-08-01,51,36.0,False,0.36,18.36
2016-08-02,89,36.0,,0.36,32.04
2016-08-03,42,36.0,,0.36,15.12
2016-08-04,77,36.0,,0.36,27.72
2016-08-05,60,36.0,,0.36,21.599999999999998
2016-08-06,52,36.0,,0.36,18.72
2016-08-07,35,36.0,,0.36,12.6
2016-08-08,77,36.0,,0.36,27.72
2016-08-09,34,36.0,,0.36,12.24
2016-08-10,68,36.0,,0.36,24.48
2016-08-11,65,36.0,,0.36,23.4
2016-08-12,100,36.0,,0.36,36.0
2016-08-13,17,36.0,,0.36,6.12
2016-08-14,40,36.0,,0.36,14.399999999999999
2016-08-15,59,36.0,,0.36,21.24
2016-08-16,54,36.0,,0.36,19.439999999999998
2016-08-17,55,36.0,,0.36,19.8
2016-08-18,76,36.0,,0.36,27.36
2016-08-19,52,36.0,,0.36,18.72
2016-08-20,18,36.0,,0.36,6.4799999999999995
2016-08-21,58,36.0,,0.36,20.88
2016-08-22,59,36.0,,0.36,21.24
2016-08-23,70,36.0,,0.36,25.2
2016-08-24,53,36.0,,0.36,19.08
2016-08-25,97,36.0,,0.36,34.92
2016-08-26,90,36.0,,0.36,32.4
2016-08-27,43,36.0,,0.36,15.479999999999999
2016-08-28,54,36.0,,0.36,19.439999999999998
2016-08-29,55,36.0,,0.36,19.8
2016-08-30,54,36.0,,0.36,19.439999999999998
2016-08-31,68,36.0,,0.36,24.48
2016-09-01,52,40.0,False,0.4,20.8
2016-09-02,63,40.0,,0.4,25.200000000000003
2016-09-03,61,40.0,,0.4,24.400000000000002
2016-09-04,45,40.0,,0.4,18.0
2016-09-05,32,40.0,,0.4,12.8
2016-09-06,78,40.0,,0.4,31.200000000000003
2016-09-07,59,40.0,,0.4,23.6
2016-09-08,74,40.0,,0.4,29.6
2016-09-09,56,40.0,,0.4,22.400000000000002
2016-09-10,27,40.0,,0.4,10.8
2016-09-11,63,40.0,,0.4,25.200000000000003
2016-09-12,69,40.0,,0.4,27.6
2016-09-13,90,40.0,,0.4,36.0
2016-09-14,73,40.0,,0.4,29.200000000000003
2016-09-15,64,40.0,,0.4,25.6
2016-09-16,61,40.0,,0.4,24.400000000000002
2016-09-17,54,40.0,,0.4,21.6
2016-09-18,26,40.0,,0.4,10.4
2016-09-19,54,40.0,,0.4,21.6
2016-09-20,100,40.0,,0.4,40.0
2016-09-21,86,40.0,,0.4,34.4
2016-09-22,78,40.0,,0.4,31.200000000000003
2016-09-23,33,40.0,,0.4,13.200000000000001
2016-09-24,39,40.0,,0.4,15.600000000000001
2016-09-25,43,40.0,,0.4,17.2
2016-09-26,63,40.0,,0.4,25.200000000000003
2016-09-27,72,40.0,,0.4,28.8
2016-09-28,50,40.0,,0.4,20.0
2016-09-29,83,40.0,,0.4,33.2
2016-09-30,71,40.0,,0.4,28.400000000000002
2016-10-01,69,45.0,False,0.45,31.05
2016-10-02,52,45.0,,0.45,23.400000000000002
2016-10-03,61,45.0,,0.45,27.45
2016-10-04,57,45.0,,0.45,25.650000000000002
2016-10-05,67,45.0,,0.45,30.150000000000002
2016-10-06,93,45.0,,0.45,41.85
2016-10-07,50,45.0,,0.45,22.5
2016-10-08,21,45.0,,0.45,9.450000000000001
2016-10-09,37,45.0,,0.45,16.650000000000002
2016-10-10,100,45.0,,0.45,45.0
2016-10-11,76,45.0,,0.45,34.2
2016-10-12,81,45.0,,0.45,36.45
2016-10-13,54,45.0,,0.45,24.3
2016-10-14,51,45.0,,0.45,22.95
2016-10-15,27,45.0,,0.45,12.15
2016-10-16,26,45.0,,0.45,11.700000000000001
2016-10-17,75,45.0,,0.45,33.75
2016-10-18,84,45.0,,0.45,37.800000000000004
2016-10-19,76,45.0,,0.45,34.2
2016-10-20,75,45.0,,0.45,33.75
2016-10-21,91,45.0,,0.45,40.95
2016-10-22,61,45.0,,0.45,27.45
2016-10-23,54,45.0,,0.45,24.3
2016-10-24,70,45.0,,0.45,31.5
2016-10-25,96,45.0,,0.45,43.2
2016-10-26,84,45.0,,0.45,37.800000000000004
2016-10-27,93,45.0,,0.45,41.85
2016-10-28,55,45.0,,0.45,24.75
2016-10-29,59,45.0,,0.45,26.55
2016-10-30,47,45.0,,0.45,21.150000000000002
2016-10-31,70,45.0,,0.45,31.5
2016-11-01,80,47.0,False,0.47,37.599999999999994
2016-11-02,59,47.0,,0.47,27.729999999999997
2016-11-03,82,47.0,,0.47,38.54
2016-11-04,99,47.0,,0.47,46.529999999999994
2016-11-05,40,47.0,,0.47,18.799999999999997
2016-11-06,35,47.0,,0.47,16.45
2016-11-07,68,47.0,,0.47,31.959999999999997
2016-11-08,66,47.0,,0.47,31.02
2016-11-09,61,47.0,,0.47,28.669999999999998
2016-11-10,70,47.0,,0.47,32.9
2016-11-11,65,47.0,,0.47,30.549999999999997
2016-11-12,44,47.0,,0.47,20.68
2016-11-13,60,47.0,,0.47,28.2
2016-11-14,61,47.0,,0.47,28.669999999999998
2016-11-15,68,47.0,,0.47,31.959999999999997
2016-11-16,66,47.0,,0.47,31.02
2016-11-17,67,47.0,,0.47,31.49
2016-11-18,52,47.0,,0.47,24.439999999999998
2016-11-19,49,47.0,,0.47,23.029999999999998
2016-11-20,60,47.0,,0.47,28.2
2016-11-21,81,47.0,,0.47,38.07
2016-11-22,90,47.0,,0.47,42.3
2016-11-23,68,47.0,,0.47,31.959999999999997
2016-11-24,35,47.0,,0.47,16.45
2016-11-25,37,47.0,,0.47,17.39
2016-11-26,46,47.0,,0.47,21.619999999999997
2016-11-27,50,47.0,,0.47,23.5
2016-11-28,37,47.0,,0.47,17.39
2016-11-29,95,47.0,,0.47,44.65
2016-11-30,100,47.0,,0.47,47.0
2016-12-01,100,45.0,False,0.45,45.0
2016-12-02,74,45.0,,0.45,33.300000000000004
2016-12-03,47,45.0,,0.45,21.150000000000002
2016-12-04,62,45.0,,0.45,27.900000000000002
2016-12-05,56,45.0,,0.45,25.2
2016-12-06,86,45.0,,0.45,38.7
2016-12-07,87,45.0,,0.45,39.15
2016-12-08,54,45.0,,0.45,24.3
2016-12-09,42,45.0,,0.45,18.900000000000002
2016-12-10,44,45.0,,0.45,19.8
2016-12-11,39,45.0,,0.45,17.55
2016-12-12,92,45.0,,0.45,41.4
2016-12-13,86,45.0,,0.45,38.7
2016-12-14,99,45.0,,0.45,44.550000000000004
2016-12-15,71,45.0,,0.45,31.95
2016-12-16,62,45.0,,0.45,27.900000000000002
2016-12-17,36,45.0,,0.45,16.2
2016-12-18,31,45.0,,0.45,13.950000000000001
2016-12-19,50,45.0,,0.45,22.5
2016-12-20,51,45.0,,0.45,22.95
2016-12-21,65,45.0,,0.45,29.25
2016-12-22,58,45.0,,0.45,26.1
2016-12-23,42,45.0,,0.45,18.900000000000002
2016-12-24,28,45.0,,0.45,12.6
2016-12-25,30,45.0,,0.45,13.5
2016-12-26,27,45.0,,0.45,12.15
2016-12-27,64,45.0,,0.45,28.8
2016-12-28,49,45.0,,0.45,22.05
2016-12-29,24,45.0,,0.45,10.8
2016-12-30,50,45.0,,0.45,22.5
2016-12-31,35,45.0,,0.45,15.75
2017-01-01,20,58.0,False,0.58,11.6
2017-01-02,65,58.0,,0.58,37.699999999999996
2017-01-03,61,58.0,,0.58,35.379999999999995
2017-01-04,54,58.0,,0.58,31.319999999999997
2017-01-05,70,58.0,,0.58,40.599999999999994
2017-01-06,61,58.0,,0.58,35.379999999999995
2017-01-07,37,58.0,,0.58,21.459999999999997
2017-01-08,61,58.0,,0.58,35.379999999999995
2017-01-09,46,58.0,,0.58,26.68
2017-01-10,58,58.0,,0.58,33.64
2017-01-11,50,58.0,,0.58,28.999999999999996
2017-01-12,69,58.0,,0.58,40.019999999999996
2017-01-13,67,58.0,,0.58,38.86
2017-01-14,29,58.0,,0.58,16.82
2017-01-15,61,58.0,,0.58,35.379999999999995
2017-01-16,32,58.0,,0.58,18.56
2017-01-17,61,58.0,,0.58,35.379999999999995
2017-01-18,76,58.0,,0.58,44.08
2017-01-19,52,58.0,,0.58,30.159999999999997
2017-01-20,84,58.0,,0.58,48.72
2017-01-21,54,58.0,,0.58,31.319999999999997
2017-01-22,42,58.0,,0.58,24.36
2017-01-23,86,58.0,,0.58,49.879999999999995
2017-01-24,79,58.0,,0.58,45.82
2017-01-25,65,58.0,,0.58,37.699999999999996
2017-01-26,100,58.0,,0.58,57.99999999999999
2017-01-27,75,58.0,,0.58,43.5
2017-01-28,66,58.0,,0.58,38.279999999999994
2017-01-29,57,58.0,,0.58,33.059999999999995
2017-01-30,48,58.0,,0.58,27.839999999999996
2017-01-31,92,58.0,,0.58,53.36
2017-02-01,100,54.0,False,0.54,54.0
2017-02-02,72,54.0,,0.54,38.88
2017-02-03,89,54.0,,0.54,48.06
2017-02-04,36,54.0,,0.54,19.44
2017-02-05,62,54.0,,0.54,33.480000000000004
2017-02-06,70,54.0,,0.54,37.800000000000004
2017-02-07,82,54.0,,0.54,44.28
2017-02-08,96,54.0,,0.54,51.84
2017-02-09,100,54.0,,0.54,54.0
2017-02-10,69,54.0,,0.54,37.260000000000005
2017-02-11,60,54.0,,0.54,32.400000000000006
2017-02-12,59,54.0,,0.54,31.860000000000003
2017-02-13,93,54.0,,0.54,50.220000000000006
2017-02-14,70,54.0,,0.54,37.800000000000004
2017-02-15,51,54.0,,0.54,27.540000000000003
2017-02-16,73,54.0,,0.54,39.42
2017-02-17,69,54.0,,0.54,37.260000000000005
2017-02-18,39,54.0,,0.54,21.060000000000002
2017-02-19,81,54.0,,0.54,43.74
2017-02-20,52,54.0,,0.54,28.080000000000002
2017-02-21,72,54.0,,0.54,38.88
2017-02-22,85,54.0,,0.54,45.900000000000006
2017-02-23,79,54.0,,0.54,42.660000000000004
2017-02-24,64,54.0,,0.54,34.56
2017-02-25,56,54.0,,0.54,30.240000000000002
2017-02-26,31,54.0,,0.54,16.740000000000002
2017-02-27,71,54.0,,0.54,38.34
2017-02-28,75,54.0,,0.54,40.5
2017-03-01,40,60.0,False,0.6,24.0
2017-03-02,33,60.0,,0.6,19.8
2017-03-03,53,60.0,,0.6,31.799999999999997
2017-03-04,37,60.0,,0.6,22.2
2017-03-05,47,60.0,,0.6,28.2
2017-03-06,59,60.0,,0.6,35.4
2017-03-07,80,60.0,,0.6,48.0
2017-03-08,54,60.0,,0.6,32.4
2017-03-09,54,60.0,,0.6,32.4
2017-03-10,100,60.0,,0.6,60.0
2017-03-11,34,60.0,,0.6,20.4
2017-03-12,54,60.0,,0.6,32.4
2017-03-13,56,60.0,,0.6,33.6
2017-03-14,82,60.0,,0.6,49.199999999999996
2017-03-15,72,60.0,,0.6,43.199999999999996
2017-03-16,60,60.0,,0.6,36.0
2017-03-17,93,60.0,,0.6,55.8
2017-03-18,38,60.0,,0.6,22.8
2017-03-19,48,60.0,,0.6,28.799999999999997
2017-03-20,69,60.0,,0.6,41.4
2017-03-21,69,60.0,,0.6,41.4
2017-03-22,54,60.0,,0.6,32.4
2017-03-23,64,60.0,,0.6,38.4
2017-03-24,69,60.0,,0.6,41.4
2017-03-25,35,60.0,,0.6,21.0
2017-03-26,64,60.0,,0.6,38.4
2017-03-27,60,60.0,,0.6,36.0
2017-03-28,61,60.0,,0.6,36.6
2017-03-29,58,60.0,,0.6,34.8
2017-03-30,52,60.0,,0.6,31.2
2017-03-31,50,60.0,,0.6,30.0
2017-04-01,31,44.0,False,0.44,13.64
2017-04-02,70,44.0,,0.44,30.8
2017-04-03,57,44.0,,0.44,25.080000000000002
2017-04-04,100,44.0,,0.44,44.0
2017-04-05,69,44.0,,0.44,30.36
2017-04-06,75,44.0,,0.44,33.0
2017-04-07,87,44.0,,0.44,38.28
2017-04-08,40,44.0,,0.44,17.6
2017-04-09,50,44.0,,0.44,22.0
2017-04-10,89,44.0,,0.44,39.160000000000004
2017-04-11,73,44.0,,0.44,32.12
2017-04-12,70,44.0,,0.44,30.8
2017-04-13,78,44.0,,0.44,34.32
2017-04-14,65,44.0,,0.44,28.6
2017-04-15,64,44.0,,0.44,28.16
2017-04-16,61,44.0,,0.44,26.84
2017-04-17,92,44.0,,0.44,40.48
2017-04-18,89,44.0,,0.44,39.160000000000004
2017-04-19,71,44.0,,0.44,31.24
2017-04-20,67,44.0,,0.44,29.48
2017-04-21,72,44.0,,0.44,31.68
2017-04-22,31,44.0,,0.44,13.64
2017-04-23,53,44.0,,0.44,23.32
2017-04-24,61,44.0,,0.44,26.84
2017-04-25,68,44.0,,0.44,29.92
2017-04-26,57,44.0,,0.44,25.080000000000002
2017-04-27,43,44.0,,0.44,18.92
2017-04-28,75,44.0,,0.44,33.0
2017-04-29,39,44.0,,0.44,17.16
2017-04-30,48,44.0,,0.44,21.12
2017-05-01,91,45.0,False,0.45,40.95
2017-05-02,83,45.0,,0.45,37.35
2017-05-03,77,45.0,,0.45,34.65
2017-05-04,100,45.0,,0.45,45.0
2017-05-05,70,45.0,,0.45,31.5
2017-05-06,84,45.0,,0.45,37.800000000000004
2017-05-07,54,45.0,,0.45,24.3
2017-05-08,56,45.0,,0.45,25.2
2017-05-09,72,45.0,,0.45,32.4
2017-05-10,82,45.0,,0.45,36.9
2017-05-11,57,45.0,,0.45,25.650000000000002
2017-05-12,72,45.0,,0.45,32.4
2017-05-13,40,45.0,,0.45,18.0
2017-05-14,25,45.0,,0.45,11.25
2017-05-15,47,45.0,,0.45,21.150000000000002
2017-05-16,83,45.0,,0.45,37.35
2017-05-17,77,45.0,,0.45,34.65
2017-05-18,60,45.0,,0.45,27.0
2017-05-19,81,45.0,,0.45,36.45
2017-05-20,48,45.0,,0.45,21.6
2017-05-21,32,45.0,,0.45,14.4
2017-05-22,64,45.0,,0.45,28.8
2017-05-23,70,45.0,,0.45,31.5
2017-05-24,57,45.0,,0.45,25.650000000000002
2017-05-25,79,45.0,,0.45,35.550000000000004
2017-05-26,60,45.0,,0.45,27.0
2017-05-27,27,45.0,,0.45,12.15
2017-05-28,22,45.0,,0.45,9.9
2017-05-29,36,45.0,,0.45,16.2
2017-05-30,64,45.0,,0.45,28.8
2017-05-31,59,45.0,,0.45,26.55
2017-06-01,45,43.0,False,0.43,19.35
2017-06-02,26,43.0,,0.43,11.18
2017-06-03,27,43.0,,0.43,11.61
2017-06-04,17,43.0,,0.43,7.31
2017-06-05,52,43.0,,0.43,22.36
2017-06-06,49,43.0,,0.43,21.07
2017-06-07,44,43.0,,0.43,18.919999999999998
2017-06-08,42,43.0,,0.43,18.06
2017-06-09,35,43.0,,0.43,15.049999999999999
2017-06-10,28,43.0,,0.43,12.04
2017-06-11,17,43.0,,0.43,7.31
2017-06-12,47,43.0,,0.43,20.21
2017-06-13,41,43.0,,0.43,17.63
2017-06-14,49,43.0,,0.43,21.07
2017-06-15,39,43.0,,0.43,16.77
2017-06-16,44,43.0,,0.43,18.919999999999998
2017-06-17,17,43.0,,0.43,7.31
2017-06-18,31,43.0,,0.43,13.33
2017-06-19,39,43.0,,0.43,16.77
2017-06-20,35,43.0,,0.43,15.049999999999999
2017-06-21,45,43.0,,0.43,19.35
2017-06-22,100,43.0,,0.43,43.0
2017-06-23,51,43.0,,0.43,21.93
2017-06-24,55,43.0,,0.43,23.65
2017-06-25,31,43.0,,0.43,13.33
2017-06-26,77,43.0,,0.43,33.11
2017-06-27,49,43.0,,0.43,21.07
2017-06-28,42,43.0,,0.43,18.06
2017-06-29,44,43.0,,0.43,18.919999999999998
2017-06-30,27,43.0,,0.43,11.61
2017-07-01,27,40.0,False,0.4,10.8
2017-07-02,61,40.0,,0.4,24.400000000000002
2017-07-03,84,40.0,,0.4,33.6
2017-07-04,49,40.0,,0.4,19.6
2017-07-05,59,40.0,,0.4,23.6
2017-07-06,74,40.0,,0.4,29.6
2017-07-07,42,40.0,,0.4,16.8
2017-07-08,43,40.0,,0.4,17.2
2017-07-09,54,40.0,,0.4,21.6
2017-07-10,100,40.0,,0.4,40.0
2017-07-11,50,40.0,,0.4,20.0
2017-07-12,41,40.0,,0.4,16.400000000000002
2017-07-13,88,40.0,,0.4,35.2
2017-07-14,79,40.0,,0.4,31.6
2017-07-15,59,40.0,,0.4,23.6
2017-07-16,38,40.0,,0.4,15.200000000000001
2017-07-17,60,40.0,,0.4,24.0
2017-07-18,64,40.0,,0.4,25.6
2017-07-19,55,40.0,,0.4,22.0
2017-07-20,91,40.0,,0.4,36.4
2017-07-21,89,40.0,,0.4,35.6
2017-07-22,37,40.0,,0.4,14.8
2017-07-23,53,40.0,,0.4,21.200000000000003
2017-07-24,58,40.0,,0.4,23.200000000000003
2017-07-25,68,40.0,,0.4,27.200000000000003
2017-07-26,72,40.0,,0.4,28.8
2017-07-27,50,40.0,,0.4,20.0
2017-07-28,64,40.0,,0.4,25.6
2017-07-29,42,40.0,,0.4,16.8
2017-07-30,54,40.0,,0.4,21.6
2017-07-31,82,40.0,,0.4,32.800000000000004
2017-08-01,77,39.0,False,0.39,30.03
2017-08-02,83,39.0,,0.39,32.370000000000005
2017-08-03,93,39.0,,0.39,36.27
2017-08-04,100,39.0,,0.39,39.0
2017-08-05,57,39.0,,0.39,22.23
2017-08-06,47,39.0,,0.39,18.330000000000002
2017-08-07,71,39.0,,0.39,27.69
2017-08-08,83,39.0,,0.39,32.370000000000005
2017-08-09,64,39.0,,0.39,24.96
2017-08-10,54,39.0,,0.39,21.060000000000002
2017-08-11,36,39.0,,0.39,14.040000000000001
2017-08-12,77,39.0,,0.39,30.03
2017-08-13,36,39.0,,0.39,14.040000000000001
2017-08-14,36,39.0,,0.39,14.040000000000001
2017-08-15,53,39.0,,0.39,20.67
2017-08-16,39,39.0,,0.39,15.21
2017-08-17,53,39.0,,0.39,20.67
2017-08-18,49,39.0,,0.39,19.11
2017-08-19,41,39.0,,0.39,15.99
2017-08-20,41,39.0,,0.39,15.99
2017-08-21,25,39.0,,0.39,9.75
2017-08-22,65,39.0,,0.39,25.35
2017-08-23,65,39.0,,0.39,25.35
2017-08-24,43,39.0,,0.39,16.77
2017-08-25,49,39.0,,0.39,19.11
2017-08-26,40,39.0,,0.39,15.600000000000001
2017-08-27,34,39.0,,0.39,13.26
2017-08-28,64,39.0,,0.39,24.96
2017-08-29,51,39.0,,0.39,19.89
2017-08-30,60,39.0,,0.39,23.400000000000002
2017-08-31,34,39.0,,0.39,13.26
2017-09-01,45,34.0,False,0.34,15.3
2017-09-02,17,34.0,,0.34,5.78
2017-09-03,23,34.0,,0.34,7.82
2017-09-04,44,34.0,,0.34,14.96
2017-09-05,84,34.0,,0.34,28.560000000000002
2017-09-06,96,34.0,,0.34,32.64
2017-09-07,47,34.0,,0.34,15.98
2017-09-08,43,34.0,,0.34,14.620000000000001
2017-09-09,44,34.0,,0.34,14.96
2017-09-10,27,34.0,,0.34,9.180000000000001
2017-09-11,51,34.0,,0.34,17.34
2017-09-12,71,34.0,,0.34,24.14
2017-09-13,84,34.0,,0.34,28.560000000000002
2017-09-14,62,34.0,,0.34,21.080000000000002
2017-09-15,73,34.0,,0.34,24.82
2017-09-16,63,34.0,,0.34,21.42
2017-09-17,51,34.0,,0.34,17.34
2017-09-18,70,34.0,,0.34,23.8
2017-09-19,78,34.0,,0.34,26.520000000000003
2017-09-20,90,34.0,,0.34,30.6
2017-09-21,66,34.0,,0.34,22.44
2017-09-22,69,34.0,,0.34,23.46
2017-09-23,47,34.0,,0.34,15.98
2017-09-24,45,34.0,,0.34,15.3
2017-09-25,99,34.0,,0.34,33.660000000000004
2017-09-26,84,34.0,,0.34,28.560000000000002
2017-09-27,62,34.0,,0.34,21.080000000000002
2017-09-28,100,34.0,,0.34,34.0
2017-09-29,39,34.0,,0.34,13.260000000000002
2017-09-30,69,34.0,,0.34,23.46
2017-10-01,18,50.0,False,0.5,9.0
2017-10-02,54,50.0,,0.5,27.0
2017-10-03,80,50.0,,0.5,40.0
2017-10-04,82,50.0,,0.5,41.0
2017-10-05,67,50.0,,0.5,33.5
2017-10-06,49,50.0,,0.5,24.5
2017-10-07,57,50.0,,0.5,28.5
2017-10-08,26,50.0,,0.5,13.0
2017-10-09,51,50.0,,0.5,25.5
2017-10-10,68,50.0,,0.5,34.0
2017-10-11,82,50.0,,0.5,41.0
2017-10-12,48,50.0,,0.5,24.0
2017-10-13,72,50.0,,0.5,36.0
2017-10-14,81,50.0,,0.5,40.5
2017-10-15,62,50.0,,0.5,31.0
2017-10-16,81,50.0,,0.5,40.5
2017-10-17,90,50.0,,0.5,45.0
2017-10-18,81,50.0,,0.5,40.5
2017-10-19,64,50.0,,0.5,32.0
2017-10-20,70,50.0,,0.5,35.0
2017-10-21,73,50.0,,0.5,36.5
2017-10-22,52,50.0,,0.5,26.0
2017-10-23,55,50.0,,0.5,27.5
2017-10-24,95,50.0,,0.5,47.5
2017-10-25,77,50.0,,0.5,38.5
2017-10-26,100,50.0,,0.5,50.0
2017-10-27,65,50.0,,0.5,32.5
2017-10-28,27,50.0,,0.5,13.5
2017-10-29,44,50.0,,0.5,22.0
2017-10-30,62,50.0,,0.5,31.0
2017-10-31,57,50.0,,0.5,28.5
2017-11-01,66,51.0,False,0.51,33.660000000000004
2017-11-02,73,51.0,,0.51,37.230000000000004
2017-11-03,46,51.0,,0.51,23.46
2017-11-04,51,51.0,,0.51,26.01
2017-11-05,33,51.0,,0.51,16.830000000000002
2017-11-06,68,51.0,,0.51,34.68
2017-11-07,100,51.0,,0.51,51.0
2017-11-08,54,51.0,,0.51,27.54
2017-11-09,56,51.0,,0.51,28.560000000000002
2017-11-10,78,51.0,,0.51,39.78
2017-11-11,45,51.0,,0.51,22.95
2017-11-12,31,51.0,,0.51,15.81
2017-11-13,48,51.0,,0.51,24.48
2017-11-14,68,51.0,,0.51,34.68
2017-11-15,42,51.0,,0.51,21.42
2017-11-16,56,51.0,,0.51,28.560000000000002
2017-11-17,46,51.0,,0.51,23.46
2017-11-18,57,51.0,,0.51,29.07
2017-11-19,16,51.0,,0.51,8.16
2017-11-20,67,51.0,,0.51,34.17
2017-11-21,39,51.0,,0.51,19.89
2017-11-22,38,51.0,,0.51,19.38
2017-11-23,48,51.0,,0.51,24.48
2017-11-24,21,51.0,,0.51,10.71
2017-11-25,41,51.0,,0.51,20.91
2017-11-26,25,51.0,,0.51,12.75
2017-11-27,50,51.0,,0.51,25.5
2017-11-28,71,51.0,,0.51,36.21
2017-11-29,59,51.0,,0.51,30.09
2017-11-30,55,51.0,,0.51,28.05
2017-12-01,70,50.0,False,0.5,35.0
2017-12-02,49,50.0,,0.5,24.5
2017-12-03,37,50.0,,0.5,18.5
2017-12-04,71,50.0,,0.5,35.5
