date,CAR DONATE_unscaled,CAR DONATE_monthly,isPartial,scale,CAR DONATE
2016-06-22,61,28.0,,0.28,17.080000000000002
2016-06-23,62,28.0,,0.28,17.360000000000003
2016-06-24,55,28.0,,0.28,15.400000000000002
2016-06-25,56,28.0,,0.28,15.680000000000001
2016-06-26,9,28.0,,0.28,2.5200000000000005
2016-06-27,53,28.0,,0.28,14.840000000000002
2016-06-28,23,28.0,,0.28,6.44
2016-06-29,100,28.0,,0.28,28.000000000000004
2016-06-30,47,28.0,,0.28,13.160000000000002
2016-07-01,63,29.0,False,0.29,18.27
2016-07-02,79,29.0,,0.29,22.91
2016-07-03,49,29.0,,0.29,14.209999999999999
2016-07-04,70,29.0,,0.29,20.299999999999997
2016-07-05,98,29.0,,0.29,28.419999999999998
2016-07-06,60,29.0,,0.29,17.4
2016-07-07,47,29.0,,0.29,13.629999999999999
2016-07-08,68,29.0,,0.29,19.72
2016-07-09,38,29.0,,0.29,11.02
2016-07-10,39,29.0,,0.29,11.309999999999999
2016-07-11,54,29.0,,0.29,15.659999999999998
2016-07-12,40,29.0,,0.29,11.6
2016-07-13,68,29.0,,0.29,19.72
2016-07-14,71,29.0,,0.29,20.59
2016-07-15,48,29.0,,0.29,13.919999999999998
2016-07-16,64,29.0,,0.29,18.56
2016-07-17,48,29.0,,0.29,13.919999999999998
2016-07-18,54,29.0,,0.29,15.659999999999998
2016-07-19,80,29.0,,0.29,23.2
2016-07-20,67,29.0,,0.29,19.43
2016-07-21,75,29.0,,0.29,21.75
2016-07-22,89,29.0,,0.29,25.81
2016-07-23,39,29.0,,0.29,11.309999999999999
2016-07-24,71,29.0,,0.29,20.59
2016-07-25,72,29.0,,0.29,20.88
2016-07-26,73,29.0,,0.29,21.169999999999998
2016-07-27,20,29.0,,0.29,5.8
2016-07-28,100,29.0,,0.29,28.999999999999996
2016-07-29,61,29.0,,0.29,17.689999999999998
2016-07-30,69,29.0,,0.29,20.009999999999998
2016-07-31,46,29.0,,0.29,13.34
2016-08-01,100,28.0,False,0.28,28.000000000000004
2016-08-02,50,28.0,,0.28,14.000000000000002
2016-08-03,34,28.0,,0.28,9.520000000000001
2016-08-04,26,28.0,,0.28,7.280000000000001
2016-08-05,63,28.0,,0.28,17.64
2016-08-06,42,28.0,,0.28,11.760000000000002
2016-08-07,10,28.0,,0.28,2.8000000000000003
2016-08-08,60,28.0,,0.28,16.8
2016-08-09,26,28.0,,0.28,7.280000000000001
2016-08-10,44,28.0,,0.28,12.32
2016-08-11,72,28.0,,0.28,20.160000000000004
2016-08-12,36,28.0,,0.28,10.080000000000002
2016-08-13,0,28.0,,0.28,0.0
2016-08-14,41,28.0,,0.28,11.48
2016-08-15,36,28.0,,0.28,10.080000000000002
2016-08-16,27,28.0,,0.28,7.5600000000000005
2016-08-17,36,28.0,,0.28,10.080000000000002
2016-08-18,46,28.0,,0.28,12.88
2016-08-19,28,28.0,,0.28,7.840000000000001
2016-08-20,43,28.0,,0.28,12.040000000000001
2016-08-21,63,28.0,,0.28,17.64
2016-08-22,44,28.0,,0.28,12.32
2016-08-23,53,28.0,,0.28,14.840000000000002
2016-08-24,52,28.0,,0.28,14.560000000000002
2016-08-25,25,28.0,,0.28,7.000000000000001
2016-08-26,34,28.0,,0.28,9.520000000000001
2016-08-27,30,28.0,,0.28,8.4
2016-08-28,19,28.0,,0.28,5.32
2016-08-29,73,28.0,,0.28,20.44
2016-08-30,66,28.0,,0.28,18.48
2016-08-31,48,28.0,,0.28,13.440000000000001
2016-09-01,17,32.0,False,0.32,5.44
2016-09-02,17,32.0,,0.32,5.44
2016-09-03,100,32.0,,0.32,32.0
2016-09-04,41,32.0,,0.32,13.120000000000001
2016-09-05,57,32.0,,0.32,18.240000000000002
2016-09-06,42,32.0,,0.32,13.44
2016-09-07,24,32.0,,0.32,7.68
2016-09-08,8,32.0,,0.32,2.56
2016-09-09,25,32.0,,0.32,8.0
2016-09-10,10,32.0,,0.32,3.2
2016-09-11,47,32.0,,0.32,15.040000000000001
2016-09-12,58,32.0,,0.32,18.56
2016-09-13,57,32.0,,0.32,18.240000000000002
2016-09-14,41,32.0,,0.32,13.120000000000001
2016-09-15,33,32.0,,0.32,10.56
2016-09-16,34,32.0,,0.32,10.88
2016-09-17,49,32.0,,0.32,15.68
2016-09-18,37,32.0,,0.32,11.84
2016-09-19,32,32.0,,0.32,10.24
2016-09-20,80,32.0,,0.32,25.6
2016-09-21,41,32.0,,0.32,13.120000000000001
2016-09-22,58,32.0,,0.32,18.56
2016-09-23,34,32.0,,0.32,10.88
2016-09-24,90,32.0,,0.32,28.8
2016-09-25,10,32.0,,0.32,3.2
2016-09-26,41,32.0,,0.32,13.120000000000001
2016-09-27,73,32.0,,0.32,23.36
2016-09-28,33,32.0,,0.32,10.56
2016-09-29,50,32.0,,0.32,16.0
2016-09-30,25,32.0,,0.32,8.0
2016-10-01,27,31.0,False,0.31,8.37
2016-10-02,57,31.0,,0.31,17.669999999999998
2016-10-03,44,31.0,,0.31,13.64
2016-10-04,60,31.0,,0.31,18.6
2016-10-05,39,31.0,,0.31,12.09
2016-10-06,31,31.0,,0.31,9.61
2016-10-07,59,31.0,,0.31,18.29
2016-10-08,31,31.0,,0.31,9.61
2016-10-09,57,31.0,,0.31,17.669999999999998
2016-10-10,40,31.0,,0.31,12.4
2016-10-11,48,31.0,,0.31,14.879999999999999
2016-10-12,40,31.0,,0.31,12.4
2016-10-13,80,31.0,,0.31,24.8
2016-10-14,32,31.0,,0.31,9.92
2016-10-15,70,31.0,,0.31,21.7
2016-10-16,26,31.0,,0.31,8.06
2016-10-17,44,31.0,,0.31,13.64
2016-10-18,48,31.0,,0.31,14.879999999999999
2016-10-19,40,31.0,,0.31,12.4
2016-10-20,53,31.0,,0.31,16.43
2016-10-21,50,31.0,,0.31,15.5
2016-10-22,38,31.0,,0.31,11.78
2016-10-23,26,31.0,,0.31,8.06
2016-10-24,65,31.0,,0.31,20.15
2016-10-25,48,31.0,,0.31,14.879999999999999
2016-10-26,39,31.0,,0.31,12.09
2016-10-27,100,31.0,,0.31,31.0
2016-10-28,78,31.0,,0.31,24.18
2016-10-29,64,31.0,,0.31,19.84
2016-10-30,67,31.0,,0.31,20.77
2016-10-31,44,31.0,,0.31,13.64
2016-11-01,57,31.0,False,0.31,17.669999999999998
2016-11-02,55,31.0,,0.31,17.05
2016-11-03,31,31.0,,0.31,9.61
2016-11-04,25,31.0,,0.31,7.75
2016-11-05,68,31.0,,0.31,21.08
2016-11-06,56,31.0,,0.31,17.36
2016-11-07,54,31.0,,0.31,16.74
2016-11-08,30,31.0,,0.31,9.3
2016-11-09,50,31.0,,0.31,15.5
2016-11-10,40,31.0,,0.31,12.4
2016-11-11,33,31.0,,0.31,10.23
2016-11-12,28,31.0,,0.31,8.68
2016-11-13,9,31.0,,0.31,2.79
2016-11-14,55,31.0,,0.31,17.05
2016-11-15,39,31.0,,0.31,12.09
2016-11-16,31,31.0,,0.31,9.61
2016-11-17,40,31.0,,0.31,12.4
2016-11-18,65,31.0,,0.31,20.15
2016-11-19,19,31.0,,0.31,5.89
2016-11-20,83,31.0,,0.31,25.73
2016-11-21,24,31.0,,0.31,7.4399999999999995
2016-11-22,57,31.0,,0.31,17.669999999999998
2016-11-23,9,31.0,,0.31,2.79
2016-11-24,0,31.0,,0.31,0.0
2016-11-25,27,31.0,,0.31,8.37
2016-11-26,18,31.0,,0.31,5.58
2016-11-27,72,31.0,,0.31,22.32
2016-11-28,100,31.0,,0.31,31.0
2016-11-29,50,31.0,,0.31,15.5
2016-11-30,60,31.0,,0.31,18.6
2016-12-01,53,34.0,False,0.34,18.02
2016-12-02,70,34.0,,0.34,23.8
2016-12-03,36,34.0,,0.34,12.24
2016-12-04,51,34.0,,0.34,17.34
2016-12-05,34,34.0,,0.34,11.56
2016-12-06,43,34.0,,0.34,14.620000000000001
2016-12-07,60,34.0,,0.34,20.400000000000002
2016-12-08,52,34.0,,0.34,17.68
2016-12-09,55,34.0,,0.34,18.700000000000003
2016-12-10,74,34.0,,0.34,25.16
2016-12-11,44,34.0,,0.34,14.96
2016-12-12,87,34.0,,0.34,29.580000000000002
2016-12-13,37,34.0,,0.34,12.58
2016-12-14,31,34.0,,0.34,10.540000000000001
2016-12-15,62,34.0,,0.34,21.080000000000002
2016-12-16,32,34.0,,0.34,10.88
2016-12-17,93,34.0,,0.34,31.62
2016-12-18,28,34.0,,0.34,9.520000000000001
2016-12-19,48,34.0,,0.34,16.32
2016-12-20,48,34.0,,0.34,16.32
2016-12-21,17,34.0,,0.34,5.78
2016-12-22,94,34.0,,0.34,31.96
2016-12-23,53,34.0,,0.34,18.02
2016-12-24,20,34.0,,0.34,6.800000000000001
2016-12-25,21,34.0,,0.34,7.140000000000001
2016-12-26,37,34.0,,0.34,12.58
2016-12-27,100,34.0,,0.34,34.0
2016-12-28,93,34.0,,0.34,31.62
2016-12-29,100,34.0,,0.34,34.0
2016-12-30,60,34.0,,0.34,20.400000000000002
2016-12-31,54,34.0,,0.34,18.360000000000003
2017-01-01,44,29.0,False,0.29,12.76
2017-01-02,100,29.0,,0.29,28.999999999999996
2017-01-03,58,29.0,,0.29,16.82
2017-01-04,36,29.0,,0.29,10.44
2017-01-05,29,29.0,,0.29,8.41
2017-01-06,29,29.0,,0.29,8.41
2017-01-07,17,29.0,,0.29,4.93
2017-01-08,66,29.0,,0.29,19.139999999999997
2017-01-09,28,29.0,,0.29,8.12
2017-01-10,48,29.0,,0.29,13.919999999999998
2017-01-11,49,29.0,,0.29,14.209999999999999
2017-01-12,43,29.0,,0.29,12.469999999999999
2017-01-13,58,29.0,,0.29,16.82
2017-01-14,75,29.0,,0.29,21.75
2017-01-15,8,29.0,,0.29,2.32
2017-01-16,29,29.0,,0.29,8.41
2017-01-17,55,29.0,,0.29,15.95
2017-01-18,42,29.0,,0.29,12.18
2017-01-19,42,29.0,,0.29,12.18
2017-01-20,77,29.0,,0.29,22.33
2017-01-21,58,29.0,,0.29,16.82
2017-01-22,24,29.0,,0.29,6.959999999999999
2017-01-23,47,29.0,,0.29,13.629999999999999
2017-01-24,14,29.0,,0.29,4.06
2017-01-25,28,29.0,,0.29,8.12
2017-01-26,14,29.0,,0.29,4.06
2017-01-27,21,29.0,,0.29,6.09
2017-01-28,75,29.0,,0.29,21.75
2017-01-29,33,29.0,,0.29,9.569999999999999
2017-01-30,68,29.0,,0.29,19.72
2017-01-31,48,29.0,,0.29,13.919999999999998
2017-02-01,0,26.0,False,0.26,0.0
2017-02-02,41,26.0,,0.26,10.66
2017-02-03,85,26.0,,0.26,22.1
2017-02-04,100,26.0,,0.26,26.0
2017-02-05,36,26.0,,0.26,9.36
2017-02-06,80,26.0,,0.26,20.8
2017-02-07,20,26.0,,0.26,5.2
2017-02-08,21,26.0,,0.26,5.46
2017-02-09,62,26.0,,0.26,16.12
2017-02-10,42,26.0,,0.26,10.92
2017-02-11,25,26.0,,0.26,6.5
2017-02-12,62,26.0,,0.26,16.12
2017-02-13,20,26.0,,0.26,5.2
2017-02-14,20,26.0,,0.26,5.2
2017-02-15,42,26.0,,0.26,10.92
2017-02-16,73,26.0,,0.26,18.98
2017-02-17,42,26.0,,0.26,10.92
2017-02-18,62,26.0,,0.26,16.12
2017-02-19,13,26.0,,0.26,3.38
2017-02-20,32,26.0,,0.26,8.32
2017-02-21,40,26.0,,0.26,10.4
2017-02-22,51,26.0,,0.26,13.26
2017-02-23,52,26.0,,0.26,13.52
2017-02-24,63,26.0,,0.26,16.38
2017-02-25,86,26.0,,0.26,22.36
2017-02-26,24,26.0,,0.26,6.24
2017-02-27,48,26.0,,0.26,12.48
2017-02-28,78,26.0,,0.26,20.28
2017-03-01,57,27.0,False,0.27,15.39
2017-03-02,58,27.0,,0.27,15.66
2017-03-03,72,27.0,,0.27,19.44
2017-03-04,36,27.0,,0.27,9.72
2017-03-05,59,27.0,,0.27,15.930000000000001
2017-03-06,76,27.0,,0.27,20.520000000000003
2017-03-07,57,27.0,,0.27,15.39
2017-03-08,80,27.0,,0.27,21.6
2017-03-09,10,27.0,,0.27,2.7
2017-03-10,51,27.0,,0.27,13.770000000000001
2017-03-11,73,27.0,,0.27,19.71
2017-03-12,67,27.0,,0.27,18.09
2017-03-13,38,27.0,,0.27,10.260000000000002
2017-03-14,40,27.0,,0.27,10.8
2017-03-15,90,27.0,,0.27,24.3
2017-03-16,51,27.0,,0.27,13.770000000000001
2017-03-17,95,27.0,,0.27,25.650000000000002
2017-03-18,49,27.0,,0.27,13.23
2017-03-19,24,27.0,,0.27,6.48
2017-03-20,60,27.0,,0.27,16.200000000000003
2017-03-21,50,27.0,,0.27,13.5
2017-03-22,81,27.0,,0.27,21.87
2017-03-23,51,27.0,,0.27,13.770000000000001
2017-03-24,31,27.0,,0.27,8.370000000000001
2017-03-25,61,27.0,,0.27,16.470000000000002
2017-03-26,60,27.0,,0.27,16.200000000000003
2017-03-27,100,27.0,,0.27,27.0
2017-03-28,71,27.0,,0.27,19.17
2017-03-29,92,27.0,,0.27,24.840000000000003
2017-03-30,41,27.0,,0.27,11.07
2017-03-31,41,27.0,,0.27,11.07
2017-04-01,20,30.0,False,0.3,6.0
2017-04-02,20,30.0,,0.3,6.0
2017-04-03,32,30.0,,0.3,9.6
2017-04-04,48,30.0,,0.3,14.399999999999999
2017-04-05,40,30.0,,0.3,12.0
2017-04-06,41,30.0,,0.3,12.299999999999999
2017-04-07,50,30.0,,0.3,15.0
2017-04-08,51,30.0,,0.3,15.299999999999999
2017-04-09,20,30.0,,0.3,6.0
2017-04-10,50,30.0,,0.3,15.0
2017-04-11,58,30.0,,0.3,17.4
2017-04-12,83,30.0,,0.3,24.9
2017-04-13,50,30.0,,0.3,15.0
2017-04-14,36,30.0,,0.3,10.799999999999999
2017-04-15,72,30.0,,0.3,21.599999999999998
2017-04-16,53,30.0,,0.3,15.899999999999999
2017-04-17,83,30.0,,0.3,24.9
2017-04-18,24,30.0,,0.3,7.199999999999999
2017-04-19,32,30.0,,0.3,9.6
2017-04-20,50,30.0,,0.3,15.0
2017-04-21,34,30.0,,0.3,10.2
2017-04-22,50,30.0,,0.3,15.0
2017-04-23,60,30.0,,0.3,18.0
2017-04-24,49,30.0,,0.3,14.7
2017-04-25,24,30.0,,0.3,7.199999999999999
2017-04-26,56,30.0,,0.3,16.8
2017-04-27,24,30.0,,0.3,7.199999999999999
2017-04-28,100,30.0,,0.3,30.0
2017-04-29,0,30.0,,0.3,0.0
2017-04-30,20,30.0,,0.3,6.0
2017-05-01,51,29.0,False,0.29,14.79
2017-05-02,51,29.0,,0.29,14.79
2017-05-03,51,29.0,,0.29,14.79
2017-05-04,52,29.0,,0.29,15.079999999999998
2017-05-05,53,29.0,,0.29,15.37
2017-05-06,77,29.0,,0.29,22.33
2017-05-07,89,29.0,,0.29,25.81
2017-05-08,62,29.0,,0.29,17.98
2017-05-09,82,29.0,,0.29,23.779999999999998
2017-05-10,52,29.0,,0.29,15.079999999999998
2017-05-11,21,29.0,,0.29,6.09
2017-05-12,11,29.0,,0.29,3.19
2017-05-13,40,29.0,,0.29,11.6
2017-05-14,40,29.0,,0.29,11.6
2017-05-15,78,29.0,,0.29,22.619999999999997
2017-05-16,67,29.0,,0.29,19.43
2017-05-17,89,29.0,,0.29,25.81
2017-05-18,67,29.0,,0.29,19.43
2017-05-19,12,29.0,,0.29,3.4799999999999995
2017-05-20,41,29.0,,0.29,11.889999999999999
2017-05-21,27,29.0,,0.29,7.829999999999999
2017-05-22,100,29.0,,0.29,28.999999999999996
2017-05-23,22,29.0,,0.29,6.38
2017-05-24,45,29.0,,0.29,13.049999999999999
2017-05-25,79,29.0,,0.29,22.91
2017-05-26,60,29.0,,0.29,17.4
2017-05-27,57,29.0,,0.29,16.529999999999998
2017-05-28,28,29.0,,0.29,8.12
2017-05-29,39,29.0,,0.29,11.309999999999999
2017-05-30,90,29.0,,0.29,26.099999999999998
2017-05-31,87,29.0,,0.29,25.229999999999997
2017-06-01,73,29.0,False,0.29,21.169999999999998
2017-06-02,43,29.0,,0.29,12.469999999999999
2017-06-03,25,29.0,,0.29,7.249999999999999
2017-06-04,25,29.0,,0.29,7.249999999999999
2017-06-05,72,29.0,,0.29,20.88
2017-06-06,51,29.0,,0.29,14.79
2017-06-07,0,29.0,,0.29,0.0
2017-06-08,73,29.0,,0.29,21.169999999999998
2017-06-09,54,29.0,,0.29,15.659999999999998
2017-06-10,0,29.0,,0.29,0.0
2017-06-11,64,29.0,,0.29,18.56
2017-06-12,73,29.0,,0.29,21.169999999999998
2017-06-13,41,29.0,,0.29,11.889999999999999
2017-06-14,41,29.0,,0.29,11.889999999999999
2017-06-15,75,29.0,,0.29,21.75
2017-06-16,43,29.0,,0.29,12.469999999999999
2017-06-17,50,29.0,,0.29,14.499999999999998
2017-06-18,38,29.0,,0.29,11.02
2017-06-19,52,29.0,,0.29,15.079999999999998
2017-06-20,59,29.0,,0.29,17.11
2017-06-21,100,29.0,,0.29,28.999999999999996
2017-06-22,20,29.0,,0.29,5.8
2017-06-23,81,29.0,,0.29,23.49
2017-06-24,73,29.0,,0.29,21.169999999999998
2017-06-25,64,29.0,,0.29,18.56
2017-06-26,74,29.0,,0.29,21.459999999999997
2017-06-27,65,29.0,,0.29,18.849999999999998
2017-06-28,66,29.0,,0.29,19.139999999999997
2017-06-29,56,29.0,,0.29,16.24
2017-06-30,57,29.0,,0.29,16.529999999999998
2017-07-01,41,29.0,False,0.29,11.889999999999999
2017-07-02,30,29.0,,0.29,8.7
2017-07-03,70,29.0,,0.29,20.299999999999997
2017-07-04,47,29.0,,0.29,13.629999999999999
2017-07-05,53,29.0,,0.29,15.37
2017-07-06,55,29.0,,0.29,15.95
2017-07-07,75,29.0,,0.29,21.75
2017-07-08,40,29.0,,0.29,11.6
2017-07-09,53,29.0,,0.29,15.37
2017-07-10,54,29.0,,0.29,15.659999999999998
2017-07-11,39,29.0,,0.29,11.309999999999999
2017-07-12,89,29.0,,0.29,25.81
2017-07-13,60,29.0,,0.29,17.4
2017-07-14,50,29.0,,0.29,14.499999999999998
2017-07-15,41,29.0,,0.29,11.889999999999999
2017-07-16,41,29.0,,0.29,11.889999999999999
2017-07-17,100,29.0,,0.29,28.999999999999996
2017-07-18,85,29.0,,0.29,24.65
2017-07-19,45,29.0,,0.29,13.049999999999999
2017-07-20,64,29.0,,0.29,18.56
2017-07-21,45,29.0,,0.29,13.049999999999999
2017-07-22,63,29.0,,0.29,18.27
2017-07-23,12,29.0,,0.29,3.4799999999999995
2017-07-24,48,29.0,,0.29,13.919999999999998
2017-07-25,69,29.0,,0.29,20.009999999999998
2017-07-26,84,29.0,,0.29,24.36
2017-07-27,54,29.0,,0.29,15.659999999999998
2017-07-28,45,29.0,,0.29,13.049999999999999
2017-07-29,80,29.0,,0.29,23.2
2017-07-30,35,29.0,,0.29,10.149999999999999
2017-07-31,59,29.0,,0.29,17.11
2017-08-01,43,34.0,False,0.34,14.620000000000001
2017-08-02,50,34.0,,0.34,17.0
2017-08-03,69,34.0,,0.34,23.46
2017-08-04,27,34.0,,0.34,9.180000000000001
2017-08-05,42,34.0,,0.34,14.280000000000001
2017-08-06,32,34.0,,0.34,10.88
2017-08-07,67,34.0,,0.34,22.78
2017-08-08,100,34.0,,0.34,34.0
2017-08-09,43,34.0,,0.34,14.620000000000001
2017-08-10,27,34.0,,0.34,9.180000000000001
2017-08-11,64,34.0,,0.34,21.76
2017-08-12,92,34.0,,0.34,31.28
2017-08-13,41,34.0,,0.34,13.940000000000001
2017-08-14,44,34.0,,0.34,14.96
2017-08-15,35,34.0,,0.34,11.9
2017-08-16,78,34.0,,0.34,26.520000000000003
2017-08-17,35,34.0,,0.34,11.9
2017-08-18,79,34.0,,0.34,26.860000000000003
2017-08-19,41,34.0,,0.34,13.940000000000001
2017-08-20,71,34.0,,0.34,24.14
2017-08-21,57,34.0,,0.34,19.380000000000003
2017-08-22,34,34.0,,0.34,11.56
2017-08-23,78,34.0,,0.34,26.520000000000003
2017-08-24,34,34.0,,0.34,11.56
2017-08-25,98,34.0,,0.34,33.32
2017-08-26,40,34.0,,0.34,13.600000000000001
2017-08-27,68,34.0,,0.34,23.12
2017-08-28,60,34.0,,0.34,20.400000000000002
2017-08-29,42,34.0,,0.34,14.280000000000001
2017-08-30,59,34.0,,0.34,20.060000000000002
2017-08-31,43,34.0,,0.34,14.620000000000001
2017-09-01,85,30.0,False,0.3,25.5
2017-09-02,33,30.0,,0.3,9.9
2017-09-03,99,30.0,,0.3,29.7
2017-09-04,41,30.0,,0.3,12.299999999999999
2017-09-05,99,30.0,,0.3,29.7
2017-09-06,17,30.0,,0.3,5.1
2017-09-07,63,30.0,,0.3,18.9
2017-09-08,55,30.0,,0.3,16.5
2017-09-09,21,30.0,,0.3,6.3
2017-09-10,41,30.0,,0.3,12.299999999999999
2017-09-11,45,30.0,,0.3,13.5
2017-09-12,27,30.0,,0.3,8.1
2017-09-13,54,30.0,,0.3,16.2
2017-09-14,46,30.0,,0.3,13.799999999999999
2017-09-15,84,30.0,,0.3,25.2
2017-09-16,66,30.0,,0.3,19.8
2017-09-17,22,30.0,,0.3,6.6
2017-09-18,72,30.0,,0.3,21.599999999999998
2017-09-19,81,30.0,,0.3,24.3
2017-09-20,100,30.0,,0.3,30.0
2017-09-21,73,30.0,,0.3,21.9
2017-09-22,38,30.0,,0.3,11.4
2017-09-23,22,30.0,,0.3,6.6
2017-09-24,54,30.0,,0.3,16.2
2017-09-25,54,30.0,,0.3,16.2
2017-09-26,27,30.0,,0.3,8.1
2017-09-27,37,30.0,,0.3,11.1
2017-09-28,64,30.0,,0.3,19.2
2017-09-29,47,30.0,,0.3,14.1
2017-09-30,22,30.0,,0.3,6.6
2017-10-01,37,29.0,False,0.29,10.729999999999999
2017-10-02,39,29.0,,0.29,11.309999999999999
2017-10-03,59,29.0,,0.29,17.11
2017-10-04,61,29.0,,0.29,17.689999999999998
2017-10-05,71,29.0,,0.29,20.59
2017-10-06,82,29.0,,0.29,23.779999999999998
2017-10-07,85,29.0,,0.29,24.65
2017-10-08,59,29.0,,0.29,17.11
2017-10-09,40,29.0,,0.29,11.6
2017-10-10,20,29.0,,0.29,5.8
2017-10-11,30,29.0,,0.29,8.7
2017-10-12,60,29.0,,0.29,17.4
2017-10-13,52,29.0,,0.29,15.079999999999998
2017-10-14,49,29.0,,0.29,14.209999999999999
2017-10-15,48,29.0,,0.29,13.919999999999998
2017-10-16,70,29.0,,0.29,20.299999999999997
2017-10-17,51,29.0,,0.29,14.79
2017-10-18,50,29.0,,0.29,14.499999999999998
2017-10-19,73,29.0,,0.29,21.169999999999998
2017-10-20,21,29.0,,0.29,6.09
2017-10-21,63,29.0,,0.29,18.27
2017-10-22,95,29.0,,0.29,27.549999999999997
2017-10-23,100,29.0,,0.29,28.999999999999996
2017-10-24,60,29.0,,0.29,17.4
2017-10-25,30,29.0,,0.29,8.7
2017-10-26,81,29.0,,0.29,23.49
2017-10-27,42,29.0,,0.29,12.18
2017-10-28,0,29.0,,0.29,0.0
2017-10-29,48,29.0,,0.29,13.919999999999998
2017-10-30,39,29.0,,0.29,11.309999999999999
2017-10-31,41,29.0,,0.29,11.889999999999999
2017-11-01,45,28.0,False,0.28,12.600000000000001
2017-11-02,39,28.0,,0.28,10.920000000000002
2017-11-03,65,28.0,,0.28,18.200000000000003
2017-11-04,64,28.0,,0.28,17.92
2017-11-05,17,28.0,,0.28,4.760000000000001
2017-11-06,57,28.0,,0.28,15.96
2017-11-07,77,28.0,,0.28,21.560000000000002
2017-11-08,58,28.0,,0.28,16.240000000000002
2017-11-09,49,28.0,,0.28,13.72
2017-11-10,46,28.0,,0.28,12.88
2017-11-11,59,28.0,,0.28,16.520000000000003
2017-11-12,29,28.0,,0.28,8.120000000000001
2017-11-13,73,28.0,,0.28,20.44
2017-11-14,39,28.0,,0.28,10.920000000000002
2017-11-15,58,28.0,,0.28,16.240000000000002
2017-11-16,19,28.0,,0.28,5.32
2017-11-17,61,28.0,,0.28,17.080000000000002
2017-11-18,59,28.0,,0.28,16.520000000000003
2017-11-19,53,28.0,,0.28,14.840000000000002
2017-11-20,69,28.0,,0.28,19.32
2017-11-21,51,28.0,,0.28,14.280000000000001
2017-11-22,38,28.0,,0.28,10.64
2017-11-23,24,28.0,,0.28,6.720000000000001
2017-11-24,51,28.0,,0.28,14.280000000000001
2017-11-25,46,28.0,,0.28,12.88
2017-11-26,17,28.0,,0.28,4.760000000000001
2017-11-27,37,28.0,,0.28,10.360000000000001
2017-11-28,100,28.0,,0.28,28.000000000000004
2017-11-29,43,28.0,,0.28,12.040000000000001
2017-11-30,58,28.0,,0.28,16.240000000000002
2017-12-01,74,27.0,False,0.27,19.98
2017-12-02,53,27.0,,0.27,14.31
2017-12-03,23,27.0,,0.27,6.210000000000001
2017-12-04,53,27.0,,0.27,14.31
2017-12-05,80,27.0,,0.27,21.6
2017-12-06,89,27.0,,0.27,24.03
2017-12-07,34,27.0,,0.27,9.18
2017-12-08,55,27.0,,0.27,14.850000000000001
2017-12-09,42,27.0,,0.27,11.34
2017-12-10,24,27.0,,0.27,6.48
2017-12-11,48,27.0,,0.27,12.96
2017-12-12,49,27.0,,0.27,13.23
2017-12-13,84,27.0,,0.27,22.68
2017-12-14,45,27.0,,0.27,12.15
2017-12-15,47,27.0,,0.27,12.690000000000001
2017-12-16,73,27.0,,0.27,19.71
2017-12-17,42,27.0,,0.27,11.34
2017-12-18,61,27.0,,0.27,16.470000000000002
2017-12-19,88,27.0,,0.27,23.76
2017-12-20,100,27.0,,0.27,27.0
2017-12-21,77,27.0,,0.27,20.790000000000003
2017-12-22,58,27.0,,0.27,15.66
2017-12-23,44,27.0,,0.27,11.88
2017-12-24,39,27.0,,0.27,10.530000000000001
2017-12-25,28,27.0,,0.27,7.5600000000000005
2017-12-26,83,27.0,,0.27,22.41
2017-12-27,100,27.0,,0.27,27.0
2017-12-28,89,27.0,,0.27,24.03
2017-12-29,85,27.0,,0.27,22.950000000000003
2017-12-30,66,27.0,,0.27,17.82
2017-12-31,42,27.0,,0.27,11.34
2018-01-01,20,26.0,False,0.26,5.2
2018-01-02,17,26.0,,0.26,4.42
2018-01-03,26,26.0,,0.26,6.76
2018-01-04,26,26.0,,0.26,6.76
2018-01-05,26,26.0,,0.26,6.76
2018-01-06,49,26.0,,0.26,12.74
2018-01-07,49,26.0,,0.26,12.74
2018-01-08,83,26.0,,0.26,21.580000000000002
2018-01-09,16,26.0,,0.26,4.16
2018-01-10,84,26.0,,0.26,21.84
2018-01-11,100,26.0,,0.26,26.0
2018-01-12,59,26.0,,0.26,15.34
2018-01-13,29,26.0,,0.26,7.54
2018-01-14,49,26.0,,0.26,12.74
2018-01-15,53,26.0,,0.26,13.780000000000001
2018-01-16,0,26.0,,0.26,0.0
2018-01-17,24,26.0,,0.26,6.24
2018-01-18,42,26.0,,0.26,10.92
2018-01-19,17,26.0,,0.26,4.42
2018-01-20,59,26.0,,0.26,15.34
2018-01-21,48,26.0,,0.26,12.48
2018-01-22,48,26.0,,0.26,12.48
2018-01-23,49,26.0,,0.26,12.74
2018-01-24,33,26.0,,0.26,8.58
2018-01-25,25,26.0,,0.26,6.5
2018-01-26,25,26.0,,0.26,6.5
2018-01-27,59,26.0,,0.26,15.34
2018-01-28,49,26.0,,0.26,12.74
2018-01-29,24,26.0,,0.26,6.24
2018-01-30,56,26.0,,0.26,14.56
2018-01-31,16,26.0,,0.26,4.16
2018-02-01,0,23.0,False,0.23,0.0
2018-02-02,77,23.0,,0.23,17.71
2018-02-03,75,23.0,,0.23,17.25
2018-02-04,59,23.0,,0.23,13.57
2018-02-05,37,23.0,,0.23,8.51
