date,the patron_unscaled,the patron_monthly,isPartial,scale,the patron
2014-04-25,47,56.0,,0.56,26.320000000000004
2014-04-26,51,56.0,,0.56,28.560000000000002
2014-04-27,100,56.0,,0.56,56.00000000000001
2014-04-28,39,56.0,,0.56,21.840000000000003
2014-04-29,33,56.0,,0.56,18.48
2014-04-30,49,56.0,,0.56,27.44
2014-05-01,63,54.0,False,0.54,34.02
2014-05-02,59,54.0,,0.54,31.860000000000003
2014-05-03,63,54.0,,0.54,34.02
2014-05-04,88,54.0,,0.54,47.52
2014-05-05,70,54.0,,0.54,37.800000000000004
2014-05-06,98,54.0,,0.54,52.92
2014-05-07,63,54.0,,0.54,34.02
2014-05-08,43,54.0,,0.54,23.220000000000002
2014-05-09,80,54.0,,0.54,43.2
2014-05-10,72,54.0,,0.54,38.88
2014-05-11,74,54.0,,0.54,39.96
2014-05-12,35,54.0,,0.54,18.900000000000002
2014-05-13,49,54.0,,0.54,26.46
2014-05-14,63,54.0,,0.54,34.02
2014-05-15,100,54.0,,0.54,54.0
2014-05-16,73,54.0,,0.54,39.42
2014-05-17,18,54.0,,0.54,9.72
2014-05-18,56,54.0,,0.54,30.240000000000002
2014-05-19,57,54.0,,0.54,30.78
2014-05-20,44,54.0,,0.54,23.76
2014-05-21,72,54.0,,0.54,38.88
2014-05-22,73,54.0,,0.54,39.42
2014-05-23,69,54.0,,0.54,37.260000000000005
2014-05-24,75,54.0,,0.54,40.5
2014-05-25,67,54.0,,0.54,36.18
2014-05-26,51,54.0,,0.54,27.540000000000003
2014-05-27,79,54.0,,0.54,42.660000000000004
2014-05-28,47,54.0,,0.54,25.380000000000003
2014-05-29,56,54.0,,0.54,30.240000000000002
2014-05-30,51,54.0,,0.54,27.540000000000003
2014-05-31,31,54.0,,0.54,16.740000000000002
2014-06-01,74,41.0,False,0.41,30.34
2014-06-02,7,41.0,,0.41,2.8699999999999997
2014-06-03,70,41.0,,0.41,28.7
2014-06-04,21,41.0,,0.41,8.61
2014-06-05,21,41.0,,0.41,8.61
2014-06-06,75,41.0,,0.41,30.749999999999996
2014-06-07,46,41.0,,0.41,18.86
2014-06-08,46,41.0,,0.41,18.86
2014-06-09,71,41.0,,0.41,29.11
2014-06-10,57,41.0,,0.41,23.369999999999997
2014-06-11,100,41.0,,0.41,41.0
2014-06-12,43,41.0,,0.41,17.63
2014-06-13,15,41.0,,0.41,6.1499999999999995
2014-06-14,9,41.0,,0.41,3.69
2014-06-15,39,41.0,,0.41,15.989999999999998
2014-06-16,44,41.0,,0.41,18.04
2014-06-17,50,41.0,,0.41,20.5
2014-06-18,43,41.0,,0.41,17.63
2014-06-19,37,41.0,,0.41,15.17
2014-06-20,38,41.0,,0.41,15.579999999999998
2014-06-21,55,41.0,,0.41,22.549999999999997
2014-06-22,57,41.0,,0.41,23.369999999999997
2014-06-23,43,41.0,,0.41,17.63
2014-06-24,22,41.0,,0.41,9.02
2014-06-25,66,41.0,,0.41,27.06
2014-06-26,51,41.0,,0.41,20.91
2014-06-27,38,41.0,,0.41,15.579999999999998
2014-06-28,55,41.0,,0.41,22.549999999999997
2014-06-29,28,41.0,,0.41,11.479999999999999
2014-06-30,7,41.0,,0.41,2.8699999999999997
2014-07-01,64,40.0,False,0.4,25.6
2014-07-02,29,40.0,,0.4,11.600000000000001
2014-07-03,38,40.0,,0.4,15.200000000000001
2014-07-04,27,40.0,,0.4,10.8
2014-07-05,50,40.0,,0.4,20.0
2014-07-06,28,40.0,,0.4,11.200000000000001
2014-07-07,14,40.0,,0.4,5.6000000000000005
2014-07-08,56,40.0,,0.4,22.400000000000002
2014-07-09,29,40.0,,0.4,11.600000000000001
2014-07-10,29,40.0,,0.4,11.600000000000001
2014-07-11,22,40.0,,0.4,8.8
2014-07-12,18,40.0,,0.4,7.2
2014-07-13,45,40.0,,0.4,18.0
2014-07-14,29,40.0,,0.4,11.600000000000001
2014-07-15,21,40.0,,0.4,8.4
2014-07-16,57,40.0,,0.4,22.8
2014-07-17,100,40.0,,0.4,40.0
2014-07-18,37,40.0,,0.4,14.8
2014-07-19,27,40.0,,0.4,10.8
2014-07-20,73,40.0,,0.4,29.200000000000003
2014-07-21,57,40.0,,0.4,22.8
2014-07-22,28,40.0,,0.4,11.200000000000001
2014-07-23,51,40.0,,0.4,20.400000000000002
2014-07-24,28,40.0,,0.4,11.200000000000001
2014-07-25,74,40.0,,0.4,29.6
2014-07-26,45,40.0,,0.4,18.0
2014-07-27,72,40.0,,0.4,28.8
2014-07-28,35,40.0,,0.4,14.0
2014-07-29,28,40.0,,0.4,11.200000000000001
2014-07-30,36,40.0,,0.4,14.4
2014-07-31,29,40.0,,0.4,11.600000000000001
2014-08-01,63,40.0,False,0.4,25.200000000000003
2014-08-02,38,40.0,,0.4,15.200000000000001
2014-08-03,90,40.0,,0.4,36.0
2014-08-04,51,40.0,,0.4,20.400000000000002
2014-08-05,100,40.0,,0.4,40.0
2014-08-06,92,40.0,,0.4,36.800000000000004
2014-08-07,46,40.0,,0.4,18.400000000000002
2014-08-08,32,40.0,,0.4,12.8
2014-08-09,65,40.0,,0.4,26.0
2014-08-10,91,40.0,,0.4,36.4
2014-08-11,40,40.0,,0.4,16.0
2014-08-12,97,40.0,,0.4,38.800000000000004
2014-08-13,91,40.0,,0.4,36.4
2014-08-14,82,40.0,,0.4,32.800000000000004
2014-08-15,86,40.0,,0.4,34.4
2014-08-16,76,40.0,,0.4,30.400000000000002
2014-08-17,64,40.0,,0.4,25.6
2014-08-18,30,40.0,,0.4,12.0
2014-08-19,40,40.0,,0.4,16.0
2014-08-20,99,40.0,,0.4,39.6
2014-08-21,60,40.0,,0.4,24.0
2014-08-22,93,40.0,,0.4,37.2
2014-08-23,12,40.0,,0.4,4.800000000000001
2014-08-24,50,40.0,,0.4,20.0
2014-08-25,49,40.0,,0.4,19.6
2014-08-26,79,40.0,,0.4,31.6
2014-08-27,79,40.0,,0.4,31.6
2014-08-28,100,40.0,,0.4,40.0
2014-08-29,41,40.0,,0.4,16.400000000000002
2014-08-30,100,40.0,,0.4,40.0
2014-08-31,62,40.0,,0.4,24.8
2014-09-01,64,50.0,False,0.5,32.0
2014-09-02,59,50.0,,0.5,29.5
2014-09-03,53,50.0,,0.5,26.5
2014-09-04,65,50.0,,0.5,32.5
2014-09-05,43,50.0,,0.5,21.5
2014-09-06,37,50.0,,0.5,18.5
2014-09-07,82,50.0,,0.5,41.0
2014-09-08,24,50.0,,0.5,12.0
2014-09-09,69,50.0,,0.5,34.5
2014-09-10,47,50.0,,0.5,23.5
2014-09-11,35,50.0,,0.5,17.5
2014-09-12,18,50.0,,0.5,9.0
2014-09-13,38,50.0,,0.5,19.0
2014-09-14,38,50.0,,0.5,19.0
2014-09-15,59,50.0,,0.5,29.5
2014-09-16,59,50.0,,0.5,29.5
2014-09-17,83,50.0,,0.5,41.5
2014-09-18,42,50.0,,0.5,21.0
2014-09-19,43,50.0,,0.5,21.5
2014-09-20,39,50.0,,0.5,19.5
2014-09-21,82,50.0,,0.5,41.0
2014-09-22,42,50.0,,0.5,21.0
2014-09-23,41,50.0,,0.5,20.5
2014-09-24,24,50.0,,0.5,12.0
2014-09-25,36,50.0,,0.5,18.0
2014-09-26,44,50.0,,0.5,22.0
2014-09-27,47,50.0,,0.5,23.5
2014-09-28,61,50.0,,0.5,30.5
2014-09-29,100,50.0,,0.5,50.0
2014-09-30,64,50.0,,0.5,32.0
2014-10-01,64,79.0,False,0.79,50.56
2014-10-02,54,79.0,,0.79,42.660000000000004
2014-10-03,61,79.0,,0.79,48.190000000000005
2014-10-04,38,79.0,,0.79,30.020000000000003
2014-10-05,53,79.0,,0.79,41.870000000000005
2014-10-06,30,79.0,,0.79,23.700000000000003
2014-10-07,76,79.0,,0.79,60.040000000000006
2014-10-08,59,79.0,,0.79,46.61
2014-10-09,78,79.0,,0.79,61.620000000000005
2014-10-10,49,79.0,,0.79,38.71
2014-10-11,69,79.0,,0.79,54.510000000000005
2014-10-12,23,79.0,,0.79,18.17
2014-10-13,67,79.0,,0.79,52.93
2014-10-14,40,79.0,,0.79,31.6
2014-10-15,70,79.0,,0.79,55.300000000000004
2014-10-16,58,79.0,,0.79,45.82
2014-10-17,75,79.0,,0.79,59.25
2014-10-18,46,79.0,,0.79,36.34
2014-10-19,83,79.0,,0.79,65.57000000000001
2014-10-20,47,79.0,,0.79,37.13
2014-10-21,75,79.0,,0.79,59.25
2014-10-22,93,79.0,,0.79,73.47
2014-10-23,53,79.0,,0.79,41.870000000000005
2014-10-24,25,79.0,,0.79,19.75
2014-10-25,100,79.0,,0.79,79.0
2014-10-26,75,79.0,,0.79,59.25
2014-10-27,76,79.0,,0.79,60.040000000000006
2014-10-28,63,79.0,,0.79,49.77
2014-10-29,81,79.0,,0.79,63.99
2014-10-30,100,79.0,,0.79,79.0
2014-10-31,58,79.0,,0.79,45.82
2014-11-01,55,71.0,False,0.71,39.05
2014-11-02,58,71.0,,0.71,41.18
2014-11-03,55,71.0,,0.71,39.05
2014-11-04,68,71.0,,0.71,48.28
2014-11-05,53,71.0,,0.71,37.629999999999995
2014-11-06,53,71.0,,0.71,37.629999999999995
2014-11-07,57,71.0,,0.71,40.47
2014-11-08,53,71.0,,0.71,37.629999999999995
2014-11-09,58,71.0,,0.71,41.18
2014-11-10,73,71.0,,0.71,51.83
2014-11-11,60,71.0,,0.71,42.599999999999994
2014-11-12,36,71.0,,0.71,25.56
2014-11-13,76,71.0,,0.71,53.959999999999994
2014-11-14,51,71.0,,0.71,36.21
2014-11-15,46,71.0,,0.71,32.66
2014-11-16,17,71.0,,0.71,12.07
2014-11-17,35,71.0,,0.71,24.849999999999998
2014-11-18,44,71.0,,0.71,31.24
2014-11-19,75,71.0,,0.71,53.25
2014-11-20,55,71.0,,0.71,39.05
2014-11-21,42,71.0,,0.71,29.82
2014-11-22,40,71.0,,0.71,28.4
2014-11-23,45,71.0,,0.71,31.95
2014-11-24,22,71.0,,0.71,15.62
2014-11-25,14,71.0,,0.71,9.94
2014-11-26,39,71.0,,0.71,27.689999999999998
2014-11-27,53,71.0,,0.71,37.629999999999995
2014-11-28,50,71.0,,0.71,35.5
2014-11-29,34,71.0,,0.71,24.14
2014-11-30,100,71.0,,0.71,71.0
2014-12-01,38,63.0,False,0.63,23.94
2014-12-02,43,63.0,,0.63,27.09
2014-12-03,67,63.0,,0.63,42.21
2014-12-04,45,63.0,,0.63,28.35
2014-12-05,41,63.0,,0.63,25.830000000000002
2014-12-06,36,63.0,,0.63,22.68
2014-12-07,100,63.0,,0.63,63.0
2014-12-08,96,63.0,,0.63,60.480000000000004
2014-12-09,84,63.0,,0.63,52.92
2014-12-10,80,63.0,,0.63,50.4
2014-12-11,52,63.0,,0.63,32.76
2014-12-12,74,63.0,,0.63,46.62
2014-12-13,60,63.0,,0.63,37.8
2014-12-14,60,63.0,,0.63,37.8
2014-12-15,58,63.0,,0.63,36.54
2014-12-16,82,63.0,,0.63,51.660000000000004
2014-12-17,30,63.0,,0.63,18.9
2014-12-18,74,63.0,,0.63,46.62
2014-12-19,85,63.0,,0.63,53.55
2014-12-20,47,63.0,,0.63,29.61
2014-12-21,87,63.0,,0.63,54.81
2014-12-22,40,63.0,,0.63,25.2
2014-12-23,40,63.0,,0.63,25.2
2014-12-24,53,63.0,,0.63,33.39
2014-12-25,9,63.0,,0.63,5.67
2014-12-26,60,63.0,,0.63,37.8
2014-12-27,61,63.0,,0.63,38.43
2014-12-28,77,63.0,,0.63,48.51
2014-12-29,51,63.0,,0.63,32.13
2014-12-30,39,63.0,,0.63,24.57
2014-12-31,47,63.0,,0.63,29.61
2015-01-01,48,66.0,False,0.66,31.68
2015-01-02,33,66.0,,0.66,21.78
2015-01-03,43,66.0,,0.66,28.380000000000003
2015-01-04,100,66.0,,0.66,66.0
2015-01-05,60,66.0,,0.66,39.6
2015-01-06,66,66.0,,0.66,43.56
2015-01-07,53,66.0,,0.66,34.980000000000004
2015-01-08,83,66.0,,0.66,54.78
2015-01-09,48,66.0,,0.66,31.68
2015-01-10,37,66.0,,0.66,24.42
2015-01-11,72,66.0,,0.66,47.52
2015-01-12,93,66.0,,0.66,61.38
2015-01-13,63,66.0,,0.66,41.580000000000005
2015-01-14,70,66.0,,0.66,46.2
2015-01-15,53,66.0,,0.66,34.980000000000004
2015-01-16,24,66.0,,0.66,15.84
2015-01-17,52,66.0,,0.66,34.32
2015-01-18,51,66.0,,0.66,33.660000000000004
2015-01-19,69,66.0,,0.66,45.54
2015-01-20,52,66.0,,0.66,34.32
2015-01-21,58,66.0,,0.66,38.28
2015-01-22,64,66.0,,0.66,42.24
2015-01-23,41,66.0,,0.66,27.060000000000002
2015-01-24,72,66.0,,0.66,47.52
2015-01-25,87,66.0,,0.66,57.42
2015-01-26,63,66.0,,0.66,41.580000000000005
2015-01-27,34,66.0,,0.66,22.44
2015-01-28,70,66.0,,0.66,46.2
2015-01-29,40,66.0,,0.66,26.400000000000002
2015-01-30,35,66.0,,0.66,23.1
2015-01-31,56,66.0,,0.66,36.96
2015-02-01,100,65.0,False,0.65,65.0
2015-02-02,54,65.0,,0.65,35.1
2015-02-03,81,65.0,,0.65,52.65
2015-02-04,54,65.0,,0.65,35.1
2015-02-05,49,65.0,,0.65,31.85
2015-02-06,73,65.0,,0.65,47.45
2015-02-07,27,65.0,,0.65,17.55
2015-02-08,54,65.0,,0.65,35.1
2015-02-09,73,65.0,,0.65,47.45
2015-02-10,48,65.0,,0.65,31.200000000000003
2015-02-11,54,65.0,,0.65,35.1
2015-02-12,74,65.0,,0.65,48.1
2015-02-13,50,65.0,,0.65,32.5
2015-02-14,48,65.0,,0.65,31.200000000000003
2015-02-15,48,65.0,,0.65,31.200000000000003
2015-02-16,46,65.0,,0.65,29.900000000000002
2015-02-17,71,65.0,,0.65,46.15
2015-02-18,76,65.0,,0.65,49.4
2015-02-19,76,65.0,,0.65,49.4
2015-02-20,79,65.0,,0.65,51.35
2015-02-21,61,65.0,,0.65,39.65
2015-02-22,61,65.0,,0.65,39.65
2015-02-23,59,65.0,,0.65,38.35
2015-02-24,48,65.0,,0.65,31.200000000000003
2015-02-25,38,65.0,,0.65,24.7
2015-02-26,64,65.0,,0.65,41.6
2015-02-27,39,65.0,,0.65,25.35
2015-02-28,53,65.0,,0.65,34.45
2015-03-01,36,62.0,False,0.62,22.32
2015-03-02,58,62.0,,0.62,35.96
2015-03-03,63,62.0,,0.62,39.06
2015-03-04,39,62.0,,0.62,24.18
2015-03-05,74,62.0,,0.62,45.88
2015-03-06,36,62.0,,0.62,22.32
2015-03-07,56,62.0,,0.62,34.72
2015-03-08,19,62.0,,0.62,11.78
2015-03-09,45,62.0,,0.62,27.9
2015-03-10,98,62.0,,0.62,60.76
2015-03-11,30,62.0,,0.62,18.6
2015-03-12,25,62.0,,0.62,15.5
2015-03-13,63,62.0,,0.62,39.06
2015-03-14,38,62.0,,0.62,23.56
2015-03-15,32,62.0,,0.62,19.84
2015-03-16,71,62.0,,0.62,44.02
2015-03-17,100,62.0,,0.62,62.0
2015-03-18,65,62.0,,0.62,40.3
2015-03-19,65,62.0,,0.62,40.3
2015-03-20,26,62.0,,0.62,16.12
2015-03-21,50,62.0,,0.62,31.0
2015-03-22,38,62.0,,0.62,23.56
2015-03-23,80,62.0,,0.62,49.6
2015-03-24,55,62.0,,0.62,34.1
2015-03-25,59,62.0,,0.62,36.58
2015-03-26,30,62.0,,0.62,18.6
2015-03-27,47,62.0,,0.62,29.14
2015-03-28,42,62.0,,0.62,26.04
2015-03-29,14,62.0,,0.62,8.68
2015-03-30,62,62.0,,0.62,38.44
2015-03-31,51,62.0,,0.62,31.62
2015-04-01,15,53.0,False,0.53,7.95
2015-04-02,85,53.0,,0.53,45.050000000000004
2015-04-03,51,53.0,,0.53,27.03
2015-04-04,27,53.0,,0.53,14.31
2015-04-05,55,53.0,,0.53,29.150000000000002
2015-04-06,100,53.0,,0.53,53.0
2015-04-07,20,53.0,,0.53,10.600000000000001
2015-04-08,51,53.0,,0.53,27.03
2015-04-09,41,53.0,,0.53,21.73
2015-04-10,42,53.0,,0.53,22.26
2015-04-11,20,53.0,,0.53,10.600000000000001
2015-04-12,34,53.0,,0.53,18.02
2015-04-13,45,53.0,,0.53,23.85
2015-04-14,54,53.0,,0.53,28.62
2015-04-15,25,53.0,,0.53,13.25
2015-04-16,30,53.0,,0.53,15.9
2015-04-17,27,53.0,,0.53,14.31
2015-04-18,33,53.0,,0.53,17.490000000000002
2015-04-19,60,53.0,,0.53,31.8
2015-04-20,50,53.0,,0.53,26.5
2015-04-21,10,53.0,,0.53,5.300000000000001
2015-04-22,50,53.0,,0.53,26.5
2015-04-23,25,53.0,,0.53,13.25
2015-04-24,79,53.0,,0.53,41.870000000000005
2015-04-25,59,53.0,,0.53,31.270000000000003
2015-04-26,39,53.0,,0.53,20.67
2015-04-27,31,53.0,,0.53,16.43
2015-04-28,45,53.0,,0.53,23.85
2015-04-29,56,53.0,,0.53,29.68
2015-04-30,31,53.0,,0.53,16.43
2015-05-01,44,56.0,False,0.56,24.64
2015-05-02,55,56.0,,0.56,30.800000000000004
2015-05-03,18,56.0,,0.56,10.080000000000002
2015-05-04,91,56.0,,0.56,50.96000000000001
2015-05-05,83,56.0,,0.56,46.480000000000004
2015-05-06,35,56.0,,0.56,19.6
2015-05-07,70,56.0,,0.56,39.2
2015-05-08,59,56.0,,0.56,33.040000000000006
2015-05-09,57,56.0,,0.56,31.92
2015-05-10,77,56.0,,0.56,43.120000000000005
2015-05-11,50,56.0,,0.56,28.000000000000004
2015-05-12,63,56.0,,0.56,35.28
2015-05-13,64,56.0,,0.56,35.84
2015-05-14,43,56.0,,0.56,24.080000000000002
2015-05-15,82,56.0,,0.56,45.92
2015-05-16,75,56.0,,0.56,42.00000000000001
2015-05-17,28,56.0,,0.56,15.680000000000001
2015-05-18,100,56.0,,0.56,56.00000000000001
2015-05-19,100,56.0,,0.56,56.00000000000001
2015-05-20,36,56.0,,0.56,20.160000000000004
2015-05-21,83,56.0,,0.56,46.480000000000004
2015-05-22,23,56.0,,0.56,12.88
2015-05-23,50,56.0,,0.56,28.000000000000004
2015-05-24,71,56.0,,0.56,39.760000000000005
2015-05-25,36,56.0,,0.56,20.160000000000004
2015-05-26,50,56.0,,0.56,28.000000000000004
2015-05-27,79,56.0,,0.56,44.24
2015-05-28,44,56.0,,0.56,24.64
2015-05-29,30,56.0,,0.56,16.8
2015-05-30,84,56.0,,0.56,47.040000000000006
2015-05-31,75,56.0,,0.56,42.00000000000001
2015-06-01,41,46.0,False,0.46,18.86
2015-06-02,35,46.0,,0.46,16.1
2015-06-03,42,46.0,,0.46,19.32
2015-06-04,92,46.0,,0.46,42.32
2015-06-05,30,46.0,,0.46,13.8
2015-06-06,100,46.0,,0.46,46.0
2015-06-07,47,46.0,,0.46,21.62
2015-06-08,28,46.0,,0.46,12.88
2015-06-09,42,46.0,,0.46,19.32
2015-06-10,7,46.0,,0.46,3.22
2015-06-11,29,46.0,,0.46,13.34
2015-06-12,52,46.0,,0.46,23.92
2015-06-13,56,46.0,,0.46,25.76
2015-06-14,37,46.0,,0.46,17.02
2015-06-15,71,46.0,,0.46,32.660000000000004
2015-06-16,35,46.0,,0.46,16.1
2015-06-17,49,46.0,,0.46,22.540000000000003
2015-06-18,36,46.0,,0.46,16.560000000000002
2015-06-19,30,46.0,,0.46,13.8
2015-06-20,80,46.0,,0.46,36.800000000000004
2015-06-21,28,46.0,,0.46,12.88
2015-06-22,50,46.0,,0.46,23.0
2015-06-23,42,46.0,,0.46,19.32
2015-06-24,21,46.0,,0.46,9.66
2015-06-25,58,46.0,,0.46,26.68
2015-06-26,59,46.0,,0.46,27.14
2015-06-27,44,46.0,,0.46,20.240000000000002
2015-06-28,64,46.0,,0.46,29.44
2015-06-29,29,46.0,,0.46,13.34
2015-06-30,56,46.0,,0.46,25.76
2015-07-01,40,43.0,False,0.43,17.2
2015-07-02,42,43.0,,0.43,18.06
2015-07-03,39,43.0,,0.43,16.77
2015-07-04,44,43.0,,0.43,18.919999999999998
2015-07-05,68,43.0,,0.43,29.24
2015-07-06,49,43.0,,0.43,21.07
2015-07-07,63,43.0,,0.43,27.09
2015-07-08,48,43.0,,0.43,20.64
2015-07-09,57,43.0,,0.43,24.509999999999998
2015-07-10,42,43.0,,0.43,18.06
2015-07-11,51,43.0,,0.43,21.93
2015-07-12,73,43.0,,0.43,31.39
2015-07-13,32,43.0,,0.43,13.76
2015-07-14,39,43.0,,0.43,16.77
2015-07-15,79,43.0,,0.43,33.97
2015-07-16,81,43.0,,0.43,34.83
2015-07-17,67,43.0,,0.43,28.81
2015-07-18,63,43.0,,0.43,27.09
2015-07-19,77,43.0,,0.43,33.11
2015-07-20,42,43.0,,0.43,18.06
2015-07-21,40,43.0,,0.43,17.2
2015-07-22,48,43.0,,0.43,20.64
2015-07-23,57,43.0,,0.43,24.509999999999998
2015-07-24,75,43.0,,0.43,32.25
2015-07-25,51,43.0,,0.43,21.93
2015-07-26,62,43.0,,0.43,26.66
2015-07-27,64,43.0,,0.43,27.52
2015-07-28,72,43.0,,0.43,30.96
2015-07-29,40,43.0,,0.43,17.2
2015-07-30,57,43.0,,0.43,24.509999999999998
2015-07-31,100,43.0,,0.43,43.0
2015-08-01,100,50.0,False,0.5,50.0
2015-08-02,33,50.0,,0.5,16.5
2015-08-03,37,50.0,,0.5,18.5
2015-08-04,31,50.0,,0.5,15.5
2015-08-05,21,50.0,,0.5,10.5
2015-08-06,21,50.0,,0.5,10.5
2015-08-07,27,50.0,,0.5,13.5
2015-08-08,47,50.0,,0.5,23.5
2015-08-09,33,50.0,,0.5,16.5
2015-08-10,11,50.0,,0.5,5.5
2015-08-11,21,50.0,,0.5,10.5
2015-08-12,31,50.0,,0.5,15.5
2015-08-13,11,50.0,,0.5,5.5
2015-08-14,27,50.0,,0.5,13.5
2015-08-15,13,50.0,,0.5,6.5
2015-08-16,40,50.0,,0.5,20.0
2015-08-17,46,50.0,,0.5,23.0
2015-08-18,47,50.0,,0.5,23.5
2015-08-19,36,50.0,,0.5,18.0
2015-08-20,51,50.0,,0.5,25.5
2015-08-21,58,50.0,,0.5,29.0
2015-08-22,26,50.0,,0.5,13.0
2015-08-23,26,50.0,,0.5,13.0
2015-08-24,66,50.0,,0.5,33.0
2015-08-25,40,50.0,,0.5,20.0
2015-08-26,50,50.0,,0.5,25.0
2015-08-27,35,50.0,,0.5,17.5
2015-08-28,67,50.0,,0.5,33.5
2015-08-29,32,50.0,,0.5,16.0
2015-08-30,51,50.0,,0.5,25.5
2015-08-31,63,50.0,,0.5,31.5
2015-09-01,44,59.0,False,0.59,25.959999999999997
2015-09-02,57,59.0,,0.59,33.629999999999995
2015-09-03,58,59.0,,0.59,34.22
2015-09-04,81,59.0,,0.59,47.79
2015-09-05,42,59.0,,0.59,24.779999999999998
2015-09-06,34,59.0,,0.59,20.06
2015-09-07,54,59.0,,0.59,31.86
2015-09-08,50,59.0,,0.59,29.5
2015-09-09,49,59.0,,0.59,28.91
2015-09-10,56,59.0,,0.59,33.04
2015-09-11,58,59.0,,0.59,34.22
2015-09-12,49,59.0,,0.59,28.91
2015-09-13,64,59.0,,0.59,37.76
2015-09-14,32,59.0,,0.59,18.88
2015-09-15,37,59.0,,0.59,21.83
2015-09-16,69,59.0,,0.59,40.71
2015-09-17,62,59.0,,0.59,36.58
2015-09-18,65,59.0,,0.59,38.35
2015-09-19,17,59.0,,0.59,10.03
2015-09-20,40,59.0,,0.59,23.599999999999998
2015-09-21,49,59.0,,0.59,28.91
2015-09-22,87,59.0,,0.59,51.33
2015-09-23,50,59.0,,0.59,29.5
2015-09-24,100,59.0,,0.59,59.0
2015-09-25,72,59.0,,0.59,42.48
2015-09-26,66,59.0,,0.59,38.94
2015-09-27,98,59.0,,0.59,57.82
2015-09-28,61,59.0,,0.59,35.989999999999995
2015-09-29,36,59.0,,0.59,21.24
2015-09-30,87,59.0,,0.59,51.33
2015-10-01,71,87.0,False,0.87,61.77
2015-10-02,30,87.0,,0.87,26.1
2015-10-03,33,87.0,,0.87,28.71
2015-10-04,44,87.0,,0.87,38.28
2015-10-05,72,87.0,,0.87,62.64
2015-10-06,68,87.0,,0.87,59.16
2015-10-07,38,87.0,,0.87,33.06
2015-10-08,21,87.0,,0.87,18.27
2015-10-09,39,87.0,,0.87,33.93
2015-10-10,34,87.0,,0.87,29.58
2015-10-11,28,87.0,,0.87,24.36
2015-10-12,48,87.0,,0.87,41.76
2015-10-13,54,87.0,,0.87,46.98
2015-10-14,41,87.0,,0.87,35.67
2015-10-15,63,87.0,,0.87,54.81
2015-10-16,52,87.0,,0.87,45.24
2015-10-17,49,87.0,,0.87,42.63
2015-10-18,76,87.0,,0.87,66.12
2015-10-19,41,87.0,,0.87,35.67
2015-10-20,61,87.0,,0.87,53.07
2015-10-21,57,87.0,,0.87,49.589999999999996
2015-10-22,66,87.0,,0.87,57.42
2015-10-23,55,87.0,,0.87,47.85
2015-10-24,43,87.0,,0.87,37.41
2015-10-25,79,87.0,,0.87,68.73
2015-10-26,70,87.0,,0.87,60.9
2015-10-27,100,87.0,,0.87,87.0
2015-10-28,93,87.0,,0.87,80.91
2015-10-29,66,87.0,,0.87,57.42
2015-10-30,82,87.0,,0.87,71.34
2015-10-31,60,87.0,,0.87,52.2
2015-11-01,100,73.0,False,0.73,73.0
2015-11-02,78,73.0,,0.73,56.94
2015-11-03,98,73.0,,0.73,71.53999999999999
2015-11-04,59,73.0,,0.73,43.07
2015-11-05,50,73.0,,0.73,36.5
2015-11-06,34,73.0,,0.73,24.82
2015-11-07,9,73.0,,0.73,6.57
2015-11-08,30,73.0,,0.73,21.9
2015-11-09,40,73.0,,0.73,29.2
2015-11-10,49,73.0,,0.73,35.769999999999996
2015-11-11,28,73.0,,0.73,20.439999999999998
2015-11-12,59,73.0,,0.73,43.07
2015-11-13,39,73.0,,0.73,28.47
2015-11-14,35,73.0,,0.73,25.55
2015-11-15,86,73.0,,0.73,62.78
2015-11-16,26,73.0,,0.73,18.98
2015-11-17,23,73.0,,0.73,16.79
2015-11-18,30,73.0,,0.73,21.9
2015-11-19,23,73.0,,0.73,16.79
2015-11-20,48,73.0,,0.73,35.04
2015-11-21,17,73.0,,0.73,12.41
2015-11-22,30,73.0,,0.73,21.9
2015-11-23,65,73.0,,0.73,47.449999999999996
2015-11-24,34,73.0,,0.73,24.82
2015-11-25,8,73.0,,0.73,5.84
2015-11-26,22,73.0,,0.73,16.06
2015-11-27,24,73.0,,0.73,17.52
2015-11-28,8,73.0,,0.73,5.84
2015-11-29,21,73.0,,0.73,15.33
2015-11-30,19,73.0,,0.73,13.87
2015-12-01,34,59.0,False,0.59,20.06
2015-12-02,44,59.0,,0.59,25.959999999999997
2015-12-03,64,59.0,,0.59,37.76
2015-12-04,66,59.0,,0.59,38.94
2015-12-05,58,59.0,,0.59,34.22
2015-12-06,58,59.0,,0.59,34.22
2015-12-07,54,59.0,,0.59,31.86
2015-12-08,68,59.0,,0.59,40.12
2015-12-09,64,59.0,,0.59,37.76
2015-12-10,40,59.0,,0.59,23.599999999999998
2015-12-11,41,59.0,,0.59,24.189999999999998
2015-12-12,19,59.0,,0.59,11.209999999999999
2015-12-13,45,59.0,,0.59,26.549999999999997
2015-12-14,94,59.0,,0.59,55.459999999999994
2015-12-15,100,59.0,,0.59,59.0
2015-12-16,57,59.0,,0.59,33.629999999999995
2015-12-17,53,59.0,,0.59,31.27
2015-12-18,56,59.0,,0.59,33.04
2015-12-19,68,59.0,,0.59,40.12
2015-12-20,35,59.0,,0.59,20.65
2015-12-21,50,59.0,,0.59,29.5
2015-12-22,56,59.0,,0.59,33.04
2015-12-23,58,59.0,,0.59,34.22
