date,the patron_unscaled,the patron_monthly,isPartial,scale,the patron
2012-08-28,54,48.0,,0.48,25.919999999999998
2012-08-29,32,48.0,,0.48,15.36
2012-08-30,48,48.0,,0.48,23.04
2012-08-31,75,48.0,,0.48,36.0
2012-09-01,57,63.0,False,0.63,35.910000000000004
2012-09-02,97,63.0,,0.63,61.11
2012-09-03,70,63.0,,0.63,44.1
2012-09-04,7,63.0,,0.63,4.41
2012-09-05,98,63.0,,0.63,61.74
2012-09-06,89,63.0,,0.63,56.07
2012-09-07,46,63.0,,0.63,28.98
2012-09-08,54,63.0,,0.63,34.02
2012-09-09,55,63.0,,0.63,34.65
2012-09-10,89,63.0,,0.63,56.07
2012-09-11,74,63.0,,0.63,46.62
2012-09-12,59,63.0,,0.63,37.17
2012-09-13,82,63.0,,0.63,51.660000000000004
2012-09-14,77,63.0,,0.63,48.51
2012-09-15,46,63.0,,0.63,28.98
2012-09-16,37,63.0,,0.63,23.31
2012-09-17,73,63.0,,0.63,45.99
2012-09-18,36,63.0,,0.63,22.68
2012-09-19,52,63.0,,0.63,32.76
2012-09-20,60,63.0,,0.63,37.8
2012-09-21,70,63.0,,0.63,44.1
2012-09-22,56,63.0,,0.63,35.28
2012-09-23,36,63.0,,0.63,22.68
2012-09-24,81,63.0,,0.63,51.03
2012-09-25,74,63.0,,0.63,46.62
2012-09-26,66,63.0,,0.63,41.58
2012-09-27,82,63.0,,0.63,51.660000000000004
2012-09-28,93,63.0,,0.63,58.59
2012-09-29,74,63.0,,0.63,46.62
2012-09-30,100,63.0,,0.63,63.0
2012-10-01,33,78.0,False,0.78,25.740000000000002
2012-10-02,59,78.0,,0.78,46.02
2012-10-03,76,78.0,,0.78,59.28
2012-10-04,61,78.0,,0.78,47.58
2012-10-05,34,78.0,,0.78,26.52
2012-10-06,41,78.0,,0.78,31.98
2012-10-07,33,78.0,,0.78,25.740000000000002
2012-10-08,44,78.0,,0.78,34.32
2012-10-09,43,78.0,,0.78,33.54
2012-10-10,43,78.0,,0.78,33.54
2012-10-11,44,78.0,,0.78,34.32
2012-10-12,56,78.0,,0.78,43.68
2012-10-13,34,78.0,,0.78,26.52
2012-10-14,52,78.0,,0.78,40.56
2012-10-15,64,78.0,,0.78,49.92
2012-10-16,58,78.0,,0.78,45.24
2012-10-17,74,78.0,,0.78,57.72
2012-10-18,75,78.0,,0.78,58.5
2012-10-19,33,78.0,,0.78,25.740000000000002
2012-10-20,34,78.0,,0.78,26.52
2012-10-21,81,78.0,,0.78,63.18
2012-10-22,100,78.0,,0.78,78.0
2012-10-23,87,78.0,,0.78,67.86
2012-10-24,47,78.0,,0.78,36.660000000000004
2012-10-25,47,78.0,,0.78,36.660000000000004
2012-10-26,44,78.0,,0.78,34.32
2012-10-27,67,78.0,,0.78,52.260000000000005
2012-10-28,90,78.0,,0.78,70.2
2012-10-29,77,78.0,,0.78,60.06
2012-10-30,93,78.0,,0.78,72.54
2012-10-31,82,78.0,,0.78,63.96
2012-11-01,100,71.0,False,0.71,71.0
2012-11-02,50,71.0,,0.71,35.5
2012-11-03,24,71.0,,0.71,17.04
2012-11-04,48,71.0,,0.71,34.08
2012-11-05,54,71.0,,0.71,38.339999999999996
2012-11-06,57,71.0,,0.71,40.47
2012-11-07,58,71.0,,0.71,41.18
2012-11-08,56,71.0,,0.71,39.76
2012-11-09,46,71.0,,0.71,32.66
2012-11-10,30,71.0,,0.71,21.299999999999997
2012-11-11,69,71.0,,0.71,48.989999999999995
2012-11-12,40,71.0,,0.71,28.4
2012-11-13,59,71.0,,0.71,41.89
2012-11-14,63,71.0,,0.71,44.73
2012-11-15,48,71.0,,0.71,34.08
2012-11-16,25,71.0,,0.71,17.75
2012-11-17,24,71.0,,0.71,17.04
2012-11-18,34,71.0,,0.71,24.14
2012-11-19,47,71.0,,0.71,33.37
2012-11-20,35,71.0,,0.71,24.849999999999998
2012-11-21,25,71.0,,0.71,17.75
2012-11-22,51,71.0,,0.71,36.21
2012-11-23,33,71.0,,0.71,23.43
2012-11-24,48,71.0,,0.71,34.08
2012-11-25,37,71.0,,0.71,26.27
2012-11-26,67,71.0,,0.71,47.57
2012-11-27,29,71.0,,0.71,20.59
2012-11-28,30,71.0,,0.71,21.299999999999997
2012-11-29,30,71.0,,0.71,21.299999999999997
2012-11-30,31,71.0,,0.71,22.009999999999998
2012-12-01,65,66.0,False,0.66,42.9
2012-12-02,99,66.0,,0.66,65.34
2012-12-03,60,66.0,,0.66,39.6
2012-12-04,59,66.0,,0.66,38.940000000000005
2012-12-05,86,66.0,,0.66,56.760000000000005
2012-12-06,95,66.0,,0.66,62.7
2012-12-07,49,66.0,,0.66,32.34
2012-12-08,100,66.0,,0.66,66.0
2012-12-09,81,66.0,,0.66,53.46
2012-12-10,86,66.0,,0.66,56.760000000000005
2012-12-11,66,66.0,,0.66,43.56
2012-12-12,74,66.0,,0.66,48.84
2012-12-13,68,66.0,,0.66,44.88
2012-12-14,62,66.0,,0.66,40.92
2012-12-15,50,66.0,,0.66,33.0
2012-12-16,75,66.0,,0.66,49.5
2012-12-17,61,66.0,,0.66,40.260000000000005
2012-12-18,68,66.0,,0.66,44.88
2012-12-19,42,66.0,,0.66,27.720000000000002
2012-12-20,21,66.0,,0.66,13.860000000000001
2012-12-21,52,66.0,,0.66,34.32
2012-12-22,79,66.0,,0.66,52.14
2012-12-23,27,66.0,,0.66,17.82
2012-12-24,61,66.0,,0.66,40.260000000000005
2012-12-25,49,66.0,,0.66,32.34
2012-12-26,63,66.0,,0.66,41.580000000000005
2012-12-27,45,66.0,,0.66,29.700000000000003
2012-12-28,75,66.0,,0.66,49.5
2012-12-29,58,66.0,,0.66,38.28
2012-12-30,76,66.0,,0.66,50.160000000000004
2012-12-31,30,66.0,,0.66,19.8
2013-01-01,88,59.0,False,0.59,51.919999999999995
2013-01-02,32,59.0,,0.59,18.88
2013-01-03,62,59.0,,0.59,36.58
2013-01-04,51,59.0,,0.59,30.09
2013-01-05,59,59.0,,0.59,34.809999999999995
2013-01-06,89,59.0,,0.59,52.51
2013-01-07,55,59.0,,0.59,32.449999999999996
2013-01-08,49,59.0,,0.59,28.91
2013-01-09,61,59.0,,0.59,35.989999999999995
2013-01-10,49,59.0,,0.59,28.91
2013-01-11,31,59.0,,0.59,18.29
2013-01-12,52,59.0,,0.59,30.68
2013-01-13,100,59.0,,0.59,59.0
2013-01-14,78,59.0,,0.59,46.019999999999996
2013-01-15,71,59.0,,0.59,41.89
2013-01-16,60,59.0,,0.59,35.4
2013-01-17,61,59.0,,0.59,35.989999999999995
2013-01-18,50,59.0,,0.59,29.5
2013-01-19,30,59.0,,0.59,17.7
2013-01-20,81,59.0,,0.59,47.79
2013-01-21,70,59.0,,0.59,41.3
2013-01-22,41,59.0,,0.59,24.189999999999998
2013-01-23,60,59.0,,0.59,35.4
2013-01-24,54,59.0,,0.59,31.86
2013-01-25,43,59.0,,0.59,25.369999999999997
2013-01-26,36,59.0,,0.59,21.24
2013-01-27,80,59.0,,0.59,47.199999999999996
2013-01-28,29,59.0,,0.59,17.11
2013-01-29,41,59.0,,0.59,24.189999999999998
2013-01-30,76,59.0,,0.59,44.839999999999996
2013-01-31,64,59.0,,0.59,37.76
2013-02-01,36,60.0,False,0.6,21.599999999999998
2013-02-02,42,60.0,,0.6,25.2
2013-02-03,100,60.0,,0.6,60.0
2013-02-04,70,60.0,,0.6,42.0
2013-02-05,41,60.0,,0.6,24.599999999999998
2013-02-06,95,60.0,,0.6,57.0
2013-02-07,69,60.0,,0.6,41.4
2013-02-08,21,60.0,,0.6,12.6
2013-02-09,50,60.0,,0.6,30.0
2013-02-10,76,60.0,,0.6,45.6
2013-02-11,67,60.0,,0.6,40.199999999999996
2013-02-12,54,60.0,,0.6,32.4
2013-02-13,41,60.0,,0.6,24.599999999999998
2013-02-14,85,60.0,,0.6,51.0
2013-02-15,81,60.0,,0.6,48.6
2013-02-16,25,60.0,,0.6,15.0
2013-02-17,85,60.0,,0.6,51.0
2013-02-18,77,60.0,,0.6,46.199999999999996
2013-02-19,95,60.0,,0.6,57.0
2013-02-20,81,60.0,,0.6,48.6
2013-02-21,55,60.0,,0.6,33.0
2013-02-22,70,60.0,,0.6,42.0
2013-02-23,83,60.0,,0.6,49.8
2013-02-24,99,60.0,,0.6,59.4
2013-02-25,33,60.0,,0.6,19.8
2013-02-26,53,60.0,,0.6,31.799999999999997
2013-02-27,61,60.0,,0.6,36.6
2013-02-28,83,60.0,,0.6,49.8
2013-03-01,56,70.0,False,0.7,39.199999999999996
2013-03-02,33,70.0,,0.7,23.099999999999998
2013-03-03,67,70.0,,0.7,46.9
2013-03-04,22,70.0,,0.7,15.399999999999999
2013-03-05,38,70.0,,0.7,26.599999999999998
2013-03-06,53,70.0,,0.7,37.099999999999994
2013-03-07,22,70.0,,0.7,15.399999999999999
2013-03-08,11,70.0,,0.7,7.699999999999999
2013-03-09,54,70.0,,0.7,37.8
2013-03-10,47,70.0,,0.7,32.9
2013-03-11,38,70.0,,0.7,26.599999999999998
2013-03-12,65,70.0,,0.7,45.5
2013-03-13,72,70.0,,0.7,50.4
2013-03-14,100,70.0,,0.7,70.0
2013-03-15,70,70.0,,0.7,49.0
2013-03-16,93,70.0,,0.7,65.1
2013-03-17,94,70.0,,0.7,65.8
2013-03-18,87,70.0,,0.7,60.9
2013-03-19,87,70.0,,0.7,60.9
2013-03-20,55,70.0,,0.7,38.5
2013-03-21,55,70.0,,0.7,38.5
2013-03-22,40,70.0,,0.7,28.0
2013-03-23,74,70.0,,0.7,51.8
2013-03-24,60,70.0,,0.7,42.0
2013-03-25,71,70.0,,0.7,49.699999999999996
2013-03-26,61,70.0,,0.7,42.699999999999996
2013-03-27,73,70.0,,0.7,51.099999999999994
2013-03-28,29,70.0,,0.7,20.299999999999997
2013-03-29,12,70.0,,0.7,8.399999999999999
2013-03-30,49,70.0,,0.7,34.3
2013-03-31,22,70.0,,0.7,15.399999999999999
2013-04-01,59,64.0,False,0.64,37.76
2013-04-02,48,64.0,,0.64,30.72
2013-04-03,32,64.0,,0.64,20.48
2013-04-04,27,64.0,,0.64,17.28
2013-04-05,28,64.0,,0.64,17.92
2013-04-06,27,64.0,,0.64,17.28
2013-04-07,100,64.0,,0.64,64.0
2013-04-08,47,64.0,,0.64,30.080000000000002
2013-04-09,58,64.0,,0.64,37.12
2013-04-10,26,64.0,,0.64,16.64
2013-04-11,47,64.0,,0.64,30.080000000000002
2013-04-12,44,64.0,,0.64,28.16
2013-04-13,40,64.0,,0.64,25.6
2013-04-14,93,64.0,,0.64,59.52
2013-04-15,25,64.0,,0.64,16.0
2013-04-16,42,64.0,,0.64,26.88
2013-04-17,42,64.0,,0.64,26.88
2013-04-18,32,64.0,,0.64,20.48
2013-04-19,27,64.0,,0.64,17.28
2013-04-20,40,64.0,,0.64,25.6
2013-04-21,41,64.0,,0.64,26.240000000000002
2013-04-22,37,64.0,,0.64,23.68
2013-04-23,95,64.0,,0.64,60.800000000000004
2013-04-24,43,64.0,,0.64,27.52
2013-04-25,49,64.0,,0.64,31.36
2013-04-26,40,64.0,,0.64,25.6
2013-04-27,48,64.0,,0.64,30.72
2013-04-28,72,64.0,,0.64,46.08
2013-04-29,52,64.0,,0.64,33.28
2013-04-30,53,64.0,,0.64,33.92
2013-05-01,57,54.0,False,0.54,30.78
2013-05-02,100,54.0,,0.54,54.0
2013-05-03,33,54.0,,0.54,17.82
2013-05-04,96,54.0,,0.54,51.84
2013-05-05,86,54.0,,0.54,46.440000000000005
2013-05-06,44,54.0,,0.54,23.76
2013-05-07,75,54.0,,0.54,40.5
2013-05-08,43,54.0,,0.54,23.220000000000002
2013-05-09,57,54.0,,0.54,30.78
2013-05-10,79,54.0,,0.54,42.660000000000004
2013-05-11,48,54.0,,0.54,25.92
2013-05-12,25,54.0,,0.54,13.5
2013-05-13,57,54.0,,0.54,30.78
2013-05-14,25,54.0,,0.54,13.5
2013-05-15,32,54.0,,0.54,17.28
2013-05-16,57,54.0,,0.54,30.78
2013-05-17,47,54.0,,0.54,25.380000000000003
2013-05-18,65,54.0,,0.54,35.1
2013-05-19,62,54.0,,0.54,33.480000000000004
2013-05-20,70,54.0,,0.54,37.800000000000004
2013-05-21,74,54.0,,0.54,39.96
2013-05-22,31,54.0,,0.54,16.740000000000002
2013-05-23,77,54.0,,0.54,41.580000000000005
2013-05-24,75,54.0,,0.54,40.5
2013-05-25,82,54.0,,0.54,44.28
2013-05-26,43,54.0,,0.54,23.220000000000002
2013-05-27,31,54.0,,0.54,16.740000000000002
2013-05-28,44,54.0,,0.54,23.76
2013-05-29,44,54.0,,0.54,23.76
2013-05-30,32,54.0,,0.54,17.28
2013-05-31,20,54.0,,0.54,10.8
2013-06-01,58,39.0,False,0.39,22.62
2013-06-02,77,39.0,,0.39,30.03
2013-06-03,68,39.0,,0.39,26.52
2013-06-04,38,39.0,,0.39,14.82
2013-06-05,39,39.0,,0.39,15.21
2013-06-06,70,39.0,,0.39,27.3
2013-06-07,56,39.0,,0.39,21.84
2013-06-08,68,39.0,,0.39,26.52
2013-06-09,69,39.0,,0.39,26.91
2013-06-10,84,39.0,,0.39,32.76
2013-06-11,15,39.0,,0.39,5.8500000000000005
2013-06-12,15,39.0,,0.39,5.8500000000000005
2013-06-13,39,39.0,,0.39,15.21
2013-06-14,32,39.0,,0.39,12.48
2013-06-15,30,39.0,,0.39,11.700000000000001
2013-06-16,100,39.0,,0.39,39.0
2013-06-17,31,39.0,,0.39,12.09
2013-06-18,53,39.0,,0.39,20.67
2013-06-19,77,39.0,,0.39,30.03
2013-06-20,55,39.0,,0.39,21.45
2013-06-21,49,39.0,,0.39,19.11
2013-06-22,60,39.0,,0.39,23.400000000000002
2013-06-23,79,39.0,,0.39,30.810000000000002
2013-06-24,63,39.0,,0.39,24.57
2013-06-25,23,39.0,,0.39,8.97
2013-06-26,54,39.0,,0.39,21.060000000000002
2013-06-27,55,39.0,,0.39,21.45
2013-06-28,16,39.0,,0.39,6.24
2013-06-29,48,39.0,,0.39,18.72
2013-06-30,10,39.0,,0.39,3.9000000000000004
2013-07-01,36,43.0,False,0.43,15.48
2013-07-02,51,43.0,,0.43,21.93
2013-07-03,60,43.0,,0.43,25.8
2013-07-04,64,43.0,,0.43,27.52
2013-07-05,9,43.0,,0.43,3.87
2013-07-06,55,43.0,,0.43,23.65
2013-07-07,91,43.0,,0.43,39.13
2013-07-08,64,43.0,,0.43,27.52
2013-07-09,43,43.0,,0.43,18.49
2013-07-10,29,43.0,,0.43,12.47
2013-07-11,15,43.0,,0.43,6.45
2013-07-12,15,43.0,,0.43,6.45
2013-07-13,18,43.0,,0.43,7.74
2013-07-14,44,43.0,,0.43,18.919999999999998
2013-07-15,65,43.0,,0.43,27.95
2013-07-16,36,43.0,,0.43,15.48
2013-07-17,36,43.0,,0.43,15.48
2013-07-18,59,43.0,,0.43,25.37
2013-07-19,53,43.0,,0.43,22.79
2013-07-20,88,43.0,,0.43,37.839999999999996
2013-07-21,45,43.0,,0.43,19.35
2013-07-22,35,43.0,,0.43,15.049999999999999
2013-07-23,77,43.0,,0.43,33.11
2013-07-24,43,43.0,,0.43,18.49
2013-07-25,22,43.0,,0.43,9.459999999999999
2013-07-26,23,43.0,,0.43,9.89
2013-07-27,27,43.0,,0.43,11.61
2013-07-28,45,43.0,,0.43,19.35
2013-07-29,57,43.0,,0.43,24.509999999999998
2013-07-30,100,43.0,,0.43,43.0
2013-07-31,36,43.0,,0.43,15.48
2013-08-01,28,45.0,False,0.45,12.6
2013-08-02,43,45.0,,0.45,19.35
2013-08-03,42,45.0,,0.45,18.900000000000002
2013-08-04,26,45.0,,0.45,11.700000000000001
2013-08-05,42,45.0,,0.45,18.900000000000002
2013-08-06,21,45.0,,0.45,9.450000000000001
2013-08-07,48,45.0,,0.45,21.6
2013-08-08,62,45.0,,0.45,27.900000000000002
2013-08-09,14,45.0,,0.45,6.3
2013-08-10,51,45.0,,0.45,22.95
2013-08-11,44,45.0,,0.45,19.8
2013-08-12,28,45.0,,0.45,12.6
2013-08-13,27,45.0,,0.45,12.15
2013-08-14,34,45.0,,0.45,15.3
2013-08-15,49,45.0,,0.45,22.05
2013-08-16,50,45.0,,0.45,22.5
2013-08-17,26,45.0,,0.45,11.700000000000001
2013-08-18,68,45.0,,0.45,30.6
2013-08-19,48,45.0,,0.45,21.6
2013-08-20,61,45.0,,0.45,27.45
2013-08-21,41,45.0,,0.45,18.45
2013-08-22,48,45.0,,0.45,21.6
2013-08-23,50,45.0,,0.45,22.5
2013-08-24,59,45.0,,0.45,26.55
2013-08-25,100,45.0,,0.45,45.0
2013-08-26,53,45.0,,0.45,23.85
2013-08-27,60,45.0,,0.45,27.0
2013-08-28,47,45.0,,0.45,21.150000000000002
2013-08-29,41,45.0,,0.45,18.45
2013-08-30,35,45.0,,0.45,15.75
2013-08-31,90,45.0,,0.45,40.5
2013-09-01,36,57.0,False,0.57,20.52
2013-09-02,18,57.0,,0.57,10.26
2013-09-03,27,57.0,,0.57,15.389999999999999
2013-09-04,39,57.0,,0.57,22.229999999999997
2013-09-05,20,57.0,,0.57,11.399999999999999
2013-09-06,33,57.0,,0.57,18.81
2013-09-07,19,57.0,,0.57,10.829999999999998
2013-09-08,43,57.0,,0.57,24.509999999999998
2013-09-09,39,57.0,,0.57,22.229999999999997
2013-09-10,50,57.0,,0.57,28.499999999999996
2013-09-11,42,57.0,,0.57,23.939999999999998
2013-09-12,99,57.0,,0.57,56.42999999999999
2013-09-13,40,57.0,,0.57,22.799999999999997
2013-09-14,29,57.0,,0.57,16.529999999999998
2013-09-15,19,57.0,,0.57,10.829999999999998
2013-09-16,100,57.0,,0.57,56.99999999999999
2013-09-17,39,57.0,,0.57,22.229999999999997
2013-09-18,16,57.0,,0.57,9.12
2013-09-19,31,57.0,,0.57,17.669999999999998
2013-09-20,45,57.0,,0.57,25.65
2013-09-21,19,57.0,,0.57,10.829999999999998
2013-09-22,48,57.0,,0.57,27.36
2013-09-23,52,57.0,,0.57,29.639999999999997
2013-09-24,51,57.0,,0.57,29.069999999999997
2013-09-25,44,57.0,,0.57,25.08
2013-09-26,45,57.0,,0.57,25.65
2013-09-27,51,57.0,,0.57,29.069999999999997
2013-09-28,25,57.0,,0.57,14.249999999999998
2013-09-29,44,57.0,,0.57,25.08
2013-09-30,44,57.0,,0.57,25.08
2013-10-01,32,86.0,False,0.86,27.52
2013-10-02,30,86.0,,0.86,25.8
2013-10-03,30,86.0,,0.86,25.8
2013-10-04,21,86.0,,0.86,18.06
2013-10-05,37,86.0,,0.86,31.82
2013-10-06,49,86.0,,0.86,42.14
2013-10-07,43,86.0,,0.86,36.98
2013-10-08,37,86.0,,0.86,31.82
2013-10-09,57,86.0,,0.86,49.019999999999996
2013-10-10,48,86.0,,0.86,41.28
2013-10-11,56,86.0,,0.86,48.16
2013-10-12,21,86.0,,0.86,18.06
2013-10-13,38,86.0,,0.86,32.68
2013-10-14,44,86.0,,0.86,37.839999999999996
2013-10-15,33,86.0,,0.86,28.38
2013-10-16,47,86.0,,0.86,40.42
2013-10-17,44,86.0,,0.86,37.839999999999996
2013-10-18,35,86.0,,0.86,30.099999999999998
2013-10-19,38,86.0,,0.86,32.68
2013-10-20,84,86.0,,0.86,72.24
2013-10-21,53,86.0,,0.86,45.58
2013-10-22,52,86.0,,0.86,44.72
2013-10-23,66,86.0,,0.86,56.76
2013-10-24,34,86.0,,0.86,29.24
2013-10-25,21,86.0,,0.86,18.06
2013-10-26,47,86.0,,0.86,40.42
2013-10-27,54,86.0,,0.86,46.44
2013-10-28,100,86.0,,0.86,86.0
2013-10-29,72,86.0,,0.86,61.92
2013-10-30,79,86.0,,0.86,67.94
2013-10-31,64,86.0,,0.86,55.04
2013-11-01,86,75.0,False,0.75,64.5
2013-11-02,69,75.0,,0.75,51.75
2013-11-03,56,75.0,,0.75,42.0
2013-11-04,100,75.0,,0.75,75.0
2013-11-05,67,75.0,,0.75,50.25
2013-11-06,64,75.0,,0.75,48.0
2013-11-07,54,75.0,,0.75,40.5
2013-11-08,61,75.0,,0.75,45.75
2013-11-09,57,75.0,,0.75,42.75
2013-11-10,45,75.0,,0.75,33.75
2013-11-11,46,75.0,,0.75,34.5
2013-11-12,53,75.0,,0.75,39.75
2013-11-13,72,75.0,,0.75,54.0
2013-11-14,60,75.0,,0.75,45.0
2013-11-15,70,75.0,,0.75,52.5
2013-11-16,28,75.0,,0.75,21.0
2013-11-17,59,75.0,,0.75,44.25
2013-11-18,48,75.0,,0.75,36.0
2013-11-19,49,75.0,,0.75,36.75
2013-11-20,40,75.0,,0.75,30.0
2013-11-21,54,75.0,,0.75,40.5
2013-11-22,37,75.0,,0.75,27.75
2013-11-23,44,75.0,,0.75,33.0
2013-11-24,38,75.0,,0.75,28.5
2013-11-25,40,75.0,,0.75,30.0
2013-11-26,27,75.0,,0.75,20.25
2013-11-27,53,75.0,,0.75,39.75
2013-11-28,35,75.0,,0.75,26.25
2013-11-29,22,75.0,,0.75,16.5
2013-11-30,16,75.0,,0.75,12.0
2013-12-01,75,48.0,False,0.48,36.0
2013-12-02,51,48.0,,0.48,24.48
2013-12-03,52,48.0,,0.48,24.96
2013-12-04,85,48.0,,0.48,40.8
2013-12-05,49,48.0,,0.48,23.52
2013-12-06,77,48.0,,0.48,36.96
2013-12-07,33,48.0,,0.48,15.84
2013-12-08,46,48.0,,0.48,22.08
2013-12-09,74,48.0,,0.48,35.519999999999996
2013-12-10,43,48.0,,0.48,20.64
2013-12-11,100,48.0,,0.48,48.0
2013-12-12,73,48.0,,0.48,35.04
2013-12-13,87,48.0,,0.48,41.76
2013-12-14,61,48.0,,0.48,29.279999999999998
2013-12-15,14,48.0,,0.48,6.72
2013-12-16,44,48.0,,0.48,21.119999999999997
2013-12-17,38,48.0,,0.48,18.24
2013-12-18,67,48.0,,0.48,32.16
2013-12-19,29,48.0,,0.48,13.92
2013-12-20,30,48.0,,0.48,14.399999999999999
2013-12-21,21,48.0,,0.48,10.08
2013-12-22,29,48.0,,0.48,13.92
2013-12-23,32,48.0,,0.48,15.36
2013-12-24,56,48.0,,0.48,26.88
2013-12-25,41,48.0,,0.48,19.68
2013-12-26,60,48.0,,0.48,28.799999999999997
2013-12-27,44,48.0,,0.48,21.119999999999997
2013-12-28,85,48.0,,0.48,40.8
2013-12-29,62,48.0,,0.48,29.759999999999998
2013-12-30,35,48.0,,0.48,16.8
2013-12-31,31,48.0,,0.48,14.879999999999999
2014-01-01,8,62.0,False,0.62,4.96
2014-01-02,43,62.0,,0.62,26.66
2014-01-03,55,62.0,,0.62,34.1
2014-01-04,14,62.0,,0.62,8.68
2014-01-05,56,62.0,,0.62,34.72
2014-01-06,29,62.0,,0.62,17.98
2014-01-07,52,62.0,,0.62,32.24
2014-01-08,48,62.0,,0.62,29.759999999999998
2014-01-09,66,62.0,,0.62,40.92
2014-01-10,78,62.0,,0.62,48.36
2014-01-11,50,62.0,,0.62,31.0
2014-01-12,77,62.0,,0.62,47.74
2014-01-13,41,62.0,,0.62,25.419999999999998
2014-01-14,93,62.0,,0.62,57.66
2014-01-15,92,62.0,,0.62,57.04
2014-01-16,36,62.0,,0.62,22.32
2014-01-17,49,62.0,,0.62,30.38
2014-01-18,22,62.0,,0.62,13.64
2014-01-19,65,62.0,,0.62,40.3
2014-01-20,68,62.0,,0.62,42.16
2014-01-21,57,62.0,,0.62,35.339999999999996
2014-01-22,69,62.0,,0.62,42.78
2014-01-23,41,62.0,,0.62,25.419999999999998
2014-01-24,47,62.0,,0.62,29.14
2014-01-25,56,62.0,,0.62,34.72
2014-01-26,78,62.0,,0.62,48.36
2014-01-27,100,62.0,,0.62,62.0
2014-01-28,34,62.0,,0.62,21.08
2014-01-29,63,62.0,,0.62,39.06
2014-01-30,70,62.0,,0.62,43.4
2014-01-31,54,62.0,,0.62,33.48
2014-02-01,49,62.0,False,0.62,30.38
2014-02-02,48,62.0,,0.62,29.759999999999998
2014-02-03,45,62.0,,0.62,27.9
2014-02-04,79,62.0,,0.62,48.98
2014-02-05,52,62.0,,0.62,32.24
2014-02-06,51,62.0,,0.62,31.62
2014-02-07,97,62.0,,0.62,60.14
2014-02-08,28,62.0,,0.62,17.36
2014-02-09,77,62.0,,0.62,47.74
2014-02-10,50,62.0,,0.62,31.0
2014-02-11,100,62.0,,0.62,62.0
2014-02-12,68,62.0,,0.62,42.16
2014-02-13,86,62.0,,0.62,53.32
2014-02-14,66,62.0,,0.62,40.92
2014-02-15,72,62.0,,0.62,44.64
2014-02-16,64,62.0,,0.62,39.68
2014-02-17,42,62.0,,0.62,26.04
2014-02-18,57,62.0,,0.62,35.339999999999996
2014-02-19,46,62.0,,0.62,28.52
2014-02-20,63,62.0,,0.62,39.06
2014-02-21,52,62.0,,0.62,32.24
2014-02-22,58,62.0,,0.62,35.96
2014-02-23,92,62.0,,0.62,57.04
2014-02-24,62,62.0,,0.62,38.44
2014-02-25,51,62.0,,0.62,31.62
2014-02-26,68,62.0,,0.62,42.16
2014-02-27,63,62.0,,0.62,39.06
2014-02-28,65,62.0,,0.62,40.3
2014-03-01,35,69.0,False,0.69,24.15
2014-03-02,55,69.0,,0.69,37.949999999999996
2014-03-03,20,69.0,,0.69,13.799999999999999
2014-03-04,33,69.0,,0.69,22.77
2014-03-05,37,69.0,,0.69,25.529999999999998
2014-03-06,37,69.0,,0.69,25.529999999999998
2014-03-07,26,69.0,,0.69,17.939999999999998
2014-03-08,26,69.0,,0.69,17.939999999999998
2014-03-09,77,69.0,,0.69,53.129999999999995
2014-03-10,51,69.0,,0.69,35.19
2014-03-11,34,69.0,,0.69,23.459999999999997
2014-03-12,87,69.0,,0.69,60.029999999999994
2014-03-13,47,69.0,,0.69,32.43
2014-03-14,67,69.0,,0.69,46.23
2014-03-15,37,69.0,,0.69,25.529999999999998
2014-03-16,87,69.0,,0.69,60.029999999999994
2014-03-17,100,69.0,,0.69,69.0
2014-03-18,80,69.0,,0.69,55.199999999999996
2014-03-19,42,69.0,,0.69,28.979999999999997
2014-03-20,38,69.0,,0.69,26.22
2014-03-21,49,69.0,,0.69,33.809999999999995
2014-03-22,42,69.0,,0.69,28.979999999999997
2014-03-23,57,69.0,,0.69,39.33
2014-03-24,50,69.0,,0.69,34.5
2014-03-25,45,69.0,,0.69,31.049999999999997
2014-03-26,25,69.0,,0.69,17.25
2014-03-27,30,69.0,,0.69,20.7
2014-03-28,43,69.0,,0.69,29.669999999999998
2014-03-29,35,69.0,,0.69,24.15
2014-03-30,36,69.0,,0.69,24.839999999999996
2014-03-31,33,69.0,,0.69,22.77
2014-04-01,69,56.0,False,0.56,38.64
2014-04-02,68,56.0,,0.56,38.080000000000005
2014-04-03,44,56.0,,0.56,24.64
2014-04-04,36,56.0,,0.56,20.160000000000004
2014-04-05,49,56.0,,0.56,27.44
2014-04-06,37,56.0,,0.56,20.720000000000002
2014-04-07,39,56.0,,0.56,21.840000000000003
2014-04-08,39,56.0,,0.56,21.840000000000003
2014-04-09,30,56.0,,0.56,16.8
2014-04-10,15,56.0,,0.56,8.4
2014-04-11,48,56.0,,0.56,26.880000000000003
2014-04-12,13,56.0,,0.56,7.280000000000001
2014-04-13,64,56.0,,0.56,35.84
2014-04-14,34,56.0,,0.56,19.040000000000003
2014-04-15,67,56.0,,0.56,37.52
2014-04-16,60,56.0,,0.56,33.6
2014-04-17,36,56.0,,0.56,20.160000000000004
2014-04-18,60,56.0,,0.56,33.6
2014-04-19,39,56.0,,0.56,21.840000000000003
2014-04-20,95,56.0,,0.56,53.2
2014-04-21,57,56.0,,0.56,31.92
2014-04-22,39,56.0,,0.56,21.840000000000003
2014-04-23,69,56.0,,0.56,38.64
2014-04-24,45,56.0,,0.56,25.200000000000003
