date,GOLD_unscaled,GOLD_monthly,isPartial,scale,GOLD
2010-04-02,89,58.0,,0.58,51.62
2010-04-03,90,58.0,,0.58,52.199999999999996
2010-04-04,91,58.0,,0.58,52.779999999999994
2010-04-05,87,58.0,,0.58,50.459999999999994
2010-04-06,85,58.0,,0.58,49.3
2010-04-07,81,58.0,,0.58,46.98
2010-04-08,83,58.0,,0.58,48.13999999999999
2010-04-09,85,58.0,,0.58,49.3
2010-04-10,94,58.0,,0.58,54.519999999999996
2010-04-11,100,58.0,,0.58,57.99999999999999
2010-04-12,82,58.0,,0.58,47.559999999999995
2010-04-13,80,58.0,,0.58,46.4
2010-04-14,82,58.0,,0.58,47.559999999999995
2010-04-15,80,58.0,,0.58,46.4
2010-04-16,82,58.0,,0.58,47.559999999999995
2010-04-17,98,58.0,,0.58,56.839999999999996
2010-04-18,99,58.0,,0.58,57.419999999999995
2010-04-19,84,58.0,,0.58,48.72
2010-04-20,84,58.0,,0.58,48.72
2010-04-21,79,58.0,,0.58,45.82
2010-04-22,79,58.0,,0.58,45.82
2010-04-23,86,58.0,,0.58,49.879999999999995
2010-04-24,90,58.0,,0.58,52.199999999999996
2010-04-25,93,58.0,,0.58,53.94
2010-04-26,82,58.0,,0.58,47.559999999999995
2010-04-27,85,58.0,,0.58,49.3
2010-04-28,84,58.0,,0.58,48.72
2010-04-29,79,58.0,,0.58,45.82
2010-04-30,85,58.0,,0.58,49.3
2010-05-01,94,60.0,False,0.6,56.4
2010-05-02,94,60.0,,0.6,56.4
2010-05-03,83,60.0,,0.6,49.8
2010-05-04,86,60.0,,0.6,51.6
2010-05-05,82,60.0,,0.6,49.199999999999996
2010-05-06,86,60.0,,0.6,51.6
2010-05-07,90,60.0,,0.6,54.0
2010-05-08,94,60.0,,0.6,56.4
2010-05-09,100,60.0,,0.6,60.0
2010-05-10,91,60.0,,0.6,54.6
2010-05-11,94,60.0,,0.6,56.4
2010-05-12,94,60.0,,0.6,56.4
2010-05-13,97,60.0,,0.6,58.199999999999996
2010-05-14,96,60.0,,0.6,57.599999999999994
2010-05-15,96,60.0,,0.6,57.599999999999994
2010-05-16,90,60.0,,0.6,54.0
2010-05-17,92,60.0,,0.6,55.199999999999996
2010-05-18,92,60.0,,0.6,55.199999999999996
2010-05-19,88,60.0,,0.6,52.8
2010-05-20,94,60.0,,0.6,56.4
2010-05-21,94,60.0,,0.6,56.4
2010-05-22,88,60.0,,0.6,52.8
2010-05-23,94,60.0,,0.6,56.4
2010-05-24,83,60.0,,0.6,49.8
2010-05-25,85,60.0,,0.6,51.0
2010-05-26,85,60.0,,0.6,51.0
2010-05-27,85,60.0,,0.6,51.0
2010-05-28,81,60.0,,0.6,48.6
2010-05-29,85,60.0,,0.6,51.0
2010-05-30,86,60.0,,0.6,51.6
2010-05-31,95,60.0,,0.6,57.0
2010-06-01,88,56.0,False,0.56,49.28
2010-06-02,88,56.0,,0.56,49.28
2010-06-03,83,56.0,,0.56,46.480000000000004
2010-06-04,92,56.0,,0.56,51.52
2010-06-05,96,56.0,,0.56,53.760000000000005
2010-06-06,90,56.0,,0.56,50.400000000000006
2010-06-07,93,56.0,,0.56,52.080000000000005
2010-06-08,93,56.0,,0.56,52.080000000000005
2010-06-09,91,56.0,,0.56,50.96000000000001
2010-06-10,87,56.0,,0.56,48.720000000000006
2010-06-11,87,56.0,,0.56,48.720000000000006
2010-06-12,87,56.0,,0.56,48.720000000000006
2010-06-13,100,56.0,,0.56,56.00000000000001
2010-06-14,87,56.0,,0.56,48.720000000000006
2010-06-15,83,56.0,,0.56,46.480000000000004
2010-06-16,86,56.0,,0.56,48.160000000000004
2010-06-17,80,56.0,,0.56,44.800000000000004
2010-06-18,91,56.0,,0.56,50.96000000000001
2010-06-19,95,56.0,,0.56,53.2
2010-06-20,98,56.0,,0.56,54.88
2010-06-21,88,56.0,,0.56,49.28
2010-06-22,87,56.0,,0.56,48.720000000000006
2010-06-23,84,56.0,,0.56,47.040000000000006
2010-06-24,86,56.0,,0.56,48.160000000000004
2010-06-25,92,56.0,,0.56,51.52
2010-06-26,91,56.0,,0.56,50.96000000000001
2010-06-27,88,56.0,,0.56,49.28
2010-06-28,93,56.0,,0.56,52.080000000000005
2010-06-29,89,56.0,,0.56,49.84
2010-06-30,84,56.0,,0.56,47.040000000000006
2010-07-01,97,53.0,False,0.53,51.410000000000004
2010-07-02,87,53.0,,0.53,46.11
2010-07-03,89,53.0,,0.53,47.17
2010-07-04,80,53.0,,0.53,42.400000000000006
2010-07-05,86,53.0,,0.53,45.580000000000005
2010-07-06,90,53.0,,0.53,47.7
2010-07-07,91,53.0,,0.53,48.230000000000004
2010-07-08,90,53.0,,0.53,47.7
2010-07-09,89,53.0,,0.53,47.17
2010-07-10,88,53.0,,0.53,46.64
2010-07-11,100,53.0,,0.53,53.0
2010-07-12,87,53.0,,0.53,46.11
2010-07-13,88,53.0,,0.53,46.64
2010-07-14,82,53.0,,0.53,43.46
2010-07-15,83,53.0,,0.53,43.99
2010-07-16,86,53.0,,0.53,45.580000000000005
2010-07-17,98,53.0,,0.53,51.940000000000005
2010-07-18,88,53.0,,0.53,46.64
2010-07-19,87,53.0,,0.53,46.11
2010-07-20,91,53.0,,0.53,48.230000000000004
2010-07-21,88,53.0,,0.53,46.64
2010-07-22,88,53.0,,0.53,46.64
2010-07-23,84,53.0,,0.53,44.52
2010-07-24,88,53.0,,0.53,46.64
2010-07-25,88,53.0,,0.53,46.64
2010-07-26,84,53.0,,0.53,44.52
2010-07-27,88,53.0,,0.53,46.64
2010-07-28,90,53.0,,0.53,47.7
2010-07-29,86,53.0,,0.53,45.580000000000005
2010-07-30,87,53.0,,0.53,46.11
2010-07-31,85,53.0,,0.53,45.050000000000004
2010-08-01,97,51.0,False,0.51,49.47
2010-08-02,97,51.0,,0.51,49.47
2010-08-03,98,51.0,,0.51,49.980000000000004
2010-08-04,100,51.0,,0.51,51.0
2010-08-05,93,51.0,,0.51,47.43
2010-08-06,90,51.0,,0.51,45.9
2010-08-07,93,51.0,,0.51,47.43
2010-08-08,98,51.0,,0.51,49.980000000000004
2010-08-09,94,51.0,,0.51,47.94
2010-08-10,90,51.0,,0.51,45.9
2010-08-11,95,51.0,,0.51,48.45
2010-08-12,95,51.0,,0.51,48.45
2010-08-13,92,51.0,,0.51,46.92
2010-08-14,92,51.0,,0.51,46.92
2010-08-15,97,51.0,,0.51,49.47
2010-08-16,94,51.0,,0.51,47.94
2010-08-17,93,51.0,,0.51,47.43
2010-08-18,92,51.0,,0.51,46.92
2010-08-19,95,51.0,,0.51,48.45
2010-08-20,90,51.0,,0.51,45.9
2010-08-21,99,51.0,,0.51,50.49
2010-08-22,98,51.0,,0.51,49.980000000000004
2010-08-23,95,51.0,,0.51,48.45
2010-08-24,87,51.0,,0.51,44.37
2010-08-25,94,51.0,,0.51,47.94
2010-08-26,93,51.0,,0.51,47.43
2010-08-27,98,51.0,,0.51,49.980000000000004
2010-08-28,91,51.0,,0.51,46.410000000000004
2010-08-29,92,51.0,,0.51,46.92
2010-08-30,94,51.0,,0.51,47.94
2010-08-31,93,51.0,,0.51,47.43
2010-09-01,81,53.0,False,0.53,42.93
2010-09-02,79,53.0,,0.53,41.870000000000005
2010-09-03,78,53.0,,0.53,41.34
2010-09-04,85,53.0,,0.53,45.050000000000004
2010-09-05,83,53.0,,0.53,43.99
2010-09-06,92,53.0,,0.53,48.760000000000005
2010-09-07,85,53.0,,0.53,45.050000000000004
2010-09-08,85,53.0,,0.53,45.050000000000004
2010-09-09,81,53.0,,0.53,42.93
2010-09-10,76,53.0,,0.53,40.28
2010-09-11,93,53.0,,0.53,49.29
2010-09-12,92,53.0,,0.53,48.760000000000005
2010-09-13,74,53.0,,0.53,39.22
2010-09-14,83,53.0,,0.53,43.99
2010-09-15,84,53.0,,0.53,44.52
2010-09-16,84,53.0,,0.53,44.52
2010-09-17,83,53.0,,0.53,43.99
2010-09-18,88,53.0,,0.53,46.64
2010-09-19,81,53.0,,0.53,42.93
2010-09-20,86,53.0,,0.53,45.580000000000005
2010-09-21,87,53.0,,0.53,46.11
2010-09-22,95,53.0,,0.53,50.35
2010-09-23,93,53.0,,0.53,49.29
2010-09-24,100,53.0,,0.53,53.0
2010-09-25,88,53.0,,0.53,46.64
2010-09-26,79,53.0,,0.53,41.870000000000005
2010-09-27,89,53.0,,0.53,47.17
2010-09-28,89,53.0,,0.53,47.17
2010-09-29,92,53.0,,0.53,48.760000000000005
2010-09-30,88,53.0,,0.53,46.64
2010-10-01,90,53.0,False,0.53,47.7
2010-10-02,91,53.0,,0.53,48.230000000000004
2010-10-03,93,53.0,,0.53,49.29
2010-10-04,90,53.0,,0.53,47.7
2010-10-05,96,53.0,,0.53,50.88
2010-10-06,100,53.0,,0.53,53.0
2010-10-07,98,53.0,,0.53,51.940000000000005
2010-10-08,88,53.0,,0.53,46.64
2010-10-09,90,53.0,,0.53,47.7
2010-10-10,87,53.0,,0.53,46.11
2010-10-11,94,53.0,,0.53,49.82
2010-10-12,87,53.0,,0.53,46.11
2010-10-13,94,53.0,,0.53,49.82
2010-10-14,98,53.0,,0.53,51.940000000000005
2010-10-15,89,53.0,,0.53,47.17
2010-10-16,84,53.0,,0.53,44.52
2010-10-17,94,53.0,,0.53,49.82
2010-10-18,94,53.0,,0.53,49.82
2010-10-19,90,53.0,,0.53,47.7
2010-10-20,88,53.0,,0.53,46.64
2010-10-21,90,53.0,,0.53,47.7
2010-10-22,88,53.0,,0.53,46.64
2010-10-23,88,53.0,,0.53,46.64
2010-10-24,84,53.0,,0.53,44.52
2010-10-25,88,53.0,,0.53,46.64
2010-10-26,89,53.0,,0.53,47.17
2010-10-27,84,53.0,,0.53,44.52
2010-10-28,96,53.0,,0.53,50.88
2010-10-29,91,53.0,,0.53,48.230000000000004
2010-10-30,93,53.0,,0.53,49.29
2010-10-31,90,53.0,,0.53,47.7
2010-11-01,78,56.0,False,0.56,43.68000000000001
2010-11-02,73,56.0,,0.56,40.88
2010-11-03,78,56.0,,0.56,43.68000000000001
2010-11-04,89,56.0,,0.56,49.84
2010-11-05,86,56.0,,0.56,48.160000000000004
2010-11-06,91,56.0,,0.56,50.96000000000001
2010-11-07,80,56.0,,0.56,44.800000000000004
2010-11-08,90,56.0,,0.56,50.400000000000006
2010-11-09,100,56.0,,0.56,56.00000000000001
2010-11-10,94,56.0,,0.56,52.64000000000001
2010-11-11,92,56.0,,0.56,51.52
2010-11-12,88,56.0,,0.56,49.28
2010-11-13,86,56.0,,0.56,48.160000000000004
2010-11-14,86,56.0,,0.56,48.160000000000004
2010-11-15,87,56.0,,0.56,48.720000000000006
2010-11-16,87,56.0,,0.56,48.720000000000006
2010-11-17,81,56.0,,0.56,45.36000000000001
2010-11-18,79,56.0,,0.56,44.24
2010-11-19,82,56.0,,0.56,45.92
2010-11-20,84,56.0,,0.56,47.040000000000006
2010-11-21,84,56.0,,0.56,47.040000000000006
2010-11-22,85,56.0,,0.56,47.6
2010-11-23,84,56.0,,0.56,47.040000000000006
2010-11-24,76,56.0,,0.56,42.56
2010-11-25,75,56.0,,0.56,42.00000000000001
2010-11-26,85,56.0,,0.56,47.6
2010-11-27,84,56.0,,0.56,47.040000000000006
2010-11-28,82,56.0,,0.56,45.92
2010-11-29,81,56.0,,0.56,45.36000000000001
2010-11-30,82,56.0,,0.56,45.92
2010-12-01,82,58.0,False,0.58,47.559999999999995
2010-12-02,87,58.0,,0.58,50.459999999999994
2010-12-03,82,58.0,,0.58,47.559999999999995
2010-12-04,90,58.0,,0.58,52.199999999999996
2010-12-05,88,58.0,,0.58,51.04
2010-12-06,87,58.0,,0.58,50.459999999999994
2010-12-07,91,58.0,,0.58,52.779999999999994
2010-12-08,83,58.0,,0.58,48.13999999999999
2010-12-09,85,58.0,,0.58,49.3
2010-12-10,85,58.0,,0.58,49.3
2010-12-11,81,58.0,,0.58,46.98
2010-12-12,86,58.0,,0.58,49.879999999999995
2010-12-13,83,58.0,,0.58,48.13999999999999
2010-12-14,86,58.0,,0.58,49.879999999999995
2010-12-15,80,58.0,,0.58,46.4
2010-12-16,88,58.0,,0.58,51.04
2010-12-17,87,58.0,,0.58,50.459999999999994
2010-12-18,100,58.0,,0.58,57.99999999999999
2010-12-19,81,58.0,,0.58,46.98
2010-12-20,87,58.0,,0.58,50.459999999999994
2010-12-21,86,58.0,,0.58,49.879999999999995
2010-12-22,86,58.0,,0.58,49.879999999999995
2010-12-23,84,58.0,,0.58,48.72
2010-12-24,84,58.0,,0.58,48.72
2010-12-25,82,58.0,,0.58,47.559999999999995
2010-12-26,85,58.0,,0.58,49.3
2010-12-27,87,58.0,,0.58,50.459999999999994
2010-12-28,90,58.0,,0.58,52.199999999999996
2010-12-29,87,58.0,,0.58,50.459999999999994
2010-12-30,92,58.0,,0.58,53.36
2010-12-31,91,58.0,,0.58,52.779999999999994
2011-01-01,96,65.0,False,0.65,62.400000000000006
2011-01-02,97,65.0,,0.65,63.050000000000004
2011-01-03,91,65.0,,0.65,59.15
2011-01-04,94,65.0,,0.65,61.1
2011-01-05,92,65.0,,0.65,59.800000000000004
2011-01-06,90,65.0,,0.65,58.5
2011-01-07,87,65.0,,0.65,56.550000000000004
2011-01-08,97,65.0,,0.65,63.050000000000004
2011-01-09,94,65.0,,0.65,61.1
2011-01-10,86,65.0,,0.65,55.9
2011-01-11,86,65.0,,0.65,55.9
2011-01-12,83,65.0,,0.65,53.95
2011-01-13,83,65.0,,0.65,53.95
2011-01-14,82,65.0,,0.65,53.300000000000004
2011-01-15,95,65.0,,0.65,61.75
2011-01-16,92,65.0,,0.65,59.800000000000004
2011-01-17,99,65.0,,0.65,64.35000000000001
2011-01-18,93,65.0,,0.65,60.45
2011-01-19,90,65.0,,0.65,58.5
2011-01-20,82,65.0,,0.65,53.300000000000004
2011-01-21,84,65.0,,0.65,54.6
2011-01-22,100,65.0,,0.65,65.0
2011-01-23,96,65.0,,0.65,62.400000000000006
2011-01-24,91,65.0,,0.65,59.15
2011-01-25,90,65.0,,0.65,58.5
2011-01-26,86,65.0,,0.65,55.9
2011-01-27,86,65.0,,0.65,55.9
2011-01-28,88,65.0,,0.65,57.2
2011-01-29,98,65.0,,0.65,63.7
2011-01-30,100,65.0,,0.65,65.0
2011-01-31,87,65.0,,0.65,56.550000000000004
2011-02-01,82,64.0,False,0.64,52.480000000000004
2011-02-02,80,64.0,,0.64,51.2
2011-02-03,80,64.0,,0.64,51.2
2011-02-04,83,64.0,,0.64,53.120000000000005
2011-02-05,91,64.0,,0.64,58.24
2011-02-06,89,64.0,,0.64,56.96
2011-02-07,79,64.0,,0.64,50.56
2011-02-08,82,64.0,,0.64,52.480000000000004
2011-02-09,75,64.0,,0.64,48.0
2011-02-10,82,64.0,,0.64,52.480000000000004
2011-02-11,78,64.0,,0.64,49.92
2011-02-12,93,64.0,,0.64,59.52
2011-02-13,92,64.0,,0.64,58.88
2011-02-14,77,64.0,,0.64,49.28
2011-02-15,80,64.0,,0.64,51.2
2011-02-16,81,64.0,,0.64,51.84
2011-02-17,80,64.0,,0.64,51.2
2011-02-18,81,64.0,,0.64,51.84
2011-02-19,100,64.0,,0.64,64.0
2011-02-20,91,64.0,,0.64,58.24
2011-02-21,93,64.0,,0.64,59.52
2011-02-22,91,64.0,,0.64,58.24
2011-02-23,83,64.0,,0.64,53.120000000000005
2011-02-24,80,64.0,,0.64,51.2
2011-02-25,82,64.0,,0.64,52.480000000000004
2011-02-26,97,64.0,,0.64,62.08
2011-02-27,85,64.0,,0.64,54.4
2011-02-28,83,64.0,,0.64,53.120000000000005
2011-03-01,96,61.0,False,0.61,58.56
2011-03-02,95,61.0,,0.61,57.949999999999996
2011-03-03,94,61.0,,0.61,57.339999999999996
2011-03-04,95,61.0,,0.61,57.949999999999996
2011-03-05,93,61.0,,0.61,56.73
2011-03-06,93,61.0,,0.61,56.73
2011-03-07,91,61.0,,0.61,55.51
2011-03-08,95,61.0,,0.61,57.949999999999996
2011-03-09,93,61.0,,0.61,56.73
2011-03-10,98,61.0,,0.61,59.78
2011-03-11,86,61.0,,0.61,52.46
2011-03-12,86,61.0,,0.61,52.46
2011-03-13,88,61.0,,0.61,53.68
2011-03-14,83,61.0,,0.61,50.629999999999995
2011-03-15,94,61.0,,0.61,57.339999999999996
2011-03-16,89,61.0,,0.61,54.29
2011-03-17,92,61.0,,0.61,56.12
2011-03-18,88,61.0,,0.61,53.68
2011-03-19,92,61.0,,0.61,56.12
2011-03-20,100,61.0,,0.61,61.0
2011-03-21,83,61.0,,0.61,50.629999999999995
2011-03-22,85,61.0,,0.61,51.85
2011-03-23,85,61.0,,0.61,51.85
2011-03-24,90,61.0,,0.61,54.9
2011-03-25,90,61.0,,0.61,54.9
2011-03-26,91,61.0,,0.61,55.51
2011-03-27,86,61.0,,0.61,52.46
2011-03-28,94,61.0,,0.61,57.339999999999996
2011-03-29,87,61.0,,0.61,53.07
2011-03-30,91,61.0,,0.61,55.51
2011-03-31,87,61.0,,0.61,53.07
2011-04-01,82,64.0,False,0.64,52.480000000000004
2011-04-02,85,64.0,,0.64,54.4
2011-04-03,83,64.0,,0.64,53.120000000000005
2011-04-04,81,64.0,,0.64,51.84
2011-04-05,88,64.0,,0.64,56.32
2011-04-06,85,64.0,,0.64,54.4
2011-04-07,85,64.0,,0.64,54.4
2011-04-08,88,64.0,,0.64,56.32
2011-04-09,93,64.0,,0.64,59.52
2011-04-10,88,64.0,,0.64,56.32
2011-04-11,90,64.0,,0.64,57.6
2011-04-12,85,64.0,,0.64,54.4
2011-04-13,85,64.0,,0.64,54.4
2011-04-14,84,64.0,,0.64,53.76
2011-04-15,93,64.0,,0.64,59.52
2011-04-16,90,64.0,,0.64,57.6
2011-04-17,90,64.0,,0.64,57.6
2011-04-18,94,64.0,,0.64,60.160000000000004
2011-04-19,97,64.0,,0.64,62.08
2011-04-20,95,64.0,,0.64,60.800000000000004
2011-04-21,97,64.0,,0.64,62.08
2011-04-22,100,64.0,,0.64,64.0
2011-04-23,97,64.0,,0.64,62.08
2011-04-24,91,64.0,,0.64,58.24
2011-04-25,98,64.0,,0.64,62.72
2011-04-26,99,64.0,,0.64,63.36
2011-04-27,93,64.0,,0.64,59.52
2011-04-28,94,64.0,,0.64,60.160000000000004
2011-04-29,87,64.0,,0.64,55.68
2011-04-30,93,64.0,,0.64,59.52
2011-05-01,91,63.0,False,0.63,57.33
2011-05-02,86,63.0,,0.63,54.18
2011-05-03,93,63.0,,0.63,58.59
2011-05-04,93,63.0,,0.63,58.59
2011-05-05,95,63.0,,0.63,59.85
2011-05-06,100,63.0,,0.63,63.0
2011-05-07,90,63.0,,0.63,56.7
2011-05-08,89,63.0,,0.63,56.07
2011-05-09,92,63.0,,0.63,57.96
2011-05-10,90,63.0,,0.63,56.7
2011-05-11,87,63.0,,0.63,54.81
2011-05-12,87,63.0,,0.63,54.81
2011-05-13,83,63.0,,0.63,52.29
2011-05-14,94,63.0,,0.63,59.22
2011-05-15,91,63.0,,0.63,57.33
2011-05-16,97,63.0,,0.63,61.11
2011-05-17,91,63.0,,0.63,57.33
2011-05-18,88,63.0,,0.63,55.44
2011-05-19,84,63.0,,0.63,52.92
2011-05-20,85,63.0,,0.63,53.55
2011-05-21,84,63.0,,0.63,52.92
2011-05-22,86,63.0,,0.63,54.18
2011-05-23,85,63.0,,0.63,53.55
2011-05-24,85,63.0,,0.63,53.55
2011-05-25,80,63.0,,0.63,50.4
2011-05-26,80,63.0,,0.63,50.4
2011-05-27,83,63.0,,0.63,52.29
2011-05-28,86,63.0,,0.63,54.18
2011-05-29,86,63.0,,0.63,54.18
2011-05-30,94,63.0,,0.63,59.22
2011-05-31,86,63.0,,0.63,54.18
2011-06-01,43,72.0,False,0.72,30.959999999999997
2011-06-02,44,72.0,,0.72,31.68
2011-06-03,45,72.0,,0.72,32.4
2011-06-04,48,72.0,,0.72,34.56
2011-06-05,53,72.0,,0.72,38.16
2011-06-06,51,72.0,,0.72,36.72
2011-06-07,54,72.0,,0.72,38.879999999999995
2011-06-08,50,72.0,,0.72,36.0
2011-06-09,46,72.0,,0.72,33.12
2011-06-10,49,72.0,,0.72,35.28
2011-06-11,54,72.0,,0.72,38.879999999999995
2011-06-12,56,72.0,,0.72,40.32
2011-06-13,50,72.0,,0.72,36.0
2011-06-14,53,72.0,,0.72,38.16
2011-06-15,58,72.0,,0.72,41.76
2011-06-16,48,72.0,,0.72,34.56
2011-06-17,48,72.0,,0.72,34.56
2011-06-18,54,72.0,,0.72,38.879999999999995
2011-06-19,64,72.0,,0.72,46.08
2011-06-20,54,72.0,,0.72,38.879999999999995
2011-06-21,49,72.0,,0.72,35.28
2011-06-22,56,72.0,,0.72,40.32
2011-06-23,68,72.0,,0.72,48.96
2011-06-24,53,72.0,,0.72,38.16
2011-06-25,76,72.0,,0.72,54.72
2011-06-26,100,72.0,,0.72,72.0
2011-06-27,48,72.0,,0.72,34.56
2011-06-28,45,72.0,,0.72,32.4
2011-06-29,42,72.0,,0.72,30.24
2011-06-30,43,72.0,,0.72,30.959999999999997
2011-07-01,85,62.0,False,0.62,52.7
2011-07-02,84,62.0,,0.62,52.08
2011-07-03,88,62.0,,0.62,54.56
2011-07-04,87,62.0,,0.62,53.94
2011-07-05,84,62.0,,0.62,52.08
2011-07-06,84,62.0,,0.62,52.08
2011-07-07,89,62.0,,0.62,55.18
2011-07-08,88,62.0,,0.62,54.56
2011-07-09,93,62.0,,0.62,57.66
2011-07-10,89,62.0,,0.62,55.18
2011-07-11,88,62.0,,0.62,54.56
2011-07-12,90,62.0,,0.62,55.8
2011-07-13,89,62.0,,0.62,55.18
2011-07-14,93,62.0,,0.62,57.66
2011-07-15,93,62.0,,0.62,57.66
2011-07-16,89,62.0,,0.62,55.18
2011-07-17,89,62.0,,0.62,55.18
2011-07-18,100,62.0,,0.62,62.0
2011-07-19,99,62.0,,0.62,61.38
2011-07-20,96,62.0,,0.62,59.519999999999996
2011-07-21,87,62.0,,0.62,53.94
2011-07-22,87,62.0,,0.62,53.94
2011-07-23,89,62.0,,0.62,55.18
2011-07-24,93,62.0,,0.62,57.66
2011-07-25,95,62.0,,0.62,58.9
2011-07-26,96,62.0,,0.62,59.519999999999996
2011-07-27,93,62.0,,0.62,57.66
2011-07-28,86,62.0,,0.62,53.32
2011-07-29,93,62.0,,0.62,57.66
2011-07-30,95,62.0,,0.62,58.9
2011-07-31,88,62.0,,0.62,54.56
2011-08-01,67,75.0,False,0.75,50.25
2011-08-02,72,75.0,,0.75,54.0
2011-08-03,74,75.0,,0.75,55.5
2011-08-04,77,75.0,,0.75,57.75
2011-08-05,73,75.0,,0.75,54.75
2011-08-06,68,75.0,,0.75,51.0
2011-08-07,68,75.0,,0.75,51.0
2011-08-08,100,75.0,,0.75,75.0
2011-08-09,97,75.0,,0.75,72.75
2011-08-10,91,75.0,,0.75,68.25
2011-08-11,91,75.0,,0.75,68.25
2011-08-12,82,75.0,,0.75,61.5
2011-08-13,76,75.0,,0.75,57.0
2011-08-14,73,75.0,,0.75,54.75
2011-08-15,76,75.0,,0.75,57.0
2011-08-16,73,75.0,,0.75,54.75
2011-08-17,77,75.0,,0.75,57.75
2011-08-18,82,75.0,,0.75,61.5
2011-08-19,91,75.0,,0.75,68.25
2011-08-20,82,75.0,,0.75,61.5
2011-08-21,75,75.0,,0.75,56.25
2011-08-22,86,75.0,,0.75,64.5
2011-08-23,78,75.0,,0.75,58.5
2011-08-24,81,75.0,,0.75,60.75
2011-08-25,76,75.0,,0.75,57.0
2011-08-26,75,75.0,,0.75,56.25
2011-08-27,67,75.0,,0.75,50.25
2011-08-28,65,75.0,,0.75,48.75
2011-08-29,69,75.0,,0.75,51.75
2011-08-30,70,75.0,,0.75,52.5
2011-08-31,73,75.0,,0.75,54.75
2011-09-01,76,69.0,False,0.69,52.44
2011-09-02,79,69.0,,0.69,54.51
2011-09-03,78,69.0,,0.69,53.81999999999999
2011-09-04,76,69.0,,0.69,52.44
2011-09-05,82,69.0,,0.69,56.58
2011-09-06,80,69.0,,0.69,55.199999999999996
2011-09-07,78,69.0,,0.69,53.81999999999999
2011-09-08,76,69.0,,0.69,52.44
2011-09-09,73,69.0,,0.69,50.37
2011-09-10,73,69.0,,0.69,50.37
2011-09-11,73,69.0,,0.69,50.37
2011-09-12,76,69.0,,0.69,52.44
2011-09-13,75,69.0,,0.69,51.74999999999999
2011-09-14,75,69.0,,0.69,51.74999999999999
2011-09-15,77,69.0,,0.69,53.129999999999995
2011-09-16,77,69.0,,0.69,53.129999999999995
2011-09-17,77,69.0,,0.69,53.129999999999995
2011-09-18,70,69.0,,0.69,48.3
2011-09-19,76,69.0,,0.69,52.44
2011-09-20,77,69.0,,0.69,53.129999999999995
2011-09-21,74,69.0,,0.69,51.059999999999995
2011-09-22,86,69.0,,0.69,59.339999999999996
2011-09-23,90,69.0,,0.69,62.099999999999994
2011-09-24,78,69.0,,0.69,53.81999999999999
2011-09-25,78,69.0,,0.69,53.81999999999999
2011-09-26,100,69.0,,0.69,69.0
2011-09-27,86,69.0,,0.69,59.339999999999996
2011-09-28,87,69.0,,0.69,60.029999999999994
2011-09-29,79,69.0,,0.69,54.51
2011-09-30,77,69.0,,0.69,53.129999999999995
2011-10-01,82,64.0,False,0.64,52.480000000000004
2011-10-02,75,64.0,,0.64,48.0
2011-10-03,86,64.0,,0.64,55.04
2011-10-04,82,64.0,,0.64,52.480000000000004
2011-10-05,78,64.0,,0.64,49.92
2011-10-06,80,64.0,,0.64,51.2
2011-10-07,82,64.0,,0.64,52.480000000000004
2011-10-08,77,64.0,,0.64,49.28
2011-10-09,74,64.0,,0.64,47.36
2011-10-10,81,64.0,,0.64,51.84
2011-10-11,79,64.0,,0.64,50.56
2011-10-12,76,64.0,,0.64,48.64
2011-10-13,75,64.0,,0.64,48.0
2011-10-14,72,64.0,,0.64,46.08
2011-10-15,75,64.0,,0.64,48.0
2011-10-16,73,64.0,,0.64,46.72
2011-10-17,75,64.0,,0.64,48.0
2011-10-18,72,64.0,,0.64,46.08
2011-10-19,77,64.0,,0.64,49.28
2011-10-20,74,64.0,,0.64,47.36
2011-10-21,77,64.0,,0.64,49.28
2011-10-22,85,64.0,,0.64,54.4
2011-10-23,81,64.0,,0.64,51.84
2011-10-24,81,64.0,,0.64,51.84
2011-10-25,77,64.0,,0.64,49.28
2011-10-26,79,64.0,,0.64,50.56
2011-10-27,81,64.0,,0.64,51.84
2011-10-28,78,64.0,,0.64,49.92
2011-10-29,100,64.0,,0.64,64.0
2011-10-30,85,64.0,,0.64,54.4
2011-10-31,78,64.0,,0.64,49.92
2011-11-01,88,66.0,False,0.66,58.080000000000005
2011-11-02,97,66.0,,0.66,64.02
2011-11-03,89,66.0,,0.66,58.74
2011-11-04,89,66.0,,0.66,58.74
2011-11-05,97,66.0,,0.66,64.02
2011-11-06,82,66.0,,0.66,54.120000000000005
2011-11-07,88,66.0,,0.66,58.080000000000005
2011-11-08,86,66.0,,0.66,56.760000000000005
2011-11-09,85,66.0,,0.66,56.1
2011-11-10,84,66.0,,0.66,55.440000000000005
2011-11-11,80,66.0,,0.66,52.800000000000004
2011-11-12,96,66.0,,0.66,63.36
2011-11-13,86,66.0,,0.66,56.760000000000005
2011-11-14,89,66.0,,0.66,58.74
2011-11-15,85,66.0,,0.66,56.1
2011-11-16,83,66.0,,0.66,54.78
2011-11-17,82,66.0,,0.66,54.120000000000005
2011-11-18,86,66.0,,0.66,56.760000000000005
2011-11-19,89,66.0,,0.66,58.74
2011-11-20,86,66.0,,0.66,56.760000000000005
2011-11-21,91,66.0,,0.66,60.06
2011-11-22,89,66.0,,0.66,58.74
2011-11-23,87,66.0,,0.66,57.42
