date,GOLD_unscaled,GOLD_monthly,isPartial,scale,GOLD
2008-08-17,100,69.0,,0.69,69.0
2008-08-18,69,69.0,,0.69,47.61
2008-08-19,72,69.0,,0.69,49.67999999999999
2008-08-20,67,69.0,,0.69,46.23
2008-08-21,69,69.0,,0.69,47.61
2008-08-22,69,69.0,,0.69,47.61
2008-08-23,73,69.0,,0.69,50.37
2008-08-24,87,69.0,,0.69,60.029999999999994
2008-08-25,65,69.0,,0.69,44.849999999999994
2008-08-26,54,69.0,,0.69,37.26
2008-08-27,51,69.0,,0.69,35.19
2008-08-28,51,69.0,,0.69,35.19
2008-08-29,49,69.0,,0.69,33.809999999999995
2008-08-30,50,69.0,,0.69,34.5
2008-08-31,53,69.0,,0.69,36.57
2008-09-01,73,59.0,False,0.59,43.07
2008-09-02,66,59.0,,0.59,38.94
2008-09-03,65,59.0,,0.59,38.35
2008-09-04,63,59.0,,0.59,37.169999999999995
2008-09-05,69,59.0,,0.59,40.71
2008-09-06,72,59.0,,0.59,42.48
2008-09-07,73,59.0,,0.59,43.07
2008-09-08,67,59.0,,0.59,39.53
2008-09-09,72,59.0,,0.59,42.48
2008-09-10,72,59.0,,0.59,42.48
2008-09-11,74,59.0,,0.59,43.66
2008-09-12,71,59.0,,0.59,41.89
2008-09-13,69,59.0,,0.59,40.71
2008-09-14,77,59.0,,0.59,45.43
2008-09-15,78,59.0,,0.59,46.019999999999996
2008-09-16,76,59.0,,0.59,44.839999999999996
2008-09-17,91,59.0,,0.59,53.69
2008-09-18,96,59.0,,0.59,56.64
2008-09-19,91,59.0,,0.59,53.69
2008-09-20,82,59.0,,0.59,48.379999999999995
2008-09-21,84,59.0,,0.59,49.559999999999995
2008-09-22,86,59.0,,0.59,50.739999999999995
2008-09-23,88,59.0,,0.59,51.919999999999995
2008-09-24,80,59.0,,0.59,47.199999999999996
2008-09-25,81,59.0,,0.59,47.79
2008-09-26,88,59.0,,0.59,51.919999999999995
2008-09-27,77,59.0,,0.59,45.43
2008-09-28,82,59.0,,0.59,48.379999999999995
2008-09-29,100,59.0,,0.59,59.0
2008-09-30,90,59.0,,0.59,53.099999999999994
2008-10-01,85,62.0,False,0.62,52.7
2008-10-02,85,62.0,,0.62,52.7
2008-10-03,83,62.0,,0.62,51.46
2008-10-04,79,62.0,,0.62,48.98
2008-10-05,78,62.0,,0.62,48.36
2008-10-06,93,62.0,,0.62,57.66
2008-10-07,93,62.0,,0.62,57.66
2008-10-08,90,62.0,,0.62,55.8
2008-10-09,99,62.0,,0.62,61.38
2008-10-10,100,62.0,,0.62,62.0
2008-10-11,92,62.0,,0.62,57.04
2008-10-12,93,62.0,,0.62,57.66
2008-10-13,97,62.0,,0.62,60.14
2008-10-14,85,62.0,,0.62,52.7
2008-10-15,80,62.0,,0.62,49.6
2008-10-16,82,62.0,,0.62,50.839999999999996
2008-10-17,78,62.0,,0.62,48.36
2008-10-18,86,62.0,,0.62,53.32
2008-10-19,77,62.0,,0.62,47.74
2008-10-20,79,62.0,,0.62,48.98
2008-10-21,86,62.0,,0.62,53.32
2008-10-22,95,62.0,,0.62,58.9
2008-10-23,89,62.0,,0.62,55.18
2008-10-24,98,62.0,,0.62,60.76
2008-10-25,90,62.0,,0.62,55.8
2008-10-26,85,62.0,,0.62,52.7
2008-10-27,88,62.0,,0.62,54.56
2008-10-28,83,62.0,,0.62,51.46
2008-10-29,85,62.0,,0.62,52.7
2008-10-30,77,62.0,,0.62,47.74
2008-10-31,78,62.0,,0.62,48.36
2008-11-01,81,56.0,False,0.56,45.36000000000001
2008-11-02,83,56.0,,0.56,46.480000000000004
2008-11-03,78,56.0,,0.56,43.68000000000001
2008-11-04,76,56.0,,0.56,42.56
2008-11-05,76,56.0,,0.56,42.56
2008-11-06,88,56.0,,0.56,49.28
2008-11-07,83,56.0,,0.56,46.480000000000004
2008-11-08,82,56.0,,0.56,45.92
2008-11-09,90,56.0,,0.56,50.400000000000006
2008-11-10,84,56.0,,0.56,47.040000000000006
2008-11-11,86,56.0,,0.56,48.160000000000004
2008-11-12,88,56.0,,0.56,49.28
2008-11-13,85,56.0,,0.56,47.6
2008-11-14,87,56.0,,0.56,48.720000000000006
2008-11-15,84,56.0,,0.56,47.040000000000006
2008-11-16,85,56.0,,0.56,47.6
2008-11-17,83,56.0,,0.56,46.480000000000004
2008-11-18,88,56.0,,0.56,49.28
2008-11-19,83,56.0,,0.56,46.480000000000004
2008-11-20,100,56.0,,0.56,56.00000000000001
2008-11-21,95,56.0,,0.56,53.2
2008-11-22,95,56.0,,0.56,53.2
2008-11-23,91,56.0,,0.56,50.96000000000001
2008-11-24,87,56.0,,0.56,48.720000000000006
2008-11-25,90,56.0,,0.56,50.400000000000006
2008-11-26,86,56.0,,0.56,48.160000000000004
2008-11-27,86,56.0,,0.56,48.160000000000004
2008-11-28,87,56.0,,0.56,48.720000000000006
2008-11-29,91,56.0,,0.56,50.96000000000001
2008-11-30,89,56.0,,0.56,49.84
2008-12-01,88,58.0,False,0.58,51.04
2008-12-02,94,58.0,,0.58,54.519999999999996
2008-12-03,91,58.0,,0.58,52.779999999999994
2008-12-04,93,58.0,,0.58,53.94
2008-12-05,97,58.0,,0.58,56.26
2008-12-06,96,58.0,,0.58,55.67999999999999
2008-12-07,98,58.0,,0.58,56.839999999999996
2008-12-08,93,58.0,,0.58,53.94
2008-12-09,88,58.0,,0.58,51.04
2008-12-10,89,58.0,,0.58,51.62
2008-12-11,89,58.0,,0.58,51.62
2008-12-12,91,58.0,,0.58,52.779999999999994
2008-12-13,94,58.0,,0.58,54.519999999999996
2008-12-14,98,58.0,,0.58,56.839999999999996
2008-12-15,93,58.0,,0.58,53.94
2008-12-16,92,58.0,,0.58,53.36
2008-12-17,93,58.0,,0.58,53.94
2008-12-18,89,58.0,,0.58,51.62
2008-12-19,88,58.0,,0.58,51.04
2008-12-20,97,58.0,,0.58,56.26
2008-12-21,86,58.0,,0.58,49.879999999999995
2008-12-22,88,58.0,,0.58,51.04
2008-12-23,92,58.0,,0.58,53.36
2008-12-24,89,58.0,,0.58,51.62
2008-12-25,95,58.0,,0.58,55.099999999999994
2008-12-26,100,58.0,,0.58,57.99999999999999
2008-12-27,96,58.0,,0.58,55.67999999999999
2008-12-28,99,58.0,,0.58,57.419999999999995
2008-12-29,96,58.0,,0.58,55.67999999999999
2008-12-30,94,58.0,,0.58,54.519999999999996
2008-12-31,84,58.0,,0.58,48.72
2009-01-01,86,55.0,False,0.55,47.300000000000004
2009-01-02,91,55.0,,0.55,50.050000000000004
2009-01-03,96,55.0,,0.55,52.800000000000004
2009-01-04,100,55.0,,0.55,55.00000000000001
2009-01-05,89,55.0,,0.55,48.95
2009-01-06,90,55.0,,0.55,49.50000000000001
2009-01-07,88,55.0,,0.55,48.400000000000006
2009-01-08,79,55.0,,0.55,43.45
2009-01-09,90,55.0,,0.55,49.50000000000001
2009-01-10,89,55.0,,0.55,48.95
2009-01-11,88,55.0,,0.55,48.400000000000006
2009-01-12,85,55.0,,0.55,46.75000000000001
2009-01-13,86,55.0,,0.55,47.300000000000004
2009-01-14,85,55.0,,0.55,46.75000000000001
2009-01-15,84,55.0,,0.55,46.2
2009-01-16,77,55.0,,0.55,42.35
2009-01-17,92,55.0,,0.55,50.6
2009-01-18,97,55.0,,0.55,53.35
2009-01-19,85,55.0,,0.55,46.75000000000001
2009-01-20,81,55.0,,0.55,44.550000000000004
2009-01-21,78,55.0,,0.55,42.900000000000006
2009-01-22,90,55.0,,0.55,49.50000000000001
2009-01-23,89,55.0,,0.55,48.95
2009-01-24,93,55.0,,0.55,51.150000000000006
2009-01-25,93,55.0,,0.55,51.150000000000006
2009-01-26,92,55.0,,0.55,50.6
2009-01-27,85,55.0,,0.55,46.75000000000001
2009-01-28,89,55.0,,0.55,48.95
2009-01-29,86,55.0,,0.55,47.300000000000004
2009-01-30,94,55.0,,0.55,51.7
2009-01-31,95,55.0,,0.55,52.25000000000001
2009-02-01,80,60.0,False,0.6,48.0
2009-02-02,85,60.0,,0.6,51.0
2009-02-03,83,60.0,,0.6,49.8
2009-02-04,81,60.0,,0.6,48.6
2009-02-05,83,60.0,,0.6,49.8
2009-02-06,84,60.0,,0.6,50.4
2009-02-07,83,60.0,,0.6,49.8
2009-02-08,85,60.0,,0.6,51.0
2009-02-09,83,60.0,,0.6,49.8
2009-02-10,86,60.0,,0.6,51.6
2009-02-11,89,60.0,,0.6,53.4
2009-02-12,79,60.0,,0.6,47.4
2009-02-13,79,60.0,,0.6,47.4
2009-02-14,85,60.0,,0.6,51.0
2009-02-15,90,60.0,,0.6,54.0
2009-02-16,81,60.0,,0.6,48.6
2009-02-17,93,60.0,,0.6,55.8
2009-02-18,89,60.0,,0.6,53.4
2009-02-19,89,60.0,,0.6,53.4
2009-02-20,100,60.0,,0.6,60.0
2009-02-21,95,60.0,,0.6,57.0
2009-02-22,92,60.0,,0.6,55.199999999999996
2009-02-23,92,60.0,,0.6,55.199999999999996
2009-02-24,88,60.0,,0.6,52.8
2009-02-25,90,60.0,,0.6,54.0
2009-02-26,87,60.0,,0.6,52.199999999999996
2009-02-27,85,60.0,,0.6,51.0
2009-02-28,87,60.0,,0.6,52.199999999999996
2009-03-01,90,57.0,False,0.57,51.3
2009-03-02,100,57.0,,0.57,56.99999999999999
2009-03-03,91,57.0,,0.57,51.87
2009-03-04,92,57.0,,0.57,52.44
2009-03-05,93,57.0,,0.57,53.01
2009-03-06,92,57.0,,0.57,52.44
2009-03-07,86,57.0,,0.57,49.019999999999996
2009-03-08,86,57.0,,0.57,49.019999999999996
2009-03-09,100,57.0,,0.57,56.99999999999999
2009-03-10,94,57.0,,0.57,53.58
2009-03-11,85,57.0,,0.57,48.449999999999996
2009-03-12,90,57.0,,0.57,51.3
2009-03-13,83,57.0,,0.57,47.309999999999995
2009-03-14,91,57.0,,0.57,51.87
2009-03-15,84,57.0,,0.57,47.879999999999995
2009-03-16,90,57.0,,0.57,51.3
2009-03-17,89,57.0,,0.57,50.73
2009-03-18,98,57.0,,0.57,55.85999999999999
2009-03-19,93,57.0,,0.57,53.01
2009-03-20,99,57.0,,0.57,56.42999999999999
2009-03-21,95,57.0,,0.57,54.15
2009-03-22,95,57.0,,0.57,54.15
2009-03-23,83,57.0,,0.57,47.309999999999995
2009-03-24,88,57.0,,0.57,50.16
2009-03-25,93,57.0,,0.57,53.01
2009-03-26,83,57.0,,0.57,47.309999999999995
2009-03-27,95,57.0,,0.57,54.15
2009-03-28,84,57.0,,0.57,47.879999999999995
2009-03-29,86,57.0,,0.57,49.019999999999996
2009-03-30,88,57.0,,0.57,50.16
2009-03-31,90,57.0,,0.57,51.3
2009-04-01,93,52.0,False,0.52,48.36
2009-04-02,100,52.0,,0.52,52.0
2009-04-03,93,52.0,,0.52,48.36
2009-04-04,98,52.0,,0.52,50.96
2009-04-05,95,52.0,,0.52,49.4
2009-04-06,96,52.0,,0.52,49.92
2009-04-07,98,52.0,,0.52,50.96
2009-04-08,93,52.0,,0.52,48.36
2009-04-09,90,52.0,,0.52,46.800000000000004
2009-04-10,92,52.0,,0.52,47.84
2009-04-11,94,52.0,,0.52,48.88
2009-04-12,97,52.0,,0.52,50.440000000000005
2009-04-13,84,52.0,,0.52,43.68
2009-04-14,93,52.0,,0.52,48.36
2009-04-15,92,52.0,,0.52,47.84
2009-04-16,88,52.0,,0.52,45.760000000000005
2009-04-17,95,52.0,,0.52,49.4
2009-04-18,93,52.0,,0.52,48.36
2009-04-19,94,52.0,,0.52,48.88
2009-04-20,94,52.0,,0.52,48.88
2009-04-21,84,52.0,,0.52,43.68
2009-04-22,88,52.0,,0.52,45.760000000000005
2009-04-23,99,52.0,,0.52,51.480000000000004
2009-04-24,93,52.0,,0.52,48.36
2009-04-25,93,52.0,,0.52,48.36
2009-04-26,94,52.0,,0.52,48.88
2009-04-27,91,52.0,,0.52,47.32
2009-04-28,90,52.0,,0.52,46.800000000000004
2009-04-29,83,52.0,,0.52,43.160000000000004
2009-04-30,83,52.0,,0.52,43.160000000000004
2009-05-01,85,53.0,False,0.53,45.050000000000004
2009-05-02,86,53.0,,0.53,45.580000000000005
2009-05-03,91,53.0,,0.53,48.230000000000004
2009-05-04,91,53.0,,0.53,48.230000000000004
2009-05-05,82,53.0,,0.53,43.46
2009-05-06,87,53.0,,0.53,46.11
2009-05-07,82,53.0,,0.53,43.46
2009-05-08,90,53.0,,0.53,47.7
2009-05-09,90,53.0,,0.53,47.7
2009-05-10,92,53.0,,0.53,48.760000000000005
2009-05-11,83,53.0,,0.53,43.99
2009-05-12,79,53.0,,0.53,41.870000000000005
2009-05-13,85,53.0,,0.53,45.050000000000004
2009-05-14,89,53.0,,0.53,47.17
2009-05-15,89,53.0,,0.53,47.17
2009-05-16,83,53.0,,0.53,43.99
2009-05-17,91,53.0,,0.53,48.230000000000004
2009-05-18,89,53.0,,0.53,47.17
2009-05-19,82,53.0,,0.53,43.46
2009-05-20,89,53.0,,0.53,47.17
2009-05-21,86,53.0,,0.53,45.580000000000005
2009-05-22,74,53.0,,0.53,39.22
2009-05-23,100,53.0,,0.53,53.0
2009-05-24,92,53.0,,0.53,48.760000000000005
2009-05-25,93,53.0,,0.53,49.29
2009-05-26,81,53.0,,0.53,42.93
2009-05-27,93,53.0,,0.53,49.29
2009-05-28,95,53.0,,0.53,50.35
2009-05-29,94,53.0,,0.53,49.82
2009-05-30,86,53.0,,0.53,45.580000000000005
2009-05-31,100,53.0,,0.53,53.0
2009-06-01,93,53.0,False,0.53,49.29
2009-06-02,88,53.0,,0.53,46.64
2009-06-03,82,53.0,,0.53,43.46
2009-06-04,87,53.0,,0.53,46.11
2009-06-05,90,53.0,,0.53,47.7
2009-06-06,100,53.0,,0.53,53.0
2009-06-07,91,53.0,,0.53,48.230000000000004
2009-06-08,93,53.0,,0.53,49.29
2009-06-09,86,53.0,,0.53,45.580000000000005
2009-06-10,86,53.0,,0.53,45.580000000000005
2009-06-11,90,53.0,,0.53,47.7
2009-06-12,89,53.0,,0.53,47.17
2009-06-13,92,53.0,,0.53,48.760000000000005
2009-06-14,98,53.0,,0.53,51.940000000000005
2009-06-15,86,53.0,,0.53,45.580000000000005
2009-06-16,87,53.0,,0.53,46.11
2009-06-17,89,53.0,,0.53,47.17
2009-06-18,90,53.0,,0.53,47.7
2009-06-19,85,53.0,,0.53,45.050000000000004
2009-06-20,87,53.0,,0.53,46.11
2009-06-21,97,53.0,,0.53,51.410000000000004
2009-06-22,86,53.0,,0.53,45.580000000000005
2009-06-23,92,53.0,,0.53,48.760000000000005
2009-06-24,86,53.0,,0.53,45.580000000000005
2009-06-25,82,53.0,,0.53,43.46
2009-06-26,83,53.0,,0.53,43.99
2009-06-27,93,53.0,,0.53,49.29
2009-06-28,83,53.0,,0.53,43.99
2009-06-29,87,53.0,,0.53,46.11
2009-06-30,83,53.0,,0.53,43.99
2009-07-01,63,56.0,False,0.56,35.28
2009-07-02,67,56.0,,0.56,37.52
2009-07-03,75,56.0,,0.56,42.00000000000001
2009-07-04,72,56.0,,0.56,40.32000000000001
2009-07-05,82,56.0,,0.56,45.92
2009-07-06,73,56.0,,0.56,40.88
2009-07-07,72,56.0,,0.56,40.32000000000001
2009-07-08,78,56.0,,0.56,43.68000000000001
2009-07-09,81,56.0,,0.56,45.36000000000001
2009-07-10,83,56.0,,0.56,46.480000000000004
2009-07-11,78,56.0,,0.56,43.68000000000001
2009-07-12,89,56.0,,0.56,49.84
2009-07-13,80,56.0,,0.56,44.800000000000004
2009-07-14,69,56.0,,0.56,38.64
2009-07-15,69,56.0,,0.56,38.64
2009-07-16,70,56.0,,0.56,39.2
2009-07-17,69,56.0,,0.56,38.64
2009-07-18,77,56.0,,0.56,43.120000000000005
2009-07-19,81,56.0,,0.56,45.36000000000001
2009-07-20,79,56.0,,0.56,44.24
2009-07-21,70,56.0,,0.56,39.2
2009-07-22,70,56.0,,0.56,39.2
2009-07-23,75,56.0,,0.56,42.00000000000001
2009-07-24,86,56.0,,0.56,48.160000000000004
2009-07-25,82,56.0,,0.56,45.92
2009-07-26,100,56.0,,0.56,56.00000000000001
2009-07-27,74,56.0,,0.56,41.440000000000005
2009-07-28,72,56.0,,0.56,40.32000000000001
2009-07-29,69,56.0,,0.56,38.64
2009-07-30,72,56.0,,0.56,40.32000000000001
2009-07-31,68,56.0,,0.56,38.080000000000005
2009-08-01,100,51.0,False,0.51,51.0
2009-08-02,99,51.0,,0.51,50.49
2009-08-03,93,51.0,,0.51,47.43
2009-08-04,85,51.0,,0.51,43.35
2009-08-05,85,51.0,,0.51,43.35
2009-08-06,87,51.0,,0.51,44.37
2009-08-07,91,51.0,,0.51,46.410000000000004
2009-08-08,99,51.0,,0.51,50.49
2009-08-09,94,51.0,,0.51,47.94
2009-08-10,91,51.0,,0.51,46.410000000000004
2009-08-11,86,51.0,,0.51,43.86
2009-08-12,87,51.0,,0.51,44.37
2009-08-13,89,51.0,,0.51,45.39
2009-08-14,85,51.0,,0.51,43.35
2009-08-15,95,51.0,,0.51,48.45
2009-08-16,96,51.0,,0.51,48.96
2009-08-17,88,51.0,,0.51,44.88
2009-08-18,85,51.0,,0.51,43.35
2009-08-19,85,51.0,,0.51,43.35
2009-08-20,85,51.0,,0.51,43.35
2009-08-21,81,51.0,,0.51,41.31
2009-08-22,93,51.0,,0.51,47.43
2009-08-23,93,51.0,,0.51,47.43
2009-08-24,89,51.0,,0.51,45.39
2009-08-25,85,51.0,,0.51,43.35
2009-08-26,90,51.0,,0.51,45.9
2009-08-27,87,51.0,,0.51,44.37
2009-08-28,88,51.0,,0.51,44.88
2009-08-29,89,51.0,,0.51,45.39
2009-08-30,88,51.0,,0.51,44.88
2009-08-31,89,51.0,,0.51,45.39
2009-09-01,78,54.0,False,0.54,42.120000000000005
2009-09-02,81,54.0,,0.54,43.74
2009-09-03,87,54.0,,0.54,46.980000000000004
2009-09-04,90,54.0,,0.54,48.6
2009-09-05,91,54.0,,0.54,49.14
2009-09-06,85,54.0,,0.54,45.900000000000006
2009-09-07,83,54.0,,0.54,44.82
2009-09-08,95,54.0,,0.54,51.300000000000004
2009-09-09,86,54.0,,0.54,46.440000000000005
2009-09-10,87,54.0,,0.54,46.980000000000004
2009-09-11,93,54.0,,0.54,50.220000000000006
2009-09-12,100,54.0,,0.54,54.0
2009-09-13,99,54.0,,0.54,53.46
2009-09-14,83,54.0,,0.54,44.82
2009-09-15,87,54.0,,0.54,46.980000000000004
2009-09-16,94,54.0,,0.54,50.760000000000005
2009-09-17,90,54.0,,0.54,48.6
2009-09-18,91,54.0,,0.54,49.14
2009-09-19,93,54.0,,0.54,50.220000000000006
2009-09-20,92,54.0,,0.54,49.68000000000001
2009-09-21,90,54.0,,0.54,48.6
2009-09-22,87,54.0,,0.54,46.980000000000004
2009-09-23,87,54.0,,0.54,46.980000000000004
2009-09-24,91,54.0,,0.54,49.14
2009-09-25,91,54.0,,0.54,49.14
2009-09-26,85,54.0,,0.54,45.900000000000006
2009-09-27,88,54.0,,0.54,47.52
2009-09-28,87,54.0,,0.54,46.980000000000004
2009-09-29,88,54.0,,0.54,47.52
2009-09-30,80,54.0,,0.54,43.2
2009-10-01,82,55.0,False,0.55,45.1
2009-10-02,79,55.0,,0.55,43.45
2009-10-03,83,55.0,,0.55,45.650000000000006
2009-10-04,82,55.0,,0.55,45.1
2009-10-05,84,55.0,,0.55,46.2
2009-10-06,96,55.0,,0.55,52.800000000000004
2009-10-07,96,55.0,,0.55,52.800000000000004
2009-10-08,100,55.0,,0.55,55.00000000000001
2009-10-09,89,55.0,,0.55,48.95
2009-10-10,88,55.0,,0.55,48.400000000000006
2009-10-11,84,55.0,,0.55,46.2
2009-10-12,89,55.0,,0.55,48.95
2009-10-13,87,55.0,,0.55,47.85
2009-10-14,92,55.0,,0.55,50.6
2009-10-15,82,55.0,,0.55,45.1
2009-10-16,87,55.0,,0.55,47.85
2009-10-17,83,55.0,,0.55,45.650000000000006
2009-10-18,88,55.0,,0.55,48.400000000000006
2009-10-19,85,55.0,,0.55,46.75000000000001
2009-10-20,83,55.0,,0.55,45.650000000000006
2009-10-21,81,55.0,,0.55,44.550000000000004
2009-10-22,82,55.0,,0.55,45.1
2009-10-23,89,55.0,,0.55,48.95
2009-10-24,82,55.0,,0.55,45.1
2009-10-25,80,55.0,,0.55,44.0
2009-10-26,80,55.0,,0.55,44.0
2009-10-27,84,55.0,,0.55,46.2
2009-10-28,75,55.0,,0.55,41.25
2009-10-29,82,55.0,,0.55,45.1
2009-10-30,74,55.0,,0.55,40.7
2009-10-31,75,55.0,,0.55,41.25
2009-11-01,67,59.0,False,0.59,39.53
2009-11-02,72,59.0,,0.59,42.48
2009-11-03,83,59.0,,0.59,48.97
2009-11-04,83,59.0,,0.59,48.97
2009-11-05,80,59.0,,0.59,47.199999999999996
2009-11-06,81,59.0,,0.59,47.79
2009-11-07,85,59.0,,0.59,50.15
2009-11-08,88,59.0,,0.59,51.919999999999995
2009-11-09,91,59.0,,0.59,53.69
2009-11-10,91,59.0,,0.59,53.69
2009-11-11,94,59.0,,0.59,55.459999999999994
2009-11-12,91,59.0,,0.59,53.69
2009-11-13,86,59.0,,0.59,50.739999999999995
2009-11-14,83,59.0,,0.59,48.97
2009-11-15,86,59.0,,0.59,50.739999999999995
2009-11-16,85,59.0,,0.59,50.15
2009-11-17,85,59.0,,0.59,50.15
2009-11-18,85,59.0,,0.59,50.15
2009-11-19,89,59.0,,0.59,52.51
2009-11-20,83,59.0,,0.59,48.97
2009-11-21,87,59.0,,0.59,51.33
2009-11-22,83,59.0,,0.59,48.97
2009-11-23,89,59.0,,0.59,52.51
2009-11-24,89,59.0,,0.59,52.51
2009-11-25,88,59.0,,0.59,51.919999999999995
2009-11-26,80,59.0,,0.59,47.199999999999996
2009-11-27,100,59.0,,0.59,59.0
2009-11-28,95,59.0,,0.59,56.05
2009-11-29,94,59.0,,0.59,55.459999999999994
2009-11-30,90,59.0,,0.59,53.099999999999994
2009-12-01,92,61.0,False,0.61,56.12
2009-12-02,95,61.0,,0.61,57.949999999999996
2009-12-03,95,61.0,,0.61,57.949999999999996
2009-12-04,100,61.0,,0.61,61.0
2009-12-05,89,61.0,,0.61,54.29
2009-12-06,82,61.0,,0.61,50.019999999999996
2009-12-07,99,61.0,,0.61,60.39
2009-12-08,99,61.0,,0.61,60.39
2009-12-09,91,61.0,,0.61,55.51
2009-12-10,89,61.0,,0.61,54.29
2009-12-11,82,61.0,,0.61,50.019999999999996
2009-12-12,98,61.0,,0.61,59.78
2009-12-13,94,61.0,,0.61,57.339999999999996
2009-12-14,96,61.0,,0.61,58.56
2009-12-15,98,61.0,,0.61,59.78
2009-12-16,90,61.0,,0.61,54.9
2009-12-17,86,61.0,,0.61,52.46
2009-12-18,85,61.0,,0.61,51.85
2009-12-19,84,61.0,,0.61,51.24
2009-12-20,81,61.0,,0.61,49.41
2009-12-21,94,61.0,,0.61,57.339999999999996
2009-12-22,84,61.0,,0.61,51.24
2009-12-23,84,61.0,,0.61,51.24
2009-12-24,88,61.0,,0.61,53.68
2009-12-25,88,61.0,,0.61,53.68
2009-12-26,88,61.0,,0.61,53.68
2009-12-27,94,61.0,,0.61,57.339999999999996
2009-12-28,90,61.0,,0.61,54.9
2009-12-29,79,61.0,,0.61,48.19
2009-12-30,88,61.0,,0.61,53.68
2009-12-31,84,61.0,,0.61,51.24
2010-01-01,95,55.0,False,0.55,52.25000000000001
2010-01-02,97,55.0,,0.55,53.35
2010-01-03,98,55.0,,0.55,53.900000000000006
2010-01-04,92,55.0,,0.55,50.6
2010-01-05,90,55.0,,0.55,49.50000000000001
2010-01-06,87,55.0,,0.55,47.85
2010-01-07,85,55.0,,0.55,46.75000000000001
2010-01-08,89,55.0,,0.55,48.95
2010-01-09,92,55.0,,0.55,50.6
2010-01-10,89,55.0,,0.55,48.95
2010-01-11,91,55.0,,0.55,50.050000000000004
2010-01-12,88,55.0,,0.55,48.400000000000006
2010-01-13,89,55.0,,0.55,48.95
2010-01-14,90,55.0,,0.55,49.50000000000001
2010-01-15,86,55.0,,0.55,47.300000000000004
2010-01-16,97,55.0,,0.55,53.35
2010-01-17,93,55.0,,0.55,51.150000000000006
2010-01-18,88,55.0,,0.55,48.400000000000006
2010-01-19,86,55.0,,0.55,47.300000000000004
2010-01-20,85,55.0,,0.55,46.75000000000001
2010-01-21,93,55.0,,0.55,51.150000000000006
2010-01-22,93,55.0,,0.55,51.150000000000006
2010-01-23,100,55.0,,0.55,55.00000000000001
2010-01-24,92,55.0,,0.55,50.6
2010-01-25,93,55.0,,0.55,51.150000000000006
2010-01-26,92,55.0,,0.55,50.6
2010-01-27,90,55.0,,0.55,49.50000000000001
2010-01-28,85,55.0,,0.55,46.75000000000001
2010-01-29,87,55.0,,0.55,47.85
2010-01-30,97,55.0,,0.55,53.35
2010-01-31,97,55.0,,0.55,53.35
2010-02-01,38,66.0,False,0.66,25.080000000000002
2010-02-02,37,66.0,,0.66,24.42
2010-02-03,38,66.0,,0.66,25.080000000000002
2010-02-04,39,66.0,,0.66,25.740000000000002
2010-02-05,44,66.0,,0.66,29.040000000000003
2010-02-06,41,66.0,,0.66,27.060000000000002
2010-02-07,43,66.0,,0.66,28.380000000000003
2010-02-08,39,66.0,,0.66,25.740000000000002
2010-02-09,39,66.0,,0.66,25.740000000000002
2010-02-10,37,66.0,,0.66,24.42
2010-02-11,40,66.0,,0.66,26.400000000000002
2010-02-12,39,66.0,,0.66,25.740000000000002
2010-02-13,43,66.0,,0.66,28.380000000000003
2010-02-14,44,66.0,,0.66,29.040000000000003
2010-02-15,49,66.0,,0.66,32.34
2010-02-16,47,66.0,,0.66,31.020000000000003
2010-02-17,46,66.0,,0.66,30.360000000000003
2010-02-18,65,66.0,,0.66,42.9
2010-02-19,64,66.0,,0.66,42.24
2010-02-20,61,66.0,,0.66,40.260000000000005
2010-02-21,52,66.0,,0.66,34.32
2010-02-22,48,66.0,,0.66,31.68
2010-02-23,46,66.0,,0.66,30.360000000000003
2010-02-24,45,66.0,,0.66,29.700000000000003
2010-02-25,45,66.0,,0.66,29.700000000000003
2010-02-26,53,66.0,,0.66,34.980000000000004
2010-02-27,56,66.0,,0.66,36.96
2010-02-28,100,66.0,,0.66,66.0
2010-03-01,100,61.0,False,0.61,61.0
2010-03-02,76,61.0,,0.61,46.36
2010-03-03,73,61.0,,0.61,44.53
2010-03-04,70,61.0,,0.61,42.699999999999996
2010-03-05,69,61.0,,0.61,42.089999999999996
2010-03-06,74,61.0,,0.61,45.14
2010-03-07,82,61.0,,0.61,50.019999999999996
2010-03-08,66,61.0,,0.61,40.26
2010-03-09,70,61.0,,0.61,42.699999999999996
2010-03-10,67,61.0,,0.61,40.87
2010-03-11,73,61.0,,0.61,44.53
2010-03-12,70,61.0,,0.61,42.699999999999996
2010-03-13,75,61.0,,0.61,45.75
2010-03-14,87,61.0,,0.61,53.07
2010-03-15,79,61.0,,0.61,48.19
2010-03-16,77,61.0,,0.61,46.97
2010-03-17,76,61.0,,0.61,46.36
2010-03-18,73,61.0,,0.61,44.53
2010-03-19,72,61.0,,0.61,43.92
2010-03-20,86,61.0,,0.61,52.46
2010-03-21,93,61.0,,0.61,56.73
2010-03-22,78,61.0,,0.61,47.58
2010-03-23,76,61.0,,0.61,46.36
2010-03-24,73,61.0,,0.61,44.53
2010-03-25,75,61.0,,0.61,45.75
2010-03-26,73,61.0,,0.61,44.53
2010-03-27,82,61.0,,0.61,50.019999999999996
2010-03-28,83,61.0,,0.61,50.629999999999995
2010-03-29,70,61.0,,0.61,42.699999999999996
2010-03-30,74,61.0,,0.61,45.14
2010-03-31,71,61.0,,0.61,43.31
2010-04-01,91,58.0,False,0.58,52.779999999999994
