date,gold coast_unscaled,gold coast_monthly,isPartial,scale,gold coast
2012-02-16,47,71.0,,0.71,33.37
2012-02-17,65,71.0,,0.71,46.15
2012-02-18,46,71.0,,0.71,32.66
2012-02-19,42,71.0,,0.71,29.82
2012-02-20,54,71.0,,0.71,38.339999999999996
2012-02-21,48,71.0,,0.71,34.08
2012-02-22,64,71.0,,0.71,45.44
2012-02-23,52,71.0,,0.71,36.92
2012-02-24,66,71.0,,0.71,46.86
2012-02-25,85,71.0,,0.71,60.349999999999994
2012-02-26,100,71.0,,0.71,71.0
2012-02-27,64,71.0,,0.71,45.44
2012-02-28,70,71.0,,0.71,49.699999999999996
2012-02-29,58,71.0,,0.71,41.18
2012-03-01,95,65.0,False,0.65,61.75
2012-03-02,92,65.0,,0.65,59.800000000000004
2012-03-03,100,65.0,,0.65,65.0
2012-03-04,90,65.0,,0.65,58.5
2012-03-05,84,65.0,,0.65,54.6
2012-03-06,83,65.0,,0.65,53.95
2012-03-07,65,65.0,,0.65,42.25
2012-03-08,57,65.0,,0.65,37.050000000000004
2012-03-09,75,65.0,,0.65,48.75
2012-03-10,65,65.0,,0.65,42.25
2012-03-11,45,65.0,,0.65,29.25
2012-03-12,64,65.0,,0.65,41.6
2012-03-13,82,65.0,,0.65,53.300000000000004
2012-03-14,63,65.0,,0.65,40.95
2012-03-15,62,65.0,,0.65,40.300000000000004
2012-03-16,54,65.0,,0.65,35.1
2012-03-17,30,65.0,,0.65,19.5
2012-03-18,65,65.0,,0.65,42.25
2012-03-19,69,65.0,,0.65,44.85
2012-03-20,61,65.0,,0.65,39.65
2012-03-21,66,65.0,,0.65,42.9
2012-03-22,51,65.0,,0.65,33.15
2012-03-23,54,65.0,,0.65,35.1
2012-03-24,59,65.0,,0.65,38.35
2012-03-25,89,65.0,,0.65,57.85
2012-03-26,53,65.0,,0.65,34.45
2012-03-27,63,65.0,,0.65,40.95
2012-03-28,55,65.0,,0.65,35.75
2012-03-29,53,65.0,,0.65,34.45
2012-03-30,55,65.0,,0.65,35.75
2012-03-31,69,65.0,,0.65,44.85
2012-04-01,63,60.0,False,0.6,37.8
2012-04-02,72,60.0,,0.6,43.199999999999996
2012-04-03,90,60.0,,0.6,54.0
2012-04-04,75,60.0,,0.6,45.0
2012-04-05,92,60.0,,0.6,55.199999999999996
2012-04-06,82,60.0,,0.6,49.199999999999996
2012-04-07,66,60.0,,0.6,39.6
2012-04-08,77,60.0,,0.6,46.199999999999996
2012-04-09,97,60.0,,0.6,58.199999999999996
2012-04-10,86,60.0,,0.6,51.6
2012-04-11,64,60.0,,0.6,38.4
2012-04-12,69,60.0,,0.6,41.4
2012-04-13,64,60.0,,0.6,38.4
2012-04-14,73,60.0,,0.6,43.8
2012-04-15,78,60.0,,0.6,46.8
2012-04-16,74,60.0,,0.6,44.4
2012-04-17,84,60.0,,0.6,50.4
2012-04-18,69,60.0,,0.6,41.4
2012-04-19,93,60.0,,0.6,55.8
2012-04-20,76,60.0,,0.6,45.6
2012-04-21,100,60.0,,0.6,60.0
2012-04-22,79,60.0,,0.6,47.4
2012-04-23,73,60.0,,0.6,43.8
2012-04-24,66,60.0,,0.6,39.6
2012-04-25,70,60.0,,0.6,42.0
2012-04-26,55,60.0,,0.6,33.0
2012-04-27,87,60.0,,0.6,52.199999999999996
2012-04-28,91,60.0,,0.6,54.6
2012-04-29,59,60.0,,0.6,35.4
2012-04-30,75,60.0,,0.6,45.0
2012-08-01,52,66.0,False,0.66,34.32
2012-08-02,58,66.0,,0.66,38.28
2012-08-03,48,66.0,,0.66,31.68
2012-08-04,62,66.0,,0.66,40.92
2012-08-05,47,66.0,,0.66,31.020000000000003
2012-08-06,79,66.0,,0.66,52.14
2012-08-07,47,66.0,,0.66,31.020000000000003
2012-08-08,79,66.0,,0.66,52.14
2012-08-09,71,66.0,,0.66,46.86
2012-08-10,96,66.0,,0.66,63.36
2012-08-11,72,66.0,,0.66,47.52
2012-08-12,69,66.0,,0.66,45.54
2012-08-13,59,66.0,,0.66,38.940000000000005
2012-08-14,65,66.0,,0.66,42.9
2012-08-15,50,66.0,,0.66,33.0
2012-08-16,63,66.0,,0.66,41.580000000000005
2012-08-17,77,66.0,,0.66,50.82
2012-08-18,100,66.0,,0.66,66.0
2012-08-19,48,66.0,,0.66,31.68
2012-08-20,71,66.0,,0.66,46.86
2012-08-21,88,66.0,,0.66,58.080000000000005
2012-08-22,75,66.0,,0.66,49.5
2012-08-23,63,66.0,,0.66,41.580000000000005
2012-08-24,69,66.0,,0.66,45.54
2012-08-25,59,66.0,,0.66,38.940000000000005
2012-08-26,63,66.0,,0.66,41.580000000000005
2012-08-27,74,66.0,,0.66,48.84
2012-08-28,91,66.0,,0.66,60.06
2012-08-29,56,66.0,,0.66,36.96
2012-08-30,65,66.0,,0.66,42.9
2012-08-31,47,66.0,,0.66,31.020000000000003
2013-01-01,43,56.0,False,0.56,24.080000000000002
2013-01-02,100,56.0,,0.56,56.00000000000001
2013-01-03,81,56.0,,0.56,45.36000000000001
2013-01-04,72,56.0,,0.56,40.32000000000001
2013-01-05,55,56.0,,0.56,30.800000000000004
2013-01-06,64,56.0,,0.56,35.84
2013-01-07,86,56.0,,0.56,48.160000000000004
2013-01-08,80,56.0,,0.56,44.800000000000004
2013-01-09,55,56.0,,0.56,30.800000000000004
2013-01-10,59,56.0,,0.56,33.040000000000006
2013-01-11,74,56.0,,0.56,41.440000000000005
2013-01-12,95,56.0,,0.56,53.2
2013-01-13,47,56.0,,0.56,26.320000000000004
2013-01-14,60,56.0,,0.56,33.6
2013-01-15,58,56.0,,0.56,32.480000000000004
2013-01-16,64,56.0,,0.56,35.84
2013-01-17,53,56.0,,0.56,29.680000000000003
2013-01-18,73,56.0,,0.56,40.88
2013-01-19,55,56.0,,0.56,30.800000000000004
2013-01-20,78,56.0,,0.56,43.68000000000001
2013-01-21,77,56.0,,0.56,43.120000000000005
2013-01-22,57,56.0,,0.56,31.92
2013-01-23,73,56.0,,0.56,40.88
2013-01-24,67,56.0,,0.56,37.52
2013-01-25,55,56.0,,0.56,30.800000000000004
2013-01-26,61,56.0,,0.56,34.160000000000004
2013-01-27,64,56.0,,0.56,35.84
2013-01-28,75,56.0,,0.56,42.00000000000001
2013-01-29,73,56.0,,0.56,40.88
2013-01-30,52,56.0,,0.56,29.120000000000005
2013-01-31,65,56.0,,0.56,36.400000000000006
2013-02-01,85,56.0,False,0.56,47.6
2013-02-02,78,56.0,,0.56,43.68000000000001
2013-02-03,73,56.0,,0.56,40.88
2013-02-04,54,56.0,,0.56,30.240000000000002
2013-02-05,72,56.0,,0.56,40.32000000000001
2013-02-06,72,56.0,,0.56,40.32000000000001
2013-02-07,63,56.0,,0.56,35.28
2013-02-08,65,56.0,,0.56,36.400000000000006
2013-02-09,77,56.0,,0.56,43.120000000000005
2013-02-10,67,56.0,,0.56,37.52
2013-02-11,83,56.0,,0.56,46.480000000000004
2013-02-12,51,56.0,,0.56,28.560000000000002
2013-02-13,69,56.0,,0.56,38.64
2013-02-14,61,56.0,,0.56,34.160000000000004
2013-02-15,32,56.0,,0.56,17.92
2013-02-16,60,56.0,,0.56,33.6
2013-02-17,80,56.0,,0.56,44.800000000000004
2013-02-18,100,56.0,,0.56,56.00000000000001
2013-02-19,54,56.0,,0.56,30.240000000000002
2013-02-20,61,56.0,,0.56,34.160000000000004
2013-02-21,61,56.0,,0.56,34.160000000000004
2013-02-22,65,56.0,,0.56,36.400000000000006
2013-02-23,79,56.0,,0.56,44.24
2013-02-24,61,56.0,,0.56,34.160000000000004
2013-02-25,56,56.0,,0.56,31.360000000000003
2013-02-26,57,56.0,,0.56,31.92
2013-02-27,66,56.0,,0.56,36.96
2013-02-28,70,56.0,,0.56,39.2
2013-03-01,47,81.0,False,0.81,38.07
2013-03-02,88,81.0,,0.81,71.28
2013-03-03,69,81.0,,0.81,55.89
2013-03-04,65,81.0,,0.81,52.650000000000006
2013-03-05,86,81.0,,0.81,69.66000000000001
2013-03-06,84,81.0,,0.81,68.04
2013-03-07,66,81.0,,0.81,53.46
2013-03-08,72,81.0,,0.81,58.32000000000001
2013-03-09,81,81.0,,0.81,65.61
2013-03-10,63,81.0,,0.81,51.03
2013-03-11,70,81.0,,0.81,56.7
2013-03-12,65,81.0,,0.81,52.650000000000006
2013-03-13,100,81.0,,0.81,81.0
2013-03-14,52,81.0,,0.81,42.120000000000005
2013-03-15,36,81.0,,0.81,29.160000000000004
2013-03-16,30,81.0,,0.81,24.3
2013-03-17,41,81.0,,0.81,33.21
2013-03-18,38,81.0,,0.81,30.78
2013-03-19,39,81.0,,0.81,31.590000000000003
2013-03-20,34,81.0,,0.81,27.540000000000003
2013-03-21,39,81.0,,0.81,31.590000000000003
2013-03-22,41,81.0,,0.81,33.21
2013-03-23,70,81.0,,0.81,56.7
2013-03-24,28,81.0,,0.81,22.68
2013-03-25,41,81.0,,0.81,33.21
2013-03-26,51,81.0,,0.81,41.31
2013-03-27,44,81.0,,0.81,35.64
2013-03-28,37,81.0,,0.81,29.970000000000002
2013-03-29,50,81.0,,0.81,40.5
2013-03-30,52,81.0,,0.81,42.120000000000005
2013-03-31,37,81.0,,0.81,29.970000000000002
2013-04-01,83,57.0,False,0.57,47.309999999999995
2013-04-02,74,57.0,,0.57,42.18
2013-04-03,64,57.0,,0.57,36.48
2013-04-04,98,57.0,,0.57,55.85999999999999
2013-04-05,67,57.0,,0.57,38.19
2013-04-06,64,57.0,,0.57,36.48
2013-04-07,61,57.0,,0.57,34.769999999999996
2013-04-08,55,57.0,,0.57,31.349999999999998
2013-04-09,100,57.0,,0.57,56.99999999999999
2013-04-10,77,57.0,,0.57,43.88999999999999
2013-04-11,61,57.0,,0.57,34.769999999999996
2013-04-12,56,57.0,,0.57,31.919999999999998
2013-04-13,37,57.0,,0.57,21.09
2013-04-14,78,57.0,,0.57,44.459999999999994
2013-04-15,92,57.0,,0.57,52.44
2013-04-16,87,57.0,,0.57,49.589999999999996
2013-04-17,74,57.0,,0.57,42.18
2013-04-18,67,57.0,,0.57,38.19
2013-04-19,60,57.0,,0.57,34.199999999999996
2013-04-20,50,57.0,,0.57,28.499999999999996
2013-04-21,79,57.0,,0.57,45.029999999999994
2013-04-22,66,57.0,,0.57,37.62
2013-04-23,59,57.0,,0.57,33.629999999999995
2013-04-24,76,57.0,,0.57,43.31999999999999
2013-04-25,60,57.0,,0.57,34.199999999999996
2013-04-26,62,57.0,,0.57,35.339999999999996
2013-04-27,57,57.0,,0.57,32.489999999999995
2013-04-28,55,57.0,,0.57,31.349999999999998
2013-04-29,90,57.0,,0.57,51.3
2013-04-30,96,57.0,,0.57,54.72
2013-05-01,81,58.0,False,0.58,46.98
2013-05-02,64,58.0,,0.58,37.12
2013-05-03,72,58.0,,0.58,41.76
2013-05-04,68,58.0,,0.58,39.44
2013-05-05,77,58.0,,0.58,44.66
2013-05-06,71,58.0,,0.58,41.18
2013-05-07,41,58.0,,0.58,23.779999999999998
2013-05-08,64,58.0,,0.58,37.12
2013-05-09,74,58.0,,0.58,42.919999999999995
2013-05-10,66,58.0,,0.58,38.279999999999994
2013-05-11,74,58.0,,0.58,42.919999999999995
2013-05-12,69,58.0,,0.58,40.019999999999996
2013-05-13,100,58.0,,0.58,57.99999999999999
2013-05-14,78,58.0,,0.58,45.239999999999995
2013-05-15,83,58.0,,0.58,48.13999999999999
2013-05-16,68,58.0,,0.58,39.44
2013-05-17,83,58.0,,0.58,48.13999999999999
2013-05-18,70,58.0,,0.58,40.599999999999994
2013-05-19,78,58.0,,0.58,45.239999999999995
2013-05-20,85,58.0,,0.58,49.3
2013-05-21,74,58.0,,0.58,42.919999999999995
2013-05-22,57,58.0,,0.58,33.059999999999995
2013-05-23,62,58.0,,0.58,35.96
2013-05-24,79,58.0,,0.58,45.82
2013-05-25,57,58.0,,0.58,33.059999999999995
2013-05-26,68,58.0,,0.58,39.44
2013-05-27,94,58.0,,0.58,54.519999999999996
2013-05-28,68,58.0,,0.58,39.44
2013-05-29,82,58.0,,0.58,47.559999999999995
2013-05-30,76,58.0,,0.58,44.08
2013-05-31,74,58.0,,0.58,42.919999999999995
2013-06-01,96,61.0,False,0.61,58.56
2013-06-02,46,61.0,,0.61,28.06
2013-06-03,89,61.0,,0.61,54.29
2013-06-04,80,61.0,,0.61,48.8
2013-06-05,74,61.0,,0.61,45.14
2013-06-06,87,61.0,,0.61,53.07
2013-06-07,51,61.0,,0.61,31.11
2013-06-08,85,61.0,,0.61,51.85
2013-06-09,63,61.0,,0.61,38.43
2013-06-10,77,61.0,,0.61,46.97
2013-06-11,81,61.0,,0.61,49.41
2013-06-12,84,61.0,,0.61,51.24
2013-06-13,52,61.0,,0.61,31.72
2013-06-14,67,61.0,,0.61,40.87
2013-06-15,73,61.0,,0.61,44.53
2013-06-16,79,61.0,,0.61,48.19
2013-06-17,56,61.0,,0.61,34.16
2013-06-18,57,61.0,,0.61,34.769999999999996
2013-06-19,76,61.0,,0.61,46.36
2013-06-20,88,61.0,,0.61,53.68
2013-06-21,87,61.0,,0.61,53.07
2013-06-22,64,61.0,,0.61,39.04
2013-06-23,76,61.0,,0.61,46.36
2013-06-24,86,61.0,,0.61,52.46
2013-06-25,98,61.0,,0.61,59.78
2013-06-26,61,61.0,,0.61,37.21
2013-06-27,89,61.0,,0.61,54.29
2013-06-28,100,61.0,,0.61,61.0
2013-06-29,88,61.0,,0.61,53.68
2013-06-30,82,61.0,,0.61,50.019999999999996
2013-08-01,51,61.0,False,0.61,31.11
2013-08-02,51,61.0,,0.61,31.11
2013-08-03,65,61.0,,0.61,39.65
2013-08-04,69,61.0,,0.61,42.089999999999996
2013-08-05,100,61.0,,0.61,61.0
2013-08-06,78,61.0,,0.61,47.58
2013-08-07,69,61.0,,0.61,42.089999999999996
2013-08-08,57,61.0,,0.61,34.769999999999996
2013-08-09,61,61.0,,0.61,37.21
2013-08-10,65,61.0,,0.61,39.65
2013-08-11,51,61.0,,0.61,31.11
2013-08-12,68,61.0,,0.61,41.48
2013-08-13,82,61.0,,0.61,50.019999999999996
2013-08-14,67,61.0,,0.61,40.87
2013-08-15,76,61.0,,0.61,46.36
2013-08-16,70,61.0,,0.61,42.699999999999996
2013-08-17,55,61.0,,0.61,33.55
2013-08-18,58,61.0,,0.61,35.38
2013-08-19,70,61.0,,0.61,42.699999999999996
2013-08-20,52,61.0,,0.61,31.72
2013-08-21,57,61.0,,0.61,34.769999999999996
2013-08-22,99,61.0,,0.61,60.39
2013-08-23,53,61.0,,0.61,32.33
2013-08-24,62,61.0,,0.61,37.82
2013-08-25,65,61.0,,0.61,39.65
2013-08-26,62,61.0,,0.61,37.82
2013-08-27,84,61.0,,0.61,51.24
2013-08-28,70,61.0,,0.61,42.699999999999996
2013-08-29,67,61.0,,0.61,40.87
2013-08-30,54,61.0,,0.61,32.94
2013-08-31,61,61.0,,0.61,37.21
2013-09-01,50,58.0,False,0.58,28.999999999999996
2013-09-02,70,58.0,,0.58,40.599999999999994
2013-09-03,89,58.0,,0.58,51.62
2013-09-04,74,58.0,,0.58,42.919999999999995
2013-09-05,76,58.0,,0.58,44.08
2013-09-06,60,58.0,,0.58,34.8
2013-09-07,63,58.0,,0.58,36.54
2013-09-08,52,58.0,,0.58,30.159999999999997
2013-09-09,38,58.0,,0.58,22.04
2013-09-10,39,58.0,,0.58,22.619999999999997
2013-09-11,59,58.0,,0.58,34.22
2013-09-12,42,58.0,,0.58,24.36
2013-09-13,49,58.0,,0.58,28.419999999999998
2013-09-14,69,58.0,,0.58,40.019999999999996
2013-09-15,78,58.0,,0.58,45.239999999999995
2013-09-16,55,58.0,,0.58,31.9
2013-09-17,59,58.0,,0.58,34.22
2013-09-18,65,58.0,,0.58,37.699999999999996
2013-09-19,81,58.0,,0.58,46.98
2013-09-20,88,58.0,,0.58,51.04
2013-09-21,100,58.0,,0.58,57.99999999999999
2013-09-22,85,58.0,,0.58,49.3
2013-09-23,57,58.0,,0.58,33.059999999999995
2013-09-24,95,58.0,,0.58,55.099999999999994
2013-09-25,82,58.0,,0.58,47.559999999999995
2013-09-26,69,58.0,,0.58,40.019999999999996
2013-09-27,85,58.0,,0.58,49.3
2013-09-28,49,58.0,,0.58,28.419999999999998
2013-09-29,96,58.0,,0.58,55.67999999999999
2013-09-30,82,58.0,,0.58,47.559999999999995
2013-10-01,77,54.0,False,0.54,41.580000000000005
2013-10-02,73,54.0,,0.54,39.42
2013-10-03,73,54.0,,0.54,39.42
2013-10-04,59,54.0,,0.54,31.860000000000003
2013-10-05,55,54.0,,0.54,29.700000000000003
2013-10-06,60,54.0,,0.54,32.400000000000006
2013-10-07,70,54.0,,0.54,37.800000000000004
2013-10-08,100,54.0,,0.54,54.0
2013-10-09,98,54.0,,0.54,52.92
2013-10-10,73,54.0,,0.54,39.42
2013-10-11,79,54.0,,0.54,42.660000000000004
2013-10-12,77,54.0,,0.54,41.580000000000005
2013-10-13,94,54.0,,0.54,50.760000000000005
2013-10-14,62,54.0,,0.54,33.480000000000004
2013-10-15,51,54.0,,0.54,27.540000000000003
2013-10-16,70,54.0,,0.54,37.800000000000004
2013-10-17,82,54.0,,0.54,44.28
2013-10-18,83,54.0,,0.54,44.82
2013-10-19,83,54.0,,0.54,44.82
2013-10-20,61,54.0,,0.54,32.940000000000005
2013-10-21,81,54.0,,0.54,43.74
2013-10-22,79,54.0,,0.54,42.660000000000004
2013-10-23,58,54.0,,0.54,31.32
2013-10-24,82,54.0,,0.54,44.28
2013-10-25,61,54.0,,0.54,32.940000000000005
2013-10-26,63,54.0,,0.54,34.02
2013-10-27,47,54.0,,0.54,25.380000000000003
2013-10-28,79,54.0,,0.54,42.660000000000004
2013-10-29,64,54.0,,0.54,34.56
2013-10-30,74,54.0,,0.54,39.96
2013-10-31,89,54.0,,0.54,48.06
2014-03-01,97,62.0,False,0.62,60.14
2014-03-02,89,62.0,,0.62,55.18
2014-03-03,83,62.0,,0.62,51.46
2014-03-04,75,62.0,,0.62,46.5
2014-03-05,100,62.0,,0.62,62.0
2014-03-06,72,62.0,,0.62,44.64
2014-03-07,85,62.0,,0.62,52.7
2014-03-08,78,62.0,,0.62,48.36
2014-03-09,90,62.0,,0.62,55.8
2014-03-10,87,62.0,,0.62,53.94
2014-03-11,92,62.0,,0.62,57.04
2014-03-12,78,62.0,,0.62,48.36
2014-03-13,65,62.0,,0.62,40.3
2014-03-14,63,62.0,,0.62,39.06
2014-03-15,46,62.0,,0.62,28.52
2014-03-16,65,62.0,,0.62,40.3
2014-03-17,78,62.0,,0.62,48.36
2014-03-18,63,62.0,,0.62,39.06
2014-03-19,45,62.0,,0.62,27.9
2014-03-20,60,62.0,,0.62,37.2
2014-03-21,61,62.0,,0.62,37.82
2014-03-22,46,62.0,,0.62,28.52
2014-03-23,52,62.0,,0.62,32.24
2014-03-24,57,62.0,,0.62,35.339999999999996
2014-03-25,54,62.0,,0.62,33.48
2014-03-26,51,62.0,,0.62,31.62
2014-03-27,69,62.0,,0.62,42.78
2014-03-28,47,62.0,,0.62,29.14
2014-03-29,56,62.0,,0.62,34.72
2014-03-30,55,62.0,,0.62,34.1
2014-03-31,67,62.0,,0.62,41.54
2014-07-01,81,61.0,False,0.61,49.41
2014-07-02,74,61.0,,0.61,45.14
2014-07-03,51,61.0,,0.61,31.11
2014-07-04,65,61.0,,0.61,39.65
2014-07-05,100,61.0,,0.61,61.0
2014-07-06,73,61.0,,0.61,44.53
2014-07-07,79,61.0,,0.61,48.19
2014-07-08,92,61.0,,0.61,56.12
2014-07-09,67,61.0,,0.61,40.87
2014-07-10,69,61.0,,0.61,42.089999999999996
2014-07-11,78,61.0,,0.61,47.58
2014-07-12,85,61.0,,0.61,51.85
2014-07-13,50,61.0,,0.61,30.5
2014-07-14,88,61.0,,0.61,53.68
2014-07-15,60,61.0,,0.61,36.6
2014-07-16,89,61.0,,0.61,54.29
2014-07-17,72,61.0,,0.61,43.92
2014-07-18,90,61.0,,0.61,54.9
2014-07-19,87,61.0,,0.61,53.07
2014-07-20,70,61.0,,0.61,42.699999999999996
2014-07-21,61,61.0,,0.61,37.21
2014-07-22,75,61.0,,0.61,45.75
2014-07-23,79,61.0,,0.61,48.19
2014-07-24,84,61.0,,0.61,51.24
2014-07-25,76,61.0,,0.61,46.36
2014-07-26,79,61.0,,0.61,48.19
2014-07-27,38,61.0,,0.61,23.18
2014-07-28,75,61.0,,0.61,45.75
2014-07-29,80,61.0,,0.61,48.8
2014-07-30,65,61.0,,0.61,39.65
2014-07-31,80,61.0,,0.61,48.8
2014-09-01,69,54.0,False,0.54,37.260000000000005
2014-09-02,58,54.0,,0.54,31.32
2014-09-03,72,54.0,,0.54,38.88
2014-09-04,61,54.0,,0.54,32.940000000000005
2014-09-05,80,54.0,,0.54,43.2
2014-09-06,73,54.0,,0.54,39.42
2014-09-07,72,54.0,,0.54,38.88
2014-09-08,84,54.0,,0.54,45.36
2014-09-09,94,54.0,,0.54,50.760000000000005
2014-09-10,67,54.0,,0.54,36.18
2014-09-11,82,54.0,,0.54,44.28
2014-09-12,80,54.0,,0.54,43.2
2014-09-13,71,54.0,,0.54,38.34
2014-09-14,47,54.0,,0.54,25.380000000000003
2014-09-15,63,54.0,,0.54,34.02
2014-09-16,100,54.0,,0.54,54.0
2014-09-17,49,54.0,,0.54,26.46
2014-09-18,68,54.0,,0.54,36.72
2014-09-19,73,54.0,,0.54,39.42
2014-09-20,79,54.0,,0.54,42.660000000000004
2014-09-21,100,54.0,,0.54,54.0
2014-09-22,59,54.0,,0.54,31.860000000000003
2014-09-23,76,54.0,,0.54,41.040000000000006
2014-09-24,75,54.0,,0.54,40.5
2014-09-25,74,54.0,,0.54,39.96
2014-09-26,69,54.0,,0.54,37.260000000000005
2014-09-27,80,54.0,,0.54,43.2
2014-09-28,69,54.0,,0.54,37.260000000000005
2014-09-29,67,54.0,,0.54,36.18
2014-09-30,70,54.0,,0.54,37.800000000000004
2014-10-01,83,51.0,False,0.51,42.33
2014-10-02,64,51.0,,0.51,32.64
2014-10-03,71,51.0,,0.51,36.21
2014-10-04,48,51.0,,0.51,24.48
2014-10-05,71,51.0,,0.51,36.21
2014-10-06,95,51.0,,0.51,48.45
2014-10-07,94,51.0,,0.51,47.94
2014-10-08,71,51.0,,0.51,36.21
2014-10-09,85,51.0,,0.51,43.35
2014-10-10,100,51.0,,0.51,51.0
2014-10-11,95,51.0,,0.51,48.45
2014-10-12,74,51.0,,0.51,37.74
2014-10-13,80,51.0,,0.51,40.8
2014-10-14,72,51.0,,0.51,36.72
2014-10-15,57,51.0,,0.51,29.07
2014-10-16,91,51.0,,0.51,46.410000000000004
2014-10-17,91,51.0,,0.51,46.410000000000004
2014-10-18,76,51.0,,0.51,38.76
2014-10-19,53,51.0,,0.51,27.03
2014-10-20,91,51.0,,0.51,46.410000000000004
2014-10-21,80,51.0,,0.51,40.8
2014-10-22,90,51.0,,0.51,45.9
2014-10-23,87,51.0,,0.51,44.37
2014-10-24,96,51.0,,0.51,48.96
2014-10-25,85,51.0,,0.51,43.35
2014-10-26,74,51.0,,0.51,37.74
2014-10-27,83,51.0,,0.51,42.33
2014-10-28,79,51.0,,0.51,40.29
2014-10-29,62,51.0,,0.51,31.62
2014-10-30,73,51.0,,0.51,37.230000000000004
2014-10-31,70,51.0,,0.51,35.7
2015-03-01,67,56.0,False,0.56,37.52
2015-03-02,81,56.0,,0.56,45.36000000000001
2015-03-03,61,56.0,,0.56,34.160000000000004
2015-03-04,65,56.0,,0.56,36.400000000000006
2015-03-05,54,56.0,,0.56,30.240000000000002
2015-03-06,60,56.0,,0.56,33.6
2015-03-07,84,56.0,,0.56,47.040000000000006
2015-03-08,38,56.0,,0.56,21.28
2015-03-09,69,56.0,,0.56,38.64
2015-03-10,53,56.0,,0.56,29.680000000000003
2015-03-11,100,56.0,,0.56,56.00000000000001
2015-03-12,77,56.0,,0.56,43.120000000000005
2015-03-13,68,56.0,,0.56,38.080000000000005
2015-03-14,36,56.0,,0.56,20.160000000000004
2015-03-15,48,56.0,,0.56,26.880000000000003
2015-03-16,57,56.0,,0.56,31.92
2015-03-17,56,56.0,,0.56,31.360000000000003
2015-03-18,65,56.0,,0.56,36.400000000000006
2015-03-19,44,56.0,,0.56,24.64
2015-03-20,62,56.0,,0.56,34.720000000000006
2015-03-21,43,56.0,,0.56,24.080000000000002
2015-03-22,59,56.0,,0.56,33.040000000000006
2015-03-23,32,56.0,,0.56,17.92
2015-03-24,49,56.0,,0.56,27.44
2015-03-25,33,56.0,,0.56,18.48
2015-03-26,47,56.0,,0.56,26.320000000000004
2015-03-27,64,56.0,,0.56,35.84
2015-03-28,30,56.0,,0.56,16.8
2015-03-29,42,56.0,,0.56,23.520000000000003
2015-03-30,50,56.0,,0.56,28.000000000000004
2015-03-31,58,56.0,,0.56,32.480000000000004
2015-09-01,69,52.0,False,0.52,35.88
2015-09-02,88,52.0,,0.52,45.760000000000005
2015-09-03,36,52.0,,0.52,18.72
2015-09-04,70,52.0,,0.52,36.4
2015-09-05,78,52.0,,0.52,40.56
2015-09-06,67,52.0,,0.52,34.84
2015-09-07,79,52.0,,0.52,41.08
2015-09-08,70,52.0,,0.52,36.4
2015-09-09,88,52.0,,0.52,45.760000000000005
2015-09-10,86,52.0,,0.52,44.72
2015-09-11,77,52.0,,0.52,40.04
2015-09-12,96,52.0,,0.52,49.92
2015-09-13,64,52.0,,0.52,33.28
2015-09-14,100,52.0,,0.52,52.0
2015-09-15,67,52.0,,0.52,34.84
2015-09-16,69,52.0,,0.52,35.88
2015-09-17,56,52.0,,0.52,29.12
2015-09-18,60,52.0,,0.52,31.200000000000003
2015-09-19,92,52.0,,0.52,47.84
2015-09-20,44,52.0,,0.52,22.880000000000003
2015-09-21,64,52.0,,0.52,33.28
2015-09-22,73,52.0,,0.52,37.96
2015-09-23,56,52.0,,0.52,29.12
2015-09-24,54,52.0,,0.52,28.080000000000002
2015-09-25,94,52.0,,0.52,48.88
2015-09-26,55,52.0,,0.52,28.6
2015-09-27,45,52.0,,0.52,23.400000000000002
2015-09-28,81,52.0,,0.52,42.120000000000005
2015-09-29,63,52.0,,0.52,32.76
2015-09-30,61,52.0,,0.52,31.720000000000002
2015-10-01,74,52.0,False,0.52,38.480000000000004
2015-10-02,75,52.0,,0.52,39.0
2015-10-03,75,52.0,,0.52,39.0
2015-10-04,58,52.0,,0.52,30.16
2015-10-05,89,52.0,,0.52,46.28
2015-10-06,83,52.0,,0.52,43.160000000000004
2015-10-07,57,52.0,,0.52,29.64
2015-10-08,95,52.0,,0.52,49.4
2015-10-09,62,52.0,,0.52,32.24
2015-10-10,53,52.0,,0.52,27.560000000000002
2015-10-11,79,52.0,,0.52,41.08
2015-10-12,100,52.0,,0.52,52.0
2015-10-13,77,52.0,,0.52,40.04
2015-10-14,66,52.0,,0.52,34.32
2015-10-15,84,52.0,,0.52,43.68
2015-10-16,63,52.0,,0.52,32.76
2015-10-17,74,52.0,,0.52,38.480000000000004
2015-10-18,86,52.0,,0.52,44.72
2015-10-19,75,52.0,,0.52,39.0
2015-10-20,67,52.0,,0.52,34.84
2015-10-21,65,52.0,,0.52,33.800000000000004
2015-10-22,93,52.0,,0.52,48.36
2015-10-23,92,52.0,,0.52,47.84
2015-10-24,63,52.0,,0.52,32.76
2015-10-25,62,52.0,,0.52,32.24
2015-10-26,92,52.0,,0.52,47.84
2015-10-27,86,52.0,,0.52,44.72
2015-10-28,57,52.0,,0.52,29.64
2015-10-29,68,52.0,,0.52,35.36
2015-10-30,76,52.0,,0.52,39.52
2015-10-31,57,52.0,,0.52,29.64
2015-12-01,53,49.0,False,0.49,25.97
2015-12-02,50,49.0,,0.49,24.5
2015-12-03,72,49.0,,0.49,35.28
