date,gold coast_unscaled,gold coast_monthly,isPartial,scale,gold coast
2019-05-30,71,48.0,,0.48,34.08
2019-05-31,87,48.0,,0.48,41.76
2019-06-01,62,52.0,False,0.52,32.24
2019-06-02,95,52.0,,0.52,49.4
2019-06-03,82,52.0,,0.52,42.64
2019-06-04,69,52.0,,0.52,35.88
2019-06-05,70,52.0,,0.52,36.4
2019-06-06,57,52.0,,0.52,29.64
2019-06-07,82,52.0,,0.52,42.64
2019-06-08,73,52.0,,0.52,37.96
2019-06-09,64,52.0,,0.52,33.28
2019-06-10,61,52.0,,0.52,31.720000000000002
2019-06-11,60,52.0,,0.52,31.200000000000003
2019-06-12,64,52.0,,0.52,33.28
2019-06-13,74,52.0,,0.52,38.480000000000004
2019-06-14,68,52.0,,0.52,35.36
2019-06-15,65,52.0,,0.52,33.800000000000004
2019-06-16,45,52.0,,0.52,23.400000000000002
2019-06-17,63,52.0,,0.52,32.76
2019-06-18,84,52.0,,0.52,43.68
2019-06-19,100,52.0,,0.52,52.0
2019-06-20,61,52.0,,0.52,31.720000000000002
2019-06-21,68,52.0,,0.52,35.36
2019-06-22,80,52.0,,0.52,41.6
2019-06-23,68,52.0,,0.52,35.36
2019-06-24,94,52.0,,0.52,48.88
2019-06-25,79,52.0,,0.52,41.08
2019-06-26,52,52.0,,0.52,27.04
2019-06-27,58,52.0,,0.52,30.16
2019-06-28,77,52.0,,0.52,40.04
2019-06-29,62,52.0,,0.52,32.24
2019-06-30,77,52.0,,0.52,40.04
2019-07-01,51,53.0,False,0.53,27.03
2019-07-02,56,53.0,,0.53,29.68
2019-07-03,62,53.0,,0.53,32.86
2019-07-04,53,53.0,,0.53,28.09
2019-07-05,59,53.0,,0.53,31.270000000000003
2019-07-06,73,53.0,,0.53,38.690000000000005
2019-07-07,77,53.0,,0.53,40.81
2019-07-08,86,53.0,,0.53,45.580000000000005
2019-07-09,81,53.0,,0.53,42.93
2019-07-10,69,53.0,,0.53,36.57
2019-07-11,71,53.0,,0.53,37.63
2019-07-12,58,53.0,,0.53,30.740000000000002
2019-07-13,63,53.0,,0.53,33.39
2019-07-14,54,53.0,,0.53,28.62
2019-07-15,76,53.0,,0.53,40.28
2019-07-16,72,53.0,,0.53,38.160000000000004
2019-07-17,64,53.0,,0.53,33.92
2019-07-18,57,53.0,,0.53,30.21
2019-07-19,72,53.0,,0.53,38.160000000000004
2019-07-20,52,53.0,,0.53,27.560000000000002
2019-07-21,71,53.0,,0.53,37.63
2019-07-22,77,53.0,,0.53,40.81
2019-07-23,76,53.0,,0.53,40.28
2019-07-24,79,53.0,,0.53,41.870000000000005
2019-07-25,100,53.0,,0.53,53.0
2019-07-26,57,53.0,,0.53,30.21
2019-07-27,52,53.0,,0.53,27.560000000000002
2019-07-28,62,53.0,,0.53,32.86
2019-07-29,64,53.0,,0.53,33.92
2019-07-30,58,53.0,,0.53,30.740000000000002
2019-07-31,55,53.0,,0.53,29.150000000000002
2019-10-01,77,46.0,False,0.46,35.42
2019-10-02,91,46.0,,0.46,41.86
2019-10-03,87,46.0,,0.46,40.02
2019-10-04,81,46.0,,0.46,37.260000000000005
2019-10-05,78,46.0,,0.46,35.88
2019-10-06,65,46.0,,0.46,29.900000000000002
2019-10-07,81,46.0,,0.46,37.260000000000005
2019-10-08,66,46.0,,0.46,30.360000000000003
2019-10-09,60,46.0,,0.46,27.6
2019-10-10,75,46.0,,0.46,34.5
2019-10-11,74,46.0,,0.46,34.04
2019-10-12,74,46.0,,0.46,34.04
2019-10-13,77,46.0,,0.46,35.42
2019-10-14,86,46.0,,0.46,39.56
2019-10-15,80,46.0,,0.46,36.800000000000004
2019-10-16,87,46.0,,0.46,40.02
2019-10-17,80,46.0,,0.46,36.800000000000004
2019-10-18,89,46.0,,0.46,40.940000000000005
2019-10-19,93,46.0,,0.46,42.78
2019-10-20,79,46.0,,0.46,36.34
2019-10-21,76,46.0,,0.46,34.96
2019-10-22,100,46.0,,0.46,46.0
2019-10-23,92,46.0,,0.46,42.32
2019-10-24,51,46.0,,0.46,23.46
2019-10-25,70,46.0,,0.46,32.2
2019-10-26,77,46.0,,0.46,35.42
2019-10-27,57,46.0,,0.46,26.220000000000002
2019-10-28,75,46.0,,0.46,34.5
2019-10-29,63,46.0,,0.46,28.98
2019-10-30,74,46.0,,0.46,34.04
2019-10-31,50,46.0,,0.46,23.0
2019-11-01,59,46.0,False,0.46,27.14
2019-11-02,83,46.0,,0.46,38.18
2019-11-03,80,46.0,,0.46,36.800000000000004
2019-11-04,100,46.0,,0.46,46.0
2019-11-05,76,46.0,,0.46,34.96
2019-11-06,76,46.0,,0.46,34.96
2019-11-07,72,46.0,,0.46,33.120000000000005
2019-11-08,72,46.0,,0.46,33.120000000000005
2019-11-09,64,46.0,,0.46,29.44
2019-11-10,80,46.0,,0.46,36.800000000000004
2019-11-11,70,46.0,,0.46,32.2
2019-11-12,61,46.0,,0.46,28.060000000000002
2019-11-13,61,46.0,,0.46,28.060000000000002
2019-11-14,70,46.0,,0.46,32.2
2019-11-15,65,46.0,,0.46,29.900000000000002
2019-11-16,71,46.0,,0.46,32.660000000000004
2019-11-17,72,46.0,,0.46,33.120000000000005
2019-11-18,79,46.0,,0.46,36.34
2019-11-19,73,46.0,,0.46,33.58
2019-11-20,75,46.0,,0.46,34.5
2019-11-21,67,46.0,,0.46,30.82
2019-11-22,71,46.0,,0.46,32.660000000000004
2019-11-23,62,46.0,,0.46,28.52
2019-11-24,66,46.0,,0.46,30.360000000000003
2019-11-25,72,46.0,,0.46,33.120000000000005
2019-11-26,87,46.0,,0.46,40.02
2019-11-27,74,46.0,,0.46,34.04
2019-11-28,40,46.0,,0.46,18.400000000000002
2019-11-29,44,46.0,,0.46,20.240000000000002
2019-11-30,92,46.0,,0.46,42.32
2019-12-01,55,54.0,False,0.54,29.700000000000003
2019-12-02,58,54.0,,0.54,31.32
2019-12-03,60,54.0,,0.54,32.400000000000006
2019-12-04,80,54.0,,0.54,43.2
2019-12-05,73,54.0,,0.54,39.42
2019-12-06,58,54.0,,0.54,31.32
2019-12-07,55,54.0,,0.54,29.700000000000003
2019-12-08,63,54.0,,0.54,34.02
2019-12-09,57,54.0,,0.54,30.78
2019-12-10,79,54.0,,0.54,42.660000000000004
2019-12-11,53,54.0,,0.54,28.62
2019-12-12,61,54.0,,0.54,32.940000000000005
2019-12-13,55,54.0,,0.54,29.700000000000003
2019-12-14,68,54.0,,0.54,36.72
2019-12-15,59,54.0,,0.54,31.860000000000003
2019-12-16,61,54.0,,0.54,32.940000000000005
2019-12-17,55,54.0,,0.54,29.700000000000003
2019-12-18,76,54.0,,0.54,41.040000000000006
2019-12-19,71,54.0,,0.54,38.34
2019-12-20,100,54.0,,0.54,54.0
2019-12-21,59,54.0,,0.54,31.860000000000003
2019-12-22,58,54.0,,0.54,31.32
2019-12-23,81,54.0,,0.54,43.74
2019-12-24,69,54.0,,0.54,37.260000000000005
2019-12-25,63,54.0,,0.54,34.02
2019-12-26,62,54.0,,0.54,33.480000000000004
2019-12-27,88,54.0,,0.54,47.52
2019-12-28,65,54.0,,0.54,35.1
2019-12-29,70,54.0,,0.54,37.800000000000004
2019-12-30,76,54.0,,0.54,41.040000000000006
2019-12-31,84,54.0,,0.54,45.36
2020-01-01,83,59.0,False,0.59,48.97
2020-01-02,57,59.0,,0.59,33.629999999999995
2020-01-03,62,59.0,,0.59,36.58
2020-01-04,66,59.0,,0.59,38.94
2020-01-05,71,59.0,,0.59,41.89
2020-01-06,81,59.0,,0.59,47.79
2020-01-07,63,59.0,,0.59,37.169999999999995
2020-01-08,69,59.0,,0.59,40.71
2020-01-09,100,59.0,,0.59,59.0
2020-01-10,61,59.0,,0.59,35.989999999999995
2020-01-11,83,59.0,,0.59,48.97
2020-01-12,64,59.0,,0.59,37.76
2020-01-13,65,59.0,,0.59,38.35
2020-01-14,74,59.0,,0.59,43.66
2020-01-15,89,59.0,,0.59,52.51
2020-01-16,55,59.0,,0.59,32.449999999999996
2020-01-17,60,59.0,,0.59,35.4
2020-01-18,63,59.0,,0.59,37.169999999999995
2020-01-19,53,59.0,,0.59,31.27
2020-01-20,67,59.0,,0.59,39.53
2020-01-21,70,59.0,,0.59,41.3
2020-01-22,75,59.0,,0.59,44.25
2020-01-23,39,59.0,,0.59,23.009999999999998
2020-01-24,62,59.0,,0.59,36.58
2020-01-25,59,59.0,,0.59,34.809999999999995
2020-01-26,67,59.0,,0.59,39.53
2020-01-27,69,59.0,,0.59,40.71
2020-01-28,62,59.0,,0.59,36.58
2020-01-29,63,59.0,,0.59,37.169999999999995
2020-01-30,61,59.0,,0.59,35.989999999999995
2020-01-31,56,59.0,,0.59,33.04
