date,business expense_unscaled,business expense_monthly,isPartial,scale,business expense
2009-01-05,18,48.0,,0.48,8.64
2009-01-06,52,48.0,,0.48,24.96
2009-01-07,87,48.0,,0.48,41.76
2009-01-08,18,48.0,,0.48,8.64
2009-01-09,18,48.0,,0.48,8.64
2009-01-10,0,48.0,,0.48,0.0
2009-01-11,0,48.0,,0.48,0.0
2009-01-12,17,48.0,,0.48,8.16
2009-01-13,17,48.0,,0.48,8.16
2009-01-14,17,48.0,,0.48,8.16
2009-01-15,34,48.0,,0.48,16.32
2009-01-16,54,48.0,,0.48,25.919999999999998
2009-01-17,26,48.0,,0.48,12.48
2009-01-18,27,48.0,,0.48,12.959999999999999
2009-01-19,39,48.0,,0.48,18.72
2009-01-20,17,48.0,,0.48,8.16
2009-01-21,0,48.0,,0.48,0.0
2009-01-22,51,48.0,,0.48,24.48
2009-01-23,0,48.0,,0.48,0.0
2009-01-24,0,48.0,,0.48,0.0
2009-01-25,100,48.0,,0.48,48.0
2009-01-26,34,48.0,,0.48,16.32
2009-01-27,66,48.0,,0.48,31.68
2009-01-28,0,48.0,,0.48,0.0
2009-01-29,34,48.0,,0.48,16.32
2009-01-30,18,48.0,,0.48,8.64
2009-01-31,0,48.0,,0.48,0.0
2009-02-01,79,61.0,False,0.61,48.19
2009-02-02,18,61.0,,0.61,10.98
2009-02-03,17,61.0,,0.61,10.37
2009-02-04,34,61.0,,0.61,20.74
2009-02-05,69,61.0,,0.61,42.089999999999996
2009-02-06,0,61.0,,0.61,0.0
2009-02-07,0,61.0,,0.61,0.0
2009-02-08,26,61.0,,0.61,15.86
2009-02-09,68,61.0,,0.61,41.48
2009-02-10,67,61.0,,0.61,40.87
2009-02-11,0,61.0,,0.61,0.0
2009-02-12,35,61.0,,0.61,21.349999999999998
2009-02-13,56,61.0,,0.61,34.16
2009-02-14,0,61.0,,0.61,0.0
2009-02-15,0,61.0,,0.61,0.0
2009-02-16,19,61.0,,0.61,11.59
2009-02-17,35,61.0,,0.61,21.349999999999998
2009-02-18,51,61.0,,0.61,31.11
2009-02-19,69,61.0,,0.61,42.089999999999996
2009-02-20,90,61.0,,0.61,54.9
2009-02-21,26,61.0,,0.61,15.86
2009-02-22,26,61.0,,0.61,15.86
2009-02-23,53,61.0,,0.61,32.33
2009-02-24,34,61.0,,0.61,20.74
2009-02-25,17,61.0,,0.61,10.37
2009-02-26,35,61.0,,0.61,21.349999999999998
2009-02-27,18,61.0,,0.61,10.98
2009-02-28,100,61.0,,0.61,61.0
2009-03-01,40,61.0,False,0.61,24.4
2009-03-02,82,61.0,,0.61,50.019999999999996
2009-03-03,54,61.0,,0.61,32.94
2009-03-04,27,61.0,,0.61,16.47
2009-03-05,41,61.0,,0.61,25.009999999999998
2009-03-06,29,61.0,,0.61,17.69
2009-03-07,62,61.0,,0.61,37.82
2009-03-08,42,61.0,,0.61,25.62
2009-03-09,28,61.0,,0.61,17.08
2009-03-10,0,61.0,,0.61,0.0
2009-03-11,14,61.0,,0.61,8.54
2009-03-12,14,61.0,,0.61,8.54
2009-03-13,0,61.0,,0.61,0.0
2009-03-14,21,61.0,,0.61,12.81
2009-03-15,21,61.0,,0.61,12.81
2009-03-16,28,61.0,,0.61,17.08
2009-03-17,28,61.0,,0.61,17.08
2009-03-18,42,61.0,,0.61,25.62
2009-03-19,41,61.0,,0.61,25.009999999999998
2009-03-20,30,61.0,,0.61,18.3
2009-03-21,63,61.0,,0.61,38.43
2009-03-22,42,61.0,,0.61,25.62
2009-03-23,14,61.0,,0.61,8.54
2009-03-24,53,61.0,,0.61,32.33
2009-03-25,14,61.0,,0.61,8.54
2009-03-26,14,61.0,,0.61,8.54
2009-03-27,14,61.0,,0.61,8.54
2009-03-28,81,61.0,,0.61,49.41
2009-03-29,100,61.0,,0.61,61.0
2009-03-30,40,61.0,,0.61,24.4
2009-03-31,53,61.0,,0.61,32.33
2009-04-01,76,82.0,False,0.82,62.31999999999999
2009-04-02,39,82.0,,0.82,31.979999999999997
2009-04-03,41,82.0,,0.82,33.62
2009-04-04,20,82.0,,0.82,16.4
2009-04-05,80,82.0,,0.82,65.6
2009-04-06,13,82.0,,0.82,10.66
2009-04-07,25,82.0,,0.82,20.5
2009-04-08,78,82.0,,0.82,63.959999999999994
2009-04-09,41,82.0,,0.82,33.62
2009-04-10,46,82.0,,0.82,37.72
2009-04-11,80,82.0,,0.82,65.6
2009-04-12,43,82.0,,0.82,35.26
2009-04-13,13,82.0,,0.82,10.66
2009-04-14,25,82.0,,0.82,20.5
2009-04-15,100,82.0,,0.82,82.0
2009-04-16,13,82.0,,0.82,10.66
2009-04-17,43,82.0,,0.82,35.26
2009-04-18,0,82.0,,0.82,0.0
2009-04-19,39,82.0,,0.82,31.979999999999997
2009-04-20,13,82.0,,0.82,10.66
2009-04-21,12,82.0,,0.82,9.84
2009-04-22,38,82.0,,0.82,31.159999999999997
2009-04-23,26,82.0,,0.82,21.32
2009-04-24,0,82.0,,0.82,0.0
2009-04-25,0,82.0,,0.82,0.0
2009-04-26,20,82.0,,0.82,16.4
2009-04-27,25,82.0,,0.82,20.5
2009-04-28,25,82.0,,0.82,20.5
2009-04-29,13,82.0,,0.82,10.66
2009-04-30,25,82.0,,0.82,20.5
2009-05-01,73,45.0,False,0.45,32.85
2009-05-02,26,45.0,,0.45,11.700000000000001
2009-05-03,26,45.0,,0.45,11.700000000000001
2009-05-04,0,45.0,,0.45,0.0
2009-05-05,49,45.0,,0.45,22.05
2009-05-06,33,45.0,,0.45,14.85
2009-05-07,0,45.0,,0.45,0.0
2009-05-08,0,45.0,,0.45,0.0
2009-05-09,0,45.0,,0.45,0.0
2009-05-10,28,45.0,,0.45,12.6
2009-05-11,0,45.0,,0.45,0.0
2009-05-12,0,45.0,,0.45,0.0
2009-05-13,33,45.0,,0.45,14.85
2009-05-14,50,45.0,,0.45,22.5
2009-05-15,18,45.0,,0.45,8.1
2009-05-16,52,45.0,,0.45,23.400000000000002
2009-05-17,0,45.0,,0.45,0.0
2009-05-18,17,45.0,,0.45,7.65
2009-05-19,16,45.0,,0.45,7.2
2009-05-20,34,45.0,,0.45,15.3
2009-05-21,17,45.0,,0.45,7.65
2009-05-22,19,45.0,,0.45,8.55
2009-05-23,0,45.0,,0.45,0.0
2009-05-24,0,45.0,,0.45,0.0
2009-05-25,100,45.0,,0.45,45.0
2009-05-26,17,45.0,,0.45,7.65
2009-05-27,33,45.0,,0.45,14.85
2009-05-28,51,45.0,,0.45,22.95
2009-05-29,55,45.0,,0.45,24.75
2009-05-30,0,45.0,,0.45,0.0
2009-05-31,27,45.0,,0.45,12.15
2009-06-01,46,20.0,False,0.2,9.200000000000001
2009-06-02,45,20.0,,0.2,9.0
2009-06-03,45,20.0,,0.2,9.0
2009-06-04,47,20.0,,0.2,9.4
2009-06-05,100,20.0,,0.2,20.0
2009-06-06,0,20.0,,0.2,0.0
2009-06-07,0,20.0,,0.2,0.0
2009-06-08,46,20.0,,0.2,9.200000000000001
2009-06-09,45,20.0,,0.2,9.0
2009-06-10,0,20.0,,0.2,0.0
2009-06-11,0,20.0,,0.2,0.0
2009-06-12,0,20.0,,0.2,0.0
2009-06-13,0,20.0,,0.2,0.0
2009-06-14,74,20.0,,0.2,14.8
2009-06-15,0,20.0,,0.2,0.0
2009-06-16,46,20.0,,0.2,9.200000000000001
2009-06-17,46,20.0,,0.2,9.200000000000001
2009-06-18,0,20.0,,0.2,0.0
2009-06-19,0,20.0,,0.2,0.0
2009-06-20,0,20.0,,0.2,0.0
2009-06-21,0,20.0,,0.2,0.0
2009-06-22,0,20.0,,0.2,0.0
2009-06-23,92,20.0,,0.2,18.400000000000002
2009-06-24,95,20.0,,0.2,19.0
2009-06-25,47,20.0,,0.2,9.4
2009-06-26,0,20.0,,0.2,0.0
2009-06-27,0,20.0,,0.2,0.0
2009-06-28,74,20.0,,0.2,14.8
2009-06-29,0,20.0,,0.2,0.0
2009-06-30,93,20.0,,0.2,18.6
2009-07-01,0,33.0,False,0.33,0.0
2009-07-02,0,33.0,,0.33,0.0
2009-07-03,0,33.0,,0.33,0.0
2009-07-04,0,33.0,,0.33,0.0
2009-07-05,0,33.0,,0.33,0.0
2009-07-06,34,33.0,,0.33,11.22
2009-07-07,33,33.0,,0.33,10.89
2009-07-08,0,33.0,,0.33,0.0
2009-07-09,35,33.0,,0.33,11.55
2009-07-10,0,33.0,,0.33,0.0
2009-07-11,0,33.0,,0.33,0.0
2009-07-12,0,33.0,,0.33,0.0
2009-07-13,0,33.0,,0.33,0.0
2009-07-14,33,33.0,,0.33,10.89
2009-07-15,35,33.0,,0.33,11.55
2009-07-16,34,33.0,,0.33,11.22
2009-07-17,0,33.0,,0.33,0.0
2009-07-18,0,33.0,,0.33,0.0
2009-07-19,0,33.0,,0.33,0.0
2009-07-20,0,33.0,,0.33,0.0
2009-07-21,65,33.0,,0.33,21.45
2009-07-22,67,33.0,,0.33,22.11
2009-07-23,34,33.0,,0.33,11.22
2009-07-24,36,33.0,,0.33,11.88
2009-07-25,52,33.0,,0.33,17.16
2009-07-26,52,33.0,,0.33,17.16
2009-07-27,100,33.0,,0.33,33.0
2009-07-28,33,33.0,,0.33,10.89
2009-07-29,68,33.0,,0.33,22.44
2009-07-30,35,33.0,,0.33,11.55
2009-07-31,36,33.0,,0.33,11.88
2009-08-01,52,37.0,False,0.37,19.24
2009-08-02,0,37.0,,0.37,0.0
2009-08-03,0,37.0,,0.37,0.0
2009-08-04,100,37.0,,0.37,37.0
2009-08-05,68,37.0,,0.37,25.16
2009-08-06,69,37.0,,0.37,25.53
2009-08-07,37,37.0,,0.37,13.69
2009-08-08,52,37.0,,0.37,19.24
2009-08-09,52,37.0,,0.37,19.24
2009-08-10,0,37.0,,0.37,0.0
2009-08-11,33,37.0,,0.37,12.209999999999999
2009-08-12,34,37.0,,0.37,12.58
2009-08-13,34,37.0,,0.37,12.58
2009-08-14,0,37.0,,0.37,0.0
2009-08-15,0,37.0,,0.37,0.0
2009-08-16,53,37.0,,0.37,19.61
2009-08-17,33,37.0,,0.37,12.209999999999999
2009-08-18,33,37.0,,0.37,12.209999999999999
2009-08-19,99,37.0,,0.37,36.63
2009-08-20,68,37.0,,0.37,25.16
2009-08-21,36,37.0,,0.37,13.32
2009-08-22,0,37.0,,0.37,0.0
2009-08-23,0,37.0,,0.37,0.0
2009-08-24,33,37.0,,0.37,12.209999999999999
2009-08-25,33,37.0,,0.37,12.209999999999999
2009-08-26,33,37.0,,0.37,12.209999999999999
2009-08-27,0,37.0,,0.37,0.0
2009-08-28,35,37.0,,0.37,12.95
2009-08-29,0,37.0,,0.37,0.0
2009-08-30,98,37.0,,0.37,36.26
2009-08-31,65,37.0,,0.37,24.05
2009-09-01,23,51.0,False,0.51,11.73
2009-09-02,23,51.0,,0.51,11.73
2009-09-03,0,51.0,,0.51,0.0
2009-09-04,0,51.0,,0.51,0.0
2009-09-05,0,51.0,,0.51,0.0
2009-09-06,0,51.0,,0.51,0.0
2009-09-07,32,51.0,,0.51,16.32
2009-09-08,69,51.0,,0.51,35.19
2009-09-09,23,51.0,,0.51,11.73
2009-09-10,23,51.0,,0.51,11.73
2009-09-11,48,51.0,,0.51,24.48
2009-09-12,33,51.0,,0.51,16.830000000000002
2009-09-13,0,51.0,,0.51,0.0
2009-09-14,23,51.0,,0.51,11.73
2009-09-15,22,51.0,,0.51,11.22
2009-09-16,45,51.0,,0.51,22.95
2009-09-17,0,51.0,,0.51,0.0
2009-09-18,49,51.0,,0.51,24.990000000000002
2009-09-19,69,51.0,,0.51,35.19
2009-09-20,34,51.0,,0.51,17.34
2009-09-21,23,51.0,,0.51,11.73
2009-09-22,66,51.0,,0.51,33.660000000000004
2009-09-23,23,51.0,,0.51,11.73
2009-09-24,46,51.0,,0.51,23.46
2009-09-25,24,51.0,,0.51,12.24
2009-09-26,35,51.0,,0.51,17.85
2009-09-27,100,51.0,,0.51,51.0
2009-09-28,45,51.0,,0.51,22.95
2009-09-29,44,51.0,,0.51,22.44
2009-09-30,68,51.0,,0.51,34.68
2009-10-01,0,28.0,False,0.28,0.0
2009-10-02,54,28.0,,0.28,15.120000000000001
2009-10-03,38,28.0,,0.28,10.64
2009-10-04,0,28.0,,0.28,0.0
2009-10-05,50,28.0,,0.28,14.000000000000002
2009-10-06,0,28.0,,0.28,0.0
2009-10-07,25,28.0,,0.28,7.000000000000001
2009-10-08,51,28.0,,0.28,14.280000000000001
2009-10-09,0,28.0,,0.28,0.0
2009-10-10,38,28.0,,0.28,10.64
2009-10-11,0,28.0,,0.28,0.0
2009-10-12,26,28.0,,0.28,7.280000000000001
2009-10-13,24,28.0,,0.28,6.720000000000001
2009-10-14,100,28.0,,0.28,28.000000000000004
2009-10-15,99,28.0,,0.28,27.720000000000002
2009-10-16,53,28.0,,0.28,14.840000000000002
2009-10-17,0,28.0,,0.28,0.0
2009-10-18,0,28.0,,0.28,0.0
2009-10-19,25,28.0,,0.28,7.000000000000001
2009-10-20,0,28.0,,0.28,0.0
2009-10-21,49,28.0,,0.28,13.72
2009-10-22,25,28.0,,0.28,7.000000000000001
2009-10-23,26,28.0,,0.28,7.280000000000001
2009-10-24,0,28.0,,0.28,0.0
2009-10-25,37,28.0,,0.28,10.360000000000001
2009-10-26,0,28.0,,0.28,0.0
2009-10-27,24,28.0,,0.28,6.720000000000001
2009-10-28,48,28.0,,0.28,13.440000000000001
2009-10-29,24,28.0,,0.28,6.720000000000001
2009-10-30,0,28.0,,0.28,0.0
2009-10-31,38,28.0,,0.28,10.64
2009-11-01,41,37.0,False,0.37,15.17
2009-11-02,52,37.0,,0.37,19.24
2009-11-03,50,37.0,,0.37,18.5
2009-11-04,75,37.0,,0.37,27.75
2009-11-05,76,37.0,,0.37,28.12
2009-11-06,0,37.0,,0.37,0.0
2009-11-07,0,37.0,,0.37,0.0
2009-11-08,0,37.0,,0.37,0.0
2009-11-09,50,37.0,,0.37,18.5
2009-11-10,25,37.0,,0.37,9.25
2009-11-11,0,37.0,,0.37,0.0
2009-11-12,76,37.0,,0.37,28.12
2009-11-13,0,37.0,,0.37,0.0
2009-11-14,0,37.0,,0.37,0.0
2009-11-15,37,37.0,,0.37,13.69
2009-11-16,50,37.0,,0.37,18.5
2009-11-17,24,37.0,,0.37,8.879999999999999
2009-11-18,49,37.0,,0.37,18.13
2009-11-19,50,37.0,,0.37,18.5
2009-11-20,26,37.0,,0.37,9.62
2009-11-21,37,37.0,,0.37,13.69
2009-11-22,0,37.0,,0.37,0.0
2009-11-23,50,37.0,,0.37,18.5
2009-11-24,100,37.0,,0.37,37.0
2009-11-25,0,37.0,,0.37,0.0
2009-11-26,0,37.0,,0.37,0.0
2009-11-27,0,37.0,,0.37,0.0
2009-11-28,0,37.0,,0.37,0.0
2009-11-29,0,37.0,,0.37,0.0
2009-11-30,49,37.0,,0.37,18.13
2009-12-01,20,41.0,False,0.41,8.2
2009-12-02,40,41.0,,0.41,16.4
2009-12-03,41,41.0,,0.41,16.81
2009-12-04,65,41.0,,0.41,26.65
2009-12-05,0,41.0,,0.41,0.0
2009-12-06,90,41.0,,0.41,36.9
2009-12-07,61,41.0,,0.41,25.009999999999998
2009-12-08,99,41.0,,0.41,40.589999999999996
2009-12-09,100,41.0,,0.41,41.0
2009-12-10,41,41.0,,0.41,16.81
2009-12-11,0,41.0,,0.41,0.0
2009-12-12,0,41.0,,0.41,0.0
2009-12-13,30,41.0,,0.41,12.299999999999999
2009-12-14,0,41.0,,0.41,0.0
2009-12-15,0,41.0,,0.41,0.0
2009-12-16,42,41.0,,0.41,17.22
2009-12-17,86,41.0,,0.41,35.26
2009-12-18,46,41.0,,0.41,18.86
2009-12-19,63,41.0,,0.41,25.83
2009-12-20,0,41.0,,0.41,0.0
2009-12-21,0,41.0,,0.41,0.0
2009-12-22,0,41.0,,0.41,0.0
2009-12-23,51,41.0,,0.41,20.91
2009-12-24,32,41.0,,0.41,13.12
2009-12-25,0,41.0,,0.41,0.0
2009-12-26,0,41.0,,0.41,0.0
2009-12-27,35,41.0,,0.41,14.35
2009-12-28,0,41.0,,0.41,0.0
2009-12-29,73,41.0,,0.41,29.93
2009-12-30,73,41.0,,0.41,29.93
2009-12-31,27,41.0,,0.41,11.069999999999999
2010-01-01,43,57.0,False,0.57,24.509999999999998
2010-01-02,36,57.0,,0.57,20.52
2010-01-03,36,57.0,,0.57,20.52
2010-01-04,25,57.0,,0.57,14.249999999999998
2010-01-05,48,57.0,,0.57,27.36
2010-01-06,49,57.0,,0.57,27.929999999999996
2010-01-07,97,57.0,,0.57,55.28999999999999
2010-01-08,25,57.0,,0.57,14.249999999999998
2010-01-09,34,57.0,,0.57,19.38
2010-01-10,0,57.0,,0.57,0.0
2010-01-11,48,57.0,,0.57,27.36
2010-01-12,47,57.0,,0.57,26.79
2010-01-13,95,57.0,,0.57,54.15
2010-01-14,0,57.0,,0.57,0.0
2010-01-15,74,57.0,,0.57,42.18
2010-01-16,35,57.0,,0.57,19.95
2010-01-17,70,57.0,,0.57,39.9
2010-01-18,79,57.0,,0.57,45.029999999999994
2010-01-19,46,57.0,,0.57,26.22
2010-01-20,46,57.0,,0.57,26.22
2010-01-21,93,57.0,,0.57,53.01
2010-01-22,0,57.0,,0.57,0.0
2010-01-23,0,57.0,,0.57,0.0
2010-01-24,68,57.0,,0.57,38.76
2010-01-25,69,57.0,,0.57,39.33
2010-01-26,68,57.0,,0.57,38.76
2010-01-27,68,57.0,,0.57,38.76
2010-01-28,69,57.0,,0.57,39.33
2010-01-29,96,57.0,,0.57,54.72
2010-01-30,32,57.0,,0.57,18.24
2010-01-31,100,57.0,,0.57,56.99999999999999
2010-02-01,14,61.0,False,0.61,8.54
2010-02-02,0,61.0,,0.61,0.0
2010-02-03,54,61.0,,0.61,32.94
2010-02-04,14,61.0,,0.61,8.54
2010-02-05,0,61.0,,0.61,0.0
2010-02-06,38,61.0,,0.61,23.18
2010-02-07,60,61.0,,0.61,36.6
2010-02-08,28,61.0,,0.61,17.08
2010-02-09,40,61.0,,0.61,24.4
2010-02-10,54,61.0,,0.61,32.94
2010-02-11,14,61.0,,0.61,8.54
2010-02-12,0,61.0,,0.61,0.0
2010-02-13,61,61.0,,0.61,37.21
2010-02-14,42,61.0,,0.61,25.62
2010-02-15,47,61.0,,0.61,28.669999999999998
2010-02-16,28,61.0,,0.61,17.08
2010-02-17,69,61.0,,0.61,42.089999999999996
2010-02-18,14,61.0,,0.61,8.54
2010-02-19,15,61.0,,0.61,9.15
2010-02-20,61,61.0,,0.61,37.21
2010-02-21,80,61.0,,0.61,48.8
2010-02-22,81,61.0,,0.61,49.41
2010-02-23,40,61.0,,0.61,24.4
2010-02-24,27,61.0,,0.61,16.47
2010-02-25,41,61.0,,0.61,25.009999999999998
2010-02-26,57,61.0,,0.61,34.769999999999996
2010-02-27,39,61.0,,0.61,23.79
2010-02-28,100,61.0,,0.61,61.0
2010-03-01,17,64.0,False,0.64,10.88
2010-03-02,32,64.0,,0.64,20.48
2010-03-03,33,64.0,,0.64,21.12
2010-03-04,34,64.0,,0.64,21.76
2010-03-05,18,64.0,,0.64,11.52
2010-03-06,25,64.0,,0.64,16.0
2010-03-07,25,64.0,,0.64,16.0
2010-03-08,68,64.0,,0.64,43.52
2010-03-09,66,64.0,,0.64,42.24
2010-03-10,66,64.0,,0.64,42.24
2010-03-11,34,64.0,,0.64,21.76
2010-03-12,17,64.0,,0.64,10.88
2010-03-13,24,64.0,,0.64,15.36
2010-03-14,25,64.0,,0.64,16.0
2010-03-15,34,64.0,,0.64,21.76
2010-03-16,34,64.0,,0.64,21.76
2010-03-17,52,64.0,,0.64,33.28
2010-03-18,35,64.0,,0.64,22.400000000000002
2010-03-19,37,64.0,,0.64,23.68
2010-03-20,26,64.0,,0.64,16.64
2010-03-21,50,64.0,,0.64,32.0
2010-03-22,50,64.0,,0.64,32.0
2010-03-23,100,64.0,,0.64,64.0
2010-03-24,84,64.0,,0.64,53.76
2010-03-25,67,64.0,,0.64,42.88
2010-03-26,36,64.0,,0.64,23.04
2010-03-27,76,64.0,,0.64,48.64
2010-03-28,76,64.0,,0.64,48.64
2010-03-29,67,64.0,,0.64,42.88
2010-03-30,17,64.0,,0.64,10.88
2010-03-31,69,64.0,,0.64,44.160000000000004
2010-04-01,100,65.0,False,0.65,65.0
2010-04-02,39,65.0,,0.65,25.35
2010-04-03,49,65.0,,0.65,31.85
2010-04-04,0,65.0,,0.65,0.0
2010-04-05,16,65.0,,0.65,10.4
2010-04-06,47,65.0,,0.65,30.55
2010-04-07,31,65.0,,0.65,20.150000000000002
2010-04-08,32,65.0,,0.65,20.8
2010-04-09,68,65.0,,0.65,44.2
2010-04-10,47,65.0,,0.65,30.55
2010-04-11,47,65.0,,0.65,30.55
2010-04-12,15,65.0,,0.65,9.75
2010-04-13,89,65.0,,0.65,57.85
2010-04-14,30,65.0,,0.65,19.5
2010-04-15,77,65.0,,0.65,50.050000000000004
2010-04-16,65,65.0,,0.65,42.25
2010-04-17,23,65.0,,0.65,14.950000000000001
2010-04-18,23,65.0,,0.65,14.950000000000001
2010-04-19,0,65.0,,0.65,0.0
2010-04-20,74,65.0,,0.65,48.1
2010-04-21,30,65.0,,0.65,19.5
2010-04-22,0,65.0,,0.65,0.0
2010-04-23,16,65.0,,0.65,10.4
2010-04-24,23,65.0,,0.65,14.950000000000001
2010-04-25,0,65.0,,0.65,0.0
2010-04-26,0,65.0,,0.65,0.0
2010-04-27,30,65.0,,0.65,19.5
2010-04-28,46,65.0,,0.65,29.900000000000002
2010-04-29,47,65.0,,0.65,30.55
2010-04-30,68,65.0,,0.65,44.2
2010-05-01,38,41.0,False,0.41,15.579999999999998
2010-05-02,0,41.0,,0.41,0.0
2010-05-03,25,41.0,,0.41,10.25
2010-05-04,0,41.0,,0.41,0.0
2010-05-05,25,41.0,,0.41,10.25
2010-05-06,0,41.0,,0.41,0.0
2010-05-07,0,41.0,,0.41,0.0
2010-05-08,0,41.0,,0.41,0.0
2010-05-09,0,41.0,,0.41,0.0
2010-05-10,0,41.0,,0.41,0.0
2010-05-11,98,41.0,,0.41,40.18
2010-05-12,50,41.0,,0.41,20.5
2010-05-13,50,41.0,,0.41,20.5
2010-05-14,54,41.0,,0.41,22.139999999999997
2010-05-15,40,41.0,,0.41,16.4
2010-05-16,40,41.0,,0.41,16.4
2010-05-17,100,41.0,,0.41,41.0
2010-05-18,48,41.0,,0.41,19.68
2010-05-19,0,41.0,,0.41,0.0
2010-05-20,52,41.0,,0.41,21.32
2010-05-21,0,41.0,,0.41,0.0
2010-05-22,39,41.0,,0.41,15.989999999999998
2010-05-23,40,41.0,,0.41,16.4
2010-05-24,51,41.0,,0.41,20.91
2010-05-25,0,41.0,,0.41,0.0
2010-05-26,0,41.0,,0.41,0.0
2010-05-27,52,41.0,,0.41,21.32
2010-05-28,29,41.0,,0.41,11.889999999999999
2010-05-29,0,41.0,,0.41,0.0
2010-05-30,0,41.0,,0.41,0.0
2010-05-31,0,41.0,,0.41,0.0
2010-06-01,75,32.0,False,0.32,24.0
2010-06-02,100,32.0,,0.32,32.0
2010-06-03,50,32.0,,0.32,16.0
2010-06-04,27,32.0,,0.32,8.64
2010-06-05,0,32.0,,0.32,0.0
2010-06-06,74,32.0,,0.32,23.68
2010-06-07,25,32.0,,0.32,8.0
2010-06-08,25,32.0,,0.32,8.0
2010-06-09,50,32.0,,0.32,16.0
2010-06-10,52,32.0,,0.32,16.64
2010-06-11,0,32.0,,0.32,0.0
2010-06-12,39,32.0,,0.32,12.48
2010-06-13,39,32.0,,0.32,12.48
2010-06-14,25,32.0,,0.32,8.0
2010-06-15,76,32.0,,0.32,24.32
2010-06-16,0,32.0,,0.32,0.0
2010-06-17,27,32.0,,0.32,8.64
2010-06-18,28,32.0,,0.32,8.96
2010-06-19,0,32.0,,0.32,0.0
2010-06-20,0,32.0,,0.32,0.0
2010-06-21,0,32.0,,0.32,0.0
2010-06-22,0,32.0,,0.32,0.0
2010-06-23,25,32.0,,0.32,8.0
2010-06-24,51,32.0,,0.32,16.32
2010-06-25,27,32.0,,0.32,8.64
2010-06-26,0,32.0,,0.32,0.0
2010-06-27,39,32.0,,0.32,12.48
2010-06-28,50,32.0,,0.32,16.0
2010-06-29,50,32.0,,0.32,16.0
2010-06-30,51,32.0,,0.32,16.32
2010-07-01,0,26.0,False,0.26,0.0
2010-07-02,72,26.0,,0.26,18.72
2010-07-03,0,26.0,,0.26,0.0
2010-07-04,0,26.0,,0.26,0.0
2010-07-05,28,26.0,,0.26,7.28
2010-07-06,0,26.0,,0.26,0.0
2010-07-07,0,26.0,,0.26,0.0
2010-07-08,41,26.0,,0.26,10.66
2010-07-09,0,26.0,,0.26,0.0
2010-07-10,0,26.0,,0.26,0.0
2010-07-11,0,26.0,,0.26,0.0
2010-07-12,20,26.0,,0.26,5.2
2010-07-13,40,26.0,,0.26,10.4
2010-07-14,20,26.0,,0.26,5.2
2010-07-15,20,26.0,,0.26,5.2
2010-07-16,0,26.0,,0.26,0.0
2010-07-17,0,26.0,,0.26,0.0
2010-07-18,0,26.0,,0.26,0.0
2010-07-19,60,26.0,,0.26,15.600000000000001
2010-07-20,80,26.0,,0.26,20.8
2010-07-21,20,26.0,,0.26,5.2
2010-07-22,0,26.0,,0.26,0.0
2010-07-23,42,26.0,,0.26,10.92
2010-07-24,28,26.0,,0.26,7.28
2010-07-25,0,26.0,,0.26,0.0
2010-07-26,100,26.0,,0.26,26.0
2010-07-27,0,26.0,,0.26,0.0
2010-07-28,59,26.0,,0.26,15.34
2010-07-29,0,26.0,,0.26,0.0
2010-07-30,0,26.0,,0.26,0.0
2010-07-31,0,26.0,,0.26,0.0
2010-08-01,0,27.0,False,0.27,0.0
2010-08-02,0,27.0,,0.27,0.0
2010-08-03,19,27.0,,0.27,5.130000000000001
2010-08-04,39,27.0,,0.27,10.530000000000001
2010-08-05,39,27.0,,0.27,10.530000000000001
2010-08-06,0,27.0,,0.27,0.0
2010-08-07,0,27.0,,0.27,0.0
2010-08-08,55,27.0,,0.27,14.850000000000001
2010-08-09,19,27.0,,0.27,5.130000000000001
2010-08-10,19,27.0,,0.27,5.130000000000001
2010-08-11,58,27.0,,0.27,15.66
2010-08-12,19,27.0,,0.27,5.130000000000001
2010-08-13,0,27.0,,0.27,0.0
2010-08-14,0,27.0,,0.27,0.0
2010-08-15,0,27.0,,0.27,0.0
2010-08-16,20,27.0,,0.27,5.4
2010-08-17,19,27.0,,0.27,5.130000000000001
2010-08-18,19,27.0,,0.27,5.130000000000001
2010-08-19,0,27.0,,0.27,0.0
2010-08-20,41,27.0,,0.27,11.07
2010-08-21,27,27.0,,0.27,7.290000000000001
2010-08-22,0,27.0,,0.27,0.0
2010-08-23,19,27.0,,0.27,5.130000000000001
2010-08-24,92,27.0,,0.27,24.840000000000003
2010-08-25,19,27.0,,0.27,5.130000000000001
2010-08-26,0,27.0,,0.27,0.0
2010-08-27,100,27.0,,0.27,27.0
2010-08-28,0,27.0,,0.27,0.0
2010-08-29,0,27.0,,0.27,0.0
2010-08-30,18,27.0,,0.27,4.86
2010-08-31,37,27.0,,0.27,9.99
2010-09-01,0,28.0,False,0.28,0.0
2010-09-02,64,28.0,,0.28,17.92
2010-09-03,0,28.0,,0.28,0.0
2010-09-04,0,28.0,,0.28,0.0
2010-09-05,0,28.0,,0.28,0.0
2010-09-06,27,28.0,,0.28,7.5600000000000005
2010-09-07,43,28.0,,0.28,12.040000000000001
2010-09-08,21,28.0,,0.28,5.880000000000001
2010-09-09,42,28.0,,0.28,11.760000000000002
2010-09-10,44,28.0,,0.28,12.32
2010-09-11,29,28.0,,0.28,8.120000000000001
2010-09-12,0,28.0,,0.28,0.0
