date,business expense_unscaled,business expense_monthly,isPartial,scale,business expense
2010-09-13,21,28.0,,0.28,5.880000000000001
2010-09-14,83,28.0,,0.28,23.240000000000002
2010-09-15,42,28.0,,0.28,11.760000000000002
2010-09-16,42,28.0,,0.28,11.760000000000002
2010-09-17,0,28.0,,0.28,0.0
2010-09-18,0,28.0,,0.28,0.0
2010-09-19,0,28.0,,0.28,0.0
2010-09-20,21,28.0,,0.28,5.880000000000001
2010-09-21,41,28.0,,0.28,11.48
2010-09-22,21,28.0,,0.28,5.880000000000001
2010-09-23,62,28.0,,0.28,17.360000000000003
2010-09-24,22,28.0,,0.28,6.16
2010-09-25,29,28.0,,0.28,8.120000000000001
2010-09-26,0,28.0,,0.28,0.0
2010-09-27,40,28.0,,0.28,11.200000000000001
2010-09-28,100,28.0,,0.28,28.000000000000004
2010-09-29,20,28.0,,0.28,5.6000000000000005
2010-09-30,62,28.0,,0.28,17.360000000000003
2010-10-01,27,35.0,False,0.35,9.45
2010-10-02,0,35.0,,0.35,0.0
2010-10-03,71,35.0,,0.35,24.849999999999998
2010-10-04,0,35.0,,0.35,0.0
2010-10-05,100,35.0,,0.35,35.0
2010-10-06,52,35.0,,0.35,18.2
2010-10-07,55,35.0,,0.35,19.25
2010-10-08,55,35.0,,0.35,19.25
2010-10-09,36,35.0,,0.35,12.6
2010-10-10,36,35.0,,0.35,12.6
2010-10-11,0,35.0,,0.35,0.0
2010-10-12,27,35.0,,0.35,9.45
2010-10-13,52,35.0,,0.35,18.2
2010-10-14,77,35.0,,0.35,26.95
2010-10-15,54,35.0,,0.35,18.9
2010-10-16,0,35.0,,0.35,0.0
2010-10-17,35,35.0,,0.35,12.25
2010-10-18,25,35.0,,0.35,8.75
2010-10-19,49,35.0,,0.35,17.15
2010-10-20,25,35.0,,0.35,8.75
2010-10-21,25,35.0,,0.35,8.75
2010-10-22,0,35.0,,0.35,0.0
2010-10-23,35,35.0,,0.35,12.25
2010-10-24,69,35.0,,0.35,24.15
2010-10-25,0,35.0,,0.35,0.0
2010-10-26,24,35.0,,0.35,8.399999999999999
2010-10-27,24,35.0,,0.35,8.399999999999999
2010-10-28,25,35.0,,0.35,8.75
2010-10-29,81,35.0,,0.35,28.349999999999998
2010-10-30,35,35.0,,0.35,12.25
2010-10-31,0,35.0,,0.35,0.0
2010-11-01,0,27.0,False,0.27,0.0
2010-11-02,17,27.0,,0.27,4.59
2010-11-03,0,27.0,,0.27,0.0
2010-11-04,0,27.0,,0.27,0.0
2010-11-05,19,27.0,,0.27,5.130000000000001
2010-11-06,50,27.0,,0.27,13.5
2010-11-07,0,27.0,,0.27,0.0
2010-11-08,18,27.0,,0.27,4.86
2010-11-09,35,27.0,,0.27,9.450000000000001
2010-11-10,54,27.0,,0.27,14.580000000000002
2010-11-11,37,27.0,,0.27,9.99
2010-11-12,38,27.0,,0.27,10.260000000000002
2010-11-13,75,27.0,,0.27,20.25
2010-11-14,100,27.0,,0.27,27.0
2010-11-15,18,27.0,,0.27,4.86
2010-11-16,17,27.0,,0.27,4.59
2010-11-17,35,27.0,,0.27,9.450000000000001
2010-11-18,18,27.0,,0.27,4.86
2010-11-19,19,27.0,,0.27,5.130000000000001
2010-11-20,24,27.0,,0.27,6.48
2010-11-21,0,27.0,,0.27,0.0
2010-11-22,36,27.0,,0.27,9.72
2010-11-23,71,27.0,,0.27,19.17
2010-11-24,59,27.0,,0.27,15.930000000000001
2010-11-25,0,27.0,,0.27,0.0
2010-11-26,0,27.0,,0.27,0.0
2010-11-27,0,27.0,,0.27,0.0
2010-11-28,0,27.0,,0.27,0.0
2010-11-29,0,27.0,,0.27,0.0
2010-11-30,50,27.0,,0.27,13.5
2010-12-01,16,44.0,False,0.44,7.04
2010-12-02,67,44.0,,0.44,29.48
2010-12-03,34,44.0,,0.44,14.96
2010-12-04,45,44.0,,0.44,19.8
2010-12-05,23,44.0,,0.44,10.12
2010-12-06,33,44.0,,0.44,14.52
2010-12-07,66,44.0,,0.44,29.04
2010-12-08,33,44.0,,0.44,14.52
2010-12-09,17,44.0,,0.44,7.48
2010-12-10,71,44.0,,0.44,31.24
2010-12-11,0,44.0,,0.44,0.0
2010-12-12,0,44.0,,0.44,0.0
2010-12-13,17,44.0,,0.44,7.48
2010-12-14,83,44.0,,0.44,36.52
2010-12-15,34,44.0,,0.44,14.96
2010-12-16,69,44.0,,0.44,30.36
2010-12-17,18,44.0,,0.44,7.92
2010-12-18,0,44.0,,0.44,0.0
2010-12-19,24,44.0,,0.44,10.56
2010-12-20,72,44.0,,0.44,31.68
2010-12-21,18,44.0,,0.44,7.92
2010-12-22,0,44.0,,0.44,0.0
2010-12-23,0,44.0,,0.44,0.0
2010-12-24,25,44.0,,0.44,11.0
2010-12-25,0,44.0,,0.44,0.0
2010-12-26,26,44.0,,0.44,11.44
2010-12-27,100,44.0,,0.44,44.0
2010-12-28,0,44.0,,0.44,0.0
2010-12-29,38,44.0,,0.44,16.72
2010-12-30,0,44.0,,0.44,0.0
2010-12-31,45,44.0,,0.44,19.8
2011-01-01,0,57.0,False,0.57,0.0
2011-01-02,34,57.0,,0.57,19.38
2011-01-03,26,57.0,,0.57,14.819999999999999
2011-01-04,63,57.0,,0.57,35.91
2011-01-05,100,57.0,,0.57,56.99999999999999
2011-01-06,13,57.0,,0.57,7.409999999999999
2011-01-07,39,57.0,,0.57,22.229999999999997
2011-01-08,16,57.0,,0.57,9.12
2011-01-09,32,57.0,,0.57,18.24
2011-01-10,50,57.0,,0.57,28.499999999999996
2011-01-11,24,57.0,,0.57,13.68
2011-01-12,12,57.0,,0.57,6.84
2011-01-13,0,57.0,,0.57,0.0
2011-01-14,38,57.0,,0.57,21.659999999999997
2011-01-15,32,57.0,,0.57,18.24
2011-01-16,32,57.0,,0.57,18.24
2011-01-17,26,57.0,,0.57,14.819999999999999
2011-01-18,24,57.0,,0.57,13.68
2011-01-19,60,57.0,,0.57,34.199999999999996
2011-01-20,24,57.0,,0.57,13.68
2011-01-21,12,57.0,,0.57,6.84
2011-01-22,93,57.0,,0.57,53.01
2011-01-23,16,57.0,,0.57,9.12
2011-01-24,61,57.0,,0.57,34.769999999999996
2011-01-25,48,57.0,,0.57,27.36
2011-01-26,36,57.0,,0.57,20.52
2011-01-27,37,57.0,,0.57,21.09
2011-01-28,25,57.0,,0.57,14.249999999999998
2011-01-29,15,57.0,,0.57,8.549999999999999
2011-01-30,61,57.0,,0.57,34.769999999999996
2011-01-31,69,57.0,,0.57,39.33
2011-02-01,14,60.0,False,0.6,8.4
2011-02-02,44,60.0,,0.6,26.4
2011-02-03,59,60.0,,0.6,35.4
2011-02-04,46,60.0,,0.6,27.599999999999998
2011-02-05,37,60.0,,0.6,22.2
2011-02-06,37,60.0,,0.6,22.2
2011-02-07,44,60.0,,0.6,26.4
2011-02-08,44,60.0,,0.6,26.4
2011-02-09,59,60.0,,0.6,35.4
2011-02-10,0,60.0,,0.6,0.0
2011-02-11,31,60.0,,0.6,18.599999999999998
2011-02-12,19,60.0,,0.6,11.4
2011-02-13,100,60.0,,0.6,60.0
2011-02-14,45,60.0,,0.6,27.0
2011-02-15,60,60.0,,0.6,36.0
2011-02-16,88,60.0,,0.6,52.8
2011-02-17,46,60.0,,0.6,27.599999999999998
2011-02-18,32,60.0,,0.6,19.2
2011-02-19,39,60.0,,0.6,23.4
2011-02-20,79,60.0,,0.6,47.4
2011-02-21,47,60.0,,0.6,28.2
2011-02-22,29,60.0,,0.6,17.4
2011-02-23,59,60.0,,0.6,35.4
2011-02-24,44,60.0,,0.6,26.4
2011-02-25,62,60.0,,0.6,37.199999999999996
2011-02-26,0,60.0,,0.6,0.0
2011-02-27,58,60.0,,0.6,34.8
2011-02-28,73,60.0,,0.6,43.8
2011-03-01,19,70.0,False,0.7,13.299999999999999
2011-03-02,57,70.0,,0.7,39.9
2011-03-03,29,70.0,,0.7,20.299999999999997
2011-03-04,40,70.0,,0.7,28.0
2011-03-05,75,70.0,,0.7,52.5
2011-03-06,37,70.0,,0.7,25.9
2011-03-07,0,70.0,,0.7,0.0
2011-03-08,19,70.0,,0.7,13.299999999999999
2011-03-09,0,70.0,,0.7,0.0
2011-03-10,58,70.0,,0.7,40.599999999999994
2011-03-11,29,70.0,,0.7,20.299999999999997
2011-03-12,40,70.0,,0.7,28.0
2011-03-13,42,70.0,,0.7,29.4
2011-03-14,54,70.0,,0.7,37.8
2011-03-15,30,70.0,,0.7,21.0
2011-03-16,68,70.0,,0.7,47.599999999999994
2011-03-17,91,70.0,,0.7,63.699999999999996
2011-03-18,42,70.0,,0.7,29.4
2011-03-19,51,70.0,,0.7,35.699999999999996
2011-03-20,51,70.0,,0.7,35.699999999999996
2011-03-21,39,70.0,,0.7,27.299999999999997
2011-03-22,29,70.0,,0.7,20.299999999999997
2011-03-23,48,70.0,,0.7,33.599999999999994
2011-03-24,29,70.0,,0.7,20.299999999999997
2011-03-25,51,70.0,,0.7,35.699999999999996
2011-03-26,12,70.0,,0.7,8.399999999999999
2011-03-27,100,70.0,,0.7,70.0
2011-03-28,57,70.0,,0.7,39.9
2011-03-29,48,70.0,,0.7,33.599999999999994
2011-03-30,10,70.0,,0.7,7.0
2011-03-31,48,70.0,,0.7,33.599999999999994
2011-04-01,34,67.0,False,0.67,22.78
2011-04-02,43,67.0,,0.67,28.810000000000002
2011-04-03,43,67.0,,0.67,28.810000000000002
2011-04-04,32,67.0,,0.67,21.44
2011-04-05,41,67.0,,0.67,27.470000000000002
2011-04-06,64,67.0,,0.67,42.88
2011-04-07,65,67.0,,0.67,43.550000000000004
2011-04-08,34,67.0,,0.67,22.78
2011-04-09,28,67.0,,0.67,18.76
2011-04-10,100,67.0,,0.67,67.0
2011-04-11,65,67.0,,0.67,43.550000000000004
2011-04-12,95,67.0,,0.67,63.650000000000006
2011-04-13,65,67.0,,0.67,43.550000000000004
2011-04-14,87,67.0,,0.67,58.290000000000006
2011-04-15,57,67.0,,0.67,38.190000000000005
2011-04-16,42,67.0,,0.67,28.14
2011-04-17,58,67.0,,0.67,38.86
2011-04-18,32,67.0,,0.67,21.44
2011-04-19,42,67.0,,0.67,28.14
2011-04-20,11,67.0,,0.67,7.37
2011-04-21,33,67.0,,0.67,22.110000000000003
2011-04-22,0,67.0,,0.67,0.0
2011-04-23,29,67.0,,0.67,19.43
2011-04-24,15,67.0,,0.67,10.05
2011-04-25,11,67.0,,0.67,7.37
2011-04-26,42,67.0,,0.67,28.14
2011-04-27,21,67.0,,0.67,14.07
2011-04-28,11,67.0,,0.67,7.37
2011-04-29,33,67.0,,0.67,22.110000000000003
2011-04-30,29,67.0,,0.67,19.43
2011-05-01,0,34.0,False,0.34,0.0
2011-05-02,29,34.0,,0.34,9.860000000000001
2011-05-03,15,34.0,,0.34,5.1000000000000005
2011-05-04,30,34.0,,0.34,10.200000000000001
2011-05-05,30,34.0,,0.34,10.200000000000001
2011-05-06,16,34.0,,0.34,5.44
2011-05-07,0,34.0,,0.34,0.0
2011-05-08,0,34.0,,0.34,0.0
2011-05-09,46,34.0,,0.34,15.64
2011-05-10,0,34.0,,0.34,0.0
2011-05-11,46,34.0,,0.34,15.64
2011-05-12,31,34.0,,0.34,10.540000000000001
2011-05-13,33,34.0,,0.34,11.22
2011-05-14,0,34.0,,0.34,0.0
2011-05-15,0,34.0,,0.34,0.0
2011-05-16,15,34.0,,0.34,5.1000000000000005
2011-05-17,45,34.0,,0.34,15.3
2011-05-18,15,34.0,,0.34,5.1000000000000005
2011-05-19,61,34.0,,0.34,20.740000000000002
2011-05-20,96,34.0,,0.34,32.64
2011-05-21,20,34.0,,0.34,6.800000000000001
2011-05-22,40,34.0,,0.34,13.600000000000001
2011-05-23,45,34.0,,0.34,15.3
2011-05-24,31,34.0,,0.34,10.540000000000001
2011-05-25,45,34.0,,0.34,15.3
2011-05-26,62,34.0,,0.34,21.080000000000002
2011-05-27,100,34.0,,0.34,34.0
2011-05-28,0,34.0,,0.34,0.0
2011-05-29,23,34.0,,0.34,7.82
2011-05-30,20,34.0,,0.34,6.800000000000001
2011-05-31,46,34.0,,0.34,15.64
2011-06-01,32,39.0,False,0.39,12.48
2011-06-02,66,39.0,,0.39,25.740000000000002
2011-06-03,35,39.0,,0.39,13.65
2011-06-04,23,39.0,,0.39,8.97
2011-06-05,45,39.0,,0.39,17.55
2011-06-06,84,39.0,,0.39,32.76
2011-06-07,49,39.0,,0.39,19.11
2011-06-08,17,39.0,,0.39,6.63
2011-06-09,100,39.0,,0.39,39.0
2011-06-10,52,39.0,,0.39,20.28
2011-06-11,22,39.0,,0.39,8.58
2011-06-12,22,39.0,,0.39,8.58
2011-06-13,49,39.0,,0.39,19.11
2011-06-14,50,39.0,,0.39,19.5
2011-06-15,50,39.0,,0.39,19.5
2011-06-16,33,39.0,,0.39,12.870000000000001
2011-06-17,54,39.0,,0.39,21.060000000000002
2011-06-18,0,39.0,,0.39,0.0
2011-06-19,0,39.0,,0.39,0.0
2011-06-20,48,39.0,,0.39,18.72
2011-06-21,16,39.0,,0.39,6.24
2011-06-22,33,39.0,,0.39,12.870000000000001
2011-06-23,17,39.0,,0.39,6.63
2011-06-24,35,39.0,,0.39,13.65
2011-06-25,44,39.0,,0.39,17.16
2011-06-26,45,39.0,,0.39,17.55
2011-06-27,33,39.0,,0.39,12.870000000000001
2011-06-28,32,39.0,,0.39,12.48
2011-06-29,50,39.0,,0.39,19.5
2011-06-30,85,39.0,,0.39,33.15
2011-07-01,22,37.0,False,0.37,8.14
2011-07-02,28,37.0,,0.37,10.36
2011-07-03,0,37.0,,0.37,0.0
2011-07-04,0,37.0,,0.37,0.0
2011-07-05,22,37.0,,0.37,8.14
2011-07-06,41,37.0,,0.37,15.17
2011-07-07,83,37.0,,0.37,30.71
2011-07-08,0,37.0,,0.37,0.0
2011-07-09,0,37.0,,0.37,0.0
2011-07-10,27,37.0,,0.37,9.99
2011-07-11,21,37.0,,0.37,7.77
2011-07-12,40,37.0,,0.37,14.8
2011-07-13,82,37.0,,0.37,30.34
2011-07-14,0,37.0,,0.37,0.0
2011-07-15,21,37.0,,0.37,7.77
2011-07-16,0,37.0,,0.37,0.0
2011-07-17,54,37.0,,0.37,19.98
2011-07-18,20,37.0,,0.37,7.4
2011-07-19,100,37.0,,0.37,37.0
2011-07-20,40,37.0,,0.37,14.8
2011-07-21,41,37.0,,0.37,15.17
2011-07-22,43,37.0,,0.37,15.91
2011-07-23,51,37.0,,0.37,18.87
2011-07-24,53,37.0,,0.37,19.61
2011-07-25,40,37.0,,0.37,14.8
2011-07-26,40,37.0,,0.37,14.8
2011-07-27,40,37.0,,0.37,14.8
2011-07-28,41,37.0,,0.37,15.17
2011-07-29,85,37.0,,0.37,31.45
2011-07-30,26,37.0,,0.37,9.62
2011-07-31,27,37.0,,0.37,9.99
2011-08-01,15,33.0,False,0.33,4.95
2011-08-02,43,33.0,,0.33,14.190000000000001
2011-08-03,0,33.0,,0.33,0.0
2011-08-04,15,33.0,,0.33,4.95
2011-08-05,15,33.0,,0.33,4.95
2011-08-06,0,33.0,,0.33,0.0
2011-08-07,19,33.0,,0.33,6.2700000000000005
2011-08-08,28,33.0,,0.33,9.24
2011-08-09,14,33.0,,0.33,4.62
2011-08-10,44,33.0,,0.33,14.520000000000001
2011-08-11,59,33.0,,0.33,19.470000000000002
2011-08-12,15,33.0,,0.33,4.95
2011-08-13,0,33.0,,0.33,0.0
2011-08-14,19,33.0,,0.33,6.2700000000000005
2011-08-15,14,33.0,,0.33,4.62
2011-08-16,44,33.0,,0.33,14.520000000000001
2011-08-17,29,33.0,,0.33,9.57
2011-08-18,45,33.0,,0.33,14.850000000000001
2011-08-19,30,33.0,,0.33,9.9
2011-08-20,19,33.0,,0.33,6.2700000000000005
2011-08-21,19,33.0,,0.33,6.2700000000000005
2011-08-22,59,33.0,,0.33,19.470000000000002
2011-08-23,14,33.0,,0.33,4.62
2011-08-24,100,33.0,,0.33,33.0
2011-08-25,14,33.0,,0.33,4.62
2011-08-26,15,33.0,,0.33,4.95
2011-08-27,18,33.0,,0.33,5.94
2011-08-28,0,33.0,,0.33,0.0
2011-08-29,14,33.0,,0.33,4.62
2011-08-30,72,33.0,,0.33,23.76
2011-08-31,14,33.0,,0.33,4.62
2011-09-01,45,36.0,False,0.36,16.2
2011-09-02,0,36.0,,0.36,0.0
2011-09-03,0,36.0,,0.36,0.0
2011-09-04,39,36.0,,0.36,14.04
2011-09-05,52,36.0,,0.36,18.72
2011-09-06,15,36.0,,0.36,5.3999999999999995
2011-09-07,73,36.0,,0.36,26.279999999999998
2011-09-08,44,36.0,,0.36,15.84
2011-09-09,31,36.0,,0.36,11.16
2011-09-10,37,36.0,,0.36,13.32
2011-09-11,37,36.0,,0.36,13.32
2011-09-12,15,36.0,,0.36,5.3999999999999995
2011-09-13,44,36.0,,0.36,15.84
2011-09-14,57,36.0,,0.36,20.52
2011-09-15,58,36.0,,0.36,20.88
2011-09-16,61,36.0,,0.36,21.96
2011-09-17,38,36.0,,0.36,13.68
2011-09-18,0,36.0,,0.36,0.0
2011-09-19,43,36.0,,0.36,15.479999999999999
2011-09-20,43,36.0,,0.36,15.479999999999999
2011-09-21,44,36.0,,0.36,15.84
2011-09-22,44,36.0,,0.36,15.84
2011-09-23,45,36.0,,0.36,16.2
2011-09-24,37,36.0,,0.36,13.32
2011-09-25,36,36.0,,0.36,12.959999999999999
2011-09-26,100,36.0,,0.36,36.0
2011-09-27,57,36.0,,0.36,20.52
2011-09-28,57,36.0,,0.36,20.52
2011-09-29,0,36.0,,0.36,0.0
2011-09-30,0,36.0,,0.36,0.0
2011-10-01,0,43.0,False,0.43,0.0
2011-10-02,16,43.0,,0.43,6.88
2011-10-03,26,43.0,,0.43,11.18
2011-10-04,88,43.0,,0.43,37.839999999999996
2011-10-05,89,43.0,,0.43,38.269999999999996
2011-10-06,0,43.0,,0.43,0.0
2011-10-07,81,43.0,,0.43,34.83
2011-10-08,100,43.0,,0.43,43.0
2011-10-09,49,43.0,,0.43,21.07
2011-10-10,39,43.0,,0.43,16.77
2011-10-11,36,43.0,,0.43,15.48
2011-10-12,48,43.0,,0.43,20.64
2011-10-13,51,43.0,,0.43,21.93
2011-10-14,40,43.0,,0.43,17.2
2011-10-15,32,43.0,,0.43,13.76
2011-10-16,32,43.0,,0.43,13.76
2011-10-17,25,43.0,,0.43,10.75
2011-10-18,87,43.0,,0.43,37.41
2011-10-19,62,43.0,,0.43,26.66
2011-10-20,78,43.0,,0.43,33.54
2011-10-21,27,43.0,,0.43,11.61
2011-10-22,0,43.0,,0.43,0.0
2011-10-23,0,43.0,,0.43,0.0
2011-10-24,25,43.0,,0.43,10.75
2011-10-25,50,43.0,,0.43,21.5
2011-10-26,37,43.0,,0.43,15.91
2011-10-27,38,43.0,,0.43,16.34
2011-10-28,66,43.0,,0.43,28.38
2011-10-29,0,43.0,,0.43,0.0
2011-10-30,0,43.0,,0.43,0.0
2011-10-31,26,43.0,,0.43,11.18
2011-11-01,30,44.0,False,0.44,13.2
2011-11-02,29,44.0,,0.44,12.76
2011-11-03,73,44.0,,0.44,32.12
2011-11-04,31,44.0,,0.44,13.64
2011-11-05,55,44.0,,0.44,24.2
2011-11-06,0,44.0,,0.44,0.0
2011-11-07,58,44.0,,0.44,25.52
2011-11-08,85,44.0,,0.44,37.4
2011-11-09,100,44.0,,0.44,44.0
2011-11-10,58,44.0,,0.44,25.52
2011-11-11,15,44.0,,0.44,6.6
2011-11-12,36,44.0,,0.44,15.84
2011-11-13,0,44.0,,0.44,0.0
2011-11-14,72,44.0,,0.44,31.68
2011-11-15,56,44.0,,0.44,24.64
2011-11-16,43,44.0,,0.44,18.92
2011-11-17,72,44.0,,0.44,31.68
2011-11-18,0,44.0,,0.44,0.0
2011-11-19,18,44.0,,0.44,7.92
2011-11-20,18,44.0,,0.44,7.92
2011-11-21,100,44.0,,0.44,44.0
2011-11-22,43,44.0,,0.44,18.92
2011-11-23,15,44.0,,0.44,6.6
2011-11-24,57,44.0,,0.44,25.080000000000002
2011-11-25,0,44.0,,0.44,0.0
2011-11-26,18,44.0,,0.44,7.92
2011-11-27,18,44.0,,0.44,7.92
2011-11-28,41,44.0,,0.44,18.04
2011-11-29,40,44.0,,0.44,17.6
2011-11-30,55,44.0,,0.44,24.2
2011-12-01,88,43.0,False,0.43,37.839999999999996
2011-12-02,13,43.0,,0.43,5.59
2011-12-03,32,43.0,,0.43,13.76
2011-12-04,16,43.0,,0.43,6.88
2011-12-05,25,43.0,,0.43,10.75
2011-12-06,12,43.0,,0.43,5.16
2011-12-07,50,43.0,,0.43,21.5
2011-12-08,25,43.0,,0.43,10.75
2011-12-09,40,43.0,,0.43,17.2
2011-12-10,16,43.0,,0.43,6.88
2011-12-11,63,43.0,,0.43,27.09
2011-12-12,50,43.0,,0.43,21.5
2011-12-13,100,43.0,,0.43,43.0
2011-12-14,38,43.0,,0.43,16.34
2011-12-15,39,43.0,,0.43,16.77
2011-12-16,40,43.0,,0.43,17.2
2011-12-17,32,43.0,,0.43,13.76
2011-12-18,49,43.0,,0.43,21.07
2011-12-19,0,43.0,,0.43,0.0
2011-12-20,39,43.0,,0.43,16.77
2011-12-21,81,43.0,,0.43,34.83
2011-12-22,0,43.0,,0.43,0.0
2011-12-23,15,43.0,,0.43,6.45
2011-12-24,35,43.0,,0.43,15.049999999999999
2011-12-25,0,43.0,,0.43,0.0
2011-12-26,32,43.0,,0.43,13.76
2011-12-27,14,43.0,,0.43,6.02
2011-12-28,27,43.0,,0.43,11.61
2011-12-29,83,43.0,,0.43,35.69
2011-12-30,56,43.0,,0.43,24.08
2011-12-31,16,43.0,,0.43,6.88
2012-01-01,53,54.0,False,0.54,28.62
2012-01-02,21,54.0,,0.54,11.34
2012-01-03,77,54.0,,0.54,41.580000000000005
2012-01-04,10,54.0,,0.54,5.4
2012-01-05,38,54.0,,0.54,20.520000000000003
2012-01-06,39,54.0,,0.54,21.060000000000002
2012-01-07,35,54.0,,0.54,18.900000000000002
2012-01-08,11,54.0,,0.54,5.94
2012-01-09,9,54.0,,0.54,4.86
2012-01-10,47,54.0,,0.54,25.380000000000003
2012-01-11,9,54.0,,0.54,4.86
2012-01-12,65,54.0,,0.54,35.1
2012-01-13,86,54.0,,0.54,46.440000000000005
2012-01-14,23,54.0,,0.54,12.420000000000002
2012-01-15,34,54.0,,0.54,18.36
2012-01-16,67,54.0,,0.54,36.18
2012-01-17,46,54.0,,0.54,24.840000000000003
2012-01-18,27,54.0,,0.54,14.580000000000002
2012-01-19,37,54.0,,0.54,19.98
2012-01-20,19,54.0,,0.54,10.260000000000002
2012-01-21,0,54.0,,0.54,0.0
2012-01-22,33,54.0,,0.54,17.82
2012-01-23,36,54.0,,0.54,19.44
2012-01-24,27,54.0,,0.54,14.580000000000002
2012-01-25,100,54.0,,0.54,54.0
2012-01-26,18,54.0,,0.54,9.72
2012-01-27,28,54.0,,0.54,15.120000000000001
2012-01-28,0,54.0,,0.54,0.0
2012-01-29,11,54.0,,0.54,5.94
2012-01-30,27,54.0,,0.54,14.580000000000002
2012-01-31,90,54.0,,0.54,48.6
2012-02-01,100,70.0,False,0.7,70.0
2012-02-02,78,70.0,,0.7,54.599999999999994
2012-02-03,16,70.0,,0.7,11.2
2012-02-04,67,70.0,,0.7,46.9
2012-02-05,38,70.0,,0.7,26.599999999999998
2012-02-06,55,70.0,,0.7,38.5
2012-02-07,8,70.0,,0.7,5.6
2012-02-08,31,70.0,,0.7,21.7
2012-02-09,55,70.0,,0.7,38.5
2012-02-10,56,70.0,,0.7,39.199999999999996
2012-02-11,28,70.0,,0.7,19.599999999999998
2012-02-12,18,70.0,,0.7,12.6
2012-02-13,23,70.0,,0.7,16.099999999999998
2012-02-14,39,70.0,,0.7,27.299999999999997
2012-02-15,8,70.0,,0.7,5.6
2012-02-16,23,70.0,,0.7,16.099999999999998
2012-02-17,40,70.0,,0.7,28.0
2012-02-18,29,70.0,,0.7,20.299999999999997
2012-02-19,48,70.0,,0.7,33.599999999999994
2012-02-20,56,70.0,,0.7,39.199999999999996
2012-02-21,23,70.0,,0.7,16.099999999999998
2012-02-22,46,70.0,,0.7,32.199999999999996
2012-02-23,8,70.0,,0.7,5.6
2012-02-24,47,70.0,,0.7,32.9
2012-02-25,19,70.0,,0.7,13.299999999999999
2012-02-26,10,70.0,,0.7,7.0
2012-02-27,15,70.0,,0.7,10.5
2012-02-28,45,70.0,,0.7,31.499999999999996
2012-02-29,45,70.0,,0.7,31.499999999999996
2012-03-01,35,69.0,False,0.69,24.15
2012-03-02,65,69.0,,0.69,44.849999999999994
2012-03-03,44,69.0,,0.69,30.36
2012-03-04,45,69.0,,0.69,31.049999999999997
2012-03-05,44,69.0,,0.69,30.36
2012-03-06,33,69.0,,0.69,22.77
2012-03-07,66,69.0,,0.69,45.54
2012-03-08,16,69.0,,0.69,11.04
2012-03-09,42,69.0,,0.69,28.979999999999997
2012-03-10,41,69.0,,0.69,28.29
2012-03-11,21,69.0,,0.69,14.489999999999998
2012-03-12,100,69.0,,0.69,69.0
2012-03-13,50,69.0,,0.69,34.5
2012-03-14,34,69.0,,0.69,23.459999999999997
2012-03-15,33,69.0,,0.69,22.77
2012-03-16,35,69.0,,0.69,24.15
2012-03-17,32,69.0,,0.69,22.08
2012-03-18,42,69.0,,0.69,28.979999999999997
2012-03-19,25,69.0,,0.69,17.25
2012-03-20,33,69.0,,0.69,22.77
2012-03-21,33,69.0,,0.69,22.77
2012-03-22,25,69.0,,0.69,17.25
2012-03-23,18,69.0,,0.69,12.419999999999998
2012-03-24,42,69.0,,0.69,28.979999999999997
2012-03-25,31,69.0,,0.69,21.389999999999997
2012-03-26,50,69.0,,0.69,34.5
2012-03-27,49,69.0,,0.69,33.809999999999995
2012-03-28,58,69.0,,0.69,40.019999999999996
2012-03-29,17,69.0,,0.69,11.729999999999999
2012-03-30,53,69.0,,0.69,36.57
2012-03-31,60,69.0,,0.69,41.4
2012-04-01,57,63.0,False,0.63,35.910000000000004
2012-04-02,38,63.0,,0.63,23.94
2012-04-03,60,63.0,,0.63,37.8
2012-04-04,100,63.0,,0.63,63.0
2012-04-05,39,63.0,,0.63,24.57
2012-04-06,33,63.0,,0.63,20.79
2012-04-07,40,63.0,,0.63,25.2
2012-04-08,10,63.0,,0.63,6.3
2012-04-09,46,63.0,,0.63,28.98
2012-04-10,40,63.0,,0.63,25.2
2012-04-11,52,63.0,,0.63,32.76
2012-04-12,83,63.0,,0.63,52.29
2012-04-13,32,63.0,,0.63,20.16
2012-04-14,28,63.0,,0.63,17.64
2012-04-15,67,63.0,,0.63,42.21
2012-04-16,67,63.0,,0.63,42.21
2012-04-17,52,63.0,,0.63,32.76
2012-04-18,15,63.0,,0.63,9.45
2012-04-19,30,63.0,,0.63,18.9
2012-04-20,24,63.0,,0.63,15.120000000000001
2012-04-21,10,63.0,,0.63,6.3
2012-04-22,18,63.0,,0.63,11.34
2012-04-23,15,63.0,,0.63,9.45
2012-04-24,22,63.0,,0.63,13.86
2012-04-25,30,63.0,,0.63,18.9
2012-04-26,38,63.0,,0.63,23.94
2012-04-27,23,63.0,,0.63,14.49
2012-04-28,19,63.0,,0.63,11.97
2012-04-29,56,63.0,,0.63,35.28
2012-04-30,29,63.0,,0.63,18.27
2012-05-01,49,38.0,False,0.38,18.62
2012-05-02,64,38.0,,0.38,24.32
2012-05-03,50,38.0,,0.38,19.0
2012-05-04,68,38.0,,0.38,25.84
2012-05-05,21,38.0,,0.38,7.98
2012-05-06,84,38.0,,0.38,31.92
2012-05-07,66,38.0,,0.38,25.080000000000002
2012-05-08,80,38.0,,0.38,30.4
2012-05-09,65,38.0,,0.38,24.7
2012-05-10,33,38.0,,0.38,12.540000000000001
