date,expense ratio_unscaled,expense ratio_monthly,isPartial,scale,expense ratio
2016-07-30,0,59.0,,0.59,0.0
2016-07-31,14,59.0,,0.59,8.26
2016-08-01,54,63.0,False,0.63,34.02
2016-08-02,96,63.0,,0.63,60.480000000000004
2016-08-03,42,63.0,,0.63,26.46
2016-08-04,85,63.0,,0.63,53.55
2016-08-05,30,63.0,,0.63,18.9
2016-08-06,51,63.0,,0.63,32.13
2016-08-07,17,63.0,,0.63,10.71
2016-08-08,70,63.0,,0.63,44.1
2016-08-09,28,63.0,,0.63,17.64
2016-08-10,29,63.0,,0.63,18.27
2016-08-11,30,63.0,,0.63,18.9
2016-08-12,0,63.0,,0.63,0.0
2016-08-13,50,63.0,,0.63,31.5
2016-08-14,17,63.0,,0.63,10.71
2016-08-15,87,63.0,,0.63,54.81
2016-08-16,29,63.0,,0.63,18.27
2016-08-17,89,63.0,,0.63,56.07
2016-08-18,60,63.0,,0.63,37.8
2016-08-19,76,63.0,,0.63,47.88
2016-08-20,17,63.0,,0.63,10.71
2016-08-21,17,63.0,,0.63,10.71
2016-08-22,87,63.0,,0.63,54.81
2016-08-23,29,63.0,,0.63,18.27
2016-08-24,100,63.0,,0.63,63.0
2016-08-25,54,63.0,,0.63,34.02
2016-08-26,14,63.0,,0.63,8.82
2016-08-27,48,63.0,,0.63,30.240000000000002
2016-08-28,47,63.0,,0.63,29.61
2016-08-29,0,63.0,,0.63,0.0
2016-08-30,80,63.0,,0.63,50.4
2016-08-31,40,63.0,,0.63,25.2
2016-09-01,60,76.0,False,0.76,45.6
2016-09-02,8,76.0,,0.76,6.08
2016-09-03,9,76.0,,0.76,6.84
2016-09-04,9,76.0,,0.76,6.84
2016-09-05,8,76.0,,0.76,6.08
2016-09-06,22,76.0,,0.76,16.72
2016-09-07,36,76.0,,0.76,27.36
2016-09-08,30,76.0,,0.76,22.8
2016-09-09,15,76.0,,0.76,11.4
2016-09-10,9,76.0,,0.76,6.84
2016-09-11,34,76.0,,0.76,25.84
2016-09-12,29,76.0,,0.76,22.04
2016-09-13,50,76.0,,0.76,38.0
2016-09-14,36,76.0,,0.76,27.36
2016-09-15,29,76.0,,0.76,22.04
2016-09-16,53,76.0,,0.76,40.28
2016-09-17,17,76.0,,0.76,12.92
2016-09-18,49,76.0,,0.76,37.24
2016-09-19,7,76.0,,0.76,5.32
2016-09-20,100,76.0,,0.76,76.0
2016-09-21,29,76.0,,0.76,22.04
2016-09-22,37,76.0,,0.76,28.12
2016-09-23,60,76.0,,0.76,45.6
2016-09-24,36,76.0,,0.76,27.36
2016-09-25,26,76.0,,0.76,19.76
2016-09-26,71,76.0,,0.76,53.96
2016-09-27,65,76.0,,0.76,49.4
2016-09-28,22,76.0,,0.76,16.72
2016-09-29,14,76.0,,0.76,10.64
2016-09-30,30,76.0,,0.76,22.8
2016-10-01,27,68.0,False,0.68,18.360000000000003
2016-10-02,18,68.0,,0.68,12.24
2016-10-03,75,68.0,,0.68,51.00000000000001
2016-10-04,15,68.0,,0.68,10.200000000000001
2016-10-05,52,68.0,,0.68,35.36
2016-10-06,23,68.0,,0.68,15.64
2016-10-07,0,68.0,,0.68,0.0
2016-10-08,0,68.0,,0.68,0.0
2016-10-09,45,68.0,,0.68,30.6
2016-10-10,31,68.0,,0.68,21.080000000000002
2016-10-11,100,68.0,,0.68,68.0
2016-10-12,30,68.0,,0.68,20.400000000000002
2016-10-13,39,68.0,,0.68,26.520000000000003
2016-10-14,24,68.0,,0.68,16.32
2016-10-15,9,68.0,,0.68,6.12
2016-10-16,27,68.0,,0.68,18.360000000000003
2016-10-17,38,68.0,,0.68,25.840000000000003
2016-10-18,15,68.0,,0.68,10.200000000000001
2016-10-19,31,68.0,,0.68,21.080000000000002
2016-10-20,53,68.0,,0.68,36.04
2016-10-21,63,68.0,,0.68,42.84
2016-10-22,19,68.0,,0.68,12.920000000000002
2016-10-23,18,68.0,,0.68,12.24
2016-10-24,45,68.0,,0.68,30.6
2016-10-25,45,68.0,,0.68,30.6
2016-10-26,45,68.0,,0.68,30.6
2016-10-27,37,68.0,,0.68,25.16
2016-10-28,24,68.0,,0.68,16.32
2016-10-29,18,68.0,,0.68,12.24
2016-10-30,36,68.0,,0.68,24.48
2016-10-31,30,68.0,,0.68,20.400000000000002
2016-11-01,40,67.0,False,0.67,26.8
2016-11-02,89,67.0,,0.67,59.63
2016-11-03,37,67.0,,0.67,24.790000000000003
2016-11-04,53,67.0,,0.67,35.510000000000005
2016-11-05,31,67.0,,0.67,20.77
2016-11-06,15,67.0,,0.67,10.05
2016-11-07,98,67.0,,0.67,65.66000000000001
2016-11-08,60,67.0,,0.67,40.2
2016-11-09,30,67.0,,0.67,20.1
2016-11-10,77,67.0,,0.67,51.59
2016-11-11,53,67.0,,0.67,35.510000000000005
2016-11-12,15,67.0,,0.67,10.05
2016-11-13,44,67.0,,0.67,29.48
2016-11-14,100,67.0,,0.67,67.0
2016-11-15,99,67.0,,0.67,66.33
2016-11-16,88,67.0,,0.67,58.96
2016-11-17,64,67.0,,0.67,42.88
2016-11-18,66,67.0,,0.67,44.220000000000006
2016-11-19,15,67.0,,0.67,10.05
2016-11-20,74,67.0,,0.67,49.580000000000005
2016-11-21,76,67.0,,0.67,50.92
2016-11-22,64,67.0,,0.67,42.88
2016-11-23,41,67.0,,0.67,27.470000000000002
2016-11-24,30,67.0,,0.67,20.1
2016-11-25,14,67.0,,0.67,9.38
2016-11-26,28,67.0,,0.67,18.76
2016-11-27,14,67.0,,0.67,9.38
2016-11-28,57,67.0,,0.67,38.190000000000005
2016-11-29,69,67.0,,0.67,46.230000000000004
2016-11-30,71,67.0,,0.67,47.57
2016-12-01,86,65.0,False,0.65,55.9
2016-12-02,27,65.0,,0.65,17.55
2016-12-03,10,65.0,,0.65,6.5
2016-12-04,29,65.0,,0.65,18.85
2016-12-05,71,65.0,,0.65,46.15
2016-12-06,100,65.0,,0.65,65.0
2016-12-07,51,65.0,,0.65,33.15
2016-12-08,79,65.0,,0.65,51.35
2016-12-09,73,65.0,,0.65,47.45
2016-12-10,53,65.0,,0.65,34.45
2016-12-11,41,65.0,,0.65,26.650000000000002
2016-12-12,67,65.0,,0.65,43.550000000000004
2016-12-13,68,65.0,,0.65,44.2
2016-12-14,52,65.0,,0.65,33.800000000000004
2016-12-15,53,65.0,,0.65,34.45
2016-12-16,65,65.0,,0.65,42.25
2016-12-17,32,65.0,,0.65,20.8
2016-12-18,0,65.0,,0.65,0.0
2016-12-19,27,65.0,,0.65,17.55
2016-12-20,56,65.0,,0.65,36.4
2016-12-21,48,65.0,,0.65,31.200000000000003
2016-12-22,30,65.0,,0.65,19.5
2016-12-23,0,65.0,,0.65,0.0
2016-12-24,45,65.0,,0.65,29.25
2016-12-25,12,65.0,,0.65,7.800000000000001
2016-12-26,0,65.0,,0.65,0.0
2016-12-27,29,65.0,,0.65,18.85
2016-12-28,77,65.0,,0.65,50.050000000000004
2016-12-29,9,65.0,,0.65,5.8500000000000005
2016-12-30,39,65.0,,0.65,25.35
2016-12-31,10,65.0,,0.65,6.5
2017-01-01,12,79.0,False,0.79,9.48
2017-01-02,74,79.0,,0.79,58.46
2017-01-03,59,79.0,,0.79,46.61
2017-01-04,40,79.0,,0.79,31.6
2017-01-05,69,79.0,,0.79,54.510000000000005
2017-01-06,80,79.0,,0.79,63.2
2017-01-07,56,79.0,,0.79,44.24
2017-01-08,22,79.0,,0.79,17.380000000000003
2017-01-09,28,79.0,,0.79,22.12
2017-01-10,28,79.0,,0.79,22.12
2017-01-11,57,79.0,,0.79,45.03
2017-01-12,68,79.0,,0.79,53.72
2017-01-13,39,79.0,,0.79,30.810000000000002
2017-01-14,34,79.0,,0.79,26.86
2017-01-15,22,79.0,,0.79,17.380000000000003
2017-01-16,20,79.0,,0.79,15.8
2017-01-17,65,79.0,,0.79,51.35
2017-01-18,38,79.0,,0.79,30.020000000000003
2017-01-19,94,79.0,,0.79,74.26
2017-01-20,38,79.0,,0.79,30.020000000000003
2017-01-21,100,79.0,,0.79,79.0
2017-01-22,54,79.0,,0.79,42.660000000000004
2017-01-23,63,79.0,,0.79,49.77
2017-01-24,75,79.0,,0.79,59.25
2017-01-25,94,79.0,,0.79,74.26
2017-01-26,84,79.0,,0.79,66.36
2017-01-27,39,79.0,,0.79,30.810000000000002
2017-01-28,57,79.0,,0.79,45.03
2017-01-29,22,79.0,,0.79,17.380000000000003
2017-01-30,65,79.0,,0.79,51.35
2017-01-31,46,79.0,,0.79,36.34
2017-02-01,41,100.0,False,1.0,41.0
2017-02-02,59,100.0,,1.0,59.0
2017-02-03,52,100.0,,1.0,52.0
2017-02-04,51,100.0,,1.0,51.0
2017-02-05,69,100.0,,1.0,69.0
2017-02-06,49,100.0,,1.0,49.0
2017-02-07,100,100.0,,1.0,100.0
2017-02-08,34,100.0,,1.0,34.0
2017-02-09,68,100.0,,1.0,68.0
2017-02-10,61,100.0,,1.0,61.0
2017-02-11,31,100.0,,1.0,31.0
2017-02-12,71,100.0,,1.0,71.0
2017-02-13,33,100.0,,1.0,33.0
2017-02-14,59,100.0,,1.0,59.0
2017-02-15,52,100.0,,1.0,52.0
2017-02-16,93,100.0,,1.0,93.0
2017-02-17,67,100.0,,1.0,67.0
2017-02-18,51,100.0,,1.0,51.0
2017-02-19,94,100.0,,1.0,94.0
2017-02-20,62,100.0,,1.0,62.0
2017-02-21,93,100.0,,1.0,93.0
2017-02-22,84,100.0,,1.0,84.0
2017-02-23,67,100.0,,1.0,67.0
2017-02-24,34,100.0,,1.0,34.0
2017-02-25,10,100.0,,1.0,10.0
2017-02-26,58,100.0,,1.0,58.0
2017-02-27,93,100.0,,1.0,93.0
2017-02-28,48,100.0,,1.0,48.0
2017-03-01,95,92.0,False,0.92,87.4
2017-03-02,75,92.0,,0.92,69.0
2017-03-03,55,92.0,,0.92,50.6
2017-03-04,37,92.0,,0.92,34.04
2017-03-05,82,92.0,,0.92,75.44
2017-03-06,73,92.0,,0.92,67.16
2017-03-07,72,92.0,,0.92,66.24000000000001
2017-03-08,100,92.0,,0.92,92.0
2017-03-09,83,92.0,,0.92,76.36
2017-03-10,8,92.0,,0.92,7.36
2017-03-11,55,92.0,,0.92,50.6
2017-03-12,0,92.0,,0.92,0.0
2017-03-13,43,92.0,,0.92,39.56
2017-03-14,62,92.0,,0.92,57.04
2017-03-15,69,92.0,,0.92,63.480000000000004
2017-03-16,39,92.0,,0.92,35.88
2017-03-17,49,92.0,,0.92,45.080000000000005
2017-03-18,38,92.0,,0.92,34.96
2017-03-19,65,92.0,,0.92,59.800000000000004
2017-03-20,31,92.0,,0.92,28.52
2017-03-21,71,92.0,,0.92,65.32000000000001
2017-03-22,71,92.0,,0.92,65.32000000000001
2017-03-23,87,92.0,,0.92,80.04
2017-03-24,40,92.0,,0.92,36.800000000000004
2017-03-25,10,92.0,,0.92,9.200000000000001
2017-03-26,56,92.0,,0.92,51.52
2017-03-27,62,92.0,,0.92,57.04
2017-03-28,71,92.0,,0.92,65.32000000000001
2017-03-29,31,92.0,,0.92,28.52
2017-03-30,39,92.0,,0.92,35.88
2017-03-31,32,92.0,,0.92,29.44
2017-04-01,55,78.0,False,0.78,42.9
2017-04-02,33,78.0,,0.78,25.740000000000002
2017-04-03,72,78.0,,0.78,56.160000000000004
2017-04-04,27,78.0,,0.78,21.060000000000002
2017-04-05,55,78.0,,0.78,42.9
2017-04-06,100,78.0,,0.78,78.0
2017-04-07,76,78.0,,0.78,59.28
2017-04-08,45,78.0,,0.78,35.1
2017-04-09,57,78.0,,0.78,44.46
2017-04-10,65,78.0,,0.78,50.7
2017-04-11,93,78.0,,0.78,72.54
2017-04-12,84,78.0,,0.78,65.52
2017-04-13,95,78.0,,0.78,74.10000000000001
2017-04-14,10,78.0,,0.78,7.800000000000001
2017-04-15,69,78.0,,0.78,53.82
2017-04-16,47,78.0,,0.78,36.660000000000004
2017-04-17,65,78.0,,0.78,50.7
2017-04-18,72,78.0,,0.78,56.160000000000004
2017-04-19,72,78.0,,0.78,56.160000000000004
2017-04-20,46,78.0,,0.78,35.88
2017-04-21,85,78.0,,0.78,66.3
2017-04-22,11,78.0,,0.78,8.58
2017-04-23,34,78.0,,0.78,26.52
2017-04-24,82,78.0,,0.78,63.96
2017-04-25,72,78.0,,0.78,56.160000000000004
2017-04-26,36,78.0,,0.78,28.080000000000002
2017-04-27,100,78.0,,0.78,78.0
2017-04-28,47,78.0,,0.78,36.660000000000004
2017-04-29,0,78.0,,0.78,0.0
2017-04-30,33,78.0,,0.78,25.740000000000002
2017-05-01,72,78.0,False,0.78,56.160000000000004
2017-05-02,94,78.0,,0.78,73.32000000000001
2017-05-03,52,78.0,,0.78,40.56
2017-05-04,74,78.0,,0.78,57.72
2017-05-05,76,78.0,,0.78,59.28
2017-05-06,13,78.0,,0.78,10.14
2017-05-07,65,78.0,,0.78,50.7
2017-05-08,53,78.0,,0.78,41.34
2017-05-09,84,78.0,,0.78,65.52
2017-05-10,53,78.0,,0.78,41.34
2017-05-11,75,78.0,,0.78,58.5
2017-05-12,100,78.0,,0.78,78.0
2017-05-13,40,78.0,,0.78,31.200000000000003
2017-05-14,14,78.0,,0.78,10.92
2017-05-15,34,78.0,,0.78,26.52
2017-05-16,34,78.0,,0.78,26.52
2017-05-17,92,78.0,,0.78,71.76
2017-05-18,34,78.0,,0.78,26.52
2017-05-19,24,78.0,,0.78,18.72
2017-05-20,55,78.0,,0.78,42.9
2017-05-21,28,78.0,,0.78,21.84
2017-05-22,68,78.0,,0.78,53.04
2017-05-23,87,78.0,,0.78,67.86
2017-05-24,79,78.0,,0.78,61.620000000000005
2017-05-25,57,78.0,,0.78,44.46
2017-05-26,86,78.0,,0.78,67.08
2017-05-27,29,78.0,,0.78,22.62
2017-05-28,29,78.0,,0.78,22.62
2017-05-29,27,78.0,,0.78,21.060000000000002
2017-05-30,34,78.0,,0.78,26.52
2017-05-31,66,78.0,,0.78,51.480000000000004
2017-06-01,55,71.0,False,0.71,39.05
2017-06-02,24,71.0,,0.71,17.04
2017-06-03,9,71.0,,0.71,6.39
2017-06-04,18,71.0,,0.71,12.78
2017-06-05,38,71.0,,0.71,26.979999999999997
2017-06-06,59,71.0,,0.71,41.89
2017-06-07,46,71.0,,0.71,32.66
2017-06-08,100,71.0,,0.71,71.0
2017-06-09,49,71.0,,0.71,34.79
2017-06-10,19,71.0,,0.71,13.489999999999998
2017-06-11,38,71.0,,0.71,26.979999999999997
2017-06-12,15,71.0,,0.71,10.649999999999999
2017-06-13,45,71.0,,0.71,31.95
2017-06-14,61,71.0,,0.71,43.309999999999995
2017-06-15,24,71.0,,0.71,17.04
2017-06-16,32,71.0,,0.71,22.72
2017-06-17,19,71.0,,0.71,13.489999999999998
2017-06-18,38,71.0,,0.71,26.979999999999997
2017-06-19,8,71.0,,0.71,5.68
2017-06-20,67,71.0,,0.71,47.57
2017-06-21,60,71.0,,0.71,42.599999999999994
2017-06-22,37,71.0,,0.71,26.27
2017-06-23,38,71.0,,0.71,26.979999999999997
2017-06-24,9,71.0,,0.71,6.39
2017-06-25,19,71.0,,0.71,13.489999999999998
2017-06-26,63,71.0,,0.71,44.73
2017-06-27,8,71.0,,0.71,5.68
2017-06-28,24,71.0,,0.71,17.04
2017-06-29,74,71.0,,0.71,52.54
2017-06-30,0,71.0,,0.71,0.0
2017-07-01,23,75.0,False,0.75,17.25
2017-07-02,37,75.0,,0.75,27.75
2017-07-03,44,75.0,,0.75,33.0
2017-07-04,12,75.0,,0.75,9.0
2017-07-05,63,75.0,,0.75,47.25
2017-07-06,40,75.0,,0.75,30.0
2017-07-07,31,75.0,,0.75,23.25
2017-07-08,23,75.0,,0.75,17.25
2017-07-09,47,75.0,,0.75,35.25
2017-07-10,80,75.0,,0.75,60.0
2017-07-11,49,75.0,,0.75,36.75
2017-07-12,70,75.0,,0.75,52.5
2017-07-13,51,75.0,,0.75,38.25
2017-07-14,61,75.0,,0.75,45.75
2017-07-15,23,75.0,,0.75,17.25
2017-07-16,36,75.0,,0.75,27.0
2017-07-17,50,75.0,,0.75,37.5
2017-07-18,100,75.0,,0.75,75.0
2017-07-19,60,75.0,,0.75,45.0
2017-07-20,69,75.0,,0.75,51.75
2017-07-21,20,75.0,,0.75,15.0
2017-07-22,70,75.0,,0.75,52.5
2017-07-23,23,75.0,,0.75,17.25
2017-07-24,49,75.0,,0.75,36.75
2017-07-25,40,75.0,,0.75,30.0
2017-07-26,80,75.0,,0.75,60.0
2017-07-27,100,75.0,,0.75,75.0
2017-07-28,61,75.0,,0.75,45.75
2017-07-29,46,75.0,,0.75,34.5
2017-07-30,24,75.0,,0.75,18.0
2017-07-31,49,75.0,,0.75,36.75
2017-08-01,87,63.0,False,0.63,54.81
2017-08-02,48,63.0,,0.63,30.240000000000002
2017-08-03,13,63.0,,0.63,8.19
2017-08-04,65,63.0,,0.63,40.95
2017-08-05,29,63.0,,0.63,18.27
2017-08-06,61,63.0,,0.63,38.43
2017-08-07,72,63.0,,0.63,45.36
2017-08-08,72,63.0,,0.63,45.36
2017-08-09,38,63.0,,0.63,23.94
2017-08-10,52,63.0,,0.63,32.76
2017-08-11,91,63.0,,0.63,57.33
2017-08-12,29,63.0,,0.63,18.27
2017-08-13,15,63.0,,0.63,9.45
2017-08-14,88,63.0,,0.63,55.44
2017-08-15,38,63.0,,0.63,23.94
2017-08-16,63,63.0,,0.63,39.69
2017-08-17,76,63.0,,0.63,47.88
2017-08-18,38,63.0,,0.63,23.94
2017-08-19,30,63.0,,0.63,18.9
2017-08-20,15,63.0,,0.63,9.45
2017-08-21,47,63.0,,0.63,29.61
2017-08-22,50,63.0,,0.63,31.5
2017-08-23,63,63.0,,0.63,39.69
2017-08-24,74,63.0,,0.63,46.62
2017-08-25,26,63.0,,0.63,16.38
2017-08-26,14,63.0,,0.63,8.82
2017-08-27,42,63.0,,0.63,26.46
2017-08-28,100,63.0,,0.63,63.0
2017-08-29,61,63.0,,0.63,38.43
2017-08-30,74,63.0,,0.63,46.62
2017-08-31,25,63.0,,0.63,15.75
2017-09-01,47,86.0,False,0.86,40.42
2017-09-02,43,86.0,,0.86,36.98
2017-09-03,44,86.0,,0.86,37.839999999999996
2017-09-04,31,86.0,,0.86,26.66
2017-09-05,79,86.0,,0.86,67.94
2017-09-06,77,86.0,,0.86,66.22
2017-09-07,63,86.0,,0.86,54.18
2017-09-08,63,86.0,,0.86,54.18
2017-09-09,42,86.0,,0.86,36.12
2017-09-10,41,86.0,,0.86,35.26
2017-09-11,98,86.0,,0.86,84.28
2017-09-12,53,86.0,,0.86,45.58
2017-09-13,45,86.0,,0.86,38.7
2017-09-14,45,86.0,,0.86,38.7
2017-09-15,46,86.0,,0.86,39.56
2017-09-16,33,86.0,,0.86,28.38
2017-09-17,43,86.0,,0.86,36.98
2017-09-18,98,86.0,,0.86,84.28
2017-09-19,27,86.0,,0.86,23.22
2017-09-20,72,86.0,,0.86,61.92
2017-09-21,63,86.0,,0.86,54.18
2017-09-22,0,86.0,,0.86,0.0
2017-09-23,33,86.0,,0.86,28.38
2017-09-24,21,86.0,,0.86,18.06
2017-09-25,63,86.0,,0.86,54.18
2017-09-26,89,86.0,,0.86,76.53999999999999
2017-09-27,18,86.0,,0.86,15.48
2017-09-28,63,86.0,,0.86,54.18
2017-09-29,65,86.0,,0.86,55.9
2017-09-30,100,86.0,,0.86,86.0
2017-10-01,33,89.0,False,0.89,29.37
2017-10-02,46,89.0,,0.89,40.94
2017-10-03,100,89.0,,0.89,89.0
2017-10-04,48,89.0,,0.89,42.72
2017-10-05,55,89.0,,0.89,48.95
2017-10-06,49,89.0,,0.89,43.61
2017-10-07,24,89.0,,0.89,21.36
2017-10-08,55,89.0,,0.89,48.95
2017-10-09,40,89.0,,0.89,35.6
2017-10-10,33,89.0,,0.89,29.37
2017-10-11,61,89.0,,0.89,54.29
2017-10-12,47,89.0,,0.89,41.83
2017-10-13,21,89.0,,0.89,18.69
2017-10-14,33,89.0,,0.89,29.37
2017-10-15,41,89.0,,0.89,36.49
2017-10-16,68,89.0,,0.89,60.52
2017-10-17,68,89.0,,0.89,60.52
2017-10-18,75,89.0,,0.89,66.75
2017-10-19,69,89.0,,0.89,61.410000000000004
2017-10-20,85,89.0,,0.89,75.65
2017-10-21,43,89.0,,0.89,38.27
2017-10-22,33,89.0,,0.89,29.37
2017-10-23,54,89.0,,0.89,48.06
2017-10-24,67,89.0,,0.89,59.63
2017-10-25,47,89.0,,0.89,41.83
2017-10-26,61,89.0,,0.89,54.29
2017-10-27,21,89.0,,0.89,18.69
2017-10-28,25,89.0,,0.89,22.25
2017-10-29,57,89.0,,0.89,50.730000000000004
2017-10-30,46,89.0,,0.89,40.94
2017-10-31,62,89.0,,0.89,55.18
2017-11-01,52,80.0,False,0.8,41.6
2017-11-02,67,80.0,,0.8,53.6
2017-11-03,70,80.0,,0.8,56.0
2017-11-04,10,80.0,,0.8,8.0
2017-11-05,59,80.0,,0.8,47.2
2017-11-06,58,80.0,,0.8,46.400000000000006
2017-11-07,25,80.0,,0.8,20.0
2017-11-08,75,80.0,,0.8,60.0
2017-11-09,34,80.0,,0.8,27.200000000000003
2017-11-10,36,80.0,,0.8,28.8
2017-11-11,20,80.0,,0.8,16.0
2017-11-12,50,80.0,,0.8,40.0
2017-11-13,83,80.0,,0.8,66.4
2017-11-14,84,80.0,,0.8,67.2
2017-11-15,42,80.0,,0.8,33.6
2017-11-16,26,80.0,,0.8,20.8
2017-11-17,78,80.0,,0.8,62.400000000000006
2017-11-18,41,80.0,,0.8,32.800000000000004
2017-11-19,30,80.0,,0.8,24.0
2017-11-20,60,80.0,,0.8,48.0
2017-11-21,35,80.0,,0.8,28.0
2017-11-22,37,80.0,,0.8,29.6
2017-11-23,21,80.0,,0.8,16.8
2017-11-24,58,80.0,,0.8,46.400000000000006
2017-11-25,50,80.0,,0.8,40.0
2017-11-26,30,80.0,,0.8,24.0
2017-11-27,16,80.0,,0.8,12.8
2017-11-28,73,80.0,,0.8,58.400000000000006
2017-11-29,100,80.0,,0.8,80.0
2017-11-30,17,80.0,,0.8,13.600000000000001
2017-12-01,31,76.0,False,0.76,23.56
2017-12-02,37,76.0,,0.76,28.12
2017-12-03,18,76.0,,0.76,13.68
2017-12-04,53,76.0,,0.76,40.28
2017-12-05,46,76.0,,0.76,34.96
2017-12-06,63,76.0,,0.76,47.88
2017-12-07,100,76.0,,0.76,76.0
2017-12-08,47,76.0,,0.76,35.72
2017-12-09,19,76.0,,0.76,14.44
2017-12-10,57,76.0,,0.76,43.32
2017-12-11,70,76.0,,0.76,53.2
2017-12-12,47,76.0,,0.76,35.72
2017-12-13,62,76.0,,0.76,47.12
2017-12-14,16,76.0,,0.76,12.16
2017-12-15,49,76.0,,0.76,37.24
2017-12-16,29,76.0,,0.76,22.04
2017-12-17,19,76.0,,0.76,14.44
2017-12-18,64,76.0,,0.76,48.64
2017-12-19,33,76.0,,0.76,25.080000000000002
2017-12-20,42,76.0,,0.76,31.92
2017-12-21,44,76.0,,0.76,33.44
2017-12-22,64,76.0,,0.76,48.64
2017-12-23,30,76.0,,0.76,22.8
2017-12-24,21,76.0,,0.76,15.96
2017-12-25,87,76.0,,0.76,66.12
2017-12-26,28,76.0,,0.76,21.28
2017-12-27,27,76.0,,0.76,20.52
2017-12-28,62,76.0,,0.76,47.12
2017-12-29,63,76.0,,0.76,47.88
2017-12-30,29,76.0,,0.76,22.04
2017-12-31,29,76.0,,0.76,22.04
2018-01-01,0,90.0,False,0.9,0.0
2018-01-02,40,90.0,,0.9,36.0
2018-01-03,46,90.0,,0.9,41.4
2018-01-04,39,90.0,,0.9,35.1
2018-01-05,59,90.0,,0.9,53.1
2018-01-06,37,90.0,,0.9,33.300000000000004
2018-01-07,15,90.0,,0.9,13.5
2018-01-08,62,90.0,,0.9,55.800000000000004
2018-01-09,56,90.0,,0.9,50.4
2018-01-10,26,90.0,,0.9,23.400000000000002
2018-01-11,51,90.0,,0.9,45.9
2018-01-12,71,90.0,,0.9,63.9
2018-01-13,38,90.0,,0.9,34.2
2018-01-14,59,90.0,,0.9,53.1
2018-01-15,54,90.0,,0.9,48.6
2018-01-16,25,90.0,,0.9,22.5
2018-01-17,100,90.0,,0.9,90.0
2018-01-18,58,90.0,,0.9,52.2
2018-01-19,32,90.0,,0.9,28.8
2018-01-20,23,90.0,,0.9,20.7
2018-01-21,14,90.0,,0.9,12.6
2018-01-22,37,90.0,,0.9,33.300000000000004
2018-01-23,19,90.0,,0.9,17.1
2018-01-24,56,90.0,,0.9,50.4
2018-01-25,51,90.0,,0.9,45.9
2018-01-26,52,90.0,,0.9,46.800000000000004
2018-01-27,38,90.0,,0.9,34.2
2018-01-28,37,90.0,,0.9,33.300000000000004
2018-01-29,37,90.0,,0.9,33.300000000000004
2018-01-30,31,90.0,,0.9,27.900000000000002
2018-01-31,50,90.0,,0.9,45.0
2018-02-01,28,90.0,False,0.9,25.2
2018-02-02,58,90.0,,0.9,52.2
2018-02-03,25,90.0,,0.9,22.5
2018-02-04,16,90.0,,0.9,14.4
2018-02-05,14,90.0,,0.9,12.6
2018-02-06,76,90.0,,0.9,68.4
2018-02-07,14,90.0,,0.9,12.6
2018-02-08,49,90.0,,0.9,44.1
2018-02-09,57,90.0,,0.9,51.300000000000004
2018-02-10,41,90.0,,0.9,36.9
2018-02-11,33,90.0,,0.9,29.7
2018-02-12,28,90.0,,0.9,25.2
2018-02-13,35,90.0,,0.9,31.5
2018-02-14,14,90.0,,0.9,12.6
2018-02-15,100,90.0,,0.9,90.0
2018-02-16,22,90.0,,0.9,19.8
2018-02-17,25,90.0,,0.9,22.5
2018-02-18,25,90.0,,0.9,22.5
2018-02-19,58,90.0,,0.9,52.2
2018-02-20,71,90.0,,0.9,63.9
2018-02-21,49,90.0,,0.9,44.1
2018-02-22,56,90.0,,0.9,50.4
2018-02-23,70,90.0,,0.9,63.0
2018-02-24,50,90.0,,0.9,45.0
2018-02-25,33,90.0,,0.9,29.7
2018-02-26,34,90.0,,0.9,30.6
2018-02-27,77,90.0,,0.9,69.3
2018-02-28,63,90.0,,0.9,56.7
2018-03-01,64,77.0,False,0.77,49.28
2018-03-02,59,77.0,,0.77,45.43
2018-03-03,40,77.0,,0.77,30.8
2018-03-04,50,77.0,,0.77,38.5
2018-03-05,49,77.0,,0.77,37.730000000000004
2018-03-06,100,77.0,,0.77,77.0
2018-03-07,67,77.0,,0.77,51.59
2018-03-08,34,77.0,,0.77,26.18
2018-03-09,26,77.0,,0.77,20.02
2018-03-10,40,77.0,,0.77,30.8
2018-03-11,49,77.0,,0.77,37.730000000000004
2018-03-12,51,77.0,,0.77,39.27
2018-03-13,100,77.0,,0.77,77.0
2018-03-14,51,77.0,,0.77,39.27
2018-03-15,85,77.0,,0.77,65.45
2018-03-16,69,77.0,,0.77,53.13
2018-03-17,20,77.0,,0.77,15.4
2018-03-18,31,77.0,,0.77,23.87
2018-03-19,50,77.0,,0.77,38.5
2018-03-20,42,77.0,,0.77,32.34
2018-03-21,76,77.0,,0.77,58.52
2018-03-22,43,77.0,,0.77,33.11
2018-03-23,35,77.0,,0.77,26.95
2018-03-24,0,77.0,,0.77,0.0
2018-03-25,51,77.0,,0.77,39.27
2018-03-26,34,77.0,,0.77,26.18
2018-03-27,78,77.0,,0.77,60.06
2018-03-28,62,77.0,,0.77,47.74
2018-03-29,62,77.0,,0.77,47.74
2018-03-30,19,77.0,,0.77,14.63
2018-03-31,31,77.0,,0.77,23.87
2018-04-01,61,77.0,False,0.77,46.97
2018-04-02,59,77.0,,0.77,45.43
2018-04-03,33,77.0,,0.77,25.41
2018-04-04,57,77.0,,0.77,43.89
2018-04-05,33,77.0,,0.77,25.41
