date,THE CRISIS_unscaled,THE CRISIS_monthly,isPartial,scale,THE CRISIS
2016-06-20,33,39.0,,0.39,12.870000000000001
2016-06-21,45,39.0,,0.39,17.55
2016-06-22,56,39.0,,0.39,21.84
2016-06-23,38,39.0,,0.39,14.82
2016-06-24,48,39.0,,0.39,18.72
2016-06-25,45,39.0,,0.39,17.55
2016-06-26,40,39.0,,0.39,15.600000000000001
2016-06-27,38,39.0,,0.39,14.82
2016-06-28,37,39.0,,0.39,14.43
2016-06-29,42,39.0,,0.39,16.38
2016-06-30,41,39.0,,0.39,15.99
2016-07-01,73,29.0,False,0.29,21.169999999999998
2016-07-02,48,29.0,,0.29,13.919999999999998
2016-07-03,80,29.0,,0.29,23.2
2016-07-04,60,29.0,,0.29,17.4
2016-07-05,50,29.0,,0.29,14.499999999999998
2016-07-06,51,29.0,,0.29,14.79
2016-07-07,65,29.0,,0.29,18.849999999999998
2016-07-08,55,29.0,,0.29,15.95
2016-07-09,28,29.0,,0.29,8.12
2016-07-10,67,29.0,,0.29,19.43
2016-07-11,100,29.0,,0.29,28.999999999999996
2016-07-12,69,29.0,,0.29,20.009999999999998
2016-07-13,59,29.0,,0.29,17.11
2016-07-14,79,29.0,,0.29,22.91
2016-07-15,39,29.0,,0.29,11.309999999999999
2016-07-16,64,29.0,,0.29,18.56
2016-07-17,60,29.0,,0.29,17.4
2016-07-18,58,29.0,,0.29,16.82
2016-07-19,54,29.0,,0.29,15.659999999999998
2016-07-20,93,29.0,,0.29,26.97
2016-07-21,45,29.0,,0.29,13.049999999999999
2016-07-22,39,29.0,,0.29,11.309999999999999
2016-07-23,64,29.0,,0.29,18.56
2016-07-24,92,29.0,,0.29,26.68
2016-07-25,54,29.0,,0.29,15.659999999999998
2016-07-26,68,29.0,,0.29,19.72
2016-07-27,85,29.0,,0.29,24.65
2016-07-28,51,29.0,,0.29,14.79
2016-07-29,58,29.0,,0.29,16.82
2016-07-30,71,29.0,,0.29,20.59
2016-07-31,59,29.0,,0.29,17.11
2016-08-01,62,27.0,False,0.27,16.740000000000002
2016-08-02,65,27.0,,0.27,17.55
2016-08-03,69,27.0,,0.27,18.630000000000003
2016-08-04,57,27.0,,0.27,15.39
2016-08-05,44,27.0,,0.27,11.88
2016-08-06,47,27.0,,0.27,12.690000000000001
2016-08-07,43,27.0,,0.27,11.610000000000001
2016-08-08,47,27.0,,0.27,12.690000000000001
2016-08-09,68,27.0,,0.27,18.36
2016-08-10,72,27.0,,0.27,19.44
2016-08-11,85,27.0,,0.27,22.950000000000003
2016-08-12,56,27.0,,0.27,15.120000000000001
2016-08-13,46,27.0,,0.27,12.420000000000002
2016-08-14,59,27.0,,0.27,15.930000000000001
2016-08-15,33,27.0,,0.27,8.91
2016-08-16,51,27.0,,0.27,13.770000000000001
2016-08-17,47,27.0,,0.27,12.690000000000001
2016-08-18,60,27.0,,0.27,16.200000000000003
2016-08-19,54,27.0,,0.27,14.580000000000002
2016-08-20,30,27.0,,0.27,8.100000000000001
2016-08-21,43,27.0,,0.27,11.610000000000001
2016-08-22,61,27.0,,0.27,16.470000000000002
2016-08-23,70,27.0,,0.27,18.900000000000002
2016-08-24,42,27.0,,0.27,11.34
2016-08-25,51,27.0,,0.27,13.770000000000001
2016-08-26,65,27.0,,0.27,17.55
2016-08-27,60,27.0,,0.27,16.200000000000003
2016-08-28,83,27.0,,0.27,22.41
2016-08-29,83,27.0,,0.27,22.41
2016-08-30,100,27.0,,0.27,27.0
2016-08-31,100,27.0,,0.27,27.0
2016-09-01,65,43.0,False,0.43,27.95
2016-09-02,57,43.0,,0.43,24.509999999999998
2016-09-03,43,43.0,,0.43,18.49
2016-09-04,28,43.0,,0.43,12.04
2016-09-05,57,43.0,,0.43,24.509999999999998
2016-09-06,74,43.0,,0.43,31.82
2016-09-07,72,43.0,,0.43,30.96
2016-09-08,54,43.0,,0.43,23.22
2016-09-09,72,43.0,,0.43,30.96
2016-09-10,37,43.0,,0.43,15.91
2016-09-11,41,43.0,,0.43,17.63
2016-09-12,79,43.0,,0.43,33.97
2016-09-13,31,43.0,,0.43,13.33
2016-09-14,78,43.0,,0.43,33.54
2016-09-15,75,43.0,,0.43,32.25
2016-09-16,56,43.0,,0.43,24.08
2016-09-17,48,43.0,,0.43,20.64
2016-09-18,78,43.0,,0.43,33.54
2016-09-19,100,43.0,,0.43,43.0
2016-09-20,69,43.0,,0.43,29.669999999999998
2016-09-21,80,43.0,,0.43,34.4
2016-09-22,82,43.0,,0.43,35.26
2016-09-23,63,43.0,,0.43,27.09
2016-09-24,44,43.0,,0.43,18.919999999999998
2016-09-25,48,43.0,,0.43,20.64
2016-09-26,79,43.0,,0.43,33.97
2016-09-27,55,43.0,,0.43,23.65
2016-09-28,74,43.0,,0.43,31.82
2016-09-29,82,43.0,,0.43,35.26
2016-09-30,77,43.0,,0.43,33.11
2016-10-01,43,54.0,False,0.54,23.220000000000002
2016-10-02,38,54.0,,0.54,20.520000000000003
2016-10-03,71,54.0,,0.54,38.34
2016-10-04,79,54.0,,0.54,42.660000000000004
2016-10-05,72,54.0,,0.54,38.88
2016-10-06,71,54.0,,0.54,38.34
2016-10-07,58,54.0,,0.54,31.32
2016-10-08,43,54.0,,0.54,23.220000000000002
2016-10-09,47,54.0,,0.54,25.380000000000003
2016-10-10,81,54.0,,0.54,43.74
2016-10-11,59,54.0,,0.54,31.860000000000003
2016-10-12,72,54.0,,0.54,38.88
2016-10-13,74,54.0,,0.54,39.96
2016-10-14,60,54.0,,0.54,32.400000000000006
2016-10-15,29,54.0,,0.54,15.66
2016-10-16,45,54.0,,0.54,24.3
2016-10-17,78,54.0,,0.54,42.120000000000005
2016-10-18,74,54.0,,0.54,39.96
2016-10-19,58,54.0,,0.54,31.32
2016-10-20,78,54.0,,0.54,42.120000000000005
2016-10-21,67,54.0,,0.54,36.18
2016-10-22,30,54.0,,0.54,16.200000000000003
2016-10-23,44,54.0,,0.54,23.76
2016-10-24,100,54.0,,0.54,54.0
2016-10-25,78,54.0,,0.54,42.120000000000005
2016-10-26,84,54.0,,0.54,45.36
2016-10-27,96,54.0,,0.54,51.84
2016-10-28,78,54.0,,0.54,42.120000000000005
2016-10-29,39,54.0,,0.54,21.060000000000002
2016-10-30,53,54.0,,0.54,28.62
2016-10-31,71,54.0,,0.54,38.34
2016-11-01,82,60.0,False,0.6,49.199999999999996
2016-11-02,88,60.0,,0.6,52.8
2016-11-03,72,60.0,,0.6,43.199999999999996
2016-11-04,64,60.0,,0.6,38.4
2016-11-05,26,60.0,,0.6,15.6
2016-11-06,56,60.0,,0.6,33.6
2016-11-07,73,60.0,,0.6,43.8
2016-11-08,52,60.0,,0.6,31.2
2016-11-09,50,60.0,,0.6,30.0
2016-11-10,85,60.0,,0.6,51.0
2016-11-11,61,60.0,,0.6,36.6
2016-11-12,35,60.0,,0.6,21.0
2016-11-13,42,60.0,,0.6,25.2
2016-11-14,79,60.0,,0.6,47.4
2016-11-15,54,60.0,,0.6,32.4
2016-11-16,92,60.0,,0.6,55.199999999999996
2016-11-17,91,60.0,,0.6,54.6
2016-11-18,78,60.0,,0.6,46.8
2016-11-19,46,60.0,,0.6,27.599999999999998
2016-11-20,54,60.0,,0.6,32.4
2016-11-21,60,60.0,,0.6,36.0
2016-11-22,59,60.0,,0.6,35.4
2016-11-23,25,60.0,,0.6,15.0
2016-11-24,18,60.0,,0.6,10.799999999999999
2016-11-25,26,60.0,,0.6,15.6
2016-11-26,43,60.0,,0.6,25.8
2016-11-27,58,60.0,,0.6,34.8
2016-11-28,84,60.0,,0.6,50.4
2016-11-29,88,60.0,,0.6,52.8
2016-11-30,100,60.0,,0.6,60.0
2016-12-01,64,58.0,False,0.58,37.12
2016-12-02,67,58.0,,0.58,38.86
2016-12-03,40,58.0,,0.58,23.2
2016-12-04,67,58.0,,0.58,38.86
2016-12-05,71,58.0,,0.58,41.18
2016-12-06,87,58.0,,0.58,50.459999999999994
2016-12-07,100,58.0,,0.58,57.99999999999999
2016-12-08,70,58.0,,0.58,40.599999999999994
2016-12-09,77,58.0,,0.58,44.66
2016-12-10,45,58.0,,0.58,26.099999999999998
2016-12-11,53,58.0,,0.58,30.74
2016-12-12,75,58.0,,0.58,43.5
2016-12-13,68,58.0,,0.58,39.44
2016-12-14,71,58.0,,0.58,41.18
2016-12-15,76,58.0,,0.58,44.08
2016-12-16,54,58.0,,0.58,31.319999999999997
2016-12-17,36,58.0,,0.58,20.88
2016-12-18,50,58.0,,0.58,28.999999999999996
2016-12-19,57,58.0,,0.58,33.059999999999995
2016-12-20,47,58.0,,0.58,27.259999999999998
2016-12-21,37,58.0,,0.58,21.459999999999997
2016-12-22,44,58.0,,0.58,25.52
2016-12-23,11,58.0,,0.58,6.38
2016-12-24,14,58.0,,0.58,8.12
2016-12-25,16,58.0,,0.58,9.28
2016-12-26,20,58.0,,0.58,11.6
2016-12-27,26,58.0,,0.58,15.079999999999998
2016-12-28,15,58.0,,0.58,8.7
2016-12-29,18,58.0,,0.58,10.44
2016-12-30,19,58.0,,0.58,11.02
2016-12-31,21,58.0,,0.58,12.18
2017-01-01,35,48.0,False,0.48,16.8
2017-01-02,19,48.0,,0.48,9.12
2017-01-03,51,48.0,,0.48,24.48
2017-01-04,60,48.0,,0.48,28.799999999999997
2017-01-05,49,48.0,,0.48,23.52
2017-01-06,64,48.0,,0.48,30.72
2017-01-07,29,48.0,,0.48,13.92
2017-01-08,31,48.0,,0.48,14.879999999999999
2017-01-09,70,48.0,,0.48,33.6
2017-01-10,56,48.0,,0.48,26.88
2017-01-11,57,48.0,,0.48,27.36
2017-01-12,78,48.0,,0.48,37.44
2017-01-13,47,48.0,,0.48,22.56
2017-01-14,40,48.0,,0.48,19.2
2017-01-15,52,48.0,,0.48,24.96
2017-01-16,57,48.0,,0.48,27.36
2017-01-17,59,48.0,,0.48,28.32
2017-01-18,100,48.0,,0.48,48.0
2017-01-19,70,48.0,,0.48,33.6
2017-01-20,65,48.0,,0.48,31.2
2017-01-21,23,48.0,,0.48,11.04
2017-01-22,34,48.0,,0.48,16.32
2017-01-23,80,48.0,,0.48,38.4
2017-01-24,84,48.0,,0.48,40.32
2017-01-25,72,48.0,,0.48,34.56
2017-01-26,95,48.0,,0.48,45.6
2017-01-27,59,48.0,,0.48,28.32
2017-01-28,38,48.0,,0.48,18.24
2017-01-29,80,48.0,,0.48,38.4
2017-01-30,66,48.0,,0.48,31.68
2017-01-31,72,48.0,,0.48,34.56
2017-02-01,85,61.0,False,0.61,51.85
2017-02-02,91,61.0,,0.61,55.51
2017-02-03,79,61.0,,0.61,48.19
2017-02-04,48,61.0,,0.61,29.28
2017-02-05,53,61.0,,0.61,32.33
2017-02-06,77,61.0,,0.61,46.97
2017-02-07,63,61.0,,0.61,38.43
2017-02-08,61,61.0,,0.61,37.21
2017-02-09,72,61.0,,0.61,43.92
2017-02-10,76,61.0,,0.61,46.36
2017-02-11,39,61.0,,0.61,23.79
2017-02-12,39,61.0,,0.61,23.79
2017-02-13,87,61.0,,0.61,53.07
2017-02-14,81,61.0,,0.61,49.41
2017-02-15,94,61.0,,0.61,57.339999999999996
2017-02-16,99,61.0,,0.61,60.39
2017-02-17,73,61.0,,0.61,44.53
2017-02-18,31,61.0,,0.61,18.91
2017-02-19,56,61.0,,0.61,34.16
2017-02-20,70,61.0,,0.61,42.699999999999996
2017-02-21,65,61.0,,0.61,39.65
2017-02-22,88,61.0,,0.61,53.68
2017-02-23,91,61.0,,0.61,55.51
2017-02-24,62,61.0,,0.61,37.82
2017-02-25,38,61.0,,0.61,23.18
2017-02-26,32,61.0,,0.61,19.52
2017-02-27,100,61.0,,0.61,61.0
2017-02-28,96,61.0,,0.61,58.56
2017-03-01,77,66.0,False,0.66,50.82
2017-03-02,75,66.0,,0.66,49.5
2017-03-03,78,66.0,,0.66,51.480000000000004
2017-03-04,35,66.0,,0.66,23.1
2017-03-05,43,66.0,,0.66,28.380000000000003
2017-03-06,81,66.0,,0.66,53.46
2017-03-07,78,66.0,,0.66,51.480000000000004
2017-03-08,77,66.0,,0.66,50.82
2017-03-09,73,66.0,,0.66,48.18
2017-03-10,66,66.0,,0.66,43.56
2017-03-11,22,66.0,,0.66,14.520000000000001
2017-03-12,31,66.0,,0.66,20.46
2017-03-13,72,66.0,,0.66,47.52
2017-03-14,61,66.0,,0.66,40.260000000000005
2017-03-15,69,66.0,,0.66,45.54
2017-03-16,50,66.0,,0.66,33.0
2017-03-17,55,66.0,,0.66,36.300000000000004
2017-03-18,32,66.0,,0.66,21.12
2017-03-19,53,66.0,,0.66,34.980000000000004
2017-03-20,89,66.0,,0.66,58.74
2017-03-21,68,66.0,,0.66,44.88
2017-03-22,90,66.0,,0.66,59.400000000000006
2017-03-23,73,66.0,,0.66,48.18
2017-03-24,74,66.0,,0.66,48.84
2017-03-25,34,66.0,,0.66,22.44
2017-03-26,36,66.0,,0.66,23.76
2017-03-27,84,66.0,,0.66,55.440000000000005
2017-03-28,100,66.0,,0.66,66.0
2017-03-29,90,66.0,,0.66,59.400000000000006
2017-03-30,98,66.0,,0.66,64.68
2017-03-31,91,66.0,,0.66,60.06
2017-04-01,23,78.0,False,0.78,17.94
2017-04-02,39,78.0,,0.78,30.42
2017-04-03,54,78.0,,0.78,42.120000000000005
2017-04-04,57,78.0,,0.78,44.46
2017-04-05,70,78.0,,0.78,54.6
2017-04-06,58,78.0,,0.78,45.24
2017-04-07,70,78.0,,0.78,54.6
2017-04-08,29,78.0,,0.78,22.62
2017-04-09,31,78.0,,0.78,24.18
2017-04-10,69,78.0,,0.78,53.82
2017-04-11,70,78.0,,0.78,54.6
2017-04-12,66,78.0,,0.78,51.480000000000004
2017-04-13,53,78.0,,0.78,41.34
2017-04-14,55,78.0,,0.78,42.9
2017-04-15,31,78.0,,0.78,24.18
2017-04-16,27,78.0,,0.78,21.060000000000002
2017-04-17,64,78.0,,0.78,49.92
2017-04-18,70,78.0,,0.78,54.6
2017-04-19,63,78.0,,0.78,49.14
2017-04-20,83,78.0,,0.78,64.74000000000001
2017-04-21,57,78.0,,0.78,44.46
2017-04-22,40,78.0,,0.78,31.200000000000003
2017-04-23,43,78.0,,0.78,33.54
2017-04-24,80,78.0,,0.78,62.400000000000006
2017-04-25,74,78.0,,0.78,57.72
2017-04-26,97,78.0,,0.78,75.66
2017-04-27,100,78.0,,0.78,78.0
2017-04-28,62,78.0,,0.78,48.36
2017-04-29,31,78.0,,0.78,24.18
2017-04-30,54,78.0,,0.78,42.120000000000005
2017-05-01,84,76.0,False,0.76,63.84
2017-05-02,100,76.0,,0.76,76.0
2017-05-03,80,76.0,,0.76,60.8
2017-05-04,86,76.0,,0.76,65.36
2017-05-05,76,76.0,,0.76,57.76
2017-05-06,34,76.0,,0.76,25.84
2017-05-07,52,76.0,,0.76,39.52
2017-05-08,85,76.0,,0.76,64.6
2017-05-09,73,76.0,,0.76,55.480000000000004
2017-05-10,90,76.0,,0.76,68.4
2017-05-11,75,76.0,,0.76,57.0
2017-05-12,65,76.0,,0.76,49.4
2017-05-13,15,76.0,,0.76,11.4
2017-05-14,40,76.0,,0.76,30.4
2017-05-15,72,76.0,,0.76,54.72
2017-05-16,84,76.0,,0.76,63.84
2017-05-17,72,76.0,,0.76,54.72
2017-05-18,67,76.0,,0.76,50.92
2017-05-19,49,76.0,,0.76,37.24
2017-05-20,16,76.0,,0.76,12.16
2017-05-21,36,76.0,,0.76,27.36
2017-05-22,87,76.0,,0.76,66.12
2017-05-23,48,76.0,,0.76,36.480000000000004
2017-05-24,63,76.0,,0.76,47.88
2017-05-25,57,76.0,,0.76,43.32
2017-05-26,25,76.0,,0.76,19.0
2017-05-27,19,76.0,,0.76,14.44
2017-05-28,23,76.0,,0.76,17.48
2017-05-29,39,76.0,,0.76,29.64
2017-05-30,48,76.0,,0.76,36.480000000000004
2017-05-31,45,76.0,,0.76,34.2
2017-06-01,99,35.0,False,0.35,34.65
2017-06-02,100,35.0,,0.35,35.0
2017-06-03,36,35.0,,0.35,12.6
2017-06-04,57,35.0,,0.35,19.95
2017-06-05,80,35.0,,0.35,28.0
2017-06-06,81,35.0,,0.35,28.349999999999998
2017-06-07,84,35.0,,0.35,29.4
2017-06-08,70,35.0,,0.35,24.5
2017-06-09,68,35.0,,0.35,23.799999999999997
2017-06-10,54,35.0,,0.35,18.9
2017-06-11,58,35.0,,0.35,20.299999999999997
2017-06-12,60,35.0,,0.35,21.0
2017-06-13,50,35.0,,0.35,17.5
2017-06-14,77,35.0,,0.35,26.95
2017-06-15,50,35.0,,0.35,17.5
2017-06-16,28,35.0,,0.35,9.799999999999999
2017-06-17,63,35.0,,0.35,22.049999999999997
2017-06-18,30,35.0,,0.35,10.5
2017-06-19,47,35.0,,0.35,16.45
2017-06-20,45,35.0,,0.35,15.749999999999998
2017-06-21,39,35.0,,0.35,13.649999999999999
2017-06-22,26,35.0,,0.35,9.1
2017-06-23,44,35.0,,0.35,15.399999999999999
2017-06-24,34,35.0,,0.35,11.899999999999999
2017-06-25,41,35.0,,0.35,14.35
2017-06-26,54,35.0,,0.35,18.9
2017-06-27,37,35.0,,0.35,12.95
2017-06-28,38,35.0,,0.35,13.299999999999999
2017-06-29,52,35.0,,0.35,18.2
2017-06-30,22,35.0,,0.35,7.699999999999999
2017-07-01,25,27.0,False,0.27,6.75
2017-07-02,55,27.0,,0.27,14.850000000000001
2017-07-03,96,27.0,,0.27,25.92
2017-07-04,79,27.0,,0.27,21.330000000000002
2017-07-05,81,27.0,,0.27,21.87
2017-07-06,81,27.0,,0.27,21.87
2017-07-07,100,27.0,,0.27,27.0
2017-07-08,57,27.0,,0.27,15.39
2017-07-09,95,27.0,,0.27,25.650000000000002
2017-07-10,49,27.0,,0.27,13.23
2017-07-11,56,27.0,,0.27,15.120000000000001
2017-07-12,72,27.0,,0.27,19.44
2017-07-13,92,27.0,,0.27,24.840000000000003
2017-07-14,39,27.0,,0.27,10.530000000000001
2017-07-15,53,27.0,,0.27,14.31
2017-07-16,58,27.0,,0.27,15.66
2017-07-17,71,27.0,,0.27,19.17
2017-07-18,35,27.0,,0.27,9.450000000000001
2017-07-19,87,27.0,,0.27,23.490000000000002
2017-07-20,67,27.0,,0.27,18.09
2017-07-21,57,27.0,,0.27,15.39
2017-07-22,52,27.0,,0.27,14.040000000000001
2017-07-23,61,27.0,,0.27,16.470000000000002
2017-07-24,72,27.0,,0.27,19.44
2017-07-25,98,27.0,,0.27,26.46
2017-07-26,91,27.0,,0.27,24.57
2017-07-27,94,27.0,,0.27,25.380000000000003
2017-07-28,71,27.0,,0.27,19.17
2017-07-29,24,27.0,,0.27,6.48
2017-07-30,78,27.0,,0.27,21.060000000000002
2017-07-31,49,27.0,,0.27,13.23
2017-08-01,37,29.0,False,0.29,10.729999999999999
2017-08-02,52,29.0,,0.29,15.079999999999998
2017-08-03,64,29.0,,0.29,18.56
2017-08-04,66,29.0,,0.29,19.139999999999997
2017-08-05,60,29.0,,0.29,17.4
2017-08-06,63,29.0,,0.29,18.27
2017-08-07,64,29.0,,0.29,18.56
2017-08-08,67,29.0,,0.29,19.43
2017-08-09,63,29.0,,0.29,18.27
2017-08-10,87,29.0,,0.29,25.229999999999997
2017-08-11,69,29.0,,0.29,20.009999999999998
2017-08-12,41,29.0,,0.29,11.889999999999999
2017-08-13,49,29.0,,0.29,14.209999999999999
2017-08-14,82,29.0,,0.29,23.779999999999998
2017-08-15,53,29.0,,0.29,15.37
2017-08-16,53,29.0,,0.29,15.37
2017-08-17,88,29.0,,0.29,25.52
2017-08-18,53,29.0,,0.29,15.37
2017-08-19,55,29.0,,0.29,15.95
2017-08-20,65,29.0,,0.29,18.849999999999998
2017-08-21,33,29.0,,0.29,9.569999999999999
2017-08-22,54,29.0,,0.29,15.659999999999998
2017-08-23,70,29.0,,0.29,20.299999999999997
2017-08-24,60,29.0,,0.29,17.4
2017-08-25,57,29.0,,0.29,16.529999999999998
2017-08-26,27,29.0,,0.29,7.829999999999999
2017-08-27,42,29.0,,0.29,12.18
2017-08-28,69,29.0,,0.29,20.009999999999998
2017-08-29,68,29.0,,0.29,19.72
2017-08-30,52,29.0,,0.29,15.079999999999998
2017-08-31,100,29.0,,0.29,28.999999999999996
2017-09-01,52,43.0,False,0.43,22.36
2017-09-02,25,43.0,,0.43,10.75
2017-09-03,38,43.0,,0.43,16.34
2017-09-04,33,43.0,,0.43,14.19
2017-09-05,45,43.0,,0.43,19.35
2017-09-06,36,43.0,,0.43,15.48
2017-09-07,63,43.0,,0.43,27.09
2017-09-08,54,43.0,,0.43,23.22
2017-09-09,33,43.0,,0.43,14.19
2017-09-10,43,43.0,,0.43,18.49
2017-09-11,56,43.0,,0.43,24.08
2017-09-12,68,43.0,,0.43,29.24
2017-09-13,76,43.0,,0.43,32.68
2017-09-14,68,43.0,,0.43,29.24
2017-09-15,38,43.0,,0.43,16.34
2017-09-16,39,43.0,,0.43,16.77
2017-09-17,55,43.0,,0.43,23.65
2017-09-18,94,43.0,,0.43,40.42
2017-09-19,78,43.0,,0.43,33.54
2017-09-20,70,43.0,,0.43,30.099999999999998
2017-09-21,72,43.0,,0.43,30.96
2017-09-22,61,43.0,,0.43,26.23
2017-09-23,48,43.0,,0.43,20.64
2017-09-24,51,43.0,,0.43,21.93
2017-09-25,100,43.0,,0.43,43.0
2017-09-26,71,43.0,,0.43,30.53
2017-09-27,66,43.0,,0.43,28.38
2017-09-28,64,43.0,,0.43,27.52
2017-09-29,61,43.0,,0.43,26.23
2017-09-30,42,43.0,,0.43,18.06
2017-10-01,50,57.0,False,0.57,28.499999999999996
2017-10-02,73,57.0,,0.57,41.61
2017-10-03,72,57.0,,0.57,41.04
2017-10-04,72,57.0,,0.57,41.04
2017-10-05,66,57.0,,0.57,37.62
2017-10-06,61,57.0,,0.57,34.769999999999996
2017-10-07,28,57.0,,0.57,15.959999999999999
2017-10-08,36,57.0,,0.57,20.52
2017-10-09,59,57.0,,0.57,33.629999999999995
2017-10-10,62,57.0,,0.57,35.339999999999996
2017-10-11,61,57.0,,0.57,34.769999999999996
2017-10-12,90,57.0,,0.57,51.3
2017-10-13,67,57.0,,0.57,38.19
2017-10-14,33,57.0,,0.57,18.81
2017-10-15,38,57.0,,0.57,21.659999999999997
2017-10-16,100,57.0,,0.57,56.99999999999999
2017-10-17,96,57.0,,0.57,54.72
2017-10-18,53,57.0,,0.57,30.209999999999997
2017-10-19,72,57.0,,0.57,41.04
2017-10-20,73,57.0,,0.57,41.61
2017-10-21,25,57.0,,0.57,14.249999999999998
2017-10-22,58,57.0,,0.57,33.059999999999995
2017-10-23,80,57.0,,0.57,45.599999999999994
2017-10-24,85,57.0,,0.57,48.449999999999996
2017-10-25,88,57.0,,0.57,50.16
2017-10-26,88,57.0,,0.57,50.16
2017-10-27,63,57.0,,0.57,35.91
2017-10-28,43,57.0,,0.57,24.509999999999998
2017-10-29,57,57.0,,0.57,32.489999999999995
2017-10-30,64,57.0,,0.57,36.48
2017-10-31,90,57.0,,0.57,51.3
2017-11-01,54,69.0,False,0.69,37.26
2017-11-02,50,69.0,,0.69,34.5
2017-11-03,43,69.0,,0.69,29.669999999999998
2017-11-04,20,69.0,,0.69,13.799999999999999
2017-11-05,20,69.0,,0.69,13.799999999999999
2017-11-06,46,69.0,,0.69,31.74
2017-11-07,52,69.0,,0.69,35.879999999999995
2017-11-08,47,69.0,,0.69,32.43
2017-11-09,63,69.0,,0.69,43.47
2017-11-10,37,69.0,,0.69,25.529999999999998
2017-11-11,22,69.0,,0.69,15.18
2017-11-12,35,69.0,,0.69,24.15
2017-11-13,63,69.0,,0.69,43.47
2017-11-14,41,69.0,,0.69,28.29
2017-11-15,58,69.0,,0.69,40.019999999999996
2017-11-16,60,69.0,,0.69,41.4
2017-11-17,40,69.0,,0.69,27.599999999999998
2017-11-18,21,69.0,,0.69,14.489999999999998
2017-11-19,41,69.0,,0.69,28.29
2017-11-20,54,69.0,,0.69,37.26
2017-11-21,37,69.0,,0.69,25.529999999999998
2017-11-22,29,69.0,,0.69,20.009999999999998
2017-11-23,21,69.0,,0.69,14.489999999999998
2017-11-24,17,69.0,,0.69,11.729999999999999
2017-11-25,29,69.0,,0.69,20.009999999999998
2017-11-26,30,69.0,,0.69,20.7
2017-11-27,47,69.0,,0.69,32.43
2017-11-28,65,69.0,,0.69,44.849999999999994
2017-11-29,100,69.0,,0.69,69.0
2017-11-30,80,69.0,,0.69,55.199999999999996
2017-12-01,76,56.0,False,0.56,42.56
2017-12-02,60,56.0,,0.56,33.6
2017-12-03,77,56.0,,0.56,43.120000000000005
2017-12-04,93,56.0,,0.56,52.080000000000005
2017-12-05,77,56.0,,0.56,43.120000000000005
2017-12-06,93,56.0,,0.56,52.080000000000005
2017-12-07,94,56.0,,0.56,52.64000000000001
2017-12-08,74,56.0,,0.56,41.440000000000005
2017-12-09,79,56.0,,0.56,44.24
2017-12-10,75,56.0,,0.56,42.00000000000001
2017-12-11,80,56.0,,0.56,44.800000000000004
2017-12-12,89,56.0,,0.56,49.84
2017-12-13,100,56.0,,0.56,56.00000000000001
2017-12-14,100,56.0,,0.56,56.00000000000001
2017-12-15,80,56.0,,0.56,44.800000000000004
2017-12-16,38,56.0,,0.56,21.28
2017-12-17,39,56.0,,0.56,21.840000000000003
2017-12-18,83,56.0,,0.56,46.480000000000004
2017-12-19,62,56.0,,0.56,34.720000000000006
2017-12-20,62,56.0,,0.56,34.720000000000006
2017-12-21,53,56.0,,0.56,29.680000000000003
2017-12-22,25,56.0,,0.56,14.000000000000002
2017-12-23,13,56.0,,0.56,7.280000000000001
2017-12-24,40,56.0,,0.56,22.400000000000002
2017-12-25,12,56.0,,0.56,6.720000000000001
2017-12-26,21,56.0,,0.56,11.760000000000002
2017-12-27,26,56.0,,0.56,14.560000000000002
2017-12-28,21,56.0,,0.56,11.760000000000002
2017-12-29,13,56.0,,0.56,7.280000000000001
2017-12-30,41,56.0,,0.56,22.96
2017-12-31,19,56.0,,0.56,10.64
2018-01-01,27,48.0,False,0.48,12.959999999999999
2018-01-02,45,48.0,,0.48,21.599999999999998
2018-01-03,46,48.0,,0.48,22.08
2018-01-04,55,48.0,,0.48,26.4
2018-01-05,64,48.0,,0.48,30.72
2018-01-06,35,48.0,,0.48,16.8
2018-01-07,39,48.0,,0.48,18.72
2018-01-08,59,48.0,,0.48,28.32
2018-01-09,77,48.0,,0.48,36.96
2018-01-10,95,48.0,,0.48,45.6
2018-01-11,84,48.0,,0.48,40.32
2018-01-12,61,48.0,,0.48,29.279999999999998
2018-01-13,37,48.0,,0.48,17.759999999999998
2018-01-14,31,48.0,,0.48,14.879999999999999
2018-01-15,38,48.0,,0.48,18.24
2018-01-16,72,48.0,,0.48,34.56
2018-01-17,58,48.0,,0.48,27.84
2018-01-18,87,48.0,,0.48,41.76
2018-01-19,61,48.0,,0.48,29.279999999999998
2018-01-20,27,48.0,,0.48,12.959999999999999
2018-01-21,51,48.0,,0.48,24.48
2018-01-22,81,48.0,,0.48,38.879999999999995
2018-01-23,92,48.0,,0.48,44.16
2018-01-24,82,48.0,,0.48,39.36
2018-01-25,67,48.0,,0.48,32.16
2018-01-26,91,48.0,,0.48,43.68
2018-01-27,44,48.0,,0.48,21.119999999999997
2018-01-28,59,48.0,,0.48,28.32
2018-01-29,100,48.0,,0.48,48.0
2018-01-30,80,48.0,,0.48,38.4
2018-01-31,82,48.0,,0.48,39.36
2018-02-01,60,65.0,False,0.65,39.0
2018-02-02,46,65.0,,0.65,29.900000000000002
2018-02-03,27,65.0,,0.65,17.55
2018-02-04,26,65.0,,0.65,16.900000000000002
2018-02-05,79,65.0,,0.65,51.35
2018-02-06,57,65.0,,0.65,37.050000000000004
2018-02-07,69,65.0,,0.65,44.85
