date,community bank_unscaled,community bank_monthly,isPartial,scale,community bank
2008-08-20,60,76.0,,0.76,45.6
2008-08-21,81,76.0,,0.76,61.56
2008-08-22,83,76.0,,0.76,63.08
2008-08-23,54,76.0,,0.76,41.04
2008-08-24,34,76.0,,0.76,25.84
2008-08-25,64,76.0,,0.76,48.64
2008-08-26,57,76.0,,0.76,43.32
2008-08-27,100,76.0,,0.76,76.0
2008-08-28,69,76.0,,0.76,52.44
2008-08-29,68,76.0,,0.76,51.68
2008-08-30,37,76.0,,0.76,28.12
2008-08-31,33,76.0,,0.76,25.080000000000002
2008-09-01,24,72.0,False,0.72,17.28
2008-09-02,70,72.0,,0.72,50.4
2008-09-03,57,72.0,,0.72,41.04
2008-09-04,74,72.0,,0.72,53.28
2008-09-05,68,72.0,,0.72,48.96
2008-09-06,41,72.0,,0.72,29.52
2008-09-07,41,72.0,,0.72,29.52
2008-09-08,66,72.0,,0.72,47.519999999999996
2008-09-09,75,72.0,,0.72,54.0
2008-09-10,53,72.0,,0.72,38.16
2008-09-11,71,72.0,,0.72,51.12
2008-09-12,82,72.0,,0.72,59.04
2008-09-13,52,72.0,,0.72,37.44
2008-09-14,45,72.0,,0.72,32.4
2008-09-15,89,72.0,,0.72,64.08
2008-09-16,100,72.0,,0.72,72.0
2008-09-17,71,72.0,,0.72,51.12
2008-09-18,91,72.0,,0.72,65.52
2008-09-19,74,72.0,,0.72,53.28
2008-09-20,66,72.0,,0.72,47.519999999999996
2008-09-21,53,72.0,,0.72,38.16
2008-09-22,75,72.0,,0.72,54.0
2008-09-23,62,72.0,,0.72,44.64
2008-09-24,73,72.0,,0.72,52.559999999999995
2008-09-25,50,72.0,,0.72,36.0
2008-09-26,81,72.0,,0.72,58.32
2008-09-27,73,72.0,,0.72,52.559999999999995
2008-09-28,34,72.0,,0.72,24.48
2008-09-29,79,72.0,,0.72,56.879999999999995
2008-09-30,64,72.0,,0.72,46.08
2008-10-01,100,74.0,False,0.74,74.0
2008-10-02,67,74.0,,0.74,49.58
2008-10-03,88,74.0,,0.74,65.12
2008-10-04,39,74.0,,0.74,28.86
2008-10-05,46,74.0,,0.74,34.04
2008-10-06,81,74.0,,0.74,59.94
2008-10-07,82,74.0,,0.74,60.68
2008-10-08,73,74.0,,0.74,54.019999999999996
2008-10-09,74,74.0,,0.74,54.76
2008-10-10,69,74.0,,0.74,51.06
2008-10-11,58,74.0,,0.74,42.92
2008-10-12,38,74.0,,0.74,28.12
2008-10-13,68,74.0,,0.74,50.32
2008-10-14,79,74.0,,0.74,58.46
2008-10-15,81,74.0,,0.74,59.94
2008-10-16,74,74.0,,0.74,54.76
2008-10-17,99,74.0,,0.74,73.26
2008-10-18,55,74.0,,0.74,40.7
2008-10-19,37,74.0,,0.74,27.38
2008-10-20,74,74.0,,0.74,54.76
2008-10-21,80,74.0,,0.74,59.2
2008-10-22,67,74.0,,0.74,49.58
2008-10-23,85,74.0,,0.74,62.9
2008-10-24,86,74.0,,0.74,63.64
2008-10-25,38,74.0,,0.74,28.12
2008-10-26,46,74.0,,0.74,34.04
2008-10-27,95,74.0,,0.74,70.3
2008-10-28,91,74.0,,0.74,67.34
2008-10-29,80,74.0,,0.74,59.2
2008-10-30,72,74.0,,0.74,53.28
2008-10-31,81,74.0,,0.74,59.94
2008-11-01,59,70.0,False,0.7,41.3
2008-11-02,43,70.0,,0.7,30.099999999999998
2008-11-03,88,70.0,,0.7,61.599999999999994
2008-11-04,76,70.0,,0.7,53.199999999999996
2008-11-05,91,70.0,,0.7,63.699999999999996
2008-11-06,77,70.0,,0.7,53.9
2008-11-07,73,70.0,,0.7,51.099999999999994
2008-11-08,58,70.0,,0.7,40.599999999999994
2008-11-09,37,70.0,,0.7,25.9
2008-11-10,100,70.0,,0.7,70.0
2008-11-11,81,70.0,,0.7,56.699999999999996
2008-11-12,81,70.0,,0.7,56.699999999999996
2008-11-13,84,70.0,,0.7,58.8
2008-11-14,93,70.0,,0.7,65.1
2008-11-15,62,70.0,,0.7,43.4
2008-11-16,48,70.0,,0.7,33.599999999999994
2008-11-17,85,70.0,,0.7,59.49999999999999
2008-11-18,96,70.0,,0.7,67.19999999999999
2008-11-19,93,70.0,,0.7,65.1
2008-11-20,71,70.0,,0.7,49.699999999999996
2008-11-21,79,70.0,,0.7,55.3
2008-11-22,72,70.0,,0.7,50.4
2008-11-23,42,70.0,,0.7,29.4
2008-11-24,72,70.0,,0.7,50.4
2008-11-25,94,70.0,,0.7,65.8
2008-11-26,78,70.0,,0.7,54.599999999999994
2008-11-27,47,70.0,,0.7,32.9
2008-11-28,77,70.0,,0.7,53.9
2008-11-29,58,70.0,,0.7,40.599999999999994
2008-11-30,59,70.0,,0.7,41.3
2008-12-01,88,73.0,False,0.73,64.24
2008-12-02,82,73.0,,0.73,59.86
2008-12-03,72,73.0,,0.73,52.56
2008-12-04,67,73.0,,0.73,48.91
2008-12-05,61,73.0,,0.73,44.53
2008-12-06,67,73.0,,0.73,48.91
2008-12-07,36,73.0,,0.73,26.28
2008-12-08,76,73.0,,0.73,55.48
2008-12-09,69,73.0,,0.73,50.37
2008-12-10,83,73.0,,0.73,60.589999999999996
2008-12-11,80,73.0,,0.73,58.4
2008-12-12,81,73.0,,0.73,59.129999999999995
2008-12-13,57,73.0,,0.73,41.61
2008-12-14,52,73.0,,0.73,37.96
2008-12-15,94,73.0,,0.73,68.62
2008-12-16,90,73.0,,0.73,65.7
2008-12-17,73,73.0,,0.73,53.29
2008-12-18,85,73.0,,0.73,62.05
2008-12-19,75,73.0,,0.73,54.75
2008-12-20,57,73.0,,0.73,41.61
2008-12-21,57,73.0,,0.73,41.61
2008-12-22,100,73.0,,0.73,73.0
2008-12-23,99,73.0,,0.73,72.27
2008-12-24,96,73.0,,0.73,70.08
2008-12-25,24,73.0,,0.73,17.52
2008-12-26,90,73.0,,0.73,65.7
2008-12-27,67,73.0,,0.73,48.91
2008-12-28,30,73.0,,0.73,21.9
2008-12-29,86,73.0,,0.73,62.78
2008-12-30,81,73.0,,0.73,59.129999999999995
2008-12-31,86,73.0,,0.73,62.78
2009-01-01,51,79.0,False,0.79,40.29
2009-01-02,84,79.0,,0.79,66.36
2009-01-03,51,79.0,,0.79,40.29
2009-01-04,28,79.0,,0.79,22.12
2009-01-05,72,79.0,,0.79,56.88
2009-01-06,68,79.0,,0.79,53.72
2009-01-07,65,79.0,,0.79,51.35
2009-01-08,77,79.0,,0.79,60.830000000000005
2009-01-09,100,79.0,,0.79,79.0
2009-01-10,56,79.0,,0.79,44.24
2009-01-11,29,79.0,,0.79,22.91
2009-01-12,69,79.0,,0.79,54.510000000000005
2009-01-13,72,79.0,,0.79,56.88
2009-01-14,76,79.0,,0.79,60.040000000000006
2009-01-15,83,79.0,,0.79,65.57000000000001
2009-01-16,70,79.0,,0.79,55.300000000000004
2009-01-17,57,79.0,,0.79,45.03
2009-01-18,36,79.0,,0.79,28.44
2009-01-19,62,79.0,,0.79,48.980000000000004
2009-01-20,72,79.0,,0.79,56.88
2009-01-21,79,79.0,,0.79,62.410000000000004
2009-01-22,76,79.0,,0.79,60.040000000000006
2009-01-23,56,79.0,,0.79,44.24
2009-01-24,46,79.0,,0.79,36.34
2009-01-25,41,79.0,,0.79,32.39
2009-01-26,67,79.0,,0.79,52.93
2009-01-27,54,79.0,,0.79,42.660000000000004
2009-01-28,58,79.0,,0.79,45.82
2009-01-29,89,79.0,,0.79,70.31
2009-01-30,83,79.0,,0.79,65.57000000000001
2009-01-31,47,79.0,,0.79,37.13
2009-02-01,42,80.0,False,0.8,33.6
2009-02-02,79,80.0,,0.8,63.2
2009-02-03,81,80.0,,0.8,64.8
2009-02-04,73,80.0,,0.8,58.400000000000006
2009-02-05,62,80.0,,0.8,49.6
2009-02-06,88,80.0,,0.8,70.4
2009-02-07,55,80.0,,0.8,44.0
2009-02-08,34,80.0,,0.8,27.200000000000003
2009-02-09,89,80.0,,0.8,71.2
2009-02-10,77,80.0,,0.8,61.6
2009-02-11,95,80.0,,0.8,76.0
2009-02-12,63,80.0,,0.8,50.400000000000006
2009-02-13,79,80.0,,0.8,63.2
2009-02-14,55,80.0,,0.8,44.0
2009-02-15,45,80.0,,0.8,36.0
2009-02-16,79,80.0,,0.8,63.2
2009-02-17,81,80.0,,0.8,64.8
2009-02-18,89,80.0,,0.8,71.2
2009-02-19,91,80.0,,0.8,72.8
2009-02-20,90,80.0,,0.8,72.0
2009-02-21,56,80.0,,0.8,44.800000000000004
2009-02-22,56,80.0,,0.8,44.800000000000004
2009-02-23,96,80.0,,0.8,76.80000000000001
2009-02-24,96,80.0,,0.8,76.80000000000001
2009-02-25,100,80.0,,0.8,80.0
2009-02-26,85,80.0,,0.8,68.0
2009-02-27,95,80.0,,0.8,76.0
2009-02-28,56,80.0,,0.8,44.800000000000004
2009-03-01,27,76.0,False,0.76,20.52
2009-03-02,61,76.0,,0.76,46.36
2009-03-03,83,76.0,,0.76,63.08
2009-03-04,68,76.0,,0.76,51.68
2009-03-05,69,76.0,,0.76,52.44
2009-03-06,52,76.0,,0.76,39.52
2009-03-07,63,76.0,,0.76,47.88
2009-03-08,29,76.0,,0.76,22.04
2009-03-09,68,76.0,,0.76,51.68
2009-03-10,74,76.0,,0.76,56.24
2009-03-11,64,76.0,,0.76,48.64
2009-03-12,70,76.0,,0.76,53.2
2009-03-13,60,76.0,,0.76,45.6
2009-03-14,40,76.0,,0.76,30.4
2009-03-15,34,76.0,,0.76,25.84
2009-03-16,50,76.0,,0.76,38.0
2009-03-17,57,76.0,,0.76,43.32
2009-03-18,85,76.0,,0.76,64.6
2009-03-19,57,76.0,,0.76,43.32
2009-03-20,100,76.0,,0.76,76.0
2009-03-21,49,76.0,,0.76,37.24
2009-03-22,20,76.0,,0.76,15.2
2009-03-23,55,76.0,,0.76,41.8
2009-03-24,76,76.0,,0.76,57.76
2009-03-25,62,76.0,,0.76,47.12
2009-03-26,91,76.0,,0.76,69.16
2009-03-27,80,76.0,,0.76,60.8
2009-03-28,22,76.0,,0.76,16.72
2009-03-29,42,76.0,,0.76,31.92
2009-03-30,76,76.0,,0.76,57.76
2009-03-31,75,76.0,,0.76,57.0
2009-04-01,68,73.0,False,0.73,49.64
2009-04-02,86,73.0,,0.73,62.78
2009-04-03,93,73.0,,0.73,67.89
2009-04-04,59,73.0,,0.73,43.07
2009-04-05,31,73.0,,0.73,22.63
2009-04-06,81,73.0,,0.73,59.129999999999995
2009-04-07,52,73.0,,0.73,37.96
2009-04-08,65,73.0,,0.73,47.449999999999996
2009-04-09,85,73.0,,0.73,62.05
2009-04-10,100,73.0,,0.73,73.0
2009-04-11,38,73.0,,0.73,27.74
2009-04-12,39,73.0,,0.73,28.47
2009-04-13,72,73.0,,0.73,52.56
2009-04-14,76,73.0,,0.73,55.48
2009-04-15,72,73.0,,0.73,52.56
2009-04-16,65,73.0,,0.73,47.449999999999996
2009-04-17,74,73.0,,0.73,54.019999999999996
2009-04-18,44,73.0,,0.73,32.12
2009-04-19,26,73.0,,0.73,18.98
2009-04-20,66,73.0,,0.73,48.18
2009-04-21,63,73.0,,0.73,45.99
2009-04-22,63,73.0,,0.73,45.99
2009-04-23,76,73.0,,0.73,55.48
2009-04-24,73,73.0,,0.73,53.29
2009-04-25,27,73.0,,0.73,19.71
2009-04-26,24,73.0,,0.73,17.52
2009-04-27,72,73.0,,0.73,52.56
2009-04-28,79,73.0,,0.73,57.67
2009-04-29,71,73.0,,0.73,51.83
2009-04-30,64,73.0,,0.73,46.72
2009-05-01,100,72.0,False,0.72,72.0
2009-05-02,82,72.0,,0.72,59.04
2009-05-03,46,72.0,,0.72,33.12
2009-05-04,86,72.0,,0.72,61.919999999999995
2009-05-05,84,72.0,,0.72,60.48
2009-05-06,76,72.0,,0.72,54.72
2009-05-07,100,72.0,,0.72,72.0
2009-05-08,92,72.0,,0.72,66.24
2009-05-09,52,72.0,,0.72,37.44
2009-05-10,33,72.0,,0.72,23.759999999999998
2009-05-11,67,72.0,,0.72,48.239999999999995
2009-05-12,100,72.0,,0.72,72.0
2009-05-13,70,72.0,,0.72,50.4
2009-05-14,86,72.0,,0.72,61.919999999999995
2009-05-15,67,72.0,,0.72,48.239999999999995
2009-05-16,56,72.0,,0.72,40.32
2009-05-17,42,72.0,,0.72,30.24
2009-05-18,91,72.0,,0.72,65.52
2009-05-19,84,72.0,,0.72,60.48
2009-05-20,76,72.0,,0.72,54.72
2009-05-21,92,72.0,,0.72,66.24
2009-05-22,88,72.0,,0.72,63.36
2009-05-23,51,72.0,,0.72,36.72
2009-05-24,34,72.0,,0.72,24.48
2009-05-25,29,72.0,,0.72,20.88
2009-05-26,83,72.0,,0.72,59.76
2009-05-27,82,72.0,,0.72,59.04
2009-05-28,93,72.0,,0.72,66.96
2009-05-29,78,72.0,,0.72,56.16
2009-05-30,54,72.0,,0.72,38.879999999999995
2009-05-31,42,72.0,,0.72,30.24
2009-06-01,85,78.0,False,0.78,66.3
2009-06-02,86,78.0,,0.78,67.08
2009-06-03,72,78.0,,0.78,56.160000000000004
2009-06-04,73,78.0,,0.78,56.940000000000005
2009-06-05,70,78.0,,0.78,54.6
2009-06-06,48,78.0,,0.78,37.44
2009-06-07,35,78.0,,0.78,27.3
2009-06-08,82,78.0,,0.78,63.96
2009-06-09,81,78.0,,0.78,63.18
2009-06-10,70,78.0,,0.78,54.6
2009-06-11,90,78.0,,0.78,70.2
2009-06-12,90,78.0,,0.78,70.2
2009-06-13,50,78.0,,0.78,39.0
2009-06-14,28,78.0,,0.78,21.84
2009-06-15,87,78.0,,0.78,67.86
2009-06-16,87,78.0,,0.78,67.86
2009-06-17,79,78.0,,0.78,61.620000000000005
2009-06-18,81,78.0,,0.78,63.18
2009-06-19,78,78.0,,0.78,60.84
2009-06-20,63,78.0,,0.78,49.14
2009-06-21,45,78.0,,0.78,35.1
2009-06-22,100,78.0,,0.78,78.0
2009-06-23,72,78.0,,0.78,56.160000000000004
2009-06-24,93,78.0,,0.78,72.54
2009-06-25,79,78.0,,0.78,61.620000000000005
2009-06-26,93,78.0,,0.78,72.54
2009-06-27,60,78.0,,0.78,46.800000000000004
2009-06-28,37,78.0,,0.78,28.86
2009-06-29,96,78.0,,0.78,74.88
2009-06-30,72,78.0,,0.78,56.160000000000004
2009-07-01,99,81.0,False,0.81,80.19000000000001
2009-07-02,97,81.0,,0.81,78.57000000000001
2009-07-03,63,81.0,,0.81,51.03
2009-07-04,50,81.0,,0.81,40.5
2009-07-05,38,81.0,,0.81,30.78
2009-07-06,96,81.0,,0.81,77.76
2009-07-07,66,81.0,,0.81,53.46
2009-07-08,90,81.0,,0.81,72.9
2009-07-09,65,81.0,,0.81,52.650000000000006
2009-07-10,85,81.0,,0.81,68.85000000000001
2009-07-11,81,81.0,,0.81,65.61
2009-07-12,45,81.0,,0.81,36.45
2009-07-13,76,81.0,,0.81,61.56
2009-07-14,87,81.0,,0.81,70.47
2009-07-15,95,81.0,,0.81,76.95
2009-07-16,100,81.0,,0.81,81.0
2009-07-17,90,81.0,,0.81,72.9
2009-07-18,30,81.0,,0.81,24.3
2009-07-19,50,81.0,,0.81,40.5
2009-07-20,91,81.0,,0.81,73.71000000000001
2009-07-21,74,81.0,,0.81,59.940000000000005
2009-07-22,85,81.0,,0.81,68.85000000000001
2009-07-23,89,81.0,,0.81,72.09
2009-07-24,75,81.0,,0.81,60.75000000000001
2009-07-25,51,81.0,,0.81,41.31
2009-07-26,55,81.0,,0.81,44.550000000000004
2009-07-27,92,81.0,,0.81,74.52000000000001
2009-07-28,61,81.0,,0.81,49.410000000000004
2009-07-29,66,81.0,,0.81,53.46
2009-07-30,96,81.0,,0.81,77.76
2009-07-31,71,81.0,,0.81,57.510000000000005
2009-08-01,60,80.0,False,0.8,48.0
2009-08-02,42,80.0,,0.8,33.6
2009-08-03,79,80.0,,0.8,63.2
2009-08-04,81,80.0,,0.8,64.8
2009-08-05,79,80.0,,0.8,63.2
2009-08-06,70,80.0,,0.8,56.0
2009-08-07,100,80.0,,0.8,80.0
2009-08-08,52,80.0,,0.8,41.6
2009-08-09,40,80.0,,0.8,32.0
2009-08-10,97,80.0,,0.8,77.60000000000001
2009-08-11,89,80.0,,0.8,71.2
2009-08-12,82,80.0,,0.8,65.60000000000001
2009-08-13,96,80.0,,0.8,76.80000000000001
2009-08-14,70,80.0,,0.8,56.0
2009-08-15,63,80.0,,0.8,50.400000000000006
2009-08-16,40,80.0,,0.8,32.0
2009-08-17,93,80.0,,0.8,74.4
2009-08-18,87,80.0,,0.8,69.60000000000001
2009-08-19,86,80.0,,0.8,68.8
2009-08-20,90,80.0,,0.8,72.0
2009-08-21,97,80.0,,0.8,77.60000000000001
2009-08-22,50,80.0,,0.8,40.0
2009-08-23,42,80.0,,0.8,33.6
2009-08-24,91,80.0,,0.8,72.8
2009-08-25,89,80.0,,0.8,71.2
2009-08-26,82,80.0,,0.8,65.60000000000001
2009-08-27,80,80.0,,0.8,64.0
2009-08-28,98,80.0,,0.8,78.4
2009-08-29,41,80.0,,0.8,32.800000000000004
2009-08-30,40,80.0,,0.8,32.0
2009-08-31,91,80.0,,0.8,72.8
2009-09-01,95,78.0,False,0.78,74.10000000000001
2009-09-02,78,78.0,,0.78,60.84
2009-09-03,77,78.0,,0.78,60.06
2009-09-04,87,78.0,,0.78,67.86
2009-09-05,58,78.0,,0.78,45.24
2009-09-06,48,78.0,,0.78,37.44
2009-09-07,39,78.0,,0.78,30.42
2009-09-08,84,78.0,,0.78,65.52
2009-09-09,82,78.0,,0.78,63.96
2009-09-10,90,78.0,,0.78,70.2
2009-09-11,85,78.0,,0.78,66.3
2009-09-12,47,78.0,,0.78,36.660000000000004
2009-09-13,41,78.0,,0.78,31.98
2009-09-14,80,78.0,,0.78,62.400000000000006
2009-09-15,95,78.0,,0.78,74.10000000000001
2009-09-16,88,78.0,,0.78,68.64
2009-09-17,89,78.0,,0.78,69.42
2009-09-18,92,78.0,,0.78,71.76
2009-09-19,68,78.0,,0.78,53.04
2009-09-20,58,78.0,,0.78,45.24
2009-09-21,81,78.0,,0.78,63.18
2009-09-22,78,78.0,,0.78,60.84
2009-09-23,67,78.0,,0.78,52.260000000000005
2009-09-24,100,78.0,,0.78,78.0
2009-09-25,73,78.0,,0.78,56.940000000000005
2009-09-26,50,78.0,,0.78,39.0
2009-09-27,45,78.0,,0.78,35.1
2009-09-28,96,78.0,,0.78,74.88
2009-09-29,81,78.0,,0.78,63.18
2009-09-30,80,78.0,,0.78,62.400000000000006
2009-10-01,90,73.0,False,0.73,65.7
2009-10-02,83,73.0,,0.73,60.589999999999996
2009-10-03,52,73.0,,0.73,37.96
2009-10-04,39,73.0,,0.73,28.47
2009-10-05,66,73.0,,0.73,48.18
2009-10-06,77,73.0,,0.73,56.21
2009-10-07,70,73.0,,0.73,51.1
2009-10-08,79,73.0,,0.73,57.67
2009-10-09,91,73.0,,0.73,66.42999999999999
2009-10-10,46,73.0,,0.73,33.58
2009-10-11,31,73.0,,0.73,22.63
2009-10-12,79,73.0,,0.73,57.67
2009-10-13,85,73.0,,0.73,62.05
2009-10-14,94,73.0,,0.73,68.62
2009-10-15,87,73.0,,0.73,63.51
2009-10-16,86,73.0,,0.73,62.78
2009-10-17,44,73.0,,0.73,32.12
2009-10-18,40,73.0,,0.73,29.2
2009-10-19,88,73.0,,0.73,64.24
2009-10-20,72,73.0,,0.73,52.56
2009-10-21,73,73.0,,0.73,53.29
2009-10-22,78,73.0,,0.73,56.94
2009-10-23,88,73.0,,0.73,64.24
2009-10-24,57,73.0,,0.73,41.61
2009-10-25,36,73.0,,0.73,26.28
2009-10-26,69,73.0,,0.73,50.37
2009-10-27,68,73.0,,0.73,49.64
2009-10-28,74,73.0,,0.73,54.019999999999996
2009-10-29,72,73.0,,0.73,52.56
2009-10-30,100,73.0,,0.73,73.0
2009-10-31,57,73.0,,0.73,41.61
2009-11-01,40,71.0,False,0.71,28.4
2009-11-02,95,71.0,,0.71,67.45
2009-11-03,79,71.0,,0.71,56.089999999999996
2009-11-04,80,71.0,,0.71,56.8
2009-11-05,67,71.0,,0.71,47.57
2009-11-06,76,71.0,,0.71,53.959999999999994
2009-11-07,63,71.0,,0.71,44.73
2009-11-08,39,71.0,,0.71,27.689999999999998
2009-11-09,84,71.0,,0.71,59.64
2009-11-10,71,71.0,,0.71,50.41
2009-11-11,71,71.0,,0.71,50.41
2009-11-12,71,71.0,,0.71,50.41
2009-11-13,93,71.0,,0.71,66.03
2009-11-14,68,71.0,,0.71,48.28
2009-11-15,52,71.0,,0.71,36.92
2009-11-16,86,71.0,,0.71,61.059999999999995
2009-11-17,89,71.0,,0.71,63.19
2009-11-18,100,71.0,,0.71,71.0
2009-11-19,72,71.0,,0.71,51.12
2009-11-20,75,71.0,,0.71,53.25
2009-11-21,53,71.0,,0.71,37.629999999999995
2009-11-22,27,71.0,,0.71,19.169999999999998
2009-11-23,92,71.0,,0.71,65.32
2009-11-24,61,71.0,,0.71,43.309999999999995
2009-11-25,94,71.0,,0.71,66.74
2009-11-26,21,71.0,,0.71,14.91
2009-11-27,81,71.0,,0.71,57.51
2009-11-28,55,71.0,,0.71,39.05
2009-11-29,31,71.0,,0.71,22.009999999999998
2009-11-30,76,71.0,,0.71,53.959999999999994
2009-12-01,71,78.0,False,0.78,55.38
2009-12-02,66,78.0,,0.78,51.480000000000004
2009-12-03,60,78.0,,0.78,46.800000000000004
2009-12-04,59,78.0,,0.78,46.02
2009-12-05,58,78.0,,0.78,45.24
2009-12-06,31,78.0,,0.78,24.18
2009-12-07,73,78.0,,0.78,56.940000000000005
2009-12-08,59,78.0,,0.78,46.02
2009-12-09,63,78.0,,0.78,49.14
2009-12-10,66,78.0,,0.78,51.480000000000004
2009-12-11,64,78.0,,0.78,49.92
2009-12-12,41,78.0,,0.78,31.98
2009-12-13,33,78.0,,0.78,25.740000000000002
2009-12-14,64,78.0,,0.78,49.92
2009-12-15,69,78.0,,0.78,53.82
2009-12-16,55,78.0,,0.78,42.9
2009-12-17,59,78.0,,0.78,46.02
2009-12-18,60,78.0,,0.78,46.800000000000004
2009-12-19,48,78.0,,0.78,37.44
2009-12-20,44,78.0,,0.78,34.32
2009-12-21,72,78.0,,0.78,56.160000000000004
2009-12-22,60,78.0,,0.78,46.800000000000004
2009-12-23,75,78.0,,0.78,58.5
2009-12-24,57,78.0,,0.78,44.46
2009-12-25,45,78.0,,0.78,35.1
2009-12-26,41,78.0,,0.78,31.98
2009-12-27,40,78.0,,0.78,31.200000000000003
2009-12-28,72,78.0,,0.78,56.160000000000004
2009-12-29,70,78.0,,0.78,54.6
2009-12-30,100,78.0,,0.78,78.0
2009-12-31,85,78.0,,0.78,66.3
2010-01-01,69,79.0,False,0.79,54.510000000000005
2010-01-02,40,79.0,,0.79,31.6
2010-01-03,37,79.0,,0.79,29.23
2010-01-04,100,79.0,,0.79,79.0
2010-01-05,88,79.0,,0.79,69.52000000000001
2010-01-06,86,79.0,,0.79,67.94
2010-01-07,69,79.0,,0.79,54.510000000000005
2010-01-08,75,79.0,,0.79,59.25
2010-01-09,62,79.0,,0.79,48.980000000000004
2010-01-10,33,79.0,,0.79,26.07
2010-01-11,99,79.0,,0.79,78.21000000000001
2010-01-12,79,79.0,,0.79,62.410000000000004
2010-01-13,73,79.0,,0.79,57.67
2010-01-14,88,79.0,,0.79,69.52000000000001
2010-01-15,86,79.0,,0.79,67.94
2010-01-16,63,79.0,,0.79,49.77
2010-01-17,33,79.0,,0.79,26.07
2010-01-18,64,79.0,,0.79,50.56
2010-01-19,76,79.0,,0.79,60.040000000000006
2010-01-20,95,79.0,,0.79,75.05
2010-01-21,81,79.0,,0.79,63.99
2010-01-22,91,79.0,,0.79,71.89
2010-01-23,37,79.0,,0.79,29.23
2010-01-24,40,79.0,,0.79,31.6
2010-01-25,74,79.0,,0.79,58.46
2010-01-26,61,79.0,,0.79,48.190000000000005
2010-01-27,78,79.0,,0.79,61.620000000000005
2010-01-28,83,79.0,,0.79,65.57000000000001
2010-01-29,89,79.0,,0.79,70.31
2010-01-30,72,79.0,,0.79,56.88
2010-01-31,52,79.0,,0.79,41.08
2010-02-01,89,79.0,False,0.79,70.31
2010-02-02,91,79.0,,0.79,71.89
2010-02-03,77,79.0,,0.79,60.830000000000005
2010-02-04,88,79.0,,0.79,69.52000000000001
2010-02-05,78,79.0,,0.79,61.620000000000005
2010-02-06,66,79.0,,0.79,52.14
2010-02-07,50,79.0,,0.79,39.5
2010-02-08,77,79.0,,0.79,60.830000000000005
2010-02-09,67,79.0,,0.79,52.93
2010-02-10,85,79.0,,0.79,67.15
2010-02-11,92,79.0,,0.79,72.68
2010-02-12,100,79.0,,0.79,79.0
2010-02-13,62,79.0,,0.79,48.980000000000004
2010-02-14,45,79.0,,0.79,35.550000000000004
2010-02-15,89,79.0,,0.79,70.31
2010-02-16,74,79.0,,0.79,58.46
2010-02-17,67,79.0,,0.79,52.93
2010-02-18,59,79.0,,0.79,46.61
2010-02-19,81,79.0,,0.79,63.99
2010-02-20,67,79.0,,0.79,52.93
2010-02-21,33,79.0,,0.79,26.07
2010-02-22,87,79.0,,0.79,68.73
2010-02-23,75,79.0,,0.79,59.25
2010-02-24,86,79.0,,0.79,67.94
2010-02-25,85,79.0,,0.79,67.15
2010-02-26,76,79.0,,0.79,60.040000000000006
2010-02-27,53,79.0,,0.79,41.870000000000005
2010-02-28,54,79.0,,0.79,42.660000000000004
2010-03-01,98,72.0,False,0.72,70.56
2010-03-02,84,72.0,,0.72,60.48
2010-03-03,92,72.0,,0.72,66.24
2010-03-04,88,72.0,,0.72,63.36
2010-03-05,94,72.0,,0.72,67.67999999999999
2010-03-06,65,72.0,,0.72,46.8
2010-03-07,42,72.0,,0.72,30.24
2010-03-08,78,72.0,,0.72,56.16
2010-03-09,81,72.0,,0.72,58.32
2010-03-10,91,72.0,,0.72,65.52
2010-03-11,86,72.0,,0.72,61.919999999999995
2010-03-12,99,72.0,,0.72,71.28
2010-03-13,70,72.0,,0.72,50.4
2010-03-14,45,72.0,,0.72,32.4
2010-03-15,99,72.0,,0.72,71.28
2010-03-16,76,72.0,,0.72,54.72
2010-03-17,86,72.0,,0.72,61.919999999999995
2010-03-18,87,72.0,,0.72,62.64
2010-03-19,98,72.0,,0.72,70.56
2010-03-20,41,72.0,,0.72,29.52
2010-03-21,43,72.0,,0.72,30.959999999999997
2010-03-22,92,72.0,,0.72,66.24
2010-03-23,87,72.0,,0.72,62.64
2010-03-24,74,72.0,,0.72,53.28
2010-03-25,98,72.0,,0.72,70.56
2010-03-26,100,72.0,,0.72,72.0
2010-03-27,52,72.0,,0.72,37.44
2010-03-28,48,72.0,,0.72,34.56
2010-03-29,83,72.0,,0.72,59.76
2010-03-30,73,72.0,,0.72,52.559999999999995
2010-03-31,96,72.0,,0.72,69.12
2010-04-01,80,77.0,False,0.77,61.6
2010-04-02,97,77.0,,0.77,74.69
2010-04-03,56,77.0,,0.77,43.120000000000005
2010-04-04,48,77.0,,0.77,36.96
2010-04-05,81,77.0,,0.77,62.370000000000005
2010-04-06,82,77.0,,0.77,63.14
2010-04-07,100,77.0,,0.77,77.0
2010-04-08,82,77.0,,0.77,63.14
2010-04-09,91,77.0,,0.77,70.07000000000001
2010-04-10,40,77.0,,0.77,30.8
2010-04-11,40,77.0,,0.77,30.8
2010-04-12,76,77.0,,0.77,58.52
2010-04-13,73,77.0,,0.77,56.21
2010-04-14,99,77.0,,0.77,76.23
2010-04-15,96,77.0,,0.77,73.92
2010-04-16,91,77.0,,0.77,70.07000000000001
2010-04-17,75,77.0,,0.77,57.75
2010-04-18,45,77.0,,0.77,34.65
2010-04-19,92,77.0,,0.77,70.84
2010-04-20,84,77.0,,0.77,64.68
