date,equity loan_unscaled,equity loan_monthly,isPartial,scale,equity loan
2016-05-16,62,56.0,,0.56,34.720000000000006
2016-05-17,67,56.0,,0.56,37.52
2016-05-18,86,56.0,,0.56,48.160000000000004
2016-05-19,78,56.0,,0.56,43.68000000000001
2016-05-20,54,56.0,,0.56,30.240000000000002
2016-05-21,43,56.0,,0.56,24.080000000000002
2016-05-22,56,56.0,,0.56,31.360000000000003
2016-05-23,55,56.0,,0.56,30.800000000000004
2016-05-24,87,56.0,,0.56,48.720000000000006
2016-05-25,66,56.0,,0.56,36.96
2016-05-26,57,56.0,,0.56,31.92
2016-05-27,35,56.0,,0.56,19.6
2016-05-28,65,56.0,,0.56,36.400000000000006
2016-05-29,45,56.0,,0.56,25.200000000000003
2016-05-30,46,56.0,,0.56,25.76
2016-05-31,94,56.0,,0.56,52.64000000000001
2016-06-01,100,59.0,False,0.59,59.0
2016-06-02,82,59.0,,0.59,48.379999999999995
2016-06-03,85,59.0,,0.59,50.15
2016-06-04,60,59.0,,0.59,35.4
2016-06-05,50,59.0,,0.59,29.5
2016-06-06,74,59.0,,0.59,43.66
2016-06-07,68,59.0,,0.59,40.12
2016-06-08,82,59.0,,0.59,48.379999999999995
2016-06-09,62,59.0,,0.59,36.58
2016-06-10,67,59.0,,0.59,39.53
2016-06-11,46,59.0,,0.59,27.139999999999997
2016-06-12,55,59.0,,0.59,32.449999999999996
2016-06-13,71,59.0,,0.59,41.89
2016-06-14,56,59.0,,0.59,33.04
2016-06-15,76,59.0,,0.59,44.839999999999996
2016-06-16,62,59.0,,0.59,36.58
2016-06-17,38,59.0,,0.59,22.419999999999998
2016-06-18,92,59.0,,0.59,54.279999999999994
2016-06-19,27,59.0,,0.59,15.93
2016-06-20,90,59.0,,0.59,53.099999999999994
2016-06-21,61,59.0,,0.59,35.989999999999995
2016-06-22,73,59.0,,0.59,43.07
2016-06-23,59,59.0,,0.59,34.809999999999995
2016-06-24,62,59.0,,0.59,36.58
2016-06-25,48,59.0,,0.59,28.32
2016-06-26,44,59.0,,0.59,25.959999999999997
2016-06-27,93,59.0,,0.59,54.87
2016-06-28,86,59.0,,0.59,50.739999999999995
2016-06-29,62,59.0,,0.59,36.58
2016-06-30,93,59.0,,0.59,54.87
2016-07-01,61,58.0,False,0.58,35.379999999999995
2016-07-02,37,58.0,,0.58,21.459999999999997
2016-07-03,42,58.0,,0.58,24.36
2016-07-04,32,58.0,,0.58,18.56
2016-07-05,64,58.0,,0.58,37.12
2016-07-06,100,58.0,,0.58,57.99999999999999
2016-07-07,62,58.0,,0.58,35.96
2016-07-08,45,58.0,,0.58,26.099999999999998
2016-07-09,40,58.0,,0.58,23.2
2016-07-10,53,58.0,,0.58,30.74
2016-07-11,83,58.0,,0.58,48.13999999999999
2016-07-12,66,58.0,,0.58,38.279999999999994
2016-07-13,74,58.0,,0.58,42.919999999999995
2016-07-14,70,58.0,,0.58,40.599999999999994
2016-07-15,43,58.0,,0.58,24.939999999999998
2016-07-16,53,58.0,,0.58,30.74
2016-07-17,57,58.0,,0.58,33.059999999999995
2016-07-18,72,58.0,,0.58,41.76
2016-07-19,84,58.0,,0.58,48.72
2016-07-20,80,58.0,,0.58,46.4
2016-07-21,59,58.0,,0.58,34.22
2016-07-22,64,58.0,,0.58,37.12
2016-07-23,52,58.0,,0.58,30.159999999999997
2016-07-24,69,58.0,,0.58,40.019999999999996
2016-07-25,58,58.0,,0.58,33.64
2016-07-26,71,58.0,,0.58,41.18
2016-07-27,61,58.0,,0.58,35.379999999999995
2016-07-28,68,58.0,,0.58,39.44
2016-07-29,76,58.0,,0.58,44.08
2016-07-30,75,58.0,,0.58,43.5
2016-07-31,79,58.0,,0.58,45.82
2016-08-01,83,58.0,False,0.58,48.13999999999999
2016-08-02,100,58.0,,0.58,57.99999999999999
2016-08-03,63,58.0,,0.58,36.54
2016-08-04,47,58.0,,0.58,27.259999999999998
2016-08-05,66,58.0,,0.58,38.279999999999994
2016-08-06,47,58.0,,0.58,27.259999999999998
2016-08-07,38,58.0,,0.58,22.04
2016-08-08,87,58.0,,0.58,50.459999999999994
2016-08-09,79,58.0,,0.58,45.82
2016-08-10,41,58.0,,0.58,23.779999999999998
2016-08-11,74,58.0,,0.58,42.919999999999995
2016-08-12,71,58.0,,0.58,41.18
2016-08-13,61,58.0,,0.58,35.379999999999995
2016-08-14,81,58.0,,0.58,46.98
2016-08-15,64,58.0,,0.58,37.12
2016-08-16,85,58.0,,0.58,49.3
2016-08-17,67,58.0,,0.58,38.86
2016-08-18,63,58.0,,0.58,36.54
2016-08-19,42,58.0,,0.58,24.36
2016-08-20,83,58.0,,0.58,48.13999999999999
2016-08-21,48,58.0,,0.58,27.839999999999996
2016-08-22,53,58.0,,0.58,30.74
2016-08-23,73,58.0,,0.58,42.339999999999996
2016-08-24,68,58.0,,0.58,39.44
2016-08-25,68,58.0,,0.58,39.44
2016-08-26,31,58.0,,0.58,17.98
2016-08-27,68,58.0,,0.58,39.44
2016-08-28,54,58.0,,0.58,31.319999999999997
2016-08-29,52,58.0,,0.58,30.159999999999997
2016-08-30,74,58.0,,0.58,42.919999999999995
2016-08-31,74,58.0,,0.58,42.919999999999995
2016-09-01,83,53.0,False,0.53,43.99
2016-09-02,62,53.0,,0.53,32.86
2016-09-03,48,53.0,,0.53,25.44
2016-09-04,38,53.0,,0.53,20.14
2016-09-05,53,53.0,,0.53,28.09
2016-09-06,68,53.0,,0.53,36.04
2016-09-07,55,53.0,,0.53,29.150000000000002
2016-09-08,43,53.0,,0.53,22.790000000000003
2016-09-09,60,53.0,,0.53,31.8
2016-09-10,36,53.0,,0.53,19.080000000000002
2016-09-11,25,53.0,,0.53,13.25
2016-09-12,34,53.0,,0.53,18.02
2016-09-13,58,53.0,,0.53,30.740000000000002
2016-09-14,77,53.0,,0.53,40.81
2016-09-15,59,53.0,,0.53,31.270000000000003
2016-09-16,35,53.0,,0.53,18.55
2016-09-17,26,53.0,,0.53,13.780000000000001
2016-09-18,63,53.0,,0.53,33.39
2016-09-19,66,53.0,,0.53,34.980000000000004
2016-09-20,88,53.0,,0.53,46.64
2016-09-21,70,53.0,,0.53,37.1
2016-09-22,44,53.0,,0.53,23.32
2016-09-23,58,53.0,,0.53,30.740000000000002
2016-09-24,34,53.0,,0.53,18.02
2016-09-25,36,53.0,,0.53,19.080000000000002
2016-09-26,100,53.0,,0.53,53.0
2016-09-27,49,53.0,,0.53,25.970000000000002
2016-09-28,62,53.0,,0.53,32.86
2016-09-29,65,53.0,,0.53,34.45
2016-09-30,25,53.0,,0.53,13.25
2016-10-01,42,50.0,False,0.5,21.0
2016-10-02,71,50.0,,0.5,35.5
2016-10-03,95,50.0,,0.5,47.5
2016-10-04,61,50.0,,0.5,30.5
2016-10-05,80,50.0,,0.5,40.0
2016-10-06,65,50.0,,0.5,32.5
2016-10-07,43,50.0,,0.5,21.5
2016-10-08,42,50.0,,0.5,21.0
2016-10-09,72,50.0,,0.5,36.0
2016-10-10,75,50.0,,0.5,37.5
2016-10-11,70,50.0,,0.5,35.0
2016-10-12,73,50.0,,0.5,36.5
2016-10-13,47,50.0,,0.5,23.5
2016-10-14,56,50.0,,0.5,28.0
2016-10-15,100,50.0,,0.5,50.0
2016-10-16,73,50.0,,0.5,36.5
2016-10-17,92,50.0,,0.5,46.0
2016-10-18,84,50.0,,0.5,42.0
2016-10-19,86,50.0,,0.5,43.0
2016-10-20,81,50.0,,0.5,40.5
2016-10-21,40,50.0,,0.5,20.0
2016-10-22,29,50.0,,0.5,14.5
2016-10-23,56,50.0,,0.5,28.0
2016-10-24,95,50.0,,0.5,47.5
2016-10-25,84,50.0,,0.5,42.0
2016-10-26,80,50.0,,0.5,40.0
2016-10-27,73,50.0,,0.5,36.5
2016-10-28,96,50.0,,0.5,48.0
2016-10-29,56,50.0,,0.5,28.0
2016-10-30,58,50.0,,0.5,29.0
2016-10-31,38,50.0,,0.5,19.0
2016-11-01,45,52.0,False,0.52,23.400000000000002
2016-11-02,49,52.0,,0.52,25.48
2016-11-03,30,52.0,,0.52,15.600000000000001
2016-11-04,35,52.0,,0.52,18.2
2016-11-05,30,52.0,,0.52,15.600000000000001
2016-11-06,43,52.0,,0.52,22.36
2016-11-07,42,52.0,,0.52,21.84
2016-11-08,76,52.0,,0.52,39.52
2016-11-09,34,52.0,,0.52,17.68
2016-11-10,37,52.0,,0.52,19.240000000000002
2016-11-11,39,52.0,,0.52,20.28
2016-11-12,15,52.0,,0.52,7.800000000000001
2016-11-13,36,52.0,,0.52,18.72
2016-11-14,72,52.0,,0.52,37.44
2016-11-15,43,52.0,,0.52,22.36
2016-11-16,55,52.0,,0.52,28.6
2016-11-17,43,52.0,,0.52,22.36
2016-11-18,70,52.0,,0.52,36.4
2016-11-19,100,52.0,,0.52,52.0
2016-11-20,47,52.0,,0.52,24.44
2016-11-21,61,52.0,,0.52,31.720000000000002
2016-11-22,75,52.0,,0.52,39.0
2016-11-23,47,52.0,,0.52,24.44
2016-11-24,29,52.0,,0.52,15.08
2016-11-25,10,52.0,,0.52,5.2
2016-11-26,35,52.0,,0.52,18.2
2016-11-27,55,52.0,,0.52,28.6
2016-11-28,73,52.0,,0.52,37.96
2016-11-29,71,52.0,,0.52,36.92
2016-11-30,61,52.0,,0.52,31.720000000000002
2016-12-01,63,46.0,False,0.46,28.98
2016-12-02,72,46.0,,0.46,33.120000000000005
2016-12-03,40,46.0,,0.46,18.400000000000002
2016-12-04,85,46.0,,0.46,39.1
2016-12-05,99,46.0,,0.46,45.54
2016-12-06,84,46.0,,0.46,38.64
2016-12-07,100,46.0,,0.46,46.0
2016-12-08,71,46.0,,0.46,32.660000000000004
2016-12-09,82,46.0,,0.46,37.72
2016-12-10,83,46.0,,0.46,38.18
2016-12-11,44,46.0,,0.46,20.240000000000002
2016-12-12,73,46.0,,0.46,33.58
2016-12-13,86,46.0,,0.46,39.56
2016-12-14,92,46.0,,0.46,42.32
2016-12-15,51,46.0,,0.46,23.46
2016-12-16,93,46.0,,0.46,42.78
2016-12-17,25,46.0,,0.46,11.5
2016-12-18,46,46.0,,0.46,21.16
2016-12-19,48,46.0,,0.46,22.080000000000002
2016-12-20,36,46.0,,0.46,16.560000000000002
2016-12-21,65,46.0,,0.46,29.900000000000002
2016-12-22,43,46.0,,0.46,19.78
2016-12-23,58,46.0,,0.46,26.68
2016-12-24,27,46.0,,0.46,12.42
2016-12-25,29,46.0,,0.46,13.34
2016-12-26,72,46.0,,0.46,33.120000000000005
2016-12-27,78,46.0,,0.46,35.88
2016-12-28,88,46.0,,0.46,40.480000000000004
2016-12-29,78,46.0,,0.46,35.88
2016-12-30,38,46.0,,0.46,17.48
2016-12-31,64,46.0,,0.46,29.44
2017-01-01,32,56.0,False,0.56,17.92
2017-01-02,28,56.0,,0.56,15.680000000000001
2017-01-03,76,56.0,,0.56,42.56
2017-01-04,100,56.0,,0.56,56.00000000000001
2017-01-05,70,56.0,,0.56,39.2
2017-01-06,50,56.0,,0.56,28.000000000000004
2017-01-07,71,56.0,,0.56,39.760000000000005
2017-01-08,49,56.0,,0.56,27.44
2017-01-09,73,56.0,,0.56,40.88
2017-01-10,56,56.0,,0.56,31.360000000000003
2017-01-11,59,56.0,,0.56,33.040000000000006
2017-01-12,66,56.0,,0.56,36.96
2017-01-13,49,56.0,,0.56,27.44
2017-01-14,37,56.0,,0.56,20.720000000000002
2017-01-15,39,56.0,,0.56,21.840000000000003
2017-01-16,58,56.0,,0.56,32.480000000000004
2017-01-17,87,56.0,,0.56,48.720000000000006
2017-01-18,73,56.0,,0.56,40.88
2017-01-19,87,56.0,,0.56,48.720000000000006
2017-01-20,67,56.0,,0.56,37.52
2017-01-21,59,56.0,,0.56,33.040000000000006
2017-01-22,47,56.0,,0.56,26.320000000000004
2017-01-23,69,56.0,,0.56,38.64
2017-01-24,61,56.0,,0.56,34.160000000000004
2017-01-25,67,56.0,,0.56,37.52
2017-01-26,52,56.0,,0.56,29.120000000000005
2017-01-27,63,56.0,,0.56,35.28
2017-01-28,34,56.0,,0.56,19.040000000000003
2017-01-29,56,56.0,,0.56,31.360000000000003
2017-01-30,52,56.0,,0.56,29.120000000000005
2017-01-31,89,56.0,,0.56,49.84
2017-02-01,70,61.0,False,0.61,42.699999999999996
2017-02-02,70,61.0,,0.61,42.699999999999996
2017-02-03,70,61.0,,0.61,42.699999999999996
2017-02-04,66,61.0,,0.61,40.26
2017-02-05,75,61.0,,0.61,45.75
2017-02-06,91,61.0,,0.61,55.51
2017-02-07,84,61.0,,0.61,51.24
2017-02-08,71,61.0,,0.61,43.31
2017-02-09,70,61.0,,0.61,42.699999999999996
2017-02-10,62,61.0,,0.61,37.82
2017-02-11,54,61.0,,0.61,32.94
2017-02-12,75,61.0,,0.61,45.75
2017-02-13,79,61.0,,0.61,48.19
2017-02-14,59,61.0,,0.61,35.99
2017-02-15,66,61.0,,0.61,40.26
2017-02-16,72,61.0,,0.61,43.92
2017-02-17,51,61.0,,0.61,31.11
2017-02-18,50,61.0,,0.61,30.5
2017-02-19,69,61.0,,0.61,42.089999999999996
2017-02-20,70,61.0,,0.61,42.699999999999996
2017-02-21,69,61.0,,0.61,42.089999999999996
2017-02-22,100,61.0,,0.61,61.0
2017-02-23,68,61.0,,0.61,41.48
2017-02-24,58,61.0,,0.61,35.38
2017-02-25,74,61.0,,0.61,45.14
2017-02-26,68,61.0,,0.61,41.48
2017-02-27,97,61.0,,0.61,59.17
2017-02-28,95,61.0,,0.61,57.949999999999996
2017-03-01,65,67.0,False,0.67,43.550000000000004
2017-03-02,54,67.0,,0.67,36.18
2017-03-03,54,67.0,,0.67,36.18
2017-03-04,67,67.0,,0.67,44.89
2017-03-05,56,67.0,,0.67,37.52
2017-03-06,71,67.0,,0.67,47.57
2017-03-07,60,67.0,,0.67,40.2
2017-03-08,59,67.0,,0.67,39.53
2017-03-09,65,67.0,,0.67,43.550000000000004
2017-03-10,58,67.0,,0.67,38.86
2017-03-11,50,67.0,,0.67,33.5
2017-03-12,47,67.0,,0.67,31.490000000000002
2017-03-13,62,67.0,,0.67,41.54
2017-03-14,54,67.0,,0.67,36.18
2017-03-15,59,67.0,,0.67,39.53
2017-03-16,45,67.0,,0.67,30.150000000000002
2017-03-17,64,67.0,,0.67,42.88
2017-03-18,72,67.0,,0.67,48.24
2017-03-19,50,67.0,,0.67,33.5
2017-03-20,86,67.0,,0.67,57.620000000000005
2017-03-21,100,67.0,,0.67,67.0
2017-03-22,55,67.0,,0.67,36.85
2017-03-23,60,67.0,,0.67,40.2
2017-03-24,56,67.0,,0.67,37.52
2017-03-25,51,67.0,,0.67,34.17
2017-03-26,51,67.0,,0.67,34.17
2017-03-27,84,67.0,,0.67,56.28
2017-03-28,48,67.0,,0.67,32.160000000000004
2017-03-29,57,67.0,,0.67,38.190000000000005
2017-03-30,84,67.0,,0.67,56.28
2017-03-31,53,67.0,,0.67,35.510000000000005
2017-04-01,61,71.0,False,0.71,43.309999999999995
2017-04-02,60,71.0,,0.71,42.599999999999994
2017-04-03,74,71.0,,0.71,52.54
2017-04-04,75,71.0,,0.71,53.25
2017-04-05,94,71.0,,0.71,66.74
2017-04-06,65,71.0,,0.71,46.15
2017-04-07,70,71.0,,0.71,49.699999999999996
2017-04-08,53,71.0,,0.71,37.629999999999995
2017-04-09,69,71.0,,0.71,48.989999999999995
2017-04-10,79,71.0,,0.71,56.089999999999996
2017-04-11,75,71.0,,0.71,53.25
2017-04-12,82,71.0,,0.71,58.22
2017-04-13,69,71.0,,0.71,48.989999999999995
2017-04-14,61,71.0,,0.71,43.309999999999995
2017-04-15,62,71.0,,0.71,44.019999999999996
2017-04-16,62,71.0,,0.71,44.019999999999996
2017-04-17,100,71.0,,0.71,71.0
2017-04-18,97,71.0,,0.71,68.86999999999999
2017-04-19,80,71.0,,0.71,56.8
2017-04-20,70,71.0,,0.71,49.699999999999996
2017-04-21,51,71.0,,0.71,36.21
2017-04-22,54,71.0,,0.71,38.339999999999996
2017-04-23,61,71.0,,0.71,43.309999999999995
2017-04-24,82,71.0,,0.71,58.22
2017-04-25,92,71.0,,0.71,65.32
2017-04-26,71,71.0,,0.71,50.41
2017-04-27,72,71.0,,0.71,51.12
2017-04-28,60,71.0,,0.71,42.599999999999994
2017-04-29,48,71.0,,0.71,34.08
2017-04-30,83,71.0,,0.71,58.93
2017-05-01,90,71.0,False,0.71,63.9
2017-05-02,88,71.0,,0.71,62.48
2017-05-03,90,71.0,,0.71,63.9
2017-05-04,69,71.0,,0.71,48.989999999999995
2017-05-05,66,71.0,,0.71,46.86
2017-05-06,72,71.0,,0.71,51.12
2017-05-07,73,71.0,,0.71,51.83
2017-05-08,78,71.0,,0.71,55.379999999999995
2017-05-09,98,71.0,,0.71,69.58
2017-05-10,77,71.0,,0.71,54.669999999999995
2017-05-11,62,71.0,,0.71,44.019999999999996
2017-05-12,76,71.0,,0.71,53.959999999999994
2017-05-13,62,71.0,,0.71,44.019999999999996
2017-05-14,85,71.0,,0.71,60.349999999999994
2017-05-15,100,71.0,,0.71,71.0
2017-05-16,80,71.0,,0.71,56.8
2017-05-17,93,71.0,,0.71,66.03
2017-05-18,64,71.0,,0.71,45.44
2017-05-19,88,71.0,,0.71,62.48
2017-05-20,24,71.0,,0.71,17.04
2017-05-21,62,71.0,,0.71,44.019999999999996
2017-05-22,64,71.0,,0.71,45.44
2017-05-23,94,71.0,,0.71,66.74
2017-05-24,65,71.0,,0.71,46.15
2017-05-25,42,71.0,,0.71,29.82
2017-05-26,66,71.0,,0.71,46.86
2017-05-27,51,71.0,,0.71,36.21
2017-05-28,74,71.0,,0.71,52.54
2017-05-29,90,71.0,,0.71,63.9
2017-05-30,69,71.0,,0.71,48.989999999999995
2017-05-31,72,71.0,,0.71,51.12
2017-06-01,69,70.0,False,0.7,48.3
2017-06-02,60,70.0,,0.7,42.0
2017-06-03,50,70.0,,0.7,35.0
2017-06-04,78,70.0,,0.7,54.599999999999994
2017-06-05,99,70.0,,0.7,69.3
2017-06-06,75,70.0,,0.7,52.5
2017-06-07,67,70.0,,0.7,46.9
2017-06-08,81,70.0,,0.7,56.699999999999996
2017-06-09,86,70.0,,0.7,60.199999999999996
2017-06-10,52,70.0,,0.7,36.4
2017-06-11,68,70.0,,0.7,47.599999999999994
2017-06-12,80,70.0,,0.7,56.0
2017-06-13,90,70.0,,0.7,62.99999999999999
2017-06-14,81,70.0,,0.7,56.699999999999996
2017-06-15,58,70.0,,0.7,40.599999999999994
2017-06-16,73,70.0,,0.7,51.099999999999994
2017-06-17,55,70.0,,0.7,38.5
2017-06-18,45,70.0,,0.7,31.499999999999996
2017-06-19,94,70.0,,0.7,65.8
2017-06-20,92,70.0,,0.7,64.39999999999999
2017-06-21,63,70.0,,0.7,44.099999999999994
2017-06-22,72,70.0,,0.7,50.4
2017-06-23,76,70.0,,0.7,53.199999999999996
2017-06-24,55,70.0,,0.7,38.5
2017-06-25,72,70.0,,0.7,50.4
2017-06-26,99,70.0,,0.7,69.3
2017-06-27,96,70.0,,0.7,67.19999999999999
2017-06-28,100,70.0,,0.7,70.0
2017-06-29,64,70.0,,0.7,44.8
2017-06-30,50,70.0,,0.7,35.0
2017-07-01,55,76.0,False,0.76,41.8
2017-07-02,55,76.0,,0.76,41.8
2017-07-03,73,76.0,,0.76,55.480000000000004
2017-07-04,78,76.0,,0.76,59.28
2017-07-05,88,76.0,,0.76,66.88
2017-07-06,78,76.0,,0.76,59.28
2017-07-07,77,76.0,,0.76,58.52
2017-07-08,76,76.0,,0.76,57.76
2017-07-09,83,76.0,,0.76,63.08
2017-07-10,91,76.0,,0.76,69.16
2017-07-11,81,76.0,,0.76,61.56
2017-07-12,84,76.0,,0.76,63.84
2017-07-13,73,76.0,,0.76,55.480000000000004
2017-07-14,81,76.0,,0.76,61.56
2017-07-15,41,76.0,,0.76,31.16
2017-07-16,44,76.0,,0.76,33.44
2017-07-17,100,76.0,,0.76,76.0
2017-07-18,72,76.0,,0.76,54.72
2017-07-19,84,76.0,,0.76,63.84
2017-07-20,90,76.0,,0.76,68.4
2017-07-21,66,76.0,,0.76,50.160000000000004
2017-07-22,60,76.0,,0.76,45.6
2017-07-23,58,76.0,,0.76,44.08
2017-07-24,81,76.0,,0.76,61.56
2017-07-25,85,76.0,,0.76,64.6
2017-07-26,71,76.0,,0.76,53.96
2017-07-27,72,76.0,,0.76,54.72
2017-07-28,62,76.0,,0.76,47.12
2017-07-29,59,76.0,,0.76,44.84
2017-07-30,46,76.0,,0.76,34.96
2017-07-31,68,76.0,,0.76,51.68
2017-08-01,84,73.0,False,0.73,61.32
2017-08-02,65,73.0,,0.73,47.449999999999996
2017-08-03,76,73.0,,0.73,55.48
2017-08-04,65,73.0,,0.73,47.449999999999996
2017-08-05,62,73.0,,0.73,45.26
2017-08-06,64,73.0,,0.73,46.72
2017-08-07,100,73.0,,0.73,73.0
2017-08-08,91,73.0,,0.73,66.42999999999999
2017-08-09,64,73.0,,0.73,46.72
2017-08-10,68,73.0,,0.73,49.64
2017-08-11,59,73.0,,0.73,43.07
2017-08-12,56,73.0,,0.73,40.879999999999995
2017-08-13,48,73.0,,0.73,35.04
2017-08-14,73,73.0,,0.73,53.29
2017-08-15,81,73.0,,0.73,59.129999999999995
2017-08-16,95,73.0,,0.73,69.35
2017-08-17,77,73.0,,0.73,56.21
2017-08-18,64,73.0,,0.73,46.72
2017-08-19,66,73.0,,0.73,48.18
2017-08-20,50,73.0,,0.73,36.5
2017-08-21,55,73.0,,0.73,40.15
2017-08-22,79,73.0,,0.73,57.67
2017-08-23,60,73.0,,0.73,43.8
2017-08-24,84,73.0,,0.73,61.32
2017-08-25,83,73.0,,0.73,60.589999999999996
2017-08-26,54,73.0,,0.73,39.42
2017-08-27,55,73.0,,0.73,40.15
2017-08-28,71,73.0,,0.73,51.83
2017-08-29,87,73.0,,0.73,63.51
2017-08-30,69,73.0,,0.73,50.37
2017-08-31,62,73.0,,0.73,45.26
2017-09-01,71,69.0,False,0.69,48.989999999999995
2017-09-02,79,69.0,,0.69,54.51
2017-09-03,38,69.0,,0.69,26.22
2017-09-04,78,69.0,,0.69,53.81999999999999
2017-09-05,83,69.0,,0.69,57.269999999999996
2017-09-06,69,69.0,,0.69,47.61
2017-09-07,71,69.0,,0.69,48.989999999999995
2017-09-08,64,69.0,,0.69,44.16
2017-09-09,50,69.0,,0.69,34.5
2017-09-10,69,69.0,,0.69,47.61
2017-09-11,81,69.0,,0.69,55.88999999999999
2017-09-12,78,69.0,,0.69,53.81999999999999
2017-09-13,81,69.0,,0.69,55.88999999999999
2017-09-14,87,69.0,,0.69,60.029999999999994
2017-09-15,72,69.0,,0.69,49.67999999999999
2017-09-16,64,69.0,,0.69,44.16
2017-09-17,46,69.0,,0.69,31.74
2017-09-18,73,69.0,,0.69,50.37
2017-09-19,100,69.0,,0.69,69.0
2017-09-20,63,69.0,,0.69,43.47
2017-09-21,67,69.0,,0.69,46.23
2017-09-22,77,69.0,,0.69,53.129999999999995
2017-09-23,69,69.0,,0.69,47.61
2017-09-24,52,69.0,,0.69,35.879999999999995
2017-09-25,71,69.0,,0.69,48.989999999999995
2017-09-26,84,69.0,,0.69,57.959999999999994
2017-09-27,77,69.0,,0.69,53.129999999999995
2017-09-28,66,69.0,,0.69,45.54
2017-09-29,75,69.0,,0.69,51.74999999999999
2017-09-30,51,69.0,,0.69,35.19
2017-10-01,65,69.0,False,0.69,44.849999999999994
2017-10-02,75,69.0,,0.69,51.74999999999999
2017-10-03,89,69.0,,0.69,61.41
2017-10-04,93,69.0,,0.69,64.17
2017-10-05,92,69.0,,0.69,63.48
2017-10-06,62,69.0,,0.69,42.779999999999994
2017-10-07,50,69.0,,0.69,34.5
2017-10-08,78,69.0,,0.69,53.81999999999999
2017-10-09,100,69.0,,0.69,69.0
2017-10-10,80,69.0,,0.69,55.199999999999996
2017-10-11,68,69.0,,0.69,46.919999999999995
2017-10-12,86,69.0,,0.69,59.339999999999996
2017-10-13,98,69.0,,0.69,67.61999999999999
2017-10-14,62,69.0,,0.69,42.779999999999994
2017-10-15,59,69.0,,0.69,40.709999999999994
2017-10-16,93,69.0,,0.69,64.17
2017-10-17,77,69.0,,0.69,53.129999999999995
2017-10-18,84,69.0,,0.69,57.959999999999994
2017-10-19,90,69.0,,0.69,62.099999999999994
2017-10-20,80,69.0,,0.69,55.199999999999996
2017-10-21,60,69.0,,0.69,41.4
2017-10-22,72,69.0,,0.69,49.67999999999999
2017-10-23,98,69.0,,0.69,67.61999999999999
2017-10-24,81,69.0,,0.69,55.88999999999999
2017-10-25,91,69.0,,0.69,62.78999999999999
2017-10-26,71,69.0,,0.69,48.989999999999995
2017-10-27,69,69.0,,0.69,47.61
2017-10-28,61,69.0,,0.69,42.089999999999996
2017-10-29,42,69.0,,0.69,28.979999999999997
2017-10-30,91,69.0,,0.69,62.78999999999999
2017-10-31,73,69.0,,0.69,50.37
2017-11-01,80,58.0,False,0.58,46.4
2017-11-02,97,58.0,,0.58,56.26
2017-11-03,90,58.0,,0.58,52.199999999999996
2017-11-04,64,58.0,,0.58,37.12
2017-11-05,70,58.0,,0.58,40.599999999999994
2017-11-06,73,58.0,,0.58,42.339999999999996
2017-11-07,90,58.0,,0.58,52.199999999999996
2017-11-08,89,58.0,,0.58,51.62
2017-11-09,87,58.0,,0.58,50.459999999999994
2017-11-10,80,58.0,,0.58,46.4
2017-11-11,57,58.0,,0.58,33.059999999999995
2017-11-12,61,58.0,,0.58,35.379999999999995
2017-11-13,100,58.0,,0.58,57.99999999999999
2017-11-14,93,58.0,,0.58,53.94
2017-11-15,89,58.0,,0.58,51.62
2017-11-16,94,58.0,,0.58,54.519999999999996
2017-11-17,69,58.0,,0.58,40.019999999999996
2017-11-18,36,58.0,,0.58,20.88
2017-11-19,66,58.0,,0.58,38.279999999999994
2017-11-20,73,58.0,,0.58,42.339999999999996
2017-11-21,66,58.0,,0.58,38.279999999999994
2017-11-22,64,58.0,,0.58,37.12
2017-11-23,53,58.0,,0.58,30.74
2017-11-24,55,58.0,,0.58,31.9
2017-11-25,55,58.0,,0.58,31.9
2017-11-26,43,58.0,,0.58,24.939999999999998
2017-11-27,66,58.0,,0.58,38.279999999999994
2017-11-28,84,58.0,,0.58,48.72
2017-11-29,63,58.0,,0.58,36.54
2017-11-30,66,58.0,,0.58,38.279999999999994
2017-12-01,63,59.0,False,0.59,37.169999999999995
2017-12-02,61,59.0,,0.59,35.989999999999995
2017-12-03,43,59.0,,0.59,25.369999999999997
2017-12-04,67,59.0,,0.59,39.53
2017-12-05,64,59.0,,0.59,37.76
2017-12-06,52,59.0,,0.59,30.68
2017-12-07,61,59.0,,0.59,35.989999999999995
2017-12-08,63,59.0,,0.59,37.169999999999995
2017-12-09,38,59.0,,0.59,22.419999999999998
2017-12-10,42,59.0,,0.59,24.779999999999998
2017-12-11,73,59.0,,0.59,43.07
2017-12-12,57,59.0,,0.59,33.629999999999995
2017-12-13,59,59.0,,0.59,34.809999999999995
2017-12-14,80,59.0,,0.59,47.199999999999996
2017-12-15,65,59.0,,0.59,38.35
2017-12-16,61,59.0,,0.59,35.989999999999995
2017-12-17,51,59.0,,0.59,30.09
2017-12-18,57,59.0,,0.59,33.629999999999995
2017-12-19,71,59.0,,0.59,41.89
2017-12-20,76,59.0,,0.59,44.839999999999996
2017-12-21,83,59.0,,0.59,48.97
2017-12-22,62,59.0,,0.59,36.58
2017-12-23,51,59.0,,0.59,30.09
2017-12-24,39,59.0,,0.59,23.009999999999998
2017-12-25,56,59.0,,0.59,33.04
2017-12-26,71,59.0,,0.59,41.89
2017-12-27,100,59.0,,0.59,59.0
2017-12-28,74,59.0,,0.59,43.66
