date,contribution_unscaled,contribution_monthly,isPartial,scale,contribution
2008-09-11,50,55.0,,0.55,27.500000000000004
2008-09-12,73,55.0,,0.55,40.150000000000006
2008-09-13,28,55.0,,0.55,15.400000000000002
2008-09-14,45,55.0,,0.55,24.750000000000004
2008-09-15,71,55.0,,0.55,39.050000000000004
2008-09-16,90,55.0,,0.55,49.50000000000001
2008-09-17,40,55.0,,0.55,22.0
2008-09-18,80,55.0,,0.55,44.0
2008-09-19,61,55.0,,0.55,33.550000000000004
2008-09-20,33,55.0,,0.55,18.150000000000002
2008-09-21,36,55.0,,0.55,19.8
2008-09-22,76,55.0,,0.55,41.800000000000004
2008-09-23,60,55.0,,0.55,33.0
2008-09-24,82,55.0,,0.55,45.1
2008-09-25,48,55.0,,0.55,26.400000000000002
2008-09-26,71,55.0,,0.55,39.050000000000004
2008-09-27,32,55.0,,0.55,17.6
2008-09-28,86,55.0,,0.55,47.300000000000004
2008-09-29,66,55.0,,0.55,36.300000000000004
2008-09-30,100,55.0,,0.55,55.00000000000001
2008-10-01,55,70.0,False,0.7,38.5
2008-10-02,49,70.0,,0.7,34.3
2008-10-03,50,70.0,,0.7,35.0
2008-10-04,46,70.0,,0.7,32.199999999999996
2008-10-05,37,70.0,,0.7,25.9
2008-10-06,52,70.0,,0.7,36.4
2008-10-07,70,70.0,,0.7,49.0
2008-10-08,80,70.0,,0.7,56.0
2008-10-09,57,70.0,,0.7,39.9
2008-10-10,63,70.0,,0.7,44.099999999999994
2008-10-11,37,70.0,,0.7,25.9
2008-10-12,30,70.0,,0.7,21.0
2008-10-13,68,70.0,,0.7,47.599999999999994
2008-10-14,77,70.0,,0.7,53.9
2008-10-15,100,70.0,,0.7,70.0
2008-10-16,94,70.0,,0.7,65.8
2008-10-17,61,70.0,,0.7,42.699999999999996
2008-10-18,38,70.0,,0.7,26.599999999999998
2008-10-19,24,70.0,,0.7,16.799999999999997
2008-10-20,56,70.0,,0.7,39.199999999999996
2008-10-21,66,70.0,,0.7,46.199999999999996
2008-10-22,60,70.0,,0.7,42.0
2008-10-23,59,70.0,,0.7,41.3
2008-10-24,51,70.0,,0.7,35.699999999999996
2008-10-25,43,70.0,,0.7,30.099999999999998
2008-10-26,38,70.0,,0.7,26.599999999999998
2008-10-27,73,70.0,,0.7,51.099999999999994
2008-10-28,72,70.0,,0.7,50.4
2008-10-29,53,70.0,,0.7,37.099999999999994
2008-10-30,67,70.0,,0.7,46.9
2008-10-31,83,70.0,,0.7,58.099999999999994
2008-11-01,58,58.0,False,0.58,33.64
2008-11-02,36,58.0,,0.58,20.88
2008-11-03,68,58.0,,0.58,39.44
2008-11-04,62,58.0,,0.58,35.96
2008-11-05,100,58.0,,0.58,57.99999999999999
2008-11-06,91,58.0,,0.58,52.779999999999994
2008-11-07,75,58.0,,0.58,43.5
2008-11-08,48,58.0,,0.58,27.839999999999996
2008-11-09,42,58.0,,0.58,24.36
2008-11-10,56,58.0,,0.58,32.48
2008-11-11,61,58.0,,0.58,35.379999999999995
2008-11-12,81,58.0,,0.58,46.98
2008-11-13,73,58.0,,0.58,42.339999999999996
2008-11-14,97,58.0,,0.58,56.26
2008-11-15,48,58.0,,0.58,27.839999999999996
2008-11-16,35,58.0,,0.58,20.299999999999997
2008-11-17,87,58.0,,0.58,50.459999999999994
2008-11-18,67,58.0,,0.58,38.86
2008-11-19,70,58.0,,0.58,40.599999999999994
2008-11-20,88,58.0,,0.58,51.04
2008-11-21,71,58.0,,0.58,41.18
2008-11-22,22,58.0,,0.58,12.76
2008-11-23,29,58.0,,0.58,16.82
2008-11-24,64,58.0,,0.58,37.12
2008-11-25,91,58.0,,0.58,52.779999999999994
2008-11-26,55,58.0,,0.58,31.9
2008-11-27,27,58.0,,0.58,15.659999999999998
2008-11-28,34,58.0,,0.58,19.72
2008-11-29,39,58.0,,0.58,22.619999999999997
2008-11-30,59,58.0,,0.58,34.22
2008-12-01,67,77.0,False,0.77,51.59
2008-12-02,77,77.0,,0.77,59.29
2008-12-03,40,77.0,,0.77,30.8
2008-12-04,47,77.0,,0.77,36.19
2008-12-05,39,77.0,,0.77,30.03
2008-12-06,53,77.0,,0.77,40.81
2008-12-07,38,77.0,,0.77,29.26
2008-12-08,67,77.0,,0.77,51.59
2008-12-09,55,77.0,,0.77,42.35
2008-12-10,65,77.0,,0.77,50.050000000000004
2008-12-11,57,77.0,,0.77,43.89
2008-12-12,68,77.0,,0.77,52.36
2008-12-13,27,77.0,,0.77,20.79
2008-12-14,32,77.0,,0.77,24.64
2008-12-15,82,77.0,,0.77,63.14
2008-12-16,67,77.0,,0.77,51.59
2008-12-17,61,77.0,,0.77,46.97
2008-12-18,66,77.0,,0.77,50.82
2008-12-19,69,77.0,,0.77,53.13
2008-12-20,34,77.0,,0.77,26.18
2008-12-21,21,77.0,,0.77,16.17
2008-12-22,64,77.0,,0.77,49.28
2008-12-23,49,77.0,,0.77,37.730000000000004
2008-12-24,58,77.0,,0.77,44.660000000000004
2008-12-25,45,77.0,,0.77,34.65
2008-12-26,34,77.0,,0.77,26.18
2008-12-27,52,77.0,,0.77,40.04
2008-12-28,34,77.0,,0.77,26.18
2008-12-29,100,77.0,,0.77,77.0
2008-12-30,94,77.0,,0.77,72.38
2008-12-31,91,77.0,,0.77,70.07000000000001
2009-01-01,55,82.0,False,0.82,45.099999999999994
2009-01-02,95,82.0,,0.82,77.89999999999999
2009-01-03,41,82.0,,0.82,33.62
2009-01-04,60,82.0,,0.82,49.199999999999996
2009-01-05,95,82.0,,0.82,77.89999999999999
2009-01-06,100,82.0,,0.82,82.0
2009-01-07,73,82.0,,0.82,59.86
2009-01-08,72,82.0,,0.82,59.04
2009-01-09,70,82.0,,0.82,57.4
2009-01-10,33,82.0,,0.82,27.06
2009-01-11,38,82.0,,0.82,31.159999999999997
2009-01-12,49,82.0,,0.82,40.18
2009-01-13,91,82.0,,0.82,74.61999999999999
2009-01-14,57,82.0,,0.82,46.739999999999995
2009-01-15,50,82.0,,0.82,41.0
2009-01-16,49,82.0,,0.82,40.18
2009-01-17,42,82.0,,0.82,34.44
2009-01-18,32,82.0,,0.82,26.24
2009-01-19,46,82.0,,0.82,37.72
2009-01-20,57,82.0,,0.82,46.739999999999995
2009-01-21,46,82.0,,0.82,37.72
2009-01-22,53,82.0,,0.82,43.46
2009-01-23,55,82.0,,0.82,45.099999999999994
2009-01-24,43,82.0,,0.82,35.26
2009-01-25,43,82.0,,0.82,35.26
2009-01-26,60,82.0,,0.82,49.199999999999996
2009-01-27,71,82.0,,0.82,58.22
2009-01-28,50,82.0,,0.82,41.0
2009-01-29,49,82.0,,0.82,40.18
2009-01-30,65,82.0,,0.82,53.3
2009-01-31,43,82.0,,0.82,35.26
2009-02-01,56,77.0,False,0.77,43.120000000000005
2009-02-02,62,77.0,,0.77,47.74
2009-02-03,71,77.0,,0.77,54.67
2009-02-04,75,77.0,,0.77,57.75
2009-02-05,76,77.0,,0.77,58.52
2009-02-06,68,77.0,,0.77,52.36
2009-02-07,47,77.0,,0.77,36.19
2009-02-08,82,77.0,,0.77,63.14
2009-02-09,64,77.0,,0.77,49.28
2009-02-10,77,77.0,,0.77,59.29
2009-02-11,76,77.0,,0.77,58.52
2009-02-12,64,77.0,,0.77,49.28
2009-02-13,57,77.0,,0.77,43.89
2009-02-14,64,77.0,,0.77,49.28
2009-02-15,48,77.0,,0.77,36.96
2009-02-16,81,77.0,,0.77,62.370000000000005
2009-02-17,63,77.0,,0.77,48.51
2009-02-18,97,77.0,,0.77,74.69
2009-02-19,100,77.0,,0.77,77.0
2009-02-20,72,77.0,,0.77,55.44
2009-02-21,65,77.0,,0.77,50.050000000000004
2009-02-22,77,77.0,,0.77,59.29
2009-02-23,71,77.0,,0.77,54.67
2009-02-24,82,77.0,,0.77,63.14
2009-02-25,79,77.0,,0.77,60.83
2009-02-26,77,77.0,,0.77,59.29
2009-02-27,46,77.0,,0.77,35.42
2009-02-28,64,77.0,,0.77,49.28
2009-03-01,85,75.0,False,0.75,63.75
2009-03-02,69,75.0,,0.75,51.75
2009-03-03,91,75.0,,0.75,68.25
2009-03-04,71,75.0,,0.75,53.25
2009-03-05,78,75.0,,0.75,58.5
2009-03-06,76,75.0,,0.75,57.0
2009-03-07,47,75.0,,0.75,35.25
2009-03-08,56,75.0,,0.75,42.0
2009-03-09,45,75.0,,0.75,33.75
2009-03-10,60,75.0,,0.75,45.0
2009-03-11,70,75.0,,0.75,52.5
2009-03-12,80,75.0,,0.75,60.0
2009-03-13,61,75.0,,0.75,45.75
2009-03-14,50,75.0,,0.75,37.5
2009-03-15,72,75.0,,0.75,54.0
2009-03-16,96,75.0,,0.75,72.0
2009-03-17,74,75.0,,0.75,55.5
2009-03-18,100,75.0,,0.75,75.0
2009-03-19,79,75.0,,0.75,59.25
2009-03-20,67,75.0,,0.75,50.25
2009-03-21,48,75.0,,0.75,36.0
2009-03-22,83,75.0,,0.75,62.25
2009-03-23,93,75.0,,0.75,69.75
2009-03-24,70,75.0,,0.75,52.5
2009-03-25,85,75.0,,0.75,63.75
2009-03-26,72,75.0,,0.75,54.0
2009-03-27,64,75.0,,0.75,48.0
2009-03-28,67,75.0,,0.75,50.25
2009-03-29,70,75.0,,0.75,52.5
2009-03-30,92,75.0,,0.75,69.0
2009-03-31,88,75.0,,0.75,66.0
2009-04-01,51,80.0,False,0.8,40.800000000000004
2009-04-02,53,80.0,,0.8,42.400000000000006
2009-04-03,58,80.0,,0.8,46.400000000000006
2009-04-04,69,80.0,,0.8,55.2
2009-04-05,54,80.0,,0.8,43.2
2009-04-06,82,80.0,,0.8,65.60000000000001
2009-04-07,62,80.0,,0.8,49.6
2009-04-08,60,80.0,,0.8,48.0
2009-04-09,82,80.0,,0.8,65.60000000000001
2009-04-10,62,80.0,,0.8,49.6
2009-04-11,46,80.0,,0.8,36.800000000000004
2009-04-12,59,80.0,,0.8,47.2
2009-04-13,100,80.0,,0.8,80.0
2009-04-14,82,80.0,,0.8,65.60000000000001
2009-04-15,97,80.0,,0.8,77.60000000000001
2009-04-16,38,80.0,,0.8,30.400000000000002
2009-04-17,28,80.0,,0.8,22.400000000000002
2009-04-18,38,80.0,,0.8,30.400000000000002
2009-04-19,25,80.0,,0.8,20.0
2009-04-20,58,80.0,,0.8,46.400000000000006
2009-04-21,34,80.0,,0.8,27.200000000000003
2009-04-22,41,80.0,,0.8,32.800000000000004
2009-04-23,27,80.0,,0.8,21.6
2009-04-24,35,80.0,,0.8,28.0
2009-04-25,22,80.0,,0.8,17.6
2009-04-26,25,80.0,,0.8,20.0
2009-04-27,34,80.0,,0.8,27.200000000000003
2009-04-28,27,80.0,,0.8,21.6
2009-04-29,36,80.0,,0.8,28.8
2009-04-30,49,80.0,,0.8,39.2
2009-05-01,71,47.0,False,0.47,33.37
2009-05-02,50,47.0,,0.47,23.5
2009-05-03,49,47.0,,0.47,23.029999999999998
2009-05-04,77,47.0,,0.47,36.19
2009-05-05,83,47.0,,0.47,39.01
2009-05-06,64,47.0,,0.47,30.08
2009-05-07,54,47.0,,0.47,25.38
2009-05-08,83,47.0,,0.47,39.01
2009-05-09,56,47.0,,0.47,26.32
2009-05-10,58,47.0,,0.47,27.259999999999998
2009-05-11,91,47.0,,0.47,42.769999999999996
2009-05-12,79,47.0,,0.47,37.129999999999995
2009-05-13,74,47.0,,0.47,34.78
2009-05-14,100,47.0,,0.47,47.0
2009-05-15,78,47.0,,0.47,36.66
2009-05-16,21,47.0,,0.47,9.87
2009-05-17,75,47.0,,0.47,35.25
2009-05-18,92,47.0,,0.47,43.239999999999995
2009-05-19,95,47.0,,0.47,44.65
2009-05-20,68,47.0,,0.47,31.959999999999997
2009-05-21,77,47.0,,0.47,36.19
2009-05-22,61,47.0,,0.47,28.669999999999998
2009-05-23,45,47.0,,0.47,21.15
2009-05-24,33,47.0,,0.47,15.51
2009-05-25,52,47.0,,0.47,24.439999999999998
2009-05-26,89,47.0,,0.47,41.83
2009-05-27,88,47.0,,0.47,41.36
2009-05-28,93,47.0,,0.47,43.71
2009-05-29,62,47.0,,0.47,29.139999999999997
2009-05-30,35,47.0,,0.47,16.45
2009-05-31,26,47.0,,0.47,12.219999999999999
2009-06-01,75,45.0,False,0.45,33.75
2009-06-02,64,45.0,,0.45,28.8
2009-06-03,70,45.0,,0.45,31.5
2009-06-04,100,45.0,,0.45,45.0
2009-06-05,74,45.0,,0.45,33.300000000000004
2009-06-06,54,45.0,,0.45,24.3
2009-06-07,35,45.0,,0.45,15.75
2009-06-08,60,45.0,,0.45,27.0
2009-06-09,60,45.0,,0.45,27.0
2009-06-10,71,45.0,,0.45,31.95
2009-06-11,72,45.0,,0.45,32.4
2009-06-12,59,45.0,,0.45,26.55
2009-06-13,35,45.0,,0.45,15.75
2009-06-14,44,45.0,,0.45,19.8
2009-06-15,69,45.0,,0.45,31.05
2009-06-16,76,45.0,,0.45,34.2
2009-06-17,57,45.0,,0.45,25.650000000000002
2009-06-18,48,45.0,,0.45,21.6
2009-06-19,62,45.0,,0.45,27.900000000000002
2009-06-20,42,45.0,,0.45,18.900000000000002
2009-06-21,12,45.0,,0.45,5.4
2009-06-22,65,45.0,,0.45,29.25
2009-06-23,55,45.0,,0.45,24.75
2009-06-24,54,45.0,,0.45,24.3
2009-06-25,65,45.0,,0.45,29.25
2009-06-26,32,45.0,,0.45,14.4
2009-06-27,35,45.0,,0.45,15.75
2009-06-28,35,45.0,,0.45,15.75
2009-06-29,88,45.0,,0.45,39.6
2009-06-30,67,45.0,,0.45,30.150000000000002
2009-07-01,55,49.0,False,0.49,26.95
2009-07-02,40,49.0,,0.49,19.6
2009-07-03,19,49.0,,0.49,9.31
2009-07-04,16,49.0,,0.49,7.84
2009-07-05,17,49.0,,0.49,8.33
2009-07-06,55,49.0,,0.49,26.95
2009-07-07,53,49.0,,0.49,25.97
2009-07-08,47,49.0,,0.49,23.03
2009-07-09,65,49.0,,0.49,31.849999999999998
2009-07-10,41,49.0,,0.49,20.09
2009-07-11,22,49.0,,0.49,10.78
2009-07-12,52,49.0,,0.49,25.48
2009-07-13,76,49.0,,0.49,37.24
2009-07-14,72,49.0,,0.49,35.28
2009-07-15,52,49.0,,0.49,25.48
2009-07-16,65,49.0,,0.49,31.849999999999998
2009-07-17,74,49.0,,0.49,36.26
2009-07-18,29,49.0,,0.49,14.209999999999999
2009-07-19,45,49.0,,0.49,22.05
2009-07-20,52,49.0,,0.49,25.48
2009-07-21,48,49.0,,0.49,23.52
2009-07-22,53,49.0,,0.49,25.97
2009-07-23,65,49.0,,0.49,31.849999999999998
2009-07-24,68,49.0,,0.49,33.32
2009-07-25,47,49.0,,0.49,23.03
2009-07-26,29,49.0,,0.49,14.209999999999999
2009-07-27,66,49.0,,0.49,32.339999999999996
2009-07-28,50,49.0,,0.49,24.5
2009-07-29,51,49.0,,0.49,24.99
2009-07-30,45,49.0,,0.49,22.05
2009-07-31,100,49.0,,0.49,49.0
2009-08-01,58,53.0,False,0.53,30.740000000000002
2009-08-02,59,53.0,,0.53,31.270000000000003
2009-08-03,71,53.0,,0.53,37.63
2009-08-04,77,53.0,,0.53,40.81
2009-08-05,100,53.0,,0.53,53.0
2009-08-06,61,53.0,,0.53,32.33
2009-08-07,79,53.0,,0.53,41.870000000000005
2009-08-08,25,53.0,,0.53,13.25
2009-08-09,29,53.0,,0.53,15.370000000000001
2009-08-10,49,53.0,,0.53,25.970000000000002
2009-08-11,90,53.0,,0.53,47.7
2009-08-12,97,53.0,,0.53,51.410000000000004
2009-08-13,82,53.0,,0.53,43.46
2009-08-14,82,53.0,,0.53,43.46
2009-08-15,33,53.0,,0.53,17.490000000000002
2009-08-16,42,53.0,,0.53,22.26
2009-08-17,60,53.0,,0.53,31.8
2009-08-18,90,53.0,,0.53,47.7
2009-08-19,90,53.0,,0.53,47.7
2009-08-20,70,53.0,,0.53,37.1
2009-08-21,89,53.0,,0.53,47.17
2009-08-22,40,53.0,,0.53,21.200000000000003
2009-08-23,40,53.0,,0.53,21.200000000000003
2009-08-24,88,53.0,,0.53,46.64
2009-08-25,78,53.0,,0.53,41.34
2009-08-26,89,53.0,,0.53,47.17
2009-08-27,74,53.0,,0.53,39.22
2009-08-28,92,53.0,,0.53,48.760000000000005
2009-08-29,57,53.0,,0.53,30.21
2009-08-30,51,53.0,,0.53,27.03
2009-08-31,87,53.0,,0.53,46.11
2009-09-01,45,63.0,False,0.63,28.35
2009-09-02,52,63.0,,0.63,32.76
2009-09-03,73,63.0,,0.63,45.99
2009-09-04,57,63.0,,0.63,35.910000000000004
2009-09-05,33,63.0,,0.63,20.79
2009-09-06,28,63.0,,0.63,17.64
2009-09-07,35,63.0,,0.63,22.05
2009-09-08,83,63.0,,0.63,52.29
2009-09-09,54,63.0,,0.63,34.02
2009-09-10,60,63.0,,0.63,37.8
2009-09-11,77,63.0,,0.63,48.51
2009-09-12,41,63.0,,0.63,25.830000000000002
2009-09-13,42,63.0,,0.63,26.46
2009-09-14,76,63.0,,0.63,47.88
2009-09-15,98,63.0,,0.63,61.74
2009-09-16,89,63.0,,0.63,56.07
2009-09-17,60,63.0,,0.63,37.8
2009-09-18,40,63.0,,0.63,25.2
2009-09-19,45,63.0,,0.63,28.35
2009-09-20,45,63.0,,0.63,28.35
2009-09-21,66,63.0,,0.63,41.58
2009-09-22,70,63.0,,0.63,44.1
2009-09-23,78,63.0,,0.63,49.14
2009-09-24,47,63.0,,0.63,29.61
2009-09-25,46,63.0,,0.63,28.98
2009-09-26,37,63.0,,0.63,23.31
2009-09-27,41,63.0,,0.63,25.830000000000002
2009-09-28,100,63.0,,0.63,63.0
2009-09-29,81,63.0,,0.63,51.03
2009-09-30,82,63.0,,0.63,51.660000000000004
2009-10-01,57,69.0,False,0.69,39.33
2009-10-02,58,69.0,,0.69,40.019999999999996
2009-10-03,50,69.0,,0.69,34.5
2009-10-04,20,69.0,,0.69,13.799999999999999
2009-10-05,60,69.0,,0.69,41.4
2009-10-06,58,69.0,,0.69,40.019999999999996
2009-10-07,83,69.0,,0.69,57.269999999999996
2009-10-08,55,69.0,,0.69,37.949999999999996
2009-10-09,62,69.0,,0.69,42.779999999999994
2009-10-10,38,69.0,,0.69,26.22
2009-10-11,28,69.0,,0.69,19.32
2009-10-12,52,69.0,,0.69,35.879999999999995
2009-10-13,66,69.0,,0.69,45.54
2009-10-14,74,69.0,,0.69,51.059999999999995
2009-10-15,100,69.0,,0.69,69.0
2009-10-16,81,69.0,,0.69,55.88999999999999
2009-10-17,31,69.0,,0.69,21.389999999999997
2009-10-18,37,69.0,,0.69,25.529999999999998
2009-10-19,61,69.0,,0.69,42.089999999999996
2009-10-20,52,69.0,,0.69,35.879999999999995
2009-10-21,62,69.0,,0.69,42.779999999999994
2009-10-22,64,69.0,,0.69,44.16
2009-10-23,40,69.0,,0.69,27.599999999999998
2009-10-24,30,69.0,,0.69,20.7
2009-10-25,22,69.0,,0.69,15.18
2009-10-26,56,69.0,,0.69,38.64
2009-10-27,57,69.0,,0.69,39.33
2009-10-28,70,69.0,,0.69,48.3
2009-10-29,83,69.0,,0.69,57.269999999999996
2009-10-30,63,69.0,,0.69,43.47
2009-10-31,25,69.0,,0.69,17.25
2009-11-01,37,70.0,False,0.7,25.9
2009-11-02,77,70.0,,0.7,53.9
2009-11-03,71,70.0,,0.7,49.699999999999996
2009-11-04,76,70.0,,0.7,53.199999999999996
2009-11-05,100,70.0,,0.7,70.0
2009-11-06,58,70.0,,0.7,40.599999999999994
2009-11-07,32,70.0,,0.7,22.4
2009-11-08,37,70.0,,0.7,25.9
2009-11-09,92,70.0,,0.7,64.39999999999999
2009-11-10,81,70.0,,0.7,56.699999999999996
2009-11-11,76,70.0,,0.7,53.199999999999996
2009-11-12,60,70.0,,0.7,42.0
2009-11-13,79,70.0,,0.7,55.3
2009-11-14,41,70.0,,0.7,28.7
2009-11-15,43,70.0,,0.7,30.099999999999998
2009-11-16,75,70.0,,0.7,52.5
2009-11-17,73,70.0,,0.7,51.099999999999994
2009-11-18,99,70.0,,0.7,69.3
2009-11-19,76,70.0,,0.7,53.199999999999996
2009-11-20,68,70.0,,0.7,47.599999999999994
2009-11-21,44,70.0,,0.7,30.799999999999997
2009-11-22,46,70.0,,0.7,32.199999999999996
2009-11-23,97,70.0,,0.7,67.89999999999999
2009-11-24,80,70.0,,0.7,56.0
2009-11-25,45,70.0,,0.7,31.499999999999996
2009-11-26,46,70.0,,0.7,32.199999999999996
2009-11-27,45,70.0,,0.7,31.499999999999996
2009-11-28,34,70.0,,0.7,23.799999999999997
2009-11-29,39,70.0,,0.7,27.299999999999997
2009-11-30,83,70.0,,0.7,58.099999999999994
2009-12-01,63,97.0,False,0.97,61.11
2009-12-02,62,97.0,,0.97,60.14
2009-12-03,64,97.0,,0.97,62.08
2009-12-04,61,97.0,,0.97,59.17
2009-12-05,26,97.0,,0.97,25.22
2009-12-06,36,97.0,,0.97,34.92
2009-12-07,68,97.0,,0.97,65.96
2009-12-08,46,97.0,,0.97,44.62
2009-12-09,68,97.0,,0.97,65.96
2009-12-10,63,97.0,,0.97,61.11
2009-12-11,58,97.0,,0.97,56.26
2009-12-12,30,97.0,,0.97,29.099999999999998
2009-12-13,21,97.0,,0.97,20.37
2009-12-14,62,97.0,,0.97,60.14
2009-12-15,76,97.0,,0.97,73.72
2009-12-16,63,97.0,,0.97,61.11
2009-12-17,67,97.0,,0.97,64.99
2009-12-18,54,97.0,,0.97,52.379999999999995
2009-12-19,38,97.0,,0.97,36.86
2009-12-20,26,97.0,,0.97,25.22
2009-12-21,47,97.0,,0.97,45.589999999999996
2009-12-22,72,97.0,,0.97,69.84
2009-12-23,70,97.0,,0.97,67.89999999999999
2009-12-24,30,97.0,,0.97,29.099999999999998
2009-12-25,22,97.0,,0.97,21.34
2009-12-26,28,97.0,,0.97,27.16
2009-12-27,20,97.0,,0.97,19.4
2009-12-28,61,97.0,,0.97,59.17
2009-12-29,86,97.0,,0.97,83.42
2009-12-30,100,97.0,,0.97,97.0
2009-12-31,81,97.0,,0.97,78.57
2010-01-01,46,99.0,False,0.99,45.54
2010-01-02,45,99.0,,0.99,44.55
2010-01-03,52,99.0,,0.99,51.48
2010-01-04,96,99.0,,0.99,95.03999999999999
2010-01-05,100,99.0,,0.99,99.0
2010-01-06,65,99.0,,0.99,64.35
2010-01-07,60,99.0,,0.99,59.4
2010-01-08,56,99.0,,0.99,55.44
2010-01-09,36,99.0,,0.99,35.64
2010-01-10,37,99.0,,0.99,36.63
2010-01-11,63,99.0,,0.99,62.37
2010-01-12,74,99.0,,0.99,73.26
2010-01-13,58,99.0,,0.99,57.42
2010-01-14,56,99.0,,0.99,55.44
2010-01-15,63,99.0,,0.99,62.37
2010-01-16,48,99.0,,0.99,47.519999999999996
2010-01-17,40,99.0,,0.99,39.6
2010-01-18,45,99.0,,0.99,44.55
2010-01-19,64,99.0,,0.99,63.36
2010-01-20,65,99.0,,0.99,64.35
2010-01-21,51,99.0,,0.99,50.49
2010-01-22,55,99.0,,0.99,54.45
2010-01-23,40,99.0,,0.99,39.6
2010-01-24,50,99.0,,0.99,49.5
2010-01-25,53,99.0,,0.99,52.47
2010-01-26,56,99.0,,0.99,55.44
2010-01-27,64,99.0,,0.99,63.36
2010-01-28,63,99.0,,0.99,62.37
2010-01-29,59,99.0,,0.99,58.41
2010-01-30,46,99.0,,0.99,45.54
2010-01-31,38,99.0,,0.99,37.62
2010-02-01,86,85.0,False,0.85,73.1
2010-02-02,76,85.0,,0.85,64.6
2010-02-03,85,85.0,,0.85,72.25
2010-02-04,75,85.0,,0.85,63.75
2010-02-05,69,85.0,,0.85,58.65
2010-02-06,49,85.0,,0.85,41.65
2010-02-07,45,85.0,,0.85,38.25
2010-02-08,100,85.0,,0.85,85.0
2010-02-09,84,85.0,,0.85,71.39999999999999
2010-02-10,59,85.0,,0.85,50.15
2010-02-11,69,85.0,,0.85,58.65
2010-02-12,66,85.0,,0.85,56.1
2010-02-13,63,85.0,,0.85,53.55
2010-02-14,55,85.0,,0.85,46.75
2010-02-15,71,85.0,,0.85,60.35
2010-02-16,79,85.0,,0.85,67.14999999999999
2010-02-17,72,85.0,,0.85,61.199999999999996
2010-02-18,76,85.0,,0.85,64.6
2010-02-19,61,85.0,,0.85,51.85
2010-02-20,54,85.0,,0.85,45.9
2010-02-21,46,85.0,,0.85,39.1
2010-02-22,100,85.0,,0.85,85.0
2010-02-23,70,85.0,,0.85,59.5
2010-02-24,58,85.0,,0.85,49.3
2010-02-25,74,85.0,,0.85,62.9
2010-02-26,84,85.0,,0.85,71.39999999999999
2010-02-27,52,85.0,,0.85,44.199999999999996
2010-02-28,63,85.0,,0.85,53.55
2010-03-01,83,96.0,False,0.96,79.67999999999999
2010-03-02,81,96.0,,0.96,77.75999999999999
2010-03-03,69,96.0,,0.96,66.24
2010-03-04,68,96.0,,0.96,65.28
2010-03-05,68,96.0,,0.96,65.28
2010-03-06,56,96.0,,0.96,53.76
2010-03-07,55,96.0,,0.96,52.8
2010-03-08,59,96.0,,0.96,56.64
2010-03-09,82,96.0,,0.96,78.72
2010-03-10,82,96.0,,0.96,78.72
2010-03-11,67,96.0,,0.96,64.32
2010-03-12,75,96.0,,0.96,72.0
2010-03-13,62,96.0,,0.96,59.519999999999996
2010-03-14,55,96.0,,0.96,52.8
2010-03-15,94,96.0,,0.96,90.24
2010-03-16,82,96.0,,0.96,78.72
2010-03-17,67,96.0,,0.96,64.32
2010-03-18,72,96.0,,0.96,69.12
2010-03-19,61,96.0,,0.96,58.559999999999995
2010-03-20,40,96.0,,0.96,38.4
2010-03-21,67,96.0,,0.96,64.32
2010-03-22,84,96.0,,0.96,80.64
2010-03-23,77,96.0,,0.96,73.92
2010-03-24,80,96.0,,0.96,76.8
2010-03-25,86,96.0,,0.96,82.56
2010-03-26,72,96.0,,0.96,69.12
2010-03-27,57,96.0,,0.96,54.72
2010-03-28,64,96.0,,0.96,61.44
2010-03-29,100,96.0,,0.96,96.0
2010-03-30,82,96.0,,0.96,78.72
2010-03-31,79,96.0,,0.96,75.84
2010-04-01,66,93.0,False,0.93,61.38
2010-04-02,50,93.0,,0.93,46.5
2010-04-03,59,93.0,,0.93,54.870000000000005
2010-04-04,44,93.0,,0.93,40.92
2010-04-05,79,93.0,,0.93,73.47
2010-04-06,77,93.0,,0.93,71.61
2010-04-07,66,93.0,,0.93,61.38
2010-04-08,64,93.0,,0.93,59.52
2010-04-09,52,93.0,,0.93,48.36
2010-04-10,44,93.0,,0.93,40.92
2010-04-11,67,93.0,,0.93,62.31
2010-04-12,100,93.0,,0.93,93.0
2010-04-13,89,93.0,,0.93,82.77000000000001
2010-04-14,95,93.0,,0.93,88.35000000000001
2010-04-15,93,93.0,,0.93,86.49000000000001
2010-04-16,51,93.0,,0.93,47.43
2010-04-17,38,93.0,,0.93,35.34
2010-04-18,30,93.0,,0.93,27.900000000000002
2010-04-19,51,93.0,,0.93,47.43
2010-04-20,42,93.0,,0.93,39.06
2010-04-21,39,93.0,,0.93,36.27
2010-04-22,37,93.0,,0.93,34.410000000000004
2010-04-23,33,93.0,,0.93,30.69
2010-04-24,14,93.0,,0.93,13.020000000000001
2010-04-25,29,93.0,,0.93,26.970000000000002
2010-04-26,41,93.0,,0.93,38.13
2010-04-27,38,93.0,,0.93,35.34
2010-04-28,53,93.0,,0.93,49.29
2010-04-29,32,93.0,,0.93,29.76
2010-04-30,30,93.0,,0.93,27.900000000000002
2010-05-01,41,54.0,False,0.54,22.14
2010-05-02,48,54.0,,0.54,25.92
2010-05-03,88,54.0,,0.54,47.52
2010-05-04,79,54.0,,0.54,42.660000000000004
2010-05-05,98,54.0,,0.54,52.92
2010-05-06,78,54.0,,0.54,42.120000000000005
