date,RECESSION_unscaled,RECESSION_monthly,isPartial,scale,RECESSION
2012-08-20,58,15.0,,0.15,8.7
2012-08-21,66,15.0,,0.15,9.9
2012-08-22,79,15.0,,0.15,11.85
2012-08-23,77,15.0,,0.15,11.549999999999999
2012-08-24,100,15.0,,0.15,15.0
2012-08-25,51,15.0,,0.15,7.6499999999999995
2012-08-26,60,15.0,,0.15,9.0
2012-08-27,97,15.0,,0.15,14.549999999999999
2012-08-28,97,15.0,,0.15,14.549999999999999
2012-08-29,82,15.0,,0.15,12.299999999999999
2012-08-30,84,15.0,,0.15,12.6
2012-08-31,94,15.0,,0.15,14.1
2012-09-01,35,18.0,False,0.18,6.3
2012-09-02,49,18.0,,0.18,8.82
2012-09-03,73,18.0,,0.18,13.139999999999999
2012-09-04,34,18.0,,0.18,6.12
2012-09-05,81,18.0,,0.18,14.58
2012-09-06,85,18.0,,0.18,15.299999999999999
2012-09-07,100,18.0,,0.18,18.0
2012-09-08,41,18.0,,0.18,7.38
2012-09-09,72,18.0,,0.18,12.959999999999999
2012-09-10,59,18.0,,0.18,10.62
2012-09-11,96,18.0,,0.18,17.28
2012-09-12,92,18.0,,0.18,16.56
2012-09-13,99,18.0,,0.18,17.82
2012-09-14,55,18.0,,0.18,9.9
2012-09-15,55,18.0,,0.18,9.9
2012-09-16,69,18.0,,0.18,12.42
2012-09-17,71,18.0,,0.18,12.78
2012-09-18,45,18.0,,0.18,8.1
2012-09-19,46,18.0,,0.18,8.28
2012-09-20,85,18.0,,0.18,15.299999999999999
2012-09-21,65,18.0,,0.18,11.7
2012-09-22,46,18.0,,0.18,8.28
2012-09-23,53,18.0,,0.18,9.54
2012-09-24,43,18.0,,0.18,7.739999999999999
2012-09-25,68,18.0,,0.18,12.24
2012-09-26,82,18.0,,0.18,14.76
2012-09-27,96,18.0,,0.18,17.28
2012-09-28,81,18.0,,0.18,14.58
2012-09-29,46,18.0,,0.18,8.28
2012-09-30,64,18.0,,0.18,11.52
2012-10-01,58,18.0,False,0.18,10.44
2012-10-02,73,18.0,,0.18,13.139999999999999
2012-10-03,58,18.0,,0.18,10.44
2012-10-04,100,18.0,,0.18,18.0
2012-10-05,47,18.0,,0.18,8.459999999999999
2012-10-06,40,18.0,,0.18,7.199999999999999
2012-10-07,32,18.0,,0.18,5.76
2012-10-08,61,18.0,,0.18,10.98
2012-10-09,75,18.0,,0.18,13.5
2012-10-10,64,18.0,,0.18,11.52
2012-10-11,70,18.0,,0.18,12.6
2012-10-12,60,18.0,,0.18,10.799999999999999
2012-10-13,39,18.0,,0.18,7.02
2012-10-14,31,18.0,,0.18,5.58
2012-10-15,48,18.0,,0.18,8.64
2012-10-16,69,18.0,,0.18,12.42
2012-10-17,92,18.0,,0.18,16.56
2012-10-18,57,18.0,,0.18,10.26
2012-10-19,54,18.0,,0.18,9.719999999999999
2012-10-20,46,18.0,,0.18,8.28
2012-10-21,68,18.0,,0.18,12.24
2012-10-22,66,18.0,,0.18,11.879999999999999
2012-10-23,57,18.0,,0.18,10.26
2012-10-24,74,18.0,,0.18,13.32
2012-10-25,63,18.0,,0.18,11.34
2012-10-26,37,18.0,,0.18,6.66
2012-10-27,38,18.0,,0.18,6.84
2012-10-28,50,18.0,,0.18,9.0
2012-10-29,64,18.0,,0.18,11.52
2012-10-30,50,18.0,,0.18,9.0
2012-10-31,47,18.0,,0.18,8.459999999999999
2012-11-01,35,21.0,False,0.21,7.35
2012-11-02,34,21.0,,0.21,7.14
2012-11-03,43,21.0,,0.21,9.03
2012-11-04,23,21.0,,0.21,4.83
2012-11-05,69,21.0,,0.21,14.49
2012-11-06,56,21.0,,0.21,11.76
2012-11-07,86,21.0,,0.21,18.06
2012-11-08,100,21.0,,0.21,21.0
2012-11-09,44,21.0,,0.21,9.24
2012-11-10,39,21.0,,0.21,8.19
2012-11-11,51,21.0,,0.21,10.709999999999999
2012-11-12,43,21.0,,0.21,9.03
2012-11-13,69,21.0,,0.21,14.49
2012-11-14,70,21.0,,0.21,14.7
2012-11-15,75,21.0,,0.21,15.75
2012-11-16,38,21.0,,0.21,7.9799999999999995
2012-11-17,42,21.0,,0.21,8.82
2012-11-18,26,21.0,,0.21,5.46
2012-11-19,50,21.0,,0.21,10.5
2012-11-20,52,21.0,,0.21,10.92
2012-11-21,29,21.0,,0.21,6.09
2012-11-22,17,21.0,,0.21,3.57
2012-11-23,27,21.0,,0.21,5.67
2012-11-24,26,21.0,,0.21,5.46
2012-11-25,30,21.0,,0.21,6.3
2012-11-26,54,21.0,,0.21,11.34
2012-11-27,55,21.0,,0.21,11.549999999999999
2012-11-28,52,21.0,,0.21,10.92
2012-11-29,60,21.0,,0.21,12.6
2012-11-30,44,21.0,,0.21,9.24
2012-12-01,47,15.0,False,0.15,7.05
2012-12-02,52,15.0,,0.15,7.8
2012-12-03,82,15.0,,0.15,12.299999999999999
2012-12-04,100,15.0,,0.15,15.0
2012-12-05,61,15.0,,0.15,9.15
2012-12-06,47,15.0,,0.15,7.05
2012-12-07,66,15.0,,0.15,9.9
2012-12-08,53,15.0,,0.15,7.949999999999999
2012-12-09,33,15.0,,0.15,4.95
2012-12-10,56,15.0,,0.15,8.4
2012-12-11,60,15.0,,0.15,9.0
2012-12-12,57,15.0,,0.15,8.549999999999999
2012-12-13,54,15.0,,0.15,8.1
2012-12-14,44,15.0,,0.15,6.6
2012-12-15,21,15.0,,0.15,3.15
2012-12-16,27,15.0,,0.15,4.05
2012-12-17,24,15.0,,0.15,3.5999999999999996
2012-12-18,26,15.0,,0.15,3.9
2012-12-19,31,15.0,,0.15,4.6499999999999995
2012-12-20,32,15.0,,0.15,4.8
2012-12-21,19,15.0,,0.15,2.85
2012-12-22,20,15.0,,0.15,3.0
2012-12-23,15,15.0,,0.15,2.25
2012-12-24,14,15.0,,0.15,2.1
2012-12-25,22,15.0,,0.15,3.3
2012-12-26,20,15.0,,0.15,3.0
2012-12-27,37,15.0,,0.15,5.55
2012-12-28,36,15.0,,0.15,5.3999999999999995
2012-12-29,24,15.0,,0.15,3.5999999999999996
2012-12-30,27,15.0,,0.15,4.05
2012-12-31,26,15.0,,0.15,3.9
2013-01-01,11,13.0,False,0.13,1.4300000000000002
2013-01-02,33,13.0,,0.13,4.29
2013-01-03,27,13.0,,0.13,3.5100000000000002
2013-01-04,55,13.0,,0.13,7.15
2013-01-05,29,13.0,,0.13,3.77
2013-01-06,38,13.0,,0.13,4.94
2013-01-07,24,13.0,,0.13,3.12
2013-01-08,43,13.0,,0.13,5.59
2013-01-09,34,13.0,,0.13,4.42
2013-01-10,49,13.0,,0.13,6.37
2013-01-11,33,13.0,,0.13,4.29
2013-01-12,22,13.0,,0.13,2.8600000000000003
2013-01-13,13,13.0,,0.13,1.69
2013-01-14,34,13.0,,0.13,4.42
2013-01-15,57,13.0,,0.13,7.41
2013-01-16,37,13.0,,0.13,4.8100000000000005
2013-01-17,66,13.0,,0.13,8.58
2013-01-18,52,13.0,,0.13,6.76
2013-01-19,42,13.0,,0.13,5.46
2013-01-20,32,13.0,,0.13,4.16
2013-01-21,44,13.0,,0.13,5.720000000000001
2013-01-22,49,13.0,,0.13,6.37
2013-01-23,50,13.0,,0.13,6.5
2013-01-24,42,13.0,,0.13,5.46
2013-01-25,54,13.0,,0.13,7.0200000000000005
2013-01-26,40,13.0,,0.13,5.2
2013-01-27,35,13.0,,0.13,4.55
2013-01-28,49,13.0,,0.13,6.37
2013-01-29,49,13.0,,0.13,6.37
2013-01-30,100,13.0,,0.13,13.0
2013-01-31,62,13.0,,0.13,8.06
2013-02-01,41,15.0,False,0.15,6.1499999999999995
2013-02-02,49,15.0,,0.15,7.35
2013-02-03,48,15.0,,0.15,7.199999999999999
2013-02-04,59,15.0,,0.15,8.85
2013-02-05,53,15.0,,0.15,7.949999999999999
2013-02-06,48,15.0,,0.15,7.199999999999999
2013-02-07,48,15.0,,0.15,7.199999999999999
2013-02-08,43,15.0,,0.15,6.45
2013-02-09,23,15.0,,0.15,3.4499999999999997
2013-02-10,42,15.0,,0.15,6.3
2013-02-11,42,15.0,,0.15,6.3
2013-02-12,53,15.0,,0.15,7.949999999999999
2013-02-13,53,15.0,,0.15,7.949999999999999
2013-02-14,63,15.0,,0.15,9.45
2013-02-15,69,15.0,,0.15,10.35
2013-02-16,20,15.0,,0.15,3.0
2013-02-17,43,15.0,,0.15,6.45
2013-02-18,55,15.0,,0.15,8.25
2013-02-19,66,15.0,,0.15,9.9
2013-02-20,63,15.0,,0.15,9.45
2013-02-21,58,15.0,,0.15,8.7
2013-02-22,57,15.0,,0.15,8.549999999999999
2013-02-23,35,15.0,,0.15,5.25
2013-02-24,45,15.0,,0.15,6.75
2013-02-25,100,15.0,,0.15,15.0
2013-02-26,44,15.0,,0.15,6.6
2013-02-27,80,15.0,,0.15,12.0
2013-02-28,64,15.0,,0.15,9.6
2013-03-01,62,15.0,False,0.15,9.299999999999999
2013-03-02,38,15.0,,0.15,5.7
2013-03-03,54,15.0,,0.15,8.1
2013-03-04,63,15.0,,0.15,9.45
2013-03-05,81,15.0,,0.15,12.15
2013-03-06,100,15.0,,0.15,15.0
2013-03-07,80,15.0,,0.15,12.0
2013-03-08,74,15.0,,0.15,11.1
2013-03-09,51,15.0,,0.15,7.6499999999999995
2013-03-10,27,15.0,,0.15,4.05
2013-03-11,89,15.0,,0.15,13.35
2013-03-12,76,15.0,,0.15,11.4
2013-03-13,66,15.0,,0.15,9.9
2013-03-14,54,15.0,,0.15,8.1
2013-03-15,60,15.0,,0.15,9.0
2013-03-16,51,15.0,,0.15,7.6499999999999995
2013-03-17,39,15.0,,0.15,5.85
2013-03-18,59,15.0,,0.15,8.85
2013-03-19,72,15.0,,0.15,10.799999999999999
2013-03-20,76,15.0,,0.15,11.4
2013-03-21,83,15.0,,0.15,12.45
2013-03-22,46,15.0,,0.15,6.8999999999999995
2013-03-23,42,15.0,,0.15,6.3
2013-03-24,34,15.0,,0.15,5.1
2013-03-25,38,15.0,,0.15,5.7
2013-03-26,67,15.0,,0.15,10.049999999999999
2013-03-27,52,15.0,,0.15,7.8
2013-03-28,67,15.0,,0.15,10.049999999999999
2013-03-29,63,15.0,,0.15,9.45
2013-03-30,45,15.0,,0.15,6.75
2013-03-31,41,15.0,,0.15,6.1499999999999995
2013-04-01,70,16.0,False,0.16,11.200000000000001
2013-04-02,96,16.0,,0.16,15.36
2013-04-03,52,16.0,,0.16,8.32
2013-04-04,77,16.0,,0.16,12.32
2013-04-05,62,16.0,,0.16,9.92
2013-04-06,44,16.0,,0.16,7.04
2013-04-07,61,16.0,,0.16,9.76
2013-04-08,100,16.0,,0.16,16.0
2013-04-09,89,16.0,,0.16,14.24
2013-04-10,83,16.0,,0.16,13.280000000000001
2013-04-11,77,16.0,,0.16,12.32
2013-04-12,75,16.0,,0.16,12.0
2013-04-13,52,16.0,,0.16,8.32
2013-04-14,52,16.0,,0.16,8.32
2013-04-15,57,16.0,,0.16,9.120000000000001
2013-04-16,96,16.0,,0.16,15.36
2013-04-17,65,16.0,,0.16,10.4
2013-04-18,58,16.0,,0.16,9.28
2013-04-19,60,16.0,,0.16,9.6
2013-04-20,47,16.0,,0.16,7.5200000000000005
2013-04-21,52,16.0,,0.16,8.32
2013-04-22,74,16.0,,0.16,11.84
2013-04-23,76,16.0,,0.16,12.16
2013-04-24,93,16.0,,0.16,14.88
2013-04-25,81,16.0,,0.16,12.96
2013-04-26,47,16.0,,0.16,7.5200000000000005
2013-04-27,62,16.0,,0.16,9.92
2013-04-28,66,16.0,,0.16,10.56
2013-04-29,95,16.0,,0.16,15.200000000000001
2013-04-30,82,16.0,,0.16,13.120000000000001
2013-05-01,89,14.0,False,0.14,12.46
2013-05-02,93,14.0,,0.14,13.020000000000001
2013-05-03,79,14.0,,0.14,11.06
2013-05-04,71,14.0,,0.14,9.940000000000001
2013-05-05,46,14.0,,0.14,6.44
2013-05-06,80,14.0,,0.14,11.200000000000001
2013-05-07,82,14.0,,0.14,11.48
2013-05-08,56,14.0,,0.14,7.840000000000001
2013-05-09,96,14.0,,0.14,13.440000000000001
2013-05-10,42,14.0,,0.14,5.880000000000001
2013-05-11,42,14.0,,0.14,5.880000000000001
2013-05-12,61,14.0,,0.14,8.540000000000001
2013-05-13,81,14.0,,0.14,11.340000000000002
2013-05-14,47,14.0,,0.14,6.580000000000001
2013-05-15,100,14.0,,0.14,14.000000000000002
2013-05-16,70,14.0,,0.14,9.8
2013-05-17,67,14.0,,0.14,9.38
2013-05-18,55,14.0,,0.14,7.700000000000001
2013-05-19,37,14.0,,0.14,5.180000000000001
2013-05-20,59,14.0,,0.14,8.260000000000002
2013-05-21,61,14.0,,0.14,8.540000000000001
2013-05-22,66,14.0,,0.14,9.24
2013-05-23,57,14.0,,0.14,7.98
2013-05-24,53,14.0,,0.14,7.420000000000001
2013-05-25,22,14.0,,0.14,3.08
2013-05-26,27,14.0,,0.14,3.7800000000000002
2013-05-27,62,14.0,,0.14,8.680000000000001
2013-05-28,56,14.0,,0.14,7.840000000000001
2013-05-29,53,14.0,,0.14,7.420000000000001
2013-05-30,65,14.0,,0.14,9.100000000000001
2013-05-31,53,14.0,,0.14,7.420000000000001
2013-06-01,67,9.0,False,0.09,6.029999999999999
2013-06-02,54,9.0,,0.09,4.859999999999999
2013-06-03,72,9.0,,0.09,6.4799999999999995
2013-06-04,91,9.0,,0.09,8.19
2013-06-05,82,9.0,,0.09,7.38
2013-06-06,63,9.0,,0.09,5.67
2013-06-07,83,9.0,,0.09,7.47
2013-06-08,24,9.0,,0.09,2.16
2013-06-09,68,9.0,,0.09,6.12
2013-06-10,62,9.0,,0.09,5.58
2013-06-11,28,9.0,,0.09,2.52
2013-06-12,68,9.0,,0.09,6.12
2013-06-13,83,9.0,,0.09,7.47
2013-06-14,20,9.0,,0.09,1.7999999999999998
2013-06-15,50,9.0,,0.09,4.5
2013-06-16,25,9.0,,0.09,2.25
2013-06-17,98,9.0,,0.09,8.82
2013-06-18,100,9.0,,0.09,9.0
2013-06-19,91,9.0,,0.09,8.19
2013-06-20,55,9.0,,0.09,4.95
2013-06-21,62,9.0,,0.09,5.58
2013-06-22,12,9.0,,0.09,1.08
2013-06-23,37,9.0,,0.09,3.33
2013-06-24,39,9.0,,0.09,3.51
2013-06-25,68,9.0,,0.09,6.12
2013-06-26,48,9.0,,0.09,4.32
2013-06-27,74,9.0,,0.09,6.66
2013-06-28,51,9.0,,0.09,4.59
2013-06-29,74,9.0,,0.09,6.66
2013-06-30,31,9.0,,0.09,2.79
2013-07-01,41,9.0,False,0.09,3.69
2013-07-02,100,9.0,,0.09,9.0
2013-07-03,91,9.0,,0.09,8.19
2013-07-04,52,9.0,,0.09,4.68
2013-07-05,14,9.0,,0.09,1.26
2013-07-06,59,9.0,,0.09,5.31
2013-07-07,44,9.0,,0.09,3.96
2013-07-08,64,9.0,,0.09,5.76
2013-07-09,28,9.0,,0.09,2.52
2013-07-10,64,9.0,,0.09,5.76
2013-07-11,65,9.0,,0.09,5.85
2013-07-12,90,9.0,,0.09,8.1
2013-07-13,36,9.0,,0.09,3.2399999999999998
2013-07-14,35,9.0,,0.09,3.15
2013-07-15,76,9.0,,0.09,6.84
2013-07-16,92,9.0,,0.09,8.28
2013-07-17,81,9.0,,0.09,7.29
2013-07-18,59,9.0,,0.09,5.31
2013-07-19,61,9.0,,0.09,5.49
2013-07-20,36,9.0,,0.09,3.2399999999999998
2013-07-21,65,9.0,,0.09,5.85
2013-07-22,91,9.0,,0.09,8.19
2013-07-23,74,9.0,,0.09,6.66
2013-07-24,76,9.0,,0.09,6.84
2013-07-25,47,9.0,,0.09,4.2299999999999995
2013-07-26,43,9.0,,0.09,3.8699999999999997
2013-07-27,22,9.0,,0.09,1.98
2013-07-28,50,9.0,,0.09,4.5
2013-07-29,63,9.0,,0.09,5.67
2013-07-30,86,9.0,,0.09,7.739999999999999
2013-07-31,52,9.0,,0.09,4.68
2013-08-01,71,9.0,False,0.09,6.39
2013-08-02,55,9.0,,0.09,4.95
2013-08-03,52,9.0,,0.09,4.68
2013-08-04,37,9.0,,0.09,3.33
2013-08-05,42,9.0,,0.09,3.78
2013-08-06,81,9.0,,0.09,7.29
2013-08-07,100,9.0,,0.09,9.0
2013-08-08,93,9.0,,0.09,8.37
2013-08-09,49,9.0,,0.09,4.41
2013-08-10,44,9.0,,0.09,3.96
2013-08-11,59,9.0,,0.09,5.31
2013-08-12,70,9.0,,0.09,6.3
2013-08-13,98,9.0,,0.09,8.82
2013-08-14,71,9.0,,0.09,6.39
2013-08-15,65,9.0,,0.09,5.85
2013-08-16,56,9.0,,0.09,5.04
2013-08-17,44,9.0,,0.09,3.96
2013-08-18,43,9.0,,0.09,3.8699999999999997
2013-08-19,59,9.0,,0.09,5.31
2013-08-20,81,9.0,,0.09,7.29
2013-08-21,18,9.0,,0.09,1.6199999999999999
2013-08-22,65,9.0,,0.09,5.85
2013-08-23,54,9.0,,0.09,4.859999999999999
2013-08-24,22,9.0,,0.09,1.98
2013-08-25,43,9.0,,0.09,3.8699999999999997
2013-08-26,67,9.0,,0.09,6.029999999999999
2013-08-27,84,9.0,,0.09,7.56
2013-08-28,68,9.0,,0.09,6.12
2013-08-29,87,9.0,,0.09,7.83
2013-08-30,72,9.0,,0.09,6.4799999999999995
2013-08-31,14,9.0,,0.09,1.26
2013-09-01,26,12.0,False,0.12,3.12
2013-09-02,47,12.0,,0.12,5.64
2013-09-03,34,12.0,,0.12,4.08
2013-09-04,72,12.0,,0.12,8.64
2013-09-05,66,12.0,,0.12,7.92
2013-09-06,43,12.0,,0.12,5.16
2013-09-07,38,12.0,,0.12,4.56
2013-09-08,49,12.0,,0.12,5.88
2013-09-09,58,12.0,,0.12,6.96
2013-09-10,70,12.0,,0.12,8.4
2013-09-11,50,12.0,,0.12,6.0
2013-09-12,44,12.0,,0.12,5.279999999999999
2013-09-13,46,12.0,,0.12,5.52
2013-09-14,25,12.0,,0.12,3.0
2013-09-15,45,12.0,,0.12,5.3999999999999995
2013-09-16,69,12.0,,0.12,8.28
2013-09-17,57,12.0,,0.12,6.84
2013-09-18,61,12.0,,0.12,7.319999999999999
2013-09-19,48,12.0,,0.12,5.76
2013-09-20,65,12.0,,0.12,7.8
2013-09-21,34,12.0,,0.12,4.08
2013-09-22,38,12.0,,0.12,4.56
2013-09-23,100,12.0,,0.12,12.0
2013-09-24,55,12.0,,0.12,6.6
2013-09-25,44,12.0,,0.12,5.279999999999999
2013-09-26,46,12.0,,0.12,5.52
2013-09-27,59,12.0,,0.12,7.08
2013-09-28,48,12.0,,0.12,5.76
2013-09-29,63,12.0,,0.12,7.56
2013-09-30,66,12.0,,0.12,7.92
2013-10-01,100,14.0,False,0.14,14.000000000000002
2013-10-02,77,14.0,,0.14,10.780000000000001
2013-10-03,66,14.0,,0.14,9.24
2013-10-04,59,14.0,,0.14,8.260000000000002
2013-10-05,53,14.0,,0.14,7.420000000000001
2013-10-06,48,14.0,,0.14,6.720000000000001
2013-10-07,63,14.0,,0.14,8.82
2013-10-08,81,14.0,,0.14,11.340000000000002
2013-10-09,67,14.0,,0.14,9.38
2013-10-10,55,14.0,,0.14,7.700000000000001
2013-10-11,54,14.0,,0.14,7.5600000000000005
2013-10-12,46,14.0,,0.14,6.44
2013-10-13,60,14.0,,0.14,8.4
2013-10-14,76,14.0,,0.14,10.64
2013-10-15,48,14.0,,0.14,6.720000000000001
2013-10-16,53,14.0,,0.14,7.420000000000001
2013-10-17,54,14.0,,0.14,7.5600000000000005
2013-10-18,76,14.0,,0.14,10.64
2013-10-19,26,14.0,,0.14,3.6400000000000006
2013-10-20,63,14.0,,0.14,8.82
2013-10-21,84,14.0,,0.14,11.760000000000002
2013-10-22,52,14.0,,0.14,7.280000000000001
2013-10-23,60,14.0,,0.14,8.4
2013-10-24,57,14.0,,0.14,7.98
2013-10-25,50,14.0,,0.14,7.000000000000001
2013-10-26,34,14.0,,0.14,4.760000000000001
2013-10-27,40,14.0,,0.14,5.6000000000000005
2013-10-28,41,14.0,,0.14,5.74
2013-10-29,67,14.0,,0.14,9.38
2013-10-30,88,14.0,,0.14,12.32
2013-10-31,61,14.0,,0.14,8.540000000000001
2013-11-01,56,13.0,False,0.13,7.28
2013-11-02,32,13.0,,0.13,4.16
2013-11-03,35,13.0,,0.13,4.55
2013-11-04,76,13.0,,0.13,9.88
2013-11-05,73,13.0,,0.13,9.49
2013-11-06,57,13.0,,0.13,7.41
2013-11-07,64,13.0,,0.13,8.32
2013-11-08,63,13.0,,0.13,8.19
2013-11-09,40,13.0,,0.13,5.2
2013-11-10,55,13.0,,0.13,7.15
2013-11-11,68,13.0,,0.13,8.84
2013-11-12,62,13.0,,0.13,8.06
2013-11-13,89,13.0,,0.13,11.57
2013-11-14,54,13.0,,0.13,7.0200000000000005
2013-11-15,59,13.0,,0.13,7.67
2013-11-16,47,13.0,,0.13,6.11
2013-11-17,46,13.0,,0.13,5.98
2013-11-18,78,13.0,,0.13,10.14
2013-11-19,85,13.0,,0.13,11.05
2013-11-20,94,13.0,,0.13,12.22
2013-11-21,73,13.0,,0.13,9.49
2013-11-22,68,13.0,,0.13,8.84
2013-11-23,31,13.0,,0.13,4.03
2013-11-24,34,13.0,,0.13,4.42
2013-11-25,100,13.0,,0.13,13.0
2013-11-26,57,13.0,,0.13,7.41
2013-11-27,40,13.0,,0.13,5.2
2013-11-28,25,13.0,,0.13,3.25
2013-11-29,30,13.0,,0.13,3.9000000000000004
2013-11-30,54,13.0,,0.13,7.0200000000000005
2013-12-01,30,12.0,False,0.12,3.5999999999999996
2013-12-02,53,12.0,,0.12,6.359999999999999
2013-12-03,100,12.0,,0.12,12.0
2013-12-04,85,12.0,,0.12,10.2
2013-12-05,52,12.0,,0.12,6.24
2013-12-06,61,12.0,,0.12,7.319999999999999
2013-12-07,41,12.0,,0.12,4.92
2013-12-08,34,12.0,,0.12,4.08
2013-12-09,80,12.0,,0.12,9.6
2013-12-10,57,12.0,,0.12,6.84
2013-12-11,39,12.0,,0.12,4.68
2013-12-12,63,12.0,,0.12,7.56
2013-12-13,48,12.0,,0.12,5.76
2013-12-14,30,12.0,,0.12,3.5999999999999996
2013-12-15,45,12.0,,0.12,5.3999999999999995
2013-12-16,67,12.0,,0.12,8.04
2013-12-17,47,12.0,,0.12,5.64
2013-12-18,60,12.0,,0.12,7.199999999999999
2013-12-19,41,12.0,,0.12,4.92
2013-12-20,27,12.0,,0.12,3.2399999999999998
2013-12-21,13,12.0,,0.12,1.56
2013-12-22,10,12.0,,0.12,1.2
2013-12-23,36,12.0,,0.12,4.32
2013-12-24,22,12.0,,0.12,2.6399999999999997
2013-12-25,19,12.0,,0.12,2.28
2013-12-26,12,12.0,,0.12,1.44
2013-12-27,31,12.0,,0.12,3.7199999999999998
2013-12-28,22,12.0,,0.12,2.6399999999999997
2013-12-29,25,12.0,,0.12,3.0
2013-12-30,26,12.0,,0.12,3.12
2013-12-31,11,12.0,,0.12,1.3199999999999998
2014-01-01,42,11.0,False,0.11,4.62
2014-01-02,36,11.0,,0.11,3.96
2014-01-03,47,11.0,,0.11,5.17
2014-01-04,25,11.0,,0.11,2.75
2014-01-05,29,11.0,,0.11,3.19
2014-01-06,45,11.0,,0.11,4.95
2014-01-07,65,11.0,,0.11,7.15
2014-01-08,56,11.0,,0.11,6.16
2014-01-09,53,11.0,,0.11,5.83
2014-01-10,57,11.0,,0.11,6.2700000000000005
2014-01-11,25,11.0,,0.11,2.75
2014-01-12,46,11.0,,0.11,5.06
2014-01-13,56,11.0,,0.11,6.16
2014-01-14,79,11.0,,0.11,8.69
2014-01-15,48,11.0,,0.11,5.28
2014-01-16,52,11.0,,0.11,5.72
2014-01-17,64,11.0,,0.11,7.04
2014-01-18,43,11.0,,0.11,4.73
2014-01-19,30,11.0,,0.11,3.3
2014-01-20,61,11.0,,0.11,6.71
2014-01-21,40,11.0,,0.11,4.4
2014-01-22,85,11.0,,0.11,9.35
2014-01-23,68,11.0,,0.11,7.48
2014-01-24,63,11.0,,0.11,6.93
2014-01-25,33,11.0,,0.11,3.63
2014-01-26,79,11.0,,0.11,8.69
2014-01-27,73,11.0,,0.11,8.03
2014-01-28,37,11.0,,0.11,4.07
2014-01-29,48,11.0,,0.11,5.28
2014-01-30,100,11.0,,0.11,11.0
2014-01-31,88,11.0,,0.11,9.68
2014-02-01,51,13.0,False,0.13,6.63
2014-02-02,33,13.0,,0.13,4.29
2014-02-03,54,13.0,,0.13,7.0200000000000005
2014-02-04,72,13.0,,0.13,9.36
2014-02-05,76,13.0,,0.13,9.88
2014-02-06,92,13.0,,0.13,11.96
2014-02-07,45,13.0,,0.13,5.8500000000000005
2014-02-08,46,13.0,,0.13,5.98
2014-02-09,45,13.0,,0.13,5.8500000000000005
2014-02-10,84,13.0,,0.13,10.92
2014-02-11,50,13.0,,0.13,6.5
2014-02-12,95,13.0,,0.13,12.35
2014-02-13,79,13.0,,0.13,10.27
2014-02-14,69,13.0,,0.13,8.97
2014-02-15,30,13.0,,0.13,3.9000000000000004
2014-02-16,30,13.0,,0.13,3.9000000000000004
2014-02-17,72,13.0,,0.13,9.36
2014-02-18,64,13.0,,0.13,8.32
2014-02-19,56,13.0,,0.13,7.28
2014-02-20,95,13.0,,0.13,12.35
2014-02-21,49,13.0,,0.13,6.37
2014-02-22,47,13.0,,0.13,6.11
2014-02-23,38,13.0,,0.13,4.94
2014-02-24,64,13.0,,0.13,8.32
2014-02-25,100,13.0,,0.13,13.0
2014-02-26,71,13.0,,0.13,9.23
2014-02-27,78,13.0,,0.13,10.14
2014-02-28,60,13.0,,0.13,7.800000000000001
2014-03-01,39,13.0,False,0.13,5.07
2014-03-02,56,13.0,,0.13,7.28
2014-03-03,41,13.0,,0.13,5.33
2014-03-04,91,13.0,,0.13,11.83
2014-03-05,55,13.0,,0.13,7.15
2014-03-06,62,13.0,,0.13,8.06
2014-03-07,49,13.0,,0.13,6.37
2014-03-08,18,13.0,,0.13,2.34
2014-03-09,54,13.0,,0.13,7.0200000000000005
2014-03-10,65,13.0,,0.13,8.450000000000001
2014-03-11,69,13.0,,0.13,8.97
2014-03-12,100,13.0,,0.13,13.0
2014-03-13,39,13.0,,0.13,5.07
2014-03-14,68,13.0,,0.13,8.84
2014-03-15,26,13.0,,0.13,3.38
2014-03-16,57,13.0,,0.13,7.41
2014-03-17,53,13.0,,0.13,6.890000000000001
2014-03-18,53,13.0,,0.13,6.890000000000001
2014-03-19,59,13.0,,0.13,7.67
2014-03-20,62,13.0,,0.13,8.06
2014-03-21,61,13.0,,0.13,7.930000000000001
2014-03-22,15,13.0,,0.13,1.9500000000000002
2014-03-23,39,13.0,,0.13,5.07
2014-03-24,53,13.0,,0.13,6.890000000000001
2014-03-25,72,13.0,,0.13,9.36
2014-03-26,58,13.0,,0.13,7.54
2014-03-27,68,13.0,,0.13,8.84
2014-03-28,59,13.0,,0.13,7.67
2014-03-29,25,13.0,,0.13,3.25
2014-03-30,39,13.0,,0.13,5.07
2014-03-31,59,13.0,,0.13,7.67
2014-04-01,71,16.0,False,0.16,11.36
2014-04-02,47,16.0,,0.16,7.5200000000000005
2014-04-03,50,16.0,,0.16,8.0
2014-04-04,59,16.0,,0.16,9.44
2014-04-05,32,16.0,,0.16,5.12
2014-04-06,44,16.0,,0.16,7.04
2014-04-07,61,16.0,,0.16,9.76
2014-04-08,100,16.0,,0.16,16.0
2014-04-09,69,16.0,,0.16,11.040000000000001
2014-04-10,88,16.0,,0.16,14.08
2014-04-11,47,16.0,,0.16,7.5200000000000005
2014-04-12,41,16.0,,0.16,6.5600000000000005
2014-04-13,33,16.0,,0.16,5.28
2014-04-14,77,16.0,,0.16,12.32
2014-04-15,82,16.0,,0.16,13.120000000000001
