date,RECESSION_unscaled,RECESSION_monthly,isPartial,scale,RECESSION
2006-09-02,0,7.0,,0.07,0.0
2006-09-03,39,7.0,,0.07,2.7300000000000004
2006-09-04,47,7.0,,0.07,3.2900000000000005
2006-09-05,45,7.0,,0.07,3.1500000000000004
2006-09-06,22,7.0,,0.07,1.54
2006-09-07,57,7.0,,0.07,3.99
2006-09-08,72,7.0,,0.07,5.040000000000001
2006-09-09,0,7.0,,0.07,0.0
2006-09-10,34,7.0,,0.07,2.3800000000000003
2006-09-11,44,7.0,,0.07,3.08
2006-09-12,55,7.0,,0.07,3.8500000000000005
2006-09-13,22,7.0,,0.07,1.54
2006-09-14,56,7.0,,0.07,3.9200000000000004
2006-09-15,94,7.0,,0.07,6.580000000000001
2006-09-16,0,7.0,,0.07,0.0
2006-09-17,0,7.0,,0.07,0.0
2006-09-18,0,7.0,,0.07,0.0
2006-09-19,43,7.0,,0.07,3.0100000000000002
2006-09-20,88,7.0,,0.07,6.16
2006-09-21,56,7.0,,0.07,3.9200000000000004
2006-09-22,59,7.0,,0.07,4.130000000000001
2006-09-23,68,7.0,,0.07,4.760000000000001
2006-09-24,100,7.0,,0.07,7.000000000000001
2006-09-25,87,7.0,,0.07,6.090000000000001
2006-09-26,22,7.0,,0.07,1.54
2006-09-27,33,7.0,,0.07,2.31
2006-09-28,67,7.0,,0.07,4.69
2006-09-29,24,7.0,,0.07,1.6800000000000002
2006-09-30,70,7.0,,0.07,4.9
2006-10-01,33,7.0,False,0.07,2.31
2006-10-02,62,7.0,,0.07,4.340000000000001
2006-10-03,41,7.0,,0.07,2.87
2006-10-04,71,7.0,,0.07,4.970000000000001
2006-10-05,41,7.0,,0.07,2.87
2006-10-06,45,7.0,,0.07,3.1500000000000004
2006-10-07,33,7.0,,0.07,2.31
2006-10-08,100,7.0,,0.07,7.000000000000001
2006-10-09,21,7.0,,0.07,1.4700000000000002
2006-10-10,20,7.0,,0.07,1.4000000000000001
2006-10-11,30,7.0,,0.07,2.1
2006-10-12,0,7.0,,0.07,0.0
2006-10-13,55,7.0,,0.07,3.8500000000000005
2006-10-14,49,7.0,,0.07,3.43
2006-10-15,31,7.0,,0.07,2.1700000000000004
2006-10-16,50,7.0,,0.07,3.5000000000000004
2006-10-17,39,7.0,,0.07,2.7300000000000004
2006-10-18,20,7.0,,0.07,1.4000000000000001
2006-10-19,41,7.0,,0.07,2.87
2006-10-20,44,7.0,,0.07,3.08
2006-10-21,33,7.0,,0.07,2.31
2006-10-22,31,7.0,,0.07,2.1700000000000004
2006-10-23,100,7.0,,0.07,7.000000000000001
2006-10-24,79,7.0,,0.07,5.53
2006-10-25,20,7.0,,0.07,1.4000000000000001
2006-10-26,20,7.0,,0.07,1.4000000000000001
2006-10-27,32,7.0,,0.07,2.24
2006-10-28,62,7.0,,0.07,4.340000000000001
2006-10-29,63,7.0,,0.07,4.41
2006-10-30,20,7.0,,0.07,1.4000000000000001
2006-10-31,70,7.0,,0.07,4.9
2006-11-01,92,8.0,False,0.08,7.36
2006-11-02,55,8.0,,0.08,4.4
2006-11-03,46,8.0,,0.08,3.68
2006-11-04,34,8.0,,0.08,2.72
2006-11-05,34,8.0,,0.08,2.72
2006-11-06,65,8.0,,0.08,5.2
2006-11-07,41,8.0,,0.08,3.2800000000000002
2006-11-08,41,8.0,,0.08,3.2800000000000002
2006-11-09,33,8.0,,0.08,2.64
2006-11-10,24,8.0,,0.08,1.92
2006-11-11,33,8.0,,0.08,2.64
2006-11-12,66,8.0,,0.08,5.28
2006-11-13,85,8.0,,0.08,6.8
2006-11-14,52,8.0,,0.08,4.16
2006-11-15,42,8.0,,0.08,3.36
2006-11-16,22,8.0,,0.08,1.76
2006-11-17,57,8.0,,0.08,4.5600000000000005
2006-11-18,67,8.0,,0.08,5.36
2006-11-19,33,8.0,,0.08,2.64
2006-11-20,32,8.0,,0.08,2.56
2006-11-21,22,8.0,,0.08,1.76
2006-11-22,24,8.0,,0.08,1.92
2006-11-23,36,8.0,,0.08,2.88
2006-11-24,33,8.0,,0.08,2.64
2006-11-25,69,8.0,,0.08,5.5200000000000005
2006-11-26,50,8.0,,0.08,4.0
2006-11-27,41,8.0,,0.08,3.2800000000000002
2006-11-28,100,8.0,,0.08,8.0
2006-11-29,41,8.0,,0.08,3.2800000000000002
2006-11-30,20,8.0,,0.08,1.6
2006-12-01,44,7.0,False,0.07,3.08
2006-12-02,48,7.0,,0.07,3.3600000000000003
2006-12-03,32,7.0,,0.07,2.24
2006-12-04,62,7.0,,0.07,4.340000000000001
2006-12-05,31,7.0,,0.07,2.1700000000000004
2006-12-06,73,7.0,,0.07,5.11
2006-12-07,32,7.0,,0.07,2.24
2006-12-08,67,7.0,,0.07,4.69
2006-12-09,0,7.0,,0.07,0.0
2006-12-10,32,7.0,,0.07,2.24
2006-12-11,73,7.0,,0.07,5.11
2006-12-12,51,7.0,,0.07,3.5700000000000003
2006-12-13,21,7.0,,0.07,1.4700000000000002
2006-12-14,43,7.0,,0.07,3.0100000000000002
2006-12-15,0,7.0,,0.07,0.0
2006-12-16,100,7.0,,0.07,7.000000000000001
2006-12-17,35,7.0,,0.07,2.45
2006-12-18,56,7.0,,0.07,3.9200000000000004
2006-12-19,56,7.0,,0.07,3.9200000000000004
2006-12-20,0,7.0,,0.07,0.0
2006-12-21,60,7.0,,0.07,4.2
2006-12-22,54,7.0,,0.07,3.7800000000000002
2006-12-23,37,7.0,,0.07,2.5900000000000003
2006-12-24,41,7.0,,0.07,2.87
2006-12-25,46,7.0,,0.07,3.22
2006-12-26,30,7.0,,0.07,2.1
2006-12-27,0,7.0,,0.07,0.0
2006-12-28,64,7.0,,0.07,4.48
2006-12-29,27,7.0,,0.07,1.8900000000000001
2006-12-30,0,7.0,,0.07,0.0
2006-12-31,35,7.0,,0.07,2.45
2007-01-01,0,5.0,False,0.05,0.0
2007-01-02,25,5.0,,0.05,1.25
2007-01-03,24,5.0,,0.05,1.2000000000000002
2007-01-04,36,5.0,,0.05,1.8
2007-01-05,49,5.0,,0.05,2.45
2007-01-06,0,5.0,,0.05,0.0
2007-01-07,35,5.0,,0.05,1.75
2007-01-08,46,5.0,,0.05,2.3000000000000003
2007-01-09,46,5.0,,0.05,2.3000000000000003
2007-01-10,69,5.0,,0.05,3.45
2007-01-11,35,5.0,,0.05,1.75
2007-01-12,48,5.0,,0.05,2.4000000000000004
2007-01-13,34,5.0,,0.05,1.7000000000000002
2007-01-14,36,5.0,,0.05,1.8
2007-01-15,100,5.0,,0.05,5.0
2007-01-16,0,5.0,,0.05,0.0
2007-01-17,34,5.0,,0.05,1.7000000000000002
2007-01-18,91,5.0,,0.05,4.55
2007-01-19,24,5.0,,0.05,1.2000000000000002
2007-01-20,33,5.0,,0.05,1.6500000000000001
2007-01-21,67,5.0,,0.05,3.35
2007-01-22,22,5.0,,0.05,1.1
2007-01-23,22,5.0,,0.05,1.1
2007-01-24,33,5.0,,0.05,1.6500000000000001
2007-01-25,45,5.0,,0.05,2.25
2007-01-26,47,5.0,,0.05,2.35
2007-01-27,33,5.0,,0.05,1.6500000000000001
2007-01-28,100,5.0,,0.05,5.0
2007-01-29,22,5.0,,0.05,1.1
2007-01-30,54,5.0,,0.05,2.7
2007-01-31,44,5.0,,0.05,2.2
2007-02-01,10,10.0,False,0.1,1.0
2007-02-02,7,10.0,,0.1,0.7000000000000001
2007-02-03,10,10.0,,0.1,1.0
2007-02-04,0,10.0,,0.1,0.0
2007-02-05,13,10.0,,0.1,1.3
2007-02-06,13,10.0,,0.1,1.3
2007-02-07,6,10.0,,0.1,0.6000000000000001
2007-02-08,10,10.0,,0.1,1.0
2007-02-09,7,10.0,,0.1,0.7000000000000001
2007-02-10,0,10.0,,0.1,0.0
2007-02-11,19,10.0,,0.1,1.9000000000000001
2007-02-12,10,10.0,,0.1,1.0
2007-02-13,0,10.0,,0.1,0.0
2007-02-14,10,10.0,,0.1,1.0
2007-02-15,0,10.0,,0.1,0.0
2007-02-16,7,10.0,,0.1,0.7000000000000001
2007-02-17,15,10.0,,0.1,1.5
2007-02-18,10,10.0,,0.1,1.0
2007-02-19,22,10.0,,0.1,2.2
2007-02-20,13,10.0,,0.1,1.3
2007-02-21,13,10.0,,0.1,1.3
2007-02-22,10,10.0,,0.1,1.0
2007-02-23,27,10.0,,0.1,2.7
2007-02-24,29,10.0,,0.1,2.9000000000000004
2007-02-25,9,10.0,,0.1,0.9
2007-02-26,100,10.0,,0.1,10.0
2007-02-27,88,10.0,,0.1,8.8
2007-02-28,66,10.0,,0.1,6.6000000000000005
2007-03-01,84,11.0,False,0.11,9.24
2007-03-02,64,11.0,,0.11,7.04
2007-03-03,57,11.0,,0.11,6.2700000000000005
2007-03-04,81,11.0,,0.11,8.91
2007-03-05,100,11.0,,0.11,11.0
2007-03-06,68,11.0,,0.11,7.48
2007-03-07,53,11.0,,0.11,5.83
2007-03-08,62,11.0,,0.11,6.82
2007-03-09,32,11.0,,0.11,3.52
2007-03-10,0,11.0,,0.11,0.0
2007-03-11,71,11.0,,0.11,7.81
2007-03-12,54,11.0,,0.11,5.94
2007-03-13,31,11.0,,0.11,3.41
2007-03-14,95,11.0,,0.11,10.45
2007-03-15,48,11.0,,0.11,5.28
2007-03-16,49,11.0,,0.11,5.39
2007-03-17,58,11.0,,0.11,6.38
2007-03-18,95,11.0,,0.11,10.45
2007-03-19,31,11.0,,0.11,3.41
2007-03-20,65,11.0,,0.11,7.15
2007-03-21,23,11.0,,0.11,2.53
2007-03-22,54,11.0,,0.11,5.94
2007-03-23,33,11.0,,0.11,3.63
2007-03-24,24,11.0,,0.11,2.64
2007-03-25,0,11.0,,0.11,0.0
2007-03-26,30,11.0,,0.11,3.3
2007-03-27,75,11.0,,0.11,8.25
2007-03-28,61,11.0,,0.11,6.71
2007-03-29,46,11.0,,0.11,5.06
2007-03-30,34,11.0,,0.11,3.74
2007-03-31,24,11.0,,0.11,2.64
2007-04-01,0,8.0,False,0.08,0.0
2007-04-02,51,8.0,,0.08,4.08
2007-04-03,43,8.0,,0.08,3.44
2007-04-04,42,8.0,,0.08,3.36
2007-04-05,87,8.0,,0.08,6.96
2007-04-06,29,8.0,,0.08,2.32
2007-04-07,39,8.0,,0.08,3.12
2007-04-08,42,8.0,,0.08,3.36
2007-04-09,26,8.0,,0.08,2.08
2007-04-10,49,8.0,,0.08,3.92
2007-04-11,49,8.0,,0.08,3.92
2007-04-12,49,8.0,,0.08,3.92
2007-04-13,97,8.0,,0.08,7.76
2007-04-14,100,8.0,,0.08,8.0
2007-04-15,47,8.0,,0.08,3.7600000000000002
2007-04-16,56,8.0,,0.08,4.48
2007-04-17,40,8.0,,0.08,3.2
2007-04-18,41,8.0,,0.08,3.2800000000000002
2007-04-19,0,8.0,,0.08,0.0
2007-04-20,18,8.0,,0.08,1.44
2007-04-21,0,8.0,,0.08,0.0
2007-04-22,26,8.0,,0.08,2.08
2007-04-23,41,8.0,,0.08,3.2800000000000002
2007-04-24,40,8.0,,0.08,3.2
2007-04-25,32,8.0,,0.08,2.56
2007-04-26,33,8.0,,0.08,2.64
2007-04-27,17,8.0,,0.08,1.36
2007-04-28,39,8.0,,0.08,3.12
2007-04-29,78,8.0,,0.08,6.24
2007-04-30,49,8.0,,0.08,3.92
2007-05-01,38,8.0,False,0.08,3.04
2007-05-02,39,8.0,,0.08,3.12
2007-05-03,19,8.0,,0.08,1.52
2007-05-04,0,8.0,,0.08,0.0
2007-05-05,29,8.0,,0.08,2.32
2007-05-06,88,8.0,,0.08,7.04
2007-05-07,27,8.0,,0.08,2.16
2007-05-08,100,8.0,,0.08,8.0
2007-05-09,28,8.0,,0.08,2.24
2007-05-10,38,8.0,,0.08,3.04
2007-05-11,61,8.0,,0.08,4.88
2007-05-12,77,8.0,,0.08,6.16
2007-05-13,47,8.0,,0.08,3.7600000000000002
2007-05-14,37,8.0,,0.08,2.96
2007-05-15,72,8.0,,0.08,5.76
2007-05-16,64,8.0,,0.08,5.12
2007-05-17,19,8.0,,0.08,1.52
2007-05-18,60,8.0,,0.08,4.8
2007-05-19,30,8.0,,0.08,2.4
2007-05-20,30,8.0,,0.08,2.4
2007-05-21,55,8.0,,0.08,4.4
2007-05-22,45,8.0,,0.08,3.6
2007-05-23,37,8.0,,0.08,2.96
2007-05-24,19,8.0,,0.08,1.52
2007-05-25,31,8.0,,0.08,2.48
2007-05-26,47,8.0,,0.08,3.7600000000000002
2007-05-27,82,8.0,,0.08,6.5600000000000005
2007-05-28,28,8.0,,0.08,2.24
2007-05-29,0,8.0,,0.08,0.0
2007-05-30,37,8.0,,0.08,2.96
2007-05-31,93,8.0,,0.08,7.44
2007-06-01,27,5.0,False,0.05,1.35
2007-06-02,77,5.0,,0.05,3.85
2007-06-03,39,5.0,,0.05,1.9500000000000002
2007-06-04,49,5.0,,0.05,2.45
2007-06-05,61,5.0,,0.05,3.0500000000000003
2007-06-06,51,5.0,,0.05,2.5500000000000003
2007-06-07,52,5.0,,0.05,2.6
2007-06-08,55,5.0,,0.05,2.75
2007-06-09,80,5.0,,0.05,4.0
2007-06-10,41,5.0,,0.05,2.0500000000000003
2007-06-11,51,5.0,,0.05,2.5500000000000003
2007-06-12,37,5.0,,0.05,1.85
2007-06-13,37,5.0,,0.05,1.85
2007-06-14,78,5.0,,0.05,3.9000000000000004
2007-06-15,86,5.0,,0.05,4.3
2007-06-16,45,5.0,,0.05,2.25
2007-06-17,47,5.0,,0.05,2.35
2007-06-18,41,5.0,,0.05,2.0500000000000003
2007-06-19,54,5.0,,0.05,2.7
2007-06-20,69,5.0,,0.05,3.45
2007-06-21,42,5.0,,0.05,2.1
2007-06-22,54,5.0,,0.05,2.7
2007-06-23,40,5.0,,0.05,2.0
2007-06-24,62,5.0,,0.05,3.1
2007-06-25,100,5.0,,0.05,5.0
2007-06-26,25,5.0,,0.05,1.25
2007-06-27,25,5.0,,0.05,1.25
2007-06-28,52,5.0,,0.05,2.6
2007-06-29,55,5.0,,0.05,2.75
2007-06-30,0,5.0,,0.05,0.0
2007-07-01,0,5.0,False,0.05,0.0
2007-07-02,51,5.0,,0.05,2.5500000000000003
2007-07-03,17,5.0,,0.05,0.8500000000000001
2007-07-04,24,5.0,,0.05,1.2000000000000002
2007-07-05,73,5.0,,0.05,3.6500000000000004
2007-07-06,35,5.0,,0.05,1.75
2007-07-07,0,5.0,,0.05,0.0
2007-07-08,0,5.0,,0.05,0.0
2007-07-09,16,5.0,,0.05,0.8
2007-07-10,48,5.0,,0.05,2.4000000000000004
2007-07-11,49,5.0,,0.05,2.45
2007-07-12,0,5.0,,0.05,0.0
2007-07-13,18,5.0,,0.05,0.9
2007-07-14,25,5.0,,0.05,1.25
2007-07-15,26,5.0,,0.05,1.3
2007-07-16,33,5.0,,0.05,1.6500000000000001
2007-07-17,16,5.0,,0.05,0.8
2007-07-18,0,5.0,,0.05,0.0
2007-07-19,65,5.0,,0.05,3.25
2007-07-20,18,5.0,,0.05,0.9
2007-07-21,26,5.0,,0.05,1.3
2007-07-22,27,5.0,,0.05,1.35
2007-07-23,16,5.0,,0.05,0.8
2007-07-24,64,5.0,,0.05,3.2
2007-07-25,32,5.0,,0.05,1.6
2007-07-26,67,5.0,,0.05,3.35
2007-07-27,17,5.0,,0.05,0.8500000000000001
2007-07-28,100,5.0,,0.05,5.0
2007-07-29,0,5.0,,0.05,0.0
2007-07-30,0,5.0,,0.05,0.0
2007-07-31,48,5.0,,0.05,2.4000000000000004
2007-08-01,0,11.0,False,0.11,0.0
2007-08-02,33,11.0,,0.11,3.63
2007-08-03,23,11.0,,0.11,2.53
2007-08-04,41,11.0,,0.11,4.51
2007-08-05,17,11.0,,0.11,1.87
2007-08-06,37,11.0,,0.11,4.07
2007-08-07,26,11.0,,0.11,2.86
2007-08-08,26,11.0,,0.11,2.86
2007-08-09,11,11.0,,0.11,1.21
2007-08-10,23,11.0,,0.11,2.53
2007-08-11,33,11.0,,0.11,3.63
2007-08-12,50,11.0,,0.11,5.5
2007-08-13,26,11.0,,0.11,2.86
2007-08-14,15,11.0,,0.11,1.65
2007-08-15,31,11.0,,0.11,3.41
2007-08-16,69,11.0,,0.11,7.59
2007-08-17,79,11.0,,0.11,8.69
2007-08-18,40,11.0,,0.11,4.4
2007-08-19,32,11.0,,0.11,3.52
2007-08-20,15,11.0,,0.11,1.65
2007-08-21,45,11.0,,0.11,4.95
2007-08-22,41,11.0,,0.11,4.51
2007-08-23,100,11.0,,0.11,11.0
2007-08-24,78,11.0,,0.11,8.58
2007-08-25,0,11.0,,0.11,0.0
2007-08-26,39,11.0,,0.11,4.29
2007-08-27,72,11.0,,0.11,7.92
2007-08-28,65,11.0,,0.11,7.15
2007-08-29,56,11.0,,0.11,6.16
2007-08-30,68,11.0,,0.11,7.48
2007-08-31,40,11.0,,0.11,4.4
2007-09-01,0,21.0,False,0.21,0.0
2007-09-02,35,21.0,,0.21,7.35
2007-09-03,18,21.0,,0.21,3.78
2007-09-04,29,21.0,,0.21,6.09
2007-09-05,36,21.0,,0.21,7.56
2007-09-06,16,21.0,,0.21,3.36
2007-09-07,60,21.0,,0.21,12.6
2007-09-08,54,21.0,,0.21,11.34
2007-09-09,47,21.0,,0.21,9.87
2007-09-10,100,21.0,,0.21,21.0
2007-09-11,39,21.0,,0.21,8.19
2007-09-12,88,21.0,,0.21,18.48
2007-09-13,89,21.0,,0.21,18.689999999999998
2007-09-14,34,21.0,,0.21,7.14
2007-09-15,67,21.0,,0.21,14.07
2007-09-16,42,21.0,,0.21,8.82
2007-09-17,63,21.0,,0.21,13.229999999999999
2007-09-18,86,21.0,,0.21,18.06
2007-09-19,86,21.0,,0.21,18.06
2007-09-20,40,21.0,,0.21,8.4
2007-09-21,47,21.0,,0.21,9.87
2007-09-22,36,21.0,,0.21,7.56
2007-09-23,30,21.0,,0.21,6.3
2007-09-24,23,21.0,,0.21,4.83
2007-09-25,46,21.0,,0.21,9.66
2007-09-26,63,21.0,,0.21,13.229999999999999
2007-09-27,51,21.0,,0.21,10.709999999999999
2007-09-28,38,21.0,,0.21,7.9799999999999995
2007-09-29,49,21.0,,0.21,10.29
2007-09-30,42,21.0,,0.21,8.82
2007-10-01,72,15.0,False,0.15,10.799999999999999
2007-10-02,66,15.0,,0.15,9.9
2007-10-03,67,15.0,,0.15,10.049999999999999
2007-10-04,87,15.0,,0.15,13.049999999999999
2007-10-05,39,15.0,,0.15,5.85
2007-10-06,28,15.0,,0.15,4.2
2007-10-07,56,15.0,,0.15,8.4
2007-10-08,32,15.0,,0.15,4.8
2007-10-09,57,15.0,,0.15,8.549999999999999
2007-10-10,44,15.0,,0.15,6.6
2007-10-11,27,15.0,,0.15,4.05
2007-10-12,49,15.0,,0.15,7.35
2007-10-13,14,15.0,,0.15,2.1
2007-10-14,21,15.0,,0.15,3.15
2007-10-15,18,15.0,,0.15,2.6999999999999997
2007-10-16,48,15.0,,0.15,7.199999999999999
2007-10-17,44,15.0,,0.15,6.6
2007-10-18,49,15.0,,0.15,7.35
2007-10-19,80,15.0,,0.15,12.0
2007-10-20,97,15.0,,0.15,14.549999999999999
2007-10-21,41,15.0,,0.15,6.1499999999999995
2007-10-22,68,15.0,,0.15,10.2
2007-10-23,25,15.0,,0.15,3.75
2007-10-24,56,15.0,,0.15,8.4
2007-10-25,89,15.0,,0.15,13.35
2007-10-26,76,15.0,,0.15,11.4
2007-10-27,20,15.0,,0.15,3.0
2007-10-28,60,15.0,,0.15,9.0
2007-10-29,48,15.0,,0.15,7.199999999999999
2007-10-30,34,15.0,,0.15,5.1
2007-10-31,100,15.0,,0.15,15.0
2007-11-01,47,25.0,False,0.25,11.75
2007-11-02,30,25.0,,0.25,7.5
2007-11-03,29,25.0,,0.25,7.25
2007-11-04,28,25.0,,0.25,7.0
2007-11-05,15,25.0,,0.25,3.75
2007-11-06,54,25.0,,0.25,13.5
2007-11-07,64,25.0,,0.25,16.0
2007-11-08,97,25.0,,0.25,24.25
2007-11-09,79,25.0,,0.25,19.75
2007-11-10,46,25.0,,0.25,11.5
2007-11-11,28,25.0,,0.25,7.0
2007-11-12,60,25.0,,0.25,15.0
2007-11-13,36,25.0,,0.25,9.0
2007-11-14,37,25.0,,0.25,9.25
2007-11-15,62,25.0,,0.25,15.5
2007-11-16,65,25.0,,0.25,16.25
2007-11-17,69,25.0,,0.25,17.25
2007-11-18,51,25.0,,0.25,12.75
2007-11-19,62,25.0,,0.25,15.5
2007-11-20,71,25.0,,0.25,17.75
2007-11-21,55,25.0,,0.25,13.75
2007-11-22,34,25.0,,0.25,8.5
2007-11-23,27,25.0,,0.25,6.75
2007-11-24,14,25.0,,0.25,3.5
2007-11-25,54,25.0,,0.25,13.5
2007-11-26,68,25.0,,0.25,17.0
2007-11-27,100,25.0,,0.25,25.0
2007-11-28,67,25.0,,0.25,16.75
2007-11-29,47,25.0,,0.25,11.75
2007-11-30,62,25.0,,0.25,15.5
2007-12-01,75,20.0,False,0.2,15.0
2007-12-02,22,20.0,,0.2,4.4
2007-12-03,87,20.0,,0.2,17.400000000000002
2007-12-04,79,20.0,,0.2,15.8
2007-12-05,51,20.0,,0.2,10.200000000000001
2007-12-06,30,20.0,,0.2,6.0
2007-12-07,74,20.0,,0.2,14.8
2007-12-08,38,20.0,,0.2,7.6000000000000005
2007-12-09,65,20.0,,0.2,13.0
2007-12-10,62,20.0,,0.2,12.4
2007-12-11,82,20.0,,0.2,16.400000000000002
2007-12-12,92,20.0,,0.2,18.400000000000002
2007-12-13,56,20.0,,0.2,11.200000000000001
2007-12-14,92,20.0,,0.2,18.400000000000002
2007-12-15,83,20.0,,0.2,16.6
2007-12-16,100,20.0,,0.2,20.0
2007-12-17,58,20.0,,0.2,11.600000000000001
2007-12-18,77,20.0,,0.2,15.4
2007-12-19,59,20.0,,0.2,11.8
2007-12-20,53,20.0,,0.2,10.600000000000001
2007-12-21,41,20.0,,0.2,8.200000000000001
2007-12-22,12,20.0,,0.2,2.4000000000000004
2007-12-23,33,20.0,,0.2,6.6000000000000005
2007-12-24,48,20.0,,0.2,9.600000000000001
2007-12-25,47,20.0,,0.2,9.4
2007-12-26,66,20.0,,0.2,13.200000000000001
2007-12-27,23,20.0,,0.2,4.6000000000000005
2007-12-28,69,20.0,,0.2,13.8
2007-12-29,53,20.0,,0.2,10.600000000000001
2007-12-30,43,20.0,,0.2,8.6
2007-12-31,53,20.0,,0.2,10.600000000000001
2008-01-01,5,100.0,False,1.0,5.0
2008-01-02,10,100.0,,1.0,10.0
2008-01-03,13,100.0,,1.0,13.0
2008-01-04,17,100.0,,1.0,17.0
2008-01-05,14,100.0,,1.0,14.0
2008-01-06,16,100.0,,1.0,16.0
2008-01-07,19,100.0,,1.0,19.0
2008-01-08,17,100.0,,1.0,17.0
2008-01-09,31,100.0,,1.0,31.0
2008-01-10,40,100.0,,1.0,40.0
2008-01-11,28,100.0,,1.0,28.0
2008-01-12,21,100.0,,1.0,21.0
2008-01-13,24,100.0,,1.0,24.0
2008-01-14,22,100.0,,1.0,22.0
2008-01-15,38,100.0,,1.0,38.0
2008-01-16,40,100.0,,1.0,40.0
2008-01-17,49,100.0,,1.0,49.0
2008-01-18,56,100.0,,1.0,56.0
2008-01-19,38,100.0,,1.0,38.0
2008-01-20,24,100.0,,1.0,24.0
2008-01-21,42,100.0,,1.0,42.0
2008-01-22,100,100.0,,1.0,100.0
2008-01-23,66,100.0,,1.0,66.0
2008-01-24,36,100.0,,1.0,36.0
2008-01-25,28,100.0,,1.0,28.0
2008-01-26,20,100.0,,1.0,20.0
2008-01-27,19,100.0,,1.0,19.0
2008-01-28,27,100.0,,1.0,27.0
2008-01-29,19,100.0,,1.0,19.0
2008-01-30,32,100.0,,1.0,32.0
2008-01-31,23,100.0,,1.0,23.0
2008-02-01,54,45.0,False,0.45,24.3
2008-02-02,47,45.0,,0.45,21.150000000000002
2008-02-03,57,45.0,,0.45,25.650000000000002
2008-02-04,34,45.0,,0.45,15.3
2008-02-05,100,45.0,,0.45,45.0
2008-02-06,74,45.0,,0.45,33.300000000000004
2008-02-07,55,45.0,,0.45,24.75
2008-02-08,46,45.0,,0.45,20.7
2008-02-09,38,45.0,,0.45,17.1
2008-02-10,42,45.0,,0.45,18.900000000000002
2008-02-11,55,45.0,,0.45,24.75
2008-02-12,37,45.0,,0.45,16.650000000000002
2008-02-13,33,45.0,,0.45,14.85
2008-02-14,51,45.0,,0.45,22.95
2008-02-15,43,45.0,,0.45,19.35
2008-02-16,34,45.0,,0.45,15.3
2008-02-17,27,45.0,,0.45,12.15
2008-02-18,32,45.0,,0.45,14.4
2008-02-19,27,45.0,,0.45,12.15
2008-02-20,27,45.0,,0.45,12.15
2008-02-21,35,45.0,,0.45,15.75
2008-02-22,28,45.0,,0.45,12.6
2008-02-23,22,45.0,,0.45,9.9
2008-02-24,35,45.0,,0.45,15.75
2008-02-25,64,45.0,,0.45,28.8
2008-02-26,51,45.0,,0.45,22.95
2008-02-27,56,45.0,,0.45,25.2
2008-02-28,76,45.0,,0.45,34.2
2008-02-29,55,45.0,,0.45,24.75
2008-03-01,30,56.0,False,0.56,16.8
2008-03-02,33,56.0,,0.56,18.48
2008-03-03,47,56.0,,0.56,26.320000000000004
2008-03-04,38,56.0,,0.56,21.28
2008-03-05,28,56.0,,0.56,15.680000000000001
2008-03-06,34,56.0,,0.56,19.040000000000003
2008-03-07,70,56.0,,0.56,39.2
2008-03-08,72,56.0,,0.56,40.32000000000001
2008-03-09,36,56.0,,0.56,20.160000000000004
2008-03-10,55,56.0,,0.56,30.800000000000004
2008-03-11,38,56.0,,0.56,21.28
2008-03-12,58,56.0,,0.56,32.480000000000004
2008-03-13,58,56.0,,0.56,32.480000000000004
2008-03-14,79,56.0,,0.56,44.24
2008-03-15,31,56.0,,0.56,17.360000000000003
2008-03-16,28,56.0,,0.56,15.680000000000001
2008-03-17,70,56.0,,0.56,39.2
2008-03-18,100,56.0,,0.56,56.00000000000001
2008-03-19,41,56.0,,0.56,22.96
2008-03-20,39,56.0,,0.56,21.840000000000003
2008-03-21,23,56.0,,0.56,12.88
2008-03-22,42,56.0,,0.56,23.520000000000003
2008-03-23,48,56.0,,0.56,26.880000000000003
2008-03-24,18,56.0,,0.56,10.080000000000002
2008-03-25,34,56.0,,0.56,19.040000000000003
2008-03-26,44,56.0,,0.56,24.64
2008-03-27,39,56.0,,0.56,21.840000000000003
2008-03-28,23,56.0,,0.56,12.88
2008-03-29,21,56.0,,0.56,11.760000000000002
2008-03-30,24,56.0,,0.56,13.440000000000001
2008-03-31,34,56.0,,0.56,19.040000000000003
2008-04-01,32,51.0,False,0.51,16.32
2008-04-02,100,51.0,,0.51,51.0
2008-04-03,65,51.0,,0.51,33.15
2008-04-04,77,51.0,,0.51,39.27
2008-04-05,45,51.0,,0.51,22.95
2008-04-06,43,51.0,,0.51,21.93
2008-04-07,52,51.0,,0.51,26.52
2008-04-08,57,51.0,,0.51,29.07
2008-04-09,68,51.0,,0.51,34.68
2008-04-10,55,51.0,,0.51,28.05
2008-04-11,51,51.0,,0.51,26.01
2008-04-12,37,51.0,,0.51,18.87
2008-04-13,33,51.0,,0.51,16.830000000000002
2008-04-14,47,51.0,,0.51,23.97
2008-04-15,62,51.0,,0.51,31.62
2008-04-16,39,51.0,,0.51,19.89
2008-04-17,43,51.0,,0.51,21.93
2008-04-18,34,51.0,,0.51,17.34
2008-04-19,8,51.0,,0.51,4.08
2008-04-20,22,51.0,,0.51,11.22
2008-04-21,43,51.0,,0.51,21.93
2008-04-22,51,51.0,,0.51,26.01
2008-04-23,40,51.0,,0.51,20.4
2008-04-24,46,51.0,,0.51,23.46
2008-04-25,54,51.0,,0.51,27.54
2008-04-26,30,51.0,,0.51,15.3
