date,weight gain_unscaled,weight gain_monthly,isPartial,scale,weight gain
2012-06-30,75,85.0,,0.85,63.75
2012-07-01,84,89.0,False,0.89,74.76
2012-07-02,72,89.0,,0.89,64.08
2012-07-03,79,89.0,,0.89,70.31
2012-07-04,71,89.0,,0.89,63.19
2012-07-05,81,89.0,,0.89,72.09
2012-07-06,85,89.0,,0.89,75.65
2012-07-07,82,89.0,,0.89,72.98
2012-07-08,78,89.0,,0.89,69.42
2012-07-09,79,89.0,,0.89,70.31
2012-07-10,88,89.0,,0.89,78.32000000000001
2012-07-11,81,89.0,,0.89,72.09
2012-07-12,91,89.0,,0.89,80.99
2012-07-13,100,89.0,,0.89,89.0
2012-07-14,84,89.0,,0.89,74.76
2012-07-15,76,89.0,,0.89,67.64
2012-07-16,86,89.0,,0.89,76.54
2012-07-17,76,89.0,,0.89,67.64
2012-07-18,93,89.0,,0.89,82.77
2012-07-19,75,89.0,,0.89,66.75
2012-07-20,72,89.0,,0.89,64.08
2012-07-21,79,89.0,,0.89,70.31
2012-07-22,83,89.0,,0.89,73.87
2012-07-23,85,89.0,,0.89,75.65
2012-07-24,80,89.0,,0.89,71.2
2012-07-25,75,89.0,,0.89,66.75
2012-07-26,64,89.0,,0.89,56.96
2012-07-27,71,89.0,,0.89,63.19
2012-07-28,66,89.0,,0.89,58.74
2012-07-29,84,89.0,,0.89,74.76
2012-07-30,72,89.0,,0.89,64.08
2012-07-31,70,89.0,,0.89,62.300000000000004
2012-08-01,95,83.0,False,0.83,78.85
2012-08-02,72,83.0,,0.83,59.76
2012-08-03,80,83.0,,0.83,66.39999999999999
2012-08-04,87,83.0,,0.83,72.21
2012-08-05,86,83.0,,0.83,71.38
2012-08-06,73,83.0,,0.83,60.589999999999996
2012-08-07,97,83.0,,0.83,80.50999999999999
2012-08-08,90,83.0,,0.83,74.7
2012-08-09,100,83.0,,0.83,83.0
2012-08-10,70,83.0,,0.83,58.099999999999994
2012-08-11,80,83.0,,0.83,66.39999999999999
2012-08-12,87,83.0,,0.83,72.21
2012-08-13,78,83.0,,0.83,64.74
2012-08-14,82,83.0,,0.83,68.06
2012-08-15,88,83.0,,0.83,73.03999999999999
2012-08-16,86,83.0,,0.83,71.38
2012-08-17,74,83.0,,0.83,61.419999999999995
2012-08-18,76,83.0,,0.83,63.08
2012-08-19,94,83.0,,0.83,78.02
2012-08-20,88,83.0,,0.83,73.03999999999999
2012-08-21,78,83.0,,0.83,64.74
2012-08-22,79,83.0,,0.83,65.57
2012-08-23,84,83.0,,0.83,69.72
2012-08-24,77,83.0,,0.83,63.91
2012-08-25,92,83.0,,0.83,76.36
2012-08-26,73,83.0,,0.83,60.589999999999996
2012-08-27,79,83.0,,0.83,65.57
2012-08-28,85,83.0,,0.83,70.55
2012-08-29,87,83.0,,0.83,72.21
2012-08-30,79,83.0,,0.83,65.57
2012-08-31,81,83.0,,0.83,67.22999999999999
2012-09-01,53,100.0,False,1.0,53.0
2012-09-02,45,100.0,,1.0,45.0
2012-09-03,42,100.0,,1.0,42.0
2012-09-04,57,100.0,,1.0,57.0
2012-09-05,51,100.0,,1.0,51.0
2012-09-06,46,100.0,,1.0,46.0
2012-09-07,51,100.0,,1.0,51.0
2012-09-08,47,100.0,,1.0,47.0
2012-09-09,51,100.0,,1.0,51.0
2012-09-10,46,100.0,,1.0,46.0
2012-09-11,48,100.0,,1.0,48.0
2012-09-12,49,100.0,,1.0,49.0
2012-09-13,52,100.0,,1.0,52.0
2012-09-14,42,100.0,,1.0,42.0
2012-09-15,53,100.0,,1.0,53.0
2012-09-16,47,100.0,,1.0,47.0
2012-09-17,53,100.0,,1.0,53.0
2012-09-18,49,100.0,,1.0,49.0
2012-09-19,56,100.0,,1.0,56.0
2012-09-20,81,100.0,,1.0,81.0
2012-09-21,100,100.0,,1.0,100.0
2012-09-22,79,100.0,,1.0,79.0
2012-09-23,77,100.0,,1.0,77.0
2012-09-24,66,100.0,,1.0,66.0
2012-09-25,78,100.0,,1.0,78.0
2012-09-26,82,100.0,,1.0,82.0
2012-09-27,74,100.0,,1.0,74.0
2012-09-28,67,100.0,,1.0,67.0
2012-09-29,63,100.0,,1.0,63.0
2012-09-30,57,100.0,,1.0,57.0
2012-10-01,91,82.0,False,0.82,74.61999999999999
2012-10-02,100,82.0,,0.82,82.0
2012-10-03,84,82.0,,0.82,68.88
2012-10-04,81,82.0,,0.82,66.42
2012-10-05,78,82.0,,0.82,63.959999999999994
2012-10-06,78,82.0,,0.82,63.959999999999994
2012-10-07,77,82.0,,0.82,63.13999999999999
2012-10-08,92,82.0,,0.82,75.44
2012-10-09,86,82.0,,0.82,70.52
2012-10-10,85,82.0,,0.82,69.7
2012-10-11,70,82.0,,0.82,57.4
2012-10-12,68,82.0,,0.82,55.76
2012-10-13,68,82.0,,0.82,55.76
2012-10-14,65,82.0,,0.82,53.3
2012-10-15,80,82.0,,0.82,65.6
2012-10-16,88,82.0,,0.82,72.16
2012-10-17,79,82.0,,0.82,64.78
2012-10-18,71,82.0,,0.82,58.22
2012-10-19,70,82.0,,0.82,57.4
2012-10-20,71,82.0,,0.82,58.22
2012-10-21,92,82.0,,0.82,75.44
2012-10-22,78,82.0,,0.82,63.959999999999994
2012-10-23,79,82.0,,0.82,64.78
2012-10-24,81,82.0,,0.82,66.42
2012-10-25,78,82.0,,0.82,63.959999999999994
2012-10-26,58,82.0,,0.82,47.559999999999995
2012-10-27,65,82.0,,0.82,53.3
2012-10-28,67,82.0,,0.82,54.94
2012-10-29,62,82.0,,0.82,50.839999999999996
2012-10-30,68,82.0,,0.82,55.76
2012-10-31,67,82.0,,0.82,54.94
2012-11-01,82,77.0,False,0.77,63.14
2012-11-02,83,77.0,,0.77,63.910000000000004
2012-11-03,82,77.0,,0.77,63.14
2012-11-04,100,77.0,,0.77,77.0
2012-11-05,98,77.0,,0.77,75.46000000000001
2012-11-06,83,77.0,,0.77,63.910000000000004
2012-11-07,66,77.0,,0.77,50.82
2012-11-08,92,77.0,,0.77,70.84
2012-11-09,85,77.0,,0.77,65.45
2012-11-10,85,77.0,,0.77,65.45
2012-11-11,92,77.0,,0.77,70.84
2012-11-12,81,77.0,,0.77,62.370000000000005
2012-11-13,83,77.0,,0.77,63.910000000000004
2012-11-14,79,77.0,,0.77,60.83
2012-11-15,78,77.0,,0.77,60.06
2012-11-16,69,77.0,,0.77,53.13
2012-11-17,71,77.0,,0.77,54.67
2012-11-18,84,77.0,,0.77,64.68
2012-11-19,87,77.0,,0.77,66.99
2012-11-20,85,77.0,,0.77,65.45
2012-11-21,96,77.0,,0.77,73.92
2012-11-22,63,77.0,,0.77,48.51
2012-11-23,64,77.0,,0.77,49.28
2012-11-24,73,77.0,,0.77,56.21
2012-11-25,68,77.0,,0.77,52.36
2012-11-26,94,77.0,,0.77,72.38
2012-11-27,95,77.0,,0.77,73.15
2012-11-28,94,77.0,,0.77,72.38
2012-11-29,75,77.0,,0.77,57.75
2012-11-30,68,77.0,,0.77,52.36
2012-12-01,86,70.0,False,0.7,60.199999999999996
2012-12-02,80,70.0,,0.7,56.0
2012-12-03,96,70.0,,0.7,67.19999999999999
2012-12-04,100,70.0,,0.7,70.0
2012-12-05,83,70.0,,0.7,58.099999999999994
2012-12-06,84,70.0,,0.7,58.8
2012-12-07,80,70.0,,0.7,56.0
2012-12-08,77,70.0,,0.7,53.9
2012-12-09,72,70.0,,0.7,50.4
2012-12-10,86,70.0,,0.7,60.199999999999996
2012-12-11,95,70.0,,0.7,66.5
2012-12-12,77,70.0,,0.7,53.9
2012-12-13,74,70.0,,0.7,51.8
2012-12-14,66,70.0,,0.7,46.199999999999996
2012-12-15,60,70.0,,0.7,42.0
2012-12-16,75,70.0,,0.7,52.5
2012-12-17,85,70.0,,0.7,59.49999999999999
2012-12-18,69,70.0,,0.7,48.3
2012-12-19,76,70.0,,0.7,53.199999999999996
2012-12-20,75,70.0,,0.7,52.5
2012-12-21,67,70.0,,0.7,46.9
2012-12-22,61,70.0,,0.7,42.699999999999996
2012-12-23,85,70.0,,0.7,59.49999999999999
2012-12-24,72,70.0,,0.7,50.4
2012-12-25,69,70.0,,0.7,48.3
2012-12-26,69,70.0,,0.7,48.3
2012-12-27,97,70.0,,0.7,67.89999999999999
2012-12-28,80,70.0,,0.7,56.0
2012-12-29,75,70.0,,0.7,52.5
2012-12-30,74,70.0,,0.7,51.8
2012-12-31,86,70.0,,0.7,60.199999999999996
2013-01-01,80,83.0,False,0.83,66.39999999999999
2013-01-02,99,83.0,,0.83,82.17
2013-01-03,89,83.0,,0.83,73.86999999999999
2013-01-04,84,83.0,,0.83,69.72
2013-01-05,85,83.0,,0.83,70.55
2013-01-06,81,83.0,,0.83,67.22999999999999
2013-01-07,93,83.0,,0.83,77.19
2013-01-08,89,83.0,,0.83,73.86999999999999
2013-01-09,86,83.0,,0.83,71.38
2013-01-10,90,83.0,,0.83,74.7
2013-01-11,76,83.0,,0.83,63.08
2013-01-12,76,83.0,,0.83,63.08
2013-01-13,81,83.0,,0.83,67.22999999999999
2013-01-14,100,83.0,,0.83,83.0
2013-01-15,89,83.0,,0.83,73.86999999999999
2013-01-16,97,83.0,,0.83,80.50999999999999
2013-01-17,91,83.0,,0.83,75.53
2013-01-18,79,83.0,,0.83,65.57
2013-01-19,77,83.0,,0.83,63.91
2013-01-20,87,83.0,,0.83,72.21
2013-01-21,93,83.0,,0.83,77.19
2013-01-22,88,83.0,,0.83,73.03999999999999
2013-01-23,77,83.0,,0.83,63.91
2013-01-24,81,83.0,,0.83,67.22999999999999
2013-01-25,91,83.0,,0.83,75.53
2013-01-26,82,83.0,,0.83,68.06
2013-01-27,72,83.0,,0.83,59.76
2013-01-28,76,83.0,,0.83,63.08
2013-01-29,82,83.0,,0.83,68.06
2013-01-30,71,83.0,,0.83,58.93
2013-01-31,84,83.0,,0.83,69.72
2013-02-01,82,81.0,False,0.81,66.42
2013-02-02,72,81.0,,0.81,58.32000000000001
2013-02-03,79,81.0,,0.81,63.99
2013-02-04,82,81.0,,0.81,66.42
2013-02-05,93,81.0,,0.81,75.33
2013-02-06,79,81.0,,0.81,63.99
2013-02-07,78,81.0,,0.81,63.18000000000001
2013-02-08,73,81.0,,0.81,59.13
2013-02-09,76,81.0,,0.81,61.56
2013-02-10,91,81.0,,0.81,73.71000000000001
2013-02-11,96,81.0,,0.81,77.76
2013-02-12,81,81.0,,0.81,65.61
2013-02-13,86,81.0,,0.81,69.66000000000001
2013-02-14,72,81.0,,0.81,58.32000000000001
2013-02-15,62,81.0,,0.81,50.220000000000006
2013-02-16,71,81.0,,0.81,57.510000000000005
2013-02-17,74,81.0,,0.81,59.940000000000005
2013-02-18,94,81.0,,0.81,76.14
2013-02-19,85,81.0,,0.81,68.85000000000001
2013-02-20,77,81.0,,0.81,62.370000000000005
2013-02-21,100,81.0,,0.81,81.0
2013-02-22,72,81.0,,0.81,58.32000000000001
2013-02-23,82,81.0,,0.81,66.42
2013-02-24,89,81.0,,0.81,72.09
2013-02-25,89,81.0,,0.81,72.09
2013-02-26,83,81.0,,0.81,67.23
2013-02-27,97,81.0,,0.81,78.57000000000001
2013-02-28,93,81.0,,0.81,75.33
2013-03-01,72,88.0,False,0.88,63.36
2013-03-02,65,88.0,,0.88,57.2
2013-03-03,75,88.0,,0.88,66.0
2013-03-04,80,88.0,,0.88,70.4
2013-03-05,72,88.0,,0.88,63.36
2013-03-06,78,88.0,,0.88,68.64
2013-03-07,76,88.0,,0.88,66.88
2013-03-08,76,88.0,,0.88,66.88
2013-03-09,68,88.0,,0.88,59.84
2013-03-10,67,88.0,,0.88,58.96
2013-03-11,87,88.0,,0.88,76.56
2013-03-12,93,88.0,,0.88,81.84
2013-03-13,79,88.0,,0.88,69.52
2013-03-14,90,88.0,,0.88,79.2
2013-03-15,76,88.0,,0.88,66.88
2013-03-16,68,88.0,,0.88,59.84
2013-03-17,77,88.0,,0.88,67.76
2013-03-18,70,88.0,,0.88,61.6
2013-03-19,100,88.0,,0.88,88.0
2013-03-20,85,88.0,,0.88,74.8
2013-03-21,76,88.0,,0.88,66.88
2013-03-22,71,88.0,,0.88,62.48
2013-03-23,58,88.0,,0.88,51.04
2013-03-24,83,88.0,,0.88,73.04
2013-03-25,78,88.0,,0.88,68.64
2013-03-26,81,88.0,,0.88,71.28
2013-03-27,80,88.0,,0.88,70.4
2013-03-28,71,88.0,,0.88,62.48
2013-03-29,70,88.0,,0.88,61.6
2013-03-30,77,88.0,,0.88,67.76
2013-03-31,83,88.0,,0.88,73.04
2013-04-01,84,91.0,False,0.91,76.44
2013-04-02,92,91.0,,0.91,83.72
2013-04-03,85,91.0,,0.91,77.35000000000001
2013-04-04,76,91.0,,0.91,69.16
2013-04-05,83,91.0,,0.91,75.53
2013-04-06,81,91.0,,0.91,73.71000000000001
2013-04-07,78,91.0,,0.91,70.98
2013-04-08,100,91.0,,0.91,91.0
2013-04-09,95,91.0,,0.91,86.45
2013-04-10,85,91.0,,0.91,77.35000000000001
2013-04-11,95,91.0,,0.91,86.45
2013-04-12,77,91.0,,0.91,70.07000000000001
2013-04-13,81,91.0,,0.91,73.71000000000001
2013-04-14,95,91.0,,0.91,86.45
2013-04-15,81,91.0,,0.91,73.71000000000001
2013-04-16,83,91.0,,0.91,75.53
2013-04-17,89,91.0,,0.91,80.99000000000001
2013-04-18,88,91.0,,0.91,80.08
2013-04-19,84,91.0,,0.91,76.44
2013-04-20,70,91.0,,0.91,63.7
2013-04-21,84,91.0,,0.91,76.44
2013-04-22,94,91.0,,0.91,85.54
2013-04-23,94,91.0,,0.91,85.54
2013-04-24,76,91.0,,0.91,69.16
2013-04-25,86,91.0,,0.91,78.26
2013-04-26,87,91.0,,0.91,79.17
2013-04-27,76,91.0,,0.91,69.16
2013-04-28,87,91.0,,0.91,79.17
2013-04-29,90,91.0,,0.91,81.9
2013-04-30,98,91.0,,0.91,89.18
2013-05-01,95,88.0,False,0.88,83.6
2013-05-02,81,88.0,,0.88,71.28
2013-05-03,86,88.0,,0.88,75.68
2013-05-04,69,88.0,,0.88,60.72
2013-05-05,74,88.0,,0.88,65.12
2013-05-06,85,88.0,,0.88,74.8
2013-05-07,88,88.0,,0.88,77.44
2013-05-08,81,88.0,,0.88,71.28
2013-05-09,79,88.0,,0.88,69.52
2013-05-10,86,88.0,,0.88,75.68
2013-05-11,73,88.0,,0.88,64.24
2013-05-12,88,88.0,,0.88,77.44
2013-05-13,93,88.0,,0.88,81.84
2013-05-14,98,88.0,,0.88,86.24
2013-05-15,92,88.0,,0.88,80.96
2013-05-16,86,88.0,,0.88,75.68
2013-05-17,83,88.0,,0.88,73.04
2013-05-18,89,88.0,,0.88,78.32000000000001
2013-05-19,78,88.0,,0.88,68.64
2013-05-20,97,88.0,,0.88,85.36
2013-05-21,92,88.0,,0.88,80.96
2013-05-22,91,88.0,,0.88,80.08
2013-05-23,84,88.0,,0.88,73.92
2013-05-24,76,88.0,,0.88,66.88
2013-05-25,79,88.0,,0.88,69.52
2013-05-26,77,88.0,,0.88,67.76
2013-05-27,77,88.0,,0.88,67.76
2013-05-28,90,88.0,,0.88,79.2
2013-05-29,88,88.0,,0.88,77.44
2013-05-30,100,88.0,,0.88,88.0
2013-05-31,90,88.0,,0.88,79.2
2013-06-01,86,90.0,False,0.9,77.4
2013-06-02,94,90.0,,0.9,84.60000000000001
2013-06-03,91,90.0,,0.9,81.9
2013-06-04,98,90.0,,0.9,88.2
2013-06-05,91,90.0,,0.9,81.9
2013-06-06,81,90.0,,0.9,72.9
2013-06-07,90,90.0,,0.9,81.0
2013-06-08,92,90.0,,0.9,82.8
2013-06-09,78,90.0,,0.9,70.2
2013-06-10,90,90.0,,0.9,81.0
2013-06-11,96,90.0,,0.9,86.4
2013-06-12,88,90.0,,0.9,79.2
2013-06-13,94,90.0,,0.9,84.60000000000001
2013-06-14,93,90.0,,0.9,83.7
2013-06-15,77,90.0,,0.9,69.3
2013-06-16,76,90.0,,0.9,68.4
2013-06-17,100,90.0,,0.9,90.0
2013-06-18,79,90.0,,0.9,71.10000000000001
2013-06-19,91,90.0,,0.9,81.9
2013-06-20,91,90.0,,0.9,81.9
2013-06-21,82,90.0,,0.9,73.8
2013-06-22,71,90.0,,0.9,63.9
2013-06-23,93,90.0,,0.9,83.7
2013-06-24,84,90.0,,0.9,75.60000000000001
2013-06-25,90,90.0,,0.9,81.0
2013-06-26,91,90.0,,0.9,81.9
2013-06-27,90,90.0,,0.9,81.0
2013-06-28,95,90.0,,0.9,85.5
2013-06-29,71,90.0,,0.9,63.9
2013-06-30,79,90.0,,0.9,71.10000000000001
2013-07-01,86,89.0,False,0.89,76.54
2013-07-02,80,89.0,,0.89,71.2
2013-07-03,95,89.0,,0.89,84.55
2013-07-04,82,89.0,,0.89,72.98
2013-07-05,77,89.0,,0.89,68.53
2013-07-06,82,89.0,,0.89,72.98
2013-07-07,98,89.0,,0.89,87.22
2013-07-08,91,89.0,,0.89,80.99
2013-07-09,85,89.0,,0.89,75.65
2013-07-10,92,89.0,,0.89,81.88
2013-07-11,100,89.0,,0.89,89.0
2013-07-12,92,89.0,,0.89,81.88
2013-07-13,84,89.0,,0.89,74.76
2013-07-14,82,89.0,,0.89,72.98
2013-07-15,78,89.0,,0.89,69.42
2013-07-16,95,89.0,,0.89,84.55
2013-07-17,85,89.0,,0.89,75.65
2013-07-18,83,89.0,,0.89,73.87
2013-07-19,83,89.0,,0.89,73.87
2013-07-20,79,89.0,,0.89,70.31
2013-07-21,78,89.0,,0.89,69.42
2013-07-22,84,89.0,,0.89,74.76
2013-07-23,79,89.0,,0.89,70.31
2013-07-24,82,89.0,,0.89,72.98
2013-07-25,77,89.0,,0.89,68.53
2013-07-26,86,89.0,,0.89,76.54
2013-07-27,75,89.0,,0.89,66.75
2013-07-28,85,89.0,,0.89,75.65
2013-07-29,91,89.0,,0.89,80.99
2013-07-30,83,89.0,,0.89,73.87
2013-07-31,77,89.0,,0.89,68.53
2013-08-01,83,83.0,False,0.83,68.89
2013-08-02,98,83.0,,0.83,81.33999999999999
2013-08-03,89,83.0,,0.83,73.86999999999999
2013-08-04,90,83.0,,0.83,74.7
2013-08-05,84,83.0,,0.83,69.72
2013-08-06,88,83.0,,0.83,73.03999999999999
2013-08-07,86,83.0,,0.83,71.38
2013-08-08,84,83.0,,0.83,69.72
2013-08-09,80,83.0,,0.83,66.39999999999999
2013-08-10,82,83.0,,0.83,68.06
2013-08-11,80,83.0,,0.83,66.39999999999999
2013-08-12,100,83.0,,0.83,83.0
2013-08-13,92,83.0,,0.83,76.36
2013-08-14,89,83.0,,0.83,73.86999999999999
2013-08-15,83,83.0,,0.83,68.89
2013-08-16,81,83.0,,0.83,67.22999999999999
2013-08-17,75,83.0,,0.83,62.25
2013-08-18,79,83.0,,0.83,65.57
2013-08-19,81,83.0,,0.83,67.22999999999999
2013-08-20,90,83.0,,0.83,74.7
2013-08-21,85,83.0,,0.83,70.55
2013-08-22,90,83.0,,0.83,74.7
2013-08-23,76,83.0,,0.83,63.08
2013-08-24,76,83.0,,0.83,63.08
2013-08-25,80,83.0,,0.83,66.39999999999999
2013-08-26,91,83.0,,0.83,75.53
2013-08-27,87,83.0,,0.83,72.21
2013-08-28,96,83.0,,0.83,79.67999999999999
2013-08-29,76,83.0,,0.83,63.08
2013-08-30,72,83.0,,0.83,59.76
2013-08-31,78,83.0,,0.83,64.74
2013-09-01,82,77.0,False,0.77,63.14
2013-09-02,90,77.0,,0.77,69.3
2013-09-03,100,77.0,,0.77,77.0
2013-09-04,85,77.0,,0.77,65.45
2013-09-05,97,77.0,,0.77,74.69
2013-09-06,80,77.0,,0.77,61.6
2013-09-07,96,77.0,,0.77,73.92
2013-09-08,80,77.0,,0.77,61.6
2013-09-09,80,77.0,,0.77,61.6
2013-09-10,93,77.0,,0.77,71.61
2013-09-11,83,77.0,,0.77,63.910000000000004
2013-09-12,82,77.0,,0.77,63.14
2013-09-13,98,77.0,,0.77,75.46000000000001
2013-09-14,86,77.0,,0.77,66.22
2013-09-15,86,77.0,,0.77,66.22
2013-09-16,92,77.0,,0.77,70.84
2013-09-17,85,77.0,,0.77,65.45
2013-09-18,99,77.0,,0.77,76.23
2013-09-19,89,77.0,,0.77,68.53
2013-09-20,94,77.0,,0.77,72.38
2013-09-21,91,77.0,,0.77,70.07000000000001
2013-09-22,84,77.0,,0.77,64.68
2013-09-23,84,77.0,,0.77,64.68
2013-09-24,86,77.0,,0.77,66.22
2013-09-25,79,77.0,,0.77,60.83
2013-09-26,93,77.0,,0.77,71.61
2013-09-27,78,77.0,,0.77,60.06
2013-09-28,82,77.0,,0.77,63.14
2013-09-29,83,77.0,,0.77,63.910000000000004
2013-09-30,91,77.0,,0.77,70.07000000000001
2013-10-01,89,73.0,False,0.73,64.97
2013-10-02,87,73.0,,0.73,63.51
2013-10-03,88,73.0,,0.73,64.24
2013-10-04,84,73.0,,0.73,61.32
2013-10-05,100,73.0,,0.73,73.0
2013-10-06,87,73.0,,0.73,63.51
2013-10-07,95,73.0,,0.73,69.35
2013-10-08,83,73.0,,0.73,60.589999999999996
2013-10-09,95,73.0,,0.73,69.35
2013-10-10,84,73.0,,0.73,61.32
2013-10-11,73,73.0,,0.73,53.29
2013-10-12,77,73.0,,0.73,56.21
2013-10-13,81,73.0,,0.73,59.129999999999995
2013-10-14,85,73.0,,0.73,62.05
2013-10-15,87,73.0,,0.73,63.51
2013-10-16,95,73.0,,0.73,69.35
2013-10-17,92,73.0,,0.73,67.16
2013-10-18,80,73.0,,0.73,58.4
2013-10-19,65,73.0,,0.73,47.449999999999996
2013-10-20,89,73.0,,0.73,64.97
2013-10-21,82,73.0,,0.73,59.86
2013-10-22,95,73.0,,0.73,69.35
2013-10-23,90,73.0,,0.73,65.7
2013-10-24,84,73.0,,0.73,61.32
2013-10-25,78,73.0,,0.73,56.94
2013-10-26,70,73.0,,0.73,51.1
2013-10-27,81,73.0,,0.73,59.129999999999995
2013-10-28,80,73.0,,0.73,58.4
2013-10-29,92,73.0,,0.73,67.16
2013-10-30,93,73.0,,0.73,67.89
2013-10-31,74,73.0,,0.73,54.019999999999996
2013-11-01,73,71.0,False,0.71,51.83
2013-11-02,81,71.0,,0.71,57.51
2013-11-03,87,71.0,,0.71,61.769999999999996
2013-11-04,90,71.0,,0.71,63.9
2013-11-05,80,71.0,,0.71,56.8
2013-11-06,85,71.0,,0.71,60.349999999999994
2013-11-07,90,71.0,,0.71,63.9
2013-11-08,70,71.0,,0.71,49.699999999999996
2013-11-09,78,71.0,,0.71,55.379999999999995
2013-11-10,84,71.0,,0.71,59.64
2013-11-11,92,71.0,,0.71,65.32
2013-11-12,82,71.0,,0.71,58.22
2013-11-13,88,71.0,,0.71,62.48
2013-11-14,88,71.0,,0.71,62.48
2013-11-15,76,71.0,,0.71,53.959999999999994
2013-11-16,67,71.0,,0.71,47.57
2013-11-17,76,71.0,,0.71,53.959999999999994
2013-11-18,85,71.0,,0.71,60.349999999999994
2013-11-19,93,71.0,,0.71,66.03
2013-11-20,100,71.0,,0.71,71.0
2013-11-21,77,71.0,,0.71,54.669999999999995
2013-11-22,65,71.0,,0.71,46.15
2013-11-23,71,71.0,,0.71,50.41
2013-11-24,75,71.0,,0.71,53.25
2013-11-25,84,71.0,,0.71,59.64
2013-11-26,71,71.0,,0.71,50.41
2013-11-27,84,71.0,,0.71,59.64
2013-11-28,67,71.0,,0.71,47.57
2013-11-29,64,71.0,,0.71,45.44
2013-11-30,76,71.0,,0.71,53.959999999999994
2013-12-01,73,69.0,False,0.69,50.37
2013-12-02,64,69.0,,0.69,44.16
2013-12-03,88,69.0,,0.69,60.72
2013-12-04,86,69.0,,0.69,59.339999999999996
2013-12-05,79,69.0,,0.69,54.51
2013-12-06,70,69.0,,0.69,48.3
2013-12-07,83,69.0,,0.69,57.269999999999996
2013-12-08,67,69.0,,0.69,46.23
2013-12-09,85,69.0,,0.69,58.65
2013-12-10,78,69.0,,0.69,53.81999999999999
2013-12-11,78,69.0,,0.69,53.81999999999999
2013-12-12,75,69.0,,0.69,51.74999999999999
2013-12-13,74,69.0,,0.69,51.059999999999995
2013-12-14,67,69.0,,0.69,46.23
2013-12-15,76,69.0,,0.69,52.44
2013-12-16,77,69.0,,0.69,53.129999999999995
2013-12-17,73,69.0,,0.69,50.37
2013-12-18,66,69.0,,0.69,45.54
2013-12-19,84,69.0,,0.69,57.959999999999994
2013-12-20,72,69.0,,0.69,49.67999999999999
2013-12-21,65,69.0,,0.69,44.849999999999994
2013-12-22,68,69.0,,0.69,46.919999999999995
2013-12-23,74,69.0,,0.69,51.059999999999995
2013-12-24,72,69.0,,0.69,49.67999999999999
2013-12-25,64,69.0,,0.69,44.16
2013-12-26,70,69.0,,0.69,48.3
2013-12-27,91,69.0,,0.69,62.78999999999999
2013-12-28,85,69.0,,0.69,58.65
2013-12-29,100,69.0,,0.69,69.0
2013-12-30,90,69.0,,0.69,62.099999999999994
2013-12-31,71,69.0,,0.69,48.989999999999995
2014-01-01,72,82.0,False,0.82,59.04
2014-01-02,86,82.0,,0.82,70.52
2014-01-03,80,82.0,,0.82,65.6
2014-01-04,78,82.0,,0.82,63.959999999999994
2014-01-05,94,82.0,,0.82,77.08
2014-01-06,75,82.0,,0.82,61.49999999999999
2014-01-07,80,82.0,,0.82,65.6
2014-01-08,85,82.0,,0.82,69.7
2014-01-09,90,82.0,,0.82,73.8
2014-01-10,77,82.0,,0.82,63.13999999999999
2014-01-11,79,82.0,,0.82,64.78
2014-01-12,100,82.0,,0.82,82.0
2014-01-13,85,82.0,,0.82,69.7
2014-01-14,89,82.0,,0.82,72.97999999999999
2014-01-15,80,82.0,,0.82,65.6
2014-01-16,81,82.0,,0.82,66.42
2014-01-17,85,82.0,,0.82,69.7
2014-01-18,85,82.0,,0.82,69.7
2014-01-19,81,82.0,,0.82,66.42
2014-01-20,86,82.0,,0.82,70.52
2014-01-21,88,82.0,,0.82,72.16
2014-01-22,79,82.0,,0.82,64.78
2014-01-23,85,82.0,,0.82,69.7
2014-01-24,84,82.0,,0.82,68.88
2014-01-25,83,82.0,,0.82,68.06
2014-01-26,83,82.0,,0.82,68.06
2014-01-27,83,82.0,,0.82,68.06
2014-01-28,78,82.0,,0.82,63.959999999999994
2014-01-29,91,82.0,,0.82,74.61999999999999
2014-01-30,76,82.0,,0.82,62.31999999999999
2014-01-31,84,82.0,,0.82,68.88
2014-02-01,95,74.0,False,0.74,70.3
2014-02-02,81,74.0,,0.74,59.94
2014-02-03,71,74.0,,0.74,52.54
2014-02-04,91,74.0,,0.74,67.34
2014-02-05,84,74.0,,0.74,62.16
2014-02-06,92,74.0,,0.74,68.08
2014-02-07,72,74.0,,0.74,53.28
2014-02-08,87,74.0,,0.74,64.38
2014-02-09,69,74.0,,0.74,51.06
2014-02-10,76,74.0,,0.74,56.24
2014-02-11,89,74.0,,0.74,65.86
2014-02-12,79,74.0,,0.74,58.46
2014-02-13,93,74.0,,0.74,68.82
2014-02-14,66,74.0,,0.74,48.839999999999996
2014-02-15,64,74.0,,0.74,47.36
2014-02-16,75,74.0,,0.74,55.5
2014-02-17,96,74.0,,0.74,71.03999999999999
2014-02-18,86,74.0,,0.74,63.64
2014-02-19,81,74.0,,0.74,59.94
2014-02-20,98,74.0,,0.74,72.52
2014-02-21,84,74.0,,0.74,62.16
2014-02-22,85,74.0,,0.74,62.9
2014-02-23,77,74.0,,0.74,56.98
2014-02-24,92,74.0,,0.74,68.08
2014-02-25,100,74.0,,0.74,74.0
2014-02-26,89,74.0,,0.74,65.86
2014-02-27,97,74.0,,0.74,71.78
2014-02-28,78,74.0,,0.74,57.72
2014-03-01,80,83.0,False,0.83,66.39999999999999
2014-03-02,71,83.0,,0.83,58.93
