date,BANKRUPTCY_unscaled,BANKRUPTCY_monthly,isPartial,scale,BANKRUPTCY
2016-06-26,50,36.0,,0.36,18.0
2016-06-27,88,36.0,,0.36,31.68
2016-06-28,94,36.0,,0.36,33.839999999999996
2016-06-29,90,36.0,,0.36,32.4
2016-06-30,80,36.0,,0.36,28.799999999999997
2016-07-01,68,35.0,False,0.35,23.799999999999997
2016-07-02,42,35.0,,0.35,14.7
2016-07-03,40,35.0,,0.35,14.0
2016-07-04,34,35.0,,0.35,11.899999999999999
2016-07-05,83,35.0,,0.35,29.049999999999997
2016-07-06,95,35.0,,0.35,33.25
2016-07-07,90,35.0,,0.35,31.499999999999996
2016-07-08,69,35.0,,0.35,24.15
2016-07-09,47,35.0,,0.35,16.45
2016-07-10,50,35.0,,0.35,17.5
2016-07-11,87,35.0,,0.35,30.45
2016-07-12,84,35.0,,0.35,29.4
2016-07-13,87,35.0,,0.35,30.45
2016-07-14,86,35.0,,0.35,30.099999999999998
2016-07-15,68,35.0,,0.35,23.799999999999997
2016-07-16,48,35.0,,0.35,16.799999999999997
2016-07-17,39,35.0,,0.35,13.649999999999999
2016-07-18,90,35.0,,0.35,31.499999999999996
2016-07-19,96,35.0,,0.35,33.599999999999994
2016-07-20,84,35.0,,0.35,29.4
2016-07-21,100,35.0,,0.35,35.0
2016-07-22,68,35.0,,0.35,23.799999999999997
2016-07-23,47,35.0,,0.35,16.45
2016-07-24,52,35.0,,0.35,18.2
2016-07-25,83,35.0,,0.35,29.049999999999997
2016-07-26,100,35.0,,0.35,35.0
2016-07-27,97,35.0,,0.35,33.949999999999996
2016-07-28,89,35.0,,0.35,31.15
2016-07-29,93,35.0,,0.35,32.55
2016-07-30,60,35.0,,0.35,21.0
2016-07-31,51,35.0,,0.35,17.849999999999998
2016-08-01,93,36.0,False,0.36,33.48
2016-08-02,100,36.0,,0.36,36.0
2016-08-03,99,36.0,,0.36,35.64
2016-08-04,100,36.0,,0.36,36.0
2016-08-05,87,36.0,,0.36,31.32
2016-08-06,53,36.0,,0.36,19.08
2016-08-07,49,36.0,,0.36,17.64
2016-08-08,90,36.0,,0.36,32.4
2016-08-09,92,36.0,,0.36,33.12
2016-08-10,79,36.0,,0.36,28.439999999999998
2016-08-11,94,36.0,,0.36,33.839999999999996
2016-08-12,83,36.0,,0.36,29.88
2016-08-13,50,36.0,,0.36,18.0
2016-08-14,46,36.0,,0.36,16.56
2016-08-15,83,36.0,,0.36,29.88
2016-08-16,91,36.0,,0.36,32.76
2016-08-17,97,36.0,,0.36,34.92
2016-08-18,83,36.0,,0.36,29.88
2016-08-19,79,36.0,,0.36,28.439999999999998
2016-08-20,45,36.0,,0.36,16.2
2016-08-21,45,36.0,,0.36,16.2
2016-08-22,83,36.0,,0.36,29.88
2016-08-23,96,36.0,,0.36,34.56
2016-08-24,89,36.0,,0.36,32.04
2016-08-25,86,36.0,,0.36,30.959999999999997
2016-08-26,69,36.0,,0.36,24.84
2016-08-27,51,36.0,,0.36,18.36
2016-08-28,52,36.0,,0.36,18.72
2016-08-29,86,36.0,,0.36,30.959999999999997
2016-08-30,99,36.0,,0.36,35.64
2016-08-31,92,36.0,,0.36,33.12
2016-09-01,94,37.0,False,0.37,34.78
2016-09-02,76,37.0,,0.37,28.12
2016-09-03,48,37.0,,0.37,17.759999999999998
2016-09-04,44,37.0,,0.37,16.28
2016-09-05,46,37.0,,0.37,17.02
2016-09-06,88,37.0,,0.37,32.56
2016-09-07,96,37.0,,0.37,35.519999999999996
2016-09-08,86,37.0,,0.37,31.82
2016-09-09,81,37.0,,0.37,29.97
2016-09-10,61,37.0,,0.37,22.57
2016-09-11,38,37.0,,0.37,14.06
2016-09-12,99,37.0,,0.37,36.63
2016-09-13,93,37.0,,0.37,34.41
2016-09-14,94,37.0,,0.37,34.78
2016-09-15,90,37.0,,0.37,33.3
2016-09-16,88,37.0,,0.37,32.56
2016-09-17,58,37.0,,0.37,21.46
2016-09-18,47,37.0,,0.37,17.39
2016-09-19,85,37.0,,0.37,31.45
2016-09-20,80,37.0,,0.37,29.6
2016-09-21,85,37.0,,0.37,31.45
2016-09-22,85,37.0,,0.37,31.45
2016-09-23,65,37.0,,0.37,24.05
2016-09-24,52,37.0,,0.37,19.24
2016-09-25,43,37.0,,0.37,15.91
2016-09-26,76,37.0,,0.37,28.12
2016-09-27,100,37.0,,0.37,37.0
2016-09-28,91,37.0,,0.37,33.67
2016-09-29,80,37.0,,0.37,29.6
2016-09-30,75,37.0,,0.37,27.75
2016-10-01,55,32.0,False,0.32,17.6
2016-10-02,50,32.0,,0.32,16.0
2016-10-03,94,32.0,,0.32,30.080000000000002
2016-10-04,85,32.0,,0.32,27.2
2016-10-05,92,32.0,,0.32,29.44
2016-10-06,87,32.0,,0.32,27.84
2016-10-07,77,32.0,,0.32,24.64
2016-10-08,48,32.0,,0.32,15.36
2016-10-09,51,32.0,,0.32,16.32
2016-10-10,78,32.0,,0.32,24.96
2016-10-11,85,32.0,,0.32,27.2
2016-10-12,77,32.0,,0.32,24.64
2016-10-13,94,32.0,,0.32,30.080000000000002
2016-10-14,79,32.0,,0.32,25.28
2016-10-15,57,32.0,,0.32,18.240000000000002
2016-10-16,47,32.0,,0.32,15.040000000000001
2016-10-17,89,32.0,,0.32,28.48
2016-10-18,100,32.0,,0.32,32.0
2016-10-19,95,32.0,,0.32,30.400000000000002
2016-10-20,96,32.0,,0.32,30.72
2016-10-21,86,32.0,,0.32,27.52
2016-10-22,45,32.0,,0.32,14.4
2016-10-23,50,32.0,,0.32,16.0
2016-10-24,87,32.0,,0.32,27.84
2016-10-25,98,32.0,,0.32,31.36
2016-10-26,81,32.0,,0.32,25.92
2016-10-27,86,32.0,,0.32,27.52
2016-10-28,67,32.0,,0.32,21.44
2016-10-29,47,32.0,,0.32,15.040000000000001
2016-10-30,53,32.0,,0.32,16.96
2016-10-31,89,32.0,,0.32,28.48
2016-11-01,100,32.0,False,0.32,32.0
2016-11-02,95,32.0,,0.32,30.400000000000002
2016-11-03,87,32.0,,0.32,27.84
2016-11-04,81,32.0,,0.32,25.92
2016-11-05,56,32.0,,0.32,17.92
2016-11-06,42,32.0,,0.32,13.44
2016-11-07,83,32.0,,0.32,26.560000000000002
2016-11-08,86,32.0,,0.32,27.52
2016-11-09,76,32.0,,0.32,24.32
2016-11-10,87,32.0,,0.32,27.84
2016-11-11,78,32.0,,0.32,24.96
2016-11-12,45,32.0,,0.32,14.4
2016-11-13,57,32.0,,0.32,18.240000000000002
2016-11-14,90,32.0,,0.32,28.8
2016-11-15,95,32.0,,0.32,30.400000000000002
2016-11-16,85,32.0,,0.32,27.2
2016-11-17,79,32.0,,0.32,25.28
2016-11-18,72,32.0,,0.32,23.04
2016-11-19,49,32.0,,0.32,15.68
2016-11-20,43,32.0,,0.32,13.76
2016-11-21,79,32.0,,0.32,25.28
2016-11-22,78,32.0,,0.32,24.96
2016-11-23,64,32.0,,0.32,20.48
2016-11-24,39,32.0,,0.32,12.48
2016-11-25,49,32.0,,0.32,15.68
2016-11-26,47,32.0,,0.32,15.040000000000001
2016-11-27,45,32.0,,0.32,14.4
2016-11-28,70,32.0,,0.32,22.400000000000002
2016-11-29,87,32.0,,0.32,27.84
2016-11-30,81,32.0,,0.32,25.92
2016-12-01,96,30.0,False,0.3,28.799999999999997
2016-12-02,83,30.0,,0.3,24.9
2016-12-03,52,30.0,,0.3,15.6
2016-12-04,56,30.0,,0.3,16.8
2016-12-05,91,30.0,,0.3,27.3
2016-12-06,97,30.0,,0.3,29.099999999999998
2016-12-07,91,30.0,,0.3,27.3
2016-12-08,99,30.0,,0.3,29.7
2016-12-09,72,30.0,,0.3,21.599999999999998
2016-12-10,49,30.0,,0.3,14.7
2016-12-11,51,30.0,,0.3,15.299999999999999
2016-12-12,95,30.0,,0.3,28.5
2016-12-13,100,30.0,,0.3,30.0
2016-12-14,93,30.0,,0.3,27.9
2016-12-15,91,30.0,,0.3,27.3
2016-12-16,81,30.0,,0.3,24.3
2016-12-17,41,30.0,,0.3,12.299999999999999
2016-12-18,40,30.0,,0.3,12.0
2016-12-19,77,30.0,,0.3,23.099999999999998
2016-12-20,91,30.0,,0.3,27.3
2016-12-21,83,30.0,,0.3,24.9
2016-12-22,80,30.0,,0.3,24.0
2016-12-23,58,30.0,,0.3,17.4
2016-12-24,38,30.0,,0.3,11.4
2016-12-25,31,30.0,,0.3,9.299999999999999
2016-12-26,53,30.0,,0.3,15.899999999999999
2016-12-27,85,30.0,,0.3,25.5
2016-12-28,85,30.0,,0.3,25.5
2016-12-29,80,30.0,,0.3,24.0
2016-12-30,72,30.0,,0.3,21.599999999999998
2016-12-31,50,30.0,,0.3,15.0
2017-01-01,39,35.0,False,0.35,13.649999999999999
2017-01-02,52,35.0,,0.35,18.2
2017-01-03,86,35.0,,0.35,30.099999999999998
2017-01-04,93,35.0,,0.35,32.55
2017-01-05,92,35.0,,0.35,32.199999999999996
2017-01-06,81,35.0,,0.35,28.349999999999998
2017-01-07,49,35.0,,0.35,17.15
2017-01-08,48,35.0,,0.35,16.799999999999997
2017-01-09,84,35.0,,0.35,29.4
2017-01-10,88,35.0,,0.35,30.799999999999997
2017-01-11,85,35.0,,0.35,29.749999999999996
2017-01-12,82,35.0,,0.35,28.7
2017-01-13,82,35.0,,0.35,28.7
2017-01-14,56,35.0,,0.35,19.599999999999998
2017-01-15,48,35.0,,0.35,16.799999999999997
2017-01-16,72,35.0,,0.35,25.2
2017-01-17,80,35.0,,0.35,28.0
2017-01-18,92,35.0,,0.35,32.199999999999996
2017-01-19,97,35.0,,0.35,33.949999999999996
2017-01-20,85,35.0,,0.35,29.749999999999996
2017-01-21,50,35.0,,0.35,17.5
2017-01-22,50,35.0,,0.35,17.5
2017-01-23,90,35.0,,0.35,31.499999999999996
2017-01-24,87,35.0,,0.35,30.45
2017-01-25,90,35.0,,0.35,31.499999999999996
2017-01-26,82,35.0,,0.35,28.7
2017-01-27,83,35.0,,0.35,29.049999999999997
2017-01-28,67,35.0,,0.35,23.45
2017-01-29,55,35.0,,0.35,19.25
2017-01-30,89,35.0,,0.35,31.15
2017-01-31,100,35.0,,0.35,35.0
2017-02-01,95,34.0,False,0.34,32.300000000000004
2017-02-02,94,34.0,,0.34,31.96
2017-02-03,92,34.0,,0.34,31.28
2017-02-04,57,34.0,,0.34,19.380000000000003
2017-02-05,47,34.0,,0.34,15.98
2017-02-06,84,34.0,,0.34,28.560000000000002
2017-02-07,91,34.0,,0.34,30.94
2017-02-08,94,34.0,,0.34,31.96
2017-02-09,84,34.0,,0.34,28.560000000000002
2017-02-10,77,34.0,,0.34,26.180000000000003
2017-02-11,55,34.0,,0.34,18.700000000000003
2017-02-12,58,34.0,,0.34,19.720000000000002
2017-02-13,86,34.0,,0.34,29.240000000000002
2017-02-14,88,34.0,,0.34,29.92
2017-02-15,96,34.0,,0.34,32.64
2017-02-16,96,34.0,,0.34,32.64
2017-02-17,84,34.0,,0.34,28.560000000000002
2017-02-18,52,34.0,,0.34,17.68
2017-02-19,47,34.0,,0.34,15.98
2017-02-20,80,34.0,,0.34,27.200000000000003
2017-02-21,100,34.0,,0.34,34.0
2017-02-22,95,34.0,,0.34,32.300000000000004
2017-02-23,91,34.0,,0.34,30.94
2017-02-24,85,34.0,,0.34,28.900000000000002
2017-02-25,65,34.0,,0.34,22.1
2017-02-26,56,34.0,,0.34,19.040000000000003
2017-02-27,94,34.0,,0.34,31.96
2017-02-28,91,34.0,,0.34,30.94
2017-03-01,72,36.0,False,0.36,25.919999999999998
2017-03-02,87,36.0,,0.36,31.32
2017-03-03,58,36.0,,0.36,20.88
2017-03-04,49,36.0,,0.36,17.64
2017-03-05,44,36.0,,0.36,15.84
2017-03-06,83,36.0,,0.36,29.88
2017-03-07,88,36.0,,0.36,31.68
2017-03-08,74,36.0,,0.36,26.64
2017-03-09,71,36.0,,0.36,25.56
2017-03-10,86,36.0,,0.36,30.959999999999997
2017-03-11,53,36.0,,0.36,19.08
2017-03-12,53,36.0,,0.36,19.08
2017-03-13,74,36.0,,0.36,26.64
2017-03-14,89,36.0,,0.36,32.04
2017-03-15,76,36.0,,0.36,27.36
2017-03-16,84,36.0,,0.36,30.24
2017-03-17,73,36.0,,0.36,26.279999999999998
2017-03-18,54,36.0,,0.36,19.439999999999998
2017-03-19,48,36.0,,0.36,17.28
2017-03-20,82,36.0,,0.36,29.52
2017-03-21,82,36.0,,0.36,29.52
2017-03-22,78,36.0,,0.36,28.08
2017-03-23,86,36.0,,0.36,30.959999999999997
2017-03-24,90,36.0,,0.36,32.4
2017-03-25,56,36.0,,0.36,20.16
2017-03-26,38,36.0,,0.36,13.68
2017-03-27,85,36.0,,0.36,30.599999999999998
2017-03-28,85,36.0,,0.36,30.599999999999998
2017-03-29,100,36.0,,0.36,36.0
2017-03-30,87,36.0,,0.36,31.32
2017-03-31,83,36.0,,0.36,29.88
2017-04-01,51,38.0,False,0.38,19.38
2017-04-02,45,38.0,,0.38,17.1
2017-04-03,82,38.0,,0.38,31.16
2017-04-04,88,38.0,,0.38,33.44
2017-04-05,85,38.0,,0.38,32.3
2017-04-06,81,38.0,,0.38,30.78
2017-04-07,68,38.0,,0.38,25.84
2017-04-08,64,38.0,,0.38,24.32
2017-04-09,50,38.0,,0.38,19.0
2017-04-10,76,38.0,,0.38,28.88
2017-04-11,85,38.0,,0.38,32.3
2017-04-12,99,38.0,,0.38,37.62
2017-04-13,78,38.0,,0.38,29.64
2017-04-14,69,38.0,,0.38,26.22
2017-04-15,51,38.0,,0.38,19.38
2017-04-16,49,38.0,,0.38,18.62
2017-04-17,92,38.0,,0.38,34.96
2017-04-18,96,38.0,,0.38,36.480000000000004
2017-04-19,93,38.0,,0.38,35.34
2017-04-20,83,38.0,,0.38,31.54
2017-04-21,92,38.0,,0.38,34.96
2017-04-22,54,38.0,,0.38,20.52
2017-04-23,54,38.0,,0.38,20.52
2017-04-24,100,38.0,,0.38,38.0
2017-04-25,97,38.0,,0.38,36.86
2017-04-26,94,38.0,,0.38,35.72
2017-04-27,89,38.0,,0.38,33.82
2017-04-28,79,38.0,,0.38,30.02
2017-04-29,54,38.0,,0.38,20.52
2017-04-30,42,38.0,,0.38,15.96
2017-05-01,80,38.0,False,0.38,30.4
2017-05-02,83,38.0,,0.38,31.54
2017-05-03,93,38.0,,0.38,35.34
2017-05-04,100,38.0,,0.38,38.0
2017-05-05,78,38.0,,0.38,29.64
2017-05-06,67,38.0,,0.38,25.46
2017-05-07,63,38.0,,0.38,23.94
2017-05-08,82,38.0,,0.38,31.16
2017-05-09,94,38.0,,0.38,35.72
2017-05-10,91,38.0,,0.38,34.58
2017-05-11,82,38.0,,0.38,31.16
2017-05-12,71,38.0,,0.38,26.98
2017-05-13,49,38.0,,0.38,18.62
2017-05-14,36,38.0,,0.38,13.68
2017-05-15,78,38.0,,0.38,29.64
2017-05-16,82,38.0,,0.38,31.16
2017-05-17,87,38.0,,0.38,33.06
2017-05-18,85,38.0,,0.38,32.3
2017-05-19,73,38.0,,0.38,27.740000000000002
2017-05-20,52,38.0,,0.38,19.76
2017-05-21,46,38.0,,0.38,17.48
2017-05-22,84,38.0,,0.38,31.92
2017-05-23,85,38.0,,0.38,32.3
2017-05-24,72,38.0,,0.38,27.36
2017-05-25,75,38.0,,0.38,28.5
2017-05-26,65,38.0,,0.38,24.7
2017-05-27,48,38.0,,0.38,18.240000000000002
2017-05-28,38,38.0,,0.38,14.44
2017-05-29,52,38.0,,0.38,19.76
2017-05-30,81,38.0,,0.38,30.78
2017-05-31,76,38.0,,0.38,28.88
2017-06-01,78,35.0,False,0.35,27.299999999999997
2017-06-02,78,35.0,,0.35,27.299999999999997
2017-06-03,39,35.0,,0.35,13.649999999999999
2017-06-04,54,35.0,,0.35,18.9
2017-06-05,69,35.0,,0.35,24.15
2017-06-06,86,35.0,,0.35,30.099999999999998
2017-06-07,84,35.0,,0.35,29.4
2017-06-08,81,35.0,,0.35,28.349999999999998
2017-06-09,79,35.0,,0.35,27.65
2017-06-10,48,35.0,,0.35,16.799999999999997
2017-06-11,47,35.0,,0.35,16.45
2017-06-12,88,35.0,,0.35,30.799999999999997
2017-06-13,81,35.0,,0.35,28.349999999999998
2017-06-14,90,35.0,,0.35,31.499999999999996
2017-06-15,66,35.0,,0.35,23.099999999999998
2017-06-16,73,35.0,,0.35,25.549999999999997
2017-06-17,52,35.0,,0.35,18.2
2017-06-18,44,35.0,,0.35,15.399999999999999
2017-06-19,84,35.0,,0.35,29.4
2017-06-20,81,35.0,,0.35,28.349999999999998
2017-06-21,84,35.0,,0.35,29.4
2017-06-22,88,35.0,,0.35,30.799999999999997
2017-06-23,75,35.0,,0.35,26.25
2017-06-24,47,35.0,,0.35,16.45
2017-06-25,49,35.0,,0.35,17.15
2017-06-26,100,35.0,,0.35,35.0
2017-06-27,87,35.0,,0.35,30.45
2017-06-28,88,35.0,,0.35,30.799999999999997
2017-06-29,68,35.0,,0.35,23.799999999999997
2017-06-30,82,35.0,,0.35,28.7
2017-07-01,47,34.0,False,0.34,15.98
2017-07-02,49,34.0,,0.34,16.66
2017-07-03,65,34.0,,0.34,22.1
2017-07-04,47,34.0,,0.34,15.98
2017-07-05,85,34.0,,0.34,28.900000000000002
2017-07-06,85,34.0,,0.34,28.900000000000002
2017-07-07,91,34.0,,0.34,30.94
2017-07-08,55,34.0,,0.34,18.700000000000003
2017-07-09,49,34.0,,0.34,16.66
2017-07-10,85,34.0,,0.34,28.900000000000002
2017-07-11,91,34.0,,0.34,30.94
2017-07-12,100,34.0,,0.34,34.0
2017-07-13,81,34.0,,0.34,27.540000000000003
2017-07-14,77,34.0,,0.34,26.180000000000003
2017-07-15,69,34.0,,0.34,23.46
2017-07-16,46,34.0,,0.34,15.64
2017-07-17,89,34.0,,0.34,30.26
2017-07-18,92,34.0,,0.34,31.28
2017-07-19,87,34.0,,0.34,29.580000000000002
2017-07-20,89,34.0,,0.34,30.26
2017-07-21,72,34.0,,0.34,24.48
2017-07-22,42,34.0,,0.34,14.280000000000001
2017-07-23,50,34.0,,0.34,17.0
2017-07-24,84,34.0,,0.34,28.560000000000002
2017-07-25,91,34.0,,0.34,30.94
2017-07-26,96,34.0,,0.34,32.64
2017-07-27,79,34.0,,0.34,26.860000000000003
2017-07-28,73,34.0,,0.34,24.82
2017-07-29,42,34.0,,0.34,14.280000000000001
2017-07-30,54,34.0,,0.34,18.360000000000003
2017-07-31,83,34.0,,0.34,28.220000000000002
2017-08-01,76,33.0,False,0.33,25.080000000000002
2017-08-02,87,33.0,,0.33,28.71
2017-08-03,88,33.0,,0.33,29.040000000000003
2017-08-04,73,33.0,,0.33,24.09
2017-08-05,44,33.0,,0.33,14.520000000000001
2017-08-06,51,33.0,,0.33,16.830000000000002
2017-08-07,100,33.0,,0.33,33.0
2017-08-08,85,33.0,,0.33,28.05
2017-08-09,90,33.0,,0.33,29.700000000000003
2017-08-10,95,33.0,,0.33,31.35
2017-08-11,80,33.0,,0.33,26.400000000000002
2017-08-12,50,33.0,,0.33,16.5
2017-08-13,52,33.0,,0.33,17.16
2017-08-14,75,33.0,,0.33,24.75
2017-08-15,84,33.0,,0.33,27.720000000000002
2017-08-16,87,33.0,,0.33,28.71
2017-08-17,79,33.0,,0.33,26.07
2017-08-18,65,33.0,,0.33,21.45
2017-08-19,43,33.0,,0.33,14.190000000000001
2017-08-20,42,33.0,,0.33,13.860000000000001
2017-08-21,67,33.0,,0.33,22.11
2017-08-22,84,33.0,,0.33,27.720000000000002
2017-08-23,76,33.0,,0.33,25.080000000000002
2017-08-24,81,33.0,,0.33,26.73
2017-08-25,67,33.0,,0.33,22.11
2017-08-26,58,33.0,,0.33,19.14
2017-08-27,45,33.0,,0.33,14.850000000000001
2017-08-28,76,33.0,,0.33,25.080000000000002
2017-08-29,87,33.0,,0.33,28.71
2017-08-30,74,33.0,,0.33,24.42
2017-08-31,82,33.0,,0.33,27.060000000000002
2017-09-01,34,35.0,False,0.35,11.899999999999999
2017-09-02,22,35.0,,0.35,7.699999999999999
2017-09-03,17,35.0,,0.35,5.949999999999999
2017-09-04,24,35.0,,0.35,8.399999999999999
2017-09-05,39,35.0,,0.35,13.649999999999999
2017-09-06,41,35.0,,0.35,14.35
2017-09-07,43,35.0,,0.35,15.049999999999999
2017-09-08,39,35.0,,0.35,13.649999999999999
2017-09-09,23,35.0,,0.35,8.049999999999999
2017-09-10,20,35.0,,0.35,7.0
2017-09-11,36,35.0,,0.35,12.6
2017-09-12,42,35.0,,0.35,14.7
2017-09-13,48,35.0,,0.35,16.799999999999997
2017-09-14,47,35.0,,0.35,16.45
2017-09-15,39,35.0,,0.35,13.649999999999999
2017-09-16,31,35.0,,0.35,10.85
2017-09-17,28,35.0,,0.35,9.799999999999999
2017-09-18,57,35.0,,0.35,19.95
2017-09-19,100,35.0,,0.35,35.0
2017-09-20,66,35.0,,0.35,23.099999999999998
2017-09-21,49,35.0,,0.35,17.15
2017-09-22,45,35.0,,0.35,15.749999999999998
2017-09-23,25,35.0,,0.35,8.75
2017-09-24,29,35.0,,0.35,10.149999999999999
2017-09-25,38,35.0,,0.35,13.299999999999999
2017-09-26,47,35.0,,0.35,16.45
2017-09-27,56,35.0,,0.35,19.599999999999998
2017-09-28,42,35.0,,0.35,14.7
2017-09-29,39,35.0,,0.35,13.649999999999999
2017-09-30,28,35.0,,0.35,9.799999999999999
2017-10-01,54,32.0,False,0.32,17.28
2017-10-02,89,32.0,,0.32,28.48
2017-10-03,89,32.0,,0.32,28.48
2017-10-04,91,32.0,,0.32,29.12
2017-10-05,81,32.0,,0.32,25.92
2017-10-06,85,32.0,,0.32,27.2
2017-10-07,52,32.0,,0.32,16.64
2017-10-08,49,32.0,,0.32,15.68
2017-10-09,83,32.0,,0.32,26.560000000000002
2017-10-10,70,32.0,,0.32,22.400000000000002
2017-10-11,81,32.0,,0.32,25.92
2017-10-12,73,32.0,,0.32,23.36
2017-10-13,69,32.0,,0.32,22.080000000000002
2017-10-14,54,32.0,,0.32,17.28
2017-10-15,52,32.0,,0.32,16.64
2017-10-16,79,32.0,,0.32,25.28
2017-10-17,86,32.0,,0.32,27.52
2017-10-18,83,32.0,,0.32,26.560000000000002
2017-10-19,88,32.0,,0.32,28.16
2017-10-20,78,32.0,,0.32,24.96
2017-10-21,58,32.0,,0.32,18.56
2017-10-22,51,32.0,,0.32,16.32
2017-10-23,84,32.0,,0.32,26.88
2017-10-24,100,32.0,,0.32,32.0
2017-10-25,96,32.0,,0.32,30.72
2017-10-26,80,32.0,,0.32,25.6
2017-10-27,76,32.0,,0.32,24.32
2017-10-28,52,32.0,,0.32,16.64
2017-10-29,43,32.0,,0.32,13.76
2017-10-30,82,32.0,,0.32,26.240000000000002
2017-10-31,83,32.0,,0.32,26.560000000000002
2017-11-01,88,30.0,False,0.3,26.4
2017-11-02,89,30.0,,0.3,26.7
2017-11-03,79,30.0,,0.3,23.7
2017-11-04,58,30.0,,0.3,17.4
2017-11-05,45,30.0,,0.3,13.5
2017-11-06,81,30.0,,0.3,24.3
2017-11-07,90,30.0,,0.3,27.0
2017-11-08,85,30.0,,0.3,25.5
2017-11-09,84,30.0,,0.3,25.2
2017-11-10,80,30.0,,0.3,24.0
2017-11-11,54,30.0,,0.3,16.2
2017-11-12,51,30.0,,0.3,15.299999999999999
2017-11-13,90,30.0,,0.3,27.0
2017-11-14,96,30.0,,0.3,28.799999999999997
2017-11-15,100,30.0,,0.3,30.0
2017-11-16,92,30.0,,0.3,27.599999999999998
2017-11-17,85,30.0,,0.3,25.5
2017-11-18,53,30.0,,0.3,15.899999999999999
2017-11-19,49,30.0,,0.3,14.7
2017-11-20,68,30.0,,0.3,20.4
2017-11-21,65,30.0,,0.3,19.5
2017-11-22,65,30.0,,0.3,19.5
2017-11-23,39,30.0,,0.3,11.7
2017-11-24,45,30.0,,0.3,13.5
2017-11-25,44,30.0,,0.3,13.2
2017-11-26,44,30.0,,0.3,13.2
2017-11-27,95,30.0,,0.3,28.5
2017-11-28,87,30.0,,0.3,26.099999999999998
2017-11-29,88,30.0,,0.3,26.4
2017-11-30,80,30.0,,0.3,24.0
2017-12-01,84,28.0,False,0.28,23.520000000000003
2017-12-02,54,28.0,,0.28,15.120000000000001
2017-12-03,46,28.0,,0.28,12.88
2017-12-04,87,28.0,,0.28,24.360000000000003
2017-12-05,99,28.0,,0.28,27.720000000000002
2017-12-06,83,28.0,,0.28,23.240000000000002
2017-12-07,100,28.0,,0.28,28.000000000000004
2017-12-08,77,28.0,,0.28,21.560000000000002
2017-12-09,61,28.0,,0.28,17.080000000000002
2017-12-10,48,28.0,,0.28,13.440000000000001
2017-12-11,95,28.0,,0.28,26.6
2017-12-12,90,28.0,,0.28,25.200000000000003
2017-12-13,94,28.0,,0.28,26.320000000000004
2017-12-14,80,28.0,,0.28,22.400000000000002
2017-12-15,74,28.0,,0.28,20.720000000000002
2017-12-16,50,28.0,,0.28,14.000000000000002
2017-12-17,49,28.0,,0.28,13.72
2017-12-18,81,28.0,,0.28,22.680000000000003
2017-12-19,90,28.0,,0.28,25.200000000000003
2017-12-20,83,28.0,,0.28,23.240000000000002
2017-12-21,79,28.0,,0.28,22.12
2017-12-22,62,28.0,,0.28,17.360000000000003
2017-12-23,36,28.0,,0.28,10.080000000000002
2017-12-24,40,28.0,,0.28,11.200000000000001
2017-12-25,41,28.0,,0.28,11.48
2017-12-26,58,28.0,,0.28,16.240000000000002
2017-12-27,76,28.0,,0.28,21.28
2017-12-28,99,28.0,,0.28,27.720000000000002
2017-12-29,65,28.0,,0.28,18.200000000000003
2017-12-30,63,28.0,,0.28,17.64
2017-12-31,47,28.0,,0.28,13.160000000000002
2018-01-01,35,32.0,False,0.32,11.200000000000001
2018-01-02,78,32.0,,0.32,24.96
2018-01-03,87,32.0,,0.32,27.84
2018-01-04,90,32.0,,0.32,28.8
2018-01-05,85,32.0,,0.32,27.2
2018-01-06,48,32.0,,0.32,15.36
2018-01-07,54,32.0,,0.32,17.28
2018-01-08,90,32.0,,0.32,28.8
2018-01-09,86,32.0,,0.32,27.52
2018-01-10,99,32.0,,0.32,31.68
2018-01-11,82,32.0,,0.32,26.240000000000002
2018-01-12,70,32.0,,0.32,22.400000000000002
2018-01-13,56,32.0,,0.32,17.92
2018-01-14,44,32.0,,0.32,14.08
2018-01-15,68,32.0,,0.32,21.76
2018-01-16,96,32.0,,0.32,30.72
2018-01-17,84,32.0,,0.32,26.88
2018-01-18,98,32.0,,0.32,31.36
2018-01-19,80,32.0,,0.32,25.6
2018-01-20,54,32.0,,0.32,17.28
2018-01-21,58,32.0,,0.32,18.56
2018-01-22,84,32.0,,0.32,26.88
2018-01-23,89,32.0,,0.32,28.48
2018-01-24,91,32.0,,0.32,29.12
2018-01-25,97,32.0,,0.32,31.04
2018-01-26,89,32.0,,0.32,28.48
2018-01-27,67,32.0,,0.32,21.44
2018-01-28,51,32.0,,0.32,16.32
2018-01-29,93,32.0,,0.32,29.76
2018-01-30,100,32.0,,0.32,32.0
2018-01-31,90,32.0,,0.32,28.8
2018-02-01,85,33.0,False,0.33,28.05
2018-02-02,75,33.0,,0.33,24.75
2018-02-03,51,33.0,,0.33,16.830000000000002
2018-02-04,49,33.0,,0.33,16.17
2018-02-05,81,33.0,,0.33,26.73
2018-02-06,97,33.0,,0.33,32.01
2018-02-07,75,33.0,,0.33,24.75
2018-02-08,77,33.0,,0.33,25.41
2018-02-09,76,33.0,,0.33,25.080000000000002
2018-02-10,46,33.0,,0.33,15.180000000000001
2018-02-11,50,33.0,,0.33,16.5
2018-02-12,93,33.0,,0.33,30.69
2018-02-13,95,33.0,,0.33,31.35
2018-02-14,88,33.0,,0.33,29.040000000000003
