date,BANKRUPTCY_unscaled,BANKRUPTCY_monthly,isPartial,scale,BANKRUPTCY
2008-11-09,41,77.0,,0.77,31.57
2008-11-10,97,77.0,,0.77,74.69
2008-11-11,93,77.0,,0.77,71.61
2008-11-12,100,77.0,,0.77,77.0
2008-11-13,80,77.0,,0.77,61.6
2008-11-14,65,77.0,,0.77,50.050000000000004
2008-11-15,50,77.0,,0.77,38.5
2008-11-16,48,77.0,,0.77,36.96
2008-11-17,78,77.0,,0.77,60.06
2008-11-18,81,77.0,,0.77,62.370000000000005
2008-11-19,87,77.0,,0.77,66.99
2008-11-20,84,77.0,,0.77,64.68
2008-11-21,82,77.0,,0.77,63.14
2008-11-22,39,77.0,,0.77,30.03
2008-11-23,43,77.0,,0.77,33.11
2008-11-24,78,77.0,,0.77,60.06
2008-11-25,76,77.0,,0.77,58.52
2008-11-26,61,77.0,,0.77,46.97
2008-11-27,38,77.0,,0.77,29.26
2008-11-28,41,77.0,,0.77,31.57
2008-11-29,38,77.0,,0.77,29.26
2008-11-30,38,77.0,,0.77,29.26
2008-12-01,82,78.0,False,0.78,63.96
2008-12-02,95,78.0,,0.78,74.10000000000001
2008-12-03,95,78.0,,0.78,74.10000000000001
2008-12-04,89,78.0,,0.78,69.42
2008-12-05,95,78.0,,0.78,74.10000000000001
2008-12-06,53,78.0,,0.78,41.34
2008-12-07,48,78.0,,0.78,37.44
2008-12-08,93,78.0,,0.78,72.54
2008-12-09,100,78.0,,0.78,78.0
2008-12-10,83,78.0,,0.78,64.74000000000001
2008-12-11,100,78.0,,0.78,78.0
2008-12-12,100,78.0,,0.78,78.0
2008-12-13,56,78.0,,0.78,43.68
2008-12-14,57,78.0,,0.78,44.46
2008-12-15,75,78.0,,0.78,58.5
2008-12-16,80,78.0,,0.78,62.400000000000006
2008-12-17,72,78.0,,0.78,56.160000000000004
2008-12-18,89,78.0,,0.78,69.42
2008-12-19,72,78.0,,0.78,56.160000000000004
2008-12-20,62,78.0,,0.78,48.36
2008-12-21,33,78.0,,0.78,25.740000000000002
2008-12-22,83,78.0,,0.78,64.74000000000001
2008-12-23,81,78.0,,0.78,63.18
2008-12-24,52,78.0,,0.78,40.56
2008-12-25,40,78.0,,0.78,31.200000000000003
2008-12-26,43,78.0,,0.78,33.54
2008-12-27,47,78.0,,0.78,36.660000000000004
2008-12-28,55,78.0,,0.78,42.9
2008-12-29,96,78.0,,0.78,74.88
2008-12-30,89,78.0,,0.78,69.42
2008-12-31,68,78.0,,0.78,53.04
2009-01-01,45,84.0,False,0.84,37.8
2009-01-02,59,84.0,,0.84,49.559999999999995
2009-01-03,32,84.0,,0.84,26.88
2009-01-04,46,84.0,,0.84,38.64
2009-01-05,90,84.0,,0.84,75.6
2009-01-06,79,84.0,,0.84,66.36
2009-01-07,74,84.0,,0.84,62.16
2009-01-08,69,84.0,,0.84,57.96
2009-01-09,71,84.0,,0.84,59.64
2009-01-10,43,84.0,,0.84,36.12
2009-01-11,36,84.0,,0.84,30.24
2009-01-12,79,84.0,,0.84,66.36
2009-01-13,76,84.0,,0.84,63.839999999999996
2009-01-14,100,84.0,,0.84,84.0
2009-01-15,99,84.0,,0.84,83.16
2009-01-16,78,84.0,,0.84,65.52
2009-01-17,49,84.0,,0.84,41.16
2009-01-18,40,84.0,,0.84,33.6
2009-01-19,53,84.0,,0.84,44.519999999999996
2009-01-20,78,84.0,,0.84,65.52
2009-01-21,75,84.0,,0.84,63.0
2009-01-22,86,84.0,,0.84,72.24
2009-01-23,53,84.0,,0.84,44.519999999999996
2009-01-24,50,84.0,,0.84,42.0
2009-01-25,50,84.0,,0.84,42.0
2009-01-26,89,84.0,,0.84,74.75999999999999
2009-01-27,87,84.0,,0.84,73.08
2009-01-28,76,84.0,,0.84,63.839999999999996
2009-01-29,69,84.0,,0.84,57.96
2009-01-30,69,84.0,,0.84,57.96
2009-01-31,38,84.0,,0.84,31.919999999999998
2009-02-01,51,88.0,False,0.88,44.88
2009-02-02,65,88.0,,0.88,57.2
2009-02-03,100,88.0,,0.88,88.0
2009-02-04,90,88.0,,0.88,79.2
2009-02-05,82,88.0,,0.88,72.16
2009-02-06,82,88.0,,0.88,72.16
2009-02-07,49,88.0,,0.88,43.12
2009-02-08,54,88.0,,0.88,47.52
2009-02-09,89,88.0,,0.88,78.32000000000001
2009-02-10,81,88.0,,0.88,71.28
2009-02-11,99,88.0,,0.88,87.12
2009-02-12,80,88.0,,0.88,70.4
2009-02-13,99,88.0,,0.88,87.12
2009-02-14,69,88.0,,0.88,60.72
2009-02-15,49,88.0,,0.88,43.12
2009-02-16,79,88.0,,0.88,69.52
2009-02-17,82,88.0,,0.88,72.16
2009-02-18,93,88.0,,0.88,81.84
2009-02-19,89,88.0,,0.88,78.32000000000001
2009-02-20,85,88.0,,0.88,74.8
2009-02-21,81,88.0,,0.88,71.28
2009-02-22,57,88.0,,0.88,50.160000000000004
2009-02-23,91,88.0,,0.88,80.08
