date,life insurance_unscaled,life insurance_monthly,isPartial,scale,life insurance
2016-07-01,74,74,False,0.74,54.76
2016-07-02,49,49,False,0.49,24.009999999999998
2016-07-03,40,40,False,0.4,16.0
2016-07-04,40,40,False,0.4,16.0
2016-07-05,84,84,False,0.84,70.56
2016-07-06,90,90,False,0.9,81.0
2016-07-07,89,89,False,0.89,79.21000000000001
2016-07-08,82,82,False,0.82,67.24
2016-07-09,52,52,False,0.52,27.04
2016-07-10,46,46,False,0.46,21.16
2016-07-11,79,79,False,0.79,62.410000000000004
2016-07-12,94,94,False,0.94,88.36
2016-07-13,100,100,False,1.0,100.0
2016-07-14,82,82,False,0.82,67.24
2016-07-15,85,85,False,0.85,72.25
2016-07-16,44,44,False,0.44,19.36
2016-07-17,47,47,False,0.47,22.09
2016-07-18,99,99,False,0.99,98.01
2016-07-19,86,86,False,0.86,73.96
2016-07-20,90,90,False,0.9,81.0
2016-07-21,82,82,False,0.82,67.24
2016-07-22,78,78,False,0.78,60.84
2016-07-23,52,52,False,0.52,27.04
2016-07-24,50,50,False,0.5,25.0
2016-07-25,87,87,False,0.87,75.69
2016-07-26,86,86,False,0.86,73.96
2016-07-27,85,85,False,0.85,72.25
2016-07-28,99,99,False,0.99,98.01
2016-07-29,72,72,False,0.72,51.839999999999996
2016-07-30,44,44,False,0.44,19.36
2016-07-31,58,58,False,0.58,33.64
2016-08-01,97,97,False,0.97,94.09
2016-08-02,100,100,False,1.0,100.0
2016-08-03,88,88,False,0.88,77.44
2016-08-04,91,91,False,0.91,82.81
2016-08-05,83,83,False,0.83,68.89
2016-08-06,50,50,False,0.5,25.0
2016-08-07,50,50,False,0.5,25.0
2016-08-08,81,81,False,0.81,65.61
2016-08-09,87,87,False,0.87,75.69
2016-08-10,77,77,False,0.77,59.29
2016-08-11,86,86,False,0.86,73.96
2016-08-12,81,81,False,0.81,65.61
2016-08-13,53,53,False,0.53,28.09
2016-08-14,63,63,False,0.63,39.69
2016-08-15,98,98,False,0.98,96.03999999999999
2016-08-16,95,95,False,0.95,90.25
2016-08-17,89,89,False,0.89,79.21000000000001
2016-08-18,84,84,False,0.84,70.56
2016-08-19,80,80,False,0.8,64.0
2016-08-20,46,46,False,0.46,21.16
2016-08-21,52,52,False,0.52,27.04
2016-08-22,93,93,False,0.93,86.49000000000001
2016-08-23,89,89,False,0.89,79.21000000000001
2016-08-24,85,85,False,0.85,72.25
2016-08-25,89,89,False,0.89,79.21000000000001
2016-08-26,86,86,False,0.86,73.96
2016-08-27,53,53,False,0.53,28.09
2016-08-28,46,46,False,0.46,21.16
2016-08-29,79,79,False,0.79,62.410000000000004
2016-08-30,80,80,False,0.8,64.0
2016-08-31,87,87,False,0.87,75.69
2016-09-01,81,81,False,0.81,65.61
2016-09-02,63,63,False,0.63,39.69
2016-09-03,40,40,False,0.4,16.0
2016-09-04,52,52,False,0.52,27.04
2016-09-05,51,51,False,0.51,26.01
2016-09-06,78,78,False,0.78,60.84
2016-09-07,70,70,False,0.7,49.0
2016-09-08,77,77,False,0.77,59.29
2016-09-09,75,75,False,0.75,56.25
2016-09-10,52,52,False,0.52,27.04
2016-09-11,45,45,False,0.45,20.25
2016-09-12,74,74,False,0.74,54.76
2016-09-13,100,100,False,1.0,100.0
2016-09-14,82,82,False,0.82,67.24
2016-09-15,78,78,False,0.78,60.84
2016-09-16,72,72,False,0.72,51.839999999999996
2016-09-17,47,47,False,0.47,22.09
2016-09-18,40,40,False,0.4,16.0
2016-09-19,86,86,False,0.86,73.96
2016-09-20,88,88,False,0.88,77.44
2016-09-21,89,89,False,0.89,79.21000000000001
2016-09-22,74,74,False,0.74,54.76
2016-09-23,62,62,False,0.62,38.44
2016-09-24,45,45,False,0.45,20.25
2016-09-25,53,53,False,0.53,28.09
2016-09-26,87,87,False,0.87,75.69
2016-09-27,75,75,False,0.75,56.25
2016-09-28,74,74,False,0.74,54.76
2016-09-29,81,81,False,0.81,65.61
2016-09-30,74,74,False,0.74,54.76
2016-10-01,37,37,False,0.37,13.69
2016-10-02,32,32,False,0.32,10.24
2016-10-03,69,69,False,0.69,47.61
2016-10-04,76,76,False,0.76,57.76
2016-10-05,58,58,False,0.58,33.64
2016-10-06,56,56,False,0.56,31.360000000000003
2016-10-07,64,64,False,0.64,40.96
2016-10-08,44,44,False,0.44,19.36
2016-10-09,40,40,False,0.4,16.0
2016-10-10,63,63,False,0.63,39.69
2016-10-11,72,72,False,0.72,51.839999999999996
2016-10-12,69,69,False,0.69,47.61
2016-10-13,63,63,False,0.63,39.69
2016-10-14,70,70,False,0.7,49.0
2016-10-15,41,41,False,0.41,16.81
2016-10-16,34,34,False,0.34,11.56
2016-10-17,68,68,False,0.68,46.24
2016-10-18,72,72,False,0.72,51.839999999999996
2016-10-19,67,67,False,0.67,44.89
2016-10-20,61,61,False,0.61,37.21
2016-10-21,64,64,False,0.64,40.96
2016-10-22,42,42,False,0.42,17.64
2016-10-23,41,41,False,0.41,16.81
2016-10-24,75,75,False,0.75,56.25
2016-10-25,78,78,False,0.78,60.84
2016-10-26,71,71,False,0.71,50.41
2016-10-27,79,79,False,0.79,62.410000000000004
2016-10-28,68,68,False,0.68,46.24
2016-10-29,35,35,False,0.35,12.25
2016-10-30,54,54,False,0.54,29.160000000000004
2016-10-31,100,100,False,1.0,100.0
2016-11-01,100,100,False,1.0,100.0
2016-11-02,89,89,False,0.89,79.21000000000001
2016-11-03,89,89,False,0.89,79.21000000000001
2016-11-04,68,68,False,0.68,46.24
2016-11-05,53,53,False,0.53,28.09
2016-11-06,54,54,False,0.54,29.160000000000004
2016-11-07,81,81,False,0.81,65.61
2016-11-08,79,79,False,0.79,62.410000000000004
2016-11-09,51,51,False,0.51,26.01
2016-11-10,70,70,False,0.7,49.0
2016-11-11,64,64,False,0.64,40.96
2016-11-12,43,43,False,0.43,18.49
2016-11-13,45,45,False,0.45,20.25
2016-11-14,83,83,False,0.83,68.89
2016-11-15,93,93,False,0.93,86.49000000000001
2016-11-16,82,82,False,0.82,67.24
2016-11-17,75,75,False,0.75,56.25
2016-11-18,72,72,False,0.72,51.839999999999996
2016-11-19,49,49,False,0.49,24.009999999999998
2016-11-20,48,48,False,0.48,23.04
2016-11-21,81,81,False,0.81,65.61
2016-11-22,74,74,False,0.74,54.76
2016-11-23,53,53,False,0.53,28.09
2016-11-24,31,31,False,0.31,9.61
2016-11-25,41,41,False,0.41,16.81
2016-11-26,40,40,False,0.4,16.0
2016-11-27,43,43,False,0.43,18.49
2016-11-28,85,85,False,0.85,72.25
2016-11-29,77,77,False,0.77,59.29
2016-11-30,80,80,False,0.8,64.0
2016-12-01,81,81,False,0.81,65.61
2016-12-02,80,80,False,0.8,64.0
2016-12-03,52,52,False,0.52,27.04
2016-12-04,54,54,False,0.54,29.160000000000004
2016-12-05,86,86,False,0.86,73.96
2016-12-06,87,87,False,0.87,75.69
2016-12-07,86,86,False,0.86,73.96
2016-12-08,94,94,False,0.94,88.36
2016-12-09,78,78,False,0.78,60.84
2016-12-10,55,55,False,0.55,30.250000000000004
2016-12-11,47,47,False,0.47,22.09
2016-12-12,87,87,False,0.87,75.69
2016-12-13,91,91,False,0.91,82.81
2016-12-14,88,88,False,0.88,77.44
2016-12-15,87,87,False,0.87,75.69
2016-12-16,82,82,False,0.82,67.24
2016-12-17,52,52,False,0.52,27.04
2016-12-18,54,54,False,0.54,29.160000000000004
2016-12-19,86,86,False,0.86,73.96
2016-12-20,89,89,False,0.89,79.21000000000001
2016-12-21,94,94,False,0.94,88.36
2016-12-22,76,76,False,0.76,57.76
2016-12-23,64,64,False,0.64,40.96
2016-12-24,37,37,False,0.37,13.69
2016-12-25,45,45,False,0.45,20.25
2016-12-26,56,56,False,0.56,31.360000000000003
2016-12-27,90,90,False,0.9,81.0
2016-12-28,92,92,False,0.92,84.64
2016-12-29,100,100,False,1.0,100.0
2016-12-30,83,83,False,0.83,68.89
2016-12-31,50,50,False,0.5,25.0
2017-01-01,53,53,False,0.53,28.09
2017-01-02,58,58,False,0.58,33.64
2017-01-03,90,90,False,0.9,81.0
2017-01-04,91,91,False,0.91,82.81
2017-01-05,89,89,False,0.89,79.21000000000001
2017-01-06,80,80,False,0.8,64.0
2017-01-07,52,52,False,0.52,27.04
2017-01-08,44,44,False,0.44,19.36
2017-01-09,85,85,False,0.85,72.25
2017-01-10,88,88,False,0.88,77.44
2017-01-11,91,91,False,0.91,82.81
2017-01-12,83,83,False,0.83,68.89
2017-01-13,84,84,False,0.84,70.56
2017-01-14,60,60,False,0.6,36.0
2017-01-15,51,51,False,0.51,26.01
2017-01-16,78,78,False,0.78,60.84
2017-01-17,95,95,False,0.95,90.25
2017-01-18,90,90,False,0.9,81.0
2017-01-19,95,95,False,0.95,90.25
2017-01-20,74,74,False,0.74,54.76
2017-01-21,56,56,False,0.56,31.360000000000003
2017-01-22,67,67,False,0.67,44.89
2017-01-23,93,93,False,0.93,86.49000000000001
2017-01-24,92,92,False,0.92,84.64
2017-01-25,96,96,False,0.96,92.16
2017-01-26,83,83,False,0.83,68.89
2017-01-27,84,84,False,0.84,70.56
2017-01-28,55,55,False,0.55,30.250000000000004
2017-01-29,61,61,False,0.61,37.21
2017-01-30,93,93,False,0.93,86.49000000000001
2017-01-31,100,100,False,1.0,100.0
2017-02-01,100,100,False,1.0,100.0
2017-02-02,91,91,False,0.91,82.81
2017-02-03,87,87,False,0.87,75.69
2017-02-04,60,60,False,0.6,36.0
2017-02-05,65,65,False,0.65,42.25
2017-02-06,86,86,False,0.86,73.96
2017-02-07,96,96,False,0.96,92.16
2017-02-08,88,88,False,0.88,77.44
2017-02-09,95,95,False,0.95,90.25
2017-02-10,81,81,False,0.81,65.61
2017-02-11,61,61,False,0.61,37.21
2017-02-12,57,57,False,0.57,32.489999999999995
2017-02-13,87,87,False,0.87,75.69
2017-02-14,80,80,False,0.8,64.0
2017-02-15,97,97,False,0.97,94.09
2017-02-16,87,87,False,0.87,75.69
2017-02-17,84,84,False,0.84,70.56
2017-02-18,61,61,False,0.61,37.21
2017-02-19,56,56,False,0.56,31.360000000000003
2017-02-20,80,80,False,0.8,64.0
2017-02-21,93,93,False,0.93,86.49000000000001
2017-02-22,93,93,False,0.93,86.49000000000001
2017-02-23,80,80,False,0.8,64.0
2017-02-24,84,84,False,0.84,70.56
2017-02-25,61,61,False,0.61,37.21
2017-02-26,59,59,False,0.59,34.809999999999995
2017-02-27,92,92,False,0.92,84.64
2017-02-28,99,99,False,0.99,98.01
2017-03-01,87,87,False,0.87,75.69
2017-03-02,93,93,False,0.93,86.49000000000001
2017-03-03,85,85,False,0.85,72.25
2017-03-04,48,48,False,0.48,23.04
2017-03-05,64,64,False,0.64,40.96
2017-03-06,96,96,False,0.96,92.16
2017-03-07,97,97,False,0.97,94.09
2017-03-08,94,94,False,0.94,88.36
2017-03-09,100,100,False,1.0,100.0
2017-03-10,85,85,False,0.85,72.25
2017-03-11,55,55,False,0.55,30.250000000000004
2017-03-12,55,55,False,0.55,30.250000000000004
2017-03-13,92,92,False,0.92,84.64
2017-03-14,88,88,False,0.88,77.44
2017-03-15,92,92,False,0.92,84.64
2017-03-16,78,78,False,0.78,60.84
2017-03-17,81,81,False,0.81,65.61
2017-03-18,52,52,False,0.52,27.04
2017-03-19,59,59,False,0.59,34.809999999999995
2017-03-20,100,100,False,1.0,100.0
2017-03-21,93,93,False,0.93,86.49000000000001
2017-03-22,85,85,False,0.85,72.25
2017-03-23,87,87,False,0.87,75.69
2017-03-24,78,78,False,0.78,60.84
2017-03-25,54,54,False,0.54,29.160000000000004
2017-03-26,59,59,False,0.59,34.809999999999995
2017-03-27,97,97,False,0.97,94.09
2017-03-28,81,81,False,0.81,65.61
2017-03-29,93,93,False,0.93,86.49000000000001
2017-03-30,93,93,False,0.93,86.49000000000001
2017-03-31,84,84,False,0.84,70.56
2017-04-01,51,51,False,0.51,26.01
2017-04-02,56,56,False,0.56,31.360000000000003
2017-04-03,92,92,False,0.92,84.64
2017-04-04,88,88,False,0.88,77.44
2017-04-05,81,81,False,0.81,65.61
2017-04-06,94,94,False,0.94,88.36
2017-04-07,68,68,False,0.68,46.24
2017-04-08,47,47,False,0.47,22.09
2017-04-09,57,57,False,0.57,32.489999999999995
2017-04-10,84,84,False,0.84,70.56
2017-04-11,93,93,False,0.93,86.49000000000001
2017-04-12,83,83,False,0.83,68.89
2017-04-13,73,73,False,0.73,53.29
2017-04-14,69,69,False,0.69,47.61
2017-04-15,45,45,False,0.45,20.25
2017-04-16,49,49,False,0.49,24.009999999999998
2017-04-17,77,77,False,0.77,59.29
2017-04-18,88,88,False,0.88,77.44
2017-04-19,85,85,False,0.85,72.25
2017-04-20,84,84,False,0.84,70.56
2017-04-21,70,70,False,0.7,49.0
2017-04-22,51,51,False,0.51,26.01
2017-04-23,52,52,False,0.52,27.04
2017-04-24,87,87,False,0.87,75.69
2017-04-25,87,87,False,0.87,75.69
2017-04-26,100,100,False,1.0,100.0
2017-04-27,84,84,False,0.84,70.56
2017-04-28,79,79,False,0.79,62.410000000000004
2017-04-29,54,54,False,0.54,29.160000000000004
2017-04-30,55,55,False,0.55,30.250000000000004
2017-05-01,88,88,False,0.88,77.44
2017-05-02,90,90,False,0.9,81.0
2017-05-03,100,100,False,1.0,100.0
2017-05-04,91,91,False,0.91,82.81
2017-05-05,81,81,False,0.81,65.61
2017-05-06,66,66,False,0.66,43.56
2017-05-07,57,57,False,0.57,32.489999999999995
2017-05-08,94,94,False,0.94,88.36
2017-05-09,93,93,False,0.93,86.49000000000001
2017-05-10,89,89,False,0.89,79.21000000000001
2017-05-11,88,88,False,0.88,77.44
2017-05-12,75,75,False,0.75,56.25
2017-05-13,50,50,False,0.5,25.0
2017-05-14,54,54,False,0.54,29.160000000000004
2017-05-15,86,86,False,0.86,73.96
2017-05-16,90,90,False,0.9,81.0
2017-05-17,89,89,False,0.89,79.21000000000001
2017-05-18,77,77,False,0.77,59.29
2017-05-19,70,70,False,0.7,49.0
2017-05-20,56,56,False,0.56,31.360000000000003
2017-05-21,54,54,False,0.54,29.160000000000004
2017-05-22,85,85,False,0.85,72.25
2017-05-23,88,88,False,0.88,77.44
2017-05-24,90,90,False,0.9,81.0
2017-05-25,79,79,False,0.79,62.410000000000004
2017-05-26,72,72,False,0.72,51.839999999999996
2017-05-27,52,52,False,0.52,27.04
2017-05-28,44,44,False,0.44,19.36
2017-05-29,64,64,False,0.64,40.96
2017-05-30,88,88,False,0.88,77.44
2017-05-31,92,92,False,0.92,84.64
2017-06-01,86,86,False,0.86,73.96
2017-06-02,76,76,False,0.76,57.76
2017-06-03,58,58,False,0.58,33.64
2017-06-04,56,56,False,0.56,31.360000000000003
2017-06-05,86,86,False,0.86,73.96
2017-06-06,100,100,False,1.0,100.0
2017-06-07,85,85,False,0.85,72.25
2017-06-08,84,84,False,0.84,70.56
2017-06-09,71,71,False,0.71,50.41
2017-06-10,52,52,False,0.52,27.04
2017-06-11,49,49,False,0.49,24.009999999999998
2017-06-12,82,82,False,0.82,67.24
2017-06-13,91,91,False,0.91,82.81
2017-06-14,77,77,False,0.77,59.29
2017-06-15,87,87,False,0.87,75.69
2017-06-16,71,71,False,0.71,50.41
2017-06-17,40,40,False,0.4,16.0
2017-06-18,52,52,False,0.52,27.04
2017-06-19,93,93,False,0.93,86.49000000000001
2017-06-20,81,81,False,0.81,65.61
2017-06-21,88,88,False,0.88,77.44
2017-06-22,84,84,False,0.84,70.56
2017-06-23,71,71,False,0.71,50.41
2017-06-24,55,55,False,0.55,30.250000000000004
2017-06-25,52,52,False,0.52,27.04
2017-06-26,92,92,False,0.92,84.64
2017-06-27,90,90,False,0.9,81.0
2017-06-28,87,87,False,0.87,75.69
2017-06-29,82,82,False,0.82,67.24
2017-06-30,74,74,False,0.74,54.76
2017-07-01,47,47,False,0.47,22.09
2017-07-02,48,48,False,0.48,23.04
2017-07-03,75,75,False,0.75,56.25
2017-07-04,56,56,False,0.56,31.360000000000003
2017-07-05,80,80,False,0.8,64.0
2017-07-06,83,83,False,0.83,68.89
2017-07-07,86,86,False,0.86,73.96
2017-07-08,58,58,False,0.58,33.64
2017-07-09,58,58,False,0.58,33.64
2017-07-10,98,98,False,0.98,96.03999999999999
2017-07-11,100,100,False,1.0,100.0
2017-07-12,83,83,False,0.83,68.89
2017-07-13,79,79,False,0.79,62.410000000000004
2017-07-14,84,84,False,0.84,70.56
2017-07-15,59,59,False,0.59,34.809999999999995
2017-07-16,47,47,False,0.47,22.09
2017-07-17,84,84,False,0.84,70.56
2017-07-18,91,91,False,0.91,82.81
2017-07-19,88,88,False,0.88,77.44
2017-07-20,93,93,False,0.93,86.49000000000001
2017-07-21,82,82,False,0.82,67.24
2017-07-22,57,57,False,0.57,32.489999999999995
2017-07-23,45,45,False,0.45,20.25
2017-07-24,87,87,False,0.87,75.69
2017-07-25,86,86,False,0.86,73.96
2017-07-26,81,81,False,0.81,65.61
2017-07-27,89,89,False,0.89,79.21000000000001
2017-07-28,79,79,False,0.79,62.410000000000004
2017-07-29,49,49,False,0.49,24.009999999999998
2017-07-30,49,49,False,0.49,24.009999999999998
2017-07-31,84,84,False,0.84,70.56
2017-08-01,91,91,False,0.91,82.81
2017-08-02,100,100,False,1.0,100.0
2017-08-03,91,91,False,0.91,82.81
2017-08-04,79,79,False,0.79,62.410000000000004
2017-08-05,56,56,False,0.56,31.360000000000003
2017-08-06,48,48,False,0.48,23.04
2017-08-07,85,85,False,0.85,72.25
2017-08-08,89,89,False,0.89,79.21000000000001
2017-08-09,86,86,False,0.86,73.96
2017-08-10,86,86,False,0.86,73.96
2017-08-11,81,81,False,0.81,65.61
2017-08-12,58,58,False,0.58,33.64
2017-08-13,43,43,False,0.43,18.49
2017-08-14,79,79,False,0.79,62.410000000000004
2017-08-15,90,90,False,0.9,81.0
2017-08-16,87,87,False,0.87,75.69
2017-08-17,93,93,False,0.93,86.49000000000001
2017-08-18,86,86,False,0.86,73.96
2017-08-19,49,49,False,0.49,24.009999999999998
2017-08-20,48,48,False,0.48,23.04
2017-08-21,70,70,False,0.7,49.0
2017-08-22,95,95,False,0.95,90.25
2017-08-23,78,78,False,0.78,60.84
2017-08-24,81,81,False,0.81,65.61
2017-08-25,77,77,False,0.77,59.29
2017-08-26,48,48,False,0.48,23.04
2017-08-27,44,44,False,0.44,19.36
2017-08-28,87,87,False,0.87,75.69
2017-08-29,93,93,False,0.93,86.49000000000001
2017-08-30,86,86,False,0.86,73.96
2017-08-31,86,86,False,0.86,73.96
2017-09-01,81,81,False,0.81,65.61
2017-09-02,57,57,False,0.57,32.489999999999995
2017-09-03,56,56,False,0.56,31.360000000000003
2017-09-04,59,59,False,0.59,34.809999999999995
2017-09-05,89,89,False,0.89,79.21000000000001
2017-09-06,81,81,False,0.81,65.61
2017-09-07,88,88,False,0.88,77.44
2017-09-08,80,80,False,0.8,64.0
2017-09-09,46,46,False,0.46,21.16
2017-09-10,53,53,False,0.53,28.09
2017-09-11,85,85,False,0.85,72.25
2017-09-12,89,89,False,0.89,79.21000000000001
2017-09-13,90,90,False,0.9,81.0
2017-09-14,96,96,False,0.96,92.16
2017-09-15,88,88,False,0.88,77.44
2017-09-16,61,61,False,0.61,37.21
2017-09-17,57,57,False,0.57,32.489999999999995
2017-09-18,92,92,False,0.92,84.64
2017-09-19,100,100,False,1.0,100.0
2017-09-20,93,93,False,0.93,86.49000000000001
2017-09-21,85,85,False,0.85,72.25
2017-09-22,81,81,False,0.81,65.61
2017-09-23,58,58,False,0.58,33.64
2017-09-24,49,49,False,0.49,24.009999999999998
2017-09-25,89,89,False,0.89,79.21000000000001
2017-09-26,94,94,False,0.94,88.36
2017-09-27,96,96,False,0.96,92.16
2017-09-28,93,93,False,0.93,86.49000000000001
2017-09-29,88,88,False,0.88,77.44
2017-09-30,60,60,False,0.6,36.0
2017-10-01,52,52,False,0.52,27.04
2017-10-02,84,84,False,0.84,70.56
2017-10-03,85,85,False,0.85,72.25
2017-10-04,83,83,False,0.83,68.89
2017-10-05,87,87,False,0.87,75.69
2017-10-06,83,83,False,0.83,68.89
2017-10-07,51,51,False,0.51,26.01
2017-10-08,58,58,False,0.58,33.64
2017-10-09,85,85,False,0.85,72.25
2017-10-10,89,89,False,0.89,79.21000000000001
2017-10-11,87,87,False,0.87,75.69
2017-10-12,90,90,False,0.9,81.0
2017-10-13,68,68,False,0.68,46.24
2017-10-14,57,57,False,0.57,32.489999999999995
2017-10-15,53,53,False,0.53,28.09
2017-10-16,90,90,False,0.9,81.0
2017-10-17,96,96,False,0.96,92.16
2017-10-18,94,94,False,0.94,88.36
2017-10-19,90,90,False,0.9,81.0
2017-10-20,69,69,False,0.69,47.61
2017-10-21,52,52,False,0.52,27.04
2017-10-22,45,45,False,0.45,20.25
2017-10-23,93,93,False,0.93,86.49000000000001
2017-10-24,94,94,False,0.94,88.36
2017-10-25,100,100,False,1.0,100.0
2017-10-26,89,89,False,0.89,79.21000000000001
2017-10-27,82,82,False,0.82,67.24
2017-10-28,58,58,False,0.58,33.64
2017-10-29,58,58,False,0.58,33.64
2017-10-30,88,88,False,0.88,77.44
2017-10-31,89,89,False,0.89,79.21000000000001
2017-11-01,93,93,False,0.93,86.49000000000001
2017-11-02,86,86,False,0.86,73.96
2017-11-03,82,82,False,0.82,67.24
2017-11-04,57,57,False,0.57,32.489999999999995
2017-11-05,56,56,False,0.56,31.360000000000003
2017-11-06,85,85,False,0.85,72.25
2017-11-07,95,95,False,0.95,90.25
2017-11-08,85,85,False,0.85,72.25
2017-11-09,90,90,False,0.9,81.0
2017-11-10,85,85,False,0.85,72.25
2017-11-11,49,49,False,0.49,24.009999999999998
2017-11-12,46,46,False,0.46,21.16
2017-11-13,93,93,False,0.93,86.49000000000001
2017-11-14,100,100,False,1.0,100.0
2017-11-15,90,90,False,0.9,81.0
2017-11-16,92,92,False,0.92,84.64
2017-11-17,82,82,False,0.82,67.24
2017-11-18,50,50,False,0.5,25.0
2017-11-19,41,41,False,0.41,16.81
2017-11-20,73,73,False,0.73,53.29
2017-11-21,77,77,False,0.77,59.29
2017-11-22,70,70,False,0.7,49.0
2017-11-23,35,35,False,0.35,12.25
2017-11-24,40,40,False,0.4,16.0
2017-11-25,47,47,False,0.47,22.09
2017-11-26,36,36,False,0.36,12.959999999999999
2017-11-27,79,79,False,0.79,62.410000000000004
2017-11-28,87,87,False,0.87,75.69
2017-11-29,80,80,False,0.8,64.0
2017-11-30,80,80,False,0.8,64.0
2017-12-01,90,90,False,0.9,81.0
2017-12-02,56,56,False,0.56,31.360000000000003
2017-12-03,45,45,False,0.45,20.25
2017-12-04,83,83,False,0.83,68.89
2017-12-05,88,88,False,0.88,77.44
2017-12-06,84,84,False,0.84,70.56
2017-12-07,83,83,False,0.83,68.89
2017-12-08,79,79,False,0.79,62.410000000000004
2017-12-09,60,60,False,0.6,36.0
2017-12-10,45,45,False,0.45,20.25
2017-12-11,91,91,False,0.91,82.81
2017-12-12,100,100,False,1.0,100.0
2017-12-13,85,85,False,0.85,72.25
2017-12-14,91,91,False,0.91,82.81
2017-12-15,87,87,False,0.87,75.69
2017-12-16,49,49,False,0.49,24.009999999999998
2017-12-17,54,54,False,0.54,29.160000000000004
2017-12-18,84,84,False,0.84,70.56
2017-12-19,91,91,False,0.91,82.81
2017-12-20,80,80,False,0.8,64.0
2017-12-21,75,75,False,0.75,56.25
2017-12-22,69,69,False,0.69,47.61
2017-12-23,43,43,False,0.43,18.49
2017-12-24,35,35,False,0.35,12.25
2017-12-25,31,31,False,0.31,9.61
2017-12-26,71,71,False,0.71,50.41
2017-12-27,88,88,False,0.88,77.44
2017-12-28,89,89,False,0.89,79.21000000000001
2017-12-29,79,79,False,0.79,62.410000000000004
2017-12-30,42,42,False,0.42,17.64
2017-12-31,40,40,False,0.4,16.0
2018-01-01,44,44,False,0.44,19.36
2018-01-02,91,91,False,0.91,82.81
2018-01-03,96,96,False,0.96,92.16
2018-01-04,95,95,False,0.95,90.25
2018-01-05,89,89,False,0.89,79.21000000000001
2018-01-06,65,65,False,0.65,42.25
2018-01-07,51,51,False,0.51,26.01
2018-01-08,85,85,False,0.85,72.25
2018-01-09,89,89,False,0.89,79.21000000000001
2018-01-10,90,90,False,0.9,81.0
2018-01-11,84,84,False,0.84,70.56
2018-01-12,76,76,False,0.76,57.76
2018-01-13,54,54,False,0.54,29.160000000000004
2018-01-14,47,47,False,0.47,22.09
2018-01-15,69,69,False,0.69,47.61
2018-01-16,78,78,False,0.78,60.84
2018-01-17,84,84,False,0.84,70.56
2018-01-18,87,87,False,0.87,75.69
2018-01-19,82,82,False,0.82,67.24
2018-01-20,51,51,False,0.51,26.01
2018-01-21,45,45,False,0.45,20.25
2018-01-22,92,92,False,0.92,84.64
2018-01-23,87,87,False,0.87,75.69
2018-01-24,100,100,False,1.0,100.0
2018-01-25,80,80,False,0.8,64.0
2018-01-26,90,90,False,0.9,81.0
2018-01-27,61,61,False,0.61,37.21
2018-01-28,56,56,False,0.56,31.360000000000003
2018-01-29,89,89,False,0.89,79.21000000000001
2018-01-30,91,91,False,0.91,82.81
2018-01-31,88,88,False,0.88,77.44
2018-02-01,91,91,False,0.91,82.81
2018-02-02,81,81,False,0.81,65.61
2018-02-03,64,64,False,0.64,40.96
2018-02-04,53,53,False,0.53,28.09
2018-02-05,82,82,False,0.82,67.24
2018-02-06,96,96,False,0.96,92.16
2018-02-07,88,88,False,0.88,77.44
2018-02-08,93,93,False,0.93,86.49000000000001
2018-02-09,78,78,False,0.78,60.84
2018-02-10,57,57,False,0.57,32.489999999999995
2018-02-11,49,49,False,0.49,24.009999999999998
2018-02-12,85,85,False,0.85,72.25
2018-02-13,96,96,False,0.96,92.16
2018-02-14,74,74,False,0.74,54.76
2018-02-15,83,83,False,0.83,68.89
2018-02-16,77,77,False,0.77,59.29
2018-02-17,50,50,False,0.5,25.0
2018-02-18,50,50,False,0.5,25.0
2018-02-19,75,75,False,0.75,56.25
2018-02-20,91,91,False,0.91,82.81
2018-02-21,89,89,False,0.89,79.21000000000001
2018-02-22,84,84,False,0.84,70.56
2018-02-23,81,81,False,0.81,65.61
2018-02-24,59,59,False,0.59,34.809999999999995
2018-02-25,43,43,False,0.43,18.49
2018-02-26,96,96,False,0.96,92.16
2018-02-27,92,92,False,0.92,84.64
2018-02-28,100,100,False,1.0,100.0
2018-03-01,87,87,False,0.87,75.69
2018-03-02,86,86,False,0.86,73.96
2018-03-03,59,59,False,0.59,34.809999999999995
2018-03-04,47,47,False,0.47,22.09
2018-03-05,90,90,False,0.9,81.0
2018-03-06,98,98,False,0.98,96.03999999999999
2018-03-07,89,89,False,0.89,79.21000000000001
2018-03-08,99,99,False,0.99,98.01
2018-03-09,87,87,False,0.87,75.69
2018-03-10,61,61,False,0.61,37.21
2018-03-11,50,50,False,0.5,25.0
2018-03-12,85,85,False,0.85,72.25
2018-03-13,87,87,False,0.87,75.69
2018-03-14,85,85,False,0.85,72.25
2018-03-15,86,86,False,0.86,73.96
2018-03-16,79,79,False,0.79,62.410000000000004
2018-03-17,51,51,False,0.51,26.01
2018-03-18,55,55,False,0.55,30.250000000000004
2018-03-19,84,84,False,0.84,70.56
2018-03-20,98,98,False,0.98,96.03999999999999
2018-03-21,86,86,False,0.86,73.96
2018-03-22,94,94,False,0.94,88.36
2018-03-23,83,83,False,0.83,68.89
2018-03-24,57,57,False,0.57,32.489999999999995
2018-03-25,46,46,False,0.46,21.16
2018-03-26,89,89,False,0.89,79.21000000000001
2018-03-27,100,100,False,1.0,100.0
2018-03-28,81,81,False,0.81,65.61
2018-03-29,95,95,False,0.95,90.25
2018-03-30,74,74,False,0.74,54.76
2018-03-31,54,54,False,0.54,29.160000000000004
