date,DEFAULT_unscaled,DEFAULT_monthly,isPartial,scale,DEFAULT
2012-07-19,100,62.0,,0.62,62.0
2012-07-20,80,62.0,,0.62,49.6
2012-07-21,70,62.0,,0.62,43.4
2012-07-22,52,62.0,,0.62,32.24
2012-07-23,84,62.0,,0.62,52.08
2012-07-24,97,62.0,,0.62,60.14
2012-07-25,92,62.0,,0.62,57.04
2012-07-26,100,62.0,,0.62,62.0
2012-07-27,80,62.0,,0.62,49.6
2012-07-28,51,62.0,,0.62,31.62
2012-07-29,63,62.0,,0.62,39.06
2012-07-30,80,62.0,,0.62,49.6
2012-07-31,92,62.0,,0.62,57.04
2012-08-01,86,63.0,False,0.63,54.18
2012-08-02,81,63.0,,0.63,51.03
2012-08-03,81,63.0,,0.63,51.03
2012-08-04,55,63.0,,0.63,34.65
2012-08-05,55,63.0,,0.63,34.65
2012-08-06,71,63.0,,0.63,44.73
2012-08-07,88,63.0,,0.63,55.44
2012-08-08,87,63.0,,0.63,54.81
2012-08-09,92,63.0,,0.63,57.96
2012-08-10,83,63.0,,0.63,52.29
2012-08-11,50,63.0,,0.63,31.5
2012-08-12,50,63.0,,0.63,31.5
2012-08-13,89,63.0,,0.63,56.07
2012-08-14,89,63.0,,0.63,56.07
2012-08-15,90,63.0,,0.63,56.7
2012-08-16,96,63.0,,0.63,60.480000000000004
2012-08-17,78,63.0,,0.63,49.14
2012-08-18,61,63.0,,0.63,38.43
2012-08-19,64,63.0,,0.63,40.32
2012-08-20,87,63.0,,0.63,54.81
2012-08-21,86,63.0,,0.63,54.18
2012-08-22,84,63.0,,0.63,52.92
2012-08-23,82,63.0,,0.63,51.660000000000004
2012-08-24,97,63.0,,0.63,61.11
2012-08-25,58,63.0,,0.63,36.54
2012-08-26,57,63.0,,0.63,35.910000000000004
2012-08-27,87,63.0,,0.63,54.81
2012-08-28,100,63.0,,0.63,63.0
2012-08-29,91,63.0,,0.63,57.33
2012-08-30,96,63.0,,0.63,60.480000000000004
2012-08-31,87,63.0,,0.63,54.81
2012-09-01,50,63.0,False,0.63,31.5
2012-09-02,60,63.0,,0.63,37.8
2012-09-03,53,63.0,,0.63,33.39
2012-09-04,85,63.0,,0.63,53.55
2012-09-05,100,63.0,,0.63,63.0
2012-09-06,92,63.0,,0.63,57.96
2012-09-07,88,63.0,,0.63,55.44
2012-09-08,58,63.0,,0.63,36.54
2012-09-09,60,63.0,,0.63,37.8
2012-09-10,89,63.0,,0.63,56.07
2012-09-11,92,63.0,,0.63,57.96
2012-09-12,87,63.0,,0.63,54.81
2012-09-13,93,63.0,,0.63,58.59
2012-09-14,87,63.0,,0.63,54.81
2012-09-15,63,63.0,,0.63,39.69
2012-09-16,56,63.0,,0.63,35.28
2012-09-17,86,63.0,,0.63,54.18
2012-09-18,88,63.0,,0.63,55.44
2012-09-19,99,63.0,,0.63,62.37
2012-09-20,94,63.0,,0.63,59.22
2012-09-21,87,63.0,,0.63,54.81
2012-09-22,67,63.0,,0.63,42.21
2012-09-23,59,63.0,,0.63,37.17
2012-09-24,84,63.0,,0.63,52.92
2012-09-25,92,63.0,,0.63,57.96
2012-09-26,89,63.0,,0.63,56.07
2012-09-27,92,63.0,,0.63,57.96
2012-09-28,87,63.0,,0.63,54.81
2012-09-29,57,63.0,,0.63,35.910000000000004
2012-09-30,60,63.0,,0.63,37.8
2012-10-01,86,59.0,False,0.59,50.739999999999995
2012-10-02,100,59.0,,0.59,59.0
2012-10-03,91,59.0,,0.59,53.69
2012-10-04,98,59.0,,0.59,57.82
2012-10-05,85,59.0,,0.59,50.15
2012-10-06,58,59.0,,0.59,34.22
2012-10-07,62,59.0,,0.59,36.58
2012-10-08,86,59.0,,0.59,50.739999999999995
2012-10-09,94,59.0,,0.59,55.459999999999994
2012-10-10,93,59.0,,0.59,54.87
2012-10-11,98,59.0,,0.59,57.82
2012-10-12,88,59.0,,0.59,51.919999999999995
2012-10-13,66,59.0,,0.59,38.94
2012-10-14,60,59.0,,0.59,35.4
2012-10-15,86,59.0,,0.59,50.739999999999995
2012-10-16,92,59.0,,0.59,54.279999999999994
2012-10-17,89,59.0,,0.59,52.51
2012-10-18,98,59.0,,0.59,57.82
2012-10-19,85,59.0,,0.59,50.15
2012-10-20,62,59.0,,0.59,36.58
2012-10-21,56,59.0,,0.59,33.04
2012-10-22,88,59.0,,0.59,51.919999999999995
2012-10-23,94,59.0,,0.59,55.459999999999994
2012-10-24,85,59.0,,0.59,50.15
2012-10-25,88,59.0,,0.59,51.919999999999995
2012-10-26,80,59.0,,0.59,47.199999999999996
2012-10-27,60,59.0,,0.59,35.4
2012-10-28,58,59.0,,0.59,34.22
2012-10-29,82,59.0,,0.59,48.379999999999995
2012-10-30,81,59.0,,0.59,47.79
2012-10-31,86,59.0,,0.59,50.739999999999995
2012-11-01,100,58.0,False,0.58,57.99999999999999
2012-11-02,91,58.0,,0.58,52.779999999999994
2012-11-03,66,58.0,,0.58,38.279999999999994
2012-11-04,59,58.0,,0.58,34.22
2012-11-05,84,58.0,,0.58,48.72
2012-11-06,96,58.0,,0.58,55.67999999999999
2012-11-07,77,58.0,,0.58,44.66
2012-11-08,97,58.0,,0.58,56.26
2012-11-09,93,58.0,,0.58,53.94
2012-11-10,53,58.0,,0.58,30.74
2012-11-11,64,58.0,,0.58,37.12
2012-11-12,74,58.0,,0.58,42.919999999999995
2012-11-13,94,58.0,,0.58,54.519999999999996
2012-11-14,91,58.0,,0.58,52.779999999999994
2012-11-15,99,58.0,,0.58,57.419999999999995
2012-11-16,82,58.0,,0.58,47.559999999999995
2012-11-17,61,58.0,,0.58,35.379999999999995
2012-11-18,59,58.0,,0.58,34.22
2012-11-19,89,58.0,,0.58,51.62
2012-11-20,84,58.0,,0.58,48.72
2012-11-21,78,58.0,,0.58,45.239999999999995
2012-11-22,66,58.0,,0.58,38.279999999999994
2012-11-23,59,58.0,,0.58,34.22
2012-11-24,67,58.0,,0.58,38.86
2012-11-25,64,58.0,,0.58,37.12
2012-11-26,86,58.0,,0.58,49.879999999999995
2012-11-27,93,58.0,,0.58,53.94
2012-11-28,85,58.0,,0.58,49.3
2012-11-29,98,58.0,,0.58,56.839999999999996
2012-11-30,85,58.0,,0.58,49.3
2012-12-01,54,57.0,False,0.57,30.779999999999998
2012-12-02,65,57.0,,0.57,37.05
2012-12-03,94,57.0,,0.57,53.58
2012-12-04,91,57.0,,0.57,51.87
2012-12-05,88,57.0,,0.57,50.16
2012-12-06,94,57.0,,0.57,53.58
2012-12-07,83,57.0,,0.57,47.309999999999995
2012-12-08,75,57.0,,0.57,42.74999999999999
2012-12-09,59,57.0,,0.57,33.629999999999995
2012-12-10,96,57.0,,0.57,54.72
2012-12-11,100,57.0,,0.57,56.99999999999999
2012-12-12,89,57.0,,0.57,50.73
2012-12-13,91,57.0,,0.57,51.87
2012-12-14,81,57.0,,0.57,46.169999999999995
2012-12-15,65,57.0,,0.57,37.05
2012-12-16,69,57.0,,0.57,39.33
2012-12-17,87,57.0,,0.57,49.589999999999996
2012-12-18,93,57.0,,0.57,53.01
2012-12-19,91,57.0,,0.57,51.87
2012-12-20,94,57.0,,0.57,53.58
2012-12-21,72,57.0,,0.57,41.04
2012-12-22,61,57.0,,0.57,34.769999999999996
2012-12-23,70,57.0,,0.57,39.9
2012-12-24,61,57.0,,0.57,34.769999999999996
2012-12-25,78,57.0,,0.57,44.459999999999994
2012-12-26,81,57.0,,0.57,46.169999999999995
2012-12-27,100,57.0,,0.57,56.99999999999999
2012-12-28,86,57.0,,0.57,49.019999999999996
2012-12-29,68,57.0,,0.57,38.76
2012-12-30,56,57.0,,0.57,31.919999999999998
2012-12-31,69,57.0,,0.57,39.33
2013-01-01,50,60.0,False,0.6,30.0
2013-01-02,86,60.0,,0.6,51.6
2013-01-03,85,60.0,,0.6,51.0
2013-01-04,86,60.0,,0.6,51.6
2013-01-05,69,60.0,,0.6,41.4
2013-01-06,57,60.0,,0.6,34.199999999999996
2013-01-07,84,60.0,,0.6,50.4
2013-01-08,90,60.0,,0.6,54.0
2013-01-09,97,60.0,,0.6,58.199999999999996
2013-01-10,89,60.0,,0.6,53.4
2013-01-11,85,60.0,,0.6,51.0
2013-01-12,62,60.0,,0.6,37.199999999999996
2013-01-13,61,60.0,,0.6,36.6
2013-01-14,88,60.0,,0.6,52.8
2013-01-15,88,60.0,,0.6,52.8
2013-01-16,89,60.0,,0.6,53.4
2013-01-17,95,60.0,,0.6,57.0
2013-01-18,84,60.0,,0.6,50.4
2013-01-19,66,60.0,,0.6,39.6
2013-01-20,61,60.0,,0.6,36.6
2013-01-21,79,60.0,,0.6,47.4
2013-01-22,93,60.0,,0.6,55.8
2013-01-23,100,60.0,,0.6,60.0
2013-01-24,87,60.0,,0.6,52.199999999999996
2013-01-25,90,60.0,,0.6,54.0
2013-01-26,63,60.0,,0.6,37.8
2013-01-27,58,60.0,,0.6,34.8
2013-01-28,86,60.0,,0.6,51.6
2013-01-29,97,60.0,,0.6,58.199999999999996
2013-01-30,99,60.0,,0.6,59.4
2013-01-31,94,60.0,,0.6,56.4
2013-02-01,92,59.0,False,0.59,54.279999999999994
2013-02-02,63,59.0,,0.59,37.169999999999995
2013-02-03,53,59.0,,0.59,31.27
2013-02-04,80,59.0,,0.59,47.199999999999996
2013-02-05,100,59.0,,0.59,59.0
2013-02-06,84,59.0,,0.59,49.559999999999995
2013-02-07,96,59.0,,0.59,56.64
2013-02-08,82,59.0,,0.59,48.379999999999995
2013-02-09,58,59.0,,0.59,34.22
2013-02-10,62,59.0,,0.59,36.58
2013-02-11,86,59.0,,0.59,50.739999999999995
2013-02-12,92,59.0,,0.59,54.279999999999994
2013-02-13,78,59.0,,0.59,46.019999999999996
2013-02-14,92,59.0,,0.59,54.279999999999994
2013-02-15,89,59.0,,0.59,52.51
2013-02-16,64,59.0,,0.59,37.76
2013-02-17,61,59.0,,0.59,35.989999999999995
2013-02-18,78,59.0,,0.59,46.019999999999996
2013-02-19,81,59.0,,0.59,47.79
2013-02-20,86,59.0,,0.59,50.739999999999995
2013-02-21,80,59.0,,0.59,47.199999999999996
2013-02-22,84,59.0,,0.59,49.559999999999995
2013-02-23,73,59.0,,0.59,43.07
2013-02-24,57,59.0,,0.59,33.629999999999995
2013-02-25,77,59.0,,0.59,45.43
2013-02-26,90,59.0,,0.59,53.099999999999994
2013-02-27,98,59.0,,0.59,57.82
2013-02-28,79,59.0,,0.59,46.61
2013-03-01,88,60.0,False,0.6,52.8
2013-03-02,52,60.0,,0.6,31.2
2013-03-03,60,60.0,,0.6,36.0
2013-03-04,100,60.0,,0.6,60.0
2013-03-05,94,60.0,,0.6,56.4
2013-03-06,93,60.0,,0.6,55.8
2013-03-07,92,60.0,,0.6,55.199999999999996
2013-03-08,95,60.0,,0.6,57.0
2013-03-09,70,60.0,,0.6,42.0
2013-03-10,56,60.0,,0.6,33.6
2013-03-11,91,60.0,,0.6,54.6
2013-03-12,85,60.0,,0.6,51.0
2013-03-13,89,60.0,,0.6,53.4
2013-03-14,97,60.0,,0.6,58.199999999999996
2013-03-15,77,60.0,,0.6,46.199999999999996
2013-03-16,59,60.0,,0.6,35.4
2013-03-17,51,60.0,,0.6,30.599999999999998
2013-03-18,92,60.0,,0.6,55.199999999999996
2013-03-19,91,60.0,,0.6,54.6
2013-03-20,87,60.0,,0.6,52.199999999999996
2013-03-21,99,60.0,,0.6,59.4
2013-03-22,89,60.0,,0.6,53.4
2013-03-23,61,60.0,,0.6,36.6
2013-03-24,62,60.0,,0.6,37.199999999999996
2013-03-25,88,60.0,,0.6,52.8
2013-03-26,97,60.0,,0.6,58.199999999999996
2013-03-27,86,60.0,,0.6,51.6
2013-03-28,98,60.0,,0.6,58.8
2013-03-29,94,60.0,,0.6,56.4
2013-03-30,67,60.0,,0.6,40.199999999999996
2013-03-31,59,60.0,,0.6,35.4
2013-04-01,76,57.0,False,0.57,43.31999999999999
2013-04-02,90,57.0,,0.57,51.3
2013-04-03,90,57.0,,0.57,51.3
2013-04-04,88,57.0,,0.57,50.16
2013-04-05,89,57.0,,0.57,50.73
2013-04-06,51,57.0,,0.57,29.069999999999997
2013-04-07,56,57.0,,0.57,31.919999999999998
2013-04-08,87,57.0,,0.57,49.589999999999996
2013-04-09,87,57.0,,0.57,49.589999999999996
2013-04-10,82,57.0,,0.57,46.739999999999995
2013-04-11,84,57.0,,0.57,47.879999999999995
2013-04-12,85,57.0,,0.57,48.449999999999996
2013-04-13,59,57.0,,0.57,33.629999999999995
2013-04-14,57,57.0,,0.57,32.489999999999995
2013-04-15,80,57.0,,0.57,45.599999999999994
2013-04-16,80,57.0,,0.57,45.599999999999994
2013-04-17,77,57.0,,0.57,43.88999999999999
2013-04-18,93,57.0,,0.57,53.01
2013-04-19,81,57.0,,0.57,46.169999999999995
2013-04-20,57,57.0,,0.57,32.489999999999995
2013-04-21,56,57.0,,0.57,31.919999999999998
2013-04-22,87,57.0,,0.57,49.589999999999996
2013-04-23,86,57.0,,0.57,49.019999999999996
2013-04-24,96,57.0,,0.57,54.72
2013-04-25,77,57.0,,0.57,43.88999999999999
2013-04-26,81,57.0,,0.57,46.169999999999995
2013-04-27,70,57.0,,0.57,39.9
2013-04-28,61,57.0,,0.57,34.769999999999996
2013-04-29,82,57.0,,0.57,46.739999999999995
2013-04-30,100,57.0,,0.57,56.99999999999999
2013-05-01,93,58.0,False,0.58,53.94
2013-05-02,92,58.0,,0.58,53.36
2013-05-03,83,58.0,,0.58,48.13999999999999
2013-05-04,56,58.0,,0.58,32.48
2013-05-05,56,58.0,,0.58,32.48
2013-05-06,88,58.0,,0.58,51.04
2013-05-07,81,58.0,,0.58,46.98
2013-05-08,80,58.0,,0.58,46.4
2013-05-09,90,58.0,,0.58,52.199999999999996
2013-05-10,81,58.0,,0.58,46.98
2013-05-11,53,58.0,,0.58,30.74
2013-05-12,57,58.0,,0.58,33.059999999999995
2013-05-13,87,58.0,,0.58,50.459999999999994
2013-05-14,77,58.0,,0.58,44.66
2013-05-15,100,58.0,,0.58,57.99999999999999
2013-05-16,82,58.0,,0.58,47.559999999999995
2013-05-17,75,58.0,,0.58,43.5
2013-05-18,61,58.0,,0.58,35.379999999999995
2013-05-19,53,58.0,,0.58,30.74
2013-05-20,72,58.0,,0.58,41.76
2013-05-21,86,58.0,,0.58,49.879999999999995
2013-05-22,92,58.0,,0.58,53.36
2013-05-23,87,58.0,,0.58,50.459999999999994
2013-05-24,82,58.0,,0.58,47.559999999999995
2013-05-25,57,58.0,,0.58,33.059999999999995
2013-05-26,56,58.0,,0.58,32.48
2013-05-27,61,58.0,,0.58,35.379999999999995
2013-05-28,76,58.0,,0.58,44.08
2013-05-29,85,58.0,,0.58,49.3
2013-05-30,87,58.0,,0.58,50.459999999999994
2013-05-31,82,58.0,,0.58,47.559999999999995
2013-06-01,51,60.0,False,0.6,30.599999999999998
2013-06-02,50,60.0,,0.6,30.0
2013-06-03,86,60.0,,0.6,51.6
2013-06-04,99,60.0,,0.6,59.4
2013-06-05,82,60.0,,0.6,49.199999999999996
2013-06-06,89,60.0,,0.6,53.4
2013-06-07,74,60.0,,0.6,44.4
2013-06-08,54,60.0,,0.6,32.4
2013-06-09,47,60.0,,0.6,28.2
2013-06-10,94,60.0,,0.6,56.4
2013-06-11,82,60.0,,0.6,49.199999999999996
2013-06-12,95,60.0,,0.6,57.0
2013-06-13,85,60.0,,0.6,51.0
2013-06-14,89,60.0,,0.6,53.4
2013-06-15,58,60.0,,0.6,34.8
2013-06-16,54,60.0,,0.6,32.4
2013-06-17,80,60.0,,0.6,48.0
2013-06-18,93,60.0,,0.6,55.8
2013-06-19,100,60.0,,0.6,60.0
2013-06-20,94,60.0,,0.6,56.4
2013-06-21,80,60.0,,0.6,48.0
2013-06-22,52,60.0,,0.6,31.2
2013-06-23,63,60.0,,0.6,37.8
2013-06-24,83,60.0,,0.6,49.8
2013-06-25,94,60.0,,0.6,56.4
2013-06-26,90,60.0,,0.6,54.0
2013-06-27,80,60.0,,0.6,48.0
2013-06-28,81,60.0,,0.6,48.6
2013-06-29,50,60.0,,0.6,30.0
2013-06-30,64,60.0,,0.6,38.4
2013-07-01,84,60.0,False,0.6,50.4
2013-07-02,86,60.0,,0.6,51.6
2013-07-03,80,60.0,,0.6,48.0
2013-07-04,57,60.0,,0.6,34.199999999999996
2013-07-05,64,60.0,,0.6,38.4
2013-07-06,55,60.0,,0.6,33.0
2013-07-07,60,60.0,,0.6,36.0
2013-07-08,85,60.0,,0.6,51.0
2013-07-09,91,60.0,,0.6,54.6
2013-07-10,78,60.0,,0.6,46.8
2013-07-11,100,60.0,,0.6,60.0
2013-07-12,85,60.0,,0.6,51.0
2013-07-13,54,60.0,,0.6,32.4
2013-07-14,52,60.0,,0.6,31.2
2013-07-15,87,60.0,,0.6,52.199999999999996
2013-07-16,81,60.0,,0.6,48.6
2013-07-17,90,60.0,,0.6,54.0
2013-07-18,93,60.0,,0.6,55.8
2013-07-19,82,60.0,,0.6,49.199999999999996
2013-07-20,54,60.0,,0.6,32.4
2013-07-21,57,60.0,,0.6,34.199999999999996
2013-07-22,91,60.0,,0.6,54.6
2013-07-23,95,60.0,,0.6,57.0
2013-07-24,84,60.0,,0.6,50.4
2013-07-25,88,60.0,,0.6,52.8
2013-07-26,85,60.0,,0.6,51.0
2013-07-27,57,60.0,,0.6,34.199999999999996
2013-07-28,56,60.0,,0.6,33.6
2013-07-29,87,60.0,,0.6,52.199999999999996
2013-07-30,99,60.0,,0.6,59.4
2013-07-31,90,60.0,,0.6,54.0
2013-08-01,87,58.0,False,0.58,50.459999999999994
2013-08-02,85,58.0,,0.58,49.3
2013-08-03,61,58.0,,0.58,35.379999999999995
2013-08-04,54,58.0,,0.58,31.319999999999997
2013-08-05,84,58.0,,0.58,48.72
2013-08-06,98,58.0,,0.58,56.839999999999996
2013-08-07,97,58.0,,0.58,56.26
2013-08-08,90,58.0,,0.58,52.199999999999996
2013-08-09,92,58.0,,0.58,53.36
2013-08-10,64,58.0,,0.58,37.12
2013-08-11,62,58.0,,0.58,35.96
2013-08-12,76,58.0,,0.58,44.08
2013-08-13,95,58.0,,0.58,55.099999999999994
2013-08-14,100,58.0,,0.58,57.99999999999999
2013-08-15,92,58.0,,0.58,53.36
2013-08-16,86,58.0,,0.58,49.879999999999995
2013-08-17,62,58.0,,0.58,35.96
2013-08-18,53,58.0,,0.58,30.74
2013-08-19,88,58.0,,0.58,51.04
2013-08-20,90,58.0,,0.58,52.199999999999996
2013-08-21,96,58.0,,0.58,55.67999999999999
2013-08-22,90,58.0,,0.58,52.199999999999996
2013-08-23,94,58.0,,0.58,54.519999999999996
2013-08-24,59,58.0,,0.58,34.22
2013-08-25,57,58.0,,0.58,33.059999999999995
2013-08-26,85,58.0,,0.58,49.3
2013-08-27,93,58.0,,0.58,53.94
2013-08-28,92,58.0,,0.58,53.36
2013-08-29,92,58.0,,0.58,53.36
2013-08-30,74,58.0,,0.58,42.919999999999995
2013-08-31,55,58.0,,0.58,31.9
2013-09-01,54,61.0,False,0.61,32.94
2013-09-02,58,61.0,,0.61,35.38
2013-09-03,78,61.0,,0.61,47.58
2013-09-04,100,61.0,,0.61,61.0
2013-09-05,79,61.0,,0.61,48.19
2013-09-06,79,61.0,,0.61,48.19
2013-09-07,56,61.0,,0.61,34.16
2013-09-08,47,61.0,,0.61,28.669999999999998
2013-09-09,75,61.0,,0.61,45.75
2013-09-10,77,61.0,,0.61,46.97
2013-09-11,77,61.0,,0.61,46.97
2013-09-12,85,61.0,,0.61,51.85
2013-09-13,85,61.0,,0.61,51.85
2013-09-14,49,61.0,,0.61,29.89
2013-09-15,49,61.0,,0.61,29.89
2013-09-16,78,61.0,,0.61,47.58
2013-09-17,83,61.0,,0.61,50.629999999999995
2013-09-18,80,61.0,,0.61,48.8
2013-09-19,83,61.0,,0.61,50.629999999999995
2013-09-20,87,61.0,,0.61,53.07
2013-09-21,60,61.0,,0.61,36.6
2013-09-22,60,61.0,,0.61,36.6
2013-09-23,81,61.0,,0.61,49.41
2013-09-24,86,61.0,,0.61,52.46
2013-09-25,91,61.0,,0.61,55.51
2013-09-26,87,61.0,,0.61,53.07
2013-09-27,72,61.0,,0.61,43.92
2013-09-28,64,61.0,,0.61,39.04
2013-09-29,53,61.0,,0.61,32.33
2013-09-30,78,61.0,,0.61,47.58
2013-10-01,63,70.0,False,0.7,44.099999999999994
2013-10-02,54,70.0,,0.7,37.8
2013-10-03,62,70.0,,0.7,43.4
2013-10-04,63,70.0,,0.7,44.099999999999994
2013-10-05,40,70.0,,0.7,28.0
2013-10-06,46,70.0,,0.7,32.199999999999996
2013-10-07,73,70.0,,0.7,51.099999999999994
2013-10-08,76,70.0,,0.7,53.199999999999996
2013-10-09,74,70.0,,0.7,51.8
2013-10-10,70,70.0,,0.7,49.0
2013-10-11,57,70.0,,0.7,39.9
2013-10-12,42,70.0,,0.7,29.4
2013-10-13,49,70.0,,0.7,34.3
2013-10-14,65,70.0,,0.7,45.5
2013-10-15,82,70.0,,0.7,57.4
2013-10-16,100,70.0,,0.7,70.0
2013-10-17,74,70.0,,0.7,51.8
2013-10-18,56,70.0,,0.7,39.199999999999996
2013-10-19,37,70.0,,0.7,25.9
2013-10-20,34,70.0,,0.7,23.799999999999997
2013-10-21,56,70.0,,0.7,39.199999999999996
2013-10-22,51,70.0,,0.7,35.699999999999996
2013-10-23,59,70.0,,0.7,41.3
2013-10-24,58,70.0,,0.7,40.599999999999994
2013-10-25,58,70.0,,0.7,40.599999999999994
2013-10-26,39,70.0,,0.7,27.299999999999997
2013-10-27,36,70.0,,0.7,25.2
2013-10-28,55,70.0,,0.7,38.5
2013-10-29,54,70.0,,0.7,37.8
2013-10-30,59,70.0,,0.7,41.3
2013-10-31,48,70.0,,0.7,33.599999999999994
2013-11-01,92,59.0,False,0.59,54.279999999999994
2013-11-02,62,59.0,,0.59,36.58
2013-11-03,52,59.0,,0.59,30.68
2013-11-04,87,59.0,,0.59,51.33
2013-11-05,89,59.0,,0.59,52.51
2013-11-06,91,59.0,,0.59,53.69
2013-11-07,89,59.0,,0.59,52.51
2013-11-08,96,59.0,,0.59,56.64
2013-11-09,62,59.0,,0.59,36.58
2013-11-10,61,59.0,,0.59,35.989999999999995
2013-11-11,79,59.0,,0.59,46.61
2013-11-12,80,59.0,,0.59,47.199999999999996
2013-11-13,100,59.0,,0.59,59.0
2013-11-14,100,59.0,,0.59,59.0
2013-11-15,86,59.0,,0.59,50.739999999999995
2013-11-16,62,59.0,,0.59,36.58
2013-11-17,66,59.0,,0.59,38.94
2013-11-18,81,59.0,,0.59,47.79
2013-11-19,95,59.0,,0.59,56.05
2013-11-20,92,59.0,,0.59,54.279999999999994
2013-11-21,91,59.0,,0.59,53.69
2013-11-22,85,59.0,,0.59,50.15
2013-11-23,63,59.0,,0.59,37.169999999999995
2013-11-24,58,59.0,,0.59,34.22
2013-11-25,83,59.0,,0.59,48.97
2013-11-26,94,59.0,,0.59,55.459999999999994
2013-11-27,82,59.0,,0.59,48.379999999999995
2013-11-28,53,59.0,,0.59,31.27
2013-11-29,55,59.0,,0.59,32.449999999999996
2013-11-30,63,59.0,,0.59,37.169999999999995
2013-12-01,50,58.0,False,0.58,28.999999999999996
2013-12-02,75,58.0,,0.58,43.5
2013-12-03,80,58.0,,0.58,46.4
2013-12-04,95,58.0,,0.58,55.099999999999994
2013-12-05,89,58.0,,0.58,51.62
2013-12-06,73,58.0,,0.58,42.339999999999996
2013-12-07,64,58.0,,0.58,37.12
2013-12-08,50,58.0,,0.58,28.999999999999996
2013-12-09,76,58.0,,0.58,44.08
2013-12-10,83,58.0,,0.58,48.13999999999999
2013-12-11,100,58.0,,0.58,57.99999999999999
2013-12-12,85,58.0,,0.58,49.3
2013-12-13,80,58.0,,0.58,46.4
2013-12-14,58,58.0,,0.58,33.64
2013-12-15,54,58.0,,0.58,31.319999999999997
2013-12-16,81,58.0,,0.58,46.98
2013-12-17,89,58.0,,0.58,51.62
2013-12-18,75,58.0,,0.58,43.5
2013-12-19,81,58.0,,0.58,46.98
2013-12-20,79,58.0,,0.58,45.82
2013-12-21,58,58.0,,0.58,33.64
2013-12-22,50,58.0,,0.58,28.999999999999996
2013-12-23,71,58.0,,0.58,41.18
2013-12-24,59,58.0,,0.58,34.22
2013-12-25,72,58.0,,0.58,41.76
2013-12-26,78,58.0,,0.58,45.239999999999995
2013-12-27,81,58.0,,0.58,46.98
2013-12-28,63,58.0,,0.58,36.54
2013-12-29,60,58.0,,0.58,34.8
2013-12-30,83,58.0,,0.58,48.13999999999999
2013-12-31,63,58.0,,0.58,36.54
2014-01-01,49,67.0,False,0.67,32.830000000000005
2014-01-02,72,67.0,,0.67,48.24
2014-01-03,97,67.0,,0.67,64.99000000000001
2014-01-04,62,67.0,,0.67,41.54
2014-01-05,66,67.0,,0.67,44.220000000000006
2014-01-06,80,67.0,,0.67,53.6
2014-01-07,82,67.0,,0.67,54.940000000000005
2014-01-08,86,67.0,,0.67,57.620000000000005
2014-01-09,86,67.0,,0.67,57.620000000000005
2014-01-10,83,67.0,,0.67,55.61000000000001
2014-01-11,56,67.0,,0.67,37.52
2014-01-12,62,67.0,,0.67,41.54
2014-01-13,84,67.0,,0.67,56.28
2014-01-14,88,67.0,,0.67,58.96
2014-01-15,85,67.0,,0.67,56.95
2014-01-16,80,67.0,,0.67,53.6
2014-01-17,88,67.0,,0.67,58.96
2014-01-18,65,67.0,,0.67,43.550000000000004
2014-01-19,59,67.0,,0.67,39.53
2014-01-20,82,67.0,,0.67,54.940000000000005
2014-01-21,82,67.0,,0.67,54.940000000000005
2014-01-22,93,67.0,,0.67,62.31
2014-01-23,100,67.0,,0.67,67.0
2014-01-24,91,67.0,,0.67,60.970000000000006
2014-01-25,65,67.0,,0.67,43.550000000000004
2014-01-26,62,67.0,,0.67,41.54
2014-01-27,78,67.0,,0.67,52.260000000000005
2014-01-28,89,67.0,,0.67,59.63
2014-01-29,85,67.0,,0.67,56.95
2014-01-30,89,67.0,,0.67,59.63
2014-01-31,93,67.0,,0.67,62.31
2014-02-01,52,81.0,False,0.81,42.120000000000005
2014-02-02,41,81.0,,0.81,33.21
2014-02-03,66,81.0,,0.81,53.46
2014-02-04,78,81.0,,0.81,63.18000000000001
2014-02-05,80,81.0,,0.81,64.80000000000001
2014-02-06,73,81.0,,0.81,59.13
2014-02-07,99,81.0,,0.81,80.19000000000001
2014-02-08,97,81.0,,0.81,78.57000000000001
2014-02-09,87,81.0,,0.81,70.47
2014-02-10,91,81.0,,0.81,73.71000000000001
2014-02-11,100,81.0,,0.81,81.0
2014-02-12,93,81.0,,0.81,75.33
2014-02-13,97,81.0,,0.81,78.57000000000001
2014-02-14,94,81.0,,0.81,76.14
2014-02-15,81,81.0,,0.81,65.61
2014-02-16,82,81.0,,0.81,66.42
2014-02-17,94,81.0,,0.81,76.14
2014-02-18,97,81.0,,0.81,78.57000000000001
2014-02-19,89,81.0,,0.81,72.09
2014-02-20,95,81.0,,0.81,76.95
2014-02-21,93,81.0,,0.81,75.33
2014-02-22,73,81.0,,0.81,59.13
2014-02-23,75,81.0,,0.81,60.75000000000001
2014-02-24,90,81.0,,0.81,72.9
2014-02-25,92,81.0,,0.81,74.52000000000001
2014-02-26,91,81.0,,0.81,73.71000000000001
2014-02-27,89,81.0,,0.81,72.09
2014-02-28,86,81.0,,0.81,69.66000000000001
2014-03-01,85,71.0,False,0.71,60.349999999999994
2014-03-02,80,71.0,,0.71,56.8
2014-03-03,92,71.0,,0.71,65.32
2014-03-04,95,71.0,,0.71,67.45
2014-03-05,100,71.0,,0.71,71.0
2014-03-06,92,71.0,,0.71,65.32
2014-03-07,97,71.0,,0.71,68.86999999999999
