date,DEFAULT_unscaled,DEFAULT_monthly,isPartial,scale,DEFAULT
2010-06-20,63,75.0,,0.75,47.25
2010-06-21,86,75.0,,0.75,64.5
2010-06-22,92,75.0,,0.75,69.0
2010-06-23,85,75.0,,0.75,63.75
2010-06-24,100,75.0,,0.75,75.0
2010-06-25,86,75.0,,0.75,64.5
2010-06-26,69,75.0,,0.75,51.75
2010-06-27,61,75.0,,0.75,45.75
2010-06-28,75,75.0,,0.75,56.25
2010-06-29,93,75.0,,0.75,69.75
2010-06-30,98,75.0,,0.75,73.5
2010-07-01,88,68.0,False,0.68,59.84
2010-07-02,100,68.0,,0.68,68.0
2010-07-03,74,68.0,,0.68,50.32
2010-07-04,48,68.0,,0.68,32.64
2010-07-05,73,68.0,,0.68,49.64
2010-07-06,73,68.0,,0.68,49.64
2010-07-07,97,68.0,,0.68,65.96000000000001
2010-07-08,85,68.0,,0.68,57.800000000000004
2010-07-09,95,68.0,,0.68,64.60000000000001
2010-07-10,69,68.0,,0.68,46.92
2010-07-11,57,68.0,,0.68,38.760000000000005
2010-07-12,98,68.0,,0.68,66.64
2010-07-13,95,68.0,,0.68,64.60000000000001
2010-07-14,84,68.0,,0.68,57.120000000000005
2010-07-15,93,68.0,,0.68,63.24
2010-07-16,83,68.0,,0.68,56.440000000000005
2010-07-17,61,68.0,,0.68,41.480000000000004
2010-07-18,67,68.0,,0.68,45.56
2010-07-19,89,68.0,,0.68,60.52
2010-07-20,96,68.0,,0.68,65.28
2010-07-21,76,68.0,,0.68,51.68000000000001
2010-07-22,92,68.0,,0.68,62.56
2010-07-23,96,68.0,,0.68,65.28
2010-07-24,71,68.0,,0.68,48.28
2010-07-25,51,68.0,,0.68,34.68
2010-07-26,96,68.0,,0.68,65.28
2010-07-27,94,68.0,,0.68,63.92
2010-07-28,92,68.0,,0.68,62.56
2010-07-29,78,68.0,,0.68,53.040000000000006
2010-07-30,80,68.0,,0.68,54.400000000000006
2010-07-31,66,68.0,,0.68,44.88
2010-08-01,46,67.0,False,0.67,30.82
2010-08-02,85,67.0,,0.67,56.95
2010-08-03,77,67.0,,0.67,51.59
2010-08-04,85,67.0,,0.67,56.95
2010-08-05,84,67.0,,0.67,56.28
2010-08-06,78,67.0,,0.67,52.260000000000005
2010-08-07,68,67.0,,0.67,45.56
2010-08-08,42,67.0,,0.67,28.14
2010-08-09,74,67.0,,0.67,49.580000000000005
2010-08-10,88,67.0,,0.67,58.96
2010-08-11,99,67.0,,0.67,66.33
2010-08-12,86,67.0,,0.67,57.620000000000005
2010-08-13,76,67.0,,0.67,50.92
2010-08-14,44,67.0,,0.67,29.48
2010-08-15,57,67.0,,0.67,38.190000000000005
2010-08-16,90,67.0,,0.67,60.300000000000004
2010-08-17,89,67.0,,0.67,59.63
2010-08-18,70,67.0,,0.67,46.900000000000006
2010-08-19,77,67.0,,0.67,51.59
2010-08-20,75,67.0,,0.67,50.25
2010-08-21,58,67.0,,0.67,38.86
2010-08-22,61,67.0,,0.67,40.870000000000005
2010-08-23,76,67.0,,0.67,50.92
2010-08-24,92,67.0,,0.67,61.64
2010-08-25,84,67.0,,0.67,56.28
2010-08-26,81,67.0,,0.67,54.27
2010-08-27,100,67.0,,0.67,67.0
2010-08-28,54,67.0,,0.67,36.18
2010-08-29,68,67.0,,0.67,45.56
2010-08-30,82,67.0,,0.67,54.940000000000005
2010-08-31,79,67.0,,0.67,52.93
2010-09-01,84,65.0,False,0.65,54.6
2010-09-02,82,65.0,,0.65,53.300000000000004
2010-09-03,86,65.0,,0.65,55.9
2010-09-04,62,65.0,,0.65,40.300000000000004
2010-09-05,76,65.0,,0.65,49.4
2010-09-06,64,65.0,,0.65,41.6
2010-09-07,80,65.0,,0.65,52.0
2010-09-08,95,65.0,,0.65,61.75
2010-09-09,82,65.0,,0.65,53.300000000000004
2010-09-10,99,65.0,,0.65,64.35000000000001
2010-09-11,55,65.0,,0.65,35.75
2010-09-12,66,65.0,,0.65,42.9
2010-09-13,83,65.0,,0.65,53.95
2010-09-14,79,65.0,,0.65,51.35
2010-09-15,89,65.0,,0.65,57.85
2010-09-16,100,65.0,,0.65,65.0
2010-09-17,84,65.0,,0.65,54.6
2010-09-18,57,65.0,,0.65,37.050000000000004
2010-09-19,56,65.0,,0.65,36.4
2010-09-20,71,65.0,,0.65,46.15
2010-09-21,84,65.0,,0.65,54.6
2010-09-22,90,65.0,,0.65,58.5
2010-09-23,89,65.0,,0.65,57.85
2010-09-24,79,65.0,,0.65,51.35
2010-09-25,60,65.0,,0.65,39.0
2010-09-26,67,65.0,,0.65,43.550000000000004
2010-09-27,77,65.0,,0.65,50.050000000000004
2010-09-28,70,65.0,,0.65,45.5
2010-09-29,84,65.0,,0.65,54.6
2010-09-30,89,65.0,,0.65,57.85
2010-10-01,87,63.0,False,0.63,54.81
2010-10-02,64,63.0,,0.63,40.32
2010-10-03,64,63.0,,0.63,40.32
2010-10-04,78,63.0,,0.63,49.14
2010-10-05,97,63.0,,0.63,61.11
2010-10-06,99,63.0,,0.63,62.37
2010-10-07,89,63.0,,0.63,56.07
2010-10-08,87,63.0,,0.63,54.81
2010-10-09,68,63.0,,0.63,42.84
2010-10-10,59,63.0,,0.63,37.17
2010-10-11,75,63.0,,0.63,47.25
2010-10-12,85,63.0,,0.63,53.55
2010-10-13,77,63.0,,0.63,48.51
2010-10-14,93,63.0,,0.63,58.59
2010-10-15,82,63.0,,0.63,51.660000000000004
2010-10-16,53,63.0,,0.63,33.39
2010-10-17,58,63.0,,0.63,36.54
2010-10-18,84,63.0,,0.63,52.92
2010-10-19,100,63.0,,0.63,63.0
2010-10-20,94,63.0,,0.63,59.22
2010-10-21,95,63.0,,0.63,59.85
2010-10-22,97,63.0,,0.63,61.11
2010-10-23,58,63.0,,0.63,36.54
2010-10-24,68,63.0,,0.63,42.84
2010-10-25,84,63.0,,0.63,52.92
2010-10-26,77,63.0,,0.63,48.51
2010-10-27,94,63.0,,0.63,59.22
2010-10-28,88,63.0,,0.63,55.44
2010-10-29,99,63.0,,0.63,62.37
2010-10-30,56,63.0,,0.63,35.28
2010-10-31,61,63.0,,0.63,38.43
2010-11-01,86,62.0,False,0.62,53.32
2010-11-02,71,62.0,,0.62,44.02
2010-11-03,81,62.0,,0.62,50.22
2010-11-04,85,62.0,,0.62,52.7
2010-11-05,93,62.0,,0.62,57.66
2010-11-06,54,62.0,,0.62,33.48
2010-11-07,59,62.0,,0.62,36.58
2010-11-08,77,62.0,,0.62,47.74
2010-11-09,88,62.0,,0.62,54.56
2010-11-10,84,62.0,,0.62,52.08
2010-11-11,78,62.0,,0.62,48.36
2010-11-12,83,62.0,,0.62,51.46
2010-11-13,57,62.0,,0.62,35.339999999999996
2010-11-14,57,62.0,,0.62,35.339999999999996
2010-11-15,74,62.0,,0.62,45.88
2010-11-16,90,62.0,,0.62,55.8
2010-11-17,100,62.0,,0.62,62.0
2010-11-18,83,62.0,,0.62,51.46
2010-11-19,74,62.0,,0.62,45.88
2010-11-20,49,62.0,,0.62,30.38
2010-11-21,61,62.0,,0.62,37.82
2010-11-22,74,62.0,,0.62,45.88
2010-11-23,83,62.0,,0.62,51.46
2010-11-24,68,62.0,,0.62,42.16
2010-11-25,61,62.0,,0.62,37.82
2010-11-26,63,62.0,,0.62,39.06
2010-11-27,62,62.0,,0.62,38.44
2010-11-28,60,62.0,,0.62,37.2
2010-11-29,65,62.0,,0.62,40.3
2010-11-30,86,62.0,,0.62,53.32
2010-12-01,84,62.0,False,0.62,52.08
2010-12-02,97,62.0,,0.62,60.14
2010-12-03,78,62.0,,0.62,48.36
2010-12-04,69,62.0,,0.62,42.78
2010-12-05,67,62.0,,0.62,41.54
2010-12-06,86,62.0,,0.62,53.32
2010-12-07,99,62.0,,0.62,61.38
2010-12-08,94,62.0,,0.62,58.28
2010-12-09,87,62.0,,0.62,53.94
2010-12-10,86,62.0,,0.62,53.32
2010-12-11,49,62.0,,0.62,30.38
2010-12-12,58,62.0,,0.62,35.96
2010-12-13,77,62.0,,0.62,47.74
2010-12-14,90,62.0,,0.62,55.8
2010-12-15,82,62.0,,0.62,50.839999999999996
2010-12-16,82,62.0,,0.62,50.839999999999996
2010-12-17,100,62.0,,0.62,62.0
2010-12-18,63,62.0,,0.62,39.06
2010-12-19,69,62.0,,0.62,42.78
2010-12-20,97,62.0,,0.62,60.14
2010-12-21,81,62.0,,0.62,50.22
2010-12-22,85,62.0,,0.62,52.7
2010-12-23,85,62.0,,0.62,52.7
2010-12-24,78,62.0,,0.62,48.36
2010-12-25,82,62.0,,0.62,50.839999999999996
2010-12-26,75,62.0,,0.62,46.5
2010-12-27,94,62.0,,0.62,58.28
2010-12-28,91,62.0,,0.62,56.42
2010-12-29,81,62.0,,0.62,50.22
2010-12-30,83,62.0,,0.62,51.46
2010-12-31,66,62.0,,0.62,40.92
2011-01-01,65,69.0,False,0.69,44.849999999999994
2011-01-02,60,69.0,,0.69,41.4
2011-01-03,92,69.0,,0.69,63.48
2011-01-04,96,69.0,,0.69,66.24
2011-01-05,93,69.0,,0.69,64.17
2011-01-06,100,69.0,,0.69,69.0
2011-01-07,97,69.0,,0.69,66.92999999999999
2011-01-08,67,69.0,,0.69,46.23
2011-01-09,60,69.0,,0.69,41.4
2011-01-10,81,69.0,,0.69,55.88999999999999
2011-01-11,80,69.0,,0.69,55.199999999999996
2011-01-12,90,69.0,,0.69,62.099999999999994
2011-01-13,88,69.0,,0.69,60.72
2011-01-14,88,69.0,,0.69,60.72
2011-01-15,63,69.0,,0.69,43.47
2011-01-16,70,69.0,,0.69,48.3
2011-01-17,69,69.0,,0.69,47.61
2011-01-18,81,69.0,,0.69,55.88999999999999
2011-01-19,84,69.0,,0.69,57.959999999999994
2011-01-20,81,69.0,,0.69,55.88999999999999
2011-01-21,81,69.0,,0.69,55.88999999999999
2011-01-22,68,69.0,,0.69,46.919999999999995
2011-01-23,50,69.0,,0.69,34.5
2011-01-24,88,69.0,,0.69,60.72
2011-01-25,93,69.0,,0.69,64.17
2011-01-26,85,69.0,,0.69,58.65
2011-01-27,81,69.0,,0.69,55.88999999999999
2011-01-28,86,69.0,,0.69,59.339999999999996
2011-01-29,72,69.0,,0.69,49.67999999999999
2011-01-30,58,69.0,,0.69,40.019999999999996
2011-01-31,83,69.0,,0.69,57.269999999999996
2011-02-01,99,68.0,False,0.68,67.32000000000001
2011-02-02,88,68.0,,0.68,59.84
2011-02-03,99,68.0,,0.68,67.32000000000001
2011-02-04,81,68.0,,0.68,55.080000000000005
2011-02-05,79,68.0,,0.68,53.720000000000006
2011-02-06,66,68.0,,0.68,44.88
2011-02-07,82,68.0,,0.68,55.760000000000005
2011-02-08,99,68.0,,0.68,67.32000000000001
2011-02-09,88,68.0,,0.68,59.84
2011-02-10,99,68.0,,0.68,67.32000000000001
2011-02-11,83,68.0,,0.68,56.440000000000005
2011-02-12,80,68.0,,0.68,54.400000000000006
2011-02-13,78,68.0,,0.68,53.040000000000006
2011-02-14,80,68.0,,0.68,54.400000000000006
2011-02-15,100,68.0,,0.68,68.0
2011-02-16,94,68.0,,0.68,63.92
2011-02-17,87,68.0,,0.68,59.160000000000004
2011-02-18,92,68.0,,0.68,62.56
2011-02-19,79,68.0,,0.68,53.720000000000006
2011-02-20,72,68.0,,0.68,48.96
2011-02-21,84,68.0,,0.68,57.120000000000005
2011-02-22,88,68.0,,0.68,59.84
2011-02-23,91,68.0,,0.68,61.88
2011-02-24,97,68.0,,0.68,65.96000000000001
2011-02-25,91,68.0,,0.68,61.88
2011-02-26,72,68.0,,0.68,48.96
2011-02-27,65,68.0,,0.68,44.2
2011-02-28,95,68.0,,0.68,64.60000000000001
2011-03-01,90,65.0,False,0.65,58.5
2011-03-02,82,65.0,,0.65,53.300000000000004
2011-03-03,92,65.0,,0.65,59.800000000000004
2011-03-04,85,65.0,,0.65,55.25
2011-03-05,62,65.0,,0.65,40.300000000000004
2011-03-06,64,65.0,,0.65,41.6
2011-03-07,90,65.0,,0.65,58.5
2011-03-08,96,65.0,,0.65,62.400000000000006
2011-03-09,92,65.0,,0.65,59.800000000000004
2011-03-10,80,65.0,,0.65,52.0
2011-03-11,95,65.0,,0.65,61.75
2011-03-12,50,65.0,,0.65,32.5
2011-03-13,52,65.0,,0.65,33.800000000000004
2011-03-14,80,65.0,,0.65,52.0
2011-03-15,95,65.0,,0.65,61.75
2011-03-16,92,65.0,,0.65,59.800000000000004
2011-03-17,78,65.0,,0.65,50.7
2011-03-18,88,65.0,,0.65,57.2
2011-03-19,58,65.0,,0.65,37.7
2011-03-20,63,65.0,,0.65,40.95
2011-03-21,76,65.0,,0.65,49.4
2011-03-22,87,65.0,,0.65,56.550000000000004
2011-03-23,93,65.0,,0.65,60.45
2011-03-24,100,65.0,,0.65,65.0
2011-03-25,84,65.0,,0.65,54.6
2011-03-26,70,65.0,,0.65,45.5
2011-03-27,70,65.0,,0.65,45.5
2011-03-28,85,65.0,,0.65,55.25
2011-03-29,88,65.0,,0.65,57.2
2011-03-30,99,65.0,,0.65,64.35000000000001
2011-03-31,88,65.0,,0.65,57.2
2011-04-01,90,65.0,False,0.65,58.5
2011-04-02,64,65.0,,0.65,41.6
2011-04-03,66,65.0,,0.65,42.9
2011-04-04,96,65.0,,0.65,62.400000000000006
2011-04-05,88,65.0,,0.65,57.2
2011-04-06,91,65.0,,0.65,59.15
2011-04-07,97,65.0,,0.65,63.050000000000004
2011-04-08,87,65.0,,0.65,56.550000000000004
2011-04-09,71,65.0,,0.65,46.15
2011-04-10,69,65.0,,0.65,44.85
2011-04-11,94,65.0,,0.65,61.1
2011-04-12,95,65.0,,0.65,61.75
2011-04-13,90,65.0,,0.65,58.5
2011-04-14,82,65.0,,0.65,53.300000000000004
2011-04-15,84,65.0,,0.65,54.6
2011-04-16,60,65.0,,0.65,39.0
2011-04-17,64,65.0,,0.65,41.6
2011-04-18,91,65.0,,0.65,59.15
2011-04-19,100,65.0,,0.65,65.0
2011-04-20,88,65.0,,0.65,57.2
2011-04-21,94,65.0,,0.65,61.1
2011-04-22,89,65.0,,0.65,57.85
2011-04-23,64,65.0,,0.65,41.6
2011-04-24,75,65.0,,0.65,48.75
2011-04-25,94,65.0,,0.65,61.1
2011-04-26,96,65.0,,0.65,62.400000000000006
2011-04-27,83,65.0,,0.65,53.95
2011-04-28,82,65.0,,0.65,53.300000000000004
2011-04-29,78,65.0,,0.65,50.7
2011-04-30,64,65.0,,0.65,41.6
2011-05-01,68,66.0,False,0.66,44.88
2011-05-02,78,66.0,,0.66,51.480000000000004
2011-05-03,89,66.0,,0.66,58.74
2011-05-04,97,66.0,,0.66,64.02
2011-05-05,84,66.0,,0.66,55.440000000000005
2011-05-06,81,66.0,,0.66,53.46
2011-05-07,65,66.0,,0.66,42.9
2011-05-08,63,66.0,,0.66,41.580000000000005
2011-05-09,88,66.0,,0.66,58.080000000000005
2011-05-10,95,66.0,,0.66,62.7
2011-05-11,100,66.0,,0.66,66.0
2011-05-12,90,66.0,,0.66,59.400000000000006
2011-05-13,92,66.0,,0.66,60.720000000000006
2011-05-14,69,66.0,,0.66,45.54
2011-05-15,58,66.0,,0.66,38.28
2011-05-16,94,66.0,,0.66,62.040000000000006
2011-05-17,87,66.0,,0.66,57.42
2011-05-18,86,66.0,,0.66,56.760000000000005
2011-05-19,90,66.0,,0.66,59.400000000000006
2011-05-20,79,66.0,,0.66,52.14
2011-05-21,55,66.0,,0.66,36.300000000000004
2011-05-22,62,66.0,,0.66,40.92
2011-05-23,93,66.0,,0.66,61.38
2011-05-24,99,66.0,,0.66,65.34
2011-05-25,88,66.0,,0.66,58.080000000000005
2011-05-26,89,66.0,,0.66,58.74
2011-05-27,91,66.0,,0.66,60.06
2011-05-28,70,66.0,,0.66,46.2
2011-05-29,71,66.0,,0.66,46.86
2011-05-30,77,66.0,,0.66,50.82
2011-05-31,85,66.0,,0.66,56.1
2011-06-01,83,71.0,False,0.71,58.93
2011-06-02,73,71.0,,0.71,51.83
2011-06-03,81,71.0,,0.71,57.51
2011-06-04,52,71.0,,0.71,36.92
2011-06-05,55,71.0,,0.71,39.05
2011-06-06,87,71.0,,0.71,61.769999999999996
2011-06-07,77,71.0,,0.71,54.669999999999995
2011-06-08,88,71.0,,0.71,62.48
2011-06-09,85,71.0,,0.71,60.349999999999994
2011-06-10,91,71.0,,0.71,64.61
2011-06-11,51,71.0,,0.71,36.21
2011-06-12,62,71.0,,0.71,44.019999999999996
2011-06-13,83,71.0,,0.71,58.93
2011-06-14,79,71.0,,0.71,56.089999999999996
2011-06-15,76,71.0,,0.71,53.959999999999994
2011-06-16,85,71.0,,0.71,60.349999999999994
2011-06-17,85,71.0,,0.71,60.349999999999994
2011-06-18,65,71.0,,0.71,46.15
2011-06-19,58,71.0,,0.71,41.18
2011-06-20,80,71.0,,0.71,56.8
2011-06-21,82,71.0,,0.71,58.22
2011-06-22,91,71.0,,0.71,64.61
2011-06-23,91,71.0,,0.71,64.61
2011-06-24,74,71.0,,0.71,52.54
2011-06-25,71,71.0,,0.71,50.41
2011-06-26,59,71.0,,0.71,41.89
2011-06-27,83,71.0,,0.71,58.93
2011-06-28,81,71.0,,0.71,57.51
2011-06-29,100,71.0,,0.71,71.0
2011-06-30,94,71.0,,0.71,66.74
2011-07-01,73,73.0,False,0.73,53.29
2011-07-02,49,73.0,,0.73,35.769999999999996
2011-07-03,53,73.0,,0.73,38.69
2011-07-04,41,73.0,,0.73,29.93
2011-07-05,65,73.0,,0.73,47.449999999999996
2011-07-06,73,73.0,,0.73,53.29
2011-07-07,75,73.0,,0.73,54.75
2011-07-08,71,73.0,,0.73,51.83
2011-07-09,48,73.0,,0.73,35.04
2011-07-10,54,73.0,,0.73,39.42
2011-07-11,79,73.0,,0.73,57.67
2011-07-12,79,73.0,,0.73,57.67
2011-07-13,87,73.0,,0.73,63.51
2011-07-14,84,73.0,,0.73,61.32
2011-07-15,79,73.0,,0.73,57.67
2011-07-16,55,73.0,,0.73,40.15
2011-07-17,47,73.0,,0.73,34.31
2011-07-18,69,73.0,,0.73,50.37
2011-07-19,76,73.0,,0.73,55.48
2011-07-20,78,73.0,,0.73,56.94
2011-07-21,82,73.0,,0.73,59.86
2011-07-22,79,73.0,,0.73,57.67
2011-07-23,64,73.0,,0.73,46.72
2011-07-24,51,73.0,,0.73,37.23
2011-07-25,88,73.0,,0.73,64.24
2011-07-26,92,73.0,,0.73,67.16
2011-07-27,100,73.0,,0.73,73.0
2011-07-28,94,73.0,,0.73,68.62
2011-07-29,79,73.0,,0.73,57.67
2011-07-30,63,73.0,,0.73,45.99
2011-07-31,65,73.0,,0.73,47.449999999999996
2011-08-01,89,67.0,False,0.67,59.63
2011-08-02,100,67.0,,0.67,67.0
2011-08-03,89,67.0,,0.67,59.63
2011-08-04,87,67.0,,0.67,58.290000000000006
2011-08-05,82,67.0,,0.67,54.940000000000005
2011-08-06,61,67.0,,0.67,40.870000000000005
2011-08-07,70,67.0,,0.67,46.900000000000006
2011-08-08,80,67.0,,0.67,53.6
2011-08-09,72,67.0,,0.67,48.24
2011-08-10,80,67.0,,0.67,53.6
2011-08-11,86,67.0,,0.67,57.620000000000005
2011-08-12,77,67.0,,0.67,51.59
2011-08-13,61,67.0,,0.67,40.870000000000005
2011-08-14,66,67.0,,0.67,44.220000000000006
2011-08-15,82,67.0,,0.67,54.940000000000005
2011-08-16,80,67.0,,0.67,53.6
2011-08-17,81,67.0,,0.67,54.27
2011-08-18,71,67.0,,0.67,47.57
2011-08-19,83,67.0,,0.67,55.61000000000001
2011-08-20,61,67.0,,0.67,40.870000000000005
2011-08-21,62,67.0,,0.67,41.54
2011-08-22,87,67.0,,0.67,58.290000000000006
2011-08-23,85,67.0,,0.67,56.95
2011-08-24,86,67.0,,0.67,57.620000000000005
2011-08-25,92,67.0,,0.67,61.64
2011-08-26,69,67.0,,0.67,46.230000000000004
2011-08-27,55,67.0,,0.67,36.85
2011-08-28,57,67.0,,0.67,38.190000000000005
2011-08-29,83,67.0,,0.67,55.61000000000001
2011-08-30,79,67.0,,0.67,52.93
2011-08-31,82,67.0,,0.67,54.940000000000005
2011-09-01,88,70.0,False,0.7,61.599999999999994
2011-09-02,69,70.0,,0.7,48.3
2011-09-03,63,70.0,,0.7,44.099999999999994
2011-09-04,51,70.0,,0.7,35.699999999999996
2011-09-05,45,70.0,,0.7,31.499999999999996
2011-09-06,85,70.0,,0.7,59.49999999999999
2011-09-07,90,70.0,,0.7,62.99999999999999
2011-09-08,80,70.0,,0.7,56.0
2011-09-09,100,70.0,,0.7,70.0
2011-09-10,63,70.0,,0.7,44.099999999999994
2011-09-11,50,70.0,,0.7,35.0
2011-09-12,76,70.0,,0.7,53.199999999999996
2011-09-13,81,70.0,,0.7,56.699999999999996
2011-09-14,74,70.0,,0.7,51.8
2011-09-15,87,70.0,,0.7,60.9
2011-09-16,82,70.0,,0.7,57.4
2011-09-17,53,70.0,,0.7,37.099999999999994
2011-09-18,47,70.0,,0.7,32.9
2011-09-19,67,70.0,,0.7,46.9
2011-09-20,83,70.0,,0.7,58.099999999999994
2011-09-21,82,70.0,,0.7,57.4
2011-09-22,79,70.0,,0.7,55.3
2011-09-23,76,70.0,,0.7,53.199999999999996
2011-09-24,55,70.0,,0.7,38.5
2011-09-25,52,70.0,,0.7,36.4
2011-09-26,87,70.0,,0.7,60.9
2011-09-27,76,70.0,,0.7,53.199999999999996
2011-09-28,84,70.0,,0.7,58.8
2011-09-29,69,70.0,,0.7,48.3
2011-09-30,73,70.0,,0.7,51.099999999999994
2011-10-01,66,65.0,False,0.65,42.9
2011-10-02,64,65.0,,0.65,41.6
2011-10-03,97,65.0,,0.65,63.050000000000004
2011-10-04,81,65.0,,0.65,52.65
2011-10-05,95,65.0,,0.65,61.75
2011-10-06,85,65.0,,0.65,55.25
2011-10-07,87,65.0,,0.65,56.550000000000004
2011-10-08,75,65.0,,0.65,48.75
2011-10-09,61,65.0,,0.65,39.65
2011-10-10,100,65.0,,0.65,65.0
2011-10-11,92,65.0,,0.65,59.800000000000004
2011-10-12,86,65.0,,0.65,55.9
2011-10-13,91,65.0,,0.65,59.15
2011-10-14,86,65.0,,0.65,55.9
2011-10-15,71,65.0,,0.65,46.15
2011-10-16,64,65.0,,0.65,41.6
2011-10-17,86,65.0,,0.65,55.9
2011-10-18,89,65.0,,0.65,57.85
2011-10-19,89,65.0,,0.65,57.85
2011-10-20,84,65.0,,0.65,54.6
2011-10-21,89,65.0,,0.65,57.85
2011-10-22,72,65.0,,0.65,46.800000000000004
2011-10-23,60,65.0,,0.65,39.0
2011-10-24,86,65.0,,0.65,55.9
2011-10-25,91,65.0,,0.65,59.15
2011-10-26,95,65.0,,0.65,61.75
2011-10-27,92,65.0,,0.65,59.800000000000004
2011-10-28,92,65.0,,0.65,59.800000000000004
2011-10-29,63,65.0,,0.65,40.95
2011-10-30,65,65.0,,0.65,42.25
2011-10-31,78,65.0,,0.65,50.7
2011-11-01,87,61.0,False,0.61,53.07
2011-11-02,88,61.0,,0.61,53.68
2011-11-03,88,61.0,,0.61,53.68
2011-11-04,83,61.0,,0.61,50.629999999999995
2011-11-05,68,61.0,,0.61,41.48
2011-11-06,68,61.0,,0.61,41.48
2011-11-07,92,61.0,,0.61,56.12
2011-11-08,82,61.0,,0.61,50.019999999999996
2011-11-09,98,61.0,,0.61,59.78
2011-11-10,92,61.0,,0.61,56.12
2011-11-11,78,61.0,,0.61,47.58
2011-11-12,62,61.0,,0.61,37.82
2011-11-13,50,61.0,,0.61,30.5
2011-11-14,84,61.0,,0.61,51.24
2011-11-15,80,61.0,,0.61,48.8
2011-11-16,100,61.0,,0.61,61.0
2011-11-17,94,61.0,,0.61,57.339999999999996
2011-11-18,85,61.0,,0.61,51.85
2011-11-19,60,61.0,,0.61,36.6
2011-11-20,57,61.0,,0.61,34.769999999999996
2011-11-21,82,61.0,,0.61,50.019999999999996
2011-11-22,74,61.0,,0.61,45.14
2011-11-23,82,61.0,,0.61,50.019999999999996
2011-11-24,58,61.0,,0.61,35.38
2011-11-25,61,61.0,,0.61,37.21
2011-11-26,69,61.0,,0.61,42.089999999999996
2011-11-27,62,61.0,,0.61,37.82
2011-11-28,71,61.0,,0.61,43.31
2011-11-29,79,61.0,,0.61,48.19
2011-11-30,90,61.0,,0.61,54.9
2011-12-01,99,61.0,False,0.61,60.39
2011-12-02,96,61.0,,0.61,58.56
2011-12-03,60,61.0,,0.61,36.6
2011-12-04,70,61.0,,0.61,42.699999999999996
2011-12-05,77,61.0,,0.61,46.97
2011-12-06,90,61.0,,0.61,54.9
2011-12-07,85,61.0,,0.61,51.85
2011-12-08,99,61.0,,0.61,60.39
2011-12-09,87,61.0,,0.61,53.07
2011-12-10,55,61.0,,0.61,33.55
2011-12-11,58,61.0,,0.61,35.38
2011-12-12,83,61.0,,0.61,50.629999999999995
2011-12-13,90,61.0,,0.61,54.9
2011-12-14,97,61.0,,0.61,59.17
2011-12-15,92,61.0,,0.61,56.12
2011-12-16,85,61.0,,0.61,51.85
2011-12-17,75,61.0,,0.61,45.75
2011-12-18,58,61.0,,0.61,35.38
2011-12-19,87,61.0,,0.61,53.07
2011-12-20,91,61.0,,0.61,55.51
2011-12-21,86,61.0,,0.61,52.46
2011-12-22,78,61.0,,0.61,47.58
2011-12-23,81,61.0,,0.61,49.41
2011-12-24,63,61.0,,0.61,38.43
2011-12-25,84,61.0,,0.61,51.24
2011-12-26,88,61.0,,0.61,53.68
2011-12-27,100,61.0,,0.61,61.0
2011-12-28,93,61.0,,0.61,56.73
2011-12-29,86,61.0,,0.61,52.46
2011-12-30,79,61.0,,0.61,48.19
2011-12-31,68,61.0,,0.61,41.48
2012-01-01,51,63.0,False,0.63,32.13
2012-01-02,69,63.0,,0.63,43.47
2012-01-03,88,63.0,,0.63,55.44
2012-01-04,88,63.0,,0.63,55.44
2012-01-05,91,63.0,,0.63,57.33
2012-01-06,91,63.0,,0.63,57.33
2012-01-07,56,63.0,,0.63,35.28
2012-01-08,51,63.0,,0.63,32.13
2012-01-09,89,63.0,,0.63,56.07
2012-01-10,88,63.0,,0.63,55.44
2012-01-11,83,63.0,,0.63,52.29
2012-01-12,82,63.0,,0.63,51.660000000000004
2012-01-13,84,63.0,,0.63,52.92
2012-01-14,67,63.0,,0.63,42.21
2012-01-15,60,63.0,,0.63,37.8
2012-01-16,75,63.0,,0.63,47.25
2012-01-17,88,63.0,,0.63,55.44
2012-01-18,91,63.0,,0.63,57.33
2012-01-19,100,63.0,,0.63,63.0
2012-01-20,83,63.0,,0.63,52.29
2012-01-21,59,63.0,,0.63,37.17
2012-01-22,71,63.0,,0.63,44.73
2012-01-23,85,63.0,,0.63,53.55
2012-01-24,95,63.0,,0.63,59.85
2012-01-25,97,63.0,,0.63,61.11
2012-01-26,94,63.0,,0.63,59.22
2012-01-27,91,63.0,,0.63,57.33
2012-01-28,64,63.0,,0.63,40.32
2012-01-29,57,63.0,,0.63,35.910000000000004
2012-01-30,90,63.0,,0.63,56.7
2012-01-31,97,63.0,,0.63,61.11
2012-02-01,83,61.0,False,0.61,50.629999999999995
2012-02-02,87,61.0,,0.61,53.07
2012-02-03,76,61.0,,0.61,46.36
2012-02-04,68,61.0,,0.61,41.48
2012-02-05,53,61.0,,0.61,32.33
2012-02-06,81,61.0,,0.61,49.41
2012-02-07,90,61.0,,0.61,54.9
2012-02-08,85,61.0,,0.61,51.85
2012-02-09,90,61.0,,0.61,54.9
2012-02-10,79,61.0,,0.61,48.19
2012-02-11,72,61.0,,0.61,43.92
2012-02-12,50,61.0,,0.61,30.5
2012-02-13,76,61.0,,0.61,46.36
2012-02-14,83,61.0,,0.61,50.629999999999995
2012-02-15,100,61.0,,0.61,61.0
