date,rewards_unscaled,rewards_monthly,isPartial,scale,rewards
2016-03-24,78,77.0,,0.77,60.06
2016-03-25,83,77.0,,0.77,63.910000000000004
2016-03-26,86,77.0,,0.77,66.22
2016-03-27,73,77.0,,0.77,56.21
2016-03-28,92,77.0,,0.77,70.84
2016-03-29,98,77.0,,0.77,75.46000000000001
2016-03-30,87,77.0,,0.77,66.99
2016-03-31,82,77.0,,0.77,63.14
2016-04-01,96,78.0,False,0.78,74.88
2016-04-02,100,78.0,,0.78,78.0
2016-04-03,90,78.0,,0.78,70.2
2016-04-04,90,78.0,,0.78,70.2
2016-04-05,94,78.0,,0.78,73.32000000000001
2016-04-06,91,78.0,,0.78,70.98
2016-04-07,84,78.0,,0.78,65.52
2016-04-08,83,78.0,,0.78,64.74000000000001
2016-04-09,89,78.0,,0.78,69.42
2016-04-10,95,78.0,,0.78,74.10000000000001
2016-04-11,88,78.0,,0.78,68.64
2016-04-12,96,78.0,,0.78,74.88
2016-04-13,95,78.0,,0.78,74.10000000000001
2016-04-14,96,78.0,,0.78,74.88
2016-04-15,98,78.0,,0.78,76.44
2016-04-16,98,78.0,,0.78,76.44
2016-04-17,91,78.0,,0.78,70.98
2016-04-18,86,78.0,,0.78,67.08
2016-04-19,84,78.0,,0.78,65.52
2016-04-20,97,78.0,,0.78,75.66
2016-04-21,75,78.0,,0.78,58.5
2016-04-22,86,78.0,,0.78,67.08
2016-04-23,92,78.0,,0.78,71.76
2016-04-24,87,78.0,,0.78,67.86
2016-04-25,85,78.0,,0.78,66.3
2016-04-26,89,78.0,,0.78,69.42
2016-04-27,88,78.0,,0.78,68.64
2016-04-28,87,78.0,,0.78,67.86
2016-04-29,92,78.0,,0.78,71.76
2016-04-30,83,78.0,,0.78,64.74000000000001
2016-05-01,98,77.0,False,0.77,75.46000000000001
2016-05-02,98,77.0,,0.77,75.46000000000001
2016-05-03,93,77.0,,0.77,71.61
2016-05-04,90,77.0,,0.77,69.3
2016-05-05,95,77.0,,0.77,73.15
2016-05-06,91,77.0,,0.77,70.07000000000001
2016-05-07,97,77.0,,0.77,74.69
2016-05-08,81,77.0,,0.77,62.370000000000005
2016-05-09,96,77.0,,0.77,73.92
2016-05-10,88,77.0,,0.77,67.76
2016-05-11,98,77.0,,0.77,75.46000000000001
2016-05-12,97,77.0,,0.77,74.69
2016-05-13,88,77.0,,0.77,67.76
2016-05-14,87,77.0,,0.77,66.99
2016-05-15,97,77.0,,0.77,74.69
2016-05-16,91,77.0,,0.77,70.07000000000001
2016-05-17,95,77.0,,0.77,73.15
2016-05-18,100,77.0,,0.77,77.0
2016-05-19,89,77.0,,0.77,68.53
2016-05-20,90,77.0,,0.77,69.3
2016-05-21,88,77.0,,0.77,67.76
2016-05-22,98,77.0,,0.77,75.46000000000001
2016-05-23,90,77.0,,0.77,69.3
2016-05-24,86,77.0,,0.77,66.22
2016-05-25,90,77.0,,0.77,69.3
2016-05-26,92,77.0,,0.77,70.84
2016-05-27,93,77.0,,0.77,71.61
2016-05-28,89,77.0,,0.77,68.53
2016-05-29,90,77.0,,0.77,69.3
2016-05-30,94,77.0,,0.77,72.38
2016-05-31,100,77.0,,0.77,77.0
2016-06-01,88,83.0,False,0.83,73.03999999999999
2016-06-02,81,83.0,,0.83,67.22999999999999
2016-06-03,81,83.0,,0.83,67.22999999999999
2016-06-04,85,83.0,,0.83,70.55
2016-06-05,85,83.0,,0.83,70.55
2016-06-06,90,83.0,,0.83,74.7
2016-06-07,88,83.0,,0.83,73.03999999999999
2016-06-08,86,83.0,,0.83,71.38
2016-06-09,85,83.0,,0.83,70.55
2016-06-10,80,83.0,,0.83,66.39999999999999
2016-06-11,87,83.0,,0.83,72.21
2016-06-12,74,83.0,,0.83,61.419999999999995
2016-06-13,82,83.0,,0.83,68.06
2016-06-14,82,83.0,,0.83,68.06
2016-06-15,86,83.0,,0.83,71.38
2016-06-16,79,83.0,,0.83,65.57
2016-06-17,89,83.0,,0.83,73.86999999999999
2016-06-18,84,83.0,,0.83,69.72
2016-06-19,74,83.0,,0.83,61.419999999999995
2016-06-20,81,83.0,,0.83,67.22999999999999
2016-06-21,92,83.0,,0.83,76.36
2016-06-22,87,83.0,,0.83,72.21
2016-06-23,84,83.0,,0.83,69.72
2016-06-24,85,83.0,,0.83,70.55
2016-06-25,88,83.0,,0.83,73.03999999999999
2016-06-26,83,83.0,,0.83,68.89
2016-06-27,90,83.0,,0.83,74.7
2016-06-28,100,83.0,,0.83,83.0
2016-06-29,94,83.0,,0.83,78.02
2016-06-30,87,83.0,,0.83,72.21
2016-07-01,93,93.0,False,0.93,86.49000000000001
2016-07-02,89,93.0,,0.93,82.77000000000001
2016-07-03,78,93.0,,0.93,72.54
2016-07-04,81,93.0,,0.93,75.33
2016-07-05,86,93.0,,0.93,79.98
2016-07-06,92,93.0,,0.93,85.56
2016-07-07,90,93.0,,0.93,83.7
2016-07-08,81,93.0,,0.93,75.33
2016-07-09,77,93.0,,0.93,71.61
2016-07-10,87,93.0,,0.93,80.91000000000001
2016-07-11,89,93.0,,0.93,82.77000000000001
2016-07-12,98,93.0,,0.93,91.14
2016-07-13,100,93.0,,0.93,93.0
2016-07-14,86,93.0,,0.93,79.98
2016-07-15,95,93.0,,0.93,88.35000000000001
2016-07-16,97,93.0,,0.93,90.21000000000001
2016-07-17,95,93.0,,0.93,88.35000000000001
2016-07-18,91,93.0,,0.93,84.63000000000001
2016-07-19,90,93.0,,0.93,83.7
2016-07-20,91,93.0,,0.93,84.63000000000001
2016-07-21,88,93.0,,0.93,81.84
2016-07-22,88,93.0,,0.93,81.84
2016-07-23,87,93.0,,0.93,80.91000000000001
2016-07-24,92,93.0,,0.93,85.56
2016-07-25,94,93.0,,0.93,87.42
2016-07-26,85,93.0,,0.93,79.05
2016-07-27,94,93.0,,0.93,87.42
2016-07-28,91,93.0,,0.93,84.63000000000001
2016-07-29,86,93.0,,0.93,79.98
2016-07-30,89,93.0,,0.93,82.77000000000001
2016-07-31,91,93.0,,0.93,84.63000000000001
2016-08-01,94,83.0,False,0.83,78.02
2016-08-02,100,83.0,,0.83,83.0
2016-08-03,90,83.0,,0.83,74.7
2016-08-04,90,83.0,,0.83,74.7
2016-08-05,82,83.0,,0.83,68.06
2016-08-06,84,83.0,,0.83,69.72
2016-08-07,90,83.0,,0.83,74.7
2016-08-08,86,83.0,,0.83,71.38
2016-08-09,86,83.0,,0.83,71.38
2016-08-10,86,83.0,,0.83,71.38
2016-08-11,88,83.0,,0.83,73.03999999999999
2016-08-12,89,83.0,,0.83,73.86999999999999
2016-08-13,86,83.0,,0.83,71.38
2016-08-14,87,83.0,,0.83,72.21
2016-08-15,86,83.0,,0.83,71.38
2016-08-16,89,83.0,,0.83,73.86999999999999
2016-08-17,81,83.0,,0.83,67.22999999999999
2016-08-18,82,83.0,,0.83,68.06
2016-08-19,81,83.0,,0.83,67.22999999999999
2016-08-20,79,83.0,,0.83,65.57
2016-08-21,78,83.0,,0.83,64.74
2016-08-22,84,83.0,,0.83,69.72
2016-08-23,86,83.0,,0.83,71.38
2016-08-24,88,83.0,,0.83,73.03999999999999
2016-08-25,75,83.0,,0.83,62.25
2016-08-26,81,83.0,,0.83,67.22999999999999
2016-08-27,83,83.0,,0.83,68.89
2016-08-28,82,83.0,,0.83,68.06
2016-08-29,80,83.0,,0.83,66.39999999999999
2016-08-30,85,83.0,,0.83,70.55
2016-08-31,84,83.0,,0.83,69.72
2016-09-01,94,80.0,False,0.8,75.2
2016-09-02,88,80.0,,0.8,70.4
2016-09-03,89,80.0,,0.8,71.2
2016-09-04,91,80.0,,0.8,72.8
2016-09-05,100,80.0,,0.8,80.0
2016-09-06,89,80.0,,0.8,71.2
2016-09-07,87,80.0,,0.8,69.60000000000001
2016-09-08,94,80.0,,0.8,75.2
2016-09-09,85,80.0,,0.8,68.0
2016-09-10,95,80.0,,0.8,76.0
2016-09-11,82,80.0,,0.8,65.60000000000001
2016-09-12,84,80.0,,0.8,67.2
2016-09-13,82,80.0,,0.8,65.60000000000001
2016-09-14,94,80.0,,0.8,75.2
2016-09-15,87,80.0,,0.8,69.60000000000001
2016-09-16,95,80.0,,0.8,76.0
2016-09-17,87,80.0,,0.8,69.60000000000001
2016-09-18,83,80.0,,0.8,66.4
2016-09-19,89,80.0,,0.8,71.2
2016-09-20,90,80.0,,0.8,72.0
2016-09-21,84,80.0,,0.8,67.2
2016-09-22,88,80.0,,0.8,70.4
2016-09-23,89,80.0,,0.8,71.2
2016-09-24,98,80.0,,0.8,78.4
2016-09-25,97,80.0,,0.8,77.60000000000001
2016-09-26,84,80.0,,0.8,67.2
2016-09-27,85,80.0,,0.8,68.0
2016-09-28,88,80.0,,0.8,70.4
2016-09-29,83,80.0,,0.8,66.4
2016-09-30,91,80.0,,0.8,72.8
2016-10-01,97,76.0,False,0.76,73.72
2016-10-02,95,76.0,,0.76,72.2
2016-10-03,86,76.0,,0.76,65.36
2016-10-04,95,76.0,,0.76,72.2
2016-10-05,92,76.0,,0.76,69.92
2016-10-06,84,76.0,,0.76,63.84
2016-10-07,86,76.0,,0.76,65.36
2016-10-08,80,76.0,,0.76,60.8
2016-10-09,82,76.0,,0.76,62.32
2016-10-10,81,76.0,,0.76,61.56
2016-10-11,89,76.0,,0.76,67.64
2016-10-12,88,76.0,,0.76,66.88
2016-10-13,81,76.0,,0.76,61.56
2016-10-14,86,76.0,,0.76,65.36
2016-10-15,83,76.0,,0.76,63.08
2016-10-16,91,76.0,,0.76,69.16
2016-10-17,88,76.0,,0.76,66.88
2016-10-18,100,76.0,,0.76,76.0
2016-10-19,91,76.0,,0.76,69.16
2016-10-20,86,76.0,,0.76,65.36
2016-10-21,81,76.0,,0.76,61.56
2016-10-22,85,76.0,,0.76,64.6
2016-10-23,89,76.0,,0.76,67.64
2016-10-24,83,76.0,,0.76,63.08
2016-10-25,87,76.0,,0.76,66.12
2016-10-26,83,76.0,,0.76,63.08
2016-10-27,85,76.0,,0.76,64.6
2016-10-28,82,76.0,,0.76,62.32
2016-10-29,77,76.0,,0.76,58.52
2016-10-30,88,76.0,,0.76,66.88
2016-10-31,86,76.0,,0.76,65.36
2016-11-01,81,79.0,False,0.79,63.99
2016-11-02,76,79.0,,0.79,60.040000000000006
2016-11-03,78,79.0,,0.79,61.620000000000005
2016-11-04,80,79.0,,0.79,63.2
2016-11-05,80,79.0,,0.79,63.2
2016-11-06,72,79.0,,0.79,56.88
2016-11-07,77,79.0,,0.79,60.830000000000005
2016-11-08,72,79.0,,0.79,56.88
2016-11-09,55,79.0,,0.79,43.45
2016-11-10,74,79.0,,0.79,58.46
2016-11-11,74,79.0,,0.79,58.46
2016-11-12,79,79.0,,0.79,62.410000000000004
2016-11-13,78,79.0,,0.79,61.620000000000005
2016-11-14,79,79.0,,0.79,62.410000000000004
2016-11-15,86,79.0,,0.79,67.94
2016-11-16,82,79.0,,0.79,64.78
2016-11-17,80,79.0,,0.79,63.2
2016-11-18,84,79.0,,0.79,66.36
2016-11-19,85,79.0,,0.79,67.15
2016-11-20,87,79.0,,0.79,68.73
2016-11-21,79,79.0,,0.79,62.410000000000004
2016-11-22,85,79.0,,0.79,67.15
2016-11-23,79,79.0,,0.79,62.410000000000004
2016-11-24,72,79.0,,0.79,56.88
2016-11-25,100,79.0,,0.79,79.0
2016-11-26,88,79.0,,0.79,69.52000000000001
2016-11-27,88,79.0,,0.79,69.52000000000001
2016-11-28,95,79.0,,0.79,75.05
2016-11-29,89,79.0,,0.79,70.31
2016-11-30,88,79.0,,0.79,69.52000000000001
2016-12-01,90,83.0,False,0.83,74.7
2016-12-02,89,83.0,,0.83,73.86999999999999
2016-12-03,87,83.0,,0.83,72.21
2016-12-04,89,83.0,,0.83,73.86999999999999
2016-12-05,87,83.0,,0.83,72.21
2016-12-06,91,83.0,,0.83,75.53
2016-12-07,86,83.0,,0.83,71.38
2016-12-08,81,83.0,,0.83,67.22999999999999
2016-12-09,82,83.0,,0.83,68.06
2016-12-10,91,83.0,,0.83,75.53
2016-12-11,84,83.0,,0.83,69.72
2016-12-12,89,83.0,,0.83,73.86999999999999
2016-12-13,96,83.0,,0.83,79.67999999999999
2016-12-14,90,83.0,,0.83,74.7
2016-12-15,90,83.0,,0.83,74.7
2016-12-16,86,83.0,,0.83,71.38
2016-12-17,91,83.0,,0.83,75.53
2016-12-18,90,83.0,,0.83,74.7
2016-12-19,93,83.0,,0.83,77.19
2016-12-20,93,83.0,,0.83,77.19
2016-12-21,95,83.0,,0.83,78.85
2016-12-22,84,83.0,,0.83,69.72
2016-12-23,83,83.0,,0.83,68.89
2016-12-24,76,83.0,,0.83,63.08
2016-12-25,66,83.0,,0.83,54.779999999999994
2016-12-26,87,83.0,,0.83,72.21
2016-12-27,99,83.0,,0.83,82.17
2016-12-28,100,83.0,,0.83,83.0
2016-12-29,99,83.0,,0.83,82.17
2016-12-30,96,83.0,,0.83,79.67999999999999
2016-12-31,84,83.0,,0.83,69.72
2017-01-01,75,81.0,False,0.81,60.75000000000001
2017-01-02,100,81.0,,0.81,81.0
2017-01-03,99,81.0,,0.81,80.19000000000001
2017-01-04,97,81.0,,0.81,78.57000000000001
2017-01-05,98,81.0,,0.81,79.38000000000001
2017-01-06,85,81.0,,0.81,68.85000000000001
2017-01-07,96,81.0,,0.81,77.76
2017-01-08,95,81.0,,0.81,76.95
2017-01-09,82,81.0,,0.81,66.42
2017-01-10,88,81.0,,0.81,71.28
2017-01-11,90,81.0,,0.81,72.9
2017-01-12,99,81.0,,0.81,80.19000000000001
2017-01-13,88,81.0,,0.81,71.28
2017-01-14,100,81.0,,0.81,81.0
2017-01-15,93,81.0,,0.81,75.33
2017-01-16,97,81.0,,0.81,78.57000000000001
2017-01-17,88,81.0,,0.81,71.28
2017-01-18,90,81.0,,0.81,72.9
2017-01-19,83,81.0,,0.81,67.23
2017-01-20,83,81.0,,0.81,67.23
2017-01-21,96,81.0,,0.81,77.76
2017-01-22,92,81.0,,0.81,74.52000000000001
2017-01-23,83,81.0,,0.81,67.23
2017-01-24,95,81.0,,0.81,76.95
2017-01-25,89,81.0,,0.81,72.09
2017-01-26,84,81.0,,0.81,68.04
2017-01-27,88,81.0,,0.81,71.28
2017-01-28,98,81.0,,0.81,79.38000000000001
2017-01-29,90,81.0,,0.81,72.9
2017-01-30,82,81.0,,0.81,66.42
2017-01-31,87,81.0,,0.81,70.47
2017-02-01,98,75.0,False,0.75,73.5
2017-02-02,100,75.0,,0.75,75.0
2017-02-03,99,75.0,,0.75,74.25
2017-02-04,99,75.0,,0.75,74.25
2017-02-05,84,75.0,,0.75,63.0
2017-02-06,83,75.0,,0.75,62.25
2017-02-07,90,75.0,,0.75,67.5
2017-02-08,87,75.0,,0.75,65.25
2017-02-09,92,75.0,,0.75,69.0
2017-02-10,89,75.0,,0.75,66.75
2017-02-11,98,75.0,,0.75,73.5
2017-02-12,95,75.0,,0.75,71.25
2017-02-13,84,75.0,,0.75,63.0
2017-02-14,85,75.0,,0.75,63.75
2017-02-15,85,75.0,,0.75,63.75
2017-02-16,86,75.0,,0.75,64.5
2017-02-17,85,75.0,,0.75,63.75
2017-02-18,82,75.0,,0.75,61.5
2017-02-19,90,75.0,,0.75,67.5
2017-02-20,99,75.0,,0.75,74.25
2017-02-21,94,75.0,,0.75,70.5
2017-02-22,91,75.0,,0.75,68.25
2017-02-23,92,75.0,,0.75,69.0
2017-02-24,82,75.0,,0.75,61.5
2017-02-25,94,75.0,,0.75,70.5
2017-02-26,95,75.0,,0.75,71.25
2017-02-27,88,75.0,,0.75,66.0
2017-02-28,94,75.0,,0.75,70.5
2017-03-01,89,79.0,False,0.79,70.31
2017-03-02,85,79.0,,0.79,67.15
2017-03-03,97,79.0,,0.79,76.63000000000001
2017-03-04,97,79.0,,0.79,76.63000000000001
2017-03-05,100,79.0,,0.79,79.0
2017-03-06,88,79.0,,0.79,69.52000000000001
2017-03-07,97,79.0,,0.79,76.63000000000001
2017-03-08,89,79.0,,0.79,70.31
2017-03-09,87,79.0,,0.79,68.73
2017-03-10,91,79.0,,0.79,71.89
2017-03-11,90,79.0,,0.79,71.10000000000001
2017-03-12,95,79.0,,0.79,75.05
2017-03-13,84,79.0,,0.79,66.36
2017-03-14,94,79.0,,0.79,74.26
2017-03-15,85,79.0,,0.79,67.15
2017-03-16,89,79.0,,0.79,70.31
2017-03-17,85,79.0,,0.79,67.15
2017-03-18,90,79.0,,0.79,71.10000000000001
2017-03-19,86,79.0,,0.79,67.94
2017-03-20,80,79.0,,0.79,63.2
2017-03-21,90,79.0,,0.79,71.10000000000001
2017-03-22,90,79.0,,0.79,71.10000000000001
2017-03-23,93,79.0,,0.79,73.47
2017-03-24,83,79.0,,0.79,65.57000000000001
2017-03-25,90,79.0,,0.79,71.10000000000001
2017-03-26,92,79.0,,0.79,72.68
2017-03-27,83,79.0,,0.79,65.57000000000001
2017-03-28,92,79.0,,0.79,72.68
2017-03-29,86,79.0,,0.79,67.94
2017-03-30,82,79.0,,0.79,64.78
2017-03-31,88,79.0,,0.79,69.52000000000001
2017-04-01,99,75.0,False,0.75,74.25
2017-04-02,98,75.0,,0.75,73.5
2017-04-03,100,75.0,,0.75,75.0
2017-04-04,97,75.0,,0.75,72.75
2017-04-05,96,75.0,,0.75,72.0
2017-04-06,94,75.0,,0.75,70.5
2017-04-07,87,75.0,,0.75,65.25
2017-04-08,100,75.0,,0.75,75.0
2017-04-09,99,75.0,,0.75,74.25
2017-04-10,92,75.0,,0.75,69.0
2017-04-11,94,75.0,,0.75,70.5
2017-04-12,94,75.0,,0.75,70.5
2017-04-13,96,75.0,,0.75,72.0
2017-04-14,90,75.0,,0.75,67.5
2017-04-15,83,75.0,,0.75,62.25
2017-04-16,88,75.0,,0.75,66.0
2017-04-17,95,75.0,,0.75,71.25
2017-04-18,95,75.0,,0.75,71.25
2017-04-19,97,75.0,,0.75,72.75
2017-04-20,86,75.0,,0.75,64.5
2017-04-21,88,75.0,,0.75,66.0
2017-04-22,86,75.0,,0.75,64.5
2017-04-23,92,75.0,,0.75,69.0
2017-04-24,91,75.0,,0.75,68.25
2017-04-25,85,75.0,,0.75,63.75
2017-04-26,90,75.0,,0.75,67.5
2017-04-27,81,75.0,,0.75,60.75
2017-04-28,89,75.0,,0.75,66.75
2017-04-29,79,75.0,,0.75,59.25
2017-04-30,96,75.0,,0.75,72.0
2017-05-01,90,74.0,False,0.74,66.6
2017-05-02,92,74.0,,0.74,68.08
2017-05-03,92,74.0,,0.74,68.08
2017-05-04,86,74.0,,0.74,63.64
2017-05-05,85,74.0,,0.74,62.9
2017-05-06,96,74.0,,0.74,71.03999999999999
2017-05-07,88,74.0,,0.74,65.12
2017-05-08,96,74.0,,0.74,71.03999999999999
2017-05-09,88,74.0,,0.74,65.12
2017-05-10,85,74.0,,0.74,62.9
2017-05-11,91,74.0,,0.74,67.34
2017-05-12,83,74.0,,0.74,61.42
2017-05-13,82,74.0,,0.74,60.68
2017-05-14,88,74.0,,0.74,65.12
2017-05-15,100,74.0,,0.74,74.0
2017-05-16,86,74.0,,0.74,63.64
2017-05-17,80,74.0,,0.74,59.2
2017-05-18,82,74.0,,0.74,60.68
2017-05-19,79,74.0,,0.74,58.46
2017-05-20,93,74.0,,0.74,68.82
2017-05-21,86,74.0,,0.74,63.64
2017-05-22,84,74.0,,0.74,62.16
2017-05-23,86,74.0,,0.74,63.64
2017-05-24,86,74.0,,0.74,63.64
2017-05-25,85,74.0,,0.74,62.9
2017-05-26,85,74.0,,0.74,62.9
2017-05-27,83,74.0,,0.74,61.42
2017-05-28,84,74.0,,0.74,62.16
2017-05-29,93,74.0,,0.74,68.82
2017-05-30,98,74.0,,0.74,72.52
2017-05-31,97,74.0,,0.74,71.78
2017-06-01,87,81.0,False,0.81,70.47
2017-06-02,95,81.0,,0.81,76.95
2017-06-03,94,81.0,,0.81,76.14
2017-06-04,89,81.0,,0.81,72.09
2017-06-05,97,81.0,,0.81,78.57000000000001
2017-06-06,97,81.0,,0.81,78.57000000000001
2017-06-07,100,81.0,,0.81,81.0
2017-06-08,89,81.0,,0.81,72.09
2017-06-09,83,81.0,,0.81,67.23
2017-06-10,90,81.0,,0.81,72.9
2017-06-11,89,81.0,,0.81,72.09
2017-06-12,92,81.0,,0.81,74.52000000000001
2017-06-13,91,81.0,,0.81,73.71000000000001
2017-06-14,90,81.0,,0.81,72.9
2017-06-15,100,81.0,,0.81,81.0
2017-06-16,96,81.0,,0.81,77.76
2017-06-17,93,81.0,,0.81,75.33
2017-06-18,91,81.0,,0.81,73.71000000000001
2017-06-19,97,81.0,,0.81,78.57000000000001
2017-06-20,92,81.0,,0.81,74.52000000000001
2017-06-21,88,81.0,,0.81,71.28
2017-06-22,92,81.0,,0.81,74.52000000000001
2017-06-23,88,81.0,,0.81,71.28
2017-06-24,89,81.0,,0.81,72.09
2017-06-25,94,81.0,,0.81,76.14
2017-06-26,96,81.0,,0.81,77.76
2017-06-27,95,81.0,,0.81,76.95
2017-06-28,100,81.0,,0.81,81.0
2017-06-29,96,81.0,,0.81,77.76
2017-06-30,94,81.0,,0.81,76.14
2017-07-01,94,83.0,False,0.83,78.02
2017-07-02,89,83.0,,0.83,73.86999999999999
2017-07-03,95,83.0,,0.83,78.85
2017-07-04,89,83.0,,0.83,73.86999999999999
2017-07-05,94,83.0,,0.83,78.02
2017-07-06,98,83.0,,0.83,81.33999999999999
2017-07-07,87,83.0,,0.83,72.21
2017-07-08,86,83.0,,0.83,71.38
2017-07-09,93,83.0,,0.83,77.19
2017-07-10,92,83.0,,0.83,76.36
2017-07-11,92,83.0,,0.83,76.36
2017-07-12,97,83.0,,0.83,80.50999999999999
2017-07-13,89,83.0,,0.83,73.86999999999999
2017-07-14,83,83.0,,0.83,68.89
2017-07-15,94,83.0,,0.83,78.02
2017-07-16,86,83.0,,0.83,71.38
2017-07-17,88,83.0,,0.83,73.03999999999999
2017-07-18,85,83.0,,0.83,70.55
2017-07-19,87,83.0,,0.83,72.21
2017-07-20,89,83.0,,0.83,73.86999999999999
2017-07-21,94,83.0,,0.83,78.02
2017-07-22,90,83.0,,0.83,74.7
2017-07-23,88,83.0,,0.83,73.03999999999999
2017-07-24,94,83.0,,0.83,78.02
2017-07-25,93,83.0,,0.83,77.19
2017-07-26,100,83.0,,0.83,83.0
2017-07-27,90,83.0,,0.83,74.7
2017-07-28,89,83.0,,0.83,73.86999999999999
2017-07-29,88,83.0,,0.83,73.03999999999999
2017-07-30,86,83.0,,0.83,71.38
2017-07-31,93,83.0,,0.83,77.19
2017-08-01,96,84.0,False,0.84,80.64
2017-08-02,100,84.0,,0.84,84.0
2017-08-03,95,84.0,,0.84,79.8
2017-08-04,88,84.0,,0.84,73.92
2017-08-05,83,84.0,,0.84,69.72
2017-08-06,85,84.0,,0.84,71.39999999999999
2017-08-07,82,84.0,,0.84,68.88
2017-08-08,92,84.0,,0.84,77.28
2017-08-09,88,84.0,,0.84,73.92
2017-08-10,83,84.0,,0.84,69.72
2017-08-11,86,84.0,,0.84,72.24
2017-08-12,84,84.0,,0.84,70.56
2017-08-13,82,84.0,,0.84,68.88
2017-08-14,81,84.0,,0.84,68.03999999999999
2017-08-15,83,84.0,,0.84,69.72
2017-08-16,79,84.0,,0.84,66.36
2017-08-17,86,84.0,,0.84,72.24
2017-08-18,83,84.0,,0.84,69.72
2017-08-19,78,84.0,,0.84,65.52
2017-08-20,77,84.0,,0.84,64.67999999999999
2017-08-21,79,84.0,,0.84,66.36
2017-08-22,82,84.0,,0.84,68.88
2017-08-23,84,84.0,,0.84,70.56
2017-08-24,80,84.0,,0.84,67.2
2017-08-25,78,84.0,,0.84,65.52
2017-08-26,80,84.0,,0.84,67.2
2017-08-27,80,84.0,,0.84,67.2
2017-08-28,78,84.0,,0.84,65.52
2017-08-29,79,84.0,,0.84,66.36
2017-08-30,79,84.0,,0.84,66.36
2017-08-31,84,84.0,,0.84,70.56
2017-09-01,94,72.0,False,0.72,67.67999999999999
2017-09-02,97,72.0,,0.72,69.84
2017-09-03,91,72.0,,0.72,65.52
2017-09-04,97,72.0,,0.72,69.84
2017-09-05,87,72.0,,0.72,62.64
2017-09-06,88,72.0,,0.72,63.36
2017-09-07,91,72.0,,0.72,65.52
2017-09-08,87,72.0,,0.72,62.64
2017-09-09,87,72.0,,0.72,62.64
2017-09-10,81,72.0,,0.72,58.32
2017-09-11,81,72.0,,0.72,58.32
2017-09-12,85,72.0,,0.72,61.199999999999996
2017-09-13,96,72.0,,0.72,69.12
2017-09-14,94,72.0,,0.72,67.67999999999999
2017-09-15,100,72.0,,0.72,72.0
2017-09-16,94,72.0,,0.72,67.67999999999999
2017-09-17,93,72.0,,0.72,66.96
2017-09-18,89,72.0,,0.72,64.08
2017-09-19,88,72.0,,0.72,63.36
2017-09-20,95,72.0,,0.72,68.39999999999999
2017-09-21,88,72.0,,0.72,63.36
2017-09-22,100,72.0,,0.72,72.0
2017-09-23,92,72.0,,0.72,66.24
2017-09-24,88,72.0,,0.72,63.36
2017-09-25,93,72.0,,0.72,66.96
2017-09-26,92,72.0,,0.72,66.24
2017-09-27,97,72.0,,0.72,69.84
2017-09-28,89,72.0,,0.72,64.08
2017-09-29,87,72.0,,0.72,62.64
2017-09-30,87,72.0,,0.72,62.64
2017-10-01,100,76.0,False,0.76,76.0
2017-10-02,87,76.0,,0.76,66.12
2017-10-03,89,76.0,,0.76,67.64
2017-10-04,91,76.0,,0.76,69.16
2017-10-05,90,76.0,,0.76,68.4
2017-10-06,85,76.0,,0.76,64.6
2017-10-07,90,76.0,,0.76,68.4
2017-10-08,86,76.0,,0.76,65.36
2017-10-09,93,76.0,,0.76,70.68
2017-10-10,96,76.0,,0.76,72.96000000000001
2017-10-11,90,76.0,,0.76,68.4
2017-10-12,90,76.0,,0.76,68.4
2017-10-13,89,76.0,,0.76,67.64
2017-10-14,96,76.0,,0.76,72.96000000000001
2017-10-15,84,76.0,,0.76,63.84
2017-10-16,93,76.0,,0.76,70.68
2017-10-17,94,76.0,,0.76,71.44
2017-10-18,97,76.0,,0.76,73.72
2017-10-19,83,76.0,,0.76,63.08
2017-10-20,96,76.0,,0.76,72.96000000000001
2017-10-21,92,76.0,,0.76,69.92
2017-10-22,85,76.0,,0.76,64.6
2017-10-23,98,76.0,,0.76,74.48
2017-10-24,97,76.0,,0.76,73.72
2017-10-25,90,76.0,,0.76,68.4
2017-10-26,87,76.0,,0.76,66.12
2017-10-27,91,76.0,,0.76,69.16
2017-10-28,87,76.0,,0.76,66.12
2017-10-29,91,76.0,,0.76,69.16
2017-10-30,92,76.0,,0.76,69.92
2017-10-31,85,76.0,,0.76,64.6
2017-11-01,91,81.0,False,0.81,73.71000000000001
2017-11-02,91,81.0,,0.81,73.71000000000001
2017-11-03,86,81.0,,0.81,69.66000000000001
2017-11-04,91,81.0,,0.81,73.71000000000001
2017-11-05,97,81.0,,0.81,78.57000000000001
2017-11-06,89,81.0,,0.81,72.09
2017-11-07,94,81.0,,0.81,76.14
2017-11-08,95,81.0,,0.81,76.95
2017-11-09,87,81.0,,0.81,70.47
2017-11-10,97,81.0,,0.81,78.57000000000001
2017-11-11,90,81.0,,0.81,72.9
2017-11-12,92,81.0,,0.81,74.52000000000001
2017-11-13,91,81.0,,0.81,73.71000000000001
2017-11-14,89,81.0,,0.81,72.09
2017-11-15,94,81.0,,0.81,76.14
2017-11-16,85,81.0,,0.81,68.85000000000001
2017-11-17,90,81.0,,0.81,72.9
2017-11-18,84,81.0,,0.81,68.04
2017-11-19,90,81.0,,0.81,72.9
2017-11-20,87,81.0,,0.81,70.47
2017-11-21,94,81.0,,0.81,76.14
2017-11-22,93,81.0,,0.81,75.33
2017-11-23,73,81.0,,0.81,59.13
