date,patron_unscaled,patron_monthly,isPartial,scale,patron
2012-07-05,51,86.0,,0.86,43.86
2012-07-06,61,86.0,,0.86,52.46
2012-07-07,53,86.0,,0.86,45.58
2012-07-08,58,86.0,,0.86,49.88
2012-07-09,60,86.0,,0.86,51.6
2012-07-10,76,86.0,,0.86,65.36
2012-07-11,80,86.0,,0.86,68.8
2012-07-12,68,86.0,,0.86,58.48
2012-07-13,71,86.0,,0.86,61.06
2012-07-14,99,86.0,,0.86,85.14
2012-07-15,98,86.0,,0.86,84.28
2012-07-16,68,86.0,,0.86,58.48
2012-07-17,77,86.0,,0.86,66.22
2012-07-18,81,86.0,,0.86,69.66
2012-07-19,82,86.0,,0.86,70.52
2012-07-20,73,86.0,,0.86,62.78
2012-07-21,92,86.0,,0.86,79.12
2012-07-22,82,86.0,,0.86,70.52
2012-07-23,64,86.0,,0.86,55.04
2012-07-24,53,86.0,,0.86,45.58
2012-07-25,77,86.0,,0.86,66.22
2012-07-26,81,86.0,,0.86,69.66
2012-07-27,89,86.0,,0.86,76.53999999999999
2012-07-28,100,86.0,,0.86,86.0
2012-07-29,69,86.0,,0.86,59.339999999999996
2012-07-30,57,86.0,,0.86,49.019999999999996
2012-07-31,78,86.0,,0.86,67.08
2012-08-01,78,92.0,False,0.92,71.76
2012-08-02,77,92.0,,0.92,70.84
2012-08-03,86,92.0,,0.92,79.12
2012-08-04,100,92.0,,0.92,92.0
2012-08-05,77,92.0,,0.92,70.84
2012-08-06,42,92.0,,0.92,38.64
2012-08-07,76,92.0,,0.92,69.92
2012-08-08,84,92.0,,0.92,77.28
2012-08-09,76,92.0,,0.92,69.92
2012-08-10,80,92.0,,0.92,73.60000000000001
2012-08-11,83,92.0,,0.92,76.36
2012-08-12,85,92.0,,0.92,78.2
2012-08-13,63,92.0,,0.92,57.96
2012-08-14,67,92.0,,0.92,61.64
2012-08-15,70,92.0,,0.92,64.4
2012-08-16,71,92.0,,0.92,65.32000000000001
2012-08-17,90,92.0,,0.92,82.8
2012-08-18,97,92.0,,0.92,89.24000000000001
2012-08-19,63,92.0,,0.92,57.96
2012-08-20,67,92.0,,0.92,61.64
2012-08-21,77,92.0,,0.92,70.84
2012-08-22,75,92.0,,0.92,69.0
2012-08-23,94,92.0,,0.92,86.48
2012-08-24,84,92.0,,0.92,77.28
2012-08-25,91,92.0,,0.92,83.72
2012-08-26,85,92.0,,0.92,78.2
2012-08-27,61,92.0,,0.92,56.120000000000005
2012-08-28,78,92.0,,0.92,71.76
2012-08-29,64,92.0,,0.92,58.88
2012-08-30,86,92.0,,0.92,79.12
2012-08-31,82,92.0,,0.92,75.44
2012-09-01,86,100.0,False,1.0,86.0
2012-09-02,68,100.0,,1.0,68.0
2012-09-03,66,100.0,,1.0,66.0
2012-09-04,74,100.0,,1.0,74.0
2012-09-05,65,100.0,,1.0,65.0
2012-09-06,74,100.0,,1.0,74.0
2012-09-07,74,100.0,,1.0,74.0
2012-09-08,85,100.0,,1.0,85.0
2012-09-09,70,100.0,,1.0,70.0
2012-09-10,50,100.0,,1.0,50.0
2012-09-11,71,100.0,,1.0,71.0
2012-09-12,80,100.0,,1.0,80.0
2012-09-13,69,100.0,,1.0,69.0
2012-09-14,61,100.0,,1.0,61.0
2012-09-15,100,100.0,,1.0,100.0
2012-09-16,66,100.0,,1.0,66.0
2012-09-17,57,100.0,,1.0,57.0
2012-09-18,100,100.0,,1.0,100.0
2012-09-19,85,100.0,,1.0,85.0
2012-09-20,65,100.0,,1.0,65.0
2012-09-21,93,100.0,,1.0,93.0
2012-09-22,91,100.0,,1.0,91.0
2012-09-23,90,100.0,,1.0,90.0
2012-09-24,55,100.0,,1.0,55.0
2012-09-25,72,100.0,,1.0,72.0
2012-09-26,85,100.0,,1.0,85.0
2012-09-27,85,100.0,,1.0,85.0
2012-09-28,92,100.0,,1.0,92.0
2012-09-29,95,100.0,,1.0,95.0
2012-09-30,68,100.0,,1.0,68.0
2012-10-01,55,98.0,False,0.98,53.9
2012-10-02,81,98.0,,0.98,79.38
2012-10-03,90,98.0,,0.98,88.2
2012-10-04,86,98.0,,0.98,84.28
2012-10-05,86,98.0,,0.98,84.28
2012-10-06,91,98.0,,0.98,89.17999999999999
2012-10-07,82,98.0,,0.98,80.36
2012-10-08,66,98.0,,0.98,64.67999999999999
2012-10-09,71,98.0,,0.98,69.58
2012-10-10,81,98.0,,0.98,79.38
2012-10-11,88,98.0,,0.98,86.24
2012-10-12,93,98.0,,0.98,91.14
2012-10-13,78,98.0,,0.98,76.44
2012-10-14,88,98.0,,0.98,86.24
2012-10-15,68,98.0,,0.98,66.64
2012-10-16,98,98.0,,0.98,96.03999999999999
2012-10-17,97,98.0,,0.98,95.06
2012-10-18,100,98.0,,0.98,98.0
2012-10-19,73,98.0,,0.98,71.53999999999999
2012-10-20,83,98.0,,0.98,81.34
2012-10-21,86,98.0,,0.98,84.28
2012-10-22,79,98.0,,0.98,77.42
2012-10-23,78,98.0,,0.98,76.44
2012-10-24,96,98.0,,0.98,94.08
2012-10-25,80,98.0,,0.98,78.4
2012-10-26,95,98.0,,0.98,93.1
2012-10-27,94,98.0,,0.98,92.12
2012-10-28,84,98.0,,0.98,82.32
2012-10-29,70,98.0,,0.98,68.6
2012-10-30,72,98.0,,0.98,70.56
2012-10-31,81,98.0,,0.98,79.38
2012-11-01,87,84.0,False,0.84,73.08
2012-11-02,96,84.0,,0.84,80.64
2012-11-03,95,84.0,,0.84,79.8
2012-11-04,98,84.0,,0.84,82.32
2012-11-05,72,84.0,,0.84,60.48
2012-11-06,98,84.0,,0.84,82.32
2012-11-07,57,84.0,,0.84,47.879999999999995
2012-11-08,83,84.0,,0.84,69.72
2012-11-09,77,84.0,,0.84,64.67999999999999
2012-11-10,95,84.0,,0.84,79.8
2012-11-11,100,84.0,,0.84,84.0
2012-11-12,80,84.0,,0.84,67.2
2012-11-13,88,84.0,,0.84,73.92
2012-11-14,84,84.0,,0.84,70.56
2012-11-15,89,84.0,,0.84,74.75999999999999
2012-11-16,77,84.0,,0.84,64.67999999999999
2012-11-17,95,84.0,,0.84,79.8
2012-11-18,79,84.0,,0.84,66.36
2012-11-19,53,84.0,,0.84,44.519999999999996
2012-11-20,100,84.0,,0.84,84.0
2012-11-21,95,84.0,,0.84,79.8
2012-11-22,96,84.0,,0.84,80.64
2012-11-23,59,84.0,,0.84,49.559999999999995
2012-11-24,81,84.0,,0.84,68.03999999999999
2012-11-25,54,84.0,,0.84,45.36
2012-11-26,68,84.0,,0.84,57.12
2012-11-27,64,84.0,,0.84,53.76
2012-11-28,75,84.0,,0.84,63.0
2012-11-29,58,84.0,,0.84,48.72
2012-11-30,62,84.0,,0.84,52.08
2012-12-01,68,67.0,False,0.67,45.56
2012-12-02,69,67.0,,0.67,46.230000000000004
2012-12-03,64,67.0,,0.67,42.88
2012-12-04,69,67.0,,0.67,46.230000000000004
2012-12-05,97,67.0,,0.67,64.99000000000001
2012-12-06,63,67.0,,0.67,42.21
2012-12-07,89,67.0,,0.67,59.63
2012-12-08,96,67.0,,0.67,64.32000000000001
2012-12-09,89,67.0,,0.67,59.63
2012-12-10,85,67.0,,0.67,56.95
2012-12-11,78,67.0,,0.67,52.260000000000005
2012-12-12,88,67.0,,0.67,58.96
2012-12-13,91,67.0,,0.67,60.970000000000006
2012-12-14,71,67.0,,0.67,47.57
2012-12-15,82,67.0,,0.67,54.940000000000005
2012-12-16,93,67.0,,0.67,62.31
2012-12-17,86,67.0,,0.67,57.620000000000005
2012-12-18,83,67.0,,0.67,55.61000000000001
2012-12-19,76,67.0,,0.67,50.92
2012-12-20,79,67.0,,0.67,52.93
2012-12-21,82,67.0,,0.67,54.940000000000005
2012-12-22,92,67.0,,0.67,61.64
2012-12-23,81,67.0,,0.67,54.27
2012-12-24,100,67.0,,0.67,67.0
2012-12-25,95,67.0,,0.67,63.650000000000006
2012-12-26,76,67.0,,0.67,50.92
2012-12-27,60,67.0,,0.67,40.2
2012-12-28,73,67.0,,0.67,48.910000000000004
2012-12-29,79,67.0,,0.67,52.93
2012-12-30,84,67.0,,0.67,56.28
2012-12-31,96,67.0,,0.67,64.32000000000001
2013-01-01,100,59.0,False,0.59,59.0
2013-01-02,74,59.0,,0.59,43.66
2013-01-03,73,59.0,,0.59,43.07
2013-01-04,79,59.0,,0.59,46.61
2013-01-05,82,59.0,,0.59,48.379999999999995
2013-01-06,77,59.0,,0.59,45.43
2013-01-07,72,59.0,,0.59,42.48
2013-01-08,73,59.0,,0.59,43.07
2013-01-09,79,59.0,,0.59,46.61
2013-01-10,61,59.0,,0.59,35.989999999999995
2013-01-11,79,59.0,,0.59,46.61
2013-01-12,91,59.0,,0.59,53.69
2013-01-13,83,59.0,,0.59,48.97
2013-01-14,65,59.0,,0.59,38.35
2013-01-15,61,59.0,,0.59,35.989999999999995
2013-01-16,81,59.0,,0.59,47.79
2013-01-17,77,59.0,,0.59,45.43
2013-01-18,77,59.0,,0.59,45.43
2013-01-19,81,59.0,,0.59,47.79
2013-01-20,86,59.0,,0.59,50.739999999999995
2013-01-21,55,59.0,,0.59,32.449999999999996
2013-01-22,64,59.0,,0.59,37.76
2013-01-23,91,59.0,,0.59,53.69
2013-01-24,82,59.0,,0.59,48.379999999999995
2013-01-25,84,59.0,,0.59,49.559999999999995
2013-01-26,96,59.0,,0.59,56.64
2013-01-27,98,59.0,,0.59,57.82
2013-01-28,62,59.0,,0.59,36.58
2013-01-29,66,59.0,,0.59,38.94
2013-01-30,78,59.0,,0.59,46.019999999999996
2013-01-31,76,59.0,,0.59,44.839999999999996
2013-02-01,79,54.0,False,0.54,42.660000000000004
2013-02-02,95,54.0,,0.54,51.300000000000004
2013-02-03,100,54.0,,0.54,54.0
2013-02-04,75,54.0,,0.54,40.5
2013-02-05,62,54.0,,0.54,33.480000000000004
2013-02-06,63,54.0,,0.54,34.02
2013-02-07,80,54.0,,0.54,43.2
2013-02-08,54,54.0,,0.54,29.160000000000004
2013-02-09,71,54.0,,0.54,38.34
2013-02-10,92,54.0,,0.54,49.68000000000001
2013-02-11,50,54.0,,0.54,27.0
2013-02-12,62,54.0,,0.54,33.480000000000004
2013-02-13,62,54.0,,0.54,33.480000000000004
2013-02-14,88,54.0,,0.54,47.52
2013-02-15,82,54.0,,0.54,44.28
2013-02-16,77,54.0,,0.54,41.580000000000005
2013-02-17,68,54.0,,0.54,36.72
2013-02-18,65,54.0,,0.54,35.1
2013-02-19,65,54.0,,0.54,35.1
2013-02-20,67,54.0,,0.54,36.18
2013-02-21,80,54.0,,0.54,43.2
2013-02-22,80,54.0,,0.54,43.2
2013-02-23,81,54.0,,0.54,43.74
2013-02-24,94,54.0,,0.54,50.760000000000005
2013-02-25,66,54.0,,0.54,35.64
2013-02-26,63,54.0,,0.54,34.02
2013-02-27,60,54.0,,0.54,32.400000000000006
2013-02-28,83,54.0,,0.54,44.82
2013-03-01,67,61.0,False,0.61,40.87
2013-03-02,78,61.0,,0.61,47.58
2013-03-03,74,61.0,,0.61,45.14
2013-03-04,55,61.0,,0.61,33.55
2013-03-05,67,61.0,,0.61,40.87
2013-03-06,59,61.0,,0.61,35.99
2013-03-07,57,61.0,,0.61,34.769999999999996
2013-03-08,65,61.0,,0.61,39.65
2013-03-09,75,61.0,,0.61,45.75
2013-03-10,73,61.0,,0.61,44.53
2013-03-11,60,61.0,,0.61,36.6
2013-03-12,62,61.0,,0.61,37.82
2013-03-13,91,61.0,,0.61,55.51
2013-03-14,100,61.0,,0.61,61.0
2013-03-15,93,61.0,,0.61,56.73
2013-03-16,97,61.0,,0.61,59.17
2013-03-17,98,61.0,,0.61,59.78
2013-03-18,76,61.0,,0.61,46.36
2013-03-19,82,61.0,,0.61,50.019999999999996
2013-03-20,66,61.0,,0.61,40.26
2013-03-21,62,61.0,,0.61,37.82
2013-03-22,62,61.0,,0.61,37.82
2013-03-23,72,61.0,,0.61,43.92
2013-03-24,71,61.0,,0.61,43.31
2013-03-25,60,61.0,,0.61,36.6
2013-03-26,58,61.0,,0.61,35.38
2013-03-27,59,61.0,,0.61,35.99
2013-03-28,62,61.0,,0.61,37.82
2013-03-29,82,61.0,,0.61,50.019999999999996
2013-03-30,75,61.0,,0.61,45.75
2013-03-31,67,61.0,,0.61,40.87
2013-04-01,70,54.0,False,0.54,37.800000000000004
2013-04-02,58,54.0,,0.54,31.32
2013-04-03,77,54.0,,0.54,41.580000000000005
2013-04-04,73,54.0,,0.54,39.42
2013-04-05,74,54.0,,0.54,39.96
2013-04-06,87,54.0,,0.54,46.980000000000004
2013-04-07,74,54.0,,0.54,39.96
2013-04-08,72,54.0,,0.54,38.88
2013-04-09,73,54.0,,0.54,39.42
2013-04-10,60,54.0,,0.54,32.400000000000006
2013-04-11,81,54.0,,0.54,43.74
2013-04-12,90,54.0,,0.54,48.6
2013-04-13,90,54.0,,0.54,48.6
2013-04-14,91,54.0,,0.54,49.14
2013-04-15,80,54.0,,0.54,43.2
2013-04-16,65,54.0,,0.54,35.1
2013-04-17,71,54.0,,0.54,38.34
2013-04-18,79,54.0,,0.54,42.660000000000004
2013-04-19,55,54.0,,0.54,29.700000000000003
2013-04-20,95,54.0,,0.54,51.300000000000004
2013-04-21,77,54.0,,0.54,41.580000000000005
2013-04-22,77,54.0,,0.54,41.580000000000005
2013-04-23,91,54.0,,0.54,49.14
2013-04-24,56,54.0,,0.54,30.240000000000002
2013-04-25,70,54.0,,0.54,37.800000000000004
2013-04-26,68,54.0,,0.54,36.72
2013-04-27,100,54.0,,0.54,54.0
2013-04-28,69,54.0,,0.54,37.260000000000005
2013-04-29,71,54.0,,0.54,38.34
2013-04-30,90,54.0,,0.54,48.6
2013-05-01,66,53.0,False,0.53,34.980000000000004
2013-05-02,72,53.0,,0.53,38.160000000000004
2013-05-03,75,53.0,,0.53,39.75
2013-05-04,93,53.0,,0.53,49.29
2013-05-05,96,53.0,,0.53,50.88
2013-05-06,74,53.0,,0.53,39.22
2013-05-07,64,53.0,,0.53,33.92
2013-05-08,54,53.0,,0.53,28.62
2013-05-09,58,53.0,,0.53,30.740000000000002
2013-05-10,68,53.0,,0.53,36.04
2013-05-11,64,53.0,,0.53,33.92
2013-05-12,100,53.0,,0.53,53.0
2013-05-13,63,53.0,,0.53,33.39
2013-05-14,62,53.0,,0.53,32.86
2013-05-15,56,53.0,,0.53,29.68
2013-05-16,66,53.0,,0.53,34.980000000000004
2013-05-17,66,53.0,,0.53,34.980000000000004
2013-05-18,60,53.0,,0.53,31.8
2013-05-19,74,53.0,,0.53,39.22
2013-05-20,65,53.0,,0.53,34.45
2013-05-21,54,53.0,,0.53,28.62
2013-05-22,58,53.0,,0.53,30.740000000000002
2013-05-23,62,53.0,,0.53,32.86
2013-05-24,68,53.0,,0.53,36.04
2013-05-25,90,53.0,,0.53,47.7
2013-05-26,83,53.0,,0.53,43.99
2013-05-27,57,53.0,,0.53,30.21
2013-05-28,58,53.0,,0.53,30.740000000000002
2013-05-29,58,53.0,,0.53,30.740000000000002
2013-05-30,70,53.0,,0.53,37.1
2013-05-31,52,53.0,,0.53,27.560000000000002
2013-06-01,96,50.0,False,0.5,48.0
2013-06-02,94,50.0,,0.5,47.0
2013-06-03,71,50.0,,0.5,35.5
2013-06-04,70,50.0,,0.5,35.0
2013-06-05,66,50.0,,0.5,33.0
2013-06-06,70,50.0,,0.5,35.0
2013-06-07,81,50.0,,0.5,40.5
2013-06-08,95,50.0,,0.5,47.5
2013-06-09,80,50.0,,0.5,40.0
2013-06-10,67,50.0,,0.5,33.5
2013-06-11,78,50.0,,0.5,39.0
2013-06-12,53,50.0,,0.5,26.5
2013-06-13,71,50.0,,0.5,35.5
2013-06-14,73,50.0,,0.5,36.5
2013-06-15,100,50.0,,0.5,50.0
2013-06-16,80,50.0,,0.5,40.0
2013-06-17,67,50.0,,0.5,33.5
2013-06-18,63,50.0,,0.5,31.5
2013-06-19,87,50.0,,0.5,43.5
2013-06-20,74,50.0,,0.5,37.0
2013-06-21,84,50.0,,0.5,42.0
2013-06-22,60,50.0,,0.5,30.0
2013-06-23,74,50.0,,0.5,37.0
2013-06-24,54,50.0,,0.5,27.0
2013-06-25,63,50.0,,0.5,31.5
2013-06-26,58,50.0,,0.5,29.0
2013-06-27,66,50.0,,0.5,33.0
2013-06-28,70,50.0,,0.5,35.0
2013-06-29,87,50.0,,0.5,43.5
2013-06-30,90,50.0,,0.5,45.0
2013-07-01,63,50.0,False,0.5,31.5
2013-07-02,67,50.0,,0.5,33.5
2013-07-03,62,50.0,,0.5,31.0
2013-07-04,80,50.0,,0.5,40.0
2013-07-05,73,50.0,,0.5,36.5
2013-07-06,83,50.0,,0.5,41.5
2013-07-07,81,50.0,,0.5,40.5
2013-07-08,60,50.0,,0.5,30.0
2013-07-09,63,50.0,,0.5,31.5
2013-07-10,63,50.0,,0.5,31.5
2013-07-11,81,50.0,,0.5,40.5
2013-07-12,67,50.0,,0.5,33.5
2013-07-13,89,50.0,,0.5,44.5
2013-07-14,84,50.0,,0.5,42.0
2013-07-15,56,50.0,,0.5,28.0
2013-07-16,51,50.0,,0.5,25.5
2013-07-17,76,50.0,,0.5,38.0
2013-07-18,65,50.0,,0.5,32.5
2013-07-19,79,50.0,,0.5,39.5
2013-07-20,74,50.0,,0.5,37.0
2013-07-21,72,50.0,,0.5,36.0
2013-07-22,60,50.0,,0.5,30.0
2013-07-23,61,50.0,,0.5,30.5
2013-07-24,68,50.0,,0.5,34.0
2013-07-25,65,50.0,,0.5,32.5
2013-07-26,100,50.0,,0.5,50.0
2013-07-27,75,50.0,,0.5,37.5
2013-07-28,78,50.0,,0.5,39.0
2013-07-29,67,50.0,,0.5,33.5
2013-07-30,57,50.0,,0.5,28.5
2013-07-31,74,50.0,,0.5,37.0
2013-08-01,73,54.0,False,0.54,39.42
2013-08-02,92,54.0,,0.54,49.68000000000001
2013-08-03,100,54.0,,0.54,54.0
2013-08-04,81,54.0,,0.54,43.74
2013-08-05,62,54.0,,0.54,33.480000000000004
2013-08-06,70,54.0,,0.54,37.800000000000004
2013-08-07,61,54.0,,0.54,32.940000000000005
2013-08-08,60,54.0,,0.54,32.400000000000006
2013-08-09,75,54.0,,0.54,40.5
2013-08-10,74,54.0,,0.54,39.96
2013-08-11,91,54.0,,0.54,49.14
2013-08-12,68,54.0,,0.54,36.72
2013-08-13,62,54.0,,0.54,33.480000000000004
2013-08-14,68,54.0,,0.54,36.72
2013-08-15,65,54.0,,0.54,35.1
2013-08-16,75,54.0,,0.54,40.5
2013-08-17,82,54.0,,0.54,44.28
2013-08-18,79,54.0,,0.54,42.660000000000004
2013-08-19,55,54.0,,0.54,29.700000000000003
2013-08-20,59,54.0,,0.54,31.860000000000003
2013-08-21,74,54.0,,0.54,39.96
2013-08-22,51,54.0,,0.54,27.540000000000003
2013-08-23,86,54.0,,0.54,46.440000000000005
2013-08-24,77,54.0,,0.54,41.580000000000005
2013-08-25,81,54.0,,0.54,43.74
2013-08-26,42,54.0,,0.54,22.68
2013-08-27,71,54.0,,0.54,38.34
2013-08-28,67,54.0,,0.54,36.18
2013-08-29,62,54.0,,0.54,33.480000000000004
2013-08-30,87,54.0,,0.54,46.980000000000004
2013-08-31,78,54.0,,0.54,42.120000000000005
2013-09-01,98,54.0,False,0.54,52.92
2013-09-02,85,54.0,,0.54,45.900000000000006
2013-09-03,75,54.0,,0.54,40.5
2013-09-04,75,54.0,,0.54,40.5
2013-09-05,74,54.0,,0.54,39.96
2013-09-06,87,54.0,,0.54,46.980000000000004
2013-09-07,96,54.0,,0.54,51.84
2013-09-08,89,54.0,,0.54,48.06
2013-09-09,65,54.0,,0.54,35.1
2013-09-10,71,54.0,,0.54,38.34
2013-09-11,77,54.0,,0.54,41.580000000000005
2013-09-12,93,54.0,,0.54,50.220000000000006
2013-09-13,82,54.0,,0.54,44.28
2013-09-14,87,54.0,,0.54,46.980000000000004
2013-09-15,75,54.0,,0.54,40.5
2013-09-16,100,54.0,,0.54,54.0
2013-09-17,69,54.0,,0.54,37.260000000000005
2013-09-18,77,54.0,,0.54,41.580000000000005
2013-09-19,70,54.0,,0.54,37.800000000000004
2013-09-20,78,54.0,,0.54,42.120000000000005
2013-09-21,82,54.0,,0.54,44.28
2013-09-22,84,54.0,,0.54,45.36
2013-09-23,69,54.0,,0.54,37.260000000000005
2013-09-24,71,54.0,,0.54,38.34
2013-09-25,74,54.0,,0.54,39.96
2013-09-26,72,54.0,,0.54,38.88
2013-09-27,69,54.0,,0.54,37.260000000000005
2013-09-28,84,54.0,,0.54,45.36
2013-09-29,89,54.0,,0.54,48.06
2013-09-30,65,54.0,,0.54,35.1
2013-10-01,64,60.0,False,0.6,38.4
2013-10-02,67,60.0,,0.6,40.199999999999996
2013-10-03,57,60.0,,0.6,34.199999999999996
2013-10-04,62,60.0,,0.6,37.199999999999996
2013-10-05,78,60.0,,0.6,46.8
2013-10-06,68,60.0,,0.6,40.8
2013-10-07,71,60.0,,0.6,42.6
2013-10-08,63,60.0,,0.6,37.8
2013-10-09,69,60.0,,0.6,41.4
2013-10-10,78,60.0,,0.6,46.8
2013-10-11,70,60.0,,0.6,42.0
2013-10-12,77,60.0,,0.6,46.199999999999996
2013-10-13,72,60.0,,0.6,43.199999999999996
2013-10-14,63,60.0,,0.6,37.8
2013-10-15,59,60.0,,0.6,35.4
2013-10-16,77,60.0,,0.6,46.199999999999996
2013-10-17,75,60.0,,0.6,45.0
2013-10-18,70,60.0,,0.6,42.0
2013-10-19,77,60.0,,0.6,46.199999999999996
2013-10-20,78,60.0,,0.6,46.8
2013-10-21,73,60.0,,0.6,43.8
2013-10-22,77,60.0,,0.6,46.199999999999996
2013-10-23,77,60.0,,0.6,46.199999999999996
2013-10-24,65,60.0,,0.6,39.0
2013-10-25,71,60.0,,0.6,42.6
2013-10-26,88,60.0,,0.6,52.8
2013-10-27,100,60.0,,0.6,60.0
2013-10-28,83,60.0,,0.6,49.8
2013-10-29,90,60.0,,0.6,54.0
2013-10-30,91,60.0,,0.6,54.6
2013-10-31,89,60.0,,0.6,53.4
2013-11-01,100,58.0,False,0.58,57.99999999999999
2013-11-02,88,58.0,,0.58,51.04
2013-11-03,83,58.0,,0.58,48.13999999999999
2013-11-04,83,58.0,,0.58,48.13999999999999
2013-11-05,67,58.0,,0.58,38.86
2013-11-06,65,58.0,,0.58,37.699999999999996
2013-11-07,65,58.0,,0.58,37.699999999999996
2013-11-08,64,58.0,,0.58,37.12
2013-11-09,69,58.0,,0.58,40.019999999999996
2013-11-10,90,58.0,,0.58,52.199999999999996
2013-11-11,61,58.0,,0.58,35.379999999999995
2013-11-12,62,58.0,,0.58,35.96
2013-11-13,54,58.0,,0.58,31.319999999999997
2013-11-14,65,58.0,,0.58,37.699999999999996
2013-11-15,64,58.0,,0.58,37.12
2013-11-16,80,58.0,,0.58,46.4
2013-11-17,64,58.0,,0.58,37.12
2013-11-18,80,58.0,,0.58,46.4
2013-11-19,47,58.0,,0.58,27.259999999999998
2013-11-20,54,58.0,,0.58,31.319999999999997
2013-11-21,53,58.0,,0.58,30.74
2013-11-22,58,58.0,,0.58,33.64
2013-11-23,63,58.0,,0.58,36.54
2013-11-24,72,58.0,,0.58,41.76
2013-11-25,54,58.0,,0.58,31.319999999999997
2013-11-26,56,58.0,,0.58,32.48
2013-11-27,53,58.0,,0.58,30.74
2013-11-28,48,58.0,,0.58,27.839999999999996
2013-11-29,60,58.0,,0.58,34.8
2013-11-30,66,58.0,,0.58,38.279999999999994
2013-12-01,71,59.0,False,0.59,41.89
2013-12-02,55,59.0,,0.59,32.449999999999996
2013-12-03,65,59.0,,0.59,38.35
2013-12-04,68,59.0,,0.59,40.12
2013-12-05,70,59.0,,0.59,41.3
2013-12-06,74,59.0,,0.59,43.66
2013-12-07,68,59.0,,0.59,40.12
2013-12-08,82,59.0,,0.59,48.379999999999995
2013-12-09,53,59.0,,0.59,31.27
2013-12-10,59,59.0,,0.59,34.809999999999995
2013-12-11,76,59.0,,0.59,44.839999999999996
2013-12-12,75,59.0,,0.59,44.25
2013-12-13,76,59.0,,0.59,44.839999999999996
2013-12-14,71,59.0,,0.59,41.89
2013-12-15,75,59.0,,0.59,44.25
2013-12-16,67,59.0,,0.59,39.53
2013-12-17,62,59.0,,0.59,36.58
2013-12-18,65,59.0,,0.59,38.35
2013-12-19,67,59.0,,0.59,39.53
2013-12-20,80,59.0,,0.59,47.199999999999996
2013-12-21,85,59.0,,0.59,50.15
2013-12-22,82,59.0,,0.59,48.379999999999995
2013-12-23,63,59.0,,0.59,37.169999999999995
2013-12-24,79,59.0,,0.59,46.61
2013-12-25,100,59.0,,0.59,59.0
2013-12-26,63,59.0,,0.59,37.169999999999995
2013-12-27,75,59.0,,0.59,44.25
2013-12-28,88,59.0,,0.59,51.919999999999995
2013-12-29,74,59.0,,0.59,43.66
2013-12-30,66,59.0,,0.59,38.94
2013-12-31,90,59.0,,0.59,53.099999999999994
2014-01-01,100,53.0,False,0.53,53.0
2014-01-02,73,53.0,,0.53,38.690000000000005
2014-01-03,69,53.0,,0.53,36.57
2014-01-04,82,53.0,,0.53,43.46
2014-01-05,86,53.0,,0.53,45.580000000000005
2014-01-06,72,53.0,,0.53,38.160000000000004
2014-01-07,62,53.0,,0.53,32.86
2014-01-08,82,53.0,,0.53,43.46
2014-01-09,73,53.0,,0.53,38.690000000000005
2014-01-10,71,53.0,,0.53,37.63
2014-01-11,75,53.0,,0.53,39.75
2014-01-12,96,53.0,,0.53,50.88
2014-01-13,76,53.0,,0.53,40.28
2014-01-14,79,53.0,,0.53,41.870000000000005
2014-01-15,73,53.0,,0.53,38.690000000000005
2014-01-16,80,53.0,,0.53,42.400000000000006
2014-01-17,67,53.0,,0.53,35.510000000000005
2014-01-18,92,53.0,,0.53,48.760000000000005
2014-01-19,76,53.0,,0.53,40.28
2014-01-20,82,53.0,,0.53,43.46
2014-01-21,71,53.0,,0.53,37.63
2014-01-22,85,53.0,,0.53,45.050000000000004
2014-01-23,59,53.0,,0.53,31.270000000000003
2014-01-24,81,53.0,,0.53,42.93
2014-01-25,81,53.0,,0.53,42.93
2014-01-26,85,53.0,,0.53,45.050000000000004
2014-01-27,79,53.0,,0.53,41.870000000000005
2014-01-28,66,53.0,,0.53,34.980000000000004
2014-01-29,71,53.0,,0.53,37.63
2014-01-30,82,53.0,,0.53,43.46
2014-01-31,80,53.0,,0.53,42.400000000000006
2014-02-01,81,55.0,False,0.55,44.550000000000004
2014-02-02,83,55.0,,0.55,45.650000000000006
2014-02-03,60,55.0,,0.55,33.0
2014-02-04,60,55.0,,0.55,33.0
2014-02-05,71,55.0,,0.55,39.050000000000004
2014-02-06,54,55.0,,0.55,29.700000000000003
2014-02-07,67,55.0,,0.55,36.85
2014-02-08,95,55.0,,0.55,52.25000000000001
2014-02-09,90,55.0,,0.55,49.50000000000001
2014-02-10,61,55.0,,0.55,33.550000000000004
2014-02-11,78,55.0,,0.55,42.900000000000006
2014-02-12,61,55.0,,0.55,33.550000000000004
2014-02-13,69,55.0,,0.55,37.95
2014-02-14,100,55.0,,0.55,55.00000000000001
2014-02-15,75,55.0,,0.55,41.25
2014-02-16,75,55.0,,0.55,41.25
2014-02-17,74,55.0,,0.55,40.7
2014-02-18,55,55.0,,0.55,30.250000000000004
2014-02-19,74,55.0,,0.55,40.7
2014-02-20,62,55.0,,0.55,34.1
2014-02-21,73,55.0,,0.55,40.150000000000006
2014-02-22,85,55.0,,0.55,46.75000000000001
2014-02-23,91,55.0,,0.55,50.050000000000004
2014-02-24,62,55.0,,0.55,34.1
2014-02-25,77,55.0,,0.55,42.35
2014-02-26,60,55.0,,0.55,33.0
2014-02-27,66,55.0,,0.55,36.300000000000004
2014-02-28,75,55.0,,0.55,41.25
