date,docker_unscaled,docker_monthly,isPartial,scale,docker
2018-06-15,72,93.0,,0.93,66.96000000000001
2018-06-16,36,93.0,,0.93,33.480000000000004
2018-06-17,37,93.0,,0.93,34.410000000000004
2018-06-18,94,93.0,,0.93,87.42
2018-06-19,90,93.0,,0.93,83.7
2018-06-20,94,93.0,,0.93,87.42
2018-06-21,90,93.0,,0.93,83.7
2018-06-22,82,93.0,,0.93,76.26
2018-06-23,29,93.0,,0.93,26.970000000000002
2018-06-24,25,93.0,,0.93,23.25
2018-06-25,81,93.0,,0.93,75.33
2018-06-26,90,93.0,,0.93,83.7
2018-06-27,98,93.0,,0.93,91.14
2018-06-28,100,93.0,,0.93,93.0
2018-06-29,78,93.0,,0.93,72.54
2018-06-30,33,93.0,,0.93,30.69
2018-07-01,37,86.0,False,0.86,31.82
2018-07-02,57,86.0,,0.86,49.019999999999996
2018-07-03,77,86.0,,0.86,66.22
2018-07-04,33,86.0,,0.86,28.38
2018-07-05,75,86.0,,0.86,64.5
2018-07-06,63,86.0,,0.86,54.18
2018-07-07,22,86.0,,0.86,18.919999999999998
2018-07-08,26,86.0,,0.86,22.36
2018-07-09,81,86.0,,0.86,69.66
2018-07-10,86,86.0,,0.86,73.96
2018-07-11,94,86.0,,0.86,80.84
2018-07-12,78,86.0,,0.86,67.08
2018-07-13,80,86.0,,0.86,68.8
2018-07-14,30,86.0,,0.86,25.8
2018-07-15,26,86.0,,0.86,22.36
2018-07-16,60,86.0,,0.86,51.6
2018-07-17,67,86.0,,0.86,57.62
2018-07-18,100,86.0,,0.86,86.0
2018-07-19,95,86.0,,0.86,81.7
2018-07-20,79,86.0,,0.86,67.94
2018-07-21,34,86.0,,0.86,29.24
2018-07-22,24,86.0,,0.86,20.64
2018-07-23,77,86.0,,0.86,66.22
2018-07-24,86,86.0,,0.86,73.96
2018-07-25,89,86.0,,0.86,76.53999999999999
2018-07-26,90,86.0,,0.86,77.4
2018-07-27,70,86.0,,0.86,60.199999999999996
2018-07-28,35,86.0,,0.86,30.099999999999998
2018-07-29,33,86.0,,0.86,28.38
2018-07-30,80,86.0,,0.86,68.8
2018-07-31,91,86.0,,0.86,78.26
2018-08-01,93,93.0,False,0.93,86.49000000000001
2018-08-02,86,93.0,,0.93,79.98
2018-08-03,80,93.0,,0.93,74.4
2018-08-04,31,93.0,,0.93,28.830000000000002
2018-08-05,32,93.0,,0.93,29.76
2018-08-06,88,93.0,,0.93,81.84
2018-08-07,84,93.0,,0.93,78.12
2018-08-08,92,93.0,,0.93,85.56
2018-08-09,90,93.0,,0.93,83.7
2018-08-10,89,93.0,,0.93,82.77000000000001
2018-08-11,25,93.0,,0.93,23.25
2018-08-12,30,93.0,,0.93,27.900000000000002
2018-08-13,77,93.0,,0.93,71.61
2018-08-14,81,93.0,,0.93,75.33
2018-08-15,95,93.0,,0.93,88.35000000000001
2018-08-16,94,93.0,,0.93,87.42
2018-08-17,76,93.0,,0.93,70.68
2018-08-18,32,93.0,,0.93,29.76
2018-08-19,32,93.0,,0.93,29.76
2018-08-20,84,93.0,,0.93,78.12
2018-08-21,100,93.0,,0.93,93.0
2018-08-22,85,93.0,,0.93,79.05
2018-08-23,93,93.0,,0.93,86.49000000000001
2018-08-24,76,93.0,,0.93,70.68
2018-08-25,34,93.0,,0.93,31.62
2018-08-26,31,93.0,,0.93,28.830000000000002
2018-08-27,74,93.0,,0.93,68.82000000000001
2018-08-28,90,93.0,,0.93,83.7
2018-08-29,92,93.0,,0.93,85.56
2018-08-30,84,93.0,,0.93,78.12
2018-08-31,71,93.0,,0.93,66.03
2018-09-01,28,86.0,False,0.86,24.08
2018-09-02,24,86.0,,0.86,20.64
2018-09-03,35,86.0,,0.86,30.099999999999998
2018-09-04,73,86.0,,0.86,62.78
2018-09-05,73,86.0,,0.86,62.78
2018-09-06,84,86.0,,0.86,72.24
2018-09-07,74,86.0,,0.86,63.64
2018-09-08,33,86.0,,0.86,28.38
2018-09-09,37,86.0,,0.86,31.82
2018-09-10,88,86.0,,0.86,75.67999999999999
2018-09-11,82,86.0,,0.86,70.52
2018-09-12,82,86.0,,0.86,70.52
2018-09-13,76,86.0,,0.86,65.36
2018-09-14,75,86.0,,0.86,64.5
2018-09-15,28,86.0,,0.86,24.08
2018-09-16,32,86.0,,0.86,27.52
2018-09-17,83,86.0,,0.86,71.38
2018-09-18,81,86.0,,0.86,69.66
2018-09-19,100,86.0,,0.86,86.0
2018-09-20,82,86.0,,0.86,70.52
2018-09-21,71,86.0,,0.86,61.06
2018-09-22,34,86.0,,0.86,29.24
2018-09-23,34,86.0,,0.86,29.24
2018-09-24,75,86.0,,0.86,64.5
2018-09-25,76,86.0,,0.86,65.36
2018-09-26,88,86.0,,0.86,75.67999999999999
2018-09-27,82,86.0,,0.86,70.52
2018-09-28,69,86.0,,0.86,59.339999999999996
2018-09-29,33,86.0,,0.86,28.38
2018-09-30,29,86.0,,0.86,24.94
2018-10-01,82,90.0,False,0.9,73.8
2018-10-02,85,90.0,,0.9,76.5
2018-10-03,91,90.0,,0.9,81.9
2018-10-04,85,90.0,,0.9,76.5
2018-10-05,75,90.0,,0.9,67.5
2018-10-06,29,90.0,,0.9,26.1
2018-10-07,28,90.0,,0.9,25.2
2018-10-08,78,90.0,,0.9,70.2
2018-10-09,79,90.0,,0.9,71.10000000000001
2018-10-10,88,90.0,,0.9,79.2
2018-10-11,100,90.0,,0.9,90.0
2018-10-12,83,90.0,,0.9,74.7
2018-10-13,45,90.0,,0.9,40.5
2018-10-14,28,90.0,,0.9,25.2
2018-10-15,85,90.0,,0.9,76.5
2018-10-16,87,90.0,,0.9,78.3
2018-10-17,91,90.0,,0.9,81.9
2018-10-18,89,90.0,,0.9,80.10000000000001
2018-10-19,76,90.0,,0.9,68.4
2018-10-20,43,90.0,,0.9,38.7
2018-10-21,24,90.0,,0.9,21.6
2018-10-22,83,90.0,,0.9,74.7
2018-10-23,96,90.0,,0.9,86.4
2018-10-24,89,90.0,,0.9,80.10000000000001
2018-10-25,98,90.0,,0.9,88.2
2018-10-26,92,90.0,,0.9,82.8
2018-10-27,31,90.0,,0.9,27.900000000000002
2018-10-28,30,90.0,,0.9,27.0
2018-10-29,72,90.0,,0.9,64.8
2018-10-30,94,90.0,,0.9,84.60000000000001
2018-10-31,87,90.0,,0.9,78.3
2018-11-01,86,86.0,False,0.86,73.96
2018-11-02,87,86.0,,0.86,74.82
2018-11-03,29,86.0,,0.86,24.94
2018-11-04,33,86.0,,0.86,28.38
2018-11-05,74,86.0,,0.86,63.64
2018-11-06,94,86.0,,0.86,80.84
2018-11-07,85,86.0,,0.86,73.1
2018-11-08,91,86.0,,0.86,78.26
2018-11-09,77,86.0,,0.86,66.22
2018-11-10,38,86.0,,0.86,32.68
2018-11-11,39,86.0,,0.86,33.54
2018-11-12,78,86.0,,0.86,67.08
2018-11-13,100,86.0,,0.86,86.0
2018-11-14,96,86.0,,0.86,82.56
2018-11-15,91,86.0,,0.86,78.26
2018-11-16,98,86.0,,0.86,84.28
2018-11-17,37,86.0,,0.86,31.82
2018-11-18,30,86.0,,0.86,25.8
2018-11-19,71,86.0,,0.86,61.06
2018-11-20,86,86.0,,0.86,73.96
2018-11-21,77,86.0,,0.86,66.22
2018-11-22,32,86.0,,0.86,27.52
2018-11-23,35,86.0,,0.86,30.099999999999998
2018-11-24,26,86.0,,0.86,22.36
2018-11-25,23,86.0,,0.86,19.78
2018-11-26,86,86.0,,0.86,73.96
2018-11-27,93,86.0,,0.86,79.98
2018-11-28,92,86.0,,0.86,79.12
2018-11-29,100,86.0,,0.86,86.0
2018-11-30,87,86.0,,0.86,74.82
2018-12-01,34,79.0,False,0.79,26.86
2018-12-02,36,79.0,,0.79,28.44
2018-12-03,82,79.0,,0.79,64.78
2018-12-04,98,79.0,,0.79,77.42
2018-12-05,93,79.0,,0.79,73.47
2018-12-06,89,79.0,,0.79,70.31
2018-12-07,76,79.0,,0.79,60.040000000000006
2018-12-08,30,79.0,,0.79,23.700000000000003
2018-12-09,42,79.0,,0.79,33.18
2018-12-10,73,79.0,,0.79,57.67
2018-12-11,90,79.0,,0.79,71.10000000000001
2018-12-12,86,79.0,,0.79,67.94
2018-12-13,79,79.0,,0.79,62.410000000000004
2018-12-14,77,79.0,,0.79,60.830000000000005
2018-12-15,29,79.0,,0.79,22.91
2018-12-16,38,79.0,,0.79,30.020000000000003
2018-12-17,76,79.0,,0.79,60.040000000000006
2018-12-18,100,79.0,,0.79,79.0
2018-12-19,86,79.0,,0.79,67.94
2018-12-20,89,79.0,,0.79,70.31
2018-12-21,68,79.0,,0.79,53.72
2018-12-22,35,79.0,,0.79,27.650000000000002
2018-12-23,22,79.0,,0.79,17.380000000000003
2018-12-24,35,79.0,,0.79,27.650000000000002
2018-12-25,24,79.0,,0.79,18.96
2018-12-26,43,79.0,,0.79,33.97
2018-12-27,57,79.0,,0.79,45.03
2018-12-28,56,79.0,,0.79,44.24
2018-12-29,26,79.0,,0.79,20.54
2018-12-30,30,79.0,,0.79,23.700000000000003
2018-12-31,37,79.0,,0.79,29.23
2019-01-01,22,92.0,False,0.92,20.240000000000002
2019-01-02,70,92.0,,0.92,64.4
2019-01-03,87,92.0,,0.92,80.04
2019-01-04,79,92.0,,0.92,72.68
2019-01-05,34,92.0,,0.92,31.28
2019-01-06,22,92.0,,0.92,20.240000000000002
2019-01-07,82,92.0,,0.92,75.44
2019-01-08,83,92.0,,0.92,76.36
2019-01-09,86,92.0,,0.92,79.12
2019-01-10,91,92.0,,0.92,83.72
2019-01-11,76,92.0,,0.92,69.92
2019-01-12,35,92.0,,0.92,32.2
2019-01-13,33,92.0,,0.92,30.360000000000003
2019-01-14,79,92.0,,0.92,72.68
2019-01-15,100,92.0,,0.92,92.0
2019-01-16,96,92.0,,0.92,88.32000000000001
2019-01-17,77,92.0,,0.92,70.84
2019-01-18,77,92.0,,0.92,70.84
2019-01-19,37,92.0,,0.92,34.04
2019-01-20,31,92.0,,0.92,28.52
2019-01-21,62,92.0,,0.92,57.04
2019-01-22,86,92.0,,0.92,79.12
2019-01-23,93,92.0,,0.92,85.56
2019-01-24,89,92.0,,0.92,81.88000000000001
2019-01-25,87,92.0,,0.92,80.04
2019-01-26,33,92.0,,0.92,30.360000000000003
2019-01-27,30,92.0,,0.92,27.6
2019-01-28,87,92.0,,0.92,80.04
2019-01-29,98,92.0,,0.92,90.16000000000001
2019-01-30,85,92.0,,0.92,78.2
2019-01-31,85,92.0,,0.92,78.2
2019-02-01,80,99.0,False,0.99,79.2
2019-02-02,37,99.0,,0.99,36.63
2019-02-03,33,99.0,,0.99,32.67
2019-02-04,72,99.0,,0.99,71.28
2019-02-05,91,99.0,,0.99,90.09
2019-02-06,96,99.0,,0.99,95.03999999999999
2019-02-07,91,99.0,,0.99,90.09
2019-02-08,83,99.0,,0.99,82.17
2019-02-09,34,99.0,,0.99,33.66
2019-02-10,37,99.0,,0.99,36.63
2019-02-11,89,99.0,,0.99,88.11
2019-02-12,100,99.0,,0.99,99.0
2019-02-13,98,99.0,,0.99,97.02
2019-02-14,99,99.0,,0.99,98.01
2019-02-15,86,99.0,,0.99,85.14
2019-02-16,50,99.0,,0.99,49.5
2019-02-17,34,99.0,,0.99,33.66
2019-02-18,61,99.0,,0.99,60.39
2019-02-19,94,99.0,,0.99,93.06
2019-02-20,95,99.0,,0.99,94.05
2019-02-21,88,99.0,,0.99,87.12
2019-02-22,93,99.0,,0.99,92.07
2019-02-23,41,99.0,,0.99,40.589999999999996
2019-02-24,36,99.0,,0.99,35.64
2019-02-25,86,99.0,,0.99,85.14
2019-02-26,91,99.0,,0.99,90.09
2019-02-27,100,99.0,,0.99,99.0
2019-02-28,82,99.0,,0.99,81.17999999999999
2019-03-01,78,94.0,False,0.94,73.32
2019-03-02,33,94.0,,0.94,31.02
2019-03-03,31,94.0,,0.94,29.139999999999997
2019-03-04,80,94.0,,0.94,75.19999999999999
2019-03-05,82,94.0,,0.94,77.08
2019-03-06,88,94.0,,0.94,82.72
2019-03-07,100,94.0,,0.94,94.0
2019-03-08,81,94.0,,0.94,76.14
2019-03-09,41,94.0,,0.94,38.54
2019-03-10,30,94.0,,0.94,28.2
2019-03-11,78,94.0,,0.94,73.32
2019-03-12,91,94.0,,0.94,85.53999999999999
2019-03-13,85,94.0,,0.94,79.89999999999999
2019-03-14,77,94.0,,0.94,72.38
2019-03-15,80,94.0,,0.94,75.19999999999999
2019-03-16,30,94.0,,0.94,28.2
2019-03-17,32,94.0,,0.94,30.08
2019-03-18,81,94.0,,0.94,76.14
2019-03-19,85,94.0,,0.94,79.89999999999999
2019-03-20,95,94.0,,0.94,89.3
2019-03-21,83,94.0,,0.94,78.02
2019-03-22,81,94.0,,0.94,76.14
2019-03-23,32,94.0,,0.94,30.08
2019-03-24,36,94.0,,0.94,33.839999999999996
2019-03-25,73,94.0,,0.94,68.61999999999999
2019-03-26,94,94.0,,0.94,88.36
2019-03-27,94,94.0,,0.94,88.36
2019-03-28,95,94.0,,0.94,89.3
2019-03-29,71,94.0,,0.94,66.74
2019-03-30,35,94.0,,0.94,32.9
2019-03-31,26,94.0,,0.94,24.439999999999998
2019-04-01,79,100.0,False,1.0,79.0
2019-04-02,82,100.0,,1.0,82.0
2019-04-03,95,100.0,,1.0,95.0
2019-04-04,86,100.0,,1.0,86.0
2019-04-05,81,100.0,,1.0,81.0
2019-04-06,40,100.0,,1.0,40.0
2019-04-07,32,100.0,,1.0,32.0
2019-04-08,81,100.0,,1.0,81.0
2019-04-09,87,100.0,,1.0,87.0
2019-04-10,78,100.0,,1.0,78.0
2019-04-11,88,100.0,,1.0,88.0
2019-04-12,80,100.0,,1.0,80.0
2019-04-13,37,100.0,,1.0,37.0
2019-04-14,27,100.0,,1.0,27.0
2019-04-15,70,100.0,,1.0,70.0
2019-04-16,97,100.0,,1.0,97.0
2019-04-17,92,100.0,,1.0,92.0
2019-04-18,100,100.0,,1.0,100.0
2019-04-19,71,100.0,,1.0,71.0
2019-04-20,38,100.0,,1.0,38.0
2019-04-21,30,100.0,,1.0,30.0
2019-04-22,82,100.0,,1.0,82.0
2019-04-23,77,100.0,,1.0,77.0
2019-04-24,85,100.0,,1.0,85.0
2019-04-25,89,100.0,,1.0,89.0
2019-04-26,81,100.0,,1.0,81.0
2019-04-27,37,100.0,,1.0,37.0
2019-04-28,40,100.0,,1.0,40.0
2019-04-29,89,100.0,,1.0,89.0
2019-04-30,92,100.0,,1.0,92.0
2019-05-01,82,97.0,False,0.97,79.53999999999999
2019-05-02,82,97.0,,0.97,79.53999999999999
2019-05-03,88,97.0,,0.97,85.36
2019-05-04,30,97.0,,0.97,29.099999999999998
2019-05-05,34,97.0,,0.97,32.98
2019-05-06,77,97.0,,0.97,74.69
2019-05-07,82,97.0,,0.97,79.53999999999999
2019-05-08,90,97.0,,0.97,87.3
2019-05-09,90,97.0,,0.97,87.3
2019-05-10,85,97.0,,0.97,82.45
2019-05-11,31,97.0,,0.97,30.07
2019-05-12,27,97.0,,0.97,26.189999999999998
2019-05-13,78,97.0,,0.97,75.66
2019-05-14,84,97.0,,0.97,81.48
2019-05-15,96,97.0,,0.97,93.12
2019-05-16,92,97.0,,0.97,89.24
2019-05-17,66,97.0,,0.97,64.02
2019-05-18,34,97.0,,0.97,32.98
2019-05-19,30,97.0,,0.97,29.099999999999998
2019-05-20,74,97.0,,0.97,71.78
2019-05-21,85,97.0,,0.97,82.45
2019-05-22,81,97.0,,0.97,78.57
2019-05-23,82,97.0,,0.97,79.53999999999999
2019-05-24,78,97.0,,0.97,75.66
2019-05-25,19,97.0,,0.97,18.43
2019-05-26,24,97.0,,0.97,23.28
2019-05-27,31,97.0,,0.97,30.07
2019-05-28,90,97.0,,0.97,87.3
2019-05-29,86,97.0,,0.97,83.42
2019-05-30,100,97.0,,0.97,97.0
2019-05-31,74,97.0,,0.97,71.78
2019-06-01,34,96.0,False,0.96,32.64
2019-06-02,36,96.0,,0.96,34.56
2019-06-03,86,96.0,,0.96,82.56
2019-06-04,97,96.0,,0.96,93.11999999999999
2019-06-05,96,96.0,,0.96,92.16
2019-06-06,98,96.0,,0.96,94.08
2019-06-07,79,96.0,,0.96,75.84
2019-06-08,33,96.0,,0.96,31.68
2019-06-09,25,96.0,,0.96,24.0
2019-06-10,89,96.0,,0.96,85.44
2019-06-11,83,96.0,,0.96,79.67999999999999
2019-06-12,90,96.0,,0.96,86.39999999999999
2019-06-13,90,96.0,,0.96,86.39999999999999
2019-06-14,85,96.0,,0.96,81.6
2019-06-15,37,96.0,,0.96,35.519999999999996
2019-06-16,34,96.0,,0.96,32.64
2019-06-17,83,96.0,,0.96,79.67999999999999
2019-06-18,92,96.0,,0.96,88.32
2019-06-19,98,96.0,,0.96,94.08
2019-06-20,90,96.0,,0.96,86.39999999999999
2019-06-21,84,96.0,,0.96,80.64
2019-06-22,32,96.0,,0.96,30.72
2019-06-23,34,96.0,,0.96,32.64
2019-06-24,88,96.0,,0.96,84.47999999999999
2019-06-25,100,96.0,,0.96,96.0
2019-06-26,92,96.0,,0.96,88.32
2019-06-27,89,96.0,,0.96,85.44
2019-06-28,89,96.0,,0.96,85.44
2019-06-29,34,96.0,,0.96,32.64
2019-06-30,26,96.0,,0.96,24.96
2019-07-01,78,100.0,False,1.0,78.0
2019-07-02,79,100.0,,1.0,79.0
2019-07-03,78,100.0,,1.0,78.0
2019-07-04,29,100.0,,1.0,29.0
2019-07-05,51,100.0,,1.0,51.0
2019-07-06,27,100.0,,1.0,27.0
2019-07-07,27,100.0,,1.0,27.0
2019-07-08,88,100.0,,1.0,88.0
2019-07-09,89,100.0,,1.0,89.0
2019-07-10,85,100.0,,1.0,85.0
2019-07-11,80,100.0,,1.0,80.0
2019-07-12,82,100.0,,1.0,82.0
2019-07-13,28,100.0,,1.0,28.0
2019-07-14,24,100.0,,1.0,24.0
2019-07-15,83,100.0,,1.0,83.0
2019-07-16,89,100.0,,1.0,89.0
2019-07-17,90,100.0,,1.0,90.0
2019-07-18,94,100.0,,1.0,94.0
2019-07-19,87,100.0,,1.0,87.0
2019-07-20,31,100.0,,1.0,31.0
2019-07-21,33,100.0,,1.0,33.0
2019-07-22,89,100.0,,1.0,89.0
2019-07-23,100,100.0,,1.0,100.0
2019-07-24,90,100.0,,1.0,90.0
2019-07-25,98,100.0,,1.0,98.0
2019-07-26,82,100.0,,1.0,82.0
2019-07-27,25,100.0,,1.0,25.0
2019-07-28,36,100.0,,1.0,36.0
2019-07-29,83,100.0,,1.0,83.0
2019-07-30,93,100.0,,1.0,93.0
2019-07-31,98,100.0,,1.0,98.0
2019-08-01,85,98.0,False,0.98,83.3
2019-08-02,72,98.0,,0.98,70.56
2019-08-03,31,98.0,,0.98,30.38
2019-08-04,29,98.0,,0.98,28.419999999999998
2019-08-05,87,98.0,,0.98,85.26
2019-08-06,85,98.0,,0.98,83.3
2019-08-07,94,98.0,,0.98,92.12
2019-08-08,82,98.0,,0.98,80.36
2019-08-09,76,98.0,,0.98,74.48
2019-08-10,39,98.0,,0.98,38.22
2019-08-11,28,98.0,,0.98,27.439999999999998
2019-08-12,69,98.0,,0.98,67.62
2019-08-13,82,98.0,,0.98,80.36
2019-08-14,80,98.0,,0.98,78.4
2019-08-15,77,98.0,,0.98,75.46
2019-08-16,76,98.0,,0.98,74.48
2019-08-17,32,98.0,,0.98,31.36
2019-08-18,27,98.0,,0.98,26.46
2019-08-19,82,98.0,,0.98,80.36
2019-08-20,100,98.0,,0.98,98.0
2019-08-21,95,98.0,,0.98,93.1
2019-08-22,72,98.0,,0.98,70.56
2019-08-23,74,98.0,,0.98,72.52
2019-08-24,31,98.0,,0.98,30.38
2019-08-25,27,98.0,,0.98,26.46
2019-08-26,90,98.0,,0.98,88.2
2019-08-27,78,98.0,,0.98,76.44
2019-08-28,71,98.0,,0.98,69.58
2019-08-29,85,98.0,,0.98,83.3
2019-08-30,80,98.0,,0.98,78.4
2019-08-31,27,98.0,,0.98,26.46
2019-09-01,30,93.0,False,0.93,27.900000000000002
2019-09-02,33,93.0,,0.93,30.69
2019-09-03,78,93.0,,0.93,72.54
2019-09-04,83,93.0,,0.93,77.19
2019-09-05,96,93.0,,0.93,89.28
2019-09-06,94,93.0,,0.93,87.42
2019-09-07,34,93.0,,0.93,31.62
2019-09-08,28,93.0,,0.93,26.040000000000003
2019-09-09,84,93.0,,0.93,78.12
2019-09-10,89,93.0,,0.93,82.77000000000001
2019-09-11,91,93.0,,0.93,84.63000000000001
2019-09-12,91,93.0,,0.93,84.63000000000001
2019-09-13,81,93.0,,0.93,75.33
2019-09-14,31,93.0,,0.93,28.830000000000002
2019-09-15,31,93.0,,0.93,28.830000000000002
2019-09-16,84,93.0,,0.93,78.12
2019-09-17,87,93.0,,0.93,80.91000000000001
2019-09-18,100,93.0,,0.93,93.0
2019-09-19,88,93.0,,0.93,81.84
2019-09-20,79,93.0,,0.93,73.47
2019-09-21,30,93.0,,0.93,27.900000000000002
2019-09-22,28,93.0,,0.93,26.040000000000003
2019-09-23,77,93.0,,0.93,71.61
2019-09-24,92,93.0,,0.93,85.56
2019-09-25,93,93.0,,0.93,86.49000000000001
2019-09-26,96,93.0,,0.93,89.28
2019-09-27,88,93.0,,0.93,81.84
2019-09-28,30,93.0,,0.93,27.900000000000002
2019-09-29,31,93.0,,0.93,28.830000000000002
2019-09-30,82,93.0,,0.93,76.26
2019-10-01,97,97.0,False,0.97,94.09
2019-10-02,91,97.0,,0.97,88.27
2019-10-03,83,97.0,,0.97,80.50999999999999
2019-10-04,83,97.0,,0.97,80.50999999999999
2019-10-05,30,97.0,,0.97,29.099999999999998
2019-10-06,32,97.0,,0.97,31.04
2019-10-07,79,97.0,,0.97,76.63
2019-10-08,85,97.0,,0.97,82.45
2019-10-09,100,97.0,,0.97,97.0
2019-10-10,85,97.0,,0.97,82.45
2019-10-11,71,97.0,,0.97,68.87
2019-10-12,28,97.0,,0.97,27.16
2019-10-13,29,97.0,,0.97,28.13
2019-10-14,67,97.0,,0.97,64.99
2019-10-15,95,97.0,,0.97,92.14999999999999
2019-10-16,91,97.0,,0.97,88.27
2019-10-17,82,97.0,,0.97,79.53999999999999
2019-10-18,83,97.0,,0.97,80.50999999999999
2019-10-19,33,97.0,,0.97,32.01
2019-10-20,33,97.0,,0.97,32.01
2019-10-21,73,97.0,,0.97,70.81
2019-10-22,88,97.0,,0.97,85.36
2019-10-23,90,97.0,,0.97,87.3
2019-10-24,76,97.0,,0.97,73.72
2019-10-25,69,97.0,,0.97,66.92999999999999
2019-10-26,30,97.0,,0.97,29.099999999999998
2019-10-27,22,97.0,,0.97,21.34
2019-10-28,77,97.0,,0.97,74.69
2019-10-29,78,97.0,,0.97,75.66
2019-10-30,86,97.0,,0.97,83.42
2019-10-31,80,97.0,,0.97,77.6
2019-11-01,69,85.0,False,0.85,58.65
2019-11-02,27,85.0,,0.85,22.95
2019-11-03,32,85.0,,0.85,27.2
2019-11-04,73,85.0,,0.85,62.05
2019-11-05,82,85.0,,0.85,69.7
2019-11-06,79,85.0,,0.85,67.14999999999999
2019-11-07,79,85.0,,0.85,67.14999999999999
2019-11-08,80,85.0,,0.85,68.0
2019-11-09,27,85.0,,0.85,22.95
2019-11-10,31,85.0,,0.85,26.349999999999998
2019-11-11,68,85.0,,0.85,57.8
2019-11-12,87,85.0,,0.85,73.95
2019-11-13,100,85.0,,0.85,85.0
2019-11-14,93,85.0,,0.85,79.05
2019-11-15,72,85.0,,0.85,61.199999999999996
2019-11-16,41,85.0,,0.85,34.85
2019-11-17,33,85.0,,0.85,28.05
2019-11-18,77,85.0,,0.85,65.45
2019-11-19,92,85.0,,0.85,78.2
2019-11-20,90,85.0,,0.85,76.5
2019-11-21,74,85.0,,0.85,62.9
2019-11-22,79,85.0,,0.85,67.14999999999999
2019-11-23,32,85.0,,0.85,27.2
2019-11-24,34,85.0,,0.85,28.9
2019-11-25,67,85.0,,0.85,56.949999999999996
2019-11-26,79,85.0,,0.85,67.14999999999999
2019-11-27,59,85.0,,0.85,50.15
2019-11-28,31,85.0,,0.85,26.349999999999998
2019-11-29,33,85.0,,0.85,28.05
2019-11-30,25,85.0,,0.85,21.25
2019-12-01,25,73.0,False,0.73,18.25
2019-12-02,78,73.0,,0.73,56.94
2019-12-03,94,73.0,,0.73,68.62
2019-12-04,95,73.0,,0.73,69.35
2019-12-05,97,73.0,,0.73,70.81
2019-12-06,81,73.0,,0.73,59.129999999999995
2019-12-07,41,73.0,,0.73,29.93
2019-12-08,30,73.0,,0.73,21.9
2019-12-09,78,73.0,,0.73,56.94
2019-12-10,98,73.0,,0.73,71.53999999999999
2019-12-11,100,73.0,,0.73,73.0
2019-12-12,90,73.0,,0.73,65.7
2019-12-13,82,73.0,,0.73,59.86
2019-12-14,41,73.0,,0.73,29.93
2019-12-15,35,73.0,,0.73,25.55
2019-12-16,91,73.0,,0.73,66.42999999999999
2019-12-17,99,73.0,,0.73,72.27
2019-12-18,89,73.0,,0.73,64.97
2019-12-19,99,73.0,,0.73,72.27
2019-12-20,88,73.0,,0.73,64.24
2019-12-21,33,73.0,,0.73,24.09
2019-12-22,25,73.0,,0.73,18.25
2019-12-23,61,73.0,,0.73,44.53
2019-12-24,54,73.0,,0.73,39.42
2019-12-25,26,73.0,,0.73,18.98
2019-12-26,52,73.0,,0.73,37.96
2019-12-27,61,73.0,,0.73,44.53
2019-12-28,36,73.0,,0.73,26.28
2019-12-29,22,73.0,,0.73,16.06
2019-12-30,54,73.0,,0.73,39.42
2019-12-31,50,73.0,,0.73,36.5
2020-01-01,27,84.0,False,0.84,22.68
2020-01-02,71,84.0,,0.84,59.64
2020-01-03,79,84.0,,0.84,66.36
2020-01-04,24,84.0,,0.84,20.16
2020-01-05,32,84.0,,0.84,26.88
2020-01-06,74,84.0,,0.84,62.16
2020-01-07,84,84.0,,0.84,70.56
2020-01-08,84,84.0,,0.84,70.56
2020-01-09,83,84.0,,0.84,69.72
2020-01-10,74,84.0,,0.84,62.16
2020-01-11,28,84.0,,0.84,23.52
2020-01-12,28,84.0,,0.84,23.52
2020-01-13,89,84.0,,0.84,74.75999999999999
2020-01-14,78,84.0,,0.84,65.52
2020-01-15,95,84.0,,0.84,79.8
2020-01-16,95,84.0,,0.84,79.8
2020-01-17,95,84.0,,0.84,79.8
2020-01-18,40,84.0,,0.84,33.6
2020-01-19,30,84.0,,0.84,25.2
2020-01-20,56,84.0,,0.84,47.04
2020-01-21,95,84.0,,0.84,79.8
2020-01-22,93,84.0,,0.84,78.11999999999999
2020-01-23,86,84.0,,0.84,72.24
2020-01-24,99,84.0,,0.84,83.16
2020-01-25,36,84.0,,0.84,30.24
2020-01-26,31,84.0,,0.84,26.04
2020-01-27,78,84.0,,0.84,65.52
2020-01-28,97,84.0,,0.84,81.48
2020-01-29,93,84.0,,0.84,78.11999999999999
2020-01-30,100,84.0,,0.84,84.0
2020-01-31,79,84.0,,0.84,66.36
