date,an intervention_unscaled,an intervention_monthly,isPartial,scale,an intervention
2007-07-17,90,10.0,,0.1,9.0
2007-07-18,0,10.0,,0.1,0.0
2007-07-19,0,10.0,,0.1,0.0
2007-07-20,99,10.0,,0.1,9.9
2007-07-21,0,10.0,,0.1,0.0
2007-07-22,0,10.0,,0.1,0.0
2007-07-23,0,10.0,,0.1,0.0
2007-07-24,0,10.0,,0.1,0.0
2007-07-25,0,10.0,,0.1,0.0
2007-07-26,0,10.0,,0.1,0.0
2007-07-27,0,10.0,,0.1,0.0
2007-07-28,0,10.0,,0.1,0.0
2007-07-29,0,10.0,,0.1,0.0
2007-07-30,0,10.0,,0.1,0.0
2007-07-31,90,10.0,,0.1,9.0
2007-08-01,0,13.0,False,0.13,0.0
2007-08-02,0,13.0,,0.13,0.0
2007-08-03,0,13.0,,0.13,0.0
2007-08-04,0,13.0,,0.13,0.0
2007-08-05,100,13.0,,0.13,13.0
2007-08-06,0,13.0,,0.13,0.0
2007-08-07,0,13.0,,0.13,0.0
2007-08-08,0,13.0,,0.13,0.0
2007-08-09,32,13.0,,0.13,4.16
2007-08-10,0,13.0,,0.13,0.0
2007-08-11,0,13.0,,0.13,0.0
2007-08-12,0,13.0,,0.13,0.0
2007-08-13,31,13.0,,0.13,4.03
2007-08-14,0,13.0,,0.13,0.0
2007-08-15,0,13.0,,0.13,0.0
2007-08-16,0,13.0,,0.13,0.0
2007-08-17,34,13.0,,0.13,4.42
2007-08-18,0,13.0,,0.13,0.0
2007-08-19,0,13.0,,0.13,0.0
2007-08-20,0,13.0,,0.13,0.0
2007-08-21,0,13.0,,0.13,0.0
2007-08-22,0,13.0,,0.13,0.0
2007-08-23,0,13.0,,0.13,0.0
2007-08-24,0,13.0,,0.13,0.0
2007-08-25,0,13.0,,0.13,0.0
2007-08-26,0,13.0,,0.13,0.0
2007-08-27,30,13.0,,0.13,3.9000000000000004
2007-08-28,30,13.0,,0.13,3.9000000000000004
2007-08-29,30,13.0,,0.13,3.9000000000000004
2007-08-30,0,13.0,,0.13,0.0
2007-08-31,0,13.0,,0.13,0.0
2007-09-01,0,8.0,False,0.08,0.0
2007-09-02,0,8.0,,0.08,0.0
2007-09-03,0,8.0,,0.08,0.0
2007-09-04,0,8.0,,0.08,0.0
2007-09-05,0,8.0,,0.08,0.0
2007-09-06,0,8.0,,0.08,0.0
2007-09-07,0,8.0,,0.08,0.0
2007-09-08,0,8.0,,0.08,0.0
2007-09-09,0,8.0,,0.08,0.0
2007-09-10,0,8.0,,0.08,0.0
2007-09-11,0,8.0,,0.08,0.0
2007-09-12,0,8.0,,0.08,0.0
2007-09-13,0,8.0,,0.08,0.0
2007-09-14,0,8.0,,0.08,0.0
2007-09-15,0,8.0,,0.08,0.0
2007-09-16,0,8.0,,0.08,0.0
2007-09-17,0,8.0,,0.08,0.0
2007-09-18,0,8.0,,0.08,0.0
2007-09-19,0,8.0,,0.08,0.0
2007-09-20,32,8.0,,0.08,2.56
2007-09-21,35,8.0,,0.08,2.8000000000000003
2007-09-22,48,8.0,,0.08,3.84
2007-09-23,0,8.0,,0.08,0.0
2007-09-24,0,8.0,,0.08,0.0
2007-09-25,0,8.0,,0.08,0.0
2007-09-26,0,8.0,,0.08,0.0
2007-09-27,0,8.0,,0.08,0.0
2007-09-28,0,8.0,,0.08,0.0
2007-09-29,100,8.0,,0.08,8.0
2007-09-30,0,8.0,,0.08,0.0
2007-10-01,35,19.0,False,0.19,6.65
2007-10-02,34,19.0,,0.19,6.46
2007-10-03,0,19.0,,0.19,0.0
2007-10-04,70,19.0,,0.19,13.3
2007-10-05,0,19.0,,0.19,0.0
2007-10-06,0,19.0,,0.19,0.0
2007-10-07,0,19.0,,0.19,0.0
2007-10-08,0,19.0,,0.19,0.0
2007-10-09,34,19.0,,0.19,6.46
2007-10-10,0,19.0,,0.19,0.0
2007-10-11,35,19.0,,0.19,6.65
2007-10-12,0,19.0,,0.19,0.0
2007-10-13,0,19.0,,0.19,0.0
2007-10-14,0,19.0,,0.19,0.0
2007-10-15,0,19.0,,0.19,0.0
2007-10-16,100,19.0,,0.19,19.0
2007-10-17,0,19.0,,0.19,0.0
2007-10-18,0,19.0,,0.19,0.0
2007-10-19,0,19.0,,0.19,0.0
2007-10-20,53,19.0,,0.19,10.07
2007-10-21,0,19.0,,0.19,0.0
2007-10-22,33,19.0,,0.19,6.2700000000000005
2007-10-23,0,19.0,,0.19,0.0
2007-10-24,0,19.0,,0.19,0.0
2007-10-25,34,19.0,,0.19,6.46
2007-10-26,0,19.0,,0.19,0.0
2007-10-27,0,19.0,,0.19,0.0
2007-10-28,0,19.0,,0.19,0.0
2007-10-29,0,19.0,,0.19,0.0
2007-10-30,0,19.0,,0.19,0.0
2007-10-31,0,19.0,,0.19,0.0
2007-11-01,0,13.0,False,0.13,0.0
2007-11-02,57,13.0,,0.13,7.41
2007-11-03,0,13.0,,0.13,0.0
2007-11-04,0,13.0,,0.13,0.0
2007-11-05,0,13.0,,0.13,0.0
2007-11-06,0,13.0,,0.13,0.0
2007-11-07,52,13.0,,0.13,6.76
2007-11-08,0,13.0,,0.13,0.0
2007-11-09,0,13.0,,0.13,0.0
2007-11-10,0,13.0,,0.13,0.0
2007-11-11,78,13.0,,0.13,10.14
2007-11-12,0,13.0,,0.13,0.0
2007-11-13,51,13.0,,0.13,6.63
2007-11-14,34,13.0,,0.13,4.42
2007-11-15,53,13.0,,0.13,6.890000000000001
2007-11-16,0,13.0,,0.13,0.0
2007-11-17,0,13.0,,0.13,0.0
2007-11-18,0,13.0,,0.13,0.0
2007-11-19,52,13.0,,0.13,6.76
2007-11-20,0,13.0,,0.13,0.0
2007-11-21,0,13.0,,0.13,0.0
2007-11-22,0,13.0,,0.13,0.0
2007-11-23,0,13.0,,0.13,0.0
2007-11-24,0,13.0,,0.13,0.0
2007-11-25,0,13.0,,0.13,0.0
2007-11-26,100,13.0,,0.13,13.0
2007-11-27,48,13.0,,0.13,6.24
2007-11-28,0,13.0,,0.13,0.0
2007-11-29,0,13.0,,0.13,0.0
2007-11-30,0,13.0,,0.13,0.0
2007-12-01,0,18.0,False,0.18,0.0
2007-12-02,0,18.0,,0.18,0.0
2007-12-03,100,18.0,,0.18,18.0
2007-12-04,48,18.0,,0.18,8.64
2007-12-05,0,18.0,,0.18,0.0
2007-12-06,0,18.0,,0.18,0.0
2007-12-07,52,18.0,,0.18,9.36
2007-12-08,73,18.0,,0.18,13.139999999999999
2007-12-09,73,18.0,,0.18,13.139999999999999
2007-12-10,0,18.0,,0.18,0.0
2007-12-11,49,18.0,,0.18,8.82
2007-12-12,0,18.0,,0.18,0.0
2007-12-13,0,18.0,,0.18,0.0
2007-12-14,53,18.0,,0.18,9.54
2007-12-15,0,18.0,,0.18,0.0
2007-12-16,0,18.0,,0.18,0.0
2007-12-17,52,18.0,,0.18,9.36
2007-12-18,52,18.0,,0.18,9.36
2007-12-19,0,18.0,,0.18,0.0
2007-12-20,0,18.0,,0.18,0.0
2007-12-21,0,18.0,,0.18,0.0
2007-12-22,0,18.0,,0.18,0.0
2007-12-23,0,18.0,,0.18,0.0
2007-12-24,81,18.0,,0.18,14.58
2007-12-25,0,18.0,,0.18,0.0
2007-12-26,68,18.0,,0.18,12.24
2007-12-27,0,18.0,,0.18,0.0
2007-12-28,62,18.0,,0.18,11.16
2007-12-29,0,18.0,,0.18,0.0
2007-12-30,0,18.0,,0.18,0.0
2007-12-31,0,18.0,,0.18,0.0
2008-01-01,0,24.0,False,0.24,0.0
2008-01-02,0,24.0,,0.24,0.0
2008-01-03,96,24.0,,0.24,23.04
2008-01-04,0,24.0,,0.24,0.0
2008-01-05,0,24.0,,0.24,0.0
2008-01-06,0,24.0,,0.24,0.0
2008-01-07,0,24.0,,0.24,0.0
2008-01-08,47,24.0,,0.24,11.28
2008-01-09,0,24.0,,0.24,0.0
2008-01-10,0,24.0,,0.24,0.0
2008-01-11,0,24.0,,0.24,0.0
2008-01-12,68,24.0,,0.24,16.32
2008-01-13,0,24.0,,0.24,0.0
2008-01-14,46,24.0,,0.24,11.04
2008-01-15,45,24.0,,0.24,10.799999999999999
2008-01-16,0,24.0,,0.24,0.0
2008-01-17,0,24.0,,0.24,0.0
2008-01-18,0,24.0,,0.24,0.0
2008-01-19,0,24.0,,0.24,0.0
2008-01-20,0,24.0,,0.24,0.0
2008-01-21,100,24.0,,0.24,24.0
2008-01-22,44,24.0,,0.24,10.559999999999999
2008-01-23,0,24.0,,0.24,0.0
2008-01-24,46,24.0,,0.24,11.04
2008-01-25,0,24.0,,0.24,0.0
2008-01-26,0,24.0,,0.24,0.0
2008-01-27,66,24.0,,0.24,15.84
2008-01-28,0,24.0,,0.24,0.0
2008-01-29,88,24.0,,0.24,21.119999999999997
2008-01-30,0,24.0,,0.24,0.0
2008-01-31,46,24.0,,0.24,11.04
2008-02-01,0,10.0,False,0.1,0.0
2008-02-02,0,10.0,,0.1,0.0
2008-02-03,0,10.0,,0.1,0.0
2008-02-04,0,10.0,,0.1,0.0
2008-02-05,0,10.0,,0.1,0.0
2008-02-06,0,10.0,,0.1,0.0
2008-02-07,0,10.0,,0.1,0.0
2008-02-08,0,10.0,,0.1,0.0
2008-02-09,0,10.0,,0.1,0.0
2008-02-10,73,10.0,,0.1,7.300000000000001
2008-02-11,100,10.0,,0.1,10.0
2008-02-12,0,10.0,,0.1,0.0
2008-02-13,0,10.0,,0.1,0.0
2008-02-14,0,10.0,,0.1,0.0
2008-02-15,55,10.0,,0.1,5.5
2008-02-16,0,10.0,,0.1,0.0
2008-02-17,0,10.0,,0.1,0.0
2008-02-18,0,10.0,,0.1,0.0
2008-02-19,50,10.0,,0.1,5.0
2008-02-20,0,10.0,,0.1,0.0
2008-02-21,0,10.0,,0.1,0.0
2008-02-22,0,10.0,,0.1,0.0
2008-02-23,0,10.0,,0.1,0.0
2008-02-24,73,10.0,,0.1,7.300000000000001
2008-02-25,0,10.0,,0.1,0.0
2008-02-26,96,10.0,,0.1,9.600000000000001
2008-02-27,49,10.0,,0.1,4.9
2008-02-28,50,10.0,,0.1,5.0
2008-02-29,0,10.0,,0.1,0.0
2008-03-01,0,17.0,False,0.17,0.0
2008-03-02,73,17.0,,0.17,12.41
2008-03-03,99,17.0,,0.17,16.830000000000002
2008-03-04,0,17.0,,0.17,0.0
2008-03-05,0,17.0,,0.17,0.0
2008-03-06,0,17.0,,0.17,0.0
2008-03-07,0,17.0,,0.17,0.0
2008-03-08,0,17.0,,0.17,0.0
2008-03-09,0,17.0,,0.17,0.0
2008-03-10,0,17.0,,0.17,0.0
2008-03-11,0,17.0,,0.17,0.0
2008-03-12,49,17.0,,0.17,8.33
2008-03-13,0,17.0,,0.17,0.0
2008-03-14,0,17.0,,0.17,0.0
2008-03-15,0,17.0,,0.17,0.0
2008-03-16,74,17.0,,0.17,12.58
2008-03-17,100,17.0,,0.17,17.0
2008-03-18,0,17.0,,0.17,0.0
2008-03-19,0,17.0,,0.17,0.0
2008-03-20,0,17.0,,0.17,0.0
2008-03-21,0,17.0,,0.17,0.0
2008-03-22,0,17.0,,0.17,0.0
2008-03-23,0,17.0,,0.17,0.0
2008-03-24,54,17.0,,0.17,9.180000000000001
2008-03-25,49,17.0,,0.17,8.33
2008-03-26,48,17.0,,0.17,8.16
2008-03-27,49,17.0,,0.17,8.33
2008-03-28,52,17.0,,0.17,8.84
2008-03-29,0,17.0,,0.17,0.0
2008-03-30,0,17.0,,0.17,0.0
2008-03-31,47,17.0,,0.17,7.99
2008-04-01,0,30.0,False,0.3,0.0
2008-04-02,33,30.0,,0.3,9.9
2008-04-03,33,30.0,,0.3,9.9
2008-04-04,0,30.0,,0.3,0.0
2008-04-05,0,30.0,,0.3,0.0
2008-04-06,100,30.0,,0.3,30.0
2008-04-07,0,30.0,,0.3,0.0
2008-04-08,32,30.0,,0.3,9.6
2008-04-09,0,30.0,,0.3,0.0
2008-04-10,0,30.0,,0.3,0.0
2008-04-11,0,30.0,,0.3,0.0
2008-04-12,0,30.0,,0.3,0.0
2008-04-13,0,30.0,,0.3,0.0
2008-04-14,65,30.0,,0.3,19.5
2008-04-15,33,30.0,,0.3,9.9
2008-04-16,0,30.0,,0.3,0.0
2008-04-17,34,30.0,,0.3,10.2
2008-04-18,37,30.0,,0.3,11.1
2008-04-19,0,30.0,,0.3,0.0
2008-04-20,0,30.0,,0.3,0.0
2008-04-21,33,30.0,,0.3,9.9
2008-04-22,0,30.0,,0.3,0.0
2008-04-23,67,30.0,,0.3,20.099999999999998
2008-04-24,67,30.0,,0.3,20.099999999999998
2008-04-25,36,30.0,,0.3,10.799999999999999
2008-04-26,0,30.0,,0.3,0.0
2008-04-27,50,30.0,,0.3,15.0
2008-04-28,95,30.0,,0.3,28.5
2008-04-29,0,30.0,,0.3,0.0
2008-04-30,0,30.0,,0.3,0.0
2008-05-01,95,11.0,False,0.11,10.45
2008-05-02,0,11.0,,0.11,0.0
2008-05-03,0,11.0,,0.11,0.0
2008-05-04,0,11.0,,0.11,0.0
2008-05-05,0,11.0,,0.11,0.0
2008-05-06,0,11.0,,0.11,0.0
2008-05-07,0,11.0,,0.11,0.0
2008-05-08,0,11.0,,0.11,0.0
2008-05-09,100,11.0,,0.11,11.0
2008-05-10,0,11.0,,0.11,0.0
2008-05-11,0,11.0,,0.11,0.0
2008-05-12,0,11.0,,0.11,0.0
2008-05-13,91,11.0,,0.11,10.01
2008-05-14,93,11.0,,0.11,10.23
2008-05-15,0,11.0,,0.11,0.0
2008-05-16,0,11.0,,0.11,0.0
2008-05-17,0,11.0,,0.11,0.0
2008-05-18,0,11.0,,0.11,0.0
2008-05-19,94,11.0,,0.11,10.34
2008-05-20,93,11.0,,0.11,10.23
2008-05-21,0,11.0,,0.11,0.0
2008-05-22,97,11.0,,0.11,10.67
2008-05-23,0,11.0,,0.11,0.0
2008-05-24,0,11.0,,0.11,0.0
2008-05-25,0,11.0,,0.11,0.0
2008-05-26,0,11.0,,0.11,0.0
2008-05-27,0,11.0,,0.11,0.0
2008-05-28,0,11.0,,0.11,0.0
2008-05-29,0,11.0,,0.11,0.0
2008-05-30,0,11.0,,0.11,0.0
2008-05-31,0,11.0,,0.11,0.0
2008-06-01,0,20.0,False,0.2,0.0
2008-06-02,0,20.0,,0.2,0.0
2008-06-03,100,20.0,,0.2,20.0
2008-06-04,0,20.0,,0.2,0.0
2008-06-05,35,20.0,,0.2,7.0
2008-06-06,0,20.0,,0.2,0.0
2008-06-07,0,20.0,,0.2,0.0
2008-06-08,0,20.0,,0.2,0.0
2008-06-09,36,20.0,,0.2,7.2
2008-06-10,35,20.0,,0.2,7.0
2008-06-11,0,20.0,,0.2,0.0
2008-06-12,37,20.0,,0.2,7.4
2008-06-13,0,20.0,,0.2,0.0
2008-06-14,0,20.0,,0.2,0.0
2008-06-15,0,20.0,,0.2,0.0
2008-06-16,0,20.0,,0.2,0.0
2008-06-17,0,20.0,,0.2,0.0
2008-06-18,0,20.0,,0.2,0.0
2008-06-19,37,20.0,,0.2,7.4
2008-06-20,0,20.0,,0.2,0.0
2008-06-21,0,20.0,,0.2,0.0
2008-06-22,0,20.0,,0.2,0.0
2008-06-23,0,20.0,,0.2,0.0
2008-06-24,0,20.0,,0.2,0.0
2008-06-25,0,20.0,,0.2,0.0
2008-06-26,0,20.0,,0.2,0.0
2008-06-27,39,20.0,,0.2,7.800000000000001
2008-06-28,0,20.0,,0.2,0.0
2008-06-29,0,20.0,,0.2,0.0
2008-06-30,0,20.0,,0.2,0.0
2008-07-01,0,15.0,False,0.15,0.0
2008-07-02,0,15.0,,0.15,0.0
2008-07-03,0,15.0,,0.15,0.0
2008-07-04,0,15.0,,0.15,0.0
2008-07-05,0,15.0,,0.15,0.0
2008-07-06,83,15.0,,0.15,12.45
2008-07-07,0,15.0,,0.15,0.0
2008-07-08,100,15.0,,0.15,15.0
2008-07-09,51,15.0,,0.15,7.6499999999999995
2008-07-10,0,15.0,,0.15,0.0
2008-07-11,55,15.0,,0.15,8.25
2008-07-12,0,15.0,,0.15,0.0
2008-07-13,0,15.0,,0.15,0.0
2008-07-14,0,15.0,,0.15,0.0
2008-07-15,0,15.0,,0.15,0.0
2008-07-16,51,15.0,,0.15,7.6499999999999995
2008-07-17,51,15.0,,0.15,7.6499999999999995
2008-07-18,0,15.0,,0.15,0.0
2008-07-19,78,15.0,,0.15,11.7
2008-07-20,0,15.0,,0.15,0.0
2008-07-21,0,15.0,,0.15,0.0
2008-07-22,98,15.0,,0.15,14.7
2008-07-23,0,15.0,,0.15,0.0
2008-07-24,0,15.0,,0.15,0.0
2008-07-25,0,15.0,,0.15,0.0
2008-07-26,0,15.0,,0.15,0.0
2008-07-27,0,15.0,,0.15,0.0
2008-07-28,0,15.0,,0.15,0.0
2008-07-29,0,15.0,,0.15,0.0
2008-07-30,0,15.0,,0.15,0.0
2008-07-31,51,15.0,,0.15,7.6499999999999995
2008-08-01,0,13.0,False,0.13,0.0
2008-08-02,0,13.0,,0.13,0.0
2008-08-03,0,13.0,,0.13,0.0
2008-08-04,0,13.0,,0.13,0.0
2008-08-05,0,13.0,,0.13,0.0
2008-08-06,0,13.0,,0.13,0.0
2008-08-07,0,13.0,,0.13,0.0
2008-08-08,0,13.0,,0.13,0.0
2008-08-09,0,13.0,,0.13,0.0
2008-08-10,0,13.0,,0.13,0.0
2008-08-11,0,13.0,,0.13,0.0
2008-08-12,46,13.0,,0.13,5.98
2008-08-13,0,13.0,,0.13,0.0
2008-08-14,48,13.0,,0.13,6.24
2008-08-15,100,13.0,,0.13,13.0
2008-08-16,70,13.0,,0.13,9.1
2008-08-17,0,13.0,,0.13,0.0
2008-08-18,0,13.0,,0.13,0.0
2008-08-19,46,13.0,,0.13,5.98
2008-08-20,0,13.0,,0.13,0.0
2008-08-21,47,13.0,,0.13,6.11
2008-08-22,0,13.0,,0.13,0.0
2008-08-23,0,13.0,,0.13,0.0
2008-08-24,0,13.0,,0.13,0.0
2008-08-25,46,13.0,,0.13,5.98
2008-08-26,0,13.0,,0.13,0.0
2008-08-27,0,13.0,,0.13,0.0
2008-08-28,0,13.0,,0.13,0.0
2008-08-29,0,13.0,,0.13,0.0
2008-08-30,0,13.0,,0.13,0.0
2008-08-31,0,13.0,,0.13,0.0
2008-09-01,0,20.0,False,0.2,0.0
2008-09-02,0,20.0,,0.2,0.0
2008-09-03,0,20.0,,0.2,0.0
2008-09-04,69,20.0,,0.2,13.8
2008-09-05,0,20.0,,0.2,0.0
2008-09-06,0,20.0,,0.2,0.0
2008-09-07,100,20.0,,0.2,20.0
2008-09-08,34,20.0,,0.2,6.800000000000001
2008-09-09,33,20.0,,0.2,6.6000000000000005
2008-09-10,0,20.0,,0.2,0.0
2008-09-11,0,20.0,,0.2,0.0
2008-09-12,36,20.0,,0.2,7.2
2008-09-13,50,20.0,,0.2,10.0
2008-09-14,50,20.0,,0.2,10.0
2008-09-15,34,20.0,,0.2,6.800000000000001
2008-09-16,0,20.0,,0.2,0.0
2008-09-17,34,20.0,,0.2,6.800000000000001
2008-09-18,34,20.0,,0.2,6.800000000000001
2008-09-19,37,20.0,,0.2,7.4
2008-09-20,0,20.0,,0.2,0.0
2008-09-21,0,20.0,,0.2,0.0
2008-09-22,33,20.0,,0.2,6.6000000000000005
2008-09-23,0,20.0,,0.2,0.0
2008-09-24,0,20.0,,0.2,0.0
2008-09-25,34,20.0,,0.2,6.800000000000001
2008-09-26,0,20.0,,0.2,0.0
2008-09-27,0,20.0,,0.2,0.0
2008-09-28,98,20.0,,0.2,19.6
2008-09-29,0,20.0,,0.2,0.0
2008-09-30,0,20.0,,0.2,0.0
2008-10-01,0,21.0,False,0.21,0.0
2008-10-02,0,21.0,,0.21,0.0
2008-10-03,0,21.0,,0.21,0.0
2008-10-04,0,21.0,,0.21,0.0
2008-10-05,100,21.0,,0.21,21.0
2008-10-06,33,21.0,,0.21,6.93
2008-10-07,33,21.0,,0.21,6.93
2008-10-08,0,21.0,,0.21,0.0
2008-10-09,0,21.0,,0.21,0.0
2008-10-10,35,21.0,,0.21,7.35
2008-10-11,0,21.0,,0.21,0.0
2008-10-12,53,21.0,,0.21,11.129999999999999
2008-10-13,34,21.0,,0.21,7.14
2008-10-14,0,21.0,,0.21,0.0
2008-10-15,65,21.0,,0.21,13.65
2008-10-16,0,21.0,,0.21,0.0
2008-10-17,0,21.0,,0.21,0.0
2008-10-18,0,21.0,,0.21,0.0
2008-10-19,0,21.0,,0.21,0.0
2008-10-20,0,21.0,,0.21,0.0
2008-10-21,99,21.0,,0.21,20.79
2008-10-22,66,21.0,,0.21,13.86
2008-10-23,0,21.0,,0.21,0.0
2008-10-24,36,21.0,,0.21,7.56
2008-10-25,0,21.0,,0.21,0.0
2008-10-26,51,21.0,,0.21,10.709999999999999
2008-10-27,0,21.0,,0.21,0.0
2008-10-28,0,21.0,,0.21,0.0
2008-10-29,54,21.0,,0.21,11.34
2008-10-30,34,21.0,,0.21,7.14
2008-10-31,0,21.0,,0.21,0.0
2008-11-01,100,27.0,False,0.27,27.0
2008-11-02,0,27.0,,0.27,0.0
2008-11-03,42,27.0,,0.27,11.34
2008-11-04,0,27.0,,0.27,0.0
2008-11-05,28,27.0,,0.27,7.5600000000000005
2008-11-06,0,27.0,,0.27,0.0
2008-11-07,0,27.0,,0.27,0.0
2008-11-08,0,27.0,,0.27,0.0
2008-11-09,0,27.0,,0.27,0.0
2008-11-10,0,27.0,,0.27,0.0
2008-11-11,30,27.0,,0.27,8.100000000000001
2008-11-12,29,27.0,,0.27,7.83
2008-11-13,0,27.0,,0.27,0.0
2008-11-14,0,27.0,,0.27,0.0
2008-11-15,44,27.0,,0.27,11.88
2008-11-16,0,27.0,,0.27,0.0
2008-11-17,88,27.0,,0.27,23.76
2008-11-18,30,27.0,,0.27,8.100000000000001
2008-11-19,30,27.0,,0.27,8.100000000000001
2008-11-20,30,27.0,,0.27,8.100000000000001
2008-11-21,31,27.0,,0.27,8.370000000000001
2008-11-22,44,27.0,,0.27,11.88
2008-11-23,44,27.0,,0.27,11.88
2008-11-24,0,27.0,,0.27,0.0
2008-11-25,0,27.0,,0.27,0.0
2008-11-26,33,27.0,,0.27,8.91
2008-11-27,0,27.0,,0.27,0.0
2008-11-28,43,27.0,,0.27,11.610000000000001
2008-11-29,45,27.0,,0.27,12.15
2008-11-30,0,27.0,,0.27,0.0
2008-12-01,50,22.0,False,0.22,11.0
2008-12-02,0,22.0,,0.22,0.0
2008-12-03,49,22.0,,0.22,10.78
2008-12-04,0,22.0,,0.22,0.0
2008-12-05,54,22.0,,0.22,11.88
2008-12-06,0,22.0,,0.22,0.0
2008-12-07,0,22.0,,0.22,0.0
2008-12-08,0,22.0,,0.22,0.0
2008-12-09,0,22.0,,0.22,0.0
2008-12-10,100,22.0,,0.22,22.0
2008-12-11,0,22.0,,0.22,0.0
2008-12-12,55,22.0,,0.22,12.1
2008-12-13,76,22.0,,0.22,16.72
2008-12-14,0,22.0,,0.22,0.0
2008-12-15,0,22.0,,0.22,0.0
2008-12-16,50,22.0,,0.22,11.0
2008-12-17,0,22.0,,0.22,0.0
2008-12-18,54,22.0,,0.22,11.88
2008-12-19,0,22.0,,0.22,0.0
2008-12-20,0,22.0,,0.22,0.0
2008-12-21,0,22.0,,0.22,0.0
2008-12-22,59,22.0,,0.22,12.98
2008-12-23,62,22.0,,0.22,13.64
2008-12-24,0,22.0,,0.22,0.0
2008-12-25,0,22.0,,0.22,0.0
2008-12-26,0,22.0,,0.22,0.0
2008-12-27,0,22.0,,0.22,0.0
2008-12-28,0,22.0,,0.22,0.0
2008-12-29,0,22.0,,0.22,0.0
2008-12-30,0,22.0,,0.22,0.0
2008-12-31,0,22.0,,0.22,0.0
2009-01-01,0,21.0,False,0.21,0.0
2009-01-02,0,21.0,,0.21,0.0
2009-01-03,0,21.0,,0.21,0.0
2009-01-04,0,21.0,,0.21,0.0
2009-01-05,62,21.0,,0.21,13.02
2009-01-06,60,21.0,,0.21,12.6
2009-01-07,60,21.0,,0.21,12.6
2009-01-08,0,21.0,,0.21,0.0
2009-01-09,63,21.0,,0.21,13.229999999999999
2009-01-10,0,21.0,,0.21,0.0
2009-01-11,0,21.0,,0.21,0.0
2009-01-12,0,21.0,,0.21,0.0
2009-01-13,0,21.0,,0.21,0.0
2009-01-14,30,21.0,,0.21,6.3
2009-01-15,30,21.0,,0.21,6.3
2009-01-16,94,21.0,,0.21,19.74
2009-01-17,0,21.0,,0.21,0.0
2009-01-18,92,21.0,,0.21,19.32
2009-01-19,100,21.0,,0.21,21.0
2009-01-20,0,21.0,,0.21,0.0
2009-01-21,0,21.0,,0.21,0.0
2009-01-22,0,21.0,,0.21,0.0
2009-01-23,0,21.0,,0.21,0.0
2009-01-24,43,21.0,,0.21,9.03
2009-01-25,0,21.0,,0.21,0.0
2009-01-26,0,21.0,,0.21,0.0
2009-01-27,29,21.0,,0.21,6.09
2009-01-28,0,21.0,,0.21,0.0
2009-01-29,0,21.0,,0.21,0.0
2009-01-30,0,21.0,,0.21,0.0
2009-01-31,0,21.0,,0.21,0.0
2009-02-01,0,25.0,False,0.25,0.0
2009-02-02,0,25.0,,0.25,0.0
2009-02-03,32,25.0,,0.25,8.0
2009-02-04,33,25.0,,0.25,8.25
2009-02-05,0,25.0,,0.25,0.0
2009-02-06,0,25.0,,0.25,0.0
2009-02-07,0,25.0,,0.25,0.0
2009-02-08,100,25.0,,0.25,25.0
2009-02-09,33,25.0,,0.25,8.25
2009-02-10,32,25.0,,0.25,8.0
2009-02-11,66,25.0,,0.25,16.5
2009-02-12,0,25.0,,0.25,0.0
2009-02-13,0,25.0,,0.25,0.0
2009-02-14,0,25.0,,0.25,0.0
2009-02-15,53,25.0,,0.25,13.25
2009-02-16,0,25.0,,0.25,0.0
2009-02-17,0,25.0,,0.25,0.0
2009-02-18,33,25.0,,0.25,8.25
2009-02-19,33,25.0,,0.25,8.25
2009-02-20,0,25.0,,0.25,0.0
2009-02-21,0,25.0,,0.25,0.0
2009-02-22,100,25.0,,0.25,25.0
2009-02-23,34,25.0,,0.25,8.5
2009-02-24,65,25.0,,0.25,16.25
2009-02-25,33,25.0,,0.25,8.25
2009-02-26,67,25.0,,0.25,16.75
2009-02-27,69,25.0,,0.25,17.25
2009-02-28,0,25.0,,0.25,0.0
2009-03-01,0,23.0,False,0.23,0.0
2009-03-02,24,23.0,,0.23,5.5200000000000005
2009-03-03,0,23.0,,0.23,0.0
2009-03-04,24,23.0,,0.23,5.5200000000000005
2009-03-05,25,23.0,,0.23,5.75
2009-03-06,26,23.0,,0.23,5.98
2009-03-07,37,23.0,,0.23,8.51
2009-03-08,0,23.0,,0.23,0.0
2009-03-09,25,23.0,,0.23,5.75
2009-03-10,0,23.0,,0.23,0.0
2009-03-11,0,23.0,,0.23,0.0
2009-03-12,25,23.0,,0.23,5.75
2009-03-13,52,23.0,,0.23,11.96
2009-03-14,0,23.0,,0.23,0.0
2009-03-15,0,23.0,,0.23,0.0
2009-03-16,25,23.0,,0.23,5.75
2009-03-17,100,23.0,,0.23,23.0
2009-03-18,0,23.0,,0.23,0.0
2009-03-19,0,23.0,,0.23,0.0
2009-03-20,0,23.0,,0.23,0.0
2009-03-21,38,23.0,,0.23,8.74
2009-03-22,0,23.0,,0.23,0.0
2009-03-23,25,23.0,,0.23,5.75
2009-03-24,24,23.0,,0.23,5.5200000000000005
2009-03-25,24,23.0,,0.23,5.5200000000000005
2009-03-26,0,23.0,,0.23,0.0
2009-03-27,0,23.0,,0.23,0.0
2009-03-28,0,23.0,,0.23,0.0
2009-03-29,0,23.0,,0.23,0.0
2009-03-30,0,23.0,,0.23,0.0
2009-03-31,0,23.0,,0.23,0.0
