date,auction_unscaled,auction_monthly,isPartial,scale,auction
2012-09-05,90,90,False,0.9,81.0
2012-09-06,87,87,False,0.87,75.69
2012-09-07,89,89,False,0.89,79.21000000000001
2012-09-08,89,89,False,0.89,79.21000000000001
2012-09-09,74,74,False,0.74,54.76
2012-09-10,78,78,False,0.78,60.84
2012-09-11,84,84,False,0.84,70.56
2012-09-12,95,95,False,0.95,90.25
2012-09-13,94,94,False,0.94,88.36
2012-09-14,82,82,False,0.82,67.24
2012-09-15,88,88,False,0.88,77.44
2012-09-16,72,72,False,0.72,51.839999999999996
2012-09-17,82,82,False,0.82,67.24
2012-09-18,93,93,False,0.93,86.49000000000001
2012-09-19,81,81,False,0.81,65.61
2012-09-20,87,87,False,0.87,75.69
2012-09-21,97,97,False,0.97,94.09
2012-09-22,97,97,False,0.97,94.09
2012-09-23,71,71,False,0.71,50.41
2012-09-24,84,84,False,0.84,70.56
2012-09-25,83,83,False,0.83,68.89
2012-09-26,83,83,False,0.83,68.89
2012-09-27,100,100,False,1.0,100.0
2012-09-28,87,87,False,0.87,75.69
2012-09-29,92,92,False,0.92,84.64
2012-09-30,77,77,False,0.77,59.29
2012-10-01,88,88,False,0.88,77.44
2012-10-02,81,81,False,0.81,65.61
2012-10-03,90,90,False,0.9,81.0
2012-10-04,79,79,False,0.79,62.410000000000004
2012-10-05,93,93,False,0.93,86.49000000000001
2012-10-06,84,84,False,0.84,70.56
2012-10-07,78,78,False,0.78,60.84
2012-10-08,89,89,False,0.89,79.21000000000001
2012-10-09,83,83,False,0.83,68.89
2012-10-10,88,88,False,0.88,77.44
2012-10-11,87,87,False,0.87,75.69
2012-10-12,90,90,False,0.9,81.0
2012-10-13,95,95,False,0.95,90.25
2012-10-14,81,81,False,0.81,65.61
2012-10-15,93,93,False,0.93,86.49000000000001
2012-10-16,81,81,False,0.81,65.61
2012-10-17,92,92,False,0.92,84.64
2012-10-18,91,91,False,0.91,82.81
2012-10-19,85,85,False,0.85,72.25
2012-10-20,88,88,False,0.88,77.44
2012-10-21,78,78,False,0.78,60.84
2012-10-22,91,91,False,0.91,82.81
2012-10-23,92,92,False,0.92,84.64
2012-10-24,76,76,False,0.76,57.76
2012-10-25,95,95,False,0.95,90.25
2012-10-26,82,82,False,0.82,67.24
2012-10-27,100,100,False,1.0,100.0
2012-10-28,74,74,False,0.74,54.76
2012-10-29,76,76,False,0.76,57.76
2012-10-30,77,77,False,0.77,59.29
2012-10-31,84,84,False,0.84,70.56
2012-11-01,87,87,False,0.87,75.69
2012-11-02,87,87,False,0.87,75.69
2012-11-03,95,95,False,0.95,90.25
2012-11-04,76,76,False,0.76,57.76
2012-11-05,81,81,False,0.81,65.61
2012-11-06,73,73,False,0.73,53.29
2012-11-07,75,75,False,0.75,56.25
2012-11-08,89,89,False,0.89,79.21000000000001
2012-11-09,83,83,False,0.83,68.89
2012-11-10,90,90,False,0.9,81.0
2012-11-11,81,81,False,0.81,65.61
2012-11-12,87,87,False,0.87,75.69
2012-11-13,82,82,False,0.82,67.24
2012-11-14,92,92,False,0.92,84.64
2012-11-15,97,97,False,0.97,94.09
2012-11-16,100,100,False,1.0,100.0
2012-11-17,99,99,False,0.99,98.01
2012-11-18,81,81,False,0.81,65.61
2012-11-19,78,78,False,0.78,60.84
2012-11-20,77,77,False,0.77,59.29
2012-11-21,73,73,False,0.73,53.29
2012-11-22,65,65,False,0.65,42.25
2012-11-23,71,71,False,0.71,50.41
2012-11-24,81,81,False,0.81,65.61
2012-11-25,72,72,False,0.72,51.839999999999996
2012-11-26,74,74,False,0.74,54.76
2012-11-27,87,87,False,0.87,75.69
2012-11-28,89,89,False,0.89,79.21000000000001
2012-11-29,92,92,False,0.92,84.64
2012-11-30,87,87,False,0.87,75.69
2012-12-01,85,85,False,0.85,72.25
2012-12-02,71,71,False,0.71,50.41
2012-12-03,77,77,False,0.77,59.29
2012-12-04,86,86,False,0.86,73.96
2012-12-05,91,91,False,0.91,82.81
2012-12-06,80,80,False,0.8,64.0
2012-12-07,85,85,False,0.85,72.25
2012-12-08,100,100,False,1.0,100.0
2012-12-09,70,70,False,0.7,49.0
2012-12-10,73,73,False,0.73,53.29
2012-12-11,79,79,False,0.79,62.410000000000004
2012-12-12,84,84,False,0.84,70.56
2012-12-13,84,84,False,0.84,70.56
2012-12-14,68,68,False,0.68,46.24
2012-12-15,80,80,False,0.8,64.0
2012-12-16,61,61,False,0.61,37.21
2012-12-17,75,75,False,0.75,56.25
2012-12-18,67,67,False,0.67,44.89
2012-12-19,66,66,False,0.66,43.56
2012-12-20,64,64,False,0.64,40.96
2012-12-21,61,61,False,0.61,37.21
2012-12-22,60,60,False,0.6,36.0
2012-12-23,56,56,False,0.56,31.360000000000003
2012-12-24,57,57,False,0.57,32.489999999999995
2012-12-25,47,47,False,0.47,22.09
2012-12-26,68,68,False,0.68,46.24
2012-12-27,90,90,False,0.9,81.0
2012-12-28,81,81,False,0.81,65.61
2012-12-29,80,80,False,0.8,64.0
2012-12-30,68,68,False,0.68,46.24
2012-12-31,72,72,False,0.72,51.839999999999996
2013-01-01,70,70,False,0.7,49.0
2013-01-02,71,71,False,0.71,50.41
2013-01-03,70,70,False,0.7,49.0
2013-01-04,70,70,False,0.7,49.0
2013-01-05,72,72,False,0.72,51.839999999999996
2013-01-06,70,70,False,0.7,49.0
2013-01-07,71,71,False,0.71,50.41
2013-01-08,78,78,False,0.78,60.84
2013-01-09,72,72,False,0.72,51.839999999999996
2013-01-10,77,77,False,0.77,59.29
2013-01-11,82,82,False,0.82,67.24
2013-01-12,79,79,False,0.79,62.410000000000004
2013-01-13,61,61,False,0.61,37.21
2013-01-14,71,71,False,0.71,50.41
2013-01-15,68,68,False,0.68,46.24
2013-01-16,78,78,False,0.78,60.84
2013-01-17,80,80,False,0.8,64.0
2013-01-18,77,77,False,0.77,59.29
2013-01-19,100,100,False,1.0,100.0
2013-01-20,84,84,False,0.84,70.56
2013-01-21,78,78,False,0.78,60.84
2013-01-22,79,79,False,0.79,62.410000000000004
2013-01-23,81,81,False,0.81,65.61
2013-01-24,83,83,False,0.83,68.89
2013-01-25,75,75,False,0.75,56.25
2013-01-26,84,84,False,0.84,70.56
2013-01-27,75,75,False,0.75,56.25
2013-01-28,70,70,False,0.7,49.0
2013-01-29,83,83,False,0.83,68.89
2013-01-30,82,82,False,0.82,67.24
2013-01-31,77,77,False,0.77,59.29
2013-02-01,81,81,False,0.81,65.61
2013-02-02,89,89,False,0.89,79.21000000000001
2013-02-03,71,71,False,0.71,50.41
2013-02-04,81,81,False,0.81,65.61
2013-02-05,76,76,False,0.76,57.76
2013-02-06,83,83,False,0.83,68.89
2013-02-07,85,85,False,0.85,72.25
2013-02-08,88,88,False,0.88,77.44
2013-02-09,92,92,False,0.92,84.64
2013-02-10,79,79,False,0.79,62.410000000000004
2013-02-11,68,68,False,0.68,46.24
2013-02-12,83,83,False,0.83,68.89
2013-02-13,86,86,False,0.86,73.96
2013-02-14,78,78,False,0.78,60.84
2013-02-15,77,77,False,0.77,59.29
2013-02-16,99,99,False,0.99,98.01
2013-02-17,84,84,False,0.84,70.56
2013-02-18,80,80,False,0.8,64.0
2013-02-19,88,88,False,0.88,77.44
2013-02-20,86,86,False,0.86,73.96
2013-02-21,84,84,False,0.84,70.56
2013-02-22,88,88,False,0.88,77.44
2013-02-23,100,100,False,1.0,100.0
2013-02-24,76,76,False,0.76,57.76
2013-02-25,80,80,False,0.8,64.0
2013-02-26,88,88,False,0.88,77.44
2013-02-27,81,81,False,0.81,65.61
2013-02-28,88,88,False,0.88,77.44
2013-03-01,96,96,False,0.96,92.16
2013-03-02,100,100,False,1.0,100.0
2013-03-03,72,72,False,0.72,51.839999999999996
2013-03-04,72,72,False,0.72,51.839999999999996
2013-03-05,81,81,False,0.81,65.61
2013-03-06,79,79,False,0.79,62.410000000000004
2013-03-07,87,87,False,0.87,75.69
2013-03-08,86,86,False,0.86,73.96
2013-03-09,88,88,False,0.88,77.44
2013-03-10,76,76,False,0.76,57.76
2013-03-11,83,83,False,0.83,68.89
2013-03-12,76,76,False,0.76,57.76
2013-03-13,91,91,False,0.91,82.81
2013-03-14,82,82,False,0.82,67.24
2013-03-15,88,88,False,0.88,77.44
2013-03-16,87,87,False,0.87,75.69
2013-03-17,66,66,False,0.66,43.56
2013-03-18,68,68,False,0.68,46.24
2013-03-19,91,91,False,0.91,82.81
2013-03-20,89,89,False,0.89,79.21000000000001
2013-03-21,93,93,False,0.93,86.49000000000001
2013-03-22,90,90,False,0.9,81.0
2013-03-23,95,95,False,0.95,90.25
2013-03-24,84,84,False,0.84,70.56
2013-03-25,75,75,False,0.75,56.25
2013-03-26,86,86,False,0.86,73.96
2013-03-27,84,84,False,0.84,70.56
2013-03-28,81,81,False,0.81,65.61
2013-03-29,80,80,False,0.8,64.0
2013-03-30,75,75,False,0.75,56.25
2013-03-31,66,66,False,0.66,43.56
2013-04-01,68,68,False,0.68,46.24
2013-04-02,82,82,False,0.82,67.24
2013-04-03,81,81,False,0.81,65.61
2013-04-04,87,87,False,0.87,75.69
2013-04-05,82,82,False,0.82,67.24
2013-04-06,100,100,False,1.0,100.0
2013-04-07,72,72,False,0.72,51.839999999999996
2013-04-08,73,73,False,0.73,53.29
2013-04-09,83,83,False,0.83,68.89
2013-04-10,79,79,False,0.79,62.410000000000004
2013-04-11,75,75,False,0.75,56.25
2013-04-12,85,85,False,0.85,72.25
2013-04-13,92,92,False,0.92,84.64
2013-04-14,75,75,False,0.75,56.25
2013-04-15,66,66,False,0.66,43.56
2013-04-16,77,77,False,0.77,59.29
2013-04-17,80,80,False,0.8,64.0
2013-04-18,77,77,False,0.77,59.29
2013-04-19,81,81,False,0.81,65.61
2013-04-20,92,92,False,0.92,84.64
2013-04-21,72,72,False,0.72,51.839999999999996
2013-04-22,70,70,False,0.7,49.0
2013-04-23,75,75,False,0.75,56.25
2013-04-24,76,76,False,0.76,57.76
2013-04-25,82,82,False,0.82,67.24
2013-04-26,85,85,False,0.85,72.25
2013-04-27,94,94,False,0.94,88.36
2013-04-28,68,68,False,0.68,46.24
2013-04-29,67,67,False,0.67,44.89
2013-04-30,69,69,False,0.69,47.61
2013-05-01,91,91,False,0.91,82.81
2013-05-02,93,93,False,0.93,86.49000000000001
2013-05-03,94,94,False,0.94,88.36
2013-05-04,100,100,False,1.0,100.0
2013-05-05,83,83,False,0.83,68.89
2013-05-06,78,78,False,0.78,60.84
2013-05-07,98,98,False,0.98,96.03999999999999
2013-05-08,87,87,False,0.87,75.69
2013-05-09,86,86,False,0.86,73.96
2013-05-10,88,88,False,0.88,77.44
2013-05-11,97,97,False,0.97,94.09
2013-05-12,76,76,False,0.76,57.76
2013-05-13,87,87,False,0.87,75.69
2013-05-14,88,88,False,0.88,77.44
2013-05-15,89,89,False,0.89,79.21000000000001
2013-05-16,87,87,False,0.87,75.69
2013-05-17,90,90,False,0.9,81.0
2013-05-18,96,96,False,0.96,92.16
2013-05-19,84,84,False,0.84,70.56
2013-05-20,83,83,False,0.83,68.89
2013-05-21,85,85,False,0.85,72.25
2013-05-22,76,76,False,0.76,57.76
2013-05-23,80,80,False,0.8,64.0
2013-05-24,75,75,False,0.75,56.25
2013-05-25,82,82,False,0.82,67.24
2013-05-26,70,70,False,0.7,49.0
2013-05-27,75,75,False,0.75,56.25
2013-05-28,83,83,False,0.83,68.89
2013-05-29,85,85,False,0.85,72.25
2013-05-30,89,89,False,0.89,79.21000000000001
2013-05-31,88,88,False,0.88,77.44
2013-06-01,95,95,False,0.95,90.25
2013-06-02,77,77,False,0.77,59.29
2013-06-03,80,80,False,0.8,64.0
2013-06-04,90,90,False,0.9,81.0
2013-06-05,96,96,False,0.96,92.16
2013-06-06,100,100,False,1.0,100.0
2013-06-07,97,97,False,0.97,94.09
2013-06-08,98,98,False,0.98,96.03999999999999
2013-06-09,78,78,False,0.78,60.84
2013-06-10,83,83,False,0.83,68.89
2013-06-11,91,91,False,0.91,82.81
2013-06-12,91,91,False,0.91,82.81
2013-06-13,88,88,False,0.88,77.44
2013-06-14,88,88,False,0.88,77.44
2013-06-15,99,99,False,0.99,98.01
2013-06-16,70,70,False,0.7,49.0
2013-06-17,86,86,False,0.86,73.96
2013-06-18,83,83,False,0.83,68.89
2013-06-19,88,88,False,0.88,77.44
2013-06-20,86,86,False,0.86,73.96
2013-06-21,90,90,False,0.9,81.0
2013-06-22,94,94,False,0.94,88.36
2013-06-23,80,80,False,0.8,64.0
2013-06-24,84,84,False,0.84,70.56
2013-06-25,95,95,False,0.95,90.25
2013-06-26,94,94,False,0.94,88.36
2013-06-27,97,97,False,0.97,94.09
2013-06-28,87,87,False,0.87,75.69
2013-06-29,91,91,False,0.91,82.81
2013-06-30,74,74,False,0.74,54.76
2013-07-01,82,82,False,0.82,67.24
2013-07-02,78,78,False,0.78,60.84
2013-07-03,83,83,False,0.83,68.89
2013-07-04,71,71,False,0.71,50.41
2013-07-05,80,80,False,0.8,64.0
2013-07-06,90,90,False,0.9,81.0
2013-07-07,66,66,False,0.66,43.56
2013-07-08,85,85,False,0.85,72.25
2013-07-09,98,98,False,0.98,96.03999999999999
2013-07-10,90,90,False,0.9,81.0
2013-07-11,87,87,False,0.87,75.69
2013-07-12,87,87,False,0.87,75.69
2013-07-13,96,96,False,0.96,92.16
2013-07-14,74,74,False,0.74,54.76
2013-07-15,85,85,False,0.85,72.25
2013-07-16,91,91,False,0.91,82.81
2013-07-17,83,83,False,0.83,68.89
2013-07-18,94,94,False,0.94,88.36
2013-07-19,89,89,False,0.89,79.21000000000001
2013-07-20,95,95,False,0.95,90.25
2013-07-21,81,81,False,0.81,65.61
2013-07-22,78,78,False,0.78,60.84
2013-07-23,86,86,False,0.86,73.96
2013-07-24,87,87,False,0.87,75.69
2013-07-25,95,95,False,0.95,90.25
2013-07-26,89,89,False,0.89,79.21000000000001
2013-07-27,91,91,False,0.91,82.81
2013-07-28,85,85,False,0.85,72.25
2013-07-29,89,89,False,0.89,79.21000000000001
2013-07-30,98,98,False,0.98,96.03999999999999
2013-07-31,100,100,False,1.0,100.0
2013-08-01,74,74,False,0.74,54.76
2013-08-02,76,76,False,0.76,57.76
2013-08-03,82,82,False,0.82,67.24
2013-08-04,72,72,False,0.72,51.839999999999996
2013-08-05,72,72,False,0.72,51.839999999999996
2013-08-06,81,81,False,0.81,65.61
2013-08-07,80,80,False,0.8,64.0
2013-08-08,72,72,False,0.72,51.839999999999996
2013-08-09,78,78,False,0.78,60.84
2013-08-10,78,78,False,0.78,60.84
2013-08-11,68,68,False,0.68,46.24
2013-08-12,75,75,False,0.75,56.25
2013-08-13,78,78,False,0.78,60.84
2013-08-14,78,78,False,0.78,60.84
2013-08-15,83,83,False,0.83,68.89
2013-08-16,97,97,False,0.97,94.09
2013-08-17,100,100,False,1.0,100.0
2013-08-18,85,85,False,0.85,72.25
2013-08-19,86,86,False,0.86,73.96
2013-08-20,88,88,False,0.88,77.44
2013-08-21,94,94,False,0.94,88.36
2013-08-22,87,87,False,0.87,75.69
2013-08-23,78,78,False,0.78,60.84
2013-08-24,92,92,False,0.92,84.64
2013-08-25,80,80,False,0.8,64.0
2013-08-26,73,73,False,0.73,53.29
2013-08-27,83,83,False,0.83,68.89
2013-08-28,79,79,False,0.79,62.410000000000004
2013-08-29,77,77,False,0.77,59.29
2013-08-30,76,76,False,0.76,57.76
2013-08-31,77,77,False,0.77,59.29
2013-09-01,45,45,False,0.45,20.25
2013-09-02,50,50,False,0.5,25.0
2013-09-03,50,50,False,0.5,25.0
2013-09-04,57,57,False,0.57,32.489999999999995
2013-09-05,58,58,False,0.58,33.64
2013-09-06,61,61,False,0.61,37.21
2013-09-07,55,55,False,0.55,30.250000000000004
2013-09-08,50,50,False,0.5,25.0
2013-09-09,49,49,False,0.49,24.009999999999998
2013-09-10,50,50,False,0.5,25.0
2013-09-11,51,51,False,0.51,26.01
2013-09-12,57,57,False,0.57,32.489999999999995
2013-09-13,51,51,False,0.51,26.01
2013-09-14,57,57,False,0.57,32.489999999999995
2013-09-15,43,43,False,0.43,18.49
2013-09-16,46,46,False,0.46,21.16
2013-09-17,62,62,False,0.62,38.44
2013-09-18,59,59,False,0.59,34.809999999999995
2013-09-19,55,55,False,0.55,30.250000000000004
2013-09-20,57,57,False,0.57,32.489999999999995
2013-09-21,64,64,False,0.64,40.96
2013-09-22,46,46,False,0.46,21.16
2013-09-23,54,54,False,0.54,29.160000000000004
2013-09-24,54,54,False,0.54,29.160000000000004
2013-09-25,56,56,False,0.56,31.360000000000003
2013-09-26,57,57,False,0.57,32.489999999999995
2013-09-27,61,61,False,0.61,37.21
2013-09-28,82,82,False,0.82,67.24
2013-09-29,100,100,False,1.0,100.0
2013-09-30,70,70,False,0.7,49.0
2013-10-01,82,82,False,0.82,67.24
2013-10-02,85,85,False,0.85,72.25
2013-10-03,83,83,False,0.83,68.89
2013-10-04,90,90,False,0.9,81.0
2013-10-05,86,86,False,0.86,73.96
2013-10-06,79,79,False,0.79,62.410000000000004
2013-10-07,78,78,False,0.78,60.84
2013-10-08,83,83,False,0.83,68.89
2013-10-09,82,82,False,0.82,67.24
2013-10-10,83,83,False,0.83,68.89
2013-10-11,87,87,False,0.87,75.69
2013-10-12,85,85,False,0.85,72.25
2013-10-13,68,68,False,0.68,46.24
2013-10-14,83,83,False,0.83,68.89
2013-10-15,79,79,False,0.79,62.410000000000004
2013-10-16,83,83,False,0.83,68.89
2013-10-17,89,89,False,0.89,79.21000000000001
2013-10-18,88,88,False,0.88,77.44
2013-10-19,100,100,False,1.0,100.0
2013-10-20,75,75,False,0.75,56.25
2013-10-21,78,78,False,0.78,60.84
2013-10-22,80,80,False,0.8,64.0
2013-10-23,83,83,False,0.83,68.89
2013-10-24,81,81,False,0.81,65.61
2013-10-25,88,88,False,0.88,77.44
2013-10-26,89,89,False,0.89,79.21000000000001
2013-10-27,74,74,False,0.74,54.76
2013-10-28,77,77,False,0.77,59.29
2013-10-29,78,78,False,0.78,60.84
2013-10-30,84,84,False,0.84,70.56
2013-10-31,75,75,False,0.75,56.25
2013-11-01,86,86,False,0.86,73.96
2013-11-02,85,85,False,0.85,72.25
2013-11-03,85,85,False,0.85,72.25
2013-11-04,73,73,False,0.73,53.29
2013-11-05,85,85,False,0.85,72.25
2013-11-06,86,86,False,0.86,73.96
2013-11-07,98,98,False,0.98,96.03999999999999
2013-11-08,87,87,False,0.87,75.69
2013-11-09,93,93,False,0.93,86.49000000000001
2013-11-10,80,80,False,0.8,64.0
2013-11-11,81,81,False,0.81,65.61
2013-11-12,82,82,False,0.82,67.24
2013-11-13,91,91,False,0.91,82.81
2013-11-14,92,92,False,0.92,84.64
2013-11-15,86,86,False,0.86,73.96
2013-11-16,100,100,False,1.0,100.0
2013-11-17,71,71,False,0.71,50.41
2013-11-18,77,77,False,0.77,59.29
2013-11-19,85,85,False,0.85,72.25
2013-11-20,91,91,False,0.91,82.81
2013-11-21,85,85,False,0.85,72.25
2013-11-22,93,93,False,0.93,86.49000000000001
2013-11-23,98,98,False,0.98,96.03999999999999
2013-11-24,77,77,False,0.77,59.29
2013-11-25,69,69,False,0.69,47.61
2013-11-26,78,78,False,0.78,60.84
2013-11-27,77,77,False,0.77,59.29
2013-11-28,60,60,False,0.6,36.0
2013-11-29,63,63,False,0.63,39.69
2013-11-30,85,85,False,0.85,72.25
2013-12-01,72,72,False,0.72,51.839999999999996
2013-12-02,78,78,False,0.78,60.84
2013-12-03,85,85,False,0.85,72.25
2013-12-04,86,86,False,0.86,73.96
2013-12-05,86,86,False,0.86,73.96
2013-12-06,100,100,False,1.0,100.0
2013-12-07,95,95,False,0.95,90.25
2013-12-08,67,67,False,0.67,44.89
2013-12-09,81,81,False,0.81,65.61
2013-12-10,80,80,False,0.8,64.0
2013-12-11,92,92,False,0.92,84.64
2013-12-12,82,82,False,0.82,67.24
2013-12-13,83,83,False,0.83,68.89
2013-12-14,81,81,False,0.81,65.61
2013-12-15,71,71,False,0.71,50.41
2013-12-16,74,74,False,0.74,54.76
2013-12-17,87,87,False,0.87,75.69
2013-12-18,70,70,False,0.7,49.0
2013-12-19,76,76,False,0.76,57.76
2013-12-20,70,70,False,0.7,49.0
2013-12-21,65,65,False,0.65,42.25
2013-12-22,68,68,False,0.68,46.24
2013-12-23,59,59,False,0.59,34.809999999999995
2013-12-24,60,60,False,0.6,36.0
2013-12-25,61,61,False,0.61,37.21
2013-12-26,71,71,False,0.71,50.41
2013-12-27,73,73,False,0.73,53.29
2013-12-28,75,75,False,0.75,56.25
2013-12-29,72,72,False,0.72,51.839999999999996
2013-12-30,80,80,False,0.8,64.0
2013-12-31,85,85,False,0.85,72.25
2014-01-01,57,57,False,0.57,32.489999999999995
2014-01-02,62,62,False,0.62,38.44
2014-01-03,64,64,False,0.64,40.96
2014-01-04,69,69,False,0.69,47.61
2014-01-05,65,65,False,0.65,42.25
2014-01-06,60,60,False,0.6,36.0
2014-01-07,61,61,False,0.61,37.21
2014-01-08,61,61,False,0.61,37.21
2014-01-09,72,72,False,0.72,51.839999999999996
2014-01-10,72,72,False,0.72,51.839999999999996
2014-01-11,81,81,False,0.81,65.61
2014-01-12,68,68,False,0.68,46.24
2014-01-13,72,72,False,0.72,51.839999999999996
2014-01-14,73,73,False,0.73,53.29
2014-01-15,75,75,False,0.75,56.25
2014-01-16,73,73,False,0.73,53.29
2014-01-17,83,83,False,0.83,68.89
2014-01-18,100,100,False,1.0,100.0
2014-01-19,83,83,False,0.83,68.89
2014-01-20,66,66,False,0.66,43.56
2014-01-21,71,71,False,0.71,50.41
2014-01-22,70,70,False,0.7,49.0
2014-01-23,75,75,False,0.75,56.25
2014-01-24,77,77,False,0.77,59.29
2014-01-25,87,87,False,0.87,75.69
2014-01-26,82,82,False,0.82,67.24
2014-01-27,67,67,False,0.67,44.89
2014-01-28,71,71,False,0.71,50.41
2014-01-29,76,76,False,0.76,57.76
2014-01-30,73,73,False,0.73,53.29
2014-01-31,72,72,False,0.72,51.839999999999996
2014-02-01,80,80,False,0.8,64.0
2014-02-02,62,62,False,0.62,38.44
2014-02-03,64,64,False,0.64,40.96
2014-02-04,80,80,False,0.8,64.0
2014-02-05,77,77,False,0.77,59.29
2014-02-06,77,77,False,0.77,59.29
2014-02-07,74,74,False,0.74,54.76
2014-02-08,81,81,False,0.81,65.61
2014-02-09,76,76,False,0.76,57.76
2014-02-10,80,80,False,0.8,64.0
2014-02-11,74,74,False,0.74,54.76
2014-02-12,100,100,False,1.0,100.0
2014-02-13,84,84,False,0.84,70.56
2014-02-14,71,71,False,0.71,50.41
2014-02-15,89,89,False,0.89,79.21000000000001
2014-02-16,71,71,False,0.71,50.41
2014-02-17,78,78,False,0.78,60.84
2014-02-18,75,75,False,0.75,56.25
2014-02-19,74,74,False,0.74,54.76
2014-02-20,78,78,False,0.78,60.84
2014-02-21,86,86,False,0.86,73.96
2014-02-22,91,91,False,0.91,82.81
2014-02-23,76,76,False,0.76,57.76
2014-02-24,75,75,False,0.75,56.25
2014-02-25,86,86,False,0.86,73.96
2014-02-26,89,89,False,0.89,79.21000000000001
2014-02-27,91,91,False,0.91,82.81
2014-02-28,82,82,False,0.82,67.24
2014-03-01,95,95,False,0.95,90.25
2014-03-02,77,77,False,0.77,59.29
2014-03-03,77,77,False,0.77,59.29
2014-03-04,82,82,False,0.82,67.24
2014-03-05,78,78,False,0.78,60.84
2014-03-06,83,83,False,0.83,68.89
2014-03-07,93,93,False,0.93,86.49000000000001
2014-03-08,95,95,False,0.95,90.25
2014-03-09,80,80,False,0.8,64.0
2014-03-10,85,85,False,0.85,72.25
2014-03-11,71,71,False,0.71,50.41
2014-03-12,81,81,False,0.81,65.61
2014-03-13,84,84,False,0.84,70.56
2014-03-14,84,84,False,0.84,70.56
2014-03-15,91,91,False,0.91,82.81
2014-03-16,74,74,False,0.74,54.76
2014-03-17,68,68,False,0.68,46.24
2014-03-18,80,80,False,0.8,64.0
2014-03-19,87,87,False,0.87,75.69
2014-03-20,91,91,False,0.91,82.81
2014-03-21,81,81,False,0.81,65.61
2014-03-22,100,100,False,1.0,100.0
2014-03-23,81,81,False,0.81,65.61
2014-03-24,75,75,False,0.75,56.25
2014-03-25,95,95,False,0.95,90.25
2014-03-26,77,77,False,0.77,59.29
2014-03-27,89,89,False,0.89,79.21000000000001
2014-03-28,81,81,False,0.81,65.61
2014-03-29,96,96,False,0.96,92.16
2014-03-30,69,69,False,0.69,47.61
2014-03-31,68,68,False,0.68,46.24
2014-04-01,84,84,False,0.84,70.56
2014-04-02,85,85,False,0.85,72.25
2014-04-03,89,89,False,0.89,79.21000000000001
2014-04-04,100,100,False,1.0,100.0
2014-04-05,96,96,False,0.96,92.16
2014-04-06,78,78,False,0.78,60.84
2014-04-07,72,72,False,0.72,51.839999999999996
2014-04-08,78,78,False,0.78,60.84
2014-04-09,80,80,False,0.8,64.0
2014-04-10,85,85,False,0.85,72.25
2014-04-11,90,90,False,0.9,81.0
2014-04-12,90,90,False,0.9,81.0
2014-04-13,78,78,False,0.78,60.84
2014-04-14,71,71,False,0.71,50.41
2014-04-15,79,79,False,0.79,62.410000000000004
2014-04-16,85,85,False,0.85,72.25
2014-04-17,87,87,False,0.87,75.69
2014-04-18,79,79,False,0.79,62.410000000000004
2014-04-19,83,83,False,0.83,68.89
2014-04-20,60,60,False,0.6,36.0
2014-04-21,85,85,False,0.85,72.25
2014-04-22,87,87,False,0.87,75.69
2014-04-23,85,85,False,0.85,72.25
2014-04-24,83,83,False,0.83,68.89
2014-04-25,96,96,False,0.96,92.16
2014-04-26,94,94,False,0.94,88.36
2014-04-27,80,80,False,0.8,64.0
2014-04-28,75,75,False,0.75,56.25
2014-04-29,78,78,False,0.78,60.84
2014-04-30,86,86,False,0.86,73.96
2014-05-01,85,85,False,0.85,72.25
2014-05-02,84,84,False,0.84,70.56
2014-05-03,100,100,False,1.0,100.0
2014-05-04,71,71,False,0.71,50.41
2014-05-05,74,74,False,0.74,54.76
2014-05-06,78,78,False,0.78,60.84
2014-05-07,84,84,False,0.84,70.56
2014-05-08,84,84,False,0.84,70.56
2014-05-09,80,80,False,0.8,64.0
2014-05-10,80,80,False,0.8,64.0
2014-05-11,61,61,False,0.61,37.21
2014-05-12,72,72,False,0.72,51.839999999999996
2014-05-13,75,75,False,0.75,56.25
2014-05-14,80,80,False,0.8,64.0
2014-05-15,92,92,False,0.92,84.64
2014-05-16,91,91,False,0.91,82.81
2014-05-17,82,82,False,0.82,67.24
2014-05-18,72,72,False,0.72,51.839999999999996
2014-05-19,80,80,False,0.8,64.0
2014-05-20,82,82,False,0.82,67.24
2014-05-21,76,76,False,0.76,57.76
2014-05-22,82,82,False,0.82,67.24
2014-05-23,79,79,False,0.79,62.410000000000004
2014-05-24,76,76,False,0.76,57.76
2014-05-25,68,68,False,0.68,46.24
2014-05-26,70,70,False,0.7,49.0
2014-05-27,82,82,False,0.82,67.24
2014-05-28,80,80,False,0.8,64.0
2014-05-29,78,78,False,0.78,60.84
2014-05-30,75,75,False,0.75,56.25
2014-05-31,87,87,False,0.87,75.69
2014-06-01,86,86,False,0.86,73.96
2014-06-02,83,83,False,0.83,68.89
2014-06-03,90,90,False,0.9,81.0
2014-06-04,96,96,False,0.96,92.16
2014-06-05,100,100,False,1.0,100.0
2014-06-06,93,93,False,0.93,86.49000000000001
2014-06-07,93,93,False,0.93,86.49000000000001
2014-06-08,83,83,False,0.83,68.89
2014-06-09,79,79,False,0.79,62.410000000000004
2014-06-10,100,100,False,1.0,100.0
2014-06-11,94,94,False,0.94,88.36
2014-06-12,92,92,False,0.92,84.64
2014-06-13,93,93,False,0.93,86.49000000000001
2014-06-14,96,96,False,0.96,92.16
