date,on fire_unscaled,on fire_monthly,isPartial,scale,on fire
2016-04-28,76,63.0,,0.63,47.88
2016-04-29,76,63.0,,0.63,47.88
2016-04-30,84,63.0,,0.63,52.92
2016-05-01,93,67.0,False,0.67,62.31
2016-05-02,80,67.0,,0.67,53.6
2016-05-03,69,67.0,,0.67,46.230000000000004
2016-05-04,81,67.0,,0.67,54.27
2016-05-05,84,67.0,,0.67,56.28
2016-05-06,76,67.0,,0.67,50.92
2016-05-07,93,67.0,,0.67,62.31
2016-05-08,95,67.0,,0.67,63.650000000000006
2016-05-09,74,67.0,,0.67,49.580000000000005
2016-05-10,74,67.0,,0.67,49.580000000000005
2016-05-11,87,67.0,,0.67,58.290000000000006
2016-05-12,79,67.0,,0.67,52.93
2016-05-13,75,67.0,,0.67,50.25
2016-05-14,84,67.0,,0.67,56.28
2016-05-15,88,67.0,,0.67,58.96
2016-05-16,78,67.0,,0.67,52.260000000000005
2016-05-17,73,67.0,,0.67,48.910000000000004
2016-05-18,78,67.0,,0.67,52.260000000000005
2016-05-19,74,67.0,,0.67,49.580000000000005
2016-05-20,81,67.0,,0.67,54.27
2016-05-21,83,67.0,,0.67,55.61000000000001
2016-05-22,89,67.0,,0.67,59.63
2016-05-23,71,67.0,,0.67,47.57
2016-05-24,78,67.0,,0.67,52.260000000000005
2016-05-25,72,67.0,,0.67,48.24
2016-05-26,73,67.0,,0.67,48.910000000000004
2016-05-27,80,67.0,,0.67,53.6
2016-05-28,80,67.0,,0.67,53.6
2016-05-29,96,67.0,,0.67,64.32000000000001
2016-05-30,100,67.0,,0.67,67.0
2016-05-31,79,67.0,,0.67,52.93
2016-06-01,67,68.0,False,0.68,45.56
2016-06-02,63,68.0,,0.68,42.84
2016-06-03,70,68.0,,0.68,47.6
2016-06-04,75,68.0,,0.68,51.00000000000001
2016-06-05,100,68.0,,0.68,68.0
2016-06-06,66,68.0,,0.68,44.88
2016-06-07,61,68.0,,0.68,41.480000000000004
2016-06-08,72,68.0,,0.68,48.96
2016-06-09,69,68.0,,0.68,46.92
2016-06-10,74,68.0,,0.68,50.32
2016-06-11,77,68.0,,0.68,52.36000000000001
2016-06-12,73,68.0,,0.68,49.64
2016-06-13,67,68.0,,0.68,45.56
2016-06-14,64,68.0,,0.68,43.52
2016-06-15,78,68.0,,0.68,53.040000000000006
2016-06-16,76,68.0,,0.68,51.68000000000001
2016-06-17,79,68.0,,0.68,53.720000000000006
2016-06-18,84,68.0,,0.68,57.120000000000005
2016-06-19,83,68.0,,0.68,56.440000000000005
2016-06-20,74,68.0,,0.68,50.32
2016-06-21,77,68.0,,0.68,52.36000000000001
2016-06-22,74,68.0,,0.68,50.32
2016-06-23,70,68.0,,0.68,47.6
2016-06-24,72,68.0,,0.68,48.96
2016-06-25,100,68.0,,0.68,68.0
2016-06-26,82,68.0,,0.68,55.760000000000005
2016-06-27,85,68.0,,0.68,57.800000000000004
2016-06-28,79,68.0,,0.68,53.720000000000006
2016-06-29,83,68.0,,0.68,56.440000000000005
2016-06-30,76,68.0,,0.68,51.68000000000001
2016-07-01,72,72.0,False,0.72,51.839999999999996
2016-07-02,83,72.0,,0.72,59.76
2016-07-03,94,72.0,,0.72,67.67999999999999
2016-07-04,100,72.0,,0.72,72.0
2016-07-05,71,72.0,,0.72,51.12
2016-07-06,64,72.0,,0.72,46.08
2016-07-07,71,72.0,,0.72,51.12
2016-07-08,67,72.0,,0.72,48.239999999999995
2016-07-09,71,72.0,,0.72,51.12
2016-07-10,80,72.0,,0.72,57.599999999999994
2016-07-11,65,72.0,,0.72,46.8
2016-07-12,77,72.0,,0.72,55.44
2016-07-13,68,72.0,,0.72,48.96
2016-07-14,69,72.0,,0.72,49.68
2016-07-15,94,72.0,,0.72,67.67999999999999
2016-07-16,83,72.0,,0.72,59.76
2016-07-17,75,72.0,,0.72,54.0
2016-07-18,67,72.0,,0.72,48.239999999999995
2016-07-19,73,72.0,,0.72,52.559999999999995
2016-07-20,69,72.0,,0.72,49.68
2016-07-21,72,72.0,,0.72,51.839999999999996
2016-07-22,73,72.0,,0.72,52.559999999999995
2016-07-23,94,72.0,,0.72,67.67999999999999
2016-07-24,99,72.0,,0.72,71.28
2016-07-25,79,72.0,,0.72,56.879999999999995
2016-07-26,74,72.0,,0.72,53.28
2016-07-27,69,72.0,,0.72,49.68
2016-07-28,76,72.0,,0.72,54.72
2016-07-29,83,72.0,,0.72,59.76
2016-07-30,89,72.0,,0.72,64.08
2016-07-31,88,72.0,,0.72,63.36
2016-08-01,83,64.0,False,0.64,53.120000000000005
2016-08-02,81,64.0,,0.64,51.84
2016-08-03,82,64.0,,0.64,52.480000000000004
2016-08-04,77,64.0,,0.64,49.28
2016-08-05,74,64.0,,0.64,47.36
2016-08-06,81,64.0,,0.64,51.84
2016-08-07,83,64.0,,0.64,53.120000000000005
2016-08-08,71,64.0,,0.64,45.44
2016-08-09,76,64.0,,0.64,48.64
2016-08-10,65,64.0,,0.64,41.6
2016-08-11,71,64.0,,0.64,45.44
2016-08-12,71,64.0,,0.64,45.44
2016-08-13,81,64.0,,0.64,51.84
2016-08-14,93,64.0,,0.64,59.52
2016-08-15,78,64.0,,0.64,49.92
2016-08-16,79,64.0,,0.64,50.56
2016-08-17,100,64.0,,0.64,64.0
2016-08-18,94,64.0,,0.64,60.160000000000004
2016-08-19,81,64.0,,0.64,51.84
2016-08-20,76,64.0,,0.64,48.64
2016-08-21,93,64.0,,0.64,59.52
2016-08-22,73,64.0,,0.64,46.72
2016-08-23,77,64.0,,0.64,49.28
2016-08-24,78,64.0,,0.64,49.92
2016-08-25,78,64.0,,0.64,49.92
2016-08-26,71,64.0,,0.64,45.44
2016-08-27,87,64.0,,0.64,55.68
2016-08-28,90,64.0,,0.64,57.6
2016-08-29,74,64.0,,0.64,47.36
2016-08-30,75,64.0,,0.64,48.0
2016-08-31,74,64.0,,0.64,47.36
2016-09-01,75,68.0,False,0.68,51.00000000000001
2016-09-02,81,68.0,,0.68,55.080000000000005
2016-09-03,86,68.0,,0.68,58.480000000000004
2016-09-04,98,68.0,,0.68,66.64
2016-09-05,89,68.0,,0.68,60.52
2016-09-06,72,68.0,,0.68,48.96
2016-09-07,70,68.0,,0.68,47.6
2016-09-08,75,68.0,,0.68,51.00000000000001
2016-09-09,76,68.0,,0.68,51.68000000000001
2016-09-10,89,68.0,,0.68,60.52
2016-09-11,94,68.0,,0.68,63.92
2016-09-12,83,68.0,,0.68,56.440000000000005
2016-09-13,79,68.0,,0.68,53.720000000000006
2016-09-14,81,68.0,,0.68,55.080000000000005
2016-09-15,77,68.0,,0.68,52.36000000000001
2016-09-16,76,68.0,,0.68,51.68000000000001
2016-09-17,90,68.0,,0.68,61.2
2016-09-18,91,68.0,,0.68,61.88
2016-09-19,66,68.0,,0.68,44.88
2016-09-20,77,68.0,,0.68,52.36000000000001
2016-09-21,88,68.0,,0.68,59.84
2016-09-22,72,68.0,,0.68,48.96
2016-09-23,73,68.0,,0.68,49.64
2016-09-24,87,68.0,,0.68,59.160000000000004
2016-09-25,100,68.0,,0.68,68.0
2016-09-26,80,68.0,,0.68,54.400000000000006
2016-09-27,78,68.0,,0.68,53.040000000000006
2016-09-28,81,68.0,,0.68,55.080000000000005
2016-09-29,75,68.0,,0.68,51.00000000000001
2016-09-30,76,68.0,,0.68,51.68000000000001
2016-10-01,89,65.0,False,0.65,57.85
2016-10-02,87,65.0,,0.65,56.550000000000004
2016-10-03,70,65.0,,0.65,45.5
2016-10-04,73,65.0,,0.65,47.45
2016-10-05,71,65.0,,0.65,46.15
2016-10-06,85,65.0,,0.65,55.25
2016-10-07,81,65.0,,0.65,52.65
2016-10-08,88,65.0,,0.65,57.2
2016-10-09,85,65.0,,0.65,55.25
2016-10-10,73,65.0,,0.65,47.45
2016-10-11,77,65.0,,0.65,50.050000000000004
2016-10-12,76,65.0,,0.65,49.4
2016-10-13,72,65.0,,0.65,46.800000000000004
2016-10-14,76,65.0,,0.65,49.4
2016-10-15,81,65.0,,0.65,52.65
2016-10-16,79,65.0,,0.65,51.35
2016-10-17,75,65.0,,0.65,48.75
2016-10-18,69,65.0,,0.65,44.85
2016-10-19,83,65.0,,0.65,53.95
2016-10-20,74,65.0,,0.65,48.1
2016-10-21,80,65.0,,0.65,52.0
2016-10-22,84,65.0,,0.65,54.6
2016-10-23,92,65.0,,0.65,59.800000000000004
2016-10-24,77,65.0,,0.65,50.050000000000004
2016-10-25,68,65.0,,0.65,44.2
2016-10-26,73,65.0,,0.65,47.45
2016-10-27,74,65.0,,0.65,48.1
2016-10-28,94,65.0,,0.65,61.1
2016-10-29,100,65.0,,0.65,65.0
2016-10-30,90,65.0,,0.65,58.5
2016-10-31,74,65.0,,0.65,48.1
2016-11-01,41,72.0,False,0.72,29.52
2016-11-02,38,72.0,,0.72,27.36
2016-11-03,38,72.0,,0.72,27.36
2016-11-04,41,72.0,,0.72,29.52
2016-11-05,44,72.0,,0.72,31.68
2016-11-06,45,72.0,,0.72,32.4
2016-11-07,39,72.0,,0.72,28.08
2016-11-08,35,72.0,,0.72,25.2
2016-11-09,33,72.0,,0.72,23.759999999999998
2016-11-10,39,72.0,,0.72,28.08
2016-11-11,45,72.0,,0.72,32.4
2016-11-12,47,72.0,,0.72,33.839999999999996
2016-11-13,54,72.0,,0.72,38.879999999999995
2016-11-14,42,72.0,,0.72,30.24
2016-11-15,41,72.0,,0.72,29.52
2016-11-16,41,72.0,,0.72,29.52
2016-11-17,42,72.0,,0.72,30.24
2016-11-18,39,72.0,,0.72,28.08
2016-11-19,47,72.0,,0.72,33.839999999999996
2016-11-20,49,72.0,,0.72,35.28
2016-11-21,43,72.0,,0.72,30.959999999999997
2016-11-22,48,72.0,,0.72,34.56
2016-11-23,43,72.0,,0.72,30.959999999999997
2016-11-24,58,72.0,,0.72,41.76
2016-11-25,54,72.0,,0.72,38.879999999999995
2016-11-26,52,72.0,,0.72,37.44
2016-11-27,53,72.0,,0.72,38.16
2016-11-28,50,72.0,,0.72,36.0
2016-11-29,100,72.0,,0.72,72.0
2016-11-30,69,72.0,,0.72,49.68
2016-12-01,69,78.0,False,0.78,53.82
2016-12-02,68,78.0,,0.78,53.04
2016-12-03,76,78.0,,0.78,59.28
2016-12-04,72,78.0,,0.78,56.160000000000004
2016-12-05,57,78.0,,0.78,44.46
2016-12-06,55,78.0,,0.78,42.9
2016-12-07,59,78.0,,0.78,46.02
2016-12-08,58,78.0,,0.78,45.24
2016-12-09,54,78.0,,0.78,42.120000000000005
2016-12-10,61,78.0,,0.78,47.58
2016-12-11,67,78.0,,0.78,52.260000000000005
2016-12-12,56,78.0,,0.78,43.68
2016-12-13,57,78.0,,0.78,44.46
2016-12-14,55,78.0,,0.78,42.9
2016-12-15,64,78.0,,0.78,49.92
2016-12-16,60,78.0,,0.78,46.800000000000004
2016-12-17,64,78.0,,0.78,49.92
2016-12-18,71,78.0,,0.78,55.38
2016-12-19,58,78.0,,0.78,45.24
2016-12-20,58,78.0,,0.78,45.24
2016-12-21,57,78.0,,0.78,44.46
2016-12-22,59,78.0,,0.78,46.02
2016-12-23,61,78.0,,0.78,47.58
2016-12-24,64,78.0,,0.78,49.92
2016-12-25,100,78.0,,0.78,78.0
2016-12-26,85,78.0,,0.78,66.3
2016-12-27,66,78.0,,0.78,51.480000000000004
2016-12-28,60,78.0,,0.78,46.800000000000004
2016-12-29,65,78.0,,0.78,50.7
2016-12-30,63,78.0,,0.78,49.14
2016-12-31,75,78.0,,0.78,58.5
2017-01-01,100,72.0,False,0.72,72.0
2017-01-02,85,72.0,,0.72,61.199999999999996
2017-01-03,69,72.0,,0.72,49.68
2017-01-04,74,72.0,,0.72,53.28
2017-01-05,74,72.0,,0.72,53.28
2017-01-06,74,72.0,,0.72,53.28
2017-01-07,80,72.0,,0.72,57.599999999999994
2017-01-08,82,72.0,,0.72,59.04
2017-01-09,67,72.0,,0.72,48.239999999999995
2017-01-10,62,72.0,,0.72,44.64
2017-01-11,77,72.0,,0.72,55.44
2017-01-12,68,72.0,,0.72,48.96
2017-01-13,70,72.0,,0.72,50.4
2017-01-14,78,72.0,,0.72,56.16
2017-01-15,80,72.0,,0.72,57.599999999999994
2017-01-16,71,72.0,,0.72,51.12
2017-01-17,65,72.0,,0.72,46.8
2017-01-18,73,72.0,,0.72,52.559999999999995
2017-01-19,90,72.0,,0.72,64.8
2017-01-20,68,72.0,,0.72,48.96
2017-01-21,80,72.0,,0.72,57.599999999999994
2017-01-22,89,72.0,,0.72,64.08
2017-01-23,71,72.0,,0.72,51.12
2017-01-24,74,72.0,,0.72,53.28
2017-01-25,69,72.0,,0.72,49.68
2017-01-26,67,72.0,,0.72,48.239999999999995
2017-01-27,74,72.0,,0.72,53.28
2017-01-28,87,72.0,,0.72,62.64
2017-01-29,85,72.0,,0.72,61.199999999999996
2017-01-30,60,72.0,,0.72,43.199999999999996
2017-01-31,69,72.0,,0.72,49.68
2017-02-01,67,66.0,False,0.66,44.22
2017-02-02,70,66.0,,0.66,46.2
2017-02-03,74,66.0,,0.66,48.84
2017-02-04,78,66.0,,0.66,51.480000000000004
2017-02-05,91,66.0,,0.66,60.06
2017-02-06,58,66.0,,0.66,38.28
2017-02-07,67,66.0,,0.66,44.22
2017-02-08,85,66.0,,0.66,56.1
2017-02-09,74,66.0,,0.66,48.84
2017-02-10,67,66.0,,0.66,44.22
2017-02-11,78,66.0,,0.66,51.480000000000004
2017-02-12,85,66.0,,0.66,56.1
2017-02-13,60,66.0,,0.66,39.6
2017-02-14,66,66.0,,0.66,43.56
2017-02-15,68,66.0,,0.66,44.88
2017-02-16,65,66.0,,0.66,42.9
2017-02-17,62,66.0,,0.66,40.92
2017-02-18,100,66.0,,0.66,66.0
2017-02-19,84,66.0,,0.66,55.440000000000005
2017-02-20,71,66.0,,0.66,46.86
2017-02-21,66,66.0,,0.66,43.56
2017-02-22,66,66.0,,0.66,43.56
2017-02-23,65,66.0,,0.66,42.9
2017-02-24,66,66.0,,0.66,43.56
2017-02-25,78,66.0,,0.66,51.480000000000004
2017-02-26,81,66.0,,0.66,53.46
2017-02-27,60,66.0,,0.66,39.6
2017-02-28,68,66.0,,0.66,44.88
2017-03-01,61,66.0,False,0.66,40.260000000000005
2017-03-02,62,66.0,,0.66,40.92
2017-03-03,58,66.0,,0.66,38.28
2017-03-04,67,66.0,,0.66,44.22
2017-03-05,72,66.0,,0.66,47.52
2017-03-06,67,66.0,,0.66,44.22
2017-03-07,59,66.0,,0.66,38.940000000000005
2017-03-08,56,66.0,,0.66,36.96
2017-03-09,63,66.0,,0.66,41.580000000000005
2017-03-10,65,66.0,,0.66,42.9
2017-03-11,68,66.0,,0.66,44.88
2017-03-12,70,66.0,,0.66,46.2
2017-03-13,59,66.0,,0.66,38.940000000000005
2017-03-14,61,66.0,,0.66,40.260000000000005
2017-03-15,59,66.0,,0.66,38.940000000000005
2017-03-16,61,66.0,,0.66,40.260000000000005
2017-03-17,53,66.0,,0.66,34.980000000000004
2017-03-18,66,66.0,,0.66,43.56
2017-03-19,69,66.0,,0.66,45.54
2017-03-20,59,66.0,,0.66,38.940000000000005
2017-03-21,55,66.0,,0.66,36.300000000000004
2017-03-22,61,66.0,,0.66,40.260000000000005
2017-03-23,59,66.0,,0.66,38.940000000000005
2017-03-24,57,66.0,,0.66,37.620000000000005
2017-03-25,65,66.0,,0.66,42.9
2017-03-26,72,66.0,,0.66,47.52
2017-03-27,56,66.0,,0.66,36.96
2017-03-28,64,66.0,,0.66,42.24
2017-03-29,61,66.0,,0.66,40.260000000000005
2017-03-30,68,66.0,,0.66,44.88
2017-03-31,100,66.0,,0.66,66.0
2017-04-01,97,65.0,False,0.65,63.050000000000004
2017-04-02,94,65.0,,0.65,61.1
2017-04-03,72,65.0,,0.65,46.800000000000004
2017-04-04,64,65.0,,0.65,41.6
2017-04-05,68,65.0,,0.65,44.2
2017-04-06,72,65.0,,0.65,46.800000000000004
2017-04-07,76,65.0,,0.65,49.4
2017-04-08,84,65.0,,0.65,54.6
2017-04-09,92,65.0,,0.65,59.800000000000004
2017-04-10,65,65.0,,0.65,42.25
2017-04-11,62,65.0,,0.65,40.300000000000004
2017-04-12,70,65.0,,0.65,45.5
2017-04-13,69,65.0,,0.65,44.85
2017-04-14,94,65.0,,0.65,61.1
2017-04-15,84,65.0,,0.65,54.6
2017-04-16,100,65.0,,0.65,65.0
2017-04-17,63,65.0,,0.65,40.95
2017-04-18,72,65.0,,0.65,46.800000000000004
2017-04-19,69,65.0,,0.65,44.85
2017-04-20,70,65.0,,0.65,45.5
2017-04-21,71,65.0,,0.65,46.15
2017-04-22,76,65.0,,0.65,49.4
2017-04-23,77,65.0,,0.65,50.050000000000004
2017-04-24,69,65.0,,0.65,44.85
2017-04-25,66,65.0,,0.65,42.9
2017-04-26,68,65.0,,0.65,44.2
2017-04-27,68,65.0,,0.65,44.2
2017-04-28,64,65.0,,0.65,41.6
2017-04-29,77,65.0,,0.65,50.050000000000004
2017-04-30,82,65.0,,0.65,53.300000000000004
2017-05-01,75,63.0,False,0.63,47.25
2017-05-02,81,63.0,,0.63,51.03
2017-05-03,74,63.0,,0.63,46.62
2017-05-04,73,63.0,,0.63,45.99
2017-05-05,66,63.0,,0.63,41.58
2017-05-06,82,63.0,,0.63,51.660000000000004
2017-05-07,94,63.0,,0.63,59.22
2017-05-08,73,63.0,,0.63,45.99
2017-05-09,65,63.0,,0.63,40.95
2017-05-10,76,63.0,,0.63,47.88
2017-05-11,79,63.0,,0.63,49.77
2017-05-12,76,63.0,,0.63,47.88
2017-05-13,93,63.0,,0.63,58.59
2017-05-14,92,63.0,,0.63,57.96
2017-05-15,82,63.0,,0.63,51.660000000000004
2017-05-16,75,63.0,,0.63,47.25
2017-05-17,81,63.0,,0.63,51.03
2017-05-18,77,63.0,,0.63,48.51
2017-05-19,86,63.0,,0.63,54.18
2017-05-20,78,63.0,,0.63,49.14
2017-05-21,84,63.0,,0.63,52.92
2017-05-22,74,63.0,,0.63,46.62
2017-05-23,79,63.0,,0.63,49.77
2017-05-24,76,63.0,,0.63,47.88
2017-05-25,86,63.0,,0.63,54.18
2017-05-26,78,63.0,,0.63,49.14
2017-05-27,63,63.0,,0.63,39.69
2017-05-28,94,63.0,,0.63,59.22
2017-05-29,100,63.0,,0.63,63.0
2017-05-30,77,63.0,,0.63,48.51
2017-05-31,76,63.0,,0.63,47.88
2017-06-01,72,69.0,False,0.69,49.67999999999999
2017-06-02,76,69.0,,0.69,52.44
2017-06-03,86,69.0,,0.69,59.339999999999996
2017-06-04,87,69.0,,0.69,60.029999999999994
2017-06-05,67,69.0,,0.69,46.23
2017-06-06,69,69.0,,0.69,47.61
2017-06-07,70,69.0,,0.69,48.3
2017-06-08,81,69.0,,0.69,55.88999999999999
2017-06-09,68,69.0,,0.69,46.919999999999995
2017-06-10,87,69.0,,0.69,60.029999999999994
2017-06-11,87,69.0,,0.69,60.029999999999994
2017-06-12,72,69.0,,0.69,49.67999999999999
2017-06-13,73,69.0,,0.69,50.37
2017-06-14,100,69.0,,0.69,69.0
2017-06-15,83,69.0,,0.69,57.269999999999996
2017-06-16,84,69.0,,0.69,57.959999999999994
2017-06-17,88,69.0,,0.69,60.72
2017-06-18,97,69.0,,0.69,66.92999999999999
2017-06-19,80,69.0,,0.69,55.199999999999996
2017-06-20,86,69.0,,0.69,59.339999999999996
2017-06-21,78,69.0,,0.69,53.81999999999999
2017-06-22,78,69.0,,0.69,53.81999999999999
2017-06-23,78,69.0,,0.69,53.81999999999999
2017-06-24,88,69.0,,0.69,60.72
2017-06-25,96,69.0,,0.69,66.24
2017-06-26,83,69.0,,0.69,57.269999999999996
2017-06-27,83,69.0,,0.69,57.269999999999996
2017-06-28,90,69.0,,0.69,62.099999999999994
2017-06-29,88,69.0,,0.69,60.72
2017-06-30,78,69.0,,0.69,53.81999999999999
2017-07-01,79,75.0,False,0.75,59.25
2017-07-02,89,75.0,,0.75,66.75
2017-07-03,77,75.0,,0.75,57.75
2017-07-04,85,75.0,,0.75,63.75
2017-07-05,83,75.0,,0.75,62.25
2017-07-06,64,75.0,,0.75,48.0
2017-07-07,63,75.0,,0.75,47.25
2017-07-08,79,75.0,,0.75,59.25
2017-07-09,100,75.0,,0.75,75.0
2017-07-10,77,75.0,,0.75,57.75
2017-07-11,88,75.0,,0.75,66.0
2017-07-12,63,75.0,,0.75,47.25
2017-07-13,66,75.0,,0.75,49.5
2017-07-14,69,75.0,,0.75,51.75
2017-07-15,79,75.0,,0.75,59.25
2017-07-16,79,75.0,,0.75,59.25
2017-07-17,63,75.0,,0.75,47.25
2017-07-18,61,75.0,,0.75,45.75
2017-07-19,79,75.0,,0.75,59.25
2017-07-20,72,75.0,,0.75,54.0
2017-07-21,76,75.0,,0.75,57.0
2017-07-22,79,75.0,,0.75,59.25
2017-07-23,84,75.0,,0.75,63.0
2017-07-24,61,75.0,,0.75,45.75
2017-07-25,63,75.0,,0.75,47.25
2017-07-26,60,75.0,,0.75,45.0
2017-07-27,58,75.0,,0.75,43.5
2017-07-28,66,75.0,,0.75,49.5
2017-07-29,81,75.0,,0.75,60.75
2017-07-30,75,75.0,,0.75,56.25
2017-07-31,73,75.0,,0.75,54.75
2017-08-01,63,67.0,False,0.67,42.21
2017-08-02,69,67.0,,0.67,46.230000000000004
2017-08-03,64,67.0,,0.67,42.88
2017-08-04,65,67.0,,0.67,43.550000000000004
2017-08-05,79,67.0,,0.67,52.93
2017-08-06,77,67.0,,0.67,51.59
2017-08-07,59,67.0,,0.67,39.53
2017-08-08,61,67.0,,0.67,40.870000000000005
2017-08-09,64,67.0,,0.67,42.88
2017-08-10,64,67.0,,0.67,42.88
2017-08-11,58,67.0,,0.67,38.86
2017-08-12,70,67.0,,0.67,46.900000000000006
2017-08-13,67,67.0,,0.67,44.89
2017-08-14,67,67.0,,0.67,44.89
2017-08-15,56,67.0,,0.67,37.52
2017-08-16,61,67.0,,0.67,40.870000000000005
2017-08-17,64,67.0,,0.67,42.88
2017-08-18,61,67.0,,0.67,40.870000000000005
2017-08-19,67,67.0,,0.67,44.89
2017-08-20,73,67.0,,0.67,48.910000000000004
2017-08-21,54,67.0,,0.67,36.18
2017-08-22,55,67.0,,0.67,36.85
2017-08-23,59,67.0,,0.67,39.53
2017-08-24,57,67.0,,0.67,38.190000000000005
2017-08-25,65,67.0,,0.67,43.550000000000004
2017-08-26,93,67.0,,0.67,62.31
2017-08-27,100,67.0,,0.67,67.0
2017-08-28,62,67.0,,0.67,41.54
2017-08-29,62,67.0,,0.67,41.54
2017-08-30,59,67.0,,0.67,39.53
2017-08-31,60,67.0,,0.67,40.2
2017-09-01,67,67.0,False,0.67,44.89
2017-09-02,98,67.0,,0.67,65.66000000000001
2017-09-03,96,67.0,,0.67,64.32000000000001
2017-09-04,100,67.0,,0.67,67.0
2017-09-05,88,67.0,,0.67,58.96
2017-09-06,86,67.0,,0.67,57.620000000000005
2017-09-07,72,67.0,,0.67,48.24
2017-09-08,71,67.0,,0.67,47.57
2017-09-09,86,67.0,,0.67,57.620000000000005
2017-09-10,92,67.0,,0.67,61.64
2017-09-11,64,67.0,,0.67,42.88
2017-09-12,65,67.0,,0.67,43.550000000000004
2017-09-13,74,67.0,,0.67,49.580000000000005
2017-09-14,68,67.0,,0.67,45.56
2017-09-15,67,67.0,,0.67,44.89
2017-09-16,70,67.0,,0.67,46.900000000000006
2017-09-17,83,67.0,,0.67,55.61000000000001
2017-09-18,56,67.0,,0.67,37.52
2017-09-19,68,67.0,,0.67,45.56
2017-09-20,65,67.0,,0.67,43.550000000000004
2017-09-21,63,67.0,,0.67,42.21
2017-09-22,69,67.0,,0.67,46.230000000000004
2017-09-23,76,67.0,,0.67,50.92
2017-09-24,70,67.0,,0.67,46.900000000000006
2017-09-25,67,67.0,,0.67,44.89
2017-09-26,74,67.0,,0.67,49.580000000000005
2017-09-27,69,67.0,,0.67,46.230000000000004
2017-09-28,64,67.0,,0.67,42.88
2017-09-29,75,67.0,,0.67,50.25
2017-09-30,84,67.0,,0.67,56.28
2017-10-01,68,67.0,False,0.67,45.56
2017-10-02,49,67.0,,0.67,32.830000000000005
2017-10-03,50,67.0,,0.67,33.5
2017-10-04,54,67.0,,0.67,36.18
2017-10-05,52,67.0,,0.67,34.84
2017-10-06,54,67.0,,0.67,36.18
2017-10-07,60,67.0,,0.67,40.2
2017-10-08,60,67.0,,0.67,40.2
2017-10-09,98,67.0,,0.67,65.66000000000001
2017-10-10,100,67.0,,0.67,67.0
2017-10-11,83,67.0,,0.67,55.61000000000001
2017-10-12,80,67.0,,0.67,53.6
2017-10-13,72,67.0,,0.67,48.24
2017-10-14,74,67.0,,0.67,49.580000000000005
2017-10-15,76,67.0,,0.67,50.92
2017-10-16,60,67.0,,0.67,40.2
2017-10-17,60,67.0,,0.67,40.2
2017-10-18,57,67.0,,0.67,38.190000000000005
2017-10-19,58,67.0,,0.67,38.86
2017-10-20,58,67.0,,0.67,38.86
2017-10-21,60,67.0,,0.67,40.2
2017-10-22,70,67.0,,0.67,46.900000000000006
2017-10-23,52,67.0,,0.67,34.84
2017-10-24,58,67.0,,0.67,38.86
2017-10-25,60,67.0,,0.67,40.2
2017-10-26,54,67.0,,0.67,36.18
2017-10-27,59,67.0,,0.67,39.53
2017-10-28,60,67.0,,0.67,40.2
2017-10-29,60,67.0,,0.67,40.2
2017-10-30,50,67.0,,0.67,33.5
2017-10-31,50,67.0,,0.67,33.5
2017-11-01,54,64.0,False,0.64,34.56
2017-11-02,62,64.0,,0.64,39.68
2017-11-03,68,64.0,,0.64,43.52
2017-11-04,69,64.0,,0.64,44.160000000000004
2017-11-05,80,64.0,,0.64,51.2
2017-11-06,59,64.0,,0.64,37.76
2017-11-07,70,64.0,,0.64,44.800000000000004
2017-11-08,68,64.0,,0.64,43.52
2017-11-09,65,64.0,,0.64,41.6
2017-11-10,69,64.0,,0.64,44.160000000000004
2017-11-11,67,64.0,,0.64,42.88
2017-11-12,71,64.0,,0.64,45.44
2017-11-13,75,64.0,,0.64,48.0
2017-11-14,57,64.0,,0.64,36.480000000000004
2017-11-15,64,64.0,,0.64,40.96
2017-11-16,69,64.0,,0.64,44.160000000000004
2017-11-17,68,64.0,,0.64,43.52
2017-11-18,77,64.0,,0.64,49.28
2017-11-19,75,64.0,,0.64,48.0
2017-11-20,77,64.0,,0.64,49.28
2017-11-21,72,64.0,,0.64,46.08
2017-11-22,71,64.0,,0.64,45.44
2017-11-23,100,64.0,,0.64,64.0
2017-11-24,89,64.0,,0.64,56.96
2017-11-25,88,64.0,,0.64,56.32
2017-11-26,87,64.0,,0.64,55.68
2017-11-27,74,64.0,,0.64,47.36
2017-11-28,74,64.0,,0.64,47.36
2017-11-29,77,64.0,,0.64,49.28
2017-11-30,64,64.0,,0.64,40.96
2017-12-01,49,85.0,False,0.85,41.65
2017-12-02,56,85.0,,0.85,47.6
2017-12-03,62,85.0,,0.85,52.699999999999996
2017-12-04,51,85.0,,0.85,43.35
2017-12-05,67,85.0,,0.85,56.949999999999996
2017-12-06,92,85.0,,0.85,78.2
2017-12-07,100,85.0,,0.85,85.0
2017-12-08,90,85.0,,0.85,76.5
2017-12-09,78,85.0,,0.85,66.3
2017-12-10,76,85.0,,0.85,64.6
2017-12-11,63,85.0,,0.85,53.55
2017-12-12,56,85.0,,0.85,47.6
2017-12-13,53,85.0,,0.85,45.05
2017-12-14,52,85.0,,0.85,44.199999999999996
2017-12-15,55,85.0,,0.85,46.75
2017-12-16,63,85.0,,0.85,53.55
2017-12-17,69,85.0,,0.85,58.65
2017-12-18,50,85.0,,0.85,42.5
2017-12-19,54,85.0,,0.85,45.9
2017-12-20,52,85.0,,0.85,44.199999999999996
