date,GOLD PRICES_unscaled,GOLD PRICES_monthly,isPartial,scale,GOLD PRICES
2008-10-03,55,72.0,,0.72,39.6
2008-10-04,29,72.0,,0.72,20.88
2008-10-05,18,72.0,,0.72,12.959999999999999
2008-10-06,83,72.0,,0.72,59.76
2008-10-07,77,72.0,,0.72,55.44
2008-10-08,63,72.0,,0.72,45.36
2008-10-09,63,72.0,,0.72,45.36
2008-10-10,100,72.0,,0.72,72.0
2008-10-11,37,72.0,,0.72,26.64
2008-10-12,26,72.0,,0.72,18.72
2008-10-13,55,72.0,,0.72,39.6
2008-10-14,41,72.0,,0.72,29.52
2008-10-15,52,72.0,,0.72,37.44
2008-10-16,51,72.0,,0.72,36.72
2008-10-17,52,72.0,,0.72,37.44
2008-10-18,35,72.0,,0.72,25.2
2008-10-19,25,72.0,,0.72,18.0
2008-10-20,52,72.0,,0.72,37.44
2008-10-21,45,72.0,,0.72,32.4
2008-10-22,54,72.0,,0.72,38.879999999999995
2008-10-23,46,72.0,,0.72,33.12
2008-10-24,84,72.0,,0.72,60.48
2008-10-25,32,72.0,,0.72,23.04
2008-10-26,39,72.0,,0.72,28.08
2008-10-27,52,72.0,,0.72,37.44
2008-10-28,42,72.0,,0.72,30.24
2008-10-29,40,72.0,,0.72,28.799999999999997
2008-10-30,38,72.0,,0.72,27.36
2008-10-31,43,72.0,,0.72,30.959999999999997
2008-11-01,21,49.0,False,0.49,10.29
2008-11-02,25,49.0,,0.49,12.25
2008-11-03,42,49.0,,0.49,20.58
2008-11-04,46,49.0,,0.49,22.54
2008-11-05,40,49.0,,0.49,19.6
2008-11-06,60,49.0,,0.49,29.4
2008-11-07,66,49.0,,0.49,32.339999999999996
2008-11-08,50,49.0,,0.49,24.5
2008-11-09,35,49.0,,0.49,17.15
2008-11-10,56,49.0,,0.49,27.439999999999998
2008-11-11,54,49.0,,0.49,26.46
2008-11-12,60,49.0,,0.49,29.4
2008-11-13,81,49.0,,0.49,39.69
2008-11-14,55,49.0,,0.49,26.95
2008-11-15,46,49.0,,0.49,22.54
2008-11-16,31,49.0,,0.49,15.19
2008-11-17,50,49.0,,0.49,24.5
2008-11-18,58,49.0,,0.49,28.419999999999998
2008-11-19,62,49.0,,0.49,30.38
2008-11-20,86,49.0,,0.49,42.14
2008-11-21,100,49.0,,0.49,49.0
2008-11-22,43,49.0,,0.49,21.07
2008-11-23,34,49.0,,0.49,16.66
2008-11-24,65,49.0,,0.49,31.849999999999998
2008-11-25,85,49.0,,0.49,41.65
2008-11-26,58,49.0,,0.49,28.419999999999998
2008-11-27,56,49.0,,0.49,27.439999999999998
2008-11-28,54,49.0,,0.49,26.46
2008-11-29,25,49.0,,0.49,12.25
2008-11-30,24,49.0,,0.49,11.76
2008-12-01,100,43.0,False,0.43,43.0
2008-12-02,74,43.0,,0.43,31.82
2008-12-03,96,43.0,,0.43,41.28
2008-12-04,85,43.0,,0.43,36.55
2008-12-05,52,43.0,,0.43,22.36
2008-12-06,60,43.0,,0.43,25.8
2008-12-07,51,43.0,,0.43,21.93
2008-12-08,92,43.0,,0.43,39.56
2008-12-09,72,43.0,,0.43,30.96
2008-12-10,66,43.0,,0.43,28.38
2008-12-11,66,43.0,,0.43,28.38
2008-12-12,77,43.0,,0.43,33.11
2008-12-13,73,43.0,,0.43,31.39
2008-12-14,40,43.0,,0.43,17.2
2008-12-15,76,43.0,,0.43,32.68
2008-12-16,74,43.0,,0.43,31.82
2008-12-17,93,43.0,,0.43,39.99
2008-12-18,71,43.0,,0.43,30.53
2008-12-19,66,43.0,,0.43,28.38
2008-12-20,74,43.0,,0.43,31.82
2008-12-21,72,43.0,,0.43,30.96
2008-12-22,98,43.0,,0.43,42.14
2008-12-23,49,43.0,,0.43,21.07
2008-12-24,91,43.0,,0.43,39.13
2008-12-25,31,43.0,,0.43,13.33
2008-12-26,88,43.0,,0.43,37.839999999999996
2008-12-27,79,43.0,,0.43,33.97
2008-12-28,35,43.0,,0.43,15.049999999999999
2008-12-29,88,43.0,,0.43,37.839999999999996
2008-12-30,72,43.0,,0.43,30.96
2008-12-31,71,43.0,,0.43,30.53
2009-01-01,55,40.0,False,0.4,22.0
2009-01-02,80,40.0,,0.4,32.0
2009-01-03,73,40.0,,0.4,29.200000000000003
2009-01-04,90,40.0,,0.4,36.0
2009-01-05,56,40.0,,0.4,22.400000000000002
2009-01-06,63,40.0,,0.4,25.200000000000003
2009-01-07,62,40.0,,0.4,24.8
2009-01-08,88,40.0,,0.4,35.2
2009-01-09,80,40.0,,0.4,32.0
2009-01-10,36,40.0,,0.4,14.4
2009-01-11,60,40.0,,0.4,24.0
2009-01-12,54,40.0,,0.4,21.6
2009-01-13,80,40.0,,0.4,32.0
2009-01-14,75,40.0,,0.4,30.0
2009-01-15,75,40.0,,0.4,30.0
2009-01-16,59,40.0,,0.4,23.6
2009-01-17,40,40.0,,0.4,16.0
2009-01-18,41,40.0,,0.4,16.400000000000002
2009-01-19,39,40.0,,0.4,15.600000000000001
2009-01-20,37,40.0,,0.4,14.8
2009-01-21,35,40.0,,0.4,14.0
2009-01-22,75,40.0,,0.4,30.0
2009-01-23,100,40.0,,0.4,40.0
2009-01-24,49,40.0,,0.4,19.6
2009-01-25,35,40.0,,0.4,14.0
2009-01-26,84,40.0,,0.4,33.6
2009-01-27,72,40.0,,0.4,28.8
2009-01-28,67,40.0,,0.4,26.8
2009-01-29,77,40.0,,0.4,30.8
2009-01-30,67,40.0,,0.4,26.8
2009-01-31,69,40.0,,0.4,27.6
2009-02-01,24,54.0,False,0.54,12.96
2009-02-02,57,54.0,,0.54,30.78
2009-02-03,52,54.0,,0.54,28.080000000000002
2009-02-04,38,54.0,,0.54,20.520000000000003
2009-02-05,32,54.0,,0.54,17.28
2009-02-06,57,54.0,,0.54,30.78
2009-02-07,52,54.0,,0.54,28.080000000000002
2009-02-08,16,54.0,,0.54,8.64
2009-02-09,50,54.0,,0.54,27.0
2009-02-10,77,54.0,,0.54,41.580000000000005
2009-02-11,51,54.0,,0.54,27.540000000000003
2009-02-12,52,54.0,,0.54,28.080000000000002
2009-02-13,53,54.0,,0.54,28.62
2009-02-14,53,54.0,,0.54,28.62
2009-02-15,25,54.0,,0.54,13.5
2009-02-16,47,54.0,,0.54,25.380000000000003
2009-02-17,84,54.0,,0.54,45.36
2009-02-18,76,54.0,,0.54,41.040000000000006
2009-02-19,67,54.0,,0.54,36.18
2009-02-20,100,54.0,,0.54,54.0
2009-02-21,59,54.0,,0.54,31.860000000000003
2009-02-22,47,54.0,,0.54,25.380000000000003
2009-02-23,80,54.0,,0.54,43.2
2009-02-24,50,54.0,,0.54,27.0
2009-02-25,98,54.0,,0.54,52.92
2009-02-26,85,54.0,,0.54,45.900000000000006
2009-02-27,70,54.0,,0.54,37.800000000000004
2009-02-28,67,54.0,,0.54,36.18
2009-03-01,60,51.0,False,0.51,30.6
2009-03-02,71,51.0,,0.51,36.21
2009-03-03,100,51.0,,0.51,51.0
2009-03-04,69,51.0,,0.51,35.19
2009-03-05,73,51.0,,0.51,37.230000000000004
2009-03-06,85,51.0,,0.51,43.35
2009-03-07,55,51.0,,0.51,28.05
2009-03-08,52,51.0,,0.51,26.52
2009-03-09,68,51.0,,0.51,34.68
2009-03-10,76,51.0,,0.51,38.76
2009-03-11,49,51.0,,0.51,24.990000000000002
2009-03-12,44,51.0,,0.51,22.44
2009-03-13,71,51.0,,0.51,36.21
2009-03-14,57,51.0,,0.51,29.07
2009-03-15,52,51.0,,0.51,26.52
2009-03-16,46,51.0,,0.51,23.46
2009-03-17,46,51.0,,0.51,23.46
2009-03-18,70,51.0,,0.51,35.7
2009-03-19,77,51.0,,0.51,39.27
2009-03-20,96,51.0,,0.51,48.96
2009-03-21,52,51.0,,0.51,26.52
2009-03-22,64,51.0,,0.51,32.64
2009-03-23,62,51.0,,0.51,31.62
2009-03-24,67,51.0,,0.51,34.17
2009-03-25,45,51.0,,0.51,22.95
2009-03-26,41,51.0,,0.51,20.91
2009-03-27,44,51.0,,0.51,22.44
2009-03-28,45,51.0,,0.51,22.95
2009-03-29,44,51.0,,0.51,22.44
2009-03-30,60,51.0,,0.51,30.6
2009-03-31,60,51.0,,0.51,30.6
2009-04-01,74,35.0,False,0.35,25.9
2009-04-02,67,35.0,,0.35,23.45
2009-04-03,85,35.0,,0.35,29.749999999999996
2009-04-04,61,35.0,,0.35,21.349999999999998
2009-04-05,46,35.0,,0.35,16.099999999999998
2009-04-06,66,35.0,,0.35,23.099999999999998
2009-04-07,100,35.0,,0.35,35.0
2009-04-08,59,35.0,,0.35,20.65
2009-04-09,74,35.0,,0.35,25.9
2009-04-10,45,35.0,,0.35,15.749999999999998
2009-04-11,37,35.0,,0.35,12.95
2009-04-12,18,35.0,,0.35,6.3
2009-04-13,57,35.0,,0.35,19.95
2009-04-14,66,35.0,,0.35,23.099999999999998
2009-04-15,62,35.0,,0.35,21.7
2009-04-16,83,35.0,,0.35,29.049999999999997
2009-04-17,68,35.0,,0.35,23.799999999999997
2009-04-18,29,35.0,,0.35,10.149999999999999
2009-04-19,49,35.0,,0.35,17.15
2009-04-20,81,35.0,,0.35,28.349999999999998
2009-04-21,51,35.0,,0.35,17.849999999999998
2009-04-22,54,35.0,,0.35,18.9
2009-04-23,32,35.0,,0.35,11.2
2009-04-24,70,35.0,,0.35,24.5
2009-04-25,68,35.0,,0.35,23.799999999999997
2009-04-26,46,35.0,,0.35,16.099999999999998
2009-04-27,52,35.0,,0.35,18.2
2009-04-28,72,35.0,,0.35,25.2
2009-04-29,47,35.0,,0.35,16.45
2009-04-30,55,35.0,,0.35,19.25
2009-05-01,82,34.0,False,0.34,27.880000000000003
2009-05-02,33,34.0,,0.34,11.22
2009-05-03,66,34.0,,0.34,22.44
2009-05-04,54,34.0,,0.34,18.360000000000003
2009-05-05,68,34.0,,0.34,23.12
2009-05-06,38,34.0,,0.34,12.920000000000002
2009-05-07,76,34.0,,0.34,25.840000000000003
2009-05-08,100,34.0,,0.34,34.0
2009-05-09,26,34.0,,0.34,8.84
2009-05-10,36,34.0,,0.34,12.24
2009-05-11,49,34.0,,0.34,16.66
2009-05-12,26,34.0,,0.34,8.84
2009-05-13,48,34.0,,0.34,16.32
2009-05-14,49,34.0,,0.34,16.66
2009-05-15,75,34.0,,0.34,25.500000000000004
2009-05-16,25,34.0,,0.34,8.5
2009-05-17,17,34.0,,0.34,5.78
2009-05-18,32,34.0,,0.34,10.88
2009-05-19,75,34.0,,0.34,25.500000000000004
2009-05-20,44,34.0,,0.34,14.96
2009-05-21,57,34.0,,0.34,19.380000000000003
2009-05-22,43,34.0,,0.34,14.620000000000001
2009-05-23,63,34.0,,0.34,21.42
2009-05-24,66,34.0,,0.34,22.44
2009-05-25,24,34.0,,0.34,8.16
2009-05-26,81,34.0,,0.34,27.540000000000003
2009-05-27,59,34.0,,0.34,20.060000000000002
2009-05-28,77,34.0,,0.34,26.180000000000003
2009-05-29,47,34.0,,0.34,15.98
2009-05-30,53,34.0,,0.34,18.02
2009-05-31,43,34.0,,0.34,14.620000000000001
2009-06-01,71,36.0,False,0.36,25.56
2009-06-02,82,36.0,,0.36,29.52
2009-06-03,85,36.0,,0.36,30.599999999999998
2009-06-04,78,36.0,,0.36,28.08
2009-06-05,100,36.0,,0.36,36.0
2009-06-06,24,36.0,,0.36,8.64
2009-06-07,64,36.0,,0.36,23.04
2009-06-08,61,36.0,,0.36,21.96
2009-06-09,100,36.0,,0.36,36.0
2009-06-10,78,36.0,,0.36,28.08
2009-06-11,44,36.0,,0.36,15.84
2009-06-12,61,36.0,,0.36,21.96
2009-06-13,68,36.0,,0.36,24.48
2009-06-14,25,36.0,,0.36,9.0
2009-06-15,53,36.0,,0.36,19.08
2009-06-16,65,36.0,,0.36,23.4
2009-06-17,72,36.0,,0.36,25.919999999999998
2009-06-18,69,36.0,,0.36,24.84
2009-06-19,51,36.0,,0.36,18.36
2009-06-20,63,36.0,,0.36,22.68
2009-06-21,61,36.0,,0.36,21.96
2009-06-22,72,36.0,,0.36,25.919999999999998
2009-06-23,43,36.0,,0.36,15.479999999999999
2009-06-24,76,36.0,,0.36,27.36
2009-06-25,51,36.0,,0.36,18.36
2009-06-26,54,36.0,,0.36,19.439999999999998
2009-06-27,25,36.0,,0.36,9.0
2009-06-28,45,36.0,,0.36,16.2
2009-06-29,60,36.0,,0.36,21.599999999999998
2009-06-30,75,36.0,,0.36,27.0
2009-07-01,73,31.0,False,0.31,22.63
2009-07-02,77,31.0,,0.31,23.87
2009-07-03,53,31.0,,0.31,16.43
2009-07-04,48,31.0,,0.31,14.879999999999999
2009-07-05,74,31.0,,0.31,22.94
2009-07-06,96,31.0,,0.31,29.759999999999998
2009-07-07,78,31.0,,0.31,24.18
2009-07-08,92,31.0,,0.31,28.52
2009-07-09,74,31.0,,0.31,22.94
2009-07-10,97,31.0,,0.31,30.07
2009-07-11,64,31.0,,0.31,19.84
2009-07-12,38,31.0,,0.31,11.78
2009-07-13,66,31.0,,0.31,20.46
2009-07-14,79,31.0,,0.31,24.49
2009-07-15,73,31.0,,0.31,22.63
2009-07-16,53,31.0,,0.31,16.43
2009-07-17,78,31.0,,0.31,24.18
2009-07-18,64,31.0,,0.31,19.84
2009-07-19,23,31.0,,0.31,7.13
2009-07-20,55,31.0,,0.31,17.05
2009-07-21,54,31.0,,0.31,16.74
2009-07-22,41,31.0,,0.31,12.709999999999999
2009-07-23,100,31.0,,0.31,31.0
2009-07-24,44,31.0,,0.31,13.64
2009-07-25,74,31.0,,0.31,22.94
2009-07-26,22,31.0,,0.31,6.82
2009-07-27,65,31.0,,0.31,20.15
2009-07-28,74,31.0,,0.31,22.94
2009-07-29,57,31.0,,0.31,17.669999999999998
2009-07-30,87,31.0,,0.31,26.97
2009-07-31,77,31.0,,0.31,23.87
2009-08-01,53,31.0,False,0.31,16.43
2009-08-02,69,31.0,,0.31,21.39
2009-08-03,60,31.0,,0.31,18.6
2009-08-04,100,31.0,,0.31,31.0
2009-08-05,44,31.0,,0.31,13.64
2009-08-06,58,31.0,,0.31,17.98
2009-08-07,37,31.0,,0.31,11.47
2009-08-08,44,31.0,,0.31,13.64
2009-08-09,54,31.0,,0.31,16.74
2009-08-10,60,31.0,,0.31,18.6
2009-08-11,55,31.0,,0.31,17.05
2009-08-12,69,31.0,,0.31,21.39
2009-08-13,54,31.0,,0.31,16.74
2009-08-14,61,31.0,,0.31,18.91
2009-08-15,14,31.0,,0.31,4.34
2009-08-16,49,31.0,,0.31,15.19
2009-08-17,82,31.0,,0.31,25.419999999999998
2009-08-18,58,31.0,,0.31,17.98
2009-08-19,65,31.0,,0.31,20.15
2009-08-20,44,31.0,,0.31,13.64
2009-08-21,70,31.0,,0.31,21.7
2009-08-22,56,31.0,,0.31,17.36
2009-08-23,28,31.0,,0.31,8.68
2009-08-24,49,31.0,,0.31,15.19
2009-08-25,58,31.0,,0.31,17.98
2009-08-26,64,31.0,,0.31,19.84
2009-08-27,78,31.0,,0.31,24.18
2009-08-28,58,31.0,,0.31,17.98
2009-08-29,53,31.0,,0.31,16.43
2009-08-30,41,31.0,,0.31,12.709999999999999
2009-08-31,75,31.0,,0.31,23.25
2009-09-01,40,42.0,False,0.42,16.8
2009-09-02,30,42.0,,0.42,12.6
2009-09-03,54,42.0,,0.42,22.68
2009-09-04,49,42.0,,0.42,20.58
2009-09-05,50,42.0,,0.42,21.0
2009-09-06,27,42.0,,0.42,11.34
2009-09-07,17,42.0,,0.42,7.14
2009-09-08,100,42.0,,0.42,42.0
2009-09-09,78,42.0,,0.42,32.76
2009-09-10,82,42.0,,0.42,34.44
2009-09-11,90,42.0,,0.42,37.8
2009-09-12,55,42.0,,0.42,23.099999999999998
2009-09-13,40,42.0,,0.42,16.8
2009-09-14,51,42.0,,0.42,21.419999999999998
2009-09-15,79,42.0,,0.42,33.18
2009-09-16,63,42.0,,0.42,26.459999999999997
2009-09-17,77,42.0,,0.42,32.339999999999996
2009-09-18,46,42.0,,0.42,19.32
2009-09-19,31,42.0,,0.42,13.02
2009-09-20,34,42.0,,0.42,14.28
2009-09-21,49,42.0,,0.42,20.58
2009-09-22,42,42.0,,0.42,17.64
2009-09-23,39,42.0,,0.42,16.38
2009-09-24,56,42.0,,0.42,23.52
2009-09-25,46,42.0,,0.42,19.32
2009-09-26,40,42.0,,0.42,16.8
2009-09-27,36,42.0,,0.42,15.12
2009-09-28,63,42.0,,0.42,26.459999999999997
2009-09-29,55,42.0,,0.42,23.099999999999998
2009-09-30,35,42.0,,0.42,14.7
2009-10-01,31,41.0,False,0.41,12.709999999999999
2009-10-02,48,41.0,,0.41,19.68
2009-10-03,17,41.0,,0.41,6.97
2009-10-04,17,41.0,,0.41,6.97
2009-10-05,37,41.0,,0.41,15.17
2009-10-06,100,41.0,,0.41,41.0
2009-10-07,98,41.0,,0.41,40.18
2009-10-08,98,41.0,,0.41,40.18
2009-10-09,90,41.0,,0.41,36.9
2009-10-10,40,41.0,,0.41,16.4
2009-10-11,58,41.0,,0.41,23.779999999999998
2009-10-12,71,41.0,,0.41,29.11
2009-10-13,52,41.0,,0.41,21.32
2009-10-14,95,41.0,,0.41,38.949999999999996
2009-10-15,61,41.0,,0.41,25.009999999999998
2009-10-16,66,41.0,,0.41,27.06
2009-10-17,33,41.0,,0.41,13.53
2009-10-18,29,41.0,,0.41,11.889999999999999
2009-10-19,44,41.0,,0.41,18.04
2009-10-20,56,41.0,,0.41,22.959999999999997
2009-10-21,63,41.0,,0.41,25.83
2009-10-22,86,41.0,,0.41,35.26
2009-10-23,65,41.0,,0.41,26.65
2009-10-24,29,41.0,,0.41,11.889999999999999
2009-10-25,16,41.0,,0.41,6.56
2009-10-26,66,41.0,,0.41,27.06
2009-10-27,46,41.0,,0.41,18.86
2009-10-28,62,41.0,,0.41,25.419999999999998
2009-10-29,52,41.0,,0.41,21.32
2009-10-30,68,41.0,,0.41,27.88
2009-10-31,33,41.0,,0.41,13.53
2009-11-01,24,49.0,False,0.49,11.76
2009-11-02,46,49.0,,0.49,22.54
2009-11-03,68,49.0,,0.49,33.32
2009-11-04,78,49.0,,0.49,38.22
2009-11-05,79,49.0,,0.49,38.71
2009-11-06,57,49.0,,0.49,27.93
2009-11-07,39,49.0,,0.49,19.11
2009-11-08,33,49.0,,0.49,16.169999999999998
2009-11-09,100,49.0,,0.49,49.0
2009-11-10,79,49.0,,0.49,38.71
2009-11-11,88,49.0,,0.49,43.12
2009-11-12,79,49.0,,0.49,38.71
2009-11-13,65,49.0,,0.49,31.849999999999998
2009-11-14,57,49.0,,0.49,27.93
2009-11-15,28,49.0,,0.49,13.719999999999999
2009-11-16,85,49.0,,0.49,41.65
2009-11-17,69,49.0,,0.49,33.81
2009-11-18,90,49.0,,0.49,44.1
2009-11-19,57,49.0,,0.49,27.93
2009-11-20,65,49.0,,0.49,31.849999999999998
2009-11-21,50,49.0,,0.49,24.5
2009-11-22,57,49.0,,0.49,27.93
2009-11-23,94,49.0,,0.49,46.06
2009-11-24,80,49.0,,0.49,39.2
2009-11-25,83,49.0,,0.49,40.67
2009-11-26,50,49.0,,0.49,24.5
2009-11-27,92,49.0,,0.49,45.08
2009-11-28,55,49.0,,0.49,26.95
2009-11-29,66,49.0,,0.49,32.339999999999996
2009-11-30,65,49.0,,0.49,31.849999999999998
2009-12-01,85,47.0,False,0.47,39.949999999999996
2009-12-02,99,47.0,,0.47,46.529999999999994
2009-12-03,92,47.0,,0.47,43.239999999999995
2009-12-04,91,47.0,,0.47,42.769999999999996
2009-12-05,86,47.0,,0.47,40.419999999999995
2009-12-06,58,47.0,,0.47,27.259999999999998
2009-12-07,100,47.0,,0.47,47.0
2009-12-08,85,47.0,,0.47,39.949999999999996
2009-12-09,97,47.0,,0.47,45.589999999999996
2009-12-10,78,47.0,,0.47,36.66
2009-12-11,89,47.0,,0.47,41.83
2009-12-12,57,47.0,,0.47,26.79
2009-12-13,39,47.0,,0.47,18.33
2009-12-14,59,47.0,,0.47,27.729999999999997
2009-12-15,70,47.0,,0.47,32.9
2009-12-16,56,47.0,,0.47,26.32
2009-12-17,76,47.0,,0.47,35.72
2009-12-18,87,47.0,,0.47,40.89
2009-12-19,51,47.0,,0.47,23.97
2009-12-20,38,47.0,,0.47,17.86
2009-12-21,57,47.0,,0.47,26.79
2009-12-22,61,47.0,,0.47,28.669999999999998
2009-12-23,73,47.0,,0.47,34.309999999999995
2009-12-24,84,47.0,,0.47,39.48
2009-12-25,76,47.0,,0.47,35.72
2009-12-26,50,47.0,,0.47,23.5
2009-12-27,42,47.0,,0.47,19.74
2009-12-28,56,47.0,,0.47,26.32
2009-12-29,72,47.0,,0.47,33.839999999999996
2009-12-30,84,47.0,,0.47,39.48
2009-12-31,35,47.0,,0.47,16.45
2010-01-01,91,31.0,False,0.31,28.21
2010-01-02,72,31.0,,0.31,22.32
2010-01-03,35,31.0,,0.31,10.85
2010-01-04,58,31.0,,0.31,17.98
2010-01-05,92,31.0,,0.31,28.52
2010-01-06,78,31.0,,0.31,24.18
2010-01-07,53,31.0,,0.31,16.43
2010-01-08,61,31.0,,0.31,18.91
2010-01-09,59,31.0,,0.31,18.29
2010-01-10,53,31.0,,0.31,16.43
2010-01-11,71,31.0,,0.31,22.01
2010-01-12,78,31.0,,0.31,24.18
2010-01-13,52,31.0,,0.31,16.12
2010-01-14,55,31.0,,0.31,17.05
2010-01-15,70,31.0,,0.31,21.7
2010-01-16,46,31.0,,0.31,14.26
2010-01-17,30,31.0,,0.31,9.3
2010-01-18,83,31.0,,0.31,25.73
2010-01-19,65,31.0,,0.31,20.15
2010-01-20,67,31.0,,0.31,20.77
2010-01-21,100,31.0,,0.31,31.0
2010-01-22,95,31.0,,0.31,29.45
2010-01-23,57,31.0,,0.31,17.669999999999998
2010-01-24,42,31.0,,0.31,13.02
2010-01-25,54,31.0,,0.31,16.74
2010-01-26,53,31.0,,0.31,16.43
2010-01-27,65,31.0,,0.31,20.15
2010-01-28,65,31.0,,0.31,20.15
2010-01-29,79,31.0,,0.31,24.49
2010-01-30,48,31.0,,0.31,14.879999999999999
2010-01-31,36,31.0,,0.31,11.16
2010-02-01,50,34.0,False,0.34,17.0
2010-02-02,46,34.0,,0.34,15.64
2010-02-03,64,34.0,,0.34,21.76
2010-02-04,82,34.0,,0.34,27.880000000000003
2010-02-05,74,34.0,,0.34,25.16
2010-02-06,45,34.0,,0.34,15.3
2010-02-07,37,34.0,,0.34,12.58
2010-02-08,45,34.0,,0.34,15.3
2010-02-09,72,34.0,,0.34,24.48
2010-02-10,80,34.0,,0.34,27.200000000000003
2010-02-11,83,34.0,,0.34,28.220000000000002
2010-02-12,47,34.0,,0.34,15.98
2010-02-13,37,34.0,,0.34,12.58
2010-02-14,32,34.0,,0.34,10.88
2010-02-15,62,34.0,,0.34,21.080000000000002
2010-02-16,71,34.0,,0.34,24.14
2010-02-17,41,34.0,,0.34,13.940000000000001
2010-02-18,55,34.0,,0.34,18.700000000000003
2010-02-19,73,34.0,,0.34,24.82
2010-02-20,34,34.0,,0.34,11.56
2010-02-21,44,34.0,,0.34,14.96
2010-02-22,59,34.0,,0.34,20.060000000000002
2010-02-23,100,34.0,,0.34,34.0
2010-02-24,58,34.0,,0.34,19.720000000000002
2010-02-25,43,34.0,,0.34,14.620000000000001
2010-02-26,46,34.0,,0.34,15.64
2010-02-27,49,34.0,,0.34,16.66
2010-02-28,33,34.0,,0.34,11.22
2010-03-01,27,28.0,False,0.28,7.5600000000000005
2010-03-02,63,28.0,,0.28,17.64
2010-03-03,16,28.0,,0.28,4.48
2010-03-04,38,28.0,,0.28,10.64
2010-03-05,80,28.0,,0.28,22.400000000000002
2010-03-06,48,28.0,,0.28,13.440000000000001
2010-03-07,0,28.0,,0.28,0.0
2010-03-08,50,28.0,,0.28,14.000000000000002
2010-03-09,48,28.0,,0.28,13.440000000000001
2010-03-10,32,28.0,,0.28,8.96
2010-03-11,59,28.0,,0.28,16.520000000000003
2010-03-12,63,28.0,,0.28,17.64
2010-03-13,70,28.0,,0.28,19.6
2010-03-14,16,28.0,,0.28,4.48
2010-03-15,49,28.0,,0.28,13.72
2010-03-16,72,28.0,,0.28,20.160000000000004
2010-03-17,61,28.0,,0.28,17.080000000000002
2010-03-18,81,28.0,,0.28,22.680000000000003
2010-03-19,59,28.0,,0.28,16.520000000000003
2010-03-20,100,28.0,,0.28,28.000000000000004
2010-03-21,48,28.0,,0.28,13.440000000000001
2010-03-22,59,28.0,,0.28,16.520000000000003
2010-03-23,64,28.0,,0.28,17.92
2010-03-24,54,28.0,,0.28,15.120000000000001
2010-03-25,16,28.0,,0.28,4.48
2010-03-26,71,28.0,,0.28,19.880000000000003
2010-03-27,66,28.0,,0.28,18.48
2010-03-28,41,28.0,,0.28,11.48
2010-03-29,54,28.0,,0.28,15.120000000000001
2010-03-30,75,28.0,,0.28,21.000000000000004
2010-03-31,39,28.0,,0.28,10.920000000000002
2010-04-01,77,28.0,False,0.28,21.560000000000002
2010-04-02,77,28.0,,0.28,21.560000000000002
2010-04-03,60,28.0,,0.28,16.8
2010-04-04,75,28.0,,0.28,21.000000000000004
2010-04-05,25,28.0,,0.28,7.000000000000001
2010-04-06,51,28.0,,0.28,14.280000000000001
2010-04-07,73,28.0,,0.28,20.44
2010-04-08,80,28.0,,0.28,22.400000000000002
2010-04-09,81,28.0,,0.28,22.680000000000003
2010-04-10,53,28.0,,0.28,14.840000000000002
2010-04-11,57,28.0,,0.28,15.96
2010-04-12,85,28.0,,0.28,23.8
2010-04-13,100,28.0,,0.28,28.000000000000004
2010-04-14,41,28.0,,0.28,11.48
2010-04-15,69,28.0,,0.28,19.32
2010-04-16,83,28.0,,0.28,23.240000000000002
2010-04-17,83,28.0,,0.28,23.240000000000002
2010-04-18,41,28.0,,0.28,11.48
2010-04-19,57,28.0,,0.28,15.96
2010-04-20,77,28.0,,0.28,21.560000000000002
2010-04-21,61,28.0,,0.28,17.080000000000002
2010-04-22,78,28.0,,0.28,21.840000000000003
2010-04-23,44,28.0,,0.28,12.32
2010-04-24,70,28.0,,0.28,19.6
2010-04-25,40,28.0,,0.28,11.200000000000001
2010-04-26,73,28.0,,0.28,20.44
2010-04-27,62,28.0,,0.28,17.360000000000003
2010-04-28,71,28.0,,0.28,19.880000000000003
2010-04-29,74,28.0,,0.28,20.720000000000002
2010-04-30,97,28.0,,0.28,27.160000000000004
2010-05-01,45,38.0,False,0.38,17.1
2010-05-02,30,38.0,,0.38,11.4
2010-05-03,51,38.0,,0.38,19.38
2010-05-04,59,38.0,,0.38,22.42
2010-05-05,58,38.0,,0.38,22.04
2010-05-06,86,38.0,,0.38,32.68
2010-05-07,85,38.0,,0.38,32.3
2010-05-08,45,38.0,,0.38,17.1
2010-05-09,21,38.0,,0.38,7.98
2010-05-10,58,38.0,,0.38,22.04
2010-05-11,57,38.0,,0.38,21.66
2010-05-12,100,38.0,,0.38,38.0
2010-05-13,91,38.0,,0.38,34.58
2010-05-14,66,38.0,,0.38,25.080000000000002
2010-05-15,71,38.0,,0.38,26.98
2010-05-16,25,38.0,,0.38,9.5
2010-05-17,58,38.0,,0.38,22.04
2010-05-18,72,38.0,,0.38,27.36
2010-05-19,80,38.0,,0.38,30.4
2010-05-20,85,38.0,,0.38,32.3
2010-05-21,84,38.0,,0.38,31.92
2010-05-22,32,38.0,,0.38,12.16
2010-05-23,39,38.0,,0.38,14.82
2010-05-24,64,38.0,,0.38,24.32
2010-05-25,77,38.0,,0.38,29.26
2010-05-26,56,38.0,,0.38,21.28
2010-05-27,55,38.0,,0.38,20.9
2010-05-28,28,38.0,,0.38,10.64
2010-05-29,40,38.0,,0.38,15.2
2010-05-30,35,38.0,,0.38,13.3
2010-05-31,23,38.0,,0.38,8.74
